Date,WBA
2010-01-04,22.702436447143555
2010-01-05,22.519838333129883
2010-01-06,22.349424362182617
2010-01-07,22.483320236206055
2010-01-08,22.513755798339844
2010-01-11,22.55027198791504
2010-01-12,22.361597061157227
2010-01-13,22.568532943725586
2010-01-14,22.586788177490234
2010-01-15,22.27637481689453
2010-01-19,22.361597061157227
2010-01-20,22.489418029785156
2010-01-21,22.185091018676758
2010-01-22,21.90511131286621
2010-01-25,22.318986892700195
2010-01-26,22.014667510986328
2010-01-27,22.337249755859375
2010-01-28,22.154659271240234
2010-01-29,21.941625595092773
2010-02-01,22.142480850219727
2010-02-02,22.385936737060547
2010-02-03,21.07126808166504
2010-02-04,20.359149932861328
2010-02-05,20.273950576782227
2010-02-08,20.26177215576172
2010-02-09,20.45653533935547
2010-02-10,20.26784896850586
2010-02-11,20.450448989868164
2010-02-12,20.383499145507812
2010-02-16,20.828433990478516
2010-02-17,20.89565658569336
2010-02-18,21.20123291015625
2010-02-19,21.305131912231445
2010-02-22,21.237905502319336
2010-02-23,21.244016647338867
2010-02-24,21.69627571105957
2010-02-25,22.014081954956055
2010-02-26,21.537378311157227
2010-03-01,21.647382736206055
2010-03-02,21.537378311157227
2010-03-03,21.610706329345703
2010-03-04,21.390695571899414
2010-03-05,21.38458251953125
2010-03-08,21.231800079345703
2010-03-09,21.017887115478516
2010-03-10,20.94454574584961
2010-03-11,20.742862701416016
2010-03-12,20.73674964904785
2010-03-15,20.883432388305664
2010-03-16,21.091224670410156
2010-03-17,21.072891235351562
2010-03-18,21.280681610107422
2010-03-19,21.103450775146484
2010-03-22,21.592382431030273
2010-03-23,21.94685173034668
2010-03-24,21.635160446166992
2010-03-25,22.203536987304688
2010-03-26,22.48468017578125
2010-03-29,22.91248893737793
2010-03-30,22.869705200195312
2010-03-31,22.668018341064453
2010-04-01,23.071395874023438
2010-04-05,23.12028694152832
2010-04-06,22.857486724853516
2010-04-07,22.48468017578125
2010-04-08,22.52134132385254
2010-04-09,22.65580177307129
2010-04-12,22.503005981445312
2010-04-13,22.49689483642578
2010-04-14,22.478561401367188
2010-04-15,22.31354331970215
2010-04-16,21.91629981994629
2010-04-19,22.081310272216797
2010-04-20,22.038522720336914
2010-04-21,21.922407150268555
2010-04-22,22.038522720336914
2010-04-23,21.91629981994629
2010-04-26,21.812400817871094
2010-04-27,21.329572677612305
2010-04-28,21.512920379638672
2010-04-29,21.922407150268555
2010-04-30,21.482376098632812
2010-05-03,21.769617080688477
2010-05-04,21.470142364501953
2010-05-05,21.83684539794922
2010-05-06,21.182903289794922
2010-05-07,21.311241149902344
2010-05-10,21.73905372619629
2010-05-11,22.10575294494629
2010-05-12,22.350223541259766
2010-05-13,21.91629981994629
2010-05-14,21.62293815612793
2010-05-17,21.824621200561523
2010-05-18,21.59638023376465
2010-05-19,21.357107162475586
2010-05-20,20.068687438964844
2010-05-21,20.307958602905273
2010-05-24,20.08709716796875
2010-05-25,20.191394805908203
2010-05-26,19.583999633789062
2010-05-27,19.841676712036133
2010-05-28,19.657617568969727
2010-06-01,19.645353317260742
2010-06-02,20.13617706298828
2010-06-03,19.847808837890625
2010-06-04,18.921377182006836
2010-06-07,18.40601348876953
2010-06-08,18.7802677154541
2010-06-09,18.301708221435547
2010-06-10,18.38147735595703
2010-06-11,18.08696746826172
2010-06-14,18.123788833618164
2010-06-15,18.51644515991211
2010-06-16,17.93971824645996
2010-06-17,17.958133697509766
2010-06-18,18.461227416992188
2010-06-21,18.49190330505371
2010-06-22,17.28324317932129
2010-06-23,17.258703231811523
2010-06-24,16.927396774291992
2010-06-25,16.5224552154541
2010-06-28,16.504056930541992
2010-06-29,16.25250816345215
2010-06-30,16.38135528564453
2010-07-01,16.29545783996582
2010-07-02,16.172752380371094
2010-07-06,16.33226776123047
2010-07-07,16.657438278198242
2010-07-08,17.252565383911133
2010-07-09,17.42435646057129
2010-07-12,17.26483726501465
2010-07-13,17.859970092773438
2010-07-14,18.172863006591797
2010-07-15,18.23422622680664
2010-07-16,17.921314239501953
2010-07-19,17.933589935302734
2010-07-20,18.11151885986328
2010-07-21,17.706586837768555
2010-07-22,18.044031143188477
2010-07-23,18.49190330505371
2010-07-26,18.332382202148438
2010-07-27,17.84769058227539
2010-07-28,17.74339485168457
2010-07-29,17.375276565551758
2010-07-30,17.516386032104492
2010-08-02,17.872238159179688
2010-08-03,17.682043075561523
2010-08-04,17.48570442199707
2010-08-05,17.295515060424805
2010-08-06,17.178939819335938
2010-08-09,17.393686294555664
2010-08-10,17.313928604125977
2010-08-11,17.013286590576172
2010-08-12,17.197343826293945
2010-08-13,17.28324317932129
2010-08-16,17.295515060424805
2010-08-17,17.42207908630371
2010-08-18,17.415903091430664
2010-08-19,17.38503074645996
2010-08-20,17.564071655273438
2010-08-23,17.58258819580078
2010-08-24,17.255386352539062
2010-08-25,16.977569580078125
2010-08-26,16.755319595336914
2010-08-27,16.866451263427734
2010-08-30,16.78618812561035
2010-08-31,16.594799041748047
2010-09-01,17.094871520996094
2010-09-02,17.471464157104492
2010-09-03,17.471464157104492
2010-09-07,17.588764190673828
2010-09-08,17.69988441467285
2010-09-09,17.73076057434082
2010-09-10,17.87892723083496
2010-09-13,17.940664291381836
2010-09-14,18.039438247680664
2010-09-15,18.033266067504883
2010-09-16,17.977706909179688
2010-09-17,18.033266067504883
2010-09-20,18.051782608032227
2010-09-21,18.34812355041504
2010-09-22,18.391340255737305
2010-09-23,18.218477249145508
2010-09-24,18.74323844909668
2010-09-27,18.737071990966797
2010-09-28,20.873153686523438
2010-09-29,20.76202964782715
2010-09-30,20.6817684173584
2010-10-01,20.792890548706055
2010-10-04,20.440988540649414
2010-10-05,20.978107452392578
2010-10-06,21.027498245239258
2010-10-07,20.910198211669922
2010-10-08,20.978107452392578
2010-10-11,20.83610725402832
2010-10-12,21.015146255493164
2010-10-13,21.484342575073242
2010-10-14,21.292964935302734
2010-10-15,21.34852409362793
2010-10-18,21.24357795715332
2010-10-19,20.76202964782715
2010-10-20,21.00897216796875
2010-10-21,21.052186965942383
2010-10-22,21.03367042541504
2010-10-25,21.26209259033203
2010-10-26,21.076885223388672
2010-10-27,20.959585189819336
2010-10-28,21.076885223388672
2010-10-29,20.916366577148438
2010-11-01,21.021320343017578
2010-11-02,21.292964935302734
2010-11-03,21.71894073486328
2010-11-04,22.19431495666504
2010-11-05,21.69424819946289
2010-11-08,21.663373947143555
2010-11-09,21.755992889404297
2010-11-10,21.783912658691406
2010-11-11,21.84595489501953
2010-11-12,21.61018180847168
