Date,DGX
2010-01-04,45.94037628173828
2010-01-05,44.9848518371582
2010-01-06,44.29266357421875
2010-01-07,44.721519470214844
2010-01-08,44.721519470214844
2010-01-11,44.834381103515625
2010-01-12,44.54847717285156
2010-01-13,45.09769821166992
2010-01-14,45.820003509521484
2010-01-15,45.33094787597656
2010-01-19,46.35418701171875
2010-01-20,45.624366760253906
2010-01-21,44.96980667114258
2010-01-22,44.24000549316406
2010-01-25,43.216766357421875
2010-01-26,43.27695846557617
2010-01-27,42.607330322265625
2010-01-28,42.17094421386719
2010-01-29,41.885047912597656
2010-02-01,42.4643669128418
2010-02-02,42.885711669921875
2010-02-03,42.494476318359375
2010-02-04,41.7044677734375
2010-02-05,41.8323860168457
2010-02-08,41.38095474243164
2010-02-09,41.8925666809082
2010-02-10,41.952762603759766
2010-02-11,42.058101654052734
2010-02-12,42.185997009277344
2010-02-16,42.65248489379883
2010-02-17,43.17914581298828
2010-02-18,43.41236877441406
2010-02-19,43.261898040771484
2010-02-22,43.164085388183594
2010-02-23,42.660003662109375
2010-02-24,42.75029373168945
2010-02-25,42.65248489379883
2010-02-26,42.6976203918457
2010-03-01,42.76531982421875
2010-03-02,42.62238693237305
2010-03-03,42.00543212890625
2010-03-04,42.0957145690918
2010-03-05,42.27629470825195
2010-03-08,42.08066940307617
2010-03-09,41.92265319824219
2010-03-10,41.945247650146484
2010-03-11,42.08066940307617
2010-03-12,42.110755920410156
2010-03-15,42.37410354614258
2010-03-16,42.84809112548828
2010-03-17,43.25438690185547
2010-03-18,43.40484619140625
2010-03-19,43.111427307128906
2010-03-22,43.60048294067383
2010-03-23,43.09636688232422
2010-03-24,43.22428512573242
2010-03-25,43.60048294067383
2010-03-26,43.555328369140625
2010-03-29,44.00675964355469
2010-03-30,44.11960220336914
2010-03-31,43.856285095214844
2010-04-01,44.51951599121094
2010-04-05,44.391387939453125
2010-04-06,44.014549255371094
2010-04-07,43.8713493347168
2010-04-08,43.72062301635742
2010-04-09,43.82612228393555
2010-04-12,43.78844451904297
2010-04-13,43.90149688720703
2010-04-14,43.85628128051758
2010-04-15,44.655189514160156
2010-04-16,43.90903854370117
2010-04-19,45.11492156982422
2010-04-20,44.918975830078125
2010-04-21,43.735687255859375
2010-04-22,43.72815704345703
2010-04-23,43.58497619628906
2010-04-26,43.26087951660156
2010-04-27,42.469539642333984
2010-04-28,42.725765228271484
2010-04-29,43.14781951904297
2010-04-30,43.08000564575195
2010-05-03,42.763450622558594
2010-05-04,42.19065856933594
2010-05-05,42.6504020690918
2010-05-06,41.50483703613281
2010-05-07,41.075225830078125
2010-05-10,41.399322509765625
2010-05-11,41.36915588378906
2010-05-12,41.74599075317383
2010-05-13,41.640472412109375
2010-05-14,41.42945098876953
2010-05-17,41.19581604003906
2010-05-18,40.92449951171875
2010-05-19,40.916961669921875
2010-05-20,39.34929275512695
2010-05-21,39.379459381103516
2010-05-24,39.070465087890625
2010-05-25,38.799129486083984
2010-05-26,38.99509048461914
2010-05-27,39.84674072265625
2010-05-28,39.756290435791016
2010-06-01,38.84434127807617
2010-06-02,39.59804153442383
2010-06-03,39.8919563293457
2010-06-04,38.83681869506836
2010-06-07,39.04783248901367
2010-06-08,39.05537033081055
2010-06-09,39.06291580200195
2010-06-10,39.628170013427734
2010-06-11,39.7713737487793
2010-06-14,39.87689208984375
2010-06-15,40.464752197265625
2010-06-16,40.43460464477539
2010-06-17,40.261260986328125
2010-06-18,40.012542724609375
2010-06-21,40.012542724609375
2010-06-22,39.29656219482422
2010-06-23,38.88203430175781
2010-06-24,38.12083053588867
2010-06-25,38.24140930175781
2010-06-28,38.497657775878906
2010-06-29,37.721378326416016
2010-06-30,37.51034927368164
2010-07-01,37.23848342895508
2010-07-02,37.1554069519043
2010-07-06,36.936405181884766
2010-07-07,37.58586502075195
2010-07-08,37.66893768310547
2010-07-09,37.5556640625
2010-07-12,37.35931396484375
2010-07-13,38.144718170166016
2010-07-14,38.21266555786133
2010-07-15,38.28820037841797
2010-07-16,37.223392486572266
2010-07-19,37.3215446472168
2010-07-20,37.721805572509766
2010-07-21,35.267433166503906
2010-07-22,33.651336669921875
2010-07-23,33.76458740234375
2010-07-26,34.4744873046875
2010-07-27,34.86717987060547
2010-07-28,35.07107162475586
2010-07-29,34.9729118347168
2010-07-30,35.486419677734375
2010-08-02,36.33979797363281
2010-08-03,35.848934173583984
2010-08-04,36.46062088012695
2010-08-05,36.400230407714844
2010-08-06,36.33225631713867
2010-08-09,36.536155700683594
2010-08-10,36.85332489013672
2010-08-11,35.75075149536133
2010-08-12,35.803619384765625
2010-08-13,35.7658576965332
2010-08-16,35.55440139770508
2010-08-17,36.022613525390625
2010-08-18,35.96220397949219
2010-08-19,34.93513870239258
2010-08-20,35.02577209472656
2010-08-23,34.88228988647461
2010-08-24,34.07422637939453
2010-08-25,34.27058410644531
2010-08-26,33.78725051879883
2010-08-27,33.71928405761719
2010-08-30,33.477630615234375
2010-08-31,32.85081481933594
2010-09-01,33.92318344116211
2010-09-02,33.98360824584961
2010-09-03,34.6859245300293
2010-09-07,34.39139938354492
2010-09-08,34.32344436645508
2010-09-09,35.19945526123047
2010-09-10,36.052833557128906
2010-09-13,35.50907897949219
2010-09-14,35.856475830078125
2010-09-15,36.573917388916016
2010-09-16,36.09814453125
2010-09-17,36.45308303833008
2010-09-20,37.540550231933594
2010-09-21,37.049686431884766
2010-09-22,36.95151138305664
2010-09-23,36.83822250366211
2010-09-24,37.110076904296875
2010-09-27,36.724952697753906
2010-09-28,37.61608123779297
2010-09-29,37.47258758544922
2010-09-30,38.19146728515625
2010-10-01,37.93418884277344
2010-10-04,37.44232177734375
2010-10-05,38.335235595703125
2010-10-06,38.30497741699219
2010-10-07,38.009849548339844
2010-10-08,38.153629302978516
2010-10-11,38.19146728515625
2010-10-12,38.289833068847656
2010-10-13,38.30497741699219
2010-10-14,37.8131217956543
2010-10-15,38.09311294555664
2010-10-18,39.02385330200195
2010-10-19,37.8963508605957
2010-10-20,36.16345977783203
2010-10-21,36.16345977783203
2010-10-22,37.10179138183594
2010-10-25,37.38933563232422
2010-10-26,37.48771286010742
2010-10-27,37.419612884521484
2010-10-28,36.973148345947266
2010-10-29,37.18501663208008
2010-11-01,37.35908508300781
2010-11-02,38.12336730957031
2010-11-03,38.47145462036133
2010-11-04,39.00871658325195
2010-11-05,39.364376068115234
2010-11-08,39.48545455932617
2010-11-09,39.303836822509766
2010-11-10,39.303836822509766
2010-11-11,39.37950134277344
2010-11-12,38.615238189697266
2010-11-15,38.600074768066406
2010-11-16,37.926612854003906
2010-11-17,38.16120529174805
2010-11-18,38.547122955322266
2010-11-19,38.373085021972656
2010-11-22,38.26715087890625
2010-11-23,37.67689514160156
2010-11-24,37.8131217956543
2010-11-26,37.517982482910156
2010-11-29,37.44987487792969
2010-11-30,37.32124710083008
2010-12-01,38.115779876708984
2010-12-02,38.26715087890625
2010-12-03,37.911468505859375
2010-12-06,37.911468505859375
2010-12-07,38.009849548339844
2010-12-08,37.8963508605957
2010-12-09,38.047698974609375
2010-12-10,38.65306091308594
2010-12-13,38.577392578125
2010-12-14,39.349239349365234
2010-12-15,39.99245834350586
2010-12-16,40.718894958496094
2010-12-17,41.029144287109375
2010-12-20,41.21076202392578
2010-12-21,41.26374435424805
2010-12-22,41.30157470703125
2010-12-23,41.27130126953125
2010-12-27,41.150238037109375
2010-12-28,41.12752914428711
2010-12-29,40.9307861328125
2010-12-30,40.9988899230957
2010-12-31,40.8399658203125
2011-01-03,41.377235412597656
2011-01-04,41.316707611083984
2011-01-05,41.99775695800781
2011-01-06,41.45950698852539
2011-01-07,40.27690124511719
2011-01-10,40.65593719482422
2011-01-11,41.33822250366211
2011-01-12,41.69450759887695
2011-01-13,41.823387145996094
2011-01-14,41.421607971191406
2011-01-18,41.28515625
2011-01-19,40.6180419921875
2011-01-20,41.125953674316406
2011-01-21,41.323055267333984
2011-01-24,41.065303802490234
2011-01-25,42.664859771728516
2011-01-26,43.74134063720703
2011-01-27,43.95360565185547
2011-01-28,43.48358917236328
2011-01-31,43.17277526855469
2011-02-01,43.2106819152832
2011-02-02,43.513916015625
2011-02-03,44.21134948730469
2011-02-04,44.7041130065918
2011-02-07,44.400875091552734
2011-02-08,44.271995544433594
2011-02-09,43.63520050048828
2011-02-10,43.203102111816406
2011-02-11,43.58212661743164
2011-02-14,43.407772064208984
2011-02-15,43.013580322265625
2011-02-16,43.40019226074219
2011-02-17,43.42292785644531
2011-02-18,43.63520050048828
2011-02-22,42.59663772583008
2011-02-23,42.952938079833984
2011-02-24,42.74066925048828
2011-02-25,42.96052169799805
2011-02-28,43.02117156982422
2011-03-01,42.6951904296875
2011-03-02,42.51325607299805
2011-03-03,42.70277786254883
2011-03-04,42.97566604614258
2011-03-07,42.61178970336914
2011-03-08,43.46842575073242
2011-03-09,43.54423522949219
2011-03-10,43.05147933959961
2011-03-11,43.50632858276367
2011-03-14,42.64213180541992
2011-03-15,41.85371398925781
2011-03-16,41.00466537475586
2011-03-17,41.08805465698242
2011-03-18,40.73933792114258
2011-03-21,40.73933792114258
2011-03-22,40.80757141113281
2011-03-23,40.7696647644043
2011-03-24,41.37611770629883
2011-03-25,41.53532791137695
2011-03-28,41.5049934387207
2011-03-29,43.18034744262695
2011-03-30,43.47600555419922
2011-03-31,43.75649642944336
2011-04-01,43.619808197021484
2011-04-04,43.86281967163086
2011-04-05,44.02988815307617
2011-04-06,44.40200424194336
2011-04-07,44.227333068847656
2011-04-08,44.0374870300293
2011-04-11,43.87800598144531
2011-04-12,43.98430633544922
2011-04-13,43.73372268676758
2011-04-14,43.86281967163086
2011-04-15,44.31845474243164
2011-04-18,44.24251174926758
2011-04-19,44.652587890625
2011-04-20,43.938758850097656
2011-04-21,42.94395446777344
2011-04-25,42.214927673339844
2011-04-26,42.192142486572266
2011-04-27,42.38958740234375
2011-04-28,42.50349044799805
2011-04-29,42.81484603881836
2011-05-02,42.89837646484375
2011-05-03,42.366798400878906
2011-05-04,42.564247131347656
2011-05-05,42.564247131347656
2011-05-06,43.088233947753906
2011-05-09,43.118621826171875
2011-05-10,43.28567886352539
2011-05-11,43.29325866699219
2011-05-12,43.84763717651367
2011-05-13,43.58942794799805
2011-05-16,43.77928924560547
2011-05-17,43.991905212402344
2011-05-18,44.31086730957031
2011-05-19,44.364017486572266
2011-05-20,44.181766510009766
2011-05-23,43.84763717651367
2011-05-24,43.6425895690918
2011-05-25,43.710933685302734
2011-05-26,43.45274353027344
2011-05-27,43.764095306396484
2011-05-31,44.364017486572266
2011-06-01,44.181766510009766
2011-06-02,44.272891998291016
2011-06-03,44.227333068847656
2011-06-06,44.022281646728516
2011-06-07,44.04508590698242
2011-06-08,44.06025695800781
2011-06-09,44.50071334838867
2011-06-10,44.432369232177734
2011-06-13,44.88800048828125
2011-06-14,45.222145080566406
2011-06-15,45.05508041381836
2011-06-16,45.685367584228516
2011-06-17,45.989131927490234
2011-06-20,46.00431442260742
2011-06-21,46.15618896484375
2011-06-22,46.19416046142578
2011-06-23,45.73853302001953
2011-06-24,45.11582946777344
2011-06-27,45.16138458251953
2011-06-28,44.97154235839844
2011-06-29,44.432369232177734
2011-06-30,44.95724868774414
2011-07-01,45.527767181396484
2011-07-05,45.39084243774414
2011-07-06,45.786399841308594
2011-07-07,46.09069061279297
2011-07-08,45.34521484375
2011-07-11,44.5768928527832
2011-07-12,44.51604461669922
2011-07-13,44.39433670043945
2011-07-14,44.1204719543457
2011-07-15,44.16613006591797
2011-07-18,44.13570022583008
2011-07-19,44.5768928527832
2011-07-20,43.40541458129883
2011-07-21,43.61081314086914
2011-07-22,43.3521728515625
2011-07-25,42.80447006225586
2011-07-26,42.40130615234375
2011-07-27,41.39717102050781
2011-07-28,41.49606704711914
2011-07-29,41.085289001464844
2011-08-01,39.74647903442383
2011-08-02,38.932533264160156
2011-08-03,38.98577880859375
2011-08-04,37.958824157714844
2011-08-05,38.53695297241211
2011-08-08,36.03425979614258
2011-08-09,37.07640838623047
2011-08-10,35.151859283447266
2011-08-11,36.05707550048828
2011-08-12,36.551536560058594
2011-08-15,37.23616027832031
2011-08-16,37.22095489501953
2011-08-17,36.985137939453125
2011-08-18,35.76040267944336
2011-08-19,35.357234954833984
2011-08-22,35.007320404052734
2011-08-23,36.17877960205078
2011-08-24,36.817779541015625
2011-08-25,35.9962272644043
2011-08-26,36.74931716918945
2011-08-29,37.7230110168457
2011-08-30,37.59367752075195
2011-08-31,38.088134765625
2011-09-01,37.875144958496094
2011-09-02,37.3198356628418
2011-09-06,37.40351867675781
2011-09-07,38.65867233276367
2011-09-08,37.68498229980469
2011-09-09,36.756927490234375
2011-09-12,37.13727951049805
2011-09-13,37.6088981628418
2011-09-14,37.540435791015625
2011-09-15,36.96991729736328
2011-09-16,37.342655181884766
2011-09-19,37.023170471191406
2011-09-20,37.80667495727539
2011-09-21,37.373104095458984
2011-09-22,36.54391860961914
2011-09-23,36.551536560058594
2011-09-26,37.7686653137207
2011-09-27,38.30874252319336
2011-09-28,37.920780181884766
2011-09-29,38.57499694824219
2011-09-30,37.54804229736328
2011-10-03,35.212703704833984
2011-10-04,36.04185485839844
2011-10-05,35.53874588012695
2011-10-06,35.78268814086914
2011-10-07,35.851287841796875
2011-10-10,36.43064498901367
2011-10-11,36.5678596496582
2011-10-12,36.87278366088867
2011-10-13,36.53736877441406
2011-10-14,36.987117767333984
2011-10-17,36.682212829589844
2011-10-18,37.88663864135742
2011-10-19,37.4369010925293
2011-10-20,37.20056915283203
2011-10-21,38.03147888183594
2011-10-24,38.86240768432617
2011-10-25,43.070350646972656
2011-10-26,42.74254608154297
2011-10-27,43.39812469482422
2011-10-28,43.916500091552734
2011-10-31,42.536720275878906
2011-11-01,41.721046447753906
2011-11-02,42.391883850097656
2011-11-03,42.37663269042969
2011-11-04,42.55195999145508
2011-11-07,43.3219108581543
2011-11-08,43.87837600708008
2011-11-09,42.41474533081055
2011-11-10,43.63444137573242
2011-11-11,43.86314010620117
2011-11-14,43.74878692626953
2011-11-15,43.2227897644043
2011-11-16,42.15557861328125
2011-11-17,41.97262191772461
2011-11-18,42.03361129760742
2011-11-21,41.637210845947266
2011-11-22,42.54435348510742
2011-11-23,42.10983657836914
2011-11-25,41.49235916137695
2011-11-28,42.75779724121094
2011-11-29,43.077972412109375
2011-11-30,44.71691131591797
2011-12-01,44.03847122192383
2011-12-02,44.67117691040039
2011-12-05,43.96223068237305
2011-12-06,43.98509979248047
2011-12-07,44.02322769165039
2011-12-08,43.062721252441406
2011-12-09,43.573463439941406
2011-12-12,42.63581848144531
2011-12-13,42.3842658996582
2011-12-14,42.43763732910156
2011-12-15,42.82638931274414
2011-12-16,42.87212371826172
2011-12-19,42.41474533081055
2011-12-20,43.9012451171875
2011-12-21,44.312904357910156
2011-12-22,45.082828521728516
2011-12-23,44.95323181152344
2011-12-27,45.11331558227539
2011-12-28,44.129940032958984
2011-12-29,44.373878479003906
2011-12-30,44.25953674316406
2012-01-03,44.0536994934082
2012-01-04,43.94698715209961
2012-01-05,43.94698715209961
2012-01-06,44.352203369140625
2012-01-09,44.36750030517578
2012-01-10,43.92405319213867
2012-01-11,43.6870231628418
2012-01-12,43.694679260253906
2012-01-13,43.43473815917969
2012-01-17,43.786434173583984
2012-01-18,43.79408645629883
2012-01-19,44.092262268066406
2012-01-20,43.6870231628418
2012-01-23,43.197723388671875
2012-01-24,46.43181228637695
2012-01-25,46.2942008972168
2012-01-26,45.10148239135742
2012-01-27,45.10912322998047
2012-01-30,44.57393264770508
2012-01-31,44.405738830566406
2012-02-01,44.436309814453125
2012-02-02,44.298683166503906
2012-02-03,44.83388137817383
2012-02-06,44.29102325439453
2012-02-07,44.57393264770508
2012-02-08,44.45161056518555
2012-02-09,44.122833251953125
2012-02-10,43.99285888671875
2012-02-13,44.092262268066406
2012-02-14,43.95463180541992
2012-02-15,43.388858795166016
2012-02-16,43.98521423339844
2012-02-17,43.80171585083008
2012-02-21,44.03873062133789
2012-02-22,43.76349639892578
2012-02-23,43.76349639892578
2012-02-24,43.76349639892578
2012-02-27,44.34455490112305
2012-02-28,44.7344856262207
2012-02-29,44.38279724121094
2012-03-01,44.29102325439453
2012-03-02,44.336910247802734
2012-03-05,44.14577102661133
2012-03-06,43.61058807373047
2012-03-07,44.107547760009766
2012-03-08,44.51276397705078
2012-03-09,45.01737976074219
2012-03-12,44.52039337158203
2012-03-13,44.9179801940918
2012-03-14,45.3155632019043
2012-03-15,45.81250762939453
2012-03-16,45.728416442871094
2012-03-19,45.93484878540039
2012-03-20,45.68254852294922
2012-03-21,45.95778274536133
2012-03-22,45.83545684814453
2012-03-23,45.23909378051758
2012-03-26,46.3782958984375
2012-03-27,46.34769821166992
2012-03-28,46.21773147583008
2012-03-29,46.882896423339844
2012-03-30,46.88290023803711
2012-04-02,47.53458786010742
2012-04-03,47.36591720581055
2012-04-04,46.82924270629883
2012-04-05,46.898223876953125
2012-04-09,45.7175407409668
2012-04-10,45.081199645996094
2012-04-11,45.67154312133789
2012-04-12,45.10418701171875
2012-04-13,44.45249938964844
2012-04-16,44.79751205444336
2012-04-17,46.223548889160156
2012-04-18,45.38786697387695
2012-04-19,45.096534729003906
2012-04-20,44.88187026977539
2012-04-23,44.122825622558594
2012-04-24,44.44483947753906
2012-04-25,44.44483947753906
2012-04-26,44.31450271606445
2012-04-27,44.10749816894531
2012-04-30,44.230167388916016
2012-05-01,45.065860748291016
2012-05-02,44.79751205444336
2012-05-03,44.4065055847168
2012-05-04,43.808475494384766
2012-05-07,43.816158294677734
2012-05-08,44.14583969116211
2012-05-09,43.831485748291016
2012-05-10,44.14583969116211
2012-05-11,43.862159729003906
2012-05-14,43.386810302734375
2012-05-15,43.69349670410156
2012-05-16,43.88515853881836
2012-05-17,43.509483337402344
2012-05-18,43.225807189941406
2012-05-21,43.95417022705078
2012-05-22,44.04616165161133
2012-05-23,43.78547286987305
2012-05-24,44.0154914855957
2012-05-25,44.467838287353516
2012-05-29,45.035194396972656
2012-05-30,44.30684280395508
2012-05-31,43.62446594238281
2012-06-01,42.24443817138672
2012-06-04,42.32112503051758
2012-06-05,41.91477966308594
2012-06-06,41.89177322387695
2012-06-07,41.87643814086914
2012-06-08,42.497459411621094
2012-06-11,42.282779693603516
2012-06-12,42.47446060180664
2012-06-13,42.67380142211914
2012-06-14,43.057125091552734
2012-06-15,43.57847595214844
2012-06-18,43.816158294677734
2012-06-19,44.46016311645508
2012-06-20,44.33750534057617
2012-06-21,43.517154693603516
2012-06-22,44.15348815917969
2012-06-25,43.62446594238281
2012-06-26,43.75481414794922
2012-06-27,44.19950485229492
2012-06-28,45.42620086669922
2012-06-29,46.056678771972656
2012-07-02,46.44114303588867
2012-07-03,46.072059631347656
2012-07-05,46.2181510925293
2012-07-06,45.84138870239258
2012-07-09,46.348873138427734
2012-07-10,46.633365631103516
