Date,EA
2010-10-01,16.01714515686035
2010-10-04,16.523765563964844
2010-10-05,17.361644744873047
2010-10-06,16.96218490600586
2010-10-07,17.127819061279297
2010-10-08,17.19601058959961
2010-10-11,17.20575714111328
2010-10-12,16.18276596069336
2010-10-13,16.328907012939453
2010-10-14,16.09507942199707
2010-10-15,15.549484252929688
2010-10-18,15.364372253417969
2010-10-19,15.17926025390625
2010-10-20,15.003888130187988
2010-10-21,15.169516563415527
2010-10-22,15.20848560333252
2010-10-25,15.218229293823242
2010-10-26,15.403343200683594
2010-10-27,15.383857727050781
2010-10-28,15.227971076965332
2010-10-29,15.422825813293457
2010-11-01,15.393599510192871
2010-11-02,15.783313751220703
2010-11-03,15.10131549835205
2010-11-04,15.442312240600586
2010-11-05,15.919713973999023
2010-11-08,16.104822158813477
2010-11-09,15.919713973999023
2010-11-10,15.763825416564941
2010-11-11,15.588455200195312
2010-11-12,15.422825813293457
2010-11-15,15.27668571472168
2010-11-16,14.994146347045898
2010-11-17,15.023372650146484
2010-11-18,15.140288352966309
2010-11-19,14.95517635345459
2010-11-22,15.013631820678711
2010-11-23,14.468035697937012
2010-11-24,14.59469223022461
2010-11-26,14.438807487487793
2010-11-29,14.623919486999512
2010-11-30,14.52649211883545
2010-12-01,14.662890434265137
2010-12-02,14.692119598388672
2010-12-03,14.789548873901367
2010-12-06,15.033116340637207
2010-12-07,15.11106014251709
2010-12-08,15.344884872436523
2010-12-09,15.344884872436523
2010-12-10,15.413084983825684
2010-12-13,15.354628562927246
2010-12-14,15.383857727050781
2010-12-15,15.305913925170898
2010-12-16,15.461800575256348
2010-12-17,15.500768661499023
2010-12-20,15.442312240600586
2010-12-21,15.520256042480469
2010-12-22,15.5689697265625
2010-12-23,15.529998779296875
2010-12-27,15.715109825134277
2010-12-28,15.734599113464355
2010-12-29,16.124311447143555
2010-12-30,16.192508697509766
2010-12-31,15.958680152893066
2011-01-03,15.958680152893066
2011-01-04,15.958680152893066
2011-01-05,15.861250877380371
2011-01-06,15.812540054321289
2011-01-07,15.63716983795166
2011-01-10,15.598199844360352
2011-01-11,15.588455200195312
2011-01-12,15.617684364318848
2011-01-13,15.627426147460938
2011-01-14,15.539741516113281
2011-01-18,15.588455200195312
2011-01-19,15.432570457458496
2011-01-20,15.354628562927246
2011-01-21,14.740836143493652
2011-01-24,14.89671802520752
2011-01-25,14.984402656555176
2011-01-26,14.945433616638184
2011-01-27,14.692119598388672
2011-01-28,14.614174842834473
2011-01-31,15.189003944396973
2011-02-01,15.218229293823242
2011-02-02,17.624696731567383
2011-02-03,17.644180297851562
2011-02-04,17.76109504699707
2011-02-07,17.809812545776367
2011-02-08,17.829294204711914
2011-02-09,17.566242218017578
2011-02-10,17.731868743896484
2011-02-11,17.741605758666992
2011-02-14,17.926725387573242
2011-02-15,18.053380966186523
2011-02-16,18.443090438842773
2011-02-17,18.862028121948242
2011-02-18,18.784086227416992
2011-02-22,18.384634017944336
2011-02-23,18.374893188476562
2011-02-24,18.316436767578125
2011-02-25,18.686662673950195
2011-02-28,18.316436767578125
2011-03-01,17.926725387573242
2011-03-02,18.22875213623047
2011-03-03,18.472320556640625
2011-03-04,18.306692123413086
2011-03-07,17.975439071655273
2011-03-08,18.267723083496094
2011-03-09,18.141069412231445
2011-03-10,18.053380966186523
2011-03-11,18.063121795654297
2011-03-14,18.121580123901367
2011-03-15,17.897491455078125
2011-03-16,17.741605758666992
2011-03-17,18.189777374267578
2011-03-18,18.111833572387695
2011-03-21,18.45283317565918
2011-03-22,18.335922241210938
2011-03-23,18.608722686767578
2011-03-24,19.32968521118164
2011-03-25,19.19328498840332
2011-03-28,19.203027725219727
2011-03-29,19.154315948486328
2011-03-30,19.173799514770508
2011-03-31,19.027660369873047
2011-04-01,19.22251319885254
2011-04-04,19.18353843688965
2011-04-05,19.514801025390625
2011-04-06,19.72913932800293
2011-04-07,19.72913932800293
2011-04-08,19.34916877746582
2011-04-11,19.33942985534668
2011-04-12,19.232255935668945
2011-04-13,19.378398895263672
2011-04-14,19.436859130859375
2011-04-15,19.612226486206055
2011-04-18,19.358909606933594
2011-04-19,19.47582244873047
2011-04-20,19.972707748413086
2011-04-21,19.88502311706543
2011-04-25,20.01167869567871
2011-04-26,19.709657669067383
2011-04-27,19.719396591186523
2011-04-28,19.962963104248047
2011-04-29,19.660940170288086
2011-05-02,19.777851104736328
2011-05-03,19.641450881958008
2011-05-04,19.407629013061523
2011-05-05,21.122352600097656
2011-05-06,21.190555572509766
2011-05-09,21.47309684753418
2011-05-10,22.174577713012695
2011-05-11,22.028440475463867
2011-05-12,22.29149055480957
2011-05-13,23.09039878845215
2011-05-16,22.515573501586914
2011-05-17,22.778629302978516
2011-05-18,23.10988426208496
2011-05-19,23.168346405029297
2011-05-20,23.031940460205078
2011-05-23,22.7493953704834
2011-05-24,22.593517303466797
2011-05-25,23.13911247253418
2011-05-26,22.9637393951416
2011-05-27,23.285253524780273
2011-05-31,23.782140731811523
2011-06-01,23.79188346862793
2011-06-02,23.616506576538086
2011-06-03,23.411911010742188
2011-06-06,23.18782615661621
2011-06-07,22.7493953704834
2011-06-08,22.13560676574707
2011-06-09,22.505834579467773
2011-06-10,22.223289489746094
2011-06-13,22.203805923461914
2011-06-14,22.603260040283203
2011-06-15,22.13560676574707
2011-06-16,21.84332275390625
2011-06-17,21.667951583862305
2011-06-20,21.784866333007812
2011-06-21,22.096633911132812
2011-06-22,21.960235595703125
2011-06-23,21.33669662475586
2011-06-24,21.21004295349121
2011-06-27,21.15158462524414
2011-06-28,21.96997833251953
2011-06-29,23.002716064453125
2011-06-30,22.99297523498535
2011-07-01,23.567798614501953
2011-07-05,23.694456100463867
2011-07-06,23.723678588867188
2011-07-07,24.191335678100586
2011-07-08,24.405675888061523
2011-07-11,23.762651443481445
2011-07-12,23.548311233520508
2011-07-13,23.294994354248047
2011-07-14,22.90528678894043
2011-07-15,22.99297523498535
2011-07-18,23.002716064453125
2011-07-19,23.4801082611084
2011-07-20,23.392427444458008
2011-07-21,23.275514602661133
2011-07-22,23.314481735229492
2011-07-25,23.450881958007812
2011-07-26,23.197566986083984
2011-07-27,22.37917709350586
2011-07-28,21.979721069335938
2011-07-29,21.677696228027344
2011-08-01,21.385414123535156
2011-08-02,20.664445877075195
2011-08-03,20.791101455688477
2011-08-04,19.6317081451416
2011-08-05,19.485570907592773
2011-08-08,17.683151245117188
2011-08-09,18.121580123901367
2011-08-10,17.16678810119629
2011-08-11,18.657434463500977
2011-08-12,19.417367935180664
2011-08-15,19.738880157470703
2011-08-16,19.505050659179688
2011-08-17,19.397884368896484
2011-08-18,18.384634017944336
2011-08-19,18.813316345214844
2011-08-22,19.095853805541992
2011-08-23,19.787593841552734
2011-08-24,19.816823959350586
2011-08-25,19.87527847290039
2011-08-26,20.94698715209961
2011-08-29,21.706926345825195
2011-08-30,21.979721069335938
2011-08-31,21.99920654296875
2011-09-01,21.39515495300293
2011-09-02,21.42437744140625
2011-09-06,21.32695770263672
2011-09-07,21.96997833251953
2011-09-08,21.51206398010254
2011-09-09,20.81058692932129
2011-09-12,21.50232696533203
2011-09-13,21.54129981994629
2011-09-14,22.096633911132812
2011-09-15,22.37917709350586
2011-09-16,22.41814422607422
2011-09-19,22.281747817993164
2011-09-20,22.320716857910156
2011-09-21,21.385414123535156
2011-09-22,20.226022720336914
2011-09-23,20.703411102294922
2011-09-26,21.20030403137207
2011-09-27,21.356182098388672
2011-09-28,20.469587326049805
2011-09-29,20.089624404907227
2011-09-30,19.923995971679688
2011-10-03,19.25174331665039
2011-10-04,19.748626708984375
2011-10-05,20.42087173461914
2011-10-06,21.979721069335938
2011-10-07,21.804351806640625
2011-10-10,22.983226776123047
2011-10-11,22.90528678894043
2011-10-12,23.119626998901367
2011-10-13,23.217052459716797
2011-10-14,23.908796310424805
2011-10-17,23.217052459716797
2011-10-18,23.87956428527832
2011-10-19,23.012460708618164
2011-10-20,22.807859420776367
2011-10-21,22.973482131958008
2011-10-24,24.298503875732422
2011-10-25,23.84059715270996
2011-10-26,23.762651443481445
2011-10-27,23.869821548461914
2011-10-28,23.4801082611084
2011-10-31,22.7493953704834
2011-11-01,21.88228988647461
2011-11-02,22.87605857849121
2011-11-03,23.75290298461914
2011-11-04,24.551820755004883
2011-11-07,23.860074996948242
2011-11-08,23.616506576538086
2011-11-09,22.43763542175293
2011-11-10,22.9637393951416
2011-11-11,23.285253524780273
2011-11-14,23.13911247253418
2011-11-15,23.197566986083984
2011-11-16,22.466861724853516
2011-11-17,21.745893478393555
2011-11-18,21.42437744140625
2011-11-21,21.073638916015625
2011-11-22,21.297727584838867
2011-11-23,20.40139389038086
2011-11-25,20.294221878051758
2011-11-28,21.521812438964844
2011-11-29,21.132099151611328
2011-11-30,22.593517303466797
2011-12-01,22.729917526245117
2011-12-02,22.408403396606445
2011-12-05,22.145347595214844
2011-12-06,22.554550170898438
2011-12-07,22.008955001831055
2011-12-08,20.93724250793457
2011-12-09,21.42437744140625
2011-12-12,21.122352600097656
2011-12-13,20.32345199584961
2011-12-14,19.816823959350586
2011-12-15,20.38190460205078
2011-12-16,19.709657669067383
2011-12-19,19.33942985534668
2011-12-20,20.04090690612793
2011-12-21,19.777851104736328
2011-12-22,19.777851104736328
2011-12-23,20.177305221557617
2011-12-27,20.469587326049805
2011-12-28,20.01167869567871
2011-12-29,20.32345199584961
2011-12-30,20.07013511657715
2012-01-03,20.75213050842285
2012-01-04,19.76811408996582
2012-01-05,20.001943588256836
2012-01-06,19.164060592651367
2012-01-09,18.920488357543945
2012-01-10,18.959457397460938
2012-01-11,18.881513595581055
2012-01-12,19.0081729888916
2012-01-13,17.57598114013672
2012-01-17,17.2836971282959
2012-01-18,17.790325164794922
2012-01-19,17.088838577270508
2012-01-20,17.46881103515625
2012-01-23,17.517526626586914
2012-01-24,17.47855567932129
2012-01-25,17.57598114013672
2012-01-26,17.20575714111328
2012-01-27,17.673410415649414
2012-01-30,17.566242218017578
2012-01-31,18.102092742919922
2012-02-01,17.965696334838867
2012-02-02,19.06662940979004
2012-02-03,18.745119094848633
2012-02-06,18.511293411254883
2012-02-07,18.0144100189209
2012-02-08,17.770837783813477
2012-02-09,17.410354614257812
2012-02-10,16.9719295501709
2012-02-13,17.04013442993164
2012-02-14,17.20575714111328
2012-02-15,17.293439865112305
2012-02-16,17.312929153442383
2012-02-17,17.02064323425293
2012-02-21,16.777070999145508
2012-02-22,16.689388275146484
2012-02-23,16.747846603393555
2012-02-24,16.494531631469727
2012-02-27,16.377622604370117
2012-02-28,16.28019142150879
2012-02-29,15.919713973999023
2012-03-01,16.26070785522461
2012-03-02,16.34839630126953
2012-03-05,16.065853118896484
2012-03-06,16.01714515686035
2012-03-07,16.0853328704834
2012-03-08,16.952444076538086
2012-03-09,16.81604766845703
2012-03-12,16.40684700012207
2012-03-13,16.83553123474121
2012-03-14,16.075592041015625
2012-03-15,16.28019142150879
2012-03-16,17.01090431213379
2012-03-19,16.728361129760742
2012-03-20,16.57247543334961
2012-03-21,16.48478889465332
2012-03-22,16.523765563964844
2012-03-23,16.42633628845215
2012-03-26,16.56273651123047
2012-03-27,16.58222198486328
2012-03-28,16.35814094543457
2012-03-29,16.065853118896484
2012-03-30,16.065853118896484
2012-04-02,16.28019142150879
2012-04-03,16.221736907958984
2012-04-04,15.841766357421875
2012-04-05,15.851509094238281
2012-04-09,15.491025924682617
2012-04-10,15.150032043457031
2012-04-11,15.48128604888916
2012-04-12,16.09507942199707
2012-04-13,15.763825416564941
2012-04-16,14.818774223327637
2012-04-17,14.886974334716797
2012-04-18,14.682376861572266
2012-04-19,14.380351066589355
2012-04-20,14.545977592468262
2012-04-23,14.487521171569824
2012-04-24,14.497264862060547
2012-04-25,14.623919486999512
2012-04-26,15.520256042480469
2012-04-27,14.925944328308105
2012-04-30,14.984402656555176
2012-05-01,15.140288352966309
2012-05-02,15.461800575256348
2012-05-03,15.26694393157959
2012-05-04,14.731090545654297
2012-05-07,14.740836143493652
2012-05-08,14.107551574707031
2012-05-09,13.75681209564209
2012-05-10,14.331636428833008
2012-05-11,14.195239067077637
2012-05-14,14.010125160217285
2012-05-15,13.941926002502441
2012-05-16,14.039351463317871
2012-05-17,13.873724937438965
2012-05-18,13.73732852935791
2012-05-21,14.010125160217285
2012-05-22,13.893210411071777
2012-05-23,14.31214714050293
2012-05-24,13.854241371154785
2012-05-25,13.854241371154785
2012-05-29,14.010125160217285
2012-05-30,13.786039352416992
2012-05-31,13.269672393798828
2012-06-01,12.78253173828125
2012-06-04,12.733819961547852
2012-06-05,12.802019119262695
2012-06-06,13.3573579788208
2012-06-07,13.07481861114502
2012-06-08,13.123530387878418
2012-06-11,12.490248680114746
2012-06-12,12.461021423339844
2012-06-13,11.973881721496582
2012-06-14,12.003110885620117
2012-06-15,12.120024681091309
2012-06-18,12.11028003692627
2012-06-19,12.344107627868652
2012-06-20,12.33436393737793
2012-06-21,11.691344261169434
2012-06-22,11.94465446472168
2012-06-25,11.808253288269043
2012-06-26,11.662113189697266
2012-06-27,11.79851245880127
2012-06-28,11.584173202514648
2012-06-29,12.032340049743652
2012-07-02,11.964140892028809
2012-07-03,12.266165733337402
2012-07-05,12.071310997009277
2012-07-06,11.710827827453613
2012-07-09,11.63288402557373
2012-07-10,11.291888236999512
2012-07-11,11.379573822021484
2012-07-12,11.291888236999512
2012-07-13,11.408801078796387
2012-07-16,11.233430862426758
2012-07-17,11.067803382873535
2012-07-18,11.204201698303223
2012-07-19,11.954398155212402
2012-07-20,11.671854019165039
2012-07-23,11.515970230102539
2012-07-24,11.24317455291748
2012-07-25,11.213943481445312
2012-07-26,10.66834831237793
2012-07-27,11.116518020629883
2012-07-30,10.941144943237305
2012-07-31,10.73654842376709
2012-08-01,11.379573822021484
2012-08-02,11.077547073364258
2012-08-03,11.662113189697266
2012-08-06,11.886195182800293
2012-08-07,12.461021423339844
2012-08-08,12.607161521911621
2012-08-09,12.78253173828125
2012-08-10,12.743563652038574
2012-08-13,12.538962364196777
2012-08-14,12.383078575134277
2012-08-15,12.753305435180664
2012-08-16,13.45478630065918
2012-08-17,13.415815353393555
2012-08-20,13.211215019226074
2012-08-21,13.211215019226074
2012-08-22,13.094303131103516
2012-08-23,12.909188270568848
2012-08-24,12.98713207244873
2012-08-27,12.597420692443848
2012-08-28,12.499993324279785
2012-08-29,12.51948070526123
2012-08-30,12.665618896484375
2012-08-31,12.98713207244873
2012-09-04,12.694849014282227
2012-09-05,12.802019119262695
2012-09-06,13.279417037963867
2012-09-07,13.67886734008789
2012-09-10,13.484014511108398
2012-09-11,13.45478630065918
2012-09-12,13.630156517028809
2012-09-13,13.873724937438965
2012-09-14,14.12703800201416
2012-09-17,13.844498634338379
2012-09-18,13.639900207519531
2012-09-19,13.571699142456055
2012-09-20,13.133275032043457
2012-09-21,12.899446487426758
2012-09-24,12.967647552490234
2012-09-25,12.353852272033691
2012-09-26,12.275910377502441
2012-09-27,12.451277732849121
2012-09-28,12.363593101501465
2012-10-01,12.032340049743652
2012-10-02,12.324621200561523
2012-10-03,12.51948070526123
2012-10-04,12.694849014282227
2012-10-05,12.616905212402344
2012-10-08,12.646132469177246
2012-10-09,12.675361633300781
2012-10-10,12.558448791503906
2012-10-11,12.714332580566406
2012-10-12,13.065074920654297
2012-10-15,13.337869644165039
2012-10-16,13.620412826538086
2012-10-17,13.513240814208984
2012-10-18,13.474271774291992
2012-10-19,12.743563652038574
2012-10-22,12.714332580566406
2012-10-23,12.441537857055664
2012-10-24,12.100537300109863
2012-10-25,11.895941734313965
2012-10-26,11.603654861450195
2012-10-31,12.032340049743652
2012-11-01,12.665618896484375
2012-11-02,12.655878067016602
2012-11-05,12.860477447509766
2012-11-06,13.4060697555542
2012-11-07,13.094303131103516
2012-11-08,12.577937126159668
2012-11-09,12.558448791503906
2012-11-12,12.685105323791504
2012-11-13,12.646132469177246
2012-11-14,12.42204761505127
2012-11-15,12.714332580566406
2012-11-16,12.714332580566406
2012-11-19,13.3573579788208
2012-11-20,13.503498077392578
2012-11-21,13.61066722869873
2012-11-23,14.000382423400879
2012-11-26,14.224465370178223
2012-11-27,14.360865592956543
2012-11-28,14.64340591430664
2012-11-29,14.64340591430664
2012-11-30,14.429062843322754
2012-12-03,14.156265258789062
2012-12-04,14.068582534790039
2012-12-05,14.253694534301758
2012-12-06,14.438807487487793
2012-12-07,14.458292961120605
2012-12-10,14.438807487487793
2012-12-11,14.760315895080566
2012-12-12,14.935689926147461
2012-12-13,14.857748031616211
2012-12-14,14.906460762023926
2012-12-17,15.023372650146484
2012-12-18,14.52649211883545
2012-12-19,14.029607772827148
2012-12-20,13.581439971923828
2012-12-21,13.53272819519043
2012-12-24,13.747069358825684
2012-12-26,13.795782089233398
2012-12-27,13.659385681152344
2012-12-28,13.561955451965332
2012-12-31,14.146523475646973
2013-01-02,14.175752639770508
2013-01-03,14.360865592956543
2013-01-04,14.497264862060547
2013-01-07,14.078323364257812
2013-01-08,13.415815353393555
2013-01-09,13.347615242004395
2013-01-10,13.639900207519531
2013-01-11,13.873724937438965
2013-01-14,14.058838844299316
2013-01-15,14.234207153320312
2013-01-16,14.224465370178223
2013-01-17,14.136781692504883
2013-01-18,14.088068008422852
2013-01-22,14.058838844299316
2013-01-23,13.688613891601562
2013-01-24,13.893210411071777
2013-01-25,14.390093803405762
2013-01-28,14.653146743774414
2013-01-29,14.56546401977539
2013-01-30,14.692119598388672
2013-01-31,15.325399398803711
2013-02-01,15.773569107055664
2013-02-04,15.588455200195312
2013-02-05,16.455564498901367
2013-02-06,16.44582176208496
2013-02-07,16.436079025268555
2013-02-08,16.923221588134766
2013-02-11,16.96218490600586
2013-02-12,17.088838577270508
2013-02-13,16.728361129760742
2013-02-14,16.70887565612793
2013-02-15,16.533506393432617
2013-02-19,17.137557983398438
2013-02-20,17.03038787841797
2013-02-21,17.18627166748047
2013-02-22,17.35190200805664
2013-02-25,17.244731903076172
2013-02-26,17.2349853515625
2013-02-27,17.6539249420166
2013-02-28,17.0791015625
2013-03-01,17.57598114013672
2013-03-04,17.731868743896484
2013-03-05,18.03389549255371
2013-03-06,18.141069412231445
2013-03-07,18.22875213623047
2013-03-08,18.102092742919922
2013-03-11,18.637943267822266
2013-03-12,18.754858016967773
2013-03-13,18.45283317565918
2013-03-14,18.842546463012695
2013-03-15,18.394376754760742
2013-03-18,18.22875213623047
2013-03-19,16.70887565612793
2013-03-20,16.893991470336914
2013-03-21,17.244731903076172
2013-03-22,17.507783889770508
2013-03-25,17.108325958251953
2013-03-26,17.312929153442383
2013-03-27,17.332416534423828
2013-03-28,17.244731903076172
2013-04-01,17.459070205688477
2013-04-02,17.098583221435547
2013-04-03,16.796560287475586
2013-04-04,16.806304931640625
2013-04-05,16.903736114501953
2013-04-08,16.825790405273438
2013-04-09,17.00115966796875
2013-04-10,17.34215545654297
2013-04-11,17.17652702331543
2013-04-12,17.127819061279297
2013-04-15,16.475051879882812
2013-04-16,16.923221588134766
2013-04-17,16.57247543334961
2013-04-18,16.5042781829834
2013-04-19,16.65041732788086
2013-04-22,16.83553123474121
2013-04-23,16.9719295501709
2013-04-24,17.34215545654297
2013-04-25,17.47855567932129
2013-04-26,17.42009735107422
2013-04-29,17.312929153442383
2013-04-30,17.15704345703125
2013-05-01,16.855012893676758
2013-05-02,17.088838577270508
2013-05-03,17.49803924560547
2013-05-06,17.81955909729004
2013-05-07,17.93647003173828
2013-05-08,21.005447387695312
2013-05-09,21.0833797454834
2013-05-10,21.90178108215332
2013-05-13,21.180810928344727
2013-05-14,21.833581924438477
2013-05-15,22.057662963867188
2013-05-16,21.453611373901367
2013-05-17,21.638721466064453
2013-05-20,21.229528427124023
2013-05-21,21.404897689819336
2013-05-22,21.190555572509766
2013-05-23,22.067405700683594
2013-05-24,22.184316635131836
2013-05-28,22.661718368530273
2013-05-29,22.56429100036621
2013-05-30,22.7493953704834
2013-05-31,22.398664474487305
2013-06-03,22.398664474487305
2013-06-04,22.13560676574707
2013-06-05,22.29149055480957
2013-06-06,22.681203842163086
2013-06-07,23.002716064453125
2013-06-10,22.281747817993164
2013-06-11,22.018693923950195
2013-06-12,20.9859561920166
2013-06-13,20.93724250793457
2013-06-14,21.249011993408203
2013-06-17,21.85306167602539
2013-06-18,22.43763542175293
2013-06-19,22.252519607543945
2013-06-20,21.58026695251465
2013-06-21,21.414640426635742
2013-06-24,21.05415916442871
2013-06-25,21.21978759765625
2013-06-26,21.229528427124023
2013-06-27,21.638721466064453
2013-06-28,22.398664474487305
2013-07-01,22.583776473999023
2013-07-02,22.915029525756836
2013-07-03,22.710430145263672
2013-07-05,23.217052459716797
2013-07-08,22.934520721435547
2013-07-09,22.9637393951416
2013-07-10,23.285253524780273
2013-07-11,23.64573860168457
2013-07-12,23.694456100463867
2013-07-15,23.567798614501953
2013-07-16,23.567798614501953
2013-07-17,23.197566986083984
2013-07-18,23.5385684967041
2013-07-19,23.64573860168457
2013-07-22,23.392427444458008
2013-07-23,23.217052459716797
2013-07-24,24.756412506103516
2013-07-25,24.006221771240234
2013-07-26,25.155874252319336
2013-07-29,24.824613571166992
2013-07-30,25.399438858032227
2013-07-31,25.448156356811523
2013-08-01,25.847606658935547
2013-08-02,25.886581420898438
2013-08-05,25.847606658935547
2013-08-06,25.759920120239258
2013-08-07,25.662494659423828
2013-08-08,25.95478057861328
2013-08-09,25.964519500732422
2013-08-12,25.993749618530273
2013-08-13,25.867090225219727
2013-08-14,25.97426414489746
2013-08-15,25.798892974853516
2013-08-16,26.198348999023438
2013-08-19,25.886581420898438
2013-08-20,26.06195068359375
2013-08-21,25.97426414489746
2013-08-22,27.06545639038086
2013-08-23,27.250568389892578
2013-08-26,27.14339828491211
2013-08-27,26.295774459838867
2013-08-28,26.432172775268555
2013-08-29,26.860858917236328
2013-08-30,25.95478057861328
2013-09-03,26.656261444091797
2013-09-04,27.270051956176758
2013-09-05,26.968029022216797
2013-09-06,26.07168960571289
2013-09-09,26.412689208984375
2013-09-10,26.256807327270508
2013-09-11,26.02297592163086
2013-09-12,25.71120834350586
2013-09-13,25.984006881713867
2013-09-16,26.266550064086914
