Date,PM
2010-06-30,22.612810134887695
2010-07-01,22.963058471679688
2010-07-02,22.913728713989258
2010-07-06,23.071584701538086
2010-07-07,23.451417922973633
2010-07-08,23.94471549987793
2010-07-09,23.96938705444336
2010-07-12,24.092700958251953
2010-07-13,24.319623947143555
2010-07-14,24.428157806396484
2010-07-15,24.714263916015625
2010-07-16,24.50214385986328
2010-07-19,24.645204544067383
2010-07-20,24.9757080078125
2010-07-21,24.61067771911621
2010-07-22,25.07931137084961
2010-07-23,24.990510940551758
2010-07-26,25.251964569091797
2010-07-27,25.32594871520996
2010-07-28,25.17796516418457
2010-07-29,25.247024536132812
2010-07-30,25.17796516418457
2010-08-02,25.631803512573242
2010-08-03,25.72553062438965
2010-08-04,25.769927978515625
2010-08-05,25.56273651123047
2010-08-06,25.74526023864746
2010-08-09,25.91791343688965
2010-08-10,26.130037307739258
2010-08-11,25.528200149536133
2010-08-12,25.57754135131836
2010-08-13,25.64659881591797
2010-08-16,25.64659881591797
2010-08-17,25.932714462280273
2010-08-18,26.026439666748047
2010-08-19,25.651521682739258
2010-08-20,25.641672134399414
2010-08-23,25.518346786499023
2010-08-24,25.409822463989258
2010-08-25,25.414751052856445
2010-08-26,25.187829971313477
2010-08-27,25.375289916992188
2010-08-30,25.3703556060791
2010-08-31,25.335819244384766
2010-09-01,26.130037307739258
2010-09-02,26.287891387939453
2010-09-03,26.657867431640625
2010-09-07,26.46055030822754
2010-09-08,26.45067596435547
2010-09-09,26.514801025390625
2010-09-10,26.93411636352539
2010-09-13,27.017963409423828
2010-09-14,27.062358856201172
2010-09-15,27.39780616760254
2010-09-16,27.185688018798828
2010-09-17,27.19062614440918
2010-09-20,27.600061416625977
2010-09-21,27.64446258544922
2010-09-22,27.539676666259766
2010-09-23,27.499746322631836
2010-09-24,27.993751525878906
2010-09-27,27.674407958984375
2010-09-28,27.983779907226562
2010-09-29,28.103540420532227
2010-09-30,27.953838348388672
2010-10-01,27.719310760498047
2010-10-04,27.589574813842773
2010-10-05,27.619503021240234
2010-10-06,28.098554611206055
2010-10-07,28.08856964111328
2010-10-08,28.258220672607422
2010-10-11,28.153425216674805
2010-10-12,28.532686233520508
2010-10-13,28.622499465942383
2010-10-14,28.817102432250977
2010-10-15,29.211307525634766
2010-10-18,29.131473541259766
2010-10-19,28.477771759033203
2010-10-20,28.68236541748047
2010-10-21,28.72229766845703
2010-10-22,29.006717681884766
2010-10-25,29.67538070678711
2010-10-26,29.690353393554688
2010-10-27,29.43087387084961
2010-10-28,29.570581436157227
2010-10-29,29.19633674621582
2010-11-01,29.08656120300293
2010-11-02,29.171382904052734
2010-11-03,29.59055519104004
2010-11-04,30.349029541015625
2010-11-05,30.159404754638672
2010-11-08,30.049619674682617
2010-11-09,29.72028923034668
2010-11-10,29.745229721069336
2010-11-11,29.850032806396484
2010-11-12,29.760210037231445
2010-11-15,29.6654052734375
2010-11-16,29.211307525634766
2010-11-17,28.83706283569336
2010-11-18,29.6654052734375
2010-11-19,29.84503173828125
2010-11-22,29.680368423461914
2010-11-23,29.326078414916992
2010-11-24,29.545629501342773
2010-11-26,29.331066131591797
2010-11-29,28.852025985717773
2010-11-30,28.387962341308594
2010-12-01,28.792158126831055
2010-12-02,28.906925201416016
2010-12-03,29.001733779907227
2010-12-06,29.206317901611328
2010-12-07,29.640459060668945
2010-12-08,29.6154842376709
2010-12-09,29.63545799255371
2010-12-10,29.44084930419922
2010-12-13,29.291147232055664
2010-12-14,29.63545799255371
2010-12-15,29.64543914794922
2010-12-16,29.795133590698242
2010-12-17,29.7851505279541
2010-12-20,29.72528076171875
2010-12-21,29.498294830322266
2010-12-22,29.695018768310547
2010-12-23,29.59412956237793
2010-12-27,29.558820724487305
2010-12-28,29.523509979248047
2010-12-29,29.634492874145508
2010-12-30,29.503341674804688
2010-12-31,29.523509979248047
2011-01-03,29.59412956237793
2011-01-04,29.59412956237793
2011-01-05,29.508386611938477
2011-01-06,29.114933013916016
2011-01-07,28.459186553955078
2011-01-10,28.50458526611328
2011-01-11,28.257429122924805
2011-01-12,28.54494285583496
2011-01-13,28.499555587768555
2011-01-14,28.585296630859375
2011-01-18,28.358308792114258
2011-01-19,28.54494285583496
2011-01-20,28.4945068359375
2011-01-21,28.60042953491211
2011-01-24,28.802200317382812
2011-01-25,29.01910972595215
2011-01-26,28.943445205688477
2011-01-27,28.74671745300293
2011-01-28,28.54998207092285
2011-01-31,28.872814178466797
2011-02-01,29.114933013916016
2011-02-02,29.094762802124023
2011-02-03,29.261211395263672
2011-02-04,29.59412956237793
2011-02-07,29.760583877563477
2011-02-08,29.79085922241211
2011-02-09,30.032976150512695
2011-02-10,29.84634017944336
2011-02-11,30.073318481445312
2011-02-14,30.133869171142578
2011-02-15,30.209522247314453
2011-02-16,30.61810302734375
2011-02-17,30.68871307373047
2011-02-18,30.986326217651367
2011-02-22,31.041810989379883
2011-02-23,31.263755798339844
2011-02-24,31.420129776000977
2011-02-25,31.399946212768555
2011-02-28,31.66729164123535
2011-03-01,31.4100284576416
2011-03-02,31.737895965576172
2011-03-03,32.1162223815918
2011-03-04,32.03046417236328
2011-03-07,32.10108947753906
2011-03-08,32.408775329589844
2011-03-09,32.4592170715332
2011-03-10,32.16161346435547
2011-03-11,32.171688079833984
2011-03-14,32.070831298828125
2011-03-15,31.626943588256836
2011-03-16,31.20826530456543
2011-03-17,31.167922973632812
2011-03-18,31.132600784301758
2011-03-21,31.753042221069336
2011-03-22,32.27793502807617
2011-03-23,32.53273010253906
2011-03-24,32.87924575805664
2011-03-25,33.185001373291016
2011-03-28,33.21047592163086
2011-03-29,33.256343841552734
2011-03-30,33.48057174682617
2011-03-31,33.44488525390625
2011-04-01,33.08818054199219
2011-04-04,33.08308029174805
2011-04-05,33.40412902832031
2011-04-06,33.5366325378418
2011-04-07,33.470367431640625
2011-04-08,33.54680633544922
2011-04-11,34.05641555786133
2011-04-12,33.653839111328125
2011-04-13,33.68952178955078
2011-04-14,33.73027420043945
2011-04-15,33.918827056884766
2011-04-18,33.511146545410156
2011-04-19,33.6996955871582
2011-04-20,33.8780517578125
2011-04-21,34.45390319824219
2011-04-25,34.44880676269531
2011-04-26,34.443721771240234
2011-04-27,34.40804672241211
2011-04-28,35.177528381347656
2011-04-29,35.38646697998047
2011-05-02,35.320213317871094
2011-05-03,35.44252014160156
2011-05-04,35.34060287475586
2011-05-05,34.85137939453125
2011-05-06,34.958396911621094
2011-05-09,34.800437927246094
2011-05-10,34.79533386230469
2011-05-11,34.73927307128906
2011-05-12,34.759666442871094
2011-05-13,34.81061553955078
2011-05-16,34.87688064575195
2011-05-17,34.95330047607422
2011-05-18,35.3049430847168
2011-05-19,36.01837158203125
2011-05-20,35.768672943115234
2011-05-23,35.21320343017578
2011-05-24,35.600494384765625
2011-05-25,35.41194534301758
2011-05-26,35.82472610473633
2011-05-27,35.93683624267578
2011-05-31,36.563636779785156
2011-06-01,36.21710205078125
2011-06-02,35.6259765625
2011-06-03,35.157142639160156
2011-06-06,34.815711975097656
2011-06-07,34.55582046508789
2011-06-08,34.67302703857422
2011-06-09,34.71379089355469
2011-06-10,34.321414947509766
2011-06-13,34.413143157958984
2011-06-14,35.121490478515625
2011-06-15,34.40294647216797
2011-06-16,34.40804672241211
2011-06-17,34.897247314453125
2011-06-20,35.2030143737793
2011-06-21,35.002410888671875
2011-06-22,34.282310485839844
2011-06-23,34.035404205322266
2011-06-24,33.48503875732422
2011-06-27,33.906803131103516
2011-06-28,33.891387939453125
2011-06-29,34.035404205322266
2011-06-30,34.344017028808594
2011-07-01,34.3337287902832
2011-07-05,34.560054779052734
2011-07-06,35.10013961791992
2011-07-07,35.56306076049805
2011-07-08,35.70195388793945
2011-07-11,35.32645034790039
2011-07-12,34.513763427734375
2011-07-13,34.38003158569336
2011-07-14,34.164005279541016
2011-07-15,34.426334381103516
2011-07-18,34.374881744384766
2011-07-19,35.239013671875
2011-07-20,35.07442092895508
2011-07-21,36.771820068359375
2011-07-22,37.090728759765625
2011-07-25,37.101009368896484
2011-07-26,36.99298858642578
2011-07-27,36.91584777832031
2011-07-28,37.21416091918945
2011-07-29,36.60722351074219
2011-08-01,36.37576675415039
2011-08-02,35.87682342529297
2011-08-03,35.98484802246094
2011-08-04,34.66807556152344
2011-08-05,35.66593551635742
2011-08-08,34.08682632446289
2011-08-09,34.66807556152344
2011-08-10,33.38217544555664
2011-08-11,33.71649932861328
2011-08-12,34.27201461791992
2011-08-15,35.14643859863281
2011-08-16,34.82237243652344
2011-08-17,35.52192306518555
2011-08-18,35.23387145996094
2011-08-19,35.40361785888672
2011-08-22,35.34703063964844
2011-08-23,36.14430236816406
2011-08-24,36.07742691040039
2011-08-25,35.42418670654297
2011-08-26,35.59392166137695
2011-08-29,36.26259994506836
2011-08-30,36.06714630126953
2011-08-31,35.65564727783203
2011-09-01,35.645362854003906
2011-09-02,35.10013961791992
2011-09-06,34.87895965576172
2011-09-07,35.47048568725586
2011-09-08,35.25959396362305
2011-09-09,33.89653396606445
2011-09-12,33.958251953125
2011-09-13,33.932525634765625
2011-09-14,34.76581954956055
2011-09-15,35.1258659362793
2011-09-16,35.532203674316406
2011-09-19,34.93040466308594
2011-09-20,35.1207160949707
2011-09-21,34.359458923339844
2011-09-22,33.41303634643555
2011-09-23,33.21522521972656
2011-09-26,33.61604309082031
2011-09-27,33.68370819091797
2011-09-28,32.99140167236328
2011-09-29,33.3193359375
2011-09-30,32.47087097167969
2011-10-03,32.148136138916016
2011-10-04,32.68949508666992
2011-10-05,32.94454574584961
2011-10-06,33.61604309082031
2011-10-07,33.90232849121094
2011-10-10,34.381229400634766
2011-10-11,33.99082565307617
2011-10-12,34.51655578613281
2011-10-13,34.58943557739258
2011-10-14,35.08393859863281
2011-10-17,34.89655685424805
2011-10-18,34.51655578613281
2011-10-19,34.37080001831055
2011-10-20,35.49516296386719
2011-10-21,36.43732833862305
2011-10-24,36.166648864746094
2011-10-25,35.83350372314453
2011-10-26,36.85375213623047
2011-10-27,37.478397369384766
2011-10-28,37.540863037109375
2011-10-31,36.36966323852539
2011-11-01,35.791866302490234
2011-11-02,36.36966323852539
2011-11-03,36.84856414794922
2011-11-04,36.546630859375
2011-11-07,36.697601318359375
2011-11-08,37.06196975708008
2011-11-09,36.23952102661133
2011-11-10,36.95786666870117
2011-11-11,37.29100799560547
2011-11-14,37.067169189453125
2011-11-15,37.228538513183594
2011-11-16,37.28059768676758
2011-11-17,37.52004623413086
2011-11-18,38.0457649230957
2011-11-21,37.478397369384766
2011-11-22,37.48359680175781
2011-11-23,36.9682731628418
2011-11-25,37.119224548339844
2011-11-28,38.0457649230957
2011-11-29,38.7588996887207
2011-11-30,39.685447692871094
2011-12-01,39.399166107177734
2011-12-02,39.28464126586914
2011-12-05,39.492862701416016
2011-12-06,39.341915130615234
2011-12-07,39.341915130615234
2011-12-08,38.81096649169922
2011-12-09,39.341915130615234
2011-12-12,39.11808776855469
2011-12-13,39.305458068847656
2011-12-14,38.967124938964844
2011-12-15,39.51889419555664
2011-12-16,39.35231399536133
2011-12-19,39.66462707519531
2011-12-20,40.33246612548828
2011-12-21,41.110721588134766
2011-12-22,40.937191009521484
2011-12-23,41.41044235229492
2011-12-27,41.45252990722656
2011-12-28,41.28426742553711
2011-12-29,41.59449005126953
2011-12-30,41.268463134765625
2012-01-03,41.32630920410156
2012-01-04,41.2526969909668
2012-01-05,41.12649154663086
2012-01-06,40.532283782958984
2012-01-09,40.41658401489258
2012-01-10,40.658485412597656
2012-01-11,40.27986526489258
2012-01-12,40.200992584228516
2012-01-13,40.658485412597656
2012-01-17,39.911781311035156
2012-01-18,38.5235481262207
2012-01-19,38.79697799682617
2012-01-20,39.18610763549805
2012-01-23,39.364906311035156
2012-01-24,38.991546630859375
2012-01-25,40.39030838012695
2012-01-26,40.164180755615234
2012-01-27,39.680416107177734
2012-01-30,39.385948181152344
2012-01-31,39.31757736206055
2012-02-01,39.83290481567383
2012-02-02,39.880218505859375
2012-02-03,40.29039764404297
2012-02-06,40.41135025024414
2012-02-07,40.80571365356445
2012-02-08,40.95296096801758
2012-02-09,42.09929656982422
2012-02-10,42.29913330078125
2012-02-13,42.91437530517578
2012-02-14,42.93540573120117
2012-02-15,42.882808685302734
2012-02-16,43.087913513183594
2012-02-17,42.98272705078125
2012-02-21,43.261417388916016
2012-02-22,43.271949768066406
2012-02-23,43.2088508605957
2012-02-24,43.65580368041992
2012-02-27,43.697879791259766
2012-02-28,44.09751510620117
2012-02-29,43.91872024536133
2012-03-01,44.29209899902344
2012-03-02,44.460357666015625
2012-03-05,44.917850494384766
2012-03-06,44.20270919799805
2012-03-07,44.207942962646484
2012-03-08,44.49716567993164
2012-03-09,44.49189376831055
2012-03-12,44.4550895690918
2012-03-13,45.07033920288086
2012-03-14,44.93362045288086
2012-03-15,45.170265197753906
2012-03-16,45.1229133605957
2012-03-19,45.40163040161133
2012-03-20,45.50678634643555
2012-03-21,45.285953521728516
2012-03-22,45.6645393371582
2012-03-23,45.65929412841797
2012-03-26,46.35340881347656
2012-03-27,46.427669525146484
2012-03-28,46.13591766357422
2012-03-29,45.96617126464844
2012-03-30,47.00589370727539
2012-04-02,47.41436004638672
2012-04-03,47.202186584472656
2012-04-04,47.47272872924805
2012-04-05,47.02180862426758
2012-04-09,46.87859344482422
2012-04-10,46.178348541259766
2012-04-11,46.427669525146484
2012-04-12,46.289756774902344
2012-04-13,46.597434997558594
2012-04-16,46.17306900024414
2012-04-17,46.39053726196289
2012-04-18,46.54438400268555
2012-04-19,46.01920700073242
2012-04-20,46.58152389526367
2012-04-23,46.119998931884766
2012-04-24,45.71152114868164
2012-04-25,46.491329193115234
2012-04-26,46.97407913208008
2012-04-27,47.64249801635742
2012-04-30,47.483341217041016
2012-05-01,47.74325942993164
2012-05-02,47.90772247314453
2012-05-03,47.722049713134766
2012-05-04,47.281761169433594
2012-05-07,46.83082962036133
2012-05-08,46.533775329589844
2012-05-09,45.43037796020508
2012-05-10,45.70623779296875
2012-05-11,45.70091247558594
2012-05-14,45.29776382446289
2012-05-15,44.94233322143555
2012-05-16,45.21818161010742
2012-05-17,44.66646957397461
2012-05-18,44.71953582763672
2012-05-21,44.95293426513672
2012-05-22,45.12269592285156
2012-05-23,44.735450744628906
2012-05-24,45.27122116088867
2012-05-25,45.292457580566406
2012-05-29,45.403846740722656
2012-05-30,45.02721405029297
2012-05-31,44.8309326171875
2012-06-01,43.91851043701172
2012-06-04,43.451683044433594
2012-06-05,43.451683044433594
2012-06-06,44.06703567504883
2012-06-07,44.34818649291992
2012-06-08,44.544456481933594
2012-06-11,44.7619743347168
2012-06-12,45.096168518066406
2012-06-13,45.46220397949219
2012-06-14,46.33219528198242
2012-06-15,46.5390739440918
2012-06-18,46.751258850097656
2012-06-19,46.95815658569336
2012-06-20,46.95286560058594
2012-06-21,45.409149169921875
2012-06-22,45.62665557861328
2012-06-25,44.95756149291992
2012-06-26,44.978965759277344
2012-06-27,45.44465637207031
2012-06-28,45.830055236816406
2012-06-29,46.70790100097656
2012-07-02,47.639278411865234
2012-07-03,47.90155792236328
2012-07-05,47.62855911254883
2012-07-06,47.88015365600586
2012-07-09,48.501075744628906
2012-07-10,48.54924011230469
2012-07-11,48.463600158691406
2012-07-12,48.12102127075195
2012-07-13,48.286956787109375
2012-07-16,48.62417984008789
2012-07-17,48.169193267822266
2012-07-18,47.85874557495117
2012-07-19,47.93369674682617
2012-07-20,47.58040237426758
2012-07-23,47.09864807128906
2012-07-24,46.93806838989258
2012-07-25,46.50984573364258
2012-07-26,47.425174713134766
2012-07-27,48.33512878417969
2012-07-30,48.80617141723633
2012-07-31,48.94533157348633
2012-08-01,48.51711654663086
2012-08-02,48.21202087402344
2012-08-03,49.20762252807617
2012-08-06,49.368186950683594
2012-08-07,48.88111114501953
2012-08-08,49.12199020385742
2012-08-09,48.91322326660156
2012-08-10,49.35749816894531
2012-08-13,49.47526550292969
2012-08-14,49.855289459228516
2012-08-15,49.76430130004883
2012-08-16,49.935585021972656
2012-08-17,49.9837532043457
2012-08-20,49.87136459350586
2012-08-21,49.08987045288086
2012-08-22,48.640235900878906
2012-08-23,47.473331451416016
2012-08-24,48.04608917236328
2012-08-27,48.22272491455078
2012-08-28,48.64558029174805
2012-08-29,48.592071533203125
2012-08-30,48.468936920166016
2012-08-31,47.79984664916992
2012-09-04,47.97649002075195
2012-09-05,47.68744659423828
2012-09-06,47.89619827270508
2012-09-07,47.548274993896484
2012-09-10,47.43587875366211
2012-09-11,47.307411193847656
2012-09-12,46.3920783996582
2012-09-13,48.25483322143555
2012-09-14,47.89619827270508
2012-09-17,48.543880462646484
2012-09-18,48.98280715942383
2012-09-19,49.052391052246094
2012-09-20,49.3146858215332
2012-09-21,49.320030212402344
2012-09-24,49.3146858215332
2012-09-25,48.66636657714844
2012-09-26,48.84466552734375
2012-09-27,48.97972106933594
2012-09-28,48.590736389160156
2012-10-01,49.00674057006836
2012-10-02,49.62261199951172
2012-10-03,50.119659423828125
2012-10-04,50.41138458251953
2012-10-05,50.643707275390625
2012-10-08,50.43301010131836
2012-10-09,49.433536529541016
2012-10-10,49.0445556640625
2012-10-11,49.076969146728516
2012-10-12,49.54158020019531
2012-10-15,49.73607635498047
2012-10-16,49.98458480834961
2012-10-17,49.62261199951172
2012-10-18,47.542633056640625
2012-10-19,47.60746383666992
2012-10-22,48.190948486328125
2012-10-23,47.4940071105957
2012-10-24,47.39675521850586
2012-10-25,47.39675521850586
2012-10-26,47.69389724731445
2012-10-31,47.845176696777344
2012-11-01,47.32112503051758
2012-11-02,46.964561462402344
2012-11-05,46.88893127441406
2012-11-06,47.21307373046875
2012-11-07,46.65120315551758
2012-11-08,46.218994140625
2012-11-09,46.14878463745117
2012-11-12,45.911067962646484
2012-11-13,45.608524322509766
2012-11-14,44.51179122924805
2012-11-15,45.36539077758789
2012-11-16,45.88404083251953
2012-11-19,46.92675018310547
2012-11-20,47.59666061401367
2012-11-21,47.93162155151367
2012-11-23,48.84466552734375
2012-11-26,48.55292510986328
2012-11-27,48.153133392333984
2012-11-28,48.57451248168945
2012-11-29,48.80142593383789
2012-11-30,48.55831527709961
2012-12-03,48.51509475708008
2012-12-04,48.055877685546875
2012-12-05,47.828983306884766
2012-12-06,47.90461730957031
2012-12-07,48.336814880371094
2012-12-10,48.12070846557617
2012-12-11,47.791160583496094
2012-12-12,47.96403884887695
2012-12-13,47.65068054199219
2012-12-14,47.407588958740234
2012-12-17,47.21307373046875
2012-12-18,46.73765182495117
2012-12-19,45.73278045654297
2012-12-20,46.21327209472656
2012-12-21,45.91600799560547
2012-12-24,45.30733108520508
2012-12-26,44.879886627197266
2012-12-27,45.32355499267578
2012-12-28,44.71759796142578
2012-12-31,45.25323486328125
2013-01-02,46.93046188354492
2013-01-03,46.454345703125
2013-01-04,46.811439514160156
2013-01-07,46.66535568237305
2013-01-08,46.57878494262695
2013-01-09,46.438114166259766
2013-01-10,47.2280387878418
2013-01-11,48.277671813964844
2013-01-14,48.19111633300781
2013-01-15,48.109962463378906
2013-01-16,47.796146392822266
2013-01-17,48.22899627685547
2013-01-18,48.68346405029297
2013-01-22,48.710514068603516
2013-01-23,48.06666946411133
2013-01-24,48.56444549560547
2013-01-25,48.38047790527344
2013-01-28,48.15323257446289
2013-01-29,48.10453796386719
2013-01-30,47.422828674316406
2013-01-31,47.698760986328125
2013-02-01,47.682525634765625
2013-02-04,47.24967956542969
2013-02-05,47.590553283691406
2013-02-06,47.44446563720703
2013-02-07,48.59687042236328
2013-02-08,48.937747955322266
2013-02-11,48.88365173339844
2013-02-12,48.770023345947266
2013-02-13,49.22991943359375
2013-02-14,48.6996955871582
2013-02-15,48.68888473510742
2013-02-19,49.40306091308594
2013-02-20,49.82506561279297
2013-02-21,50.38774871826172
2013-02-22,50.544654846191406
2013-02-25,49.5383415222168
2013-02-26,49.559967041015625
2013-02-27,49.46798324584961
2013-02-28,49.641109466552734
2013-03-01,49.473388671875
2013-03-04,49.97114944458008
2013-03-05,49.92787551879883
2013-03-06,49.559967041015625
2013-03-07,49.67357635498047
2013-03-08,49.294857025146484
2013-03-11,49.34895324707031
2013-03-12,49.175804138183594
2013-03-13,48.99185562133789
2013-03-14,49.40306091308594
2013-03-15,49.4355354309082
2013-03-18,48.88906478881836
2013-03-19,49.13253402709961
2013-03-20,49.46256637573242
2013-03-21,49.262393951416016
2013-03-22,49.5707893371582
2013-03-25,49.770957946777344
2013-03-26,50.109554290771484
2013-03-27,50.24062728881836
2013-03-28,50.628353118896484
2013-04-01,50.66655349731445
2013-04-02,51.55670166015625
2013-04-03,51.52939987182617
2013-04-04,51.622222900390625
2013-04-05,50.63379669189453
2013-04-08,51.57309341430664
2013-04-09,51.627685546875
2013-04-10,52.02088165283203
2013-04-11,52.206546783447266
2013-04-12,52.66525650024414
2013-04-15,51.39286804199219
2013-04-16,51.862510681152344
2013-04-17,51.35464096069336
2013-04-18,50.071319580078125
2013-04-19,50.21331024169922
2013-04-22,50.688419342041016
2013-04-23,51.114356994628906
2013-04-24,51.36009216308594
2013-04-25,51.682281494140625
2013-04-26,52.04819107055664
2013-04-29,52.40314483642578
2013-04-30,52.20107650756836
2013-05-01,52.24478530883789
2013-05-02,51.88435363769531
2013-05-03,51.47477722167969
2013-05-06,50.84678268432617
2013-05-07,51.11982345581055
2013-05-08,51.61130142211914
2013-05-09,51.1744384765625
2013-05-10,50.96144104003906
2013-05-13,51.35464096069336
2013-05-14,51.8570442199707
2013-05-15,52.588829040527344
2013-05-16,52.119171142578125
2013-05-17,52.250244140625
2013-05-20,51.87890625
2013-05-21,51.55122375488281
2013-05-22,51.316410064697266
2013-05-23,51.5020866394043
2013-05-24,51.398319244384766
2013-05-28,50.98330307006836
2013-05-29,50.37712097167969
2013-05-30,50.469966888427734
2013-05-31,49.64537048339844
2013-06-03,50.448123931884766
2013-06-04,50.18056106567383
2013-06-05,49.405086517333984
2013-06-06,50.24062728881836
2013-06-07,50.28976058959961
2013-06-10,50.03855514526367
2013-06-11,49.82012176513672
2013-06-12,50.049468994140625
2013-06-13,50.557350158691406
2013-06-14,50.30614471435547
2013-06-17,50.497276306152344
2013-06-18,50.59558868408203
2013-06-19,49.29042053222656
2013-06-20,47.30807876586914
2013-06-21,47.76132583618164
2013-06-24,47.4282341003418
2013-06-25,47.70397186279297
2013-06-26,48.27752685546875
2013-06-27,48.409881591796875
2013-06-28,47.7701530456543
2013-07-01,48.272003173828125
2013-07-02,48.28853988647461
2013-07-03,48.39333724975586
2013-07-05,48.260982513427734
2013-07-08,48.84556579589844
2013-07-09,49.181976318359375
2013-07-10,48.76833724975586
2013-07-11,49.82170867919922
2013-07-12,49.4687385559082
2013-07-15,49.41910934448242
2013-07-16,49.60660934448242
2013-07-17,49.4742546081543
2013-07-18,49.22058868408203
2013-07-19,48.86761474609375
2013-07-22,49.20954513549805
2013-07-23,48.96137619018555
2013-07-24,48.82901382446289
2013-07-25,49.204036712646484
2013-07-26,49.016510009765625
2013-07-29,48.90070724487305
2013-07-30,49.176448822021484
2013-07-31,49.181976318359375
2013-08-01,49.4742546081543
2013-08-02,49.4080924987793
2013-08-05,49.204036712646484
2013-08-06,48.955848693847656
2013-08-07,48.64702224731445
2013-08-08,49.28122329711914
2013-08-09,48.91725158691406
2013-08-12,48.696651458740234
2013-08-13,48.71321487426758
2013-08-14,48.630489349365234
2013-08-15,48.05692672729492
2013-08-16,47.29036331176758
2013-08-19,46.964969635009766
2013-08-20,46.44106674194336
2013-08-21,46.19841384887695
2013-08-22,46.419002532958984
2013-08-23,47.080772399902344
2013-08-26,46.551361083984375
2013-08-27,46.38590621948242
2013-08-28,45.74616622924805
2013-08-29,46.25906753540039
2013-08-30,46.016395568847656
2013-09-03,45.99435043334961
2013-09-04,46.242530822753906
2013-09-05,46.38039016723633
2013-09-06,46.43003463745117
2013-09-09,46.60651779174805
2013-09-10,46.45209884643555
2013-09-11,47.737064361572266
2013-09-12,47.5826416015625
2013-09-13,48.409881591796875
2013-09-16,48.4484977722168
2013-09-17,48.65254592895508
