Date,SO
2010-11-04,20.41750717163086
2010-11-05,20.428123474121094
2010-11-08,20.348468780517578
2010-11-09,20.31130027770996
2010-11-10,20.16261100769043
2010-11-11,20.316608428955078
2010-11-12,20.226335525512695
2010-11-15,20.35378646850586
2010-11-16,20.247573852539062
2010-11-17,20.130756378173828
2010-11-18,20.19447135925293
2010-11-19,20.215715408325195
2010-11-22,20.300682067871094
2010-11-23,20.157304763793945
2010-11-24,20.18384552001953
2010-11-26,20.08827018737793
2010-11-29,19.939590454101562
2010-11-30,20.029869079589844
2010-12-01,20.300682067871094
2010-12-02,20.221033096313477
2010-12-03,20.242265701293945
2010-12-06,20.221033096313477
2010-12-07,20.120132446289062
2010-12-08,19.955522537231445
2010-12-09,20.14137077331543
2010-12-10,20.08296775817871
2010-12-13,20.125444412231445
2010-12-14,20.10420036315918
2010-12-15,20.019245147705078
2010-12-16,20.067033767700195
2010-12-17,20.125444412231445
2010-12-20,20.32723617553711
2010-12-21,20.359092712402344
2010-12-22,20.30599021911621
2010-12-23,20.316608428955078
2010-12-27,20.32723617553711
2010-12-28,20.40157127380371
2010-12-29,20.40157127380371
2010-12-30,20.337846755981445
2010-12-31,20.300682067871094
2011-01-03,20.40157127380371
2011-01-04,20.444053649902344
2011-01-05,20.231645584106445
2011-01-06,20.120132446289062
2011-01-07,20.221033096313477
2011-01-10,20.051101684570312
2011-01-11,20.093578338623047
2011-01-12,20.221033096313477
2011-01-13,20.32723617553711
2011-01-14,20.444053649902344
2011-01-18,20.390949249267578
2011-01-19,20.41750717163086
2011-01-20,20.390949249267578
2011-01-21,20.31130027770996
2011-01-24,20.390949249267578
2011-01-25,20.422813415527344
2011-01-26,20.26350212097168
2011-01-27,20.26350212097168
2011-01-28,20.056419372558594
2011-01-31,19.976757049560547
2011-02-01,20.146684646606445
2011-02-02,19.976757049560547
2011-02-03,20.205204010009766
2011-02-04,20.070825576782227
2011-02-07,20.140697479248047
2011-02-08,20.081575393676758
2011-02-09,20.205204010009766
2011-02-10,20.086946487426758
2011-02-11,20.441709518432617
2011-02-14,20.409454345703125
2011-02-15,20.50083351135254
2011-02-16,20.361080169677734
2011-02-17,20.328826904296875
2011-02-18,20.3557071685791
2011-02-22,20.3664608001709
2011-02-23,20.318082809448242
2011-02-24,20.291210174560547
2011-02-25,20.45783805847168
2011-02-28,20.484712600708008
2011-03-01,20.269704818725586
2011-03-02,20.334205627441406
2011-03-03,20.538463592529297
2011-03-04,20.409454345703125
2011-03-07,20.463211059570312
2011-03-08,20.63521385192871
2011-03-09,20.6997127532959
2011-03-10,20.645971298217773
2011-03-11,20.576099395751953
2011-03-14,20.23746109008789
2011-03-15,19.893444061279297
2011-03-16,19.78056526184082
2011-03-17,19.818195343017578
2011-03-18,19.888076782226562
2011-03-21,20.113832473754883
2011-03-22,20.097702026367188
2011-03-23,20.151451110839844
2011-03-24,20.178333282470703
2011-03-25,20.1998291015625
2011-03-28,20.18370246887207
2011-03-29,20.26432991027832
2011-03-30,20.490079879760742
2011-03-31,20.484712600708008
2011-04-01,20.59221839904785
2011-04-04,20.59221839904785
2011-04-05,20.565338134765625
2011-04-06,20.785720825195312
2011-04-07,20.807214736938477
2011-04-08,20.640588760375977
2011-04-11,20.307327270507812
2011-04-12,20.14607810974121
2011-04-13,20.1998291015625
2011-04-14,20.33957862854004
2011-04-15,20.602970123291016
2011-04-18,20.576099395751953
2011-04-19,20.5277042388916
2011-04-20,20.688966751098633
2011-04-21,20.726591110229492
2011-04-25,20.710466384887695
2011-04-26,20.75885009765625
2011-04-27,20.91472816467285
2011-04-28,21.139448165893555
2011-04-29,21.24283218383789
2011-05-02,21.248271942138672
2011-05-03,21.378864288330078
2011-05-04,21.50401496887207
2011-05-05,21.378864288330078
2011-05-06,21.493139266967773
2011-05-09,21.612838745117188
2011-05-10,21.716232299804688
2011-05-11,21.759765625
2011-05-12,21.993738174438477
2011-05-13,22.03182029724121
2011-05-16,21.906665802001953
2011-05-17,22.091676712036133
2011-05-18,22.03182029724121
2011-05-19,22.211387634277344
2011-05-20,22.020944595336914
2011-05-23,21.830488204956055
2011-05-24,21.825057983398438
2011-05-25,21.7325496673584
2011-05-26,21.705350875854492
2011-05-27,21.656368255615234
2011-05-31,21.8087215423584
2011-06-01,21.591089248657227
2011-06-02,21.58563804626465
2011-06-03,21.42238998413086
2011-06-06,21.406076431274414
2011-06-07,21.406076431274414
2011-06-08,21.536653518676758
2011-06-09,21.509458541870117
2011-06-10,21.400636672973633
2011-06-13,21.574750900268555
2011-06-14,21.58019256591797
2011-06-15,21.400636672973633
2011-06-16,21.58019256591797
2011-06-17,21.66181755065918
2011-06-20,21.765193939208984
2011-06-21,21.689022064208984
2011-06-22,21.525789260864258
2011-06-23,21.406076431274414
2011-06-24,21.455047607421875
2011-06-27,21.650928497314453
2011-06-28,21.87946891784668
2011-06-29,21.895788192749023
2011-06-30,21.971965789794922
2011-07-01,22.15697479248047
2011-07-05,22.08623504638672
2011-07-06,22.113441467285156
2011-07-07,22.026384353637695
2011-07-08,21.933874130249023
2011-07-11,21.84137725830078
2011-07-12,21.939321517944336
2011-07-13,21.939321517944336
2011-07-14,21.819608688354492
2011-07-15,21.884916305541992
2011-07-18,21.759765625
2011-07-19,21.906665802001953
2011-07-20,21.939321517944336
2011-07-21,22.20050811767578
2011-07-22,22.080791473388672
2011-07-25,21.933874130249023
2011-07-26,21.906665802001953
2011-07-27,21.874025344848633
2011-07-28,21.89219856262207
2011-07-29,21.77106285095215
2011-08-01,21.837135314941406
2011-08-02,21.732513427734375
2011-08-03,21.78757095336914
2011-08-04,21.62790870666504
2011-08-05,21.952756881713867
2011-08-08,21.104827880859375
2011-08-09,21.09381866455078
2011-08-10,20.93964958190918
2011-08-11,21.699481964111328
2011-08-12,21.589365005493164
2011-08-15,22.250097274780273
2011-08-16,22.161996841430664
2011-08-17,22.360212326049805
2011-08-18,22.13997459411621
2011-08-19,22.007823944091797
2011-08-22,22.035354614257812
2011-08-23,22.365718841552734
2011-08-24,22.70158576965332
2011-08-25,22.514387130737305
2011-08-26,22.481351852416992
2011-08-29,22.630014419555664
2011-08-30,22.67406463623047
2011-08-31,22.77316665649414
2011-09-01,22.641016006469727
2011-09-02,22.663042068481445
2011-09-06,22.707111358642578
2011-09-07,22.751142501831055
2011-09-08,22.77316665649414
2011-09-09,22.43178939819336
2011-09-12,22.778667449951172
2011-09-13,22.877788543701172
2011-09-14,22.982404708862305
2011-09-15,23.16410255432129
2011-09-16,23.45041275024414
2011-09-19,23.32377815246582
2011-09-20,23.571550369262695
2011-09-21,23.411863327026367
2011-09-22,23.186124801635742
2011-09-23,23.356809616088867
2011-09-26,23.356809616088867
2011-09-27,23.290754318237305
2011-09-28,23.274219512939453
2011-09-29,23.604583740234375
2011-09-30,23.329280853271484
2011-10-03,23.131065368652344
2011-10-04,23.02094268798828
2011-10-05,22.756643295288086
2011-10-06,23.15309715270996
2011-10-07,23.329280853271484
2011-10-10,23.648639678955078
2011-10-11,23.499971389770508
2011-10-12,23.516489028930664
2011-10-13,23.39535903930664
2011-10-14,23.49446678161621
2011-10-17,23.626615524291992
2011-10-18,23.615596771240234
2011-10-19,23.66515350341797
2011-10-20,23.824827194213867
2011-10-21,24.193744659423828
2011-10-24,23.885408401489258
2011-10-25,23.742238998413086
2011-10-26,23.742238998413086
2011-10-27,24.02855682373047
2011-10-28,23.846851348876953
2011-10-31,23.78628921508789
2011-11-01,23.49446678161621
2011-11-02,23.802810668945312
2011-11-03,24.116239547729492
2011-11-04,24.049423217773438
2011-11-07,24.29994773864746
2011-11-08,24.47252082824707
2011-11-09,24.043867111206055
2011-11-10,24.272106170654297
2011-11-11,24.461387634277344
2011-11-14,24.24427032470703
2011-11-15,24.1885986328125
2011-11-16,24.010456085205078
2011-11-17,23.960350036621094
2011-11-18,24.049423217773438
2011-11-21,23.94365692138672
2011-11-22,23.726531982421875
2011-11-23,23.49273109436035
2011-11-25,23.643033981323242
2011-11-28,23.782203674316406
2011-11-29,24.082826614379883
2011-11-30,24.44468879699707
2011-12-01,24.528186798095703
2011-12-02,24.361177444458008
2011-12-05,24.650665283203125
2011-12-06,24.895610809326172
2011-12-07,24.706329345703125
2011-12-08,24.494781494140625
2011-12-09,24.80653953552246
2011-12-12,24.6116886138916
2011-12-13,24.672937393188477
2011-12-14,24.572721481323242
2011-12-15,24.895610809326172
2011-12-16,24.80097770690918
2011-12-19,24.80653953552246
2011-12-20,25.285301208496094
2011-12-21,25.530244827270508
2011-12-22,25.469011306762695
2011-12-23,25.552513122558594
2011-12-27,25.90880584716797
2011-12-28,25.803028106689453
2011-12-29,25.93663787841797
2011-12-30,25.769622802734375
2012-01-03,25.068195343017578
2012-01-04,25.051483154296875
2012-01-05,25.01807403564453
2012-01-06,24.762001037597656
2012-01-09,25.02365493774414
2012-01-10,24.9345760345459
2012-01-11,25.08489418029785
2012-01-12,25.112712860107422
2012-01-13,25.201791763305664
2012-01-17,25.157262802124023
2012-01-18,25.30199432373047
2012-01-19,25.04034423828125
2012-01-20,25.21849250793457
2012-01-23,25.257461547851562
2012-01-24,24.995811462402344
2012-01-25,25.1182861328125
2012-01-26,25.22962188720703
2012-01-27,25.062618255615234
2012-01-30,25.073753356933594
2012-01-31,25.36323356628418
2012-02-01,25.263038635253906
2012-02-02,24.910303115844727
2012-02-03,24.92155647277832
2012-02-06,24.865299224853516
2012-02-07,25.028444290161133
2012-02-08,25.095945358276367
2012-02-09,25.135326385498047
2012-02-10,25.095945358276367
2012-02-13,24.98906135559082
2012-02-14,25.056581497192383
2012-02-15,24.865299224853516
2012-02-16,24.98906135559082
2012-02-17,24.9665584564209
2012-02-21,24.78653907775879
2012-02-22,24.854042053222656
2012-02-23,24.887800216674805
2012-02-24,25.056581497192383
2012-02-27,24.994693756103516
2012-02-28,24.944061279296875
2012-02-29,24.859670639038086
2012-03-01,24.960933685302734
2012-03-02,24.904680252075195
2012-03-05,24.865299224853516
2012-03-06,25.118450164794922
2012-03-07,25.107200622558594
2012-03-08,25.18596839904785
2012-03-09,25.37722396850586
2012-03-12,25.534746170043945
2012-03-13,25.54599952697754
2012-03-14,25.230966567993164
2012-03-15,25.242216110229492
2012-03-16,24.944061279296875
2012-03-19,24.769672393798828
2012-03-20,24.764036178588867
2012-03-21,24.730283737182617
2012-03-22,24.79216194152832
2012-03-23,24.820283889770508
2012-03-26,25.03969383239746
2012-03-27,25.180330276489258
2012-03-28,25.107200622558594
2012-03-29,25.225345611572266
2012-03-30,25.275968551635742
2012-04-02,25.349109649658203
2012-04-03,25.450361251831055
2012-04-04,25.40536117553711
2012-04-05,25.29846954345703
2012-04-09,25.15782928466797
2012-04-10,24.955310821533203
2012-04-11,25.034069061279297
2012-04-12,25.180330276489258
2012-04-13,25.16908073425293
2012-04-16,25.41659927368164
2012-04-17,25.534746170043945
2012-04-18,25.624757766723633
2012-04-19,25.596628189086914
2012-04-20,25.78227996826172
2012-04-23,25.641639709472656
2012-04-24,25.804779052734375
2012-04-25,25.585391998291016
2012-04-26,25.81602668762207
2012-04-27,25.872289657592773
2012-04-30,25.844160079956055
2012-05-01,25.956663131713867
2012-05-02,25.821653366088867
2012-05-03,25.69655990600586
2012-05-04,25.793224334716797
2012-05-07,25.83871078491211
2012-05-08,25.986555099487305
2012-05-09,25.798904418945312
2012-05-10,25.958131790161133
2012-05-11,25.895586013793945
2012-05-14,25.84439468383789
2012-05-15,25.81597328186035
2012-05-16,25.80460548400879
2012-05-17,25.70224380493164
2012-05-18,25.86147117614746
2012-05-21,25.878528594970703
2012-05-22,25.901262283325195
2012-05-23,25.798904418945312
2012-05-24,25.929698944091797
2012-05-25,25.980871200561523
2012-05-29,26.08323097229004
2012-05-30,26.071863174438477
2012-05-31,26.1059627532959
2012-06-01,26.128726959228516
2012-06-04,26.191265106201172
2012-06-05,26.22538948059082
2012-06-06,26.742841720581055
2012-06-07,26.896379470825195
2012-06-08,26.94186019897461
2012-06-11,26.913429260253906
2012-06-12,26.902067184448242
2012-06-13,26.981670379638672
2012-06-14,27.078332901000977
2012-06-15,27.294410705566406
2012-06-18,27.45932388305664
2012-06-19,27.12382698059082
2012-06-20,26.589313507080078
2012-06-21,26.418712615966797
2012-06-22,26.469894409179688
2012-06-25,26.29930877685547
2012-06-26,26.350481033325195
2012-06-27,26.498332977294922
2012-06-28,26.532453536987305
2012-06-29,26.32773780822754
2012-07-02,26.56088638305664
2012-07-03,26.435791015625
2012-07-05,26.413036346435547
2012-07-06,26.464210510253906
2012-07-09,26.629119873046875
2012-07-10,26.691667556762695
2012-07-11,26.83382797241211
2012-07-12,26.839506149291992
2012-07-13,27.072649002075195
2012-07-16,27.055591583251953
2012-07-17,27.12382698059082
2012-07-18,27.186376571655273
2012-07-19,27.12382698059082
2012-07-20,27.163619995117188
2012-07-23,27.084016799926758
2012-07-24,26.78833770751953
2012-07-25,26.953237533569336
2012-07-26,27.339908599853516
2012-07-27,27.53324317932129
2012-07-30,27.4820613861084
2012-07-31,27.379711151123047
2012-08-01,27.23186683654785
2012-08-02,27.053768157958984
2012-08-03,27.203140258789062
2012-08-06,27.226119995117188
2012-08-07,27.082490921020508
2012-08-08,26.961841583251953
2012-08-09,26.892913818359375
2012-08-10,26.956096649169922
2012-08-13,26.875669479370117
2012-08-14,26.772258758544922
2012-08-15,26.65160369873047
2012-08-16,26.467769622802734
2012-08-17,26.4735164642334
2012-08-20,26.410308837890625
2012-08-21,26.324132919311523
2012-08-22,26.479257583618164
2012-08-23,26.18625831604004
2012-08-24,26.358612060546875
2012-08-27,26.444793701171875
2012-08-28,26.29541015625
2012-08-29,26.151775360107422
2012-08-30,26.07135772705078
2012-08-31,26.042638778686523
2012-09-04,26.12305450439453
2012-09-05,26.065603256225586
2012-09-06,26.467769622802734
2012-09-07,26.375839233398438
2012-09-10,26.249452590942383
2012-09-11,26.094335556030273
2012-09-12,26.03687286376953
2012-09-13,26.3815975189209
2012-09-14,25.881765365600586
2012-09-17,25.81282615661621
2012-09-18,25.830047607421875
2012-09-19,25.950706481933594
2012-09-20,25.990915298461914
2012-09-21,26.002412796020508
2012-09-24,26.324132919311523
2012-09-25,26.278186798095703
2012-09-26,26.49074935913086
2012-09-27,26.3815975189209
2012-09-28,26.479257583618164
2012-10-01,26.237966537475586
2012-10-02,26.180511474609375
2012-10-03,26.34138298034668
2012-10-04,26.410308837890625
2012-10-05,26.410308837890625
2012-10-08,26.467769622802734
2012-10-09,26.39883041381836
2012-10-10,26.404565811157227
2012-10-11,26.266685485839844
2012-10-12,26.203495025634766
2012-10-15,26.226472854614258
2012-10-16,26.364347457885742
2012-10-17,26.7377872467041
2012-10-18,26.88715171813965
2012-10-19,26.795230865478516
2012-10-22,26.743526458740234
2012-10-23,26.54244613647461
2012-10-24,26.45052719116211
2012-10-25,26.559682846069336
2012-10-26,26.617141723632812
2012-10-31,26.91014862060547
2012-11-01,26.718547821044922
2012-11-02,26.573400497436523
2012-11-05,25.905725479125977
2012-11-06,25.627042770385742
2012-11-07,24.849061965942383
2012-11-08,25.116134643554688
2012-11-09,24.98259735107422
2012-11-12,24.721336364746094
2012-11-13,24.9361515045166
2012-11-14,24.895509719848633
2012-11-15,24.69810676574707
2012-11-16,24.78519630432129
2012-11-19,24.831647872924805
2012-11-20,24.63425064086914
2012-11-21,24.547163009643555
2012-11-23,24.40201187133789
2012-11-26,24.750370025634766
2012-11-27,24.84325408935547
2012-11-28,24.825834274291992
2012-11-29,25.133554458618164
2012-11-30,25.284502029418945
2012-12-03,25.063886642456055
2012-12-04,24.907114028930664
2012-12-05,25.232254028320312
2012-12-06,25.389005661010742
2012-12-07,25.389005661010742
2012-12-10,25.3599853515625
2012-12-11,25.313533782958984
2012-12-12,25.185806274414062
2012-12-13,25.052268981933594
2012-12-14,24.9361515045166
2012-12-17,25.394813537597656
2012-12-18,25.476097106933594
2012-12-19,25.150968551635742
2012-12-20,25.261280059814453
2012-12-21,25.150968551635742
2012-12-24,25.029041290283203
2012-12-26,24.86067008972168
2012-12-27,24.779386520385742
2012-12-28,24.576194763183594
2012-12-31,24.8548641204834
2013-01-02,25.418031692504883
2013-01-03,25.412242889404297
2013-01-04,25.638656616210938
2013-01-07,25.19161033630371
2013-01-08,25.12193489074707
2013-01-09,25.000009536743164
2013-01-10,25.092912673950195
2013-01-11,25.05807113647461
2013-01-14,24.994205474853516
2013-01-15,24.959373474121094
2013-01-16,24.91292953491211
2013-01-17,24.965167999267578
2013-01-18,25.249671936035156
2013-01-22,25.458677291870117
2013-01-23,25.47028923034668
2013-01-24,25.667682647705078
2013-01-25,25.80702018737793
2013-01-28,25.748966217041016
2013-01-29,25.905725479125977
2013-01-30,25.85347557067871
2013-01-31,25.965009689331055
2013-02-01,25.835866928100586
2013-02-04,25.718456268310547
2013-02-05,25.612783432006836
2013-02-06,25.73019790649414
2013-02-07,25.73019790649414
2013-02-08,25.74193572998047
2013-02-11,25.865215301513672
2013-02-12,25.923917770385742
2013-02-13,25.929784774780273
2013-02-14,25.777156829833984
2013-02-15,25.894563674926758
2013-02-19,26.111772537231445
2013-02-20,26.152873992919922
2013-02-21,26.082422256469727
2013-02-22,26.264404296875
2013-02-25,26.147010803222656
2013-02-26,26.24679183959961
2013-02-27,26.458131790161133
2013-02-28,26.422903060913086
2013-03-01,26.317241668701172
2013-03-04,26.434656143188477
2013-03-05,26.62837791442871
2013-03-06,26.698829650878906
2013-03-07,26.645980834960938
2013-03-08,26.604888916015625
2013-03-11,26.599023818969727
2013-03-12,26.53445053100586
2013-03-13,26.587284088134766
2013-03-14,26.634235382080078
2013-03-15,26.7222900390625
2013-03-18,26.599023818969727
2013-03-19,26.692943572998047
2013-03-20,26.880809783935547
2013-03-21,26.66947364807129
2013-03-22,26.804479598999023
2013-03-25,26.786874771118164
2013-03-26,27.08626365661621
2013-03-27,27.21541404724121
2013-03-28,27.54416847229004
2013-04-01,27.43850326538086
2013-04-02,27.485464096069336
2013-04-03,27.409147262573242
2013-04-04,27.72614860534668
2013-04-05,27.702661514282227
2013-04-08,27.87877655029297
2013-04-09,27.773115158081055
2013-04-10,27.855300903320312
2013-04-11,27.955095291137695
2013-04-12,28.10773468017578
2013-04-15,27.802461624145508
2013-04-16,28.254486083984375
2013-04-17,28.15469741821289
2013-04-18,28.101858139038086
2013-04-19,28.477567672729492
2013-04-22,28.454082489013672
2013-04-23,28.55976104736328
2013-04-24,28.19578742980957
2013-04-25,28.231014251708984
2013-04-26,28.148822784423828
2013-04-29,28.260358810424805
2013-04-30,28.313194274902344
2013-05-01,28.084247589111328
2013-05-02,28.023130416870117
2013-05-03,28.040939331054688
2013-05-06,27.744274139404297
2013-05-07,28.046873092651367
2013-05-08,27.845134735107422
2013-05-09,27.423877716064453
2013-05-10,27.352672576904297
2013-05-13,27.19839859008789
2013-05-14,27.44759750366211
2013-05-15,27.6849365234375
2013-05-16,27.471330642700195
2013-05-17,27.649337768554688
2013-05-20,27.530677795410156
2013-05-21,27.554407119750977
2013-05-22,27.150928497314453
2013-05-23,27.00853157043457
2013-05-24,26.81867218017578
2013-05-28,26.63474464416504
2013-05-29,26.260934829711914
2013-05-30,26.183805465698242
2013-05-31,26.047334671020508
2013-06-03,26.160070419311523
2013-06-04,26.076997756958008
2013-06-05,25.922739028930664
2013-06-06,26.361801147460938
2013-06-07,26.367733001708984
2013-06-10,26.344011306762695
2013-06-11,26.260934829711914
2013-06-12,26.059194564819336
2013-06-13,26.49233627319336
2013-06-14,26.397411346435547
2013-06-17,26.415205001831055
2013-06-18,26.551666259765625
2013-06-19,25.851531982421875
2013-06-20,25.204803466796875
2013-06-21,25.572650909423828
2013-06-24,25.477731704711914
2013-06-25,25.845600128173828
2013-06-26,26.124465942382812
2013-06-27,26.10666847229004
2013-06-28,26.183805465698242
2013-07-01,25.993927001953125
2013-07-02,25.875268936157227
2013-07-03,25.750669479370117
2013-07-05,25.59639549255371
2013-07-08,26.017663955688477
2013-07-09,26.17786407470703
2013-07-10,26.243131637573242
2013-07-11,26.676258087158203
2013-07-12,26.694074630737305
2013-07-15,27.026330947875977
2013-07-16,26.84833335876465
2013-07-17,26.85426902770996
2013-07-18,27.067869186401367
2013-07-19,27.032270431518555
2013-07-22,27.002599716186523
2013-07-23,27.067869186401367
2013-07-24,26.723739624023438
2013-07-25,26.783061981201172
2013-07-26,26.90174102783203
2013-07-29,26.937335968017578
2013-07-30,26.949203491210938
2013-07-31,26.60506820678711
2013-08-01,26.615264892578125
2013-08-02,26.609272003173828
2013-08-05,26.447235107421875
2013-08-06,26.267202377319336
2013-08-07,26.489246368408203
2013-08-08,26.429231643676758
2013-08-09,26.327205657958984
2013-08-12,26.14117431640625
2013-08-13,26.273191452026367
2013-08-14,26.17117691040039
2013-08-15,25.745092391967773
2013-08-16,25.439029693603516
2013-08-19,25.23499298095703
2013-08-20,25.355018615722656
2013-08-21,25.00695037841797
2013-08-22,25.162986755371094
2013-08-23,25.343017578125
2013-08-26,25.144983291625977
2013-08-27,25.012954711914062
2013-08-28,24.98894691467285
2013-08-29,24.86892318725586
2013-08-30,24.976940155029297
2013-09-03,24.658884048461914
2013-09-04,24.538854598999023
2013-09-05,24.454849243164062
2013-09-06,24.676877975463867
2013-09-09,24.742891311645508
2013-09-10,24.850921630859375
2013-09-11,24.616865158081055
2013-09-12,24.460847854614258
2013-09-13,24.58085823059082
2013-09-16,24.568859100341797
