Date,HD
2010-11-04,22.58023452758789
2010-11-05,22.566097259521484
2010-11-08,22.262104034423828
2010-11-09,22.247957229614258
2010-11-10,22.396427154541016
2010-11-11,22.410551071166992
2010-11-12,22.226755142211914
2010-11-15,22.191408157348633
2010-11-16,22.417631149291992
2010-11-17,21.795509338378906
2010-11-18,21.823793411254883
2010-11-19,22.071212768554688
2010-11-22,21.97930908203125
2010-11-23,21.852062225341797
2010-11-24,22.028799057006836
2010-11-26,21.915691375732422
2010-11-29,21.696531295776367
2010-11-30,21.52269744873047
2010-12-01,22.52010726928711
2010-12-02,23.766874313354492
2010-12-03,23.85236930847168
2010-12-06,23.75262451171875
2010-12-07,23.902236938476562
2010-12-08,24.24420166015625
2010-12-09,24.4508113861084
2010-12-10,24.5078125
2010-12-13,24.621801376342773
2010-12-14,24.735788345336914
2010-12-15,24.785655975341797
2010-12-16,25.020763397216797
2010-12-17,25.006515502929688
2010-12-20,25.077762603759766
2010-12-21,24.992263793945312
2010-12-22,25.06349754333496
2010-12-23,24.9993839263916
2010-12-27,25.10624885559082
2010-12-28,24.9993839263916
2010-12-29,24.85689353942871
2010-12-30,24.83552360534668
2010-12-31,24.978015899658203
2011-01-03,25.1561279296875
2011-01-04,24.70016098022461
2011-01-05,24.621801376342773
2011-01-06,24.522058486938477
2011-01-07,24.493560791015625
2011-01-10,24.50068473815918
2011-01-11,24.83552360534668
2011-01-12,24.814157485961914
2011-01-13,25.127634048461914
2011-01-14,25.56932830810547
2011-01-18,25.661958694458008
2011-01-19,25.38410186767578
2011-01-20,25.996807098388672
2011-01-21,26.011045455932617
2011-01-24,26.110782623291016
2011-01-25,26.47412872314453
2011-01-26,26.659372329711914
2011-01-27,27.05833625793457
2011-01-28,26.146408081054688
2011-01-31,26.196279525756836
2011-02-01,26.353015899658203
2011-02-02,26.04666519165039
2011-02-03,26.146408081054688
2011-02-04,26.217649459838867
2011-02-07,26.075164794921875
2011-02-08,26.47412872314453
2011-02-09,26.481245040893555
2011-02-10,26.580997467041016
2011-02-11,26.70211410522461
2011-02-14,26.773353576660156
2011-02-15,26.851722717285156
2011-02-16,26.97283935546875
2011-02-17,27.200807571411133
2011-02-18,27.414546966552734
2011-02-22,27.136693954467773
2011-02-23,26.57387351989746
2011-02-24,26.459880828857422
2011-02-25,26.417137145996094
2011-02-28,26.694990158081055
2011-03-01,26.18915367126465
2011-03-02,26.117908477783203
2011-03-03,26.751977920532227
2011-03-04,26.516881942749023
2011-03-07,26.26752471923828
2011-03-08,26.568790435791016
2011-03-09,27.02069091796875
2011-03-10,26.590301513671875
2011-03-11,26.640518188476562
2011-03-14,26.310558319091797
2011-03-15,26.03080940246582
2011-03-16,25.5932674407959
2011-03-17,25.650646209716797
2011-03-18,25.822805404663086
2011-03-21,26.13124656677246
2011-03-22,26.03080940246582
2011-03-23,26.26752471923828
2011-03-24,26.798330307006836
2011-03-25,26.841379165649414
2011-03-28,26.28904914855957
2011-03-29,27.042205810546875
2011-03-30,26.948951721191406
2011-03-31,26.583127975463867
2011-04-01,26.94178581237793
2011-04-04,26.877239227294922
2011-04-05,26.970478057861328
2011-04-06,26.89875030517578
2011-04-07,27.135454177856445
2011-04-08,26.870058059692383
2011-04-11,26.970478057861328
2011-04-12,27.085241317749023
2011-04-13,27.02069091796875
2011-04-14,27.142629623413086
2011-04-15,27.379337310791016
2011-04-18,27.085241317749023
2011-04-19,27.092418670654297
2011-04-20,27.214366912841797
2011-04-21,27.113941192626953
2011-04-25,26.94178581237793
2011-04-26,26.690731048583984
2011-04-27,26.76963233947754
2011-04-28,26.877239227294922
2011-04-29,26.647693634033203
2011-05-02,26.791147232055664
2011-05-03,26.791147232055664
2011-05-04,26.67638397216797
2011-05-05,26.547264099121094
2011-05-06,26.532926559448242
2011-05-09,26.511398315429688
2011-05-10,26.733768463134766
2011-05-11,26.705076217651367
2011-05-12,26.748106002807617
2011-05-13,26.547264099121094
2011-05-16,26.525754928588867
2011-05-17,26.827014923095703
2011-05-18,26.870058059692383
2011-05-19,26.819835662841797
2011-05-20,26.57596778869629
2011-05-23,26.410980224609375
2011-05-24,26.217315673828125
2011-05-25,26.274696350097656
2011-05-26,25.959083557128906
2011-05-27,25.822805404663086
2011-05-31,26.02364730834961
2011-06-01,25.392419815063477
2011-06-02,25.170053482055664
2011-06-03,24.840089797973633
2011-06-06,24.59621238708496
2011-06-07,24.62491798400879
2011-06-08,24.459932327270508
2011-06-09,24.62491798400879
2011-06-10,24.008033752441406
2011-06-13,24.036718368530273
2011-06-14,25.113525390625
2011-06-15,24.484790802001953
2011-06-16,24.93286895751953
2011-06-17,24.954530715942383
2011-06-20,25.12798500061035
2011-06-21,25.604970932006836
2011-06-22,25.24361228942871
2011-06-23,25.763957977294922
2011-06-24,25.352012634277344
2011-06-27,25.438743591308594
2011-06-28,26.060253143310547
2011-06-29,26.002443313598633
2011-06-30,26.17588996887207
2011-07-01,26.54446029663086
2011-07-05,26.443286895751953
2011-07-06,26.428836822509766
2011-07-07,26.77572250366211
2011-07-08,26.4649600982666
2011-07-11,26.27705955505371
2011-07-12,26.096391677856445
2011-07-13,26.11084747314453
2011-07-14,25.987987518310547
2011-07-15,25.951858520507812
2011-07-18,25.792863845825195
2011-07-19,26.096391677856445
2011-07-20,26.313188552856445
2011-07-21,26.537227630615234
2011-07-22,26.3926944732666
2011-07-25,26.486642837524414
2011-07-26,26.298748016357422
2011-07-27,25.74949836730957
2011-07-28,25.402610778808594
2011-07-29,25.24361228942871
2011-08-01,24.7521915435791
2011-08-02,23.71873664855957
2011-08-03,23.81269073486328
2011-08-04,22.90932273864746
2011-08-05,22.215538024902344
2011-08-08,20.907466888427734
2011-08-09,21.78915023803711
2011-08-10,20.603939056396484
2011-08-11,21.716876983642578
2011-08-12,22.09990119934082
2011-08-15,22.73587989807129
2011-08-16,23.9355411529541
2011-08-17,24.145122528076172
2011-08-18,23.24176025390625
2011-08-19,23.039405822753906
2011-08-22,23.328487396240234
2011-08-23,23.92832374572754
2011-08-24,24.838905334472656
2011-08-25,24.455888748168945
2011-08-26,24.571516036987305
2011-08-29,24.564285278320312
2011-08-30,24.440519332885742
2011-08-31,24.302196502685547
2011-09-01,23.974573135375977
2011-09-02,23.42852783203125
2011-09-06,23.333890914916992
2011-09-07,23.93088150024414
2011-09-08,23.63238525390625
2011-09-09,23.202842712402344
2011-09-12,23.55230140686035
2011-09-13,23.77799415588379
2011-09-14,24.418678283691406
2011-09-15,24.957429885864258
2011-09-16,25.197683334350586
2011-09-19,25.00839614868164
2011-09-20,25.343294143676758
2011-09-21,24.63709831237793
2011-09-22,24.061933517456055
2011-09-23,24.549732208251953
2011-09-26,24.753576278686523
2011-09-27,24.666208267211914
2011-09-28,24.462358474731445
2011-09-29,24.60068702697754
2011-09-30,23.93088150024414
2011-10-03,22.998985290527344
2011-10-04,23.639665603637695
2011-10-05,23.901763916015625
2011-10-06,24.302196502685547
2011-10-07,24.695331573486328
2011-10-10,25.234086990356445
2011-10-11,25.27048683166504
2011-10-12,25.27776527404785
2011-10-13,25.052078247070312
2011-10-14,25.51802635192871
2011-10-17,25.226808547973633
2011-10-18,26.173259735107422
2011-10-19,25.772838592529297
2011-10-20,26.013097763061523
2011-10-21,26.83579444885254
2011-10-24,26.71930503845215
2011-10-25,26.238798141479492
2011-10-26,26.61009979248047
2011-10-27,27.097883224487305
2011-10-28,26.29703140258789
2011-10-31,26.064062118530273
2011-11-01,25.8747615814209
2011-11-02,26.2023983001709
2011-11-03,26.537296295166016
2011-11-04,26.493610382080078
2011-11-07,27.18525505065918
2011-11-08,27.622089385986328
2011-11-09,27.054208755493164
2011-11-10,27.083322525024414
2011-11-11,27.709440231323242
2011-11-14,27.8477783203125
2011-11-15,27.716726303100586
2011-11-16,27.549278259277344
2011-11-17,27.38910675048828
2011-11-18,27.578399658203125
2011-11-21,26.981399536132812
2011-11-22,27.010513305664062
2011-11-23,26.588260650634766
2011-11-25,26.551862716674805
2011-11-28,27.1561279296875
2011-11-29,28.58694076538086
2011-11-30,28.7777156829834
2011-12-01,28.865766525268555
2011-12-02,29.306013107299805
2011-12-05,29.518795013427734
2011-12-06,29.584842681884766
2011-12-07,29.885677337646484
2011-12-08,29.28400230407715
2011-12-09,29.518795013427734
2011-12-12,29.38672637939453
2011-12-13,28.990501403808594
2011-12-14,28.719036102294922
2011-12-15,28.92447853088379
2011-12-16,29.658220291137695
2011-12-19,29.496789932250977
2011-12-20,30.78086280822754
2011-12-21,30.81754493713379
2011-12-22,30.75885772705078
2011-12-23,30.883586883544922
2011-12-27,30.978973388671875
2011-12-28,30.47267723083496
2011-12-29,30.824880599975586
2011-12-30,30.846899032592773
2012-01-03,30.920272827148438
2012-01-04,31.360538482666016
2012-01-05,31.617340087890625
2012-01-06,31.69803810119629
2012-01-09,31.720073699951172
2012-01-10,31.9401798248291
2012-01-11,31.88882827758789
2012-01-12,31.83745765686035
2012-01-13,31.925514221191406
2012-01-17,32.094276428222656
2012-01-18,32.93075180053711
2012-01-19,33.31964874267578
2012-01-20,32.659263610839844
2012-01-23,32.93075180053711
2012-01-24,32.98945236206055
2012-01-25,33.20956802368164
2012-01-26,32.982112884521484
2012-01-27,32.923423767089844
2012-01-30,32.85004425048828
2012-01-31,32.57121276855469
2012-02-01,32.629913330078125
2012-02-02,32.62256622314453
2012-02-03,33.14353561401367
2012-02-06,33.165550231933594
2012-02-07,33.356327056884766
2012-02-08,33.14353561401367
2012-02-09,33.2169189453125
2012-02-10,33.26093673706055
2012-02-13,33.70118713378906
2012-02-14,33.79657745361328
2012-02-15,33.53976821899414
2012-02-16,33.70118713378906
2012-02-17,34.27350997924805
2012-02-21,34.42759323120117
2012-02-22,34.1707878112793
2012-02-23,34.44961166381836
2012-02-24,34.47163009643555
2012-02-27,34.434940338134766
2012-02-28,34.65507507324219
2012-02-29,34.90453338623047
2012-03-01,34.823822021484375
2012-03-02,34.787147521972656
2012-03-05,34.7724723815918
2012-03-06,34.24829864501953
2012-03-07,34.9865608215332
2012-03-08,35.30403137207031
2012-03-09,35.51073455810547
2012-03-12,35.87248611450195
2012-03-13,36.278526306152344
2012-03-14,36.522159576416016
2012-03-15,36.32283401489258
2012-03-16,36.21208953857422
2012-03-19,36.0496711730957
2012-03-20,36.455718994140625
2012-03-21,36.75841522216797
2012-03-22,36.67719650268555
2012-03-23,36.5738410949707
2012-03-26,37.00941848754883
2012-03-27,36.94297409057617
2012-03-28,36.84700012207031
2012-03-29,36.84700012207031
2012-03-30,37.142311096191406
2012-04-02,36.90605926513672
2012-04-03,36.913448333740234
2012-04-04,36.80270004272461
2012-04-05,37.37116622924805
2012-04-09,37.341644287109375
2012-04-10,36.440956115722656
2012-04-11,36.72887420654297
2012-04-12,37.378562927246094
2012-04-13,37.622188568115234
2012-04-16,38.16111373901367
2012-04-17,38.4121208190918
2012-04-18,38.24970245361328
2012-04-19,38.06515121459961
2012-04-20,37.99131393432617
2012-04-23,37.72554016113281
2012-04-24,37.82151794433594
2012-04-25,38.32353973388672
2012-04-26,38.294002532958984
2012-04-27,38.35307312011719
2012-04-30,38.23495101928711
2012-05-01,38.626220703125
2012-05-02,38.91415023803711
2012-05-03,38.73696517944336
2012-05-04,38.36045455932617
2012-05-07,37.939640045166016
2012-05-08,37.37116622924805
2012-05-09,36.994651794433594
2012-05-10,37.37116622924805
2012-05-11,37.164451599121094
2012-05-14,36.82484817504883
2012-05-15,35.931549072265625
2012-05-16,36.00537109375
2012-05-17,34.71339416503906
2012-05-18,34.73554229736328
2012-05-21,35.14898681640625
2012-05-22,35.62886047363281
2012-05-23,35.98321533203125
2012-05-24,36.69935989379883
2012-05-25,36.500003814697266
2012-05-29,36.96786117553711
2012-05-30,36.91588592529297
2012-05-31,36.64112091064453
2012-06-01,35.61628341674805
2012-06-04,36.210391998291016
2012-06-05,36.329219818115234
2012-06-06,37.57681655883789
2012-06-07,38.05210494995117
2012-06-08,38.87641525268555
2012-06-11,38.1337890625
2012-06-12,38.79473114013672
2012-06-13,37.85161209106445
2012-06-14,38.73532485961914
2012-06-15,38.51995086669922
2012-06-18,38.854129791259766
2012-06-19,39.33684539794922
2012-06-20,39.23287582397461
2012-06-21,38.06696319580078
2012-06-22,38.63134765625
2012-06-25,38.260040283203125
2012-06-26,38.52738952636719
2012-06-27,38.28230667114258
2012-06-28,38.38628387451172
2012-06-29,39.35169219970703
2012-07-02,39.36652755737305
2012-07-03,38.35658645629883
2012-07-05,38.69819641113281
2012-07-06,38.727882385253906
2012-07-09,38.70561981201172
2012-07-10,38.77986145019531
2012-07-11,38.371429443359375
2012-07-12,38.28230667114258
2012-07-13,38.68333053588867
2012-07-16,38.20805358886719
2012-07-17,37.66594314575195
2012-07-18,37.80702590942383
2012-07-19,37.84415817260742
2012-07-20,37.65108108520508
2012-07-23,37.84415817260742
2012-07-24,38.00011444091797
2012-07-25,37.92585372924805
2012-07-26,39.292301177978516
2012-07-27,39.88638687133789
2012-07-30,39.544776916503906
2012-07-31,38.75016784667969
2012-08-01,38.37885284423828
2012-08-02,38.16350173950195
2012-08-03,38.831844329833984
2012-08-06,38.61650085449219
2012-08-07,38.91354751586914
2012-08-08,39.20317459106445
2012-08-09,39.47051239013672
2012-08-10,39.4036750793457
2012-08-13,39.2254524230957
2012-08-14,40.629005432128906
2012-08-15,40.84437942504883
2012-08-16,41.81721115112305
2012-08-17,42.12912368774414
2012-08-20,42.01029586791992
2012-08-21,41.82462692260742
2012-08-22,42.06228256225586
2012-08-23,41.995445251464844
2012-08-24,42.29991149902344
2012-08-27,42.084556579589844
2012-08-28,42.19651794433594
2012-08-29,42.427921295166016
2012-08-30,42.26369857788086
2012-08-31,42.36074447631836
2012-09-04,42.39059829711914
2012-09-05,42.20398712158203
2012-09-06,43.032535552978516
2012-09-07,42.741424560546875
2012-09-10,42.77128219604492
2012-09-11,42.33834457397461
2012-09-12,42.58466720581055
2012-09-13,43.51773452758789
2012-09-14,44.383602142333984
2012-09-17,43.97305679321289
2012-09-18,43.93573760986328
2012-09-19,44.39106750488281
2012-09-20,44.24924087524414
2012-09-21,44.35374450683594
2012-09-24,44.331363677978516
2012-09-25,44.57767105102539
2012-09-26,44.167144775390625
2012-09-27,44.697120666503906
2012-09-28,45.06288528442383
2012-10-01,45.212162017822266
2012-10-02,45.03300857543945
2012-10-03,46.10790252685547
2012-10-04,46.08550262451172
2012-10-05,47.17530059814453
2012-10-08,46.19000244140625
2012-10-09,45.49581527709961
2012-10-10,44.592613220214844
2012-10-11,44.047698974609375
2012-10-12,44.45824432373047
2012-10-15,45.271873474121094
2012-10-16,45.428627014160156
2012-10-17,45.82424545288086
2012-10-18,46.13029098510742
2012-10-19,46.19748306274414
2012-10-22,46.309425354003906
2012-10-23,46.09297561645508
2012-10-24,45.74213409423828
2012-10-25,45.14497756958008
2012-10-26,44.81654357910156
2012-10-31,45.8167839050293
2012-11-01,46.47365188598633
2012-11-02,46.29450225830078
2012-11-05,46.5632209777832
2012-11-06,46.742366790771484
2012-11-07,46.2721061706543
2012-11-08,45.428627014160156
2012-11-09,45.50326919555664
2012-11-12,45.652557373046875
2012-11-13,47.30968475341797
2012-11-14,45.88396453857422
2012-11-15,45.719722747802734
2012-11-16,46.369140625
2012-11-19,47.27234649658203
2012-11-20,47.638099670410156
2012-11-21,47.839637756347656
2012-11-23,48.38454055786133
2012-11-26,48.2725715637207
2012-11-27,48.107627868652344
2012-11-28,48.61000442504883
2012-11-29,48.167606353759766
2012-11-30,48.78996276855469
2012-12-03,48.72245788574219
2012-12-04,48.167606353759766
2012-12-05,48.002647399902344
2012-12-06,48.24258041381836
2012-12-07,48.32505416870117
2012-12-10,47.267845153808594
2012-12-11,47.15535354614258
2012-12-12,47.18534851074219
2012-12-13,46.79546356201172
2012-12-14,46.53303146362305
2012-12-17,47.47028732299805
2012-12-18,47.23784637451172
2012-12-19,46.315589904785156
2012-12-20,46.46554183959961
2012-12-21,45.978172302246094
2012-12-24,46.165626525878906
2012-12-26,45.843204498291016
2012-12-27,45.79071044921875
2012-12-28,45.47579574584961
2012-12-31,46.37557601928711
2013-01-02,47.597747802734375
2013-01-03,47.46280288696289
2013-01-04,47.37281036376953
2013-01-07,47.117881774902344
2013-01-08,47.40281677246094
2013-01-09,47.36531066894531
2013-01-10,47.70274353027344
2013-01-11,47.762718200683594
2013-01-14,47.597747802734375
2013-01-15,47.95016098022461
2013-01-16,47.88268280029297
2013-01-17,48.77495193481445
2013-01-18,49.089866638183594
2013-01-22,49.29981231689453
2013-01-23,49.83218765258789
2013-01-24,50.499515533447266
2013-01-25,50.85192108154297
2013-01-28,50.67197036743164
2013-01-29,50.38703918457031
2013-01-30,50.417022705078125
2013-01-31,50.17708206176758
2013-02-01,50.46202087402344
2013-02-04,49.7572021484375
2013-02-05,49.779693603515625
2013-02-06,49.98964309692383
2013-02-07,49.71971130371094
2013-02-08,50.24458694458008
2013-02-11,49.77220153808594
2013-02-12,50.477020263671875
2013-02-13,50.57447814941406
2013-02-14,50.492008209228516
2013-02-15,50.6269645690918
2013-02-19,50.64949417114258
2013-02-20,49.81719207763672
2013-02-21,48.272579193115234
2013-02-22,49.1723518371582
2013-02-25,47.92767333984375
2013-02-26,50.65696334838867
2013-02-27,51.03186798095703
2013-02-28,51.36180114746094
2013-03-01,51.75918960571289
2013-03-04,52.703956604003906
2013-03-05,52.838924407958984
2013-03-06,52.846412658691406
2013-03-07,52.673946380615234
2013-03-08,53.513736724853516
2013-03-11,53.476253509521484
2013-03-12,53.340545654296875
2013-03-13,53.34805679321289
2013-03-14,52.95603561401367
2013-03-15,52.05887985229492
2013-03-18,52.285037994384766
2013-03-19,51.86281967163086
2013-03-20,51.93068313598633
2013-03-21,51.983455657958984
2013-03-22,52.44335174560547
2013-03-25,52.375492095947266
2013-03-26,52.81278610229492
2013-03-27,52.511226654052734
2013-03-28,52.60922622680664
2013-04-01,52.52628707885742
2013-04-02,53.544090270996094
2013-04-03,53.046504974365234
2013-04-04,53.295310974121094
2013-04-05,52.8203239440918
2013-04-08,53.69486618041992
2013-04-09,53.6798210144043
2013-04-10,54.04922866821289
2013-04-11,54.207557678222656
2013-04-12,55.50431823730469
2013-04-15,54.45634078979492
2013-04-16,54.629756927490234
2013-04-17,54.88610076904297
2013-04-18,54.64484405517578
2013-04-19,55.79082107543945
2013-04-22,55.685272216796875
2013-04-23,55.323360443115234
2013-04-24,55.24798583984375
2013-04-25,55.31582260131836
2013-04-26,55.30075454711914
2013-04-29,55.54200744628906
2013-04-30,55.30075454711914
2013-05-01,54.85592269897461
2013-05-02,55.2856559753418
2013-05-03,55.76066589355469
2013-05-06,56.74076461791992
2013-05-07,56.59752655029297
2013-05-08,56.86137771606445
2013-05-09,57.20063400268555
2013-05-10,57.30620574951172
2013-05-13,57.803794860839844
2013-05-14,58.29384994506836
2013-05-15,58.716033935546875
2013-05-16,57.864097595214844
2013-05-17,57.947059631347656
2013-05-20,57.87165832519531
2013-05-21,59.341800689697266
2013-05-22,60.08064651489258
2013-05-23,59.492618560791016
2013-05-24,59.55291748046875
2013-05-28,60.17868423461914
2013-05-29,59.92987823486328
2013-05-30,59.89216995239258
2013-05-31,59.30411911010742
2013-06-03,59.62075424194336
2013-06-04,58.05997848510742
2013-06-05,56.900760650634766
2013-06-06,58.537315368652344
2013-06-07,59.65864944458008
2013-06-10,58.893402099609375
2013-06-11,58.80247116088867
2013-06-12,57.885719299316406
2013-06-13,57.98420333862305
2013-06-14,58.029666900634766
2013-06-17,57.688716888427734
2013-06-18,58.48429489135742
2013-06-19,57.52960968017578
2013-06-20,55.968814849853516
2013-06-21,55.93092346191406
2013-06-24,55.69607162475586
2013-06-25,56.17339324951172
2013-06-26,57.33263397216797
2013-06-27,57.7872314453125
2013-06-28,58.69641876220703
2013-07-01,58.2418212890625
2013-07-02,58.575199127197266
2013-07-03,58.893402099609375
2013-07-05,59.31769561767578
2013-07-08,60.022342681884766
2013-07-09,60.38602828979492
2013-07-10,60.158714294433594
2013-07-11,60.50724792480469
2013-07-12,61.0224609375
2013-07-15,60.91639709472656
2013-07-16,60.77998352050781
2013-07-17,60.94670104980469
2013-07-18,60.62845230102539
2013-07-19,60.529964447021484
2013-07-22,60.613304138183594
2013-07-23,60.75727081298828
2013-07-24,60.81787872314453
2013-07-25,59.84806442260742
2013-07-26,59.65864944458008
2013-07-29,59.60559844970703
2013-07-30,59.55258560180664
2013-07-31,59.87837219238281
2013-08-01,59.5828971862793
2013-08-02,60.787559509277344
2013-08-05,60.35569763183594
2013-08-06,60.65121078491211
2013-08-07,59.72685623168945
2013-08-08,60.64362335205078
2013-08-09,59.83291244506836
2013-08-12,60.007171630859375
2013-08-13,60.18901443481445
2013-08-14,58.67368698120117
2013-08-15,56.93104553222656
2013-08-16,57.11288833618164
2013-08-19,56.98406982421875
2013-08-20,56.28703308105469
2013-08-21,55.862762451171875
2013-08-22,56.06732940673828
2013-08-23,55.98395919799805
2013-08-26,57.15077209472656
2013-08-27,56.15822982788086
2013-08-28,56.847721099853516
2013-08-29,56.86286544799805
2013-08-30,56.43857955932617
2013-09-03,56.28623580932617
2013-09-04,56.46904373168945
2013-09-05,55.59312438964844
2013-09-06,55.37225341796875
2013-09-09,56.042518615722656
2013-09-10,56.819400787353516
2013-09-11,57.154541015625
2013-09-12,57.428733825683594
2013-09-13,57.20785903930664
2013-09-16,57.535369873046875
