Date,RVTY
2010-01-04,18.939268112182617
2010-01-05,19.168668746948242
2010-01-06,19.544883728027344
2010-01-07,19.489818572998047
2010-01-08,19.66417121887207
2010-01-11,19.691694259643555
2010-01-12,19.416419982910156
2010-01-13,19.64582061767578
2010-01-14,19.866044998168945
2010-01-15,19.64582061767578
2010-01-19,19.6733455657959
2010-01-20,19.480010986328125
2010-01-21,18.85400390625
2010-01-22,18.752735137939453
2010-01-25,18.890827178955078
2010-01-26,18.936864852905273
2010-01-27,18.771148681640625
2010-01-28,18.476552963256836
2010-01-29,18.54099464416504
2010-02-01,18.5870361328125
2010-02-02,19.167011260986328
2010-02-03,19.03812026977539
2010-02-04,18.246400833129883
2010-02-05,18.890827178955078
2010-02-08,19.28668975830078
2010-02-09,19.23145294189453
2010-02-10,19.056543350219727
2010-02-11,19.213045120239258
2010-02-12,19.332717895507812
2010-02-16,19.87588119506836
2010-02-17,19.87588119506836
2010-02-18,20.179677963256836
2010-02-19,20.060001373291016
2010-02-22,20.603164672851562
2010-02-23,20.54791831970215
2010-02-24,20.575538635253906
2010-02-25,20.630775451660156
2010-02-26,20.44666290283203
2010-03-01,21.41329574584961
2010-03-02,21.569793701171875
2010-03-03,21.486940383911133
2010-03-04,21.284404754638672
2010-03-05,21.901216506958008
2010-03-08,21.799942016601562
2010-03-09,21.65264892578125
2010-03-10,21.634233474731445
2010-03-11,21.597412109375
2010-03-12,21.51455307006836
2010-03-15,21.634233474731445
2010-03-16,21.753910064697266
2010-03-17,22.094539642333984
2010-03-18,22.195804595947266
2010-03-19,21.735504150390625
2010-03-22,22.1497745513916
2010-03-23,22.269460678100586
2010-03-24,22.076129913330078
2010-03-25,22.00247573852539
2010-03-26,22.094539642333984
2010-03-29,22.3062801361084
2010-03-30,22.37993049621582
2010-03-31,22.00247573852539
2010-04-01,22.23262596130371
2010-04-05,22.278657913208008
2010-04-06,22.103750228881836
2010-04-07,21.98406410217285
2010-04-08,21.790727615356445
2010-04-09,21.910415649414062
2010-04-12,21.873586654663086
2010-04-13,21.85517692565918
2010-04-14,21.993688583374023
2010-04-15,22.03984832763672
2010-04-16,21.698213577270508
2010-04-19,21.642810821533203
2010-04-20,22.150644302368164
2010-04-21,22.104480743408203
2010-04-22,22.04907989501953
2010-04-23,22.00291633605957
2010-04-26,21.91981315612793
2010-04-27,21.652055740356445
2010-04-28,22.72311019897461
2010-04-29,23.194002151489258
2010-04-30,23.129375457763672
2010-05-03,23.258649826049805
2010-05-04,22.464580535888672
2010-05-05,22.15988540649414
2010-05-06,21.255020141601562
2010-05-07,20.52558708190918
2010-05-10,21.661283493041992
2010-05-11,21.291942596435547
2010-05-12,21.744380950927734
2010-05-13,21.522785186767578
2010-05-14,20.96879005432129
2010-05-17,21.03342056274414
2010-05-18,20.987253189086914
2010-05-19,21.291942596435547
2010-05-20,20.340932846069336
2010-05-21,20.32245635986328
2010-05-24,20.165483474731445
2010-05-25,20.091625213623047
2010-05-26,20.2855224609375
2010-05-27,21.31041717529297
2010-05-28,20.9503231048584
2010-06-01,20.516353607177734
2010-06-02,20.987253189086914
2010-06-03,21.23655128479004
2010-06-04,20.054689407348633
2010-06-07,19.676128387451172
2010-06-08,19.7222957611084
2010-06-09,20.119321823120117
2010-06-10,20.756420135498047
2010-06-11,20.848752975463867
2010-06-14,20.728723526000977
2010-06-15,21.098051071166992
2010-06-16,21.199621200561523
2010-06-17,21.1811580657959
2010-06-18,20.9780216217041
2010-06-21,21.14421272277832
2010-06-22,20.802587509155273
2010-06-23,20.534822463989258
2010-06-24,19.786930084228516
2010-06-25,20.220888137817383
2010-06-28,20.14702606201172
2010-06-29,19.269865036010742
2010-06-30,19.085195541381836
2010-07-01,18.29113006591797
2010-07-02,18.143400192260742
2010-07-06,18.051057815551758
2010-07-07,18.032604217529297
2010-07-08,18.217267990112305
2010-07-09,18.088003158569336
2010-07-12,17.97719955444336
2010-07-13,18.152639389038086
2010-07-14,18.023365020751953
2010-07-15,18.004901885986328
2010-07-16,17.598642349243164
2010-07-19,17.67249870300293
2010-07-20,17.755598068237305
2010-07-21,17.50539207458496
2010-07-22,18.1818904876709
2010-07-23,18.1818904876709
2010-07-26,18.52476692199707
2010-07-27,17.93167495727539
2010-07-28,18.05215072631836
2010-07-29,17.82973861694336
2010-07-30,18.033611297607422
2010-08-02,18.57110023498535
2010-08-03,18.30236053466797
2010-08-04,18.617435455322266
2010-08-05,18.580360412597656
2010-08-06,20.65618324279785
2010-08-09,20.572782516479492
2010-08-10,20.554243087768555
2010-08-11,19.94261932373047
2010-08-12,19.933351516723633
2010-08-13,19.868484497070312
2010-08-16,19.785083770751953
2010-08-17,20.396705627441406
2010-08-18,20.44304084777832
2010-08-19,19.97041893005371
2010-08-20,19.52560806274414
2010-08-23,19.710933685302734
2010-08-24,19.071521759033203
2010-08-25,19.516328811645508
2010-08-26,19.710933685302734
2010-08-27,20.081623077392578
2010-08-30,19.4978084564209
2010-08-31,19.470001220703125
2010-09-01,20.45230484008789
2010-09-02,20.572782516479492
2010-09-03,20.758121490478516
2010-09-07,20.535703659057617
2010-09-08,20.229896545410156
2010-09-09,20.41524314880371
2010-09-10,20.387441635131836
2010-09-13,20.609844207763672
2010-09-14,20.92491912841797
2010-09-15,21.082460403442383
2010-09-16,20.683977127075195
2010-09-17,20.600574493408203
2010-09-20,20.776655197143555
2010-09-21,21.045392990112305
2010-09-22,20.804460525512695
2010-09-23,20.83225440979004
2010-09-24,21.4716854095459
2010-09-27,21.397539138793945
2010-09-28,21.48094940185547
2010-09-29,21.332674026489258
2010-09-30,21.443870544433594
2010-10-01,21.332674026489258
2010-10-04,20.980514526367188
2010-10-05,21.619953155517578
2010-10-06,21.100997924804688
2010-10-07,21.008323669433594
2010-10-08,21.20293426513672
2010-10-11,21.564350128173828
2010-10-12,21.443870544433594
2010-10-13,21.796022415161133
2010-10-14,21.592144012451172
2010-10-15,21.508739471435547
2010-10-18,21.870161056518555
2010-10-19,21.119535446166992
2010-10-20,21.472759246826172
2010-10-21,21.612192153930664
2010-10-22,21.779518127441406
2010-10-25,21.946828842163086
2010-10-26,21.667970657348633
2010-10-27,21.69586181640625
2010-10-28,21.62149429321289
2010-10-29,21.798114776611328
2010-11-01,21.872478485107422
2010-11-02,21.965417861938477
2010-11-03,21.9747257232666
2010-11-04,22.374439239501953
2010-11-05,22.309364318847656
2010-11-08,22.095563888549805
2010-11-09,22.067686080932617
2010-11-10,22.253589630126953
2010-11-11,22.374439239501953
2010-11-12,22.253589630126953
2010-11-15,22.07697296142578
2010-11-16,21.57500648498535
2010-11-17,21.733036041259766
2010-11-18,22.272178649902344
2010-11-19,22.290775299072266
2010-11-22,22.309364318847656
2010-11-23,21.835289001464844
2010-11-24,22.225706100463867
2010-11-26,21.956134796142578
2010-11-29,21.807401657104492
2010-11-30,21.65867042541504
2010-12-01,22.244295120239258
2010-12-02,22.65329933166504
2010-12-03,23.025127410888672
2010-12-06,22.699771881103516
2010-12-07,22.88569450378418
2010-12-08,22.96935272216797
2010-12-09,23.30398941040039
2010-12-10,23.629337310791016
2010-12-13,23.75947380065918
2010-12-14,23.87102699279785
2010-12-15,23.86172866821289
2010-12-16,24.075519561767578
2010-12-17,24.205657958984375
2010-12-20,24.298612594604492
2010-12-21,24.261438369750977
2010-12-22,24.2800235748291
2010-12-23,24.24284553527832
2010-12-27,24.25213623046875
2010-12-28,24.112701416015625
2010-12-29,24.02904510498047
2010-12-30,24.094112396240234
2010-12-31,24.00115966796875
2011-01-03,24.075519561767578
2011-01-04,23.79665184020996
2011-01-05,23.62003517150879
2011-01-06,23.954673767089844
2011-01-07,23.824541091918945
2011-01-10,23.9732723236084
2011-01-11,24.233545303344727
2011-01-12,24.168476104736328
2011-01-13,23.991859436035156
2011-01-14,23.74087905883789
2011-01-18,23.824541091918945
2011-01-19,23.47035026550293
2011-01-20,23.153432846069336
2011-01-21,23.04157829284668
2011-01-24,23.255962371826172
2011-01-25,23.433061599731445
2011-01-26,23.843183517456055
2011-01-27,24.243986129760742
2011-01-28,23.833864212036133
2011-01-31,23.843183517456055
2011-02-01,24.234668731689453
2011-02-02,24.169422149658203
2011-02-03,24.197385787963867
2011-02-04,24.83121109008789
2011-02-07,24.65411949157715
2011-02-08,24.896459579467773
2011-02-09,24.87781524658203
2011-02-10,25.08287811279297
2011-02-11,25.194730758666992
2011-02-14,25.25997543334961
2011-02-15,24.989673614501953
2011-02-16,25.129480361938477
2011-02-17,25.08287811279297
2011-02-18,25.148130416870117
2011-02-22,24.71003532409668
2011-02-23,24.169422149658203
2011-02-24,25.837881088256836
2011-02-25,24.700714111328125
2011-02-28,24.700714111328125
2011-03-01,25.2413387298584
2011-03-02,25.567567825317383
2011-03-03,26.126848220825195
2011-03-04,25.884490966796875
2011-03-07,25.47435760498047
2011-03-08,25.81924057006836
2011-03-09,25.62350082397461
2011-03-10,25.036279678344727
2011-03-11,25.148130416870117
2011-03-14,24.71003532409668
2011-03-15,24.346521377563477
2011-03-16,23.861831665039062
2011-03-17,23.99232292175293
2011-03-18,23.861831665039062
2011-03-21,24.13214111328125
2011-03-22,24.08553123474121
2011-03-23,24.07621192932129
2011-03-24,24.271953582763672
2011-03-25,24.253314971923828
2011-03-28,24.16010284423828
2011-03-29,24.393129348754883
2011-03-30,24.598188400268555
2011-03-31,24.48633575439453
2011-04-01,24.5888614654541
2011-04-04,24.998994827270508
2011-04-05,25.08287811279297
2011-04-06,24.91510581970215
2011-04-07,24.896459579467773
2011-04-08,24.905776977539062
2011-04-11,24.849857330322266
2011-04-12,24.728675842285156
2011-04-13,24.700714111328125
2011-04-14,24.4583683013916
2011-04-15,24.896459579467773
2011-04-18,24.560901641845703
2011-04-19,24.560903549194336
2011-04-20,25.205766677856445
2011-04-21,25.32726287841797
2011-04-25,25.149681091308594
2011-04-26,25.766511917114258
2011-04-27,25.981473922729492
2011-04-28,26.177730560302734
2011-04-29,26.42072105407715
2011-05-02,26.59830093383789
2011-05-03,26.46746063232422
2011-05-04,26.159042358398438
2011-05-05,25.981473922729492
2011-05-06,26.11231803894043
2011-05-09,26.205774307250977
2011-05-10,26.373994827270508
2011-05-11,26.25250244140625
2011-05-12,26.458105087280273
2011-05-13,26.215116500854492
2011-05-16,26.345964431762695
2011-05-17,25.944087982177734
2011-05-18,26.383344650268555
2011-05-19,26.383344650268555
2011-05-20,26.06558609008789
2011-05-23,25.514179229736328
2011-05-24,25.36464500427246
2011-05-25,25.504837036132812
2011-05-26,25.74782371520996
2011-05-27,25.89735221862793
2011-05-31,25.87866973876953
2011-06-01,25.43941879272461
2011-06-02,25.224451065063477
2011-06-03,24.673046112060547
2011-06-06,24.402021408081055
2011-06-07,24.504823684692383
2011-06-08,24.626319885253906
2011-06-09,24.831932067871094
2011-06-10,24.373987197875977
2011-06-13,24.121644973754883
2011-06-14,24.39267349243164
2011-06-15,24.121644973754883
2011-06-16,24.08426284790039
2011-06-17,24.21510124206543
2011-06-20,24.33660888671875
2011-06-21,24.7945499420166
2011-06-22,24.55156135559082
2011-06-23,24.467443466186523
2011-06-24,24.280532836914062
2011-06-27,24.495479583740234
2011-06-28,24.990816116333008
2011-06-29,25.06557273864746
2011-06-30,25.149681091308594
2011-07-01,25.66370964050293
2011-07-05,25.36464500427246
2011-07-06,25.7104434967041
2011-07-07,25.74782371520996
2011-07-08,25.47679328918457
2011-07-11,24.7945499420166
2011-07-12,24.57959747314453
2011-07-13,24.73847007751465
2011-07-14,24.495479583740234
2011-07-15,24.47679328918457
2011-07-18,24.168376922607422
2011-07-19,24.719791412353516
2011-07-20,24.710405349731445
2011-07-21,25.188318252563477
2011-07-22,25.122718811035156
