Date,ADM
2010-01-04,20.791337966918945
2010-01-05,20.903654098510742
2010-01-06,20.85079574584961
2010-01-07,20.632774353027344
2010-01-08,20.375112533569336
2010-01-11,20.38832664489746
2010-01-12,20.170303344726562
2010-01-13,20.256193161010742
2010-01-14,20.309049606323242
2010-01-15,20.17691421508789
2010-01-19,20.17691421508789
2010-01-20,20.414751052856445
2010-01-21,20.1108455657959
2010-01-22,20.130657196044922
2010-01-25,19.668195724487305
2010-01-26,19.575700759887695
2010-01-27,19.654983520507812
2010-01-28,19.787113189697266
2010-01-29,19.800323486328125
2010-02-01,19.92586326599121
2010-02-02,20.897052764892578
2010-02-03,20.599735260009766
2010-02-04,19.859790802001953
2010-02-05,20.22315788269043
2010-02-08,19.747472763061523
2010-02-09,19.760690689086914
2010-02-10,19.81354522705078
2010-02-11,19.8399715423584
2010-02-12,19.668195724487305
2010-02-16,19.575233459472656
2010-02-17,19.840839385986328
2010-02-18,19.900602340698242
2010-02-19,19.88732147216797
2010-02-22,19.794353485107422
2010-02-23,19.668195724487305
2010-02-24,19.634998321533203
2010-02-25,19.568593978881836
2010-02-26,19.495546340942383
2010-03-01,19.69475555419922
2010-03-02,19.820926666259766
2010-03-03,19.77443504333496
2010-03-04,19.92052459716797
2010-03-05,20.332212448120117
2010-03-08,20.299013137817383
2010-03-09,20.25916862487793
2010-03-10,20.07988739013672
2010-03-11,19.54867172241211
2010-03-12,19.030738830566406
2010-03-15,18.997535705566406
2010-03-16,18.9842586517334
2010-03-17,19.322906494140625
2010-03-18,19.415874481201172
2010-03-19,19.316261291503906
2010-03-22,19.475629806518555
2010-03-23,19.46898651123047
2010-03-24,18.924497604370117
2010-03-25,18.765132904052734
2010-03-26,18.87137794494629
2010-03-29,19.27642059326172
2010-03-30,19.210020065307617
2010-03-31,19.190101623535156
2010-04-01,19.329547882080078
2010-04-05,18.897932052612305
2010-04-06,18.745206832885742
2010-04-07,18.75849151611328
2010-04-08,18.632328033447266
2010-04-09,18.765132904052734
2010-04-12,18.838167190551758
2010-04-13,18.712013244628906
2010-04-14,18.798336029052734
2010-04-15,18.81825828552246
2010-04-16,18.75849151611328
2010-04-19,18.765132904052734
2010-04-20,19.20338249206543
2010-04-21,19.103782653808594
2010-04-22,18.897932052612305
2010-04-23,18.924497604370117
2010-04-26,18.884654998779297
2010-04-27,18.512800216674805
2010-04-28,18.599124908447266
2010-04-29,18.672170639038086
2010-04-30,18.552650451660156
2010-05-03,18.406558990478516
2010-05-04,17.410531997680664
2010-05-05,17.563261032104492
2010-05-06,17.065244674682617
2010-05-07,17.2246150970459
2010-05-10,17.66950035095215
2010-05-11,17.94175148010254
2010-05-12,18.260475158691406
2010-05-13,18.028074264526367
2010-05-14,17.775741577148438
2010-05-17,18.04135513305664
2010-05-18,17.834369659423828
2010-05-19,17.807659149169922
2010-05-20,16.946317672729492
2010-05-21,16.966346740722656
2010-05-24,16.639171600341797
2010-05-25,16.492280960083008
2010-05-26,16.605792999267578
2010-05-27,16.97970199584961
2010-05-28,16.872867584228516
2010-06-01,16.692583084106445
2010-06-02,17.066511154174805
2010-06-03,17.046478271484375
2010-06-04,16.57908058166504
2010-06-07,16.365421295166016
2010-06-08,16.619142532348633
2010-06-09,16.645849227905273
2010-06-10,16.952993392944336
2010-06-11,17.119924545288086
2010-06-14,17.126602172851562
2010-06-15,17.834369659423828
2010-06-16,17.881099700927734
2010-06-17,18.368528366088867
2010-06-18,18.154865264892578
2010-06-21,18.134830474853516
2010-06-22,17.79430389404297
2010-06-23,18.021318435668945
2010-06-24,17.667442321777344
2010-06-25,17.58731460571289
2010-06-28,17.79430389404297
2010-06-29,17.36697006225586
2010-06-30,17.2401065826416
2010-07-01,17.20005226135254
2010-07-02,17.026443481445312
2010-07-06,17.213394165039062
2010-07-07,17.58731460571289
2010-07-08,17.834369659423828
2010-07-09,17.84103775024414
2010-07-12,17.8143367767334
2010-07-13,18.014644622802734
2010-07-14,17.96122932434082
2010-07-15,17.94119644165039
2010-07-16,17.854398727416992
2010-07-19,17.881099700927734
2010-07-20,18.281726837158203
2010-07-21,18.088088989257812
2010-07-22,18.328462600708008
2010-07-23,18.44865608215332
2010-07-26,18.562164306640625
2010-07-27,18.5888729095459
2010-07-28,18.468685150146484
2010-07-29,18.02800178527832
2010-07-30,18.26837730407715
2010-08-02,18.909360885620117
2010-08-03,19.02288246154785
2010-08-04,19.103002548217773
2010-08-05,20.19803810119629
2010-08-06,20.151294708251953
2010-08-09,20.451757431030273
2010-08-10,20.45844268798828
2010-08-11,19.924270629882812
2010-08-12,20.43173599243164
2010-08-13,20.064498901367188
2010-08-16,20.057817459106445
2010-08-17,20.65505599975586
2010-08-18,20.60807991027832
2010-08-19,20.285978317260742
2010-08-20,20.480579376220703
2010-08-23,20.353076934814453
2010-08-24,20.051105499267578
2010-08-25,20.2054500579834
2010-08-26,20.11150360107422
2010-08-27,20.48729133605957
2010-08-30,20.500713348388672
2010-08-31,20.675186157226562
2010-09-01,21.03756332397461
2010-09-02,21.165056228637695
2010-09-03,21.47374153137207
2010-09-07,21.06439971923828
2010-09-08,21.44019317626953
2010-09-09,21.373083114624023
2010-09-10,21.956905364990234
2010-09-13,21.93006134033203
2010-09-14,21.58110809326172
2010-09-15,21.83610725402832
2010-09-16,22.285720825195312
2010-09-17,21.72873878479004
2010-09-20,22.111248016357422
2010-09-21,22.044145584106445
2010-09-22,22.406509399414062
2010-09-23,22.151514053344727
2010-09-24,21.65492820739746
2010-09-27,21.90321922302246
2010-09-28,22.070981979370117
2010-09-29,21.85624122619629
2010-09-30,21.420063018798828
2010-10-01,21.420063018798828
2010-10-04,21.212038040161133
2010-10-05,21.72873878479004
2010-10-06,21.675065994262695
2010-10-07,21.963611602783203
2010-10-08,22.05084991455078
2010-10-11,21.849531173706055
2010-10-12,21.950193405151367
2010-10-13,22.292434692382812
2010-10-14,22.332693099975586
2010-10-15,22.32598304748535
2010-10-18,22.53400993347168
2010-10-19,22.11795997619629
2010-10-20,22.433353424072266
2010-10-21,22.433353424072266
2010-10-22,22.507169723510742
2010-10-25,22.621240615844727
2010-10-26,22.393089294433594
2010-10-27,22.292434692382812
2010-10-28,22.44676399230957
2010-10-29,22.359539031982422
2010-11-01,22.406509399414062
2010-11-02,20.930179595947266
2010-11-03,20.83623695373535
2010-11-04,21.178485870361328
2010-11-05,21.03756332397461
2010-11-08,20.930179595947266
2010-11-09,20.702028274536133
2010-11-10,20.65505599975586
2010-11-11,20.58795166015625
2010-11-12,20.285978317260742
2010-11-15,20.259132385253906
2010-11-16,19.94890785217285
2010-11-17,19.90843963623047
2010-11-18,20.090532302856445
2010-11-19,20.002853393554688
2010-11-22,20.009601593017578
2010-11-23,19.618446350097656
2010-11-24,19.8814640045166
2010-11-26,19.699377059936523
2010-11-29,19.476823806762695
2010-11-30,19.551002502441406
2010-12-01,19.88821029663086
2010-12-02,20.313091278076172
2010-12-03,20.49517250061035
2010-12-06,20.33332061767578
2010-12-07,20.346805572509766
2010-12-08,20.198436737060547
2010-12-09,20.528900146484375
2010-12-10,20.953767776489258
2010-12-13,20.69750213623047
2010-12-14,20.609830856323242
2010-12-15,20.380523681640625
2010-12-16,20.468204498291016
2010-12-17,20.25238609313965
2010-12-20,20.4007625579834
2010-12-21,20.33332061767578
2010-12-22,20.630054473876953
2010-12-23,20.373781204223633
2010-12-27,20.2928524017334
2010-12-28,20.083789825439453
2010-12-29,20.06355094909668
2010-12-30,20.16472053527832
2010-12-31,20.286108016967773
2011-01-03,20.501922607421875
2011-01-04,20.488420486450195
2011-01-05,20.582841873168945
2011-01-06,21.371902465820312
2011-01-07,21.54724884033203
2011-01-10,21.64167022705078
2011-01-11,21.722591400146484
2011-01-12,21.958629608154297
2011-01-13,22.41048240661621
2011-01-14,22.59931755065918
2011-01-18,22.74094581604004
2011-01-19,22.882568359375
2011-01-20,22.51839256286621
2011-01-21,22.558853149414062
2011-01-24,22.538616180419922
2011-01-25,22.48467254638672
2011-01-26,22.538616180419922
2011-01-27,22.54537010192871
2011-01-28,22.09351348876953
2011-01-31,22.032821655273438
2011-02-01,23.40186309814453
2011-02-02,23.826745986938477
2011-02-03,23.907670974731445
2011-02-04,24.33929443359375
2011-02-07,24.244871139526367
2011-02-08,24.33929443359375
2011-02-09,24.292076110839844
2011-02-10,23.900915145874023
2011-02-11,24.426959991455078
2011-02-14,24.716949462890625
2011-02-15,24.696632385253906
2011-02-16,25.14369010925293
2011-02-17,25.387537002563477
2011-02-18,25.502695083618164
2011-02-22,25.04886245727539
2011-02-23,24.296995162963867
2011-02-24,24.676311492919922
2011-02-25,24.981136322021484
2011-02-28,25.184329986572266
2011-03-01,24.805004119873047
2011-03-02,24.9066162109375
2011-03-03,25.258840560913086
2011-03-04,25.028541564941406
2011-03-07,24.88629722595215
2011-03-08,25.055644989013672
2011-03-09,24.791458129882812
2011-03-10,24.012496948242188
2011-03-11,24.446020126342773
2011-03-14,24.249582290649414
2011-03-15,24.046363830566406
2011-03-16,23.32836151123047
2011-03-17,23.538339614868164
2011-03-18,23.680585861206055
2011-03-21,24.303775787353516
2011-03-22,24.41213607788086
2011-03-23,24.459564208984375
2011-03-24,24.432464599609375
2011-03-25,23.910890579223633
2011-03-28,23.944759368896484
2011-03-29,24.19538688659668
2011-03-30,24.34440040588379
2011-03-31,24.391828536987305
2011-04-01,24.710180282592773
2011-04-04,24.872745513916016
2011-04-05,25.075952529907227
2011-04-06,24.764373779296875
2011-04-07,24.703399658203125
2011-04-08,23.890575408935547
2011-04-11,24.093778610229492
2011-04-12,24.07345962524414
2011-04-13,23.802513122558594
2011-04-14,23.734773635864258
2011-04-15,23.592533111572266
2011-04-18,23.335128784179688
2011-04-19,23.680585861206055
2011-04-20,24.256345748901367
2011-04-21,24.418907165527344
2011-04-25,24.17506980895996
2011-04-26,24.622121810913086
2011-04-27,24.59502601623535
2011-04-28,24.61534309387207
2011-04-29,25.075952529907227
2011-05-02,25.062406539916992
2011-05-03,23.375774383544922
2011-05-04,23.51801872253418
2011-05-05,23.084510803222656
2011-05-06,23.00999641418457
2011-05-09,23.104827880859375
2011-05-10,22.630678176879883
2011-05-11,22.068471908569336
2011-05-12,21.87881088256836
2011-05-13,21.811065673828125
2011-05-16,21.682369232177734
2011-05-17,21.655141830444336
2011-05-18,21.621097564697266
2011-05-19,21.437294006347656
2011-05-20,21.280723571777344
2011-05-23,21.083297729492188
2011-05-24,21.07648277282715
2011-05-25,21.124143600463867
2011-05-26,21.335174560546875
2011-05-27,21.927446365356445
2011-05-31,22.063596725463867
2011-06-01,21.178606033325195
2011-06-02,20.892681121826172
2011-06-03,20.68844985961914
2011-06-06,20.599956512451172
2011-06-07,20.511445999145508
