Date,D
2010-11-05,23.601699829101562
2010-11-08,23.379241943359375
2010-11-09,23.368392944335938
2010-11-10,23.319557189941406
2010-11-11,23.243600845336914
2010-11-12,23.25445556640625
2010-11-15,23.39552116394043
2010-11-16,23.216472625732422
2010-11-17,23.03200340270996
2010-11-18,23.221906661987305
2010-11-19,23.20018768310547
2010-11-22,23.335834503173828
2010-11-23,23.053701400756836
2010-11-24,23.0526065826416
2010-11-26,22.94839096069336
2010-11-29,22.822242736816406
2010-11-30,22.77836799621582
2010-12-01,23.063570022583008
2010-12-02,23.091005325317383
2010-12-03,23.266510009765625
2010-12-06,23.058094024658203
2010-12-07,22.981304168701172
2010-12-08,22.942913055419922
2010-12-09,22.910003662109375
2010-12-10,22.827735900878906
2010-12-13,23.063570022583008
2010-12-14,23.036151885986328
2010-12-15,22.882587432861328
2010-12-16,23.2061767578125
2010-12-17,23.348783493041992
2010-12-20,23.546245574951172
2010-12-21,23.56269645690918
2010-12-22,23.540760040283203
2010-12-23,23.56269645690918
2010-12-27,23.524293899536133
2010-12-28,23.540760040283203
2010-12-29,23.551725387573242
2010-12-30,23.52977752685547
2010-12-31,23.431068420410156
2011-01-03,23.44750213623047
2011-01-04,23.661413192749023
2011-01-05,23.601085662841797
2011-01-06,23.6888427734375
2011-01-07,23.710777282714844
2011-01-10,23.277484893798828
2011-01-11,23.2171573638916
2011-01-12,23.17875862121582
2011-01-13,23.370723724365234
2011-01-14,23.573657989501953
2011-01-18,23.573657989501953
2011-01-19,23.56817054748535
2011-01-20,23.78757095336914
2011-01-21,23.776599884033203
2011-01-24,23.902746200561523
2011-01-25,23.897266387939453
2011-01-26,23.886302947998047
2011-01-27,24.017934799194336
2011-01-28,23.798538208007812
2011-01-31,23.880809783935547
2011-02-01,24.0124454498291
2011-02-02,23.86435890197754
2011-02-03,23.96308135986328
2011-02-04,23.919204711914062
2011-02-07,23.81500244140625
2011-02-08,23.880809783935547
2011-02-09,23.880809783935547
2011-02-10,24.07826042175293
2011-02-11,24.198928833007812
2011-02-14,23.95760154724121
2011-02-15,23.990510940551758
2011-02-16,24.182479858398438
2011-02-17,24.231840133666992
2011-02-18,24.33604621887207
2011-02-22,24.292179107666016
2011-02-23,24.48414421081543
2011-02-24,24.538986206054688
2011-02-25,24.681591033935547
2011-02-28,25.027143478393555
2011-03-01,24.99422836303711
2011-03-02,24.835102081298828
2011-03-03,25.245410919189453
2011-03-04,25.250953674316406
2011-03-07,25.184417724609375
2011-03-08,25.583637237548828
2011-03-09,25.69454002380371
2011-03-10,25.317489624023438
2011-03-11,25.234302520751953
2011-03-14,25.040241241455078
2011-03-15,24.801828384399414
2011-03-16,24.24179458618164
2011-03-17,24.180803298950195
2011-03-18,24.275070190429688
2011-03-21,24.668743133544922
2011-03-22,24.63548469543457
2011-03-23,24.44141387939453
2011-03-24,24.624385833740234
2011-03-25,24.696468353271484
2011-03-28,24.524581909179688
2011-03-29,24.702016830444336
2011-03-30,25.04578971862793
2011-03-31,24.785181045532227
2011-04-01,24.785181045532227
2011-04-04,24.90716552734375
2011-04-05,24.824012756347656
2011-04-06,24.96817398071289
2011-04-07,24.92382049560547
2011-04-08,24.85171890258789
2011-04-11,24.385969161987305
2011-04-12,24.17525863647461
2011-04-13,24.147539138793945
2011-04-14,24.413692474365234
2011-04-15,24.65765953063965
2011-04-18,24.45250129699707
2011-04-19,24.568939208984375
2011-04-20,24.663196563720703
2011-04-21,24.812915802001953
2011-04-25,25.001434326171875
2011-04-26,25.367389678955078
2011-04-27,25.539281845092773
2011-04-28,25.688995361328125
2011-04-29,25.738889694213867
2011-05-02,25.805431365966797
2011-05-03,25.910778045654297
2011-05-04,26.071582794189453
2011-05-05,25.805431365966797
2011-05-06,26.016130447387695
2011-05-09,26.066030502319336
2011-05-10,26.41535758972168
2011-05-11,26.4208984375
2011-05-12,26.69814109802246
2011-05-13,26.60943031311035
2011-05-16,26.54288673400879
2011-05-17,26.797948837280273
2011-05-18,26.59833526611328
2011-05-19,26.72586441040039
2011-05-20,26.770217895507812
2011-05-23,26.58169174194336
2011-05-24,26.565059661865234
2011-05-25,26.432292938232422
2011-05-26,26.521928787231445
2011-05-27,26.460302352905273
2011-05-31,26.73481559753418
2011-06-01,26.3986759185791
2011-06-02,26.482709884643555
2011-06-03,26.415475845336914
2011-06-06,26.27542495727539
2011-06-07,26.55553436279297
2011-06-08,26.7180118560791
2011-06-09,26.88048553466797
2011-06-10,26.628372192382812
2011-06-13,26.79645347595215
2011-06-14,26.7180118560791
2011-06-15,26.38747215270996
2011-06-16,26.477113723754883
2011-06-17,26.701200485229492
2011-06-20,26.9813175201416
2011-06-21,27.020524978637695
2011-06-22,26.757226943969727
2011-06-23,26.409883499145508
2011-06-24,26.471498489379883
2011-06-27,26.723623275756836
2011-06-28,26.77963638305664
2011-06-29,26.94770622253418
2011-06-30,27.042953491210938
2011-07-01,27.446325302124023
2011-07-05,27.23343276977539
2011-07-06,27.395906448364258
2011-07-07,27.42953109741211
2011-07-08,27.244646072387695
2011-07-11,26.953310012817383
2011-07-12,27.09337615966797
2011-07-13,27.048553466796875
2011-07-14,26.986915588378906
2011-07-15,27.14940071105957
2011-07-18,26.891687393188477
2011-07-19,27.278257369995117
2011-07-20,27.597593307495117
2011-07-21,28.01217269897461
2011-07-22,27.888914108276367
2011-07-25,27.771276473999023
2011-07-26,27.6200008392334
2011-07-27,27.47994041442871
2011-07-28,27.446325302124023
2011-07-29,27.143796920776367
2011-08-01,27.22222137451172
2011-08-02,26.94770622253418
2011-08-03,27.261449813842773
2011-08-04,26.762836456298828
2011-08-05,27.22222137451172
2011-08-08,25.737592697143555
2011-08-09,26.202579498291016
2011-08-10,25.972885131835938
2011-08-11,26.908489227294922
2011-08-12,26.72921371459961
2011-08-15,27.8328914642334
2011-08-16,27.838497161865234
2011-08-17,28.07940101623535
2011-08-18,27.496746063232422
2011-08-19,26.886083602905273
2011-08-22,27.03174591064453
2011-08-23,27.507957458496094
2011-08-24,28.058595657348633
2011-08-25,27.696401596069336
2011-08-26,27.424766540527344
2011-08-29,27.713380813598633
2011-08-30,27.588878631591797
2011-08-31,27.583223342895508
2011-09-01,27.498327255249023
2011-09-02,27.15312385559082
2011-09-06,27.102184295654297
2011-09-07,27.277626037597656
2011-09-08,27.249332427978516
2011-09-09,26.706037521362305
2011-09-12,26.864500045776367
2011-09-13,27.03992462158203
2011-09-14,27.47004508972168
2011-09-15,27.99069595336914
2011-09-16,28.205734252929688
2011-09-19,28.149150848388672
2011-09-20,28.635847091674805
2011-09-21,28.234045028686523
2011-09-22,27.90580177307129
2011-09-23,28.290639877319336
2011-09-26,28.737716674804688
2011-09-27,28.82260513305664
2011-09-28,28.533979415893555
2011-09-29,29.003700256347656
2011-09-30,28.732051849365234
2011-10-03,28.205734252929688
2011-10-04,27.83222770690918
2011-10-05,28.018991470336914
2011-10-06,28.29629135131836
2011-10-07,28.449098587036133
2011-10-10,28.975404739379883
2011-10-11,28.624521255493164
2011-10-12,28.392494201660156
2011-10-13,28.318925857543945
2011-10-14,28.573583602905273
2011-10-17,28.307615280151367
2011-10-18,28.56227684020996
2011-10-19,28.83957862854004
2011-10-20,28.884859085083008
2011-10-21,29.46775245666504
2011-10-24,29.088586807250977
2011-10-25,28.692434310913086
2011-10-26,28.94709587097168
2011-10-27,29.433795928955078
2011-10-28,29.07160186767578
2011-10-31,29.19611167907715
2011-11-01,28.522663116455078
2011-11-02,28.992372512817383
2011-11-03,29.258358001708984
2011-11-04,29.179122924804688
2011-11-07,29.682811737060547
2011-11-08,29.790319442749023
2011-11-09,29.02068328857422
2011-11-10,29.060279846191406
2011-11-11,29.462093353271484
2011-11-14,29.275346755981445
2011-11-15,29.179122924804688
2011-11-16,28.873537063598633
2011-11-17,28.771665573120117
2011-11-18,28.884859085083008
2011-11-21,28.6697940826416
2011-11-22,28.318925857543945
2011-11-23,27.90580177307129
2011-11-25,28.018991470336914
2011-11-28,28.358551025390625
2011-11-29,28.777334213256836
2011-11-30,29.49909210205078
2011-12-01,29.344785690307617
2011-12-02,28.893329620361328
2011-12-05,28.85904312133789
2011-12-06,28.767606735229492
2011-12-07,28.85904312133789
2011-12-08,28.6533203125
2011-12-09,29.013343811035156
2011-12-12,28.750465393066406
2011-12-13,28.84761619567871
2011-12-14,28.676177978515625
2011-12-15,29.019046783447266
2011-12-16,28.944759368896484
2011-12-19,28.779041290283203
2011-12-20,29.784822463989258
2011-12-21,30.16769790649414
2011-12-22,30.12769889831543
2011-12-23,30.259138107299805
2011-12-27,30.5334415435791
2011-12-28,30.333417892456055
2011-12-29,30.590587615966797
2011-12-30,30.333417892456055
2012-01-03,30.001981735229492
2012-01-04,29.756254196166992
2012-01-05,29.69338607788086
2012-01-06,29.3905086517334
2012-01-09,29.350507736206055
2012-01-10,29.310510635375977
2012-01-11,29.241926193237305
2012-01-12,29.104782104492188
2012-01-13,28.916202545166016
2012-01-17,29.03048324584961
2012-01-18,28.819047927856445
2012-01-19,28.74475860595703
2012-01-20,28.89904022216797
2012-01-23,28.84761619567871
2012-01-24,28.750465393066406
2012-01-25,29.20763397216797
2012-01-26,29.05906105041504
2012-01-27,28.32186508178711
2012-01-30,28.196149826049805
2012-01-31,28.596176147460938
2012-02-01,28.813329696655273
2012-02-02,28.86475944519043
2012-02-03,28.790462493896484
2012-02-06,28.727615356445312
2012-02-07,28.813329696655273
2012-02-08,28.68760871887207
2012-02-09,28.49331283569336
2012-02-10,28.52188491821289
2012-02-13,28.533313751220703
2012-02-14,28.704755783081055
2012-02-15,28.619043350219727
2012-02-16,28.813329696655273
2012-02-17,28.89904022216797
2012-02-21,28.6533203125
2012-02-22,28.84189796447754
2012-02-23,29.11049461364746
2012-02-24,29.32765007019043
2012-02-27,29.379072189331055
2012-02-28,29.28763771057129
2012-02-29,29.142135620117188
2012-03-01,29.107492446899414
2012-03-02,29.1710147857666
2012-03-05,29.34422492980957
2012-03-06,29.1710147857666
2012-03-07,29.15367317199707
2012-03-08,29.217199325561523
2012-03-09,29.30958366394043
2012-03-12,29.638715744018555
2012-03-13,29.65604019165039
2012-03-14,29.188323974609375
2012-03-15,29.14790916442871
2012-03-16,29.055524826049805
2012-03-19,29.0208740234375
2012-03-20,29.240299224853516
2012-03-21,29.136363983154297
2012-03-22,29.113265991210938
2012-03-23,29.03243064880371
2012-03-26,29.280704498291016
2012-03-27,29.453935623168945
2012-03-28,29.269166946411133
2012-03-29,29.321130752563477
2012-03-30,29.569419860839844
2012-04-02,29.73687744140625
2012-04-03,29.75997543334961
2012-04-04,29.788833618164062
2012-04-05,29.667583465576172
2012-04-09,29.390426635742188
2012-04-10,28.98623275756836
2012-04-11,28.96890640258789
2012-04-12,29.043983459472656
2012-04-13,29.03243064880371
2012-04-16,29.298049926757812
2012-04-17,29.442384719848633
2012-04-18,29.228742599487305
2012-04-19,29.18255043029785
2012-04-20,29.459720611572266
2012-04-23,29.361557006835938
2012-04-24,29.338455200195312
2012-04-25,29.58673858642578
2012-04-26,29.962060928344727
2012-04-27,30.06599998474121
2012-04-30,30.135292053222656
2012-05-01,30.279644012451172
2012-05-02,30.089094161987305
2012-05-03,29.97938346862793
2012-05-04,30.019811630249023
2012-05-07,29.950510025024414
2012-05-08,30.00248146057129
2012-05-09,29.83502769470215
2012-05-10,30.089094161987305
2012-05-11,30.15260887145996
2012-05-14,30.181482315063477
2012-05-15,30.19881820678711
2012-05-16,30.32006072998047
2012-05-17,29.962060928344727
2012-05-18,30.193038940429688
2012-05-21,30.15839195251465
2012-05-22,30.29697608947754
2012-05-23,30.146841049194336
2012-05-24,30.31429672241211
2012-05-25,30.34315299987793
2012-05-29,30.31429672241211
2012-05-30,30.248966217041016
2012-05-31,30.36562156677246
2012-06-01,30.11479377746582
2012-06-04,30.056482315063477
2012-06-05,30.021482467651367
2012-06-06,30.47643280029297
2012-06-07,30.762256622314453
2012-06-08,31.04806137084961
2012-06-11,30.80307960510254
2012-06-12,30.814743041992188
2012-06-13,30.94306755065918
2012-06-14,31.3338623046875
2012-06-15,31.368864059448242
2012-06-18,31.666332244873047
2012-06-19,31.718830108642578
2012-06-20,31.59634017944336
2012-06-21,31.310546875
2012-06-22,31.26970100402832
2012-06-25,31.11222267150879
2012-06-26,31.129716873168945
2012-06-27,31.450519561767578
2012-06-28,31.363025665283203
2012-06-29,31.497182846069336
2012-07-02,31.72467041015625
2012-07-03,31.631336212158203
2012-07-05,31.368864059448242
2012-07-06,31.398033142089844
2012-07-09,31.363025665283203
2012-07-10,31.32219696044922
2012-07-11,31.520519256591797
2012-07-12,31.32219696044922
2012-07-13,31.608001708984375
2012-07-16,31.608001708984375
2012-07-17,31.631336212158203
2012-07-18,31.71300506591797
2012-07-19,31.608001708984375
2012-07-20,31.47385025024414
2012-07-23,31.205535888671875
2012-07-24,30.91973876953125
2012-07-25,31.08305549621582
2012-07-26,31.573007583618164
2012-07-27,32.062965393066406
2012-07-30,32.033809661865234
2012-07-31,31.678001403808594
2012-08-01,31.50301170349121
2012-08-02,31.386369705200195
2012-08-03,31.7363224029541
2012-08-06,31.689672470092773
2012-08-07,31.485509872436523
2012-08-08,31.30470085144043
2012-08-09,31.281370162963867
2012-08-10,31.3338623046875
2012-08-13,31.176382064819336
2012-08-14,31.205535888671875
2012-08-15,31.386369705200195
2012-08-16,31.468015670776367
2012-08-17,31.450519561767578
2012-08-20,31.567176818847656
2012-08-21,31.380531311035156
2012-08-22,31.26970100402832
2012-08-23,30.995559692382812
2012-08-24,31.1997127532959
2012-08-27,31.526350021362305
2012-08-28,31.468015670776367
2012-08-29,31.201772689819336
2012-08-30,30.936691284179688
2012-08-31,30.913135528564453
2012-09-04,30.93080711364746
2012-09-05,30.9249267578125
2012-09-06,31.673004150390625
2012-09-07,31.313697814941406
2012-09-10,31.384374618530273
2012-09-11,31.184097290039062
2012-09-12,31.078065872192383
2012-09-13,31.566984176635742
2012-09-14,31.113412857055664
2012-09-17,30.989707946777344
2012-09-18,30.77764892578125
2012-09-19,30.842456817626953
2012-09-20,31.05451011657715
2012-09-21,31.0427303314209
2012-09-24,31.28422737121582
2012-09-25,31.01327896118164
2012-09-26,31.154634475708008
2012-09-27,31.107524871826172
2012-09-28,31.184097290039062
2012-10-01,31.107524871826172
2012-10-02,31.35492706298828
2012-10-03,31.41382598876953
2012-10-04,31.44329071044922
2012-10-05,31.372594833374023
2012-10-08,31.237123489379883
2012-10-09,31.113412857055664
2012-10-10,31.349029541015625
2012-10-11,31.237123489379883
2012-10-12,31.030954360961914
2012-10-15,31.078065872192383
2012-10-16,31.0191593170166
2012-10-17,31.42561149597168
2012-10-18,31.561077117919922
2012-10-19,31.519853591918945
2012-10-22,31.195880889892578
2012-10-23,31.036834716796875
2012-10-24,30.895465850830078
2012-10-25,30.600961685180664
2012-10-26,30.671628952026367
2012-10-31,31.089853286743164
2012-11-01,30.64217758178711
2012-11-02,30.453683853149414
2012-11-05,30.000118255615234
2012-11-06,30.0236759185791
2012-11-07,29.36983871459961
2012-11-08,29.116548538208008
2012-11-09,29.05765151977539
2012-11-12,28.97517204284668
2012-11-13,29.57600975036621
2012-11-14,29.387516021728516
2012-11-15,29.263797760009766
2012-11-16,29.540660858154297
2012-11-19,29.617238998413086
2012-11-20,29.65258026123047
2012-11-21,29.546545028686523
2012-11-23,29.52298355102539
2012-11-26,29.835174560546875
2012-11-27,29.770381927490234
2012-11-28,30.018606185913086
2012-11-29,30.16146469116211
2012-11-30,30.423376083374023
2012-12-03,30.20907974243164
2012-12-04,30.00074577331543
2012-12-05,30.792434692382812
2012-12-06,30.679340362548828
2012-12-07,30.768617630004883
2012-12-10,30.709095001220703
2012-12-11,30.715057373046875
2012-12-12,30.691246032714844
2012-12-13,30.560291290283203
2012-12-14,30.471012115478516
2012-12-17,30.929344177246094
2012-12-18,31.090055465698242
2012-12-19,30.834108352661133
2012-12-20,31.072200775146484
2012-12-21,30.917444229125977
2012-12-24,30.917444229125977
2012-12-26,30.78054428100586
2012-12-27,30.72695541381836
2012-12-28,30.405529022216797
2012-12-31,30.834108352661133
2013-01-02,31.500776290893555
2013-01-03,31.536510467529297
2013-01-04,31.869844436645508
2013-01-07,31.346023559570312
2013-01-08,31.17340087890625
2013-01-09,31.072200775146484
2013-01-10,31.084108352661133
2013-01-11,31.209104537963867
2013-01-14,31.185321807861328
2013-01-15,31.268630981445312
2013-01-16,31.191253662109375
2013-01-17,31.19721221923828
2013-01-18,31.500776290893555
2013-01-22,31.721036911010742
2013-01-23,31.762704849243164
2013-01-24,32.01866149902344
2013-01-25,32.07223129272461
2013-01-28,31.99484634399414
2013-01-29,32.357967376708984
2013-01-30,32.45319747924805
2013-01-31,32.209129333496094
2013-02-01,32.24485778808594
2013-02-04,32.18532943725586
2013-02-05,32.328182220458984
2013-02-06,32.35200881958008
2013-02-07,32.328182220458984
2013-02-08,32.328182220458984
2013-02-11,32.340110778808594
2013-02-12,32.51866149902344
2013-02-13,32.55439376831055
2013-02-14,32.423431396484375
2013-02-15,32.6912956237793
2013-02-19,33.09011459350586
2013-02-20,33.26868438720703
2013-02-21,33.15558624267578
2013-02-22,33.560367584228516
2013-02-25,33.16154098510742
2013-02-26,33.24152755737305
2013-02-27,33.56022644042969
2013-02-28,33.674476623535156
2013-03-01,33.92703628540039
2013-03-04,33.9210319519043
2013-03-05,33.981163024902344
2013-03-06,33.951087951660156
2013-03-07,33.596309661865234
2013-03-08,33.596309661865234
2013-03-11,33.854881286621094
2013-03-12,33.68651580810547
2013-03-13,33.87894058227539
2013-03-14,33.884952545166016
2013-03-15,34.1495246887207
2013-03-18,33.933040618896484
2013-03-19,34.119468688964844
2013-03-20,34.39607620239258
2013-03-21,34.22770309448242
2013-03-22,34.13749694824219
2013-03-25,34.19163513183594
2013-03-26,34.63059616088867
2013-03-27,34.594505310058594
2013-03-28,34.98537826538086
2013-04-01,34.99140167236328
2013-04-02,35.249969482421875
2013-04-03,35.3281364440918
2013-04-04,35.77312088012695
2013-04-05,35.85731506347656
2013-04-08,36.121891021728516
2013-04-09,35.98958969116211
2013-04-10,36.18202590942383
2013-04-11,36.07379150390625
2013-04-12,36.15195846557617
2013-04-15,35.64082717895508
2013-04-16,35.971553802490234
2013-04-17,35.676910400390625
2013-04-18,35.959529876708984
2013-04-19,36.72321701049805
2013-04-22,36.657081604003906
2013-04-23,36.687137603759766
2013-04-24,36.75328826904297
2013-04-25,36.53080368041992
2013-04-26,36.687137603759766
2013-04-29,36.807403564453125
2013-04-30,37.09003829956055
2013-05-01,36.76531219482422
2013-05-02,36.74727249145508
2013-05-03,36.627010345458984
2013-05-06,36.36241912841797
2013-05-07,36.6390380859375
2013-05-08,36.38046646118164
2013-05-09,35.74906539916992
2013-05-10,35.92947006225586
2013-05-13,35.89338302612305
2013-05-14,36.356414794921875
2013-05-15,36.476680755615234
2013-05-16,36.30830001831055
2013-05-17,36.783348083496094
2013-05-20,36.53080368041992
2013-05-21,36.494720458984375
2013-05-22,35.63481521606445
2013-05-23,35.44840621948242
2013-05-24,34.64863204956055
2013-05-28,34.71476745605469
2013-05-29,34.31791305541992
2013-05-30,34.329925537109375
2013-05-31,34.005218505859375
2013-06-03,33.40388107299805
2013-06-04,33.470035552978516
2013-06-05,33.14381790161133
2013-06-06,33.593345642089844
2013-06-07,33.79988479614258
2013-06-10,33.89101028442383
2013-06-11,33.611572265625
2013-06-12,33.605499267578125
2013-06-13,34.261573791503906
2013-06-14,34.04286193847656
2013-06-17,34.46204376220703
2013-06-18,34.62604904174805
2013-06-19,33.86062240600586
2013-06-20,32.949424743652344
2013-06-21,33.417179107666016
2013-06-24,33.5325927734375
2013-06-25,33.93960952758789
2013-06-26,34.19474411010742
2013-06-27,34.31016159057617
2013-06-28,34.516700744628906
2013-07-01,34.16437911987305
2013-07-02,34.249412536621094
2013-07-03,34.22512435913086
2013-07-05,34.170440673828125
2013-07-08,34.55314636230469
2013-07-09,34.83259582519531
2013-07-10,34.86296844482422
2013-07-11,35.5737190246582
2013-07-12,35.719505310058594
2013-07-15,36.278377532958984
2013-07-16,36.10829162597656
2013-07-17,36.132591247558594
2013-07-18,36.54567337036133
2013-07-19,36.25408172607422
2013-07-22,36.32090377807617
2013-07-23,36.363433837890625
2013-07-24,35.74987030029297
2013-07-25,36.059688568115234
2013-07-26,36.15687942504883
2013-07-29,36.059688568115234
2013-07-30,36.08400344848633
2013-07-31,36.02932357788086
2013-08-01,36.10829162597656
2013-08-02,36.102210998535156
2013-08-05,36.205482482910156
2013-08-06,36.03539276123047
2013-08-07,36.369510650634766
2013-08-08,36.62464141845703
2013-08-09,36.64894485473633
2013-08-12,36.49099349975586
2013-08-13,36.6003532409668
2013-08-14,35.75595474243164
2013-08-15,35.17884826660156
2013-08-16,34.893341064453125
2013-08-19,34.85689163208008
2013-08-20,35.1606330871582
2013-08-21,34.80223083496094
2013-08-22,35.08773422241211
2013-08-23,35.75595474243164
2013-08-26,35.440067291259766
2013-08-27,35.543338775634766
2013-08-28,35.68305969238281
2013-08-29,35.55549621582031
2013-08-30,35.44614028930664
2013-09-03,35.09988784790039
2013-09-04,35.347103118896484
2013-09-05,35.27962875366211
2013-09-06,35.2918815612793
2013-09-09,35.592472076416016
2013-09-10,35.83174133300781
2013-09-11,35.954429626464844
2013-09-12,36.67216491699219
2013-09-13,37.59232711791992
2013-09-16,37.4880485534668
