Date,MA
2010-11-05,23.659717559814453
2010-11-08,23.333839416503906
2010-11-09,23.21936798095703
2010-11-10,23.408615112304688
2010-11-11,23.270143508911133
2010-11-12,22.448518753051758
2010-11-15,22.42636489868164
2010-11-16,21.515209197998047
2010-11-17,21.654600143432617
2010-11-18,22.3857479095459
2010-11-19,22.514066696166992
2010-11-22,22.47068214416504
2010-11-23,21.75430679321289
2010-11-24,21.951858520507812
2010-11-26,21.708145141601562
2010-11-29,21.745994567871094
2010-11-30,21.881696701049805
2010-12-01,22.911949157714844
2010-12-02,23.004262924194336
2010-12-03,22.994121551513672
2010-12-06,23.370759963989258
2010-12-07,22.78177833557129
2010-12-08,23.138124465942383
2010-12-09,23.191667556762695
2010-12-10,23.518468856811523
2010-12-13,23.94219398498535
2010-12-14,23.459383010864258
2010-12-15,23.007034301757812
2010-12-16,20.63174057006836
2010-12-17,20.425878524780273
2010-12-20,20.636354446411133
2010-12-21,20.289241790771484
2010-12-22,20.069534301757812
2010-12-23,20.152618408203125
2010-12-27,20.738826751708984
2010-12-28,20.72682762145996
2010-12-29,20.813602447509766
2010-12-30,20.65296745300293
2010-12-31,20.688982009887695
2011-01-03,20.38802719116211
2011-01-04,20.6511287689209
2011-01-05,21.259489059448242
2011-01-06,21.350013732910156
2011-01-07,21.34724998474121
2011-01-10,21.26503562927246
2011-01-11,21.191125869750977
2011-01-12,21.507986068725586
2011-01-13,21.570798873901367
2011-01-14,21.884878158569336
2011-01-18,21.951391220092773
2011-01-19,21.7416934967041
2011-01-20,21.71767807006836
2011-01-21,21.57264518737793
2011-01-24,22.07794189453125
2011-01-25,22.312583923339844
2011-01-26,22.186946868896484
2011-01-27,22.088104248046875
2011-01-28,21.696426391601562
2011-01-31,21.847923278808594
2011-02-01,21.999422073364258
2011-02-02,22.113971710205078
2011-02-03,22.66822624206543
2011-02-04,22.839120864868164
2011-02-07,23.092239379882812
2011-02-08,23.05805778503418
2011-02-09,22.955520629882812
2011-02-10,23.290843963623047
2011-02-11,23.416475296020508
2011-02-14,23.552265167236328
2011-02-15,23.65757179260254
2011-02-16,23.498695373535156
2011-02-17,23.262208938598633
2011-02-18,23.162443161010742
2011-02-22,22.852054595947266
2011-02-23,22.55091094970703
2011-02-24,22.556453704833984
2011-02-25,22.79016876220703
2011-02-28,22.222061157226562
2011-03-01,22.203575134277344
2011-03-02,22.7412109375
2011-03-03,23.246511459350586
2011-03-04,23.07099151611328
2011-03-07,22.841890335083008
2011-03-08,23.001710891723633
2011-03-09,22.90747833251953
2011-03-10,22.499183654785156
2011-03-11,22.9481258392334
2011-03-14,22.98692512512207
2011-03-15,22.599868774414062
2011-03-16,22.567537307739258
2011-03-17,22.517662048339844
2011-03-18,22.325511932373047
2011-03-21,22.9056396484375
2011-03-22,22.79479217529297
2011-03-23,22.80402183532715
2011-03-24,23.307476043701172
2011-03-25,22.881620407104492
2011-03-28,23.313011169433594
2011-03-29,23.252042770385742
2011-03-30,23.43217658996582
2011-03-31,23.252967834472656
2011-04-01,23.42201805114746
2011-04-04,24.133319854736328
2011-04-05,24.28851318359375
2011-04-06,24.53807258605957
2011-04-07,24.50941276550293
2011-04-08,24.31438446044922
2011-04-11,24.64251708984375
2011-04-12,24.305145263671875
2011-04-13,24.933666229248047
2011-04-14,24.85140609741211
2011-04-15,24.732162475585938
2011-04-18,24.498323440551758
2011-04-19,24.684104919433594
2011-04-20,24.95769691467285
2011-04-21,25.259017944335938
2011-04-25,25.08802604675293
2011-04-26,25.543697357177734
2011-04-27,25.451269149780273
2011-04-28,25.3902645111084
2011-04-29,25.500253677368164
2011-05-02,25.444805145263672
2011-05-03,26.10011863708496
2011-05-04,26.101045608520508
2011-05-05,25.37177276611328
2011-05-06,25.34867286682129
2011-05-09,25.766447067260742
2011-05-10,25.9818115234375
2011-05-11,25.707298278808594
2011-05-12,26.074243545532227
2011-05-13,25.880138397216797
2011-05-16,25.801563262939453
2011-05-17,26.069618225097656
2011-05-18,26.004915237426758
2011-05-19,26.25539779663086
2011-05-20,25.655534744262695
2011-05-23,25.13701629638672
2011-05-24,24.96417236328125
2011-05-25,25.369932174682617
2011-05-26,26.074243545532227
2011-05-27,26.36446762084961
2011-05-31,26.531768798828125
2011-06-01,25.941143035888672
2011-06-02,26.134321212768555
2011-06-03,25.608396530151367
2011-06-06,25.133316040039062
2011-06-07,25.344051361083984
2011-06-08,24.955856323242188
2011-06-09,25.112974166870117
2011-06-10,24.681333541870117
2011-06-13,24.717384338378906
2011-06-14,25.33665657043457
2011-06-15,24.999284744262695
2011-06-16,24.64897918701172
2011-06-17,24.594451904296875
2011-06-20,24.951229095458984
2011-06-21,25.328344345092773
2011-06-22,25.061220169067383
2011-06-23,25.24515151977539
2011-06-24,25.344051361083984
2011-06-27,25.196157455444336
2011-06-28,25.716535568237305
2011-06-29,28.625280380249023
2011-06-30,27.852571487426758
2011-07-01,29.066171646118164
2011-07-05,29.203887939453125
2011-07-06,28.93479347229004
2011-07-07,29.5007266998291
2011-07-08,29.155794143676758
2011-07-11,28.431745529174805
2011-07-12,28.103466033935547
2011-07-13,28.28655433654785
2011-07-14,28.267141342163086
2011-07-15,28.440061569213867
2011-07-18,28.440061569213867
2011-07-19,28.7951602935791
2011-07-20,28.506641387939453
2011-07-21,28.714698791503906
2011-07-22,29.04945182800293
2011-07-25,29.25381851196289
2011-07-26,28.92183494567871
2011-07-27,28.027629852294922
2011-07-28,28.379945755004883
2011-07-29,28.04242515563965
2011-08-01,28.122879028320312
2011-08-02,27.602256774902344
2011-08-03,31.299325942993164
2011-08-04,29.8317813873291
2011-08-05,30.19611930847168
2011-08-08,26.998409271240234
2011-08-09,29.851192474365234
2011-08-10,28.08496856689453
2011-08-11,30.27472686767578
2011-08-12,30.33761215209961
2011-08-15,30.978452682495117
2011-08-16,30.978452682495117
2011-08-17,30.166536331176758
2011-08-18,28.19593048095703
2011-08-19,27.756681442260742
2011-08-22,28.296730041503906
2011-08-23,29.812355041503906
2011-08-24,30.07219886779785
2011-08-25,29.855825424194336
2011-08-26,30.084238052368164
2011-08-29,30.272871017456055
2011-08-30,30.491117477416992
2011-08-31,30.489259719848633
2011-09-01,30.521635055541992
2011-09-02,29.654232025146484
2011-09-06,29.8687686920166
2011-09-07,31.357593536376953
2011-09-08,31.247554779052734
2011-09-09,29.77814483642578
2011-09-12,29.779993057250977
2011-09-13,30.41065788269043
2011-09-14,31.184661865234375
2011-09-15,32.1750373840332
2011-09-16,32.083492279052734
2011-09-19,32.17873764038086
2011-09-20,32.7150993347168
2011-09-21,31.530517578125
2011-09-22,30.604862213134766
2011-09-23,31.16615104675293
2011-09-26,30.922962188720703
2011-09-27,31.266035079956055
2011-09-28,30.49943733215332
2011-09-29,30.3653507232666
2011-09-30,29.32872772216797
2011-10-03,28.74799919128418
2011-10-04,28.450237274169922
2011-10-05,28.988693237304688
2011-10-06,29.259761810302734
2011-10-07,28.815671920776367
2011-10-10,30.143308639526367
2011-10-11,30.485639572143555
2011-10-12,30.34500503540039
2011-10-13,31.08514976501465
2011-10-14,31.60231590270996
2011-10-17,31.004667282104492
2011-10-18,31.445968627929688
2011-10-19,29.95457649230957
2011-10-20,30.131288528442383
2011-10-21,30.84552574157715
2011-10-24,31.519994735717773
2011-10-25,30.300588607788086
2011-10-26,30.44397735595703
2011-10-27,32.302677154541016
2011-10-28,32.805057525634766
2011-10-31,32.1259880065918
2011-11-01,30.928800582885742
2011-11-02,33.09001922607422
2011-11-03,33.91621398925781
2011-11-04,33.3148307800293
2011-11-07,33.85329055786133
2011-11-08,34.053138732910156
2011-11-09,33.069671630859375
2011-11-10,33.31669616699219
2011-11-11,34.24555969238281
2011-11-14,33.97911834716797
2011-11-15,34.35472869873047
2011-11-16,33.39902114868164
2011-11-17,33.25008010864258
2011-11-18,33.34537124633789
2011-11-21,32.547855377197266
2011-11-22,32.80229187011719
2011-11-23,32.108402252197266
2011-11-25,32.029754638671875
2011-11-28,33.23711013793945
2011-11-29,33.091861724853516
2011-11-30,34.65264129638672
2011-12-01,35.24569320678711
2011-12-02,35.006980895996094
2011-12-05,34.49443435668945
2011-12-06,34.35196304321289
2011-12-07,34.634151458740234
2011-12-08,34.16786193847656
2011-12-09,34.918174743652344
2011-12-12,34.3501091003418
2011-12-13,34.13362503051758
2011-12-14,33.41013717651367
2011-12-15,33.233421325683594
2011-12-16,33.5063362121582
2011-12-19,33.189945220947266
2011-12-20,34.59343338012695
2011-12-21,34.61840057373047
2011-12-22,34.34734344482422
2011-12-23,34.9857177734375
2011-12-27,34.671146392822266
2011-12-28,34.58139419555664
2011-12-29,34.996803283691406
2011-12-30,34.492584228515625
2012-01-03,34.080875396728516
2012-01-04,32.959571838378906
2012-01-05,32.61802673339844
2012-01-06,31.739665985107422
2012-01-09,32.00808334350586
2012-01-10,32.28667449951172
2012-01-11,31.605464935302734
2012-01-12,31.774837493896484
2012-01-13,31.38424301147461
2012-01-17,32.02195739746094
2012-01-18,32.61524200439453
2012-01-19,32.66338348388672
2012-01-20,31.530494689941406
2012-01-23,31.38239288330078
2012-01-24,31.717445373535156
2012-01-25,32.28113555908203
2012-01-26,32.19410705566406
2012-01-27,32.28297424316406
2012-01-30,32.577293395996094
2012-01-31,32.91051483154297
2012-02-01,33.10024642944336
2012-02-02,35.31699752807617
2012-02-03,36.12688446044922
2012-02-06,36.2184944152832
2012-02-07,36.36660385131836
2012-02-08,36.55170822143555
2012-02-09,36.68960952758789
2012-02-10,36.66553497314453
2012-02-13,36.71275329589844
2012-02-14,36.610939025878906
2012-02-15,36.37122344970703
2012-02-16,36.3888053894043
2012-02-17,36.652591705322266
2012-02-21,36.98117446899414
2012-02-22,37.65497970581055
2012-02-23,37.587425231933594
2012-02-24,38.467647552490234
2012-02-27,39.00353240966797
2012-02-28,39.24140167236328
2012-02-29,38.87395095825195
2012-03-01,38.91375732421875
2012-03-02,38.2056999206543
2012-03-05,38.65367889404297
2012-03-06,37.79475784301758
2012-03-07,38.10944747924805
2012-03-08,38.620357513427734
2012-03-09,38.82952880859375
2012-03-12,38.861000061035156
2012-03-13,39.171993255615234
2012-03-14,39.005393981933594
2012-03-15,38.832313537597656
2012-03-16,38.88968276977539
2012-03-19,39.345069885253906
2012-03-20,38.77954864501953
2012-03-21,38.68330001831055
2012-03-22,38.581485748291016
2012-03-23,39.24510955810547
2012-03-26,40.32525634765625
2012-03-27,39.860626220703125
2012-03-28,39.57000732421875
2012-03-29,39.63478088378906
2012-03-30,38.92393112182617
2012-04-02,39.98927688598633
2012-04-03,40.541831970214844
2012-04-04,39.91386032104492
2012-04-05,40.7391242980957
2012-04-09,40.687255859375
2012-04-10,39.33869934082031
2012-04-11,39.83051300048828
2012-04-12,40.19544982910156
2012-04-13,40.795616149902344
2012-04-16,40.07318115234375
2012-04-17,40.60760498046875
2012-04-18,40.447364807128906
2012-04-19,40.458473205566406
2012-04-20,40.79376983642578
2012-04-23,39.850894927978516
2012-04-24,39.8546028137207
2012-04-25,41.221675872802734
2012-04-26,42.0478515625
2012-04-27,42.381290435791016
2012-04-30,41.889469146728516
2012-05-01,42.225669860839844
2012-05-02,41.813533782958984
2012-05-03,40.97806930541992
2012-05-04,40.72430419921875
2012-05-07,40.39364242553711
2012-05-08,39.978729248046875
2012-05-09,39.162742614746094
2012-05-10,39.17660140991211
2012-05-11,39.12289047241211
2012-05-14,38.38563919067383
2012-05-15,38.38841247558594
2012-05-16,37.91604995727539
2012-05-17,36.916683197021484
2012-05-18,36.544349670410156
2012-05-21,38.02811813354492
2012-05-22,38.29301452636719
2012-05-23,38.63109588623047
2012-05-24,38.88486099243164
2012-05-25,38.34117889404297
2012-05-29,38.53474044799805
2012-05-30,38.12074661254883
2012-05-31,37.651153564453125
2012-06-01,36.28685760498047
2012-06-04,37.0722770690918
2012-06-05,37.80768966674805
2012-06-06,38.898738861083984
2012-06-07,38.503257751464844
2012-06-08,38.5810661315918
2012-06-11,38.33005142211914
2012-06-12,38.69221496582031
2012-06-13,37.95124435424805
2012-06-14,38.81261444091797
2012-06-15,39.52024459838867
2012-06-18,39.42113494873047
2012-06-19,39.601741790771484
2012-06-20,39.71659851074219
2012-06-21,39.00897216796875
2012-06-22,40.29732131958008
2012-06-25,39.689720153808594
2012-06-26,40.03242111206055
2012-06-27,40.0046501159668
2012-06-28,39.02103042602539
2012-06-29,39.83700942993164
2012-07-02,40.743751525878906
2012-07-03,40.91695022583008
2012-07-05,41.15608215332031
2012-07-06,40.93178176879883
2012-07-09,39.971588134765625
2012-07-10,38.950199127197266
2012-07-11,38.9168586730957
2012-07-12,39.32094192504883
2012-07-13,39.816795349121094
2012-07-16,40.49244689941406
2012-07-17,40.38031768798828
2012-07-18,40.48596954345703
2012-07-19,39.662933349609375
2012-07-20,39.218990325927734
2012-07-23,38.55445861816406
2012-07-24,37.99000930786133
2012-07-25,38.21616744995117
2012-07-26,39.276458740234375
2012-07-27,40.47948455810547
2012-07-30,40.887290954589844
2012-07-31,40.462806701660156
2012-08-01,39.59437561035156
2012-08-02,39.24495315551758
2012-08-03,39.30983352661133
2012-08-06,38.91313171386719
2012-08-07,38.59339141845703
2012-08-08,39.33946990966797
2012-08-09,39.47758483886719
2012-08-10,39.485904693603516
2012-08-13,39.4488410949707
2012-08-14,39.675926208496094
2012-08-15,39.58416748046875
2012-08-16,39.71670913696289
2012-08-17,39.5582160949707
2012-08-20,39.59437561035156
2012-08-21,39.23381805419922
2012-08-22,39.03826141357422
2012-08-23,38.772254943847656
2012-08-24,39.154109954833984
2012-08-27,39.24401092529297
2012-08-28,39.35338592529297
2012-08-29,39.466453552246094
2012-08-30,39.01510238647461
2012-08-31,39.195823669433594
2012-09-04,39.33298873901367
2012-09-05,39.121681213378906
2012-09-06,40.09484100341797
2012-09-07,40.428504943847656
2012-09-10,40.5480842590332
2012-09-11,41.04669952392578
2012-09-12,41.37480926513672
2012-09-13,42.19505310058594
2012-09-14,42.09495544433594
2012-09-17,42.031925201416016
2012-09-18,41.98375701904297
2012-09-19,41.88270568847656
2012-09-20,42.09495544433594
2012-09-21,42.589881896972656
2012-09-24,42.197837829589844
2012-09-25,41.84841537475586
2012-09-26,41.32197189331055
2012-09-27,41.90867233276367
2012-09-28,41.844730377197266
2012-10-01,42.34611892700195
2012-10-02,42.41657257080078
2012-10-03,43.90969467163086
2012-10-04,44.01349639892578
2012-10-05,44.07750701904297
2012-10-08,43.767738342285156
2012-10-09,43.11390686035156
2012-10-10,42.85515594482422
2012-10-11,43.827091217041016
2012-10-12,43.90036392211914
2012-10-15,44.128509521484375
2012-10-16,44.424354553222656
2012-10-17,44.79438400268555
2012-10-18,44.12943649291992
2012-10-19,43.59431076049805
2012-10-22,43.30403518676758
2012-10-23,42.648353576660156
2012-10-24,42.15496063232422
2012-10-25,41.67455291748047
2012-10-26,42.01029968261719
2012-10-31,42.7475700378418
2012-11-01,43.467247009277344
2012-11-02,43.537742614746094
2012-11-05,43.1853141784668
2012-11-06,43.75382995605469
2012-11-07,43.09721374511719
2012-11-08,42.82827377319336
2012-11-09,43.093509674072266
2012-11-12,43.588741302490234
2012-11-13,43.7018928527832
2012-11-14,42.968299865722656
2012-11-15,42.39794158935547
2012-11-16,43.08700180053711
2012-11-19,44.39373779296875
2012-11-20,44.29081344604492
2012-11-21,44.46330261230469
2012-11-23,44.63116455078125
2012-11-26,44.51894760131836
2012-11-27,44.376121520996094
2012-11-28,44.656211853027344
2012-11-29,45.09208679199219
2012-11-30,45.3211669921875
2012-12-03,45.13290786743164
2012-12-04,44.833343505859375
2012-12-05,44.33068084716797
2012-12-06,44.597782135009766
2012-12-07,44.15354537963867
2012-12-10,44.47907638549805
2012-12-11,44.65713882446289
2012-12-12,44.835201263427734
2012-12-13,44.92701721191406
2012-12-14,44.729461669921875
2012-12-17,45.38051986694336
2012-12-18,45.71067428588867
2012-12-19,45.38701629638672
2012-12-20,46.234676361083984
2012-12-21,45.77467727661133
2012-12-24,45.909156799316406
2012-12-26,45.091163635253906
2012-12-27,45.24604034423828
2012-12-28,44.80180740356445
2012-12-31,45.56228256225586
2013-01-02,47.323463439941406
2013-01-03,47.391170501708984
2013-01-04,47.389320373535156
2013-01-07,48.2105598449707
2013-01-08,48.051883697509766
2013-01-09,49.403926849365234
2013-01-10,48.96406936645508
2013-01-11,49.059661865234375
2013-01-14,48.57989501953125
2013-01-15,48.51402282714844
2013-01-16,48.373878479003906
2013-01-17,48.56503677368164
2013-01-18,48.346981048583984
2013-01-22,48.23190689086914
2013-01-23,48.02775573730469
2013-01-24,48.463890075683594
2013-01-25,48.20035934448242
2013-01-28,47.708526611328125
2013-01-29,48.113136291503906
2013-01-30,47.882999420166016
2013-01-31,48.10569381713867
2013-02-01,48.13447189331055
2013-02-04,47.71781921386719
2013-02-05,48.31822204589844
2013-02-06,48.58360290527344
2013-02-07,48.21242141723633
2013-02-08,48.668983459472656
2013-02-11,48.33304214477539
2013-02-12,48.22077560424805
2013-02-13,48.18088150024414
2013-02-14,48.454627990722656
2013-02-15,48.54462432861328
2013-02-19,48.51957321166992
2013-02-20,47.59624099731445
2013-02-21,48.216121673583984
2013-02-22,48.609580993652344
2013-02-25,47.409725189208984
2013-02-26,47.29835891723633
2013-02-27,47.807830810546875
2013-02-28,48.051883697509766
2013-03-01,48.096431732177734
2013-03-04,48.3850212097168
2013-03-05,48.913047790527344
2013-03-06,48.95756530761719
2013-03-07,48.873130798339844
2013-03-08,49.11069869995117
2013-03-11,49.26472854614258
2013-03-12,48.54740524291992
2013-03-13,48.94828414916992
2013-03-14,48.92045593261719
2013-03-15,48.19572067260742
2013-03-18,47.79111862182617
2013-03-19,47.47466278076172
2013-03-20,48.126121520996094
2013-03-21,47.698341369628906
2013-03-22,48.02219009399414
2013-03-25,48.25325393676758
2013-03-26,49.68973922729492
2013-03-27,49.927303314208984
2013-03-28,50.21498107910156
2013-04-01,49.853057861328125
2013-04-02,50.16487503051758
2013-04-03,49.48373031616211
2013-04-04,49.57375717163086
2013-04-05,49.38608169555664
2013-04-08,49.64341354370117
2013-04-09,49.01820373535156
2013-04-10,49.64899444580078
2013-04-11,50.28165054321289
2013-04-12,49.51521301269531
2013-04-15,48.467308044433594
2013-04-16,49.38423156738281
2013-04-17,48.84354782104492
2013-04-18,48.40135192871094
2013-04-19,48.490516662597656
2013-04-22,48.50444030761719
2013-04-23,49.33032989501953
2013-04-24,49.42509460449219
2013-04-25,49.71495056152344
2013-04-26,49.73261642456055
2013-04-29,50.07447814941406
2013-04-30,51.36766052246094
2013-05-01,50.14973068237305
2013-05-02,50.680213928222656
2013-05-03,51.425262451171875
2013-05-06,50.88458251953125
2013-05-07,51.2125129699707
2013-05-08,51.441062927246094
2013-05-09,51.270111083984375
2013-05-10,51.57203674316406
2013-05-13,51.638004302978516
2013-05-14,52.92374038696289
2013-05-15,53.358524322509766
2013-05-16,52.96648025512695
2013-05-17,54.32655334472656
2013-05-20,54.19276809692383
2013-05-21,54.33305358886719
2013-05-22,53.57683563232422
2013-05-23,52.92840576171875
2013-05-24,53.089115142822266
2013-05-28,53.486724853515625
2013-05-29,53.23310470581055
2013-05-30,53.525753021240234
2013-05-31,52.976715087890625
2013-06-03,53.50251388549805
2013-06-04,52.78811264038086
2013-06-05,51.98453140258789
2013-06-06,52.48433303833008
2013-06-07,52.60509490966797
2013-06-10,52.56142807006836
2013-06-11,52.06534957885742
2013-06-12,51.83680725097656
2013-06-13,53.299068450927734
2013-06-14,53.061248779296875
2013-06-17,53.7143440246582
2013-06-18,54.29218292236328
2013-06-19,54.474266052246094
2013-06-20,53.2061653137207
2013-06-21,53.25910186767578
2013-06-24,52.26601791381836
2013-06-25,52.44994354248047
2013-06-26,52.9534797668457
2013-06-27,53.01665115356445
2013-06-28,53.37154006958008
2013-07-01,54.18069076538086
2013-07-02,54.16676330566406
2013-07-03,54.456626892089844
2013-07-05,55.335418701171875
2013-07-08,54.80164337158203
2013-07-09,55.20151901245117
2013-07-10,54.9522819519043
2013-07-11,55.892478942871094
2013-07-12,55.69158172607422
2013-07-15,55.41353225708008
2013-07-16,54.84814453125
2013-07-17,55.17919921875
2013-07-18,55.511199951171875
2013-07-19,55.17733383178711
2013-07-22,56.03940200805664
2013-07-23,55.61161804199219
2013-07-24,54.959720611572266
2013-07-25,55.7027702331543
2013-07-26,55.625572204589844
2013-07-29,55.520484924316406
2013-07-30,55.929664611816406
2013-07-31,56.784297943115234
2013-08-01,60.11077117919922
2013-08-02,60.03544235229492
2013-08-05,59.745296478271484
2013-08-06,60.819400787353516
2013-08-07,60.10518264770508
2013-08-08,60.060546875
2013-08-09,59.32775115966797
2013-08-12,58.65444564819336
2013-08-13,58.89716339111328
2013-08-14,58.58563232421875
2013-08-15,57.54035949707031
2013-08-16,57.49106216430664
2013-08-19,57.647308349609375
2013-08-20,57.88166046142578
2013-08-21,57.59337615966797
2013-08-22,57.757965087890625
2013-08-23,58.22575378417969
2013-08-26,57.20927429199219
2013-08-27,56.53413772583008
2013-08-28,56.784297943115234
2013-08-29,56.966590881347656
2013-08-30,56.363040924072266
2013-09-03,57.978370666503906
2013-09-04,57.97371292114258
2013-09-05,58.494503021240234
2013-09-06,59.20311737060547
2013-09-09,59.554656982421875
2013-09-10,60.586910247802734
2013-09-11,61.234161376953125
2013-09-12,62.07673645019531
2013-09-13,61.97349548339844
2013-09-16,62.40031814575195
