Date,GD
2010-11-05,49.42713928222656
2010-11-08,49.2426643371582
2010-11-09,49.10075378417969
2010-11-10,48.39828872680664
2010-11-11,47.8377571105957
2010-11-12,47.18498229980469
2010-11-15,47.2204475402832
2010-11-16,46.50380325317383
2010-11-17,46.39736557006836
2010-11-18,47.575218200683594
2010-11-19,47.255916595458984
2010-11-22,47.01469039916992
2010-11-23,47.17076873779297
2010-11-24,48.26348114013672
2010-11-26,47.6248893737793
2010-11-29,47.0501594543457
2010-11-30,46.894046783447266
2010-12-01,47.97966003417969
2010-12-02,48.107398986816406
2010-12-03,47.95128631591797
2010-12-06,47.986759185791016
2010-12-07,48.76727294921875
2010-12-08,48.582759857177734
2010-12-09,48.88079833984375
2010-12-10,49.35617446899414
2010-12-13,49.2426643371582
2010-12-14,49.65420150756836
2010-12-15,49.207176208496094
2010-12-16,49.96638870239258
2010-12-17,49.86707305908203
2010-12-20,49.67548751831055
2010-12-21,49.803226470947266
2010-12-22,50.0444450378418
2010-12-23,50.39212417602539
2010-12-27,50.448890686035156
2010-12-28,50.39212417602539
2010-12-29,50.257328033447266
2010-12-30,50.21471405029297
2010-12-31,50.34955596923828
2011-01-03,49.64710235595703
2011-01-04,49.874149322509766
2011-01-05,50.10121154785156
2011-01-06,50.654685974121094
2011-01-07,51.09457778930664
2011-01-10,50.50566101074219
2011-01-11,50.55533218383789
2011-01-12,50.79086685180664
2011-01-13,51.233402252197266
2011-01-14,51.51891326904297
2011-01-18,51.91144943237305
2011-01-19,51.86861801147461
2011-01-20,52.42536163330078
2011-01-21,52.082767486572266
2011-01-24,51.918601989746094
2011-01-25,52.93928146362305
2011-01-26,53.274742126464844
2011-01-27,54.38821029663086
2011-01-28,52.910736083984375
2011-01-31,53.81718063354492
2011-02-01,54.26683807373047
2011-02-02,54.302547454833984
2011-02-03,54.00276184082031
2011-02-04,53.97422790527344
2011-02-07,54.55950164794922
2011-02-08,55.565887451171875
2011-02-09,55.6015739440918
2011-02-10,55.14479446411133
2011-02-11,55.2803955078125
2011-02-14,54.86640167236328
2011-02-15,55.40172576904297
2011-02-16,54.99488067626953
2011-02-17,55.173336029052734
2011-02-18,55.7514533996582
2011-02-22,54.402462005615234
2011-02-23,53.85286331176758
2011-02-24,54.32392883300781
2011-02-25,54.202606201171875
2011-02-28,54.331092834472656
2011-03-01,53.581634521484375
2011-03-02,53.61021041870117
2011-03-03,55.4302864074707
2011-03-04,54.47384262084961
2011-03-07,53.85286331176758
2011-03-08,54.645145416259766
2011-03-09,54.944923400878906
2011-03-10,53.78150939941406
2011-03-11,54.338218688964844
2011-03-14,53.87429428100586
2011-03-15,53.41035461425781
2011-03-16,52.639503479003906
2011-03-17,52.789390563964844
2011-03-18,53.08915710449219
2011-03-21,54.0384407043457
2011-03-22,54.273983001708984
2011-03-23,54.409610748291016
2011-03-24,54.85213088989258
2011-03-25,54.609466552734375
2011-03-28,54.19548034667969
2011-03-29,54.43815994262695
2011-03-30,54.245452880859375
2011-03-31,54.645145416259766
2011-04-01,55.25897216796875
2011-04-04,52.36825942993164
2011-04-05,53.246185302734375
2011-04-06,53.684326171875
2011-04-07,53.83517074584961
2011-04-08,53.51913833618164
2011-04-11,52.973243713378906
2011-04-12,52.377071380615234
2011-04-13,51.579769134521484
2011-04-14,51.328369140625
2011-04-15,51.63005065917969
2011-04-18,50.847129821777344
2011-04-19,51.04106140136719
2011-04-20,51.98200988769531
2011-04-21,51.895816802978516
2011-04-25,51.816795349121094
2011-04-26,52.17595672607422
2011-04-27,52.23339080810547
2011-04-28,51.39303970336914
2011-04-29,52.30524444580078
2011-05-02,52.858314514160156
2011-05-03,53.37548065185547
2011-05-04,52.94452667236328
2011-05-05,52.930145263671875
2011-05-06,53.468841552734375
2011-05-09,53.56220626831055
2011-05-10,53.504756927490234
2011-05-11,53.684326171875
2011-05-12,53.734619140625
2011-05-13,53.41857147216797
2011-05-16,53.325191497802734
2011-05-17,52.793663024902344
2011-05-18,53.15280532836914
2011-05-19,53.06663513183594
2011-05-20,52.4560661315918
2011-05-23,51.2780876159668
2011-05-24,50.96207046508789
2011-05-25,50.66038513183594
2011-05-26,50.42334747314453
2011-05-27,51.18472671508789
2011-05-31,53.31083679199219
2011-06-01,51.57258224487305
2011-06-02,51.29963684082031
2011-06-03,50.71065139770508
2011-06-06,50.782474517822266
2011-06-07,50.75375747680664
2011-06-08,50.5670166015625
2011-06-09,50.63163757324219
2011-06-10,49.827178955078125
2011-06-13,50.021095275878906
2011-06-14,50.59573745727539
2011-06-15,50.890235900878906
2011-06-16,51.19906234741211
2011-06-17,51.47922134399414
2011-06-20,52.269317626953125
2011-06-21,52.72184753417969
2011-06-22,52.693111419677734
2011-06-23,52.36270523071289
2011-06-24,51.924560546875
2011-06-27,52.621273040771484
2011-06-28,52.966068267822266
2011-06-29,53.42147445678711
2011-06-30,53.86967468261719
2011-07-01,54.802188873291016
2011-07-05,54.14436340332031
2011-07-06,53.949180603027344
2011-07-07,54.65037536621094
2011-07-08,53.97087478637695
2011-07-11,53.30582046508789
2011-07-12,52.75642013549805
2011-07-13,52.51786804199219
2011-07-14,51.59257888793945
2011-07-15,50.86245346069336
2011-07-18,50.21184539794922
2011-07-19,50.55160140991211
2011-07-20,50.558837890625
2011-07-21,51.73713684082031
2011-07-22,51.18052291870117
2011-07-25,51.433536529541016
2011-07-26,50.833534240722656
2011-07-27,49.61183547973633
2011-07-28,48.975711822509766
2011-07-29,49.25763702392578
2011-08-01,48.802223205566406
2011-08-02,47.826324462890625
2011-08-03,47.638362884521484
2011-08-04,45.701026916503906
2011-08-05,46.58294677734375
2011-08-08,43.951629638671875
2011-08-09,45.122718811035156
2011-08-10,42.20223617553711
2011-08-11,44.46488952636719
2011-08-12,44.226318359375
2011-08-15,45.375728607177734
2011-08-16,44.8480110168457
2011-08-17,44.73236083984375
2011-08-18,42.09381103515625
2011-08-19,41.54440689086914
2011-08-22,42.072139739990234
2011-08-23,43.019107818603516
2011-08-24,44.0962028503418
2011-08-25,43.373329162597656
2011-08-26,44.29861831665039
2011-08-29,45.54921340942383
2011-08-30,46.2287483215332
2011-08-31,46.32271957397461
2011-09-01,45.61426544189453
2011-09-02,44.0528450012207
2011-09-06,43.59017562866211
2011-09-07,44.34922409057617
2011-09-08,43.662479400634766
2011-09-09,42.65044021606445
2011-09-12,42.57815170288086
2011-09-13,42.6431999206543
2011-09-14,43.272117614746094
2011-09-15,44.25524139404297
2011-09-16,43.80705261230469
2011-09-19,43.496212005615234
2011-09-20,43.04802322387695
2011-09-21,41.39982986450195
2011-09-22,40.38779067993164
2011-09-23,40.4239387512207
2011-09-26,41.09622573852539
2011-09-27,42.13718795776367
2011-09-28,41.52273941040039
2011-09-29,42.05767059326172
2011-09-30,41.125152587890625
2011-10-03,40.24321746826172
2011-10-04,41.28416442871094
2011-10-05,42.064083099365234
2011-10-06,42.9678955078125
2011-10-07,43.405235290527344
2011-10-10,44.957759857177734
2011-10-11,44.8120002746582
2011-10-12,45.57001876831055
2011-10-13,45.052528381347656
2011-10-14,45.22016525268555
2011-10-17,44.411109924316406
2011-10-18,45.65749740600586
2011-10-19,45.533592224121094
2011-10-20,46.029232025146484
2011-10-21,47.61091995239258
2011-10-24,47.83686065673828
2011-10-25,47.567176818847656
2011-10-26,46.56861114501953
2011-10-27,47.822288513183594
2011-10-28,47.72025680541992
2011-10-31,46.787269592285156
2011-11-01,44.775550842285156
2011-11-02,45.154571533203125
2011-11-03,46.37909698486328
2011-11-04,46.247894287109375
2011-11-07,46.794559478759766
2011-11-08,47.47242736816406
2011-11-09,45.890750885009766
2011-11-10,46.19687271118164
2011-11-11,47.9024772644043
2011-11-14,47.60363006591797
2011-11-15,48.099273681640625
2011-11-16,47.39224624633789
2011-11-17,46.22602081298828
2011-11-18,46.53215026855469
2011-11-21,45.97091293334961
2011-11-22,46.371803283691406
2011-11-23,44.19971466064453
2011-11-25,44.556880950927734
2011-11-28,46.69251251220703
2011-11-29,46.56861114501953
2011-11-30,48.15028762817383
2011-12-01,48.471004486083984
2011-12-02,47.9024772644043
2011-12-05,47.85145568847656
2011-12-06,48.004512786865234
2011-12-07,47.85875701904297
2011-12-08,46.75812530517578
2011-12-09,47.42869186401367
2011-12-12,46.65608215332031
2011-12-13,46.28434371948242
2011-12-14,46.072967529296875
2011-12-15,46.138572692871094
2011-12-16,46.065673828125
2011-12-19,45.52629470825195
2011-12-20,47.26103973388672
2011-12-21,47.21731948852539
2011-12-22,48.208595275878906
2011-12-23,48.368961334228516
2011-12-27,48.51472091674805
2011-12-28,48.070133209228516
2011-12-29,48.77712631225586
2011-12-30,48.4054069519043
2012-01-03,49.564334869384766
2012-01-04,49.651817321777344
2012-01-05,49.12701416015625
2012-01-06,49.287357330322266
2012-01-09,49.834022521972656
2012-01-10,50.97108459472656
2012-01-11,51.08769607543945
2012-01-12,51.7072639465332
2012-01-13,51.45943069458008
2012-01-17,52.07900619506836
2012-01-18,52.548561096191406
2012-01-19,52.98146057128906
2012-01-20,53.1722297668457
2012-01-23,52.636627197265625
2012-01-24,52.343116760253906
2012-01-25,52.51189041137695
2012-01-26,52.46788024902344
2012-01-27,51.616764068603516
2012-01-30,50.7509651184082
2012-01-31,50.74363708496094
2012-02-01,51.14717102050781
2012-02-02,51.1691780090332
2012-02-03,51.734153747558594
2012-02-06,52.203731536865234
2012-02-07,52.31378173828125
2012-02-08,52.52656555175781
2012-02-09,51.983612060546875
2012-02-10,51.58007049560547
2012-02-13,51.4480094909668
2012-02-14,51.477359771728516
2012-02-15,51.39664840698242
2012-02-16,51.66809844970703
2012-02-17,52.00562286376953
2012-02-21,52.189056396484375
2012-02-22,51.653465270996094
2012-02-23,51.800174713134766
2012-02-24,53.120872497558594
2012-02-27,53.1868896484375
2012-02-28,53.37033462524414
2012-02-29,53.7298469543457
2012-03-01,53.50973892211914
2012-03-02,53.30430221557617
2012-03-05,53.19424819946289
2012-03-06,51.983612060546875
2012-03-07,52.2771110534668
2012-03-08,52.8347282409668
2012-03-09,52.66593933105469
2012-03-12,52.636627197265625
2012-03-13,53.619773864746094
2012-03-14,53.63446044921875
2012-03-15,53.81056213378906
2012-03-16,53.48774719238281
2012-03-19,53.546424865722656
2012-03-20,53.076839447021484
2012-03-21,53.03281784057617
2012-03-22,53.01082992553711
2012-03-23,53.39967727661133
2012-03-26,54.22878646850586
2012-03-27,53.964637756347656
2012-03-28,53.649147033691406
2012-03-29,53.30430221557617
2012-03-30,53.83991241455078
2012-04-02,54.36086654663086
2012-04-03,53.63446044921875
2012-04-04,53.28961181640625
2012-04-05,52.68063735961914
2012-04-09,51.96160125732422
2012-04-10,50.978431701660156
2012-04-11,51.25928497314453
2012-04-12,51.48843002319336
2012-04-13,50.911903381347656
2012-04-16,51.148414611816406
2012-04-17,51.65103530883789
2012-04-18,51.40713882446289
2012-04-19,50.9488525390625
2012-04-20,51.56235885620117
2012-04-23,51.20014572143555
2012-04-24,51.78407669067383
2012-04-25,49.93623352050781
2012-04-26,49.55928039550781
2012-04-27,49.9510383605957
2012-04-30,49.89189529418945
2012-05-01,50.246681213378906
2012-05-02,50.43885040283203
2012-05-03,50.37232208251953
2012-05-04,49.55928039550781
2012-05-07,49.832759857177734
2012-05-08,49.91404342651367
2012-05-09,49.078834533691406
2012-05-10,49.18232727050781
2012-05-11,49.1749153137207
2012-05-14,49.004940032958984
2012-05-15,48.583614349365234
2012-05-16,48.19187545776367
2012-05-17,47.09794235229492
2012-05-18,46.817081451416016
2012-05-21,47.71142578125
2012-05-22,47.652305603027344
2012-05-23,47.75576400756836
2012-05-24,46.817081451416016
2012-05-25,46.99446105957031
2012-05-29,47.5636100769043
2012-05-30,47.179256439208984
2012-05-31,47.312294006347656
2012-06-01,46.35881805419922
2012-06-04,45.797054290771484
2012-06-05,45.81183624267578
2012-06-06,47.02402114868164
2012-06-07,47.07577133178711
2012-06-08,47.349246978759766
2012-06-11,47.11274337768555
2012-06-12,47.4009895324707
2012-06-13,46.92793273925781
2012-06-14,47.312294006347656
2012-06-15,47.94055938720703
2012-06-18,47.86665725708008
2012-06-19,48.18449401855469
2012-06-20,47.78535842895508
2012-06-21,46.75054168701172
2012-06-22,46.757938385009766
2012-06-25,45.98923110961914
2012-06-26,45.80445861816406
2012-06-27,46.72837448120117
2012-06-28,46.68402099609375
2012-06-29,48.75362014770508
2012-07-02,48.827537536621094
2012-07-03,49.289363861083984
2012-07-05,49.34149932861328
2012-07-06,48.59663009643555
2012-07-09,48.4550895690918
2012-07-10,47.99324417114258
2012-07-11,47.60591125488281
2012-07-12,47.31540298461914
2012-07-13,48.313541412353516
2012-07-16,47.70275115966797
2012-07-17,48.18693542480469
2012-07-18,49.013763427734375
2012-07-19,49.15529251098633
2012-07-20,48.3954963684082
2012-07-23,47.61335754394531
2012-07-24,47.22601318359375
2012-07-25,46.18317413330078
2012-07-26,46.85356521606445
2012-07-27,47.54633331298828
2012-07-30,47.27816390991211
2012-07-31,47.25580978393555
2012-08-01,46.96531295776367
2012-08-02,46.17571258544922
2012-08-03,47.00254440307617
2012-08-06,46.91316604614258
2012-08-07,47.59844970703125
2012-08-08,47.62080383300781
2012-08-09,47.24835968017578
2012-08-10,47.36009979248047
2012-08-13,47.18132781982422
2012-08-14,47.516517639160156
2012-08-15,47.821929931640625
2012-08-16,48.68598937988281
2012-08-17,48.939266204833984
2012-08-20,49.259559631347656
2012-08-21,49.55751037597656
2012-08-22,49.38619613647461
2012-08-23,48.87221908569336
2012-08-24,49.22975158691406
2012-08-27,48.879669189453125
2012-08-28,48.98394775390625
2012-08-29,49.051002502441406
2012-08-30,48.65620803833008
2012-08-31,48.79773712158203
2012-09-04,48.157135009765625
2012-09-05,48.25395965576172
2012-09-06,49.69903564453125
2012-09-07,50.05659103393555
2012-09-10,49.4011116027832
2012-09-11,49.14784240722656
2012-09-12,49.06589889526367
2012-09-13,49.25211715698242
2012-09-14,49.74374008178711
2012-09-17,49.624576568603516
2012-09-18,49.64690017700195
2012-09-19,49.542625427246094
2012-09-20,49.371307373046875
2012-09-21,49.274471282958984
2012-09-24,49.43833923339844
2012-09-25,49.51284408569336
2012-09-26,49.61711120605469
2012-09-27,49.505374908447266
2012-09-28,49.25211715698242
2012-10-01,50.220462799072266
2012-10-02,50.13109588623047
2012-10-03,49.88339614868164
2012-10-04,50.15361022949219
2012-10-05,50.50638198852539
2012-10-08,49.87588882446289
2012-10-09,49.49309158325195
2012-10-10,48.90763854980469
2012-10-11,49.230377197265625
2012-10-12,49.61318588256836
2012-10-15,49.658241271972656
2012-10-16,50.45383071899414
2012-10-17,50.784095764160156
2012-10-18,51.4746208190918
2012-10-19,50.41630172729492
2012-10-22,50.40131378173828
2012-10-23,49.695743560791016
2012-10-24,50.88167190551758
2012-10-25,50.746551513671875
2012-10-26,50.52888107299805
2012-10-31,51.09933853149414
2012-11-01,52.1051025390625
2012-11-02,51.64727783203125
2012-11-05,51.31698989868164
2012-11-06,51.98501205444336
2012-11-07,49.98097610473633
2012-11-08,48.284664154052734
2012-11-09,48.374725341796875
2012-11-12,48.172080993652344
2012-11-13,47.849334716796875
2012-11-14,46.68592834472656
2012-11-15,46.64089584350586
2012-11-16,46.633399963378906
2012-11-19,47.96942901611328
2012-11-20,47.849334716796875
2012-11-21,48.307167053222656
2012-11-23,49.09528350830078
2012-11-26,48.83258056640625
2012-11-27,48.75752258300781
2012-11-28,49.32046890258789
2012-11-29,49.93593215942383
2012-11-30,49.913421630859375
2012-12-03,49.30545425415039
2012-12-04,49.86838912963867
2012-12-05,50.198631286621094
2012-12-06,50.063533782958984
2012-12-07,50.43132400512695
2012-12-10,51.22693634033203
2012-12-11,51.76735305786133
2012-12-12,51.71480941772461
2012-12-13,51.039276123046875
2012-12-14,51.039276123046875
2012-12-17,51.42496871948242
2012-12-18,52.18878173828125
2012-12-19,52.57448196411133
2012-12-20,53.14923095703125
2012-12-21,53.239986419677734
2012-12-24,52.53666305541992
2012-12-26,52.211463928222656
2012-12-27,52.19633102416992
2012-12-28,51.33423614501953
2012-12-31,52.385398864746094
2013-01-02,53.852535247802734
2013-01-03,54.06428146362305
2013-01-04,53.74665451049805
2013-01-07,54.344078063964844
2013-01-08,53.24755096435547
2013-01-09,53.45172882080078
2013-01-10,54.1852912902832
2013-01-11,53.49709701538086
2013-01-14,53.20216751098633
2013-01-15,53.3760986328125
2013-01-16,52.786224365234375
2013-01-17,53.70884704589844
2013-01-18,53.436588287353516
2013-01-22,53.47441101074219
2013-01-23,54.034027099609375
2013-01-24,53.42146682739258
2013-01-25,53.663482666015625
2013-01-28,52.94502258300781
2013-01-29,52.37028503417969
2013-01-30,51.75016784667969
2013-01-31,50.13935470581055
2013-02-01,49.82172775268555
2013-02-04,48.83103942871094
2013-02-05,49.26210021972656
2013-02-06,50.11664962768555
2013-02-07,50.49477767944336
2013-02-08,50.53258514404297
2013-02-11,50.4116096496582
2013-02-12,50.42672348022461
2013-02-13,49.99565887451172
2013-02-14,50.07884979248047
2013-02-15,50.21498107910156
2013-02-19,50.69139862060547
2013-02-20,50.37378692626953
2013-02-21,50.28303527832031
2013-02-22,50.91072463989258
2013-02-25,50.43428421020508
2013-02-26,50.600669860839844
2013-02-27,51.84090042114258
2013-02-28,51.40229034423828
2013-03-01,51.22077941894531
2013-03-04,50.698970794677734
2013-03-05,51.175411224365234
2013-03-06,51.182979583740234
2013-03-07,51.228336334228516
2013-03-08,52.098026275634766
2013-03-11,52.3022346496582
2013-03-12,52.007293701171875
2013-03-13,53.020668029785156
2013-03-14,52.67278289794922
2013-03-15,52.86941146850586
2013-03-18,52.703025817871094
2013-03-19,52.87696838378906
2013-03-20,52.7408332824707
2013-03-21,52.098026275634766
2013-03-22,52.40054702758789
2013-03-25,52.58203125
2013-03-26,53.16434860229492
2013-03-27,53.13409423828125
2013-03-28,53.32314682006836
2013-04-01,51.545982360839844
2013-04-02,50.66872024536133
2013-04-03,51.71989822387695
2013-04-04,51.1905403137207
2013-04-05,52.604705810546875
2013-04-08,52.241729736328125
2013-04-09,52.430782318115234
2013-04-10,52.95684814453125
2013-04-11,54.38253402709961
2013-04-12,53.82598114013672
2013-04-15,51.98859405517578
2013-04-16,52.141075134277344
2013-04-17,50.64674377441406
2013-04-18,50.31129455566406
2013-04-19,51.081321716308594
2013-04-22,50.60100173950195
2013-04-23,51.15757369995117
2013-04-24,54.6875
2013-04-25,56.05985641479492
2013-04-26,55.88447952270508
2013-04-29,55.869224548339844
2013-04-30,56.387672424316406
2013-05-01,56.25044631958008
2013-05-02,56.76887130737305
2013-05-03,57.363548278808594
2013-05-06,57.37118911743164
2013-05-07,57.33308410644531
2013-05-08,57.50079345703125
2013-05-09,57.37118911743164
2013-05-10,57.71428298950195
2013-05-13,57.33308410644531
2013-05-14,58.43095397949219
2013-05-15,58.40805435180664
2013-05-16,58.04973220825195
2013-05-17,59.688926696777344
2013-05-20,59.92525863647461
2013-05-21,59.45256423950195
2013-05-22,59.025596618652344
2013-05-23,58.65963363647461
2013-05-24,58.964603424072266
2013-05-28,59.36869812011719
2013-05-29,59.1094856262207
2013-05-30,59.734649658203125
2013-05-31,58.78162384033203
2013-06-03,59.13996505737305
2013-06-04,58.865501403808594
2013-06-05,58.4614372253418
2013-06-06,59.353431701660156
2013-06-07,60.321712493896484
2013-06-10,59.91000747680664
2013-06-11,59.597434997558594
2013-06-12,59.6965217590332
2013-06-13,59.52119445800781
2013-06-14,59.46781921386719
2013-06-17,59.75753402709961
2013-06-18,60.11585998535156
2013-06-19,59.086612701416016
2013-06-20,58.11834716796875
2013-06-21,58.09546661376953
2013-06-24,58.30895233154297
2013-06-25,58.26321792602539
2013-06-26,59.383949279785156
2013-06-27,59.978607177734375
2013-06-28,59.71940612792969
2013-07-01,60.23781967163086
2013-07-02,59.946067810058594
2013-07-03,60.153358459472656
2013-07-05,60.98265838623047
2013-07-08,61.213008880615234
2013-07-09,61.32050323486328
2013-07-10,61.88871383666992
2013-07-11,63.30924987792969
2013-07-12,63.42441940307617
2013-07-15,64.16155242919922
2013-07-16,63.73923873901367
2013-07-17,63.67781448364258
2013-07-18,64.28443145751953
2013-07-19,64.80656433105469
2013-07-22,64.676025390625
2013-07-23,64.52244567871094
2013-07-24,65.50531005859375
2013-07-25,65.88155364990234
2013-07-26,65.9276351928711
2013-07-29,65.2826156616211
2013-07-30,65.766357421875
2013-07-31,65.5283203125
2013-08-01,66.65708923339844
2013-08-02,67.17920684814453
2013-08-05,67.33277130126953
2013-08-06,67.06403350830078
2013-08-07,66.81830596923828
2013-08-08,66.81830596923828
2013-08-09,66.74153137207031
2013-08-12,65.85848236083984
2013-08-13,66.03511047363281
2013-08-14,65.48994445800781
2013-08-15,64.35350036621094
2013-08-16,64.30743408203125
2013-08-19,64.61458587646484
2013-08-20,64.58384704589844
2013-08-21,64.27671813964844
2013-08-22,64.88334655761719
2013-08-23,64.96776580810547
2013-08-26,64.68370056152344
2013-08-27,63.66246795654297
2013-08-28,63.616363525390625
2013-08-29,64.17692565917969
2013-08-30,63.92353057861328
2013-09-03,64.76813507080078
2013-09-04,65.25956726074219
2013-09-05,65.25956726074219
2013-09-06,64.93709564208984
2013-09-09,65.48224639892578
2013-09-10,66.60330963134766
2013-09-11,66.7261734008789
2013-09-12,66.51886749267578
2013-09-13,66.90277862548828
2013-09-16,67.62455749511719
2013-09-17,68.44613647460938
