Date,MSCI
2010-01-04,28.383682250976562
2010-01-05,28.490192413330078
2010-01-06,27.718034744262695
2010-01-07,29.626251220703125
2010-01-08,30.620302200317383
2010-01-11,30.362913131713867
2010-01-12,29.493118286132812
2010-01-13,29.599618911743164
2010-01-14,29.377735137939453
2010-01-15,28.525691986083984
2010-01-19,28.845216751098633
2010-01-20,28.472442626953125
2010-01-21,27.57602310180664
2010-01-22,27.02574348449707
2010-01-25,26.972490310668945
2010-01-26,26.15594482421875
2010-01-27,26.537593841552734
2010-01-28,26.351207733154297
2010-01-29,26.235824584960938
2010-02-01,26.546472549438477
2010-02-02,26.39558219909668
2010-02-03,26.138198852539062
2010-02-04,25.374906539916992
2010-02-05,25.543550491333008
2010-02-08,24.744747161865234
2010-02-09,25.170774459838867
2010-02-10,25.321651458740234
2010-02-11,25.916316986083984
2010-02-12,25.889686584472656
2010-02-16,26.253572463989258
2010-02-17,25.8098087310791
2010-02-18,25.4725399017334
2010-02-19,25.996191024780273
2010-02-22,26.058319091796875
2010-02-23,26.147069931030273
2010-02-24,26.590843200683594
2010-02-25,26.48434066772461
2010-02-26,26.608604431152344
2010-03-01,25.374906539916992
2010-03-02,28.942838668823242
2010-03-03,28.507938385009766
2010-03-04,29.173601150512695
2010-03-05,29.83926010131836
2010-03-08,30.18539810180664
2010-03-09,29.803756713867188
2010-03-10,29.803756713867188
2010-03-11,30.460538864135742
2010-03-12,30.9398136138916
2010-03-15,30.664684295654297
2010-03-16,30.993070602416992
2010-03-17,31.3924617767334
2010-03-18,31.259334564208984
2010-03-19,31.126195907592773
2010-03-22,31.703113555908203
2010-03-23,32.12025451660156
2010-03-24,31.889495849609375
2010-03-25,31.809606552124023
2010-03-26,31.738595962524414
2010-03-29,31.765241622924805
2010-03-30,32.08475112915039
2010-03-31,32.040367126464844
2010-04-01,32.36875915527344
2010-04-05,32.821407318115234
2010-04-06,33.16755676269531
2010-04-07,33.11429977416992
2010-04-08,32.12025451660156
2010-04-09,32.50189208984375
2010-04-12,32.927913665771484
2010-04-13,32.85691452026367
2010-04-14,32.93680191040039
2010-04-15,33.69120407104492
2010-04-16,33.0610466003418
2010-04-19,32.38652420043945
2010-04-20,33.185306549072266
2010-04-21,31.9427490234375
2010-04-22,32.342140197753906
2010-04-23,32.57290267944336
2010-04-26,32.803646087646484
2010-04-27,31.916122436523438
2010-04-28,31.427963256835938
2010-04-29,31.472341537475586
2010-04-30,30.753429412841797
2010-05-03,30.851057052612305
2010-05-04,30.336288452148438
2010-05-05,30.167648315429688
2010-05-06,29.2712345123291
2010-05-07,28.783084869384766
2010-05-10,29.954641342163086
2010-05-11,29.91025733947754
2010-05-12,30.389543533325195
2010-05-13,30.13215446472168
2010-05-14,29.102602005004883
2010-05-17,29.031597137451172
2010-05-18,28.68545150756836
2010-05-19,27.922164916992188
2010-05-20,26.404460906982422
2010-05-21,26.803857803344727
2010-05-24,26.404460906982422
2010-05-25,25.76542854309082
2010-05-26,25.463666915893555
2010-05-27,26.351207733154297
2010-05-28,26.315706253051758
2010-06-01,26.1115779876709
2010-06-02,26.750614166259766
2010-06-03,26.218076705932617
2010-06-04,25.561290740966797
2010-06-07,24.984386444091797
2010-06-08,25.099767684936523
2010-06-09,24.90450668334961
2010-06-10,25.84531021118164
2010-06-11,26.351207733154297
2010-06-14,25.9606876373291
2010-06-15,26.218076705932617
2010-06-16,26.732852935791016
2010-06-17,26.537593841552734
2010-06-18,26.59971809387207
2010-06-21,26.732852935791016
2010-06-22,26.679597854614258
2010-06-23,26.17369842529297
2010-06-24,25.410415649414062
2010-06-25,25.818681716918945
2010-06-28,25.774309158325195
2010-06-29,24.167844772338867
2010-06-30,24.318737030029297
2010-07-01,24.26547622680664
2010-07-02,24.64712142944336
2010-07-06,25.170774459838867
2010-07-07,26.29795265197754
2010-07-08,26.768360137939453
2010-07-09,27.212127685546875
2010-07-12,27.22988510131836
2010-07-13,27.53164291381836
2010-07-14,27.94879150390625
2010-07-15,27.98429298400879
2010-07-16,27.522769927978516
2010-07-19,27.336383819580078
2010-07-20,27.62040138244629
2010-07-21,27.10562515258789
2010-07-22,28.037540435791016
2010-07-23,29.40435791015625
2010-07-26,29.333358764648438
2010-07-27,29.297861099243164
2010-07-28,29.049341201782227
2010-07-29,28.223928451538086
2010-07-30,28.641075134277344
2010-08-02,29.5108642578125
2010-08-03,29.475366592407227
2010-08-04,29.635114669799805
2010-08-05,29.226858139038086
2010-08-06,29.111467361450195
2010-08-09,29.422115325927734
2010-08-10,29.031597137451172
2010-08-11,27.647029876708984
2010-08-12,27.762405395507812
2010-08-13,27.718034744262695
2010-08-16,27.93991470336914
2010-08-17,27.96654510498047
2010-08-18,28.578943252563477
2010-08-19,27.62040138244629
2010-08-20,27.425138473510742
2010-08-23,27.194377899169922
2010-08-24,26.377840042114258
2010-08-25,26.45771598815918
2010-08-26,26.644100189208984
2010-08-27,27.061246871948242
2010-08-30,26.33345603942871
2010-08-31,26.537593841552734
2010-09-01,27.3541316986084
2010-09-02,27.993167877197266
2010-09-03,28.97834587097168
2010-09-07,28.729833602905273
2010-09-08,29.244609832763672
2010-09-09,29.59074592590332
2010-09-10,29.288986206054688
2010-09-13,30.5137882232666
2010-09-14,30.522659301757812
2010-09-15,30.274158477783203
2010-09-16,30.629180908203125
2010-09-17,30.842172622680664
2010-09-20,31.20608901977539
2010-09-21,30.957569122314453
2010-09-22,30.53154945373535
2010-09-23,29.883638381958008
2010-09-24,30.32740592956543
2010-09-27,29.82150650024414
2010-09-28,30.522659301757812
2010-09-29,30.602554321289062
2010-09-30,29.475366592407227
2010-10-01,30.46940803527832
2010-10-04,30.061138153076172
2010-10-05,30.522659301757812
2010-10-06,30.158777236938477
2010-10-07,30.726810455322266
2010-10-08,30.984188079833984
2010-10-11,31.01970100402832
2010-10-12,31.20608901977539
2010-10-13,31.632097244262695
2010-10-14,31.463462829589844
2010-10-15,31.845109939575195
2010-10-18,32.794776916503906
2010-10-19,32.98117446899414
2010-10-20,33.043304443359375
2010-10-21,32.69717025756836
2010-10-22,32.52853012084961
2010-10-25,32.209014892578125
2010-10-26,31.80073356628418
2010-10-27,31.729734420776367
2010-10-28,31.747480392456055
2010-10-29,31.818490982055664
2010-11-01,31.711978912353516
2010-11-02,31.960491180419922
2010-11-03,31.88060760498047
2010-11-04,32.661659240722656
2010-11-05,32.90129089355469
2010-11-08,33.12317657470703
2010-11-09,32.661659240722656
2010-11-10,33.22969055175781
2010-11-11,32.927913665771484
2010-11-12,31.907251358032227
2010-11-15,31.845109939575195
2010-11-16,31.11732292175293
2010-11-17,30.842172622680664
2010-11-18,31.3924617767334
2010-11-19,31.29483413696289
2010-11-22,31.241592407226562
2010-11-23,30.442787170410156
2010-11-24,31.20608901977539
2010-11-26,30.993070602416992
2010-11-29,30.868804931640625
2010-11-30,30.229780197143555
2010-12-01,31.250465393066406
2010-12-02,32.280006408691406
2010-12-03,32.48414993286133
2010-12-06,32.28889846801758
2010-12-07,32.71490478515625
2010-12-08,32.954559326171875
2010-12-09,32.6083984375
2010-12-10,32.448638916015625
2010-12-13,32.57290267944336
2010-12-14,32.85691452026367
2010-12-15,32.661659240722656
2010-12-16,32.90129089355469
