Date,TT
2010-11-05,20.067180633544922
2010-11-08,20.08185577392578
2010-11-09,19.891109466552734
2010-11-10,20.120981216430664
2010-11-11,20.991546630859375
2010-11-12,20.546485900878906
2010-11-15,20.634523391723633
2010-11-16,20.257932662963867
2010-11-17,19.99870491027832
2010-11-18,20.155229568481445
2010-11-19,20.00848960876465
2010-11-22,20.125879287719727
2010-11-23,19.64167022705078
2010-11-24,20.116090774536133
2010-11-26,19.9693660736084
2010-11-29,20.091632843017578
2010-11-30,20.052507400512695
2010-12-01,20.59050750732422
2010-12-02,20.879064559936523
2010-12-03,20.986663818359375
2010-12-06,21.04046630859375
2010-12-07,21.363252639770508
2010-12-08,21.34859275817871
2010-12-09,21.563779830932617
2010-12-10,21.754831314086914
2010-12-13,21.940975189208984
2010-12-14,22.430835723876953
2010-12-15,22.538610458374023
2010-12-16,22.763948440551758
2010-12-17,23.02358055114746
2010-12-20,23.077463150024414
2010-12-21,23.09215545654297
2010-12-22,23.067665100097656
2010-12-23,22.96478843688965
2010-12-27,23.097057342529297
2010-12-28,23.146038055419922
2010-12-29,23.18523406982422
2010-12-30,23.19992446899414
2010-12-31,23.067665100097656
2011-01-03,23.34688377380371
2011-01-04,23.018674850463867
2011-01-05,23.155834197998047
2011-01-06,22.994184494018555
2011-01-07,22.8276309967041
2011-01-10,22.80313491821289
2011-01-11,22.92070960998535
2011-01-12,23.116647720336914
2011-01-13,22.974592208862305
2011-01-14,22.935396194458008
2011-01-18,22.92070960998535
2011-01-19,22.631689071655273
2011-01-20,22.367164611816406
2011-01-21,22.347562789916992
2011-01-24,22.602291107177734
2011-01-25,22.651273727416992
2011-01-26,22.92070960998535
2011-01-27,23.02358055114746
2011-01-28,22.592496871948242
2011-01-31,23.121540069580078
2011-02-01,23.35177993774414
2011-02-02,23.400768280029297
2011-02-03,23.106849670410156
2011-02-04,23.464454650878906
2011-02-07,23.797565460205078
2011-02-08,24.017995834350586
2011-02-09,22.656173706054688
2011-02-10,22.83742332458496
2011-02-11,23.263608932495117
2011-02-14,23.07255744934082
2011-02-15,23.19992446899414
2011-02-16,23.155834197998047
2011-02-17,22.92070960998535
2011-02-18,23.07255744934082
2011-02-22,22.587596893310547
2011-02-23,21.965476989746094
2011-02-24,21.91648292541504
2011-02-25,22.132017135620117
2011-02-28,22.1908016204834
2011-03-01,21.789121627807617
2011-03-02,21.803813934326172
2011-03-03,22.20550537109375
2011-03-04,21.98016357421875
2011-03-07,22.107526779174805
2011-03-08,22.533720016479492
2011-03-09,22.631832122802734
2011-03-10,22.4503116607666
2011-03-11,22.828081130981445
2011-03-14,22.494461059570312
2011-03-15,22.61220359802246
2011-03-16,22.312942504882812
2011-03-17,22.685794830322266
2011-03-18,22.867324829101562
2011-03-21,23.63758087158203
2011-03-22,23.289249420166016
2011-03-23,23.289249420166016
2011-03-24,23.549264907836914
2011-03-25,23.63758087158203
2011-03-28,23.50511932373047
2011-03-29,23.627771377563477
2011-03-30,23.941762924194336
2011-03-31,23.70136833190918
2011-04-01,23.70627212524414
2011-04-04,23.52474021911621
2011-04-05,23.500213623046875
2011-04-06,23.460966110229492
2011-04-07,23.75532341003418
2011-04-08,23.53945541381836
2011-04-11,23.613052368164062
2011-04-12,23.093006134033203
2011-04-13,23.220565795898438
2011-04-14,22.92129898071289
2011-04-15,22.950729370117188
2011-04-18,22.66127586364746
2011-04-19,22.999784469604492
2011-04-20,23.95647621154785
2011-04-21,24.628610610961914
2011-04-25,24.618799209594727
2011-04-26,24.86410140991211
2011-04-27,24.918079376220703
2011-04-28,24.873918533325195
2011-04-29,24.77579689025879
2011-05-02,24.751264572143555
2011-05-03,24.790515899658203
2011-05-04,24.481433868408203
2011-05-05,24.162538528442383
2011-05-06,24.569738388061523
2011-05-09,24.95732307434082
2011-05-10,25.550954818725586
2011-05-11,24.707109451293945
2011-05-12,24.918079376220703
2011-05-13,24.589366912841797
2011-05-16,24.398033142089844
2011-05-17,23.770050048828125
2011-05-18,24.142913818359375
2011-05-19,24.5599365234375
2011-05-20,24.12819480895996
2011-05-23,23.627771377563477
2011-05-24,23.691547393798828
2011-05-25,24.025161743164062
2011-05-26,24.06932258605957
2011-05-27,24.299903869628906
2011-05-31,24.481433868408203
2011-06-01,23.289249420166016
2011-06-02,23.416810989379883
2011-06-03,22.98998260498047
2011-06-06,22.66127586364746
2011-06-07,22.484651565551758
2011-06-08,21.989133834838867
2011-06-09,22.043102264404297
2011-06-10,21.63098907470703
2011-06-13,21.003007888793945
2011-06-14,21.557395935058594
2011-06-15,21.15399932861328
2011-06-16,21.463924407958984
2011-06-17,21.473766326904297
2011-06-20,21.513124465942383
2011-06-21,21.980478286743164
2011-06-22,21.832889556884766
2011-06-23,21.911603927612305
2011-06-24,21.217947006225586
2011-06-27,21.41472625732422
2011-06-28,21.449169158935547
2011-06-29,21.60660171508789
2011-06-30,22.3396053314209
2011-07-01,23.151323318481445
2011-07-05,22.551145553588867
2011-07-06,22.644615173339844
2011-07-07,23.00865936279297
2011-07-08,22.639692306518555
2011-07-11,22.157577514648438
2011-07-12,22.241212844848633
2011-07-13,22.58557891845703
2011-07-14,22.251054763793945
2011-07-15,22.014911651611328
2011-07-18,21.419652938842773
2011-07-19,21.891931533813477
2011-07-20,22.024757385253906
2011-07-21,20.184843063354492
2011-07-22,19.865070343017578
2011-07-25,19.5600643157959
2011-07-26,19.481353759765625
2011-07-27,18.507286071777344
2011-07-28,18.38921356201172
2011-07-29,18.40889549255371
2011-08-01,18.33510398864746
2011-08-02,17.326601028442383
2011-08-03,17.134735107421875
2011-08-04,16.126235961914062
2011-08-05,15.673635482788086
2011-08-08,14.517538070678711
2011-08-09,14.797958374023438
2011-08-10,13.878003120422363
2011-08-11,14.315844535827637
2011-08-12,14.95046615600586
2011-08-15,15.447334289550781
2011-08-16,15.201354026794434
2011-08-17,14.76844310760498
2011-08-18,13.676304817199707
2011-08-19,13.558236122131348
2011-08-22,13.464761734008789
2011-08-23,14.320761680603027
2011-08-24,14.807794570922852
2011-08-25,14.611016273498535
2011-08-26,15.526045799255371
2011-08-29,16.018007278442383
2011-08-30,16.19510269165039
2011-08-31,16.485355377197266
2011-09-01,16.003250122070312
2011-09-02,15.92945671081543
2011-09-06,16.160669326782227
2011-09-07,16.95271110534668
2011-09-08,16.406652450561523
2011-09-09,15.932665824890137
2011-09-12,16.13509178161621
2011-09-13,16.401704788208008
2011-09-14,16.6140079498291
2011-09-15,17.22624397277832
2011-09-16,17.62615966796875
2011-09-19,16.609071731567383
2011-09-20,16.391834259033203
2011-09-21,15.695671081542969
2011-09-22,14.925457954406738
2011-09-23,15.305624961853027
2011-09-26,16.100536346435547
2011-09-27,16.149904251098633
2011-09-28,15.552491188049316
2011-09-29,15.779603004455566
2011-09-30,13.86887264251709
2011-10-03,13.073969841003418
2011-10-04,13.617072105407715
2011-10-05,13.745443344116211
2011-10-06,13.863933563232422
2011-10-07,13.69607162475586
2011-10-10,14.021924018859863
2011-10-11,14.219420433044434
2011-10-12,14.78227710723877
2011-10-13,14.456408500671387
2011-10-14,15.073576927185059
2011-10-17,14.328036308288574
2011-10-18,14.960007667541504
2011-10-19,14.678587913513184
2011-10-20,13.518327713012695
2011-10-21,13.794812202453613
2011-10-24,14.56502914428711
2011-10-25,14.624277114868164
2011-10-26,14.989641189575195
2011-10-27,15.552491188049316
2011-10-28,15.967230796813965
2011-10-31,15.36981201171875
2011-11-01,15.162444114685059
2011-11-02,15.972160339355469
2011-11-03,16.268400192260742
2011-11-04,16.02647590637207
2011-11-07,15.927726745605469
2011-11-08,15.927726745605469
2011-11-09,14.8612699508667
2011-11-10,14.80202579498291
2011-11-11,15.508057594299316
2011-11-14,15.399432182312012
2011-11-15,15.690739631652832
2011-11-16,15.552491188049316
2011-11-17,14.881025314331055
2011-11-18,15.404376029968262
2011-11-21,15.335251808166504
2011-11-22,15.192072868347168
2011-11-23,14.481097221374512
2011-11-25,14.402098655700684
2011-11-28,15.216751098632812
2011-11-29,15.266134262084961
2011-11-30,16.352331161499023
2011-12-01,16.505393981933594
2011-12-02,16.406652450561523
2011-12-05,16.875688552856445
2011-12-06,16.62388801574707
2011-12-07,16.579450607299805
2011-12-08,15.94253921508789
2011-12-09,16.3819580078125
2011-12-12,15.911211013793945
2011-12-13,15.321544647216797
2011-12-14,15.049002647399902
2011-12-15,15.346321105957031
2011-12-16,15.187753677368164
2011-12-19,14.776467323303223
2011-12-20,15.579215049743652
2011-12-21,15.321544647216797
2011-12-22,15.43055534362793
2011-12-23,15.480109214782715
2011-12-27,15.46028995513916
2011-12-28,15.004409790039062
2011-12-29,15.182790756225586
2011-12-30,15.098556518554688
2012-01-03,15.90626049041748
2012-01-04,15.787332534790039
2012-01-05,15.965717315673828
2012-01-06,15.866609573364258
2012-01-09,16.07969093322754
2012-01-10,16.416641235351562
2012-01-11,16.510787963867188
2012-01-12,17.368053436279297
2012-01-13,16.81801986694336
2012-01-17,16.753602981567383
2012-01-18,17.164886474609375
2012-01-19,16.996402740478516
2012-01-20,16.852706909179688
2012-01-23,17.174793243408203
2012-01-24,17.407686233520508
2012-01-25,17.690141677856445
2012-01-26,17.34326934814453
2012-01-27,17.422555923461914
2012-01-30,17.784284591674805
2012-01-31,17.313539505004883
2012-02-01,17.432462692260742
2012-02-02,17.967632293701172
2012-02-03,18.591981887817383
2012-02-06,18.507749557495117
2012-02-07,18.611799240112305
2012-02-08,18.824880599975586
2012-02-09,18.795150756835938
2012-02-10,18.81992530822754
2012-02-13,19.29067039489746
2012-02-14,19.275808334350586
2012-02-15,19.449241638183594
2012-02-16,20.256938934326172
2012-02-17,20.276758193969727
2012-02-21,20.311447143554688
2012-02-22,20.232160568237305
2012-02-23,20.157840728759766
2012-02-24,20.058732986450195
2012-02-27,19.98440170288086
2012-02-28,19.865478515625
2012-02-29,19.76141929626465
2012-03-01,19.88530158996582
2012-03-02,19.672222137451172
2012-03-05,19.18661880493164
2012-03-06,18.661359786987305
2012-03-07,19.008224487304688
2012-03-08,19.53070640563965
2012-03-09,19.52572250366211
2012-03-12,19.908885955810547
2012-03-13,20.20245933532715
2012-03-14,20.07805824279785
2012-03-15,20.321884155273438
2012-03-16,20.441307067871094
2012-03-19,20.34178352355957
2012-03-20,20.172603607177734
2012-03-21,20.24226951599121
2012-03-22,20.132795333862305
2012-03-23,20.117862701416016
2012-03-26,20.71498680114746
2012-03-27,20.645322799682617
2012-03-28,20.30197525024414
2012-03-29,20.486087799072266
2012-03-30,20.575658798217773
2012-04-02,20.734893798828125
2012-04-03,20.570676803588867
2012-04-04,20.506004333496094
2012-04-05,20.37165069580078
2012-04-09,19.884002685546875
2012-04-10,19.2271671295166
2012-04-11,19.411279678344727
2012-04-12,20.018346786499023
2012-04-13,19.744667053222656
2012-04-16,19.67003059387207
2012-04-17,19.93376350402832
2012-04-18,20.14772605895996
2012-04-19,19.96859359741211
2012-04-20,20.207441329956055
2012-04-23,20.0233211517334
2012-04-24,20.630388259887695
2012-04-25,20.88416862487793
2012-04-26,20.665224075317383
2012-04-27,21.2026309967041
2012-04-30,21.15784454345703
2012-05-01,21.4962158203125
2012-05-02,21.123014450073242
2012-05-03,20.90904998779297
2012-05-04,20.88416862487793
2012-05-07,21.23248863220215
2012-05-08,21.033449172973633
2012-05-09,22.162994384765625
2012-05-10,21.705211639404297
2012-05-11,21.506168365478516
2012-05-14,21.540998458862305
2012-05-15,21.29220199584961
2012-05-16,20.968761444091797
2012-05-17,20.237289428710938
2012-05-18,19.97854232788086
2012-05-21,20.655271530151367
2012-05-22,20.794597625732422
2012-05-23,21.207603454589844
2012-05-24,21.222532272338867
2012-05-25,20.978721618652344
2012-05-29,21.36186408996582
2012-05-30,20.774694442749023
2012-05-31,20.55575180053711
2012-06-01,19.854137420654297
2012-06-04,19.46103858947754
2012-06-05,19.69491195678711
2012-06-06,20.137771606445312
2012-06-07,20.222360610961914
2012-06-08,20.297008514404297
2012-06-11,19.610319137573242
2012-06-12,20.157669067382812
2012-06-13,19.734722137451172
2012-06-14,19.589828491210938
2012-06-15,19.529874801635742
2012-06-18,20.14440155029297
2012-06-19,20.21434783935547
2012-06-20,19.89958953857422
2012-06-21,19.504899978637695
2012-06-22,20.07944679260254
2012-06-25,19.499900817871094
2012-06-26,19.68475914001465
2012-06-27,20.0644588470459
2012-06-28,20.549091339111328
2012-06-29,21.073678970336914
2012-07-02,21.18859100341797
2012-07-03,21.488361358642578
2012-07-05,21.438392639160156
2012-07-06,21.258535385131836
2012-07-09,21.243553161621094
2012-07-10,20.284286499023438
2012-07-11,20.094438552856445
2012-07-12,19.804668426513672
2012-07-13,20.46415138244629
2012-07-16,19.799665451049805
2012-07-17,20.31427001953125
2012-07-18,20.67898941040039
2012-07-19,20.718952178955078
2012-07-20,20.109426498413086
2012-07-23,20.159387588500977
2012-07-24,19.93956184387207
2012-07-25,19.75469970703125
2012-07-26,19.984525680541992
2012-07-27,21.193588256835938
2012-07-30,21.108652114868164
2012-07-31,21.18859100341797
2012-08-01,20.923795700073242
2012-08-02,20.96376609802246
2012-08-03,21.283519744873047
2012-08-06,21.348468780517578
2012-08-07,21.818099975585938
2012-08-08,22.087890625
2012-08-09,22.34769630432129
2012-08-10,22.522563934326172
2012-08-13,22.49758529663086
2012-08-14,22.33770751953125
2012-08-15,22.637466430664062
2012-08-16,23.13209342956543
2012-08-17,23.182043075561523
2012-08-20,23.31694793701172
2012-08-21,23.351913452148438
2012-08-22,23.037160873413086
2012-08-23,23.182043075561523
2012-08-24,23.441852569580078
2012-08-27,23.122093200683594
2012-08-28,23.112104415893555
2012-08-29,23.142078399658203
2012-08-30,23.022174835205078
2012-08-31,23.36191177368164
2012-09-04,22.907258987426758
2012-09-05,22.75737953186035
2012-09-06,23.112104415893555
2012-09-07,23.04715347290039
2012-09-10,22.927242279052734
2012-09-11,23.052587509155273
2012-09-12,23.03754234313965
2012-09-13,23.01248550415039
2012-09-14,23.15285873413086
2012-09-17,22.9272403717041
2012-09-18,22.811931610107422
2012-09-19,23.002452850341797
2012-09-20,23.263153076171875
2012-09-21,23.518850326538086
2012-09-24,23.238088607788086
2012-09-25,22.61640167236328
2012-09-26,22.40081787109375
2012-09-27,22.636455535888672
2012-09-28,22.47100257873535
2012-10-01,22.305553436279297
2012-10-02,22.425886154174805
2012-10-03,22.506103515625
2012-10-04,22.882123947143555
2012-10-05,22.606369018554688
2012-10-08,22.67656898498535
2012-10-09,22.21029281616211
2012-10-10,22.380762100219727
2012-10-11,22.250404357910156
2012-10-12,22.215303421020508
2012-10-15,22.305553436279297
2012-10-16,22.842016220092773
2012-10-17,22.912214279174805
2012-10-18,22.892152786254883
2012-10-19,23.238088607788086
2012-10-22,23.338354110717773
2012-10-23,22.86707878112793
2012-10-24,23.122783660888672
2012-10-25,23.258142471313477
2012-10-26,23.253129959106445
2012-10-31,23.579011917114258
2012-11-01,23.659231185913086
2012-11-02,23.573989868164062
2012-11-05,23.854761123657227
2012-11-06,24.035255432128906
2012-11-07,23.483749389648438
2012-11-08,23.338354110717773
2012-11-09,22.99242401123047
2012-11-12,23.027515411376953
2012-11-13,23.107738494873047
2012-11-14,22.706645965576172
2012-11-15,22.72168731689453
2012-11-16,22.706645965576172
2012-11-19,23.28321647644043
2012-11-20,23.689311981201172
2012-11-21,23.869810104370117
2012-11-23,24.180644989013672
2012-11-26,24.02021598815918
2012-11-27,23.945003509521484
2012-11-28,24.17061996459961
2012-11-29,24.401248931884766
2012-11-30,24.45638656616211
2012-12-03,24.045270919799805
2012-12-04,23.990129470825195
2012-12-05,24.285930633544922
2012-12-06,24.165603637695312
2012-12-07,24.41126823425293
2012-12-10,23.960050582885742
2012-12-11,23.884841918945312
2012-12-12,23.990482330322266
2012-12-13,23.92508888244629
2012-12-14,23.945215225219727
2012-12-17,23.81945037841797
2012-12-18,24.262130737304688
2012-12-19,24.387893676757812
2012-12-20,24.58408546447754
2012-12-21,23.69871711730957
2012-12-24,23.64338493347168
2012-12-26,23.537734985351562
2012-12-27,23.683624267578125
2012-12-28,23.5830135345459
2012-12-31,24.126306533813477
2013-01-02,24.885913848876953
2013-01-03,24.629365921020508
2013-01-04,25.036834716796875
2013-01-07,24.644454956054688
2013-01-08,24.765186309814453
2013-01-09,24.75511932373047
2013-01-10,24.961376190185547
2013-01-11,24.951313018798828
2013-01-14,25.026765823364258
2013-01-15,25.04689598083496
2013-01-16,24.885913848876953
2013-01-17,25.630428314208984
2013-01-18,25.469457626342773
2013-01-22,25.499643325805664
2013-01-23,25.57509422302246
2013-01-24,25.700857162475586
2013-01-25,25.89201545715332
2013-01-28,25.73103904724121
2013-01-29,25.89201545715332
2013-01-30,25.967470169067383
2013-01-31,25.851770401000977
2013-02-01,26.339733123779297
2013-02-04,26.058021545410156
2013-02-05,26.737140655517578
2013-02-06,26.545974731445312
2013-02-07,26.163667678833008
2013-02-08,26.877992630004883
2013-02-11,26.636531829833984
2013-02-12,26.686840057373047
2013-02-13,26.757261276245117
2013-02-14,26.67677116394043
2013-02-15,26.67677116394043
2013-02-19,26.98363494873047
2013-02-20,26.601316452026367
2013-02-21,26.284400939941406
2013-02-22,26.465496063232422
2013-02-25,25.620370864868164
2013-02-26,25.80649757385254
2013-02-27,26.339733123779297
2013-02-28,26.485618591308594
2013-03-01,26.123424530029297
2013-03-04,26.20391273498535
2013-03-05,26.78241729736328
2013-03-06,26.883033752441406
2013-03-07,27.023881912231445
2013-03-08,27.42790412902832
2013-03-11,27.69051742553711
2013-03-12,27.791522979736328
2013-03-13,27.852121353149414
2013-03-14,28.175342559814453
2013-03-15,27.97332191467285
2013-03-18,27.79656982421875
2013-03-19,27.83697509765625
2013-03-20,28.518762588500977
2013-03-21,28.07938575744629
2013-03-22,28.0339412689209
2013-03-25,27.8167667388916
2013-03-26,27.968280792236328
2013-03-27,27.453153610229492
2013-03-28,27.78141212463379
2013-04-01,27.473352432250977
2013-04-02,27.397602081298828
2013-04-03,27.230941772460938
2013-04-04,27.518814086914062
2013-04-05,27.276386260986328
2013-04-08,27.72586441040039
2013-04-09,28.084430694580078
2013-04-10,28.357145309448242
2013-04-11,28.624813079833984
2013-04-12,28.36219024658203
2013-04-15,27.150136947631836
2013-04-16,27.756166458129883
2013-04-17,27.21578025817871
2013-04-18,27.03902816772461
2013-04-19,27.220840454101562
2013-04-22,27.271339416503906
2013-04-23,26.993587493896484
2013-04-24,27.362241744995117
2013-04-25,27.670312881469727
2013-04-26,27.261245727539062
2013-04-29,27.392553329467773
2013-04-30,27.170337677001953
2013-05-01,26.377456665039062
2013-05-02,26.498655319213867
2013-05-03,27.326894760131836
2013-05-06,27.549110412597656
2013-05-07,27.9531307220459
2013-05-08,28.038984298706055
2013-05-09,28.21574592590332
2013-05-10,28.478347778320312
2013-05-13,28.296533584594727
2013-05-14,28.902572631835938
2013-05-15,28.735918045043945
2013-05-16,28.710668563842773
2013-05-17,29.311641693115234
2013-05-20,29.286386489868164
2013-05-21,29.36214256286621
2013-05-22,28.867219924926758
2013-05-23,28.872278213500977
2013-05-24,28.86216926574707
2013-05-28,29.144987106323242
2013-05-29,28.902572631835938
2013-05-30,29.200550079345703
2013-05-31,29.05408477783203
2013-06-03,29.554059982299805
2013-06-04,28.816722869873047
2013-06-05,28.195539474487305
2013-06-06,28.604610443115234
2013-06-07,29.311641693115234
2013-06-10,29.129838943481445
2013-06-11,28.609663009643555
2013-06-12,28.3359317779541
2013-06-13,28.513347625732422
2013-06-14,28.604581832885742
2013-06-17,28.69076919555664
2013-06-18,29.202735900878906
2013-06-19,28.675559997558594
2013-06-20,27.91520118713379
2013-06-21,27.899991989135742
2013-06-24,27.099082946777344
2013-06-25,27.428571701049805
2013-06-26,27.692169189453125
2013-06-27,28.128097534179688
2013-06-28,28.143308639526367
2013-07-01,28.503210067749023
2013-07-02,28.229482650756836
2013-07-03,28.371416091918945
2013-07-05,29.27369499206543
2013-07-08,29.01011085510254
2013-07-09,29.41562843322754
2013-07-10,29.395353317260742
2013-07-11,29.917455673217773
2013-07-12,29.952960968017578
2013-07-15,30.074613571166992
2013-07-16,29.486604690551758
2013-07-17,29.785675048828125
2013-07-18,30.373687744140625
2013-07-19,31.90961265563965
2013-07-22,31.270906448364258
2013-07-23,30.931272506713867
2013-07-24,30.69303321838379
2013-07-25,31.002239227294922
2013-07-26,30.9971866607666
2013-07-29,30.91608238220215
2013-07-30,30.97182273864746
2013-07-31,30.946487426757812
2013-08-01,31.48381233215332
2013-08-02,31.686555862426758
2013-08-05,31.534486770629883
2013-08-06,30.860307693481445
2013-08-07,31.078279495239258
2013-08-08,31.21514892578125
2013-08-09,30.926206588745117
2013-08-12,31.10869598388672
2013-08-13,31.438173294067383
2013-08-14,31.412832260131836
2013-08-15,30.535888671875
2013-08-16,30.88566780090332
2013-08-19,30.535888671875
2013-08-20,30.49534034729004
2013-08-21,30.535888671875
2013-08-22,31.083341598510742
2013-08-23,31.164447784423828
2013-08-26,31.06813621520996
2013-08-27,30.059398651123047
2013-08-28,30.018850326538086
2013-08-29,30.206401824951172
2013-08-30,29.978300094604492
2013-09-03,30.682907104492188
2013-09-04,31.205005645751953
2013-09-05,31.24554443359375
2013-09-06,31.311460494995117
2013-09-09,31.610532760620117
2013-09-10,32.85243225097656
2013-09-11,32.48119354248047
2013-09-12,32.15064239501953
2013-09-13,32.32354736328125
2013-09-16,32.81685256958008
