Date,GILD
2010-01-04,15.245855331420898
2010-01-05,15.231769561767578
2010-01-06,15.75992488861084
2010-01-07,15.798653602600098
2010-01-08,15.682459831237793
2010-01-11,15.805689811706543
2010-01-12,15.82681941986084
2010-01-13,16.02399253845215
2010-01-14,16.00638771057129
2010-01-15,16.027515411376953
2010-01-19,16.29511260986328
2010-01-20,16.214128494262695
2010-01-21,16.119056701660156
2010-01-22,16.224695205688477
2010-01-25,16.094411849975586
2010-01-26,15.798653602600098
2010-01-27,16.91480255126953
2010-01-28,16.728193283081055
2010-01-29,16.99578285217285
2010-02-01,16.833820343017578
2010-02-02,17.09789276123047
2010-02-03,16.738758087158203
2010-02-04,16.362014770507812
2010-02-05,16.330322265625
2010-02-08,16.228208541870117
2010-02-09,16.30215072631836
2010-02-10,16.185958862304688
2010-02-11,16.464115142822266
2010-02-12,16.552135467529297
2010-02-16,16.502851486206055
2010-02-17,17.12957763671875
2010-02-18,17.411264419555664
2010-02-19,17.19648551940918
2010-02-22,16.858469009399414
2010-02-23,16.671855926513672
2010-02-24,16.745805740356445
2010-02-25,16.69297981262207
2010-02-26,16.763397216796875
2010-03-01,16.728193283081055
2010-03-02,16.738758087158203
2010-03-03,16.749317169189453
2010-03-04,16.569746017456055
2010-03-05,16.763397216796875
2010-03-08,16.552135467529297
2010-03-09,16.70354461669922
2010-03-10,16.64720916748047
2010-03-11,16.583829879760742
2010-03-12,16.696504592895508
2010-03-15,16.73171043395996
2010-03-16,16.714115142822266
2010-03-17,16.611995697021484
2010-03-18,16.696504592895508
2010-03-19,16.85494613647461
2010-03-22,16.953535079956055
2010-03-23,16.81621551513672
2010-03-24,16.650726318359375
2010-03-25,16.17892074584961
2010-03-26,15.964136123657227
2010-03-29,16.154273986816406
2010-03-30,16.059207916259766
2010-03-31,16.009910583496094
2010-04-01,16.069766998291016
2010-04-05,16.140186309814453
2010-04-06,16.02399253845215
2010-04-07,16.00287437438965
2010-04-08,16.133142471313477
2010-04-09,16.12610626220703
2010-04-12,16.150747299194336
2010-04-13,16.319753646850586
2010-04-14,16.217647552490234
2010-04-15,15.95709228515625
2010-04-16,16.090892791748047
2010-04-19,16.10498046875
2010-04-20,15.869071006774902
2010-04-21,14.35152816772461
2010-04-22,14.291671752929688
2010-04-23,14.6719331741333
2010-04-26,14.281105041503906
2010-04-27,14.214207649230957
2010-04-28,14.323358535766602
2010-04-29,14.224773406982422
2010-04-30,13.981823921203613
2010-05-03,13.99942684173584
2010-05-04,13.56634521484375
2010-05-05,14.15787124633789
2010-05-06,13.795211791992188
2010-05-07,13.510009765625
2010-05-10,13.51353645324707
2010-05-11,13.823378562927246
2010-05-12,14.13674259185791
2010-05-13,13.897320747375488
2010-05-14,13.302274703979492
2010-05-17,13.460721969604492
2010-05-18,13.478323936462402
2010-05-19,13.731833457946777
2010-05-20,13.017074584960938
2010-05-21,12.876235961914062
2010-05-24,12.798773765563965
2010-05-25,12.738917350769043
2010-05-26,12.26006031036377
2010-05-27,12.760042190551758
2010-05-28,12.647372245788574
2010-06-01,12.47484302520752
2010-06-02,12.675537109375
2010-06-03,12.640331268310547
2010-06-04,12.221329689025879
2010-06-07,12.126267433166504
2010-06-08,11.781210899353027
2010-06-09,11.587553977966309
2010-06-10,11.872757911682129
2010-06-11,12.157953262329102
2010-06-14,12.196685791015625
2010-06-15,12.510052680969238
2010-06-16,12.608640670776367
2010-06-17,12.664977073669434
2010-06-18,12.682579040527344
2010-06-21,12.710748672485352
2010-06-22,12.643851280212402
2010-06-23,12.749479293823242
2010-06-24,12.576953887939453
2010-06-25,12.798773765563965
2010-06-28,12.594555854797363
2010-06-29,12.312875747680664
2010-06-30,12.069927215576172
2010-07-01,12.020634651184082
2010-07-02,12.277667999267578
2010-07-06,12.242459297180176
2010-07-07,12.302318572998047
2010-07-08,12.26006031036377
2010-07-09,12.231893539428711
2010-07-12,12.140348434448242
2010-07-13,12.393863677978516
2010-07-14,12.25654125213623
2010-07-15,12.288230895996094
2010-07-16,11.246020317077637
2010-07-19,11.587553977966309
2010-07-20,11.619241714477539
2010-07-21,11.587553977966309
2010-07-22,11.893879890441895
2010-07-23,11.770648002624512
2010-07-26,11.756562232971191
2010-07-27,11.756562232971191
2010-07-28,11.76712417602539
2010-07-29,11.763605117797852
2010-07-30,11.731918334960938
2010-08-02,12.133309364318848
2010-08-03,12.140348434448242
2010-08-04,12.400900840759277
2010-08-05,12.580473899841309
2010-08-06,12.612165451049805
2010-08-09,12.591034889221191
2010-08-10,12.601598739624023
2010-08-11,12.16851806640625
2010-08-12,12.203731536865234
2010-08-13,12.080492973327637
2010-08-16,11.922049522399902
2010-08-17,12.024157524108887
2010-08-18,11.890360832214355
2010-08-19,11.665018081665039
2010-08-20,11.492486953735352
2010-08-23,11.56643009185791
2010-08-24,11.298831939697266
2010-08-25,11.555864334106445
2010-08-26,11.291791915893555
2010-08-27,11.450235366821289
2010-08-30,11.41502571105957
2010-08-31,11.207290649414062
2010-09-01,11.626290321350098
2010-09-02,11.6720609664917
2010-09-03,11.978384017944336
2010-09-07,11.700227737426758
2010-09-08,11.939652442932129
2010-09-09,11.988945007324219
2010-09-10,12.108662605285645
2010-09-13,12.108662605285645
2010-09-14,12.150915145874023
2010-09-15,12.267105102539062
2010-09-16,12.312875747680664
2010-09-17,12.16851806640625
2010-09-20,12.531180381774902
2010-09-21,12.640331268310547
2010-09-22,12.679060935974121
2010-09-23,12.598077774047852
2010-09-24,12.869195938110352
2010-09-27,12.62624454498291
2010-09-28,12.724830627441406
2010-09-29,12.629767417907715
2010-09-30,12.538219451904297
2010-10-01,12.591034889221191
2010-10-04,12.450194358825684
2010-10-05,12.682579040527344
2010-10-06,12.587512969970703
2010-10-07,12.767083168029785
2010-10-08,12.791729927062988
2010-10-11,12.749479293823242
2010-10-12,12.714269638061523
2010-10-13,12.91496753692627
2010-10-14,12.953696250915527
2010-10-15,13.28467082977295
2010-10-18,13.217771530151367
2010-10-19,12.93256950378418
2010-10-20,13.51705551147461
2010-10-21,13.76704216003418
2010-10-22,13.77056884765625
2010-10-25,13.921966552734375
2010-10-26,13.946615219116211
2010-10-27,13.893798828125
2010-10-28,14.034640312194824
2010-10-29,13.96773910522461
2010-11-01,14.168436050415039
2010-11-02,14.200125694274902
2010-11-03,14.017038345336914
2010-11-04,13.95717716217041
2010-11-05,13.714226722717285
2010-11-08,13.671977996826172
2010-11-09,13.559308052062988
2010-11-10,13.636768341064453
2010-11-11,13.724790573120117
2010-11-12,13.309316635131836
2010-11-15,13.37973403930664
2010-11-16,13.319880485534668
2010-11-17,13.274107933044434
2010-11-18,13.362129211425781
2010-11-19,13.407909393310547
2010-11-22,13.274107933044434
2010-11-23,13.02059555053711
2010-11-24,13.302274703979492
2010-11-26,13.062844276428223
2010-11-29,13.048762321472168
2010-11-30,12.851587295532227
2010-12-01,13.098054885864258
2010-12-02,13.274107933044434
2010-12-03,13.115662574768066
2010-12-06,12.925528526306152
2010-12-07,13.083969116210938
2010-12-08,13.154396057128906
2010-12-09,13.024112701416016
2010-12-10,13.242422103881836
2010-12-13,12.967780113220215
2010-12-14,13.101578712463379
2010-12-15,13.136791229248047
2010-12-16,13.326924324035645
2010-12-17,13.094535827636719
2010-12-20,13.094535827636719
2010-12-21,12.872714042663574
2010-12-22,12.79525375366211
2010-12-23,12.767083168029785
2010-12-27,12.819897651672363
2010-12-28,12.752998352050781
2010-12-29,12.81638240814209
2010-12-30,12.767083168029785
2010-12-31,12.760042190551758
2011-01-03,12.87975788116455
2011-01-04,13.024112701416016
2011-01-05,13.214248657226562
2011-01-06,13.207207679748535
2011-01-07,13.20368766784668
2011-01-10,12.907926559448242
2011-01-11,13.087492942810059
2011-01-12,13.316354751586914
2011-01-13,13.421988487243652
2011-01-14,13.457196235656738
2011-01-18,13.626202583312988
2011-01-19,13.432549476623535
2011-01-20,13.439593315124512
2011-01-21,13.446634292602539
2011-01-24,13.488887786865234
2011-01-25,13.436071395874023
2011-01-26,13.96422004699707
2011-01-27,13.710708618164062
2011-01-28,13.453676223754883
2011-01-31,13.51353645324707
2011-02-01,13.55578327178955
2011-02-02,13.893798828125
2011-02-03,13.636768341064453
2011-02-04,13.657894134521484
2011-02-07,13.51353645324707
2011-02-08,13.657894134521484
2011-02-09,13.446634292602539
2011-02-10,13.502969741821289
2011-02-11,13.51705551147461
2011-02-14,13.576912879943848
2011-02-15,13.728313446044922
2011-02-16,13.869154930114746
2011-02-17,13.833942413330078
2011-02-18,13.837462425231934
2011-02-22,13.559308052062988
2011-02-23,13.386777877807617
2011-02-24,13.654369354248047
2011-02-25,13.73535442352295
2011-02-28,13.724790573120117
2011-03-01,13.576912879943848
2011-03-02,13.742393493652344
2011-03-03,14.08040714263916
2011-03-04,14.333921432495117
2011-03-07,14.457154273986816
2011-03-08,14.524053573608398
2011-03-09,14.664898872375488
2011-03-10,14.428988456726074
2011-03-11,14.376176834106445
2011-03-14,14.35152816772461
2011-03-15,14.009991645812988
2011-03-16,14.027597427368164
2011-03-17,14.193079948425293
2011-03-18,14.13674259185791
2011-03-21,14.175479888916016
2011-03-22,14.238858222961426
2011-03-23,14.54870319366455
2011-03-24,14.802218437194824
2011-03-25,14.816293716430664
2011-03-28,14.69306468963623
2011-03-29,14.805733680725098
2011-03-30,14.967698097229004
2011-03-31,14.953615188598633
2011-04-01,15.020516395568848
2011-04-04,15.07332706451416
2011-04-05,14.731789588928223
2011-04-06,14.69306468963623
2011-04-07,14.61207389831543
2011-04-08,14.524053573608398
2011-04-11,14.51701545715332
2011-04-12,14.485322952270508
2011-04-13,14.559264183044434
2011-04-14,14.735319137573242
2011-04-15,14.682499885559082
2011-04-18,14.196605682373047
2011-04-19,14.305754661560059
2011-04-20,14.358566284179688
2011-04-21,13.752964973449707
2011-04-25,13.802250862121582
2011-04-26,13.914922714233398
2011-04-27,14.045202255249023
2011-04-28,13.855067253112793
2011-04-29,13.675496101379395
2011-05-02,14.319840431213379
2011-05-03,14.668410301208496
2011-05-04,14.55222225189209
2011-05-05,14.302233695983887
2011-05-06,14.439555168151855
2011-05-09,14.520529747009277
2011-05-10,14.450114250183105
2011-05-11,14.355050086975098
2011-05-12,14.538139343261719
2011-05-13,14.506451606750488
2011-05-16,14.281105041503906
2011-05-17,14.249422073364258
2011-05-18,14.203648567199707
2011-05-19,14.15083122253418
