Date,HST
2010-01-04,7.144646644592285
2010-01-05,7.30784797668457
2010-01-06,7.350162029266357
2010-01-07,7.622166633605957
2010-01-08,7.549629211425781
2010-01-11,7.4831414222717285
2010-01-12,7.241360187530518
2010-01-13,7.537543296813965
2010-01-14,7.501276016235352
2010-01-15,7.241360187530518
2010-01-19,7.507319927215576
2010-01-20,7.404564380645752
2010-01-21,7.029801368713379
2010-01-22,6.697352886199951
2010-01-25,6.812199115753174
2010-01-26,6.606683731079102
2010-01-27,6.630859851837158
2010-01-28,6.57041597366333
2010-01-29,6.40721321105957
2010-02-01,6.612728595733643
2010-02-02,6.872641086578369
2010-02-03,6.854508399963379
2010-02-04,6.461613178253174
2010-02-05,6.588550567626953
2010-02-08,6.516013145446777
2010-02-09,6.50997257232666
2010-02-10,6.552281379699707
2010-02-11,6.697352886199951
2010-02-12,6.812199115753174
2010-02-16,7.023756980895996
2010-02-17,7.1386027336120605
2010-02-18,7.060023307800293
2010-02-19,7.078157424926758
2010-02-22,7.084204196929932
2010-02-23,6.969354629516602
2010-02-24,7.029801368713379
2010-02-25,7.035847187042236
2010-02-26,7.078157424926758
2010-03-01,7.10837984085083
2010-03-02,7.090246200561523
2010-03-03,7.168823719024658
2010-03-04,7.283670902252197
2010-03-05,7.579853534698486
2010-03-08,7.610073566436768
2010-03-09,7.585898399353027
2010-03-10,7.676566123962402
2010-03-11,7.743055820465088
2010-03-12,7.912302017211914
2010-03-15,7.857904434204102
2010-03-16,8.069463729858398
2010-03-17,8.244755744934082
2010-03-18,8.26893138885498
2010-03-19,8.190349578857422
2010-03-22,8.407957077026367
2010-03-23,8.432136535644531
2010-03-24,8.704137802124023
2010-03-25,8.788763046264648
2010-03-26,8.825030326843262
2010-03-29,8.843172073364258
2010-03-30,8.927855491638184
2010-03-31,8.861322402954102
2010-04-01,8.958100318908691
2010-04-05,9.151656150817871
2010-04-06,9.302875518798828
2010-04-07,9.03068733215332
2010-04-08,9.048829078674316
2010-04-09,9.145611763000488
2010-04-12,9.060929298400879
2010-04-13,9.314972877502441
2010-04-14,9.36940860748291
2010-04-15,9.091170310974121
2010-04-16,8.837126731872559
2010-04-19,8.970196723937988
2010-04-20,9.181903839111328
2010-04-21,9.502483367919922
2010-04-22,9.871455192565918
2010-04-23,10.004520416259766
2010-04-26,10.149691581726074
2010-04-27,9.780722618103027
2010-04-28,9.671844482421875
2010-04-29,10.143646240234375
2010-04-30,9.835162162780762
2010-05-03,10.246469497680664
2010-05-04,9.901694297790527
2010-05-05,9.629507064819336
2010-05-06,9.296826362609863
2010-05-07,8.91576099395752
2010-05-10,9.702089309692383
2010-05-11,9.629507064819336
2010-05-12,9.835162162780762
2010-05-13,9.726283073425293
2010-05-14,9.006489753723145
2010-05-17,9.054879188537598
2010-05-18,8.722201347351074
2010-05-19,8.71614933013916
2010-05-20,8.081043243408203
2010-05-21,8.516546249389648
2010-05-24,8.2746000289917
2010-05-25,8.2746000289917
2010-05-26,8.195965766906738
2010-05-27,8.909708023071289
2010-05-28,8.625426292419434
2010-06-01,8.55888843536377
2010-06-02,8.952052116394043
2010-06-03,8.879464149475098
2010-06-04,8.256451606750488
2010-06-07,8.081043243408203
2010-06-08,8.365331649780273
2010-06-09,8.504451751708984
2010-06-10,8.97624683380127
2010-06-11,8.970196723937988
2010-06-14,9.085124015808105
2010-06-15,9.363361358642578
2010-06-16,9.2847318649292
2010-06-17,9.314972877502441
2010-06-18,9.381505966186523
2010-06-21,9.296826362609863
2010-06-22,9.006489753723145
2010-06-23,8.964150428771973
2010-06-24,8.504451751708984
2010-06-25,8.722201347351074
2010-06-28,8.607193946838379
2010-06-29,8.219816207885742
2010-06-30,8.159285545349121
2010-07-01,8.141125679016113
2010-07-02,7.9111151695251465
2010-07-06,7.765845775604248
2010-07-07,8.286394119262695
2010-07-08,8.43166732788086
2010-07-09,8.601144790649414
2010-07-12,8.601144790649414
2010-07-13,8.91589069366455
2010-07-14,8.927999496459961
2010-07-15,8.582985877990723
2010-07-16,8.141125679016113
2010-07-19,8.213761329650879
2010-07-20,8.474034309387207
2010-07-21,8.219816207885742
2010-07-22,8.443771362304688
2010-07-23,8.601144790649414
2010-07-26,8.867472648620605
2010-07-27,8.79483413696289
2010-07-28,8.752467155456543
2010-07-29,8.667726516723633
2010-07-30,8.679831504821777
2010-08-02,8.958266258239746
2010-08-03,8.964316368103027
2010-08-04,9.127747535705566
2010-08-05,8.988527297973633
2010-08-06,8.79483413696289
2010-08-09,8.891683578491211
2010-08-10,8.782732963562012
2010-08-11,8.467981338500977
2010-08-12,8.29244613647461
2010-08-13,8.280342102050781
2010-08-16,8.231917381286621
2010-08-17,8.516403198242188
2010-08-18,8.637460708618164
2010-08-19,8.262182235717773
2010-08-20,8.129019737243652
2010-08-23,8.056384086608887
2010-08-24,7.9292755126953125
2010-08-25,8.086648941040039
2010-08-26,8.007960319519043
2010-08-27,8.165335655212402
2010-08-30,7.892956256866455
2010-08-31,7.965592861175537
2010-09-01,8.262182235717773
2010-09-02,8.383240699768066
2010-09-03,8.570880889892578
2010-09-07,8.455875396728516
2010-09-08,8.528507232666016
2010-09-09,8.534561157226562
2010-09-10,8.601144790649414
2010-09-13,8.82509994506836
2010-09-14,8.80089282989502
2010-09-15,8.891683578491211
2010-09-16,8.79483413696289
2010-09-17,8.752467155456543
2010-09-20,9.11563777923584
2010-09-21,8.843259811401367
2010-09-22,8.679831504821777
2010-09-23,8.480085372924805
2010-09-24,8.812994956970215
2010-09-27,8.643514633178711
2010-09-28,8.867630004882812
2010-09-29,8.752542495727539
2010-09-30,8.770712852478027
2010-10-01,8.873687744140625
2010-10-04,8.934256553649902
2010-10-05,9.273454666137695
2010-10-06,9.358253479003906
2010-10-07,9.249227523803711
2010-10-08,9.449109077453613
2010-10-11,9.400653839111328
2010-10-12,9.576312065124512
2010-10-13,9.661112785339355
2010-10-14,9.685338973999023
2010-10-15,9.758024215698242
2010-10-18,9.879166603088379
2010-10-19,9.691402435302734
2010-10-20,9.909454345703125
2010-10-21,9.721680641174316
2010-10-22,9.818593978881836
2010-10-25,9.77619743347168
2010-10-26,9.75196647644043
2010-10-27,9.630826950073242
2010-10-28,9.636881828308105
2010-10-29,9.62476921081543
2010-11-01,9.636881828308105
2010-11-02,9.703508377075195
2010-11-03,9.685338973999023
2010-11-04,10.218366622924805
2010-11-05,10.369794845581055
2010-11-08,10.254707336425781
2010-11-09,9.703508377075195
2010-11-10,9.74591064453125
2010-11-11,9.76408576965332
2010-11-12,9.594484329223633
2010-11-15,9.509682655334473
2010-11-16,9.273454666137695
2010-11-17,9.358253479003906
2010-11-18,9.606595993041992
2010-11-19,9.758024215698242
2010-11-22,9.739852905273438
2010-11-23,9.667167663574219
2010-11-24,9.945796966552734
2010-11-26,9.909454345703125
2010-11-29,9.970026016235352
2010-11-30,9.982138633728027
2010-12-01,10.085107803344727
2010-12-02,10.230477333068848
2010-12-03,10.230477333068848
2010-12-06,10.297109603881836
2010-12-07,10.38191032409668
2010-12-08,10.27287769317627
2010-12-09,10.254707336425781
2010-12-10,10.41219425201416
2010-12-13,10.442481994628906
2010-12-14,10.30922794342041
2010-12-15,10.13356876373291
2010-12-16,10.254707336425781
2010-12-17,10.448535919189453
2010-12-20,10.660536766052246
2010-12-21,10.781678199768066
2010-12-22,10.757452011108398
2010-12-23,10.636305809020996
2010-12-27,10.818021774291992
2010-12-28,10.781678199768066
2010-12-29,10.775619506835938
2010-12-30,10.793798446655273
2010-12-31,10.83016300201416
