Date,NDAQ
2011-09-28,6.4624505043029785
2011-09-29,6.481305122375488
2011-09-30,6.233474254608154
2011-10-03,6.009890556335449
2011-10-04,6.179600715637207
2011-10-05,6.430123329162598
2011-10-06,6.583670616149902
2011-10-07,6.494774341583252
2011-10-10,6.766847610473633
2011-10-11,6.7533793449401855
2011-10-12,6.81264591217041
2011-10-13,6.834193229675293
2011-10-14,6.858439922332764
2011-10-17,6.712973594665527
2011-10-18,6.7533793449401855
2011-10-19,6.68603515625
2011-10-20,6.7614617347717285
2011-10-21,6.764155864715576
2011-10-24,6.904232501983643
2011-10-25,6.58636474609375
2011-10-26,6.548651218414307
2011-10-27,6.9392523765563965
2011-10-28,6.92039680480957
2011-10-31,6.747992515563965
2011-11-01,6.562119960784912
2011-11-02,6.651014804840088
2011-11-03,6.818032741546631
2011-11-04,6.81533670425415
2011-11-07,6.912314414978027
2011-11-08,7.00390625
2011-11-09,6.796481609344482
2011-11-10,6.917703151702881
2011-11-11,7.141287326812744
2011-11-14,7.100881099700928
2011-11-15,7.176308631896973
2011-11-16,6.9392523765563965
2011-11-17,6.8530497550964355
2011-11-18,6.915008068084717
2011-11-21,6.777622699737549
2011-11-22,6.750685691833496
2011-11-23,6.629464626312256
2011-11-25,6.613301753997803
2011-11-28,6.796481609344482
2011-11-29,6.737218379974365
2011-11-30,7.0712504386901855
2011-12-01,7.030843257904053
2011-12-02,6.976967811584473
2011-12-05,7.057780742645264
2011-12-06,7.044312000274658
2011-12-07,6.893458366394043
2011-12-08,6.696810722351074
2011-12-09,6.874603271484375
2011-12-12,6.694116115570068
2011-12-13,6.548651218414307
2011-12-14,6.481305122375488
2011-12-15,6.532486438751221
2011-12-16,6.473225116729736
2011-12-19,6.36008358001709
2011-12-20,6.58097505569458
2011-12-21,6.56481409072876
2011-12-22,6.607915878295898
2011-12-23,6.651014804840088
2011-12-27,6.634852409362793
2011-12-28,6.543263912200928
2011-12-29,6.634852409362793
2011-12-30,6.602529048919678
2012-01-03,6.723747730255127
2012-01-04,6.632157802581787
2012-01-05,6.642934322357178
2012-01-06,6.58097505569458
2012-01-09,6.554037570953369
2012-01-10,6.780320167541504
2012-01-11,6.747992515563965
2012-01-12,6.723747730255127
2012-01-13,6.680649280548096
2012-01-17,6.605220317840576
2012-01-18,6.675259113311768
2012-01-19,6.772238731384277
2012-01-20,6.826114654541016
2012-01-23,6.858439922332764
2012-01-24,6.912314414978027
2012-01-25,6.976967811584473
2012-01-26,6.958108425140381
2012-01-27,7.001211643218994
2012-01-30,6.81533670425415
2012-01-31,6.669870853424072
2012-02-01,6.6725664138793945
2012-02-02,6.642934322357178
2012-02-03,6.7533793449401855
2012-02-06,6.828805923461914
2012-02-07,6.923088550567627
2012-02-08,7.068554878234863
2012-02-09,6.971577167510986
2012-02-10,7.00390625
2012-02-13,7.100881099700928
2012-02-14,7.100881099700928
2012-02-15,7.060472011566162
2012-02-16,7.205942153930664
2012-02-17,7.222105026245117
2012-02-21,7.165533542633057
2012-02-22,7.063167095184326
2012-02-23,7.073941230773926
2012-02-24,7.189776420593262
2012-02-27,7.2167158126831055
2012-02-28,7.173616409301758
2012-02-29,7.095493316650391
2012-03-01,7.087413787841797
2012-03-02,7.033535003662109
2012-03-05,7.044312000274658
2012-03-06,6.86113166809082
2012-03-07,6.906927108764648
2012-03-08,6.990436553955078
2012-03-09,7.038923740386963
2012-03-12,6.960803985595703
2012-03-13,7.197859764099121
2012-03-14,7.135901927947998
2012-03-15,7.205942153930664
2012-03-16,7.168229579925537
2012-03-19,7.219408988952637
2012-03-20,7.197859764099121
2012-03-21,7.232875347137451
2012-03-22,7.240958213806152
2012-03-23,7.176308631896973
2012-03-26,7.321776390075684
2012-03-27,7.168229579925537
2012-03-28,7.117044448852539
2012-03-29,6.95541524887085
2012-03-30,6.976967811584473
2012-04-02,6.985047340393066
2012-04-03,6.931171417236328
2012-04-04,6.79378604888916
2012-04-05,6.874603271484375
2012-04-09,6.828805923461914
2012-04-10,6.624077320098877
2012-04-11,6.66179084777832
2012-04-12,6.721053123474121
2012-04-13,6.618690013885498
2012-04-16,6.58097505569458
2012-04-17,6.675259113311768
2012-04-18,6.656402111053467
2012-04-19,6.65371036529541
2012-04-20,6.745297908782959
2012-04-23,6.73991060256958
2012-04-24,6.823418140411377
2012-04-25,6.766847610473633
2012-04-26,6.7533793449401855
2012-04-27,6.772238731384277
