Date,ALL
2010-11-04,22.40540885925293
2010-11-05,22.470081329345703
2010-11-08,22.297618865966797
2010-11-09,21.75868797302246
2010-11-10,22.319177627563477
2010-11-11,22.010189056396484
2010-11-12,21.686824798583984
2010-11-15,21.895212173461914
2010-11-16,21.442506790161133
2010-11-17,21.44969367980957
2010-11-18,21.715566635131836
2010-11-19,21.794605255126953
2010-11-22,21.557479858398438
2010-11-23,21.226938247680664
2010-11-24,21.413768768310547
2010-11-26,21.218441009521484
2010-11-29,21.240137100219727
2010-11-30,21.05928611755371
2010-12-01,21.66697120666504
2010-12-02,21.927404403686523
2010-12-03,21.927404403686523
2010-12-06,21.826120376586914
2010-12-07,22.0286865234375
2010-12-08,22.050384521484375
2010-12-09,22.07932472229004
2010-12-10,22.383167266845703
2010-12-13,22.455514907836914
2010-12-14,22.390403747558594
2010-12-15,22.25295639038086
2010-12-16,22.59296989440918
2010-12-17,22.65084457397461
2010-12-20,22.67254638671875
2010-12-21,23.055973052978516
2010-12-22,23.128313064575195
2010-12-23,23.106611251831055
2010-12-27,23.215129852294922
2010-12-28,23.150012969970703
2010-12-29,23.084903717041016
2010-12-30,23.005332946777344
2010-12-31,23.063201904296875
2011-01-03,23.31640625
2011-01-04,23.084903717041016
2011-01-05,23.048730850219727
2011-01-06,22.788293838500977
2011-01-07,22.63637351989746
2011-01-10,22.419349670410156
2011-01-11,22.520627975463867
2011-01-12,22.289133071899414
2011-01-13,22.19508171081543
2011-01-14,22.216777801513672
2011-01-18,22.375930786132812
2011-01-19,22.122730255126953
2011-01-20,22.643604278564453
2011-01-21,22.67978286743164
2011-01-24,22.629131317138672
2011-01-25,22.998092651367188
2011-01-26,22.918519973754883
2011-01-27,23.0704345703125
2011-01-28,22.535099029541016
2011-01-31,22.527862548828125
2011-02-01,22.86064338684082
2011-02-02,22.520627975463867
2011-02-03,22.585731506347656
2011-02-04,22.67978286743164
2011-02-07,23.063201904296875
2011-02-08,23.555143356323242
2011-02-09,23.410451889038086
2011-02-10,22.571266174316406
2011-02-11,22.70871925354004
2011-02-14,22.39763832092285
2011-02-15,22.093795776367188
2011-02-16,22.354228973388672
2011-02-17,22.867870330810547
2011-02-18,23.229595184326172
2011-02-22,22.961917877197266
2011-02-23,22.788293838500977
2011-02-24,22.484458923339844
2011-02-25,22.77383041381836
2011-02-28,22.990856170654297
2011-03-01,22.74488639831543
2011-03-02,22.643604278564453
2011-03-03,23.063201904296875
2011-03-04,22.94021987915039
2011-03-07,22.737648010253906
2011-03-08,23.150012969970703
2011-03-09,23.353910446166992
2011-03-10,23.106319427490234
2011-03-11,23.295658111572266
2011-03-14,23.106319427490234
2011-03-15,22.807758331298828
2011-03-16,22.378101348876953
2011-03-17,22.640274047851562
2011-03-18,22.6839599609375
2011-03-21,22.785905838012695
2011-03-22,22.92426872253418
2011-03-23,22.836885452270508
2011-03-24,22.975238800048828
2011-03-25,22.909704208374023
2011-03-28,23.048067092895508
2011-03-29,23.033498764038086
2011-03-30,23.19371223449707
2011-03-31,23.14273452758789
2011-04-01,22.902423858642578
2011-04-04,23.20098876953125
2011-04-05,23.01893424987793
2011-04-06,23.048067092895508
2011-04-07,23.157297134399414
2011-04-08,22.866010665893555
2011-04-11,23.120891571044922
2011-04-12,23.01893424987793
2011-04-13,23.186429977416992
2011-04-14,22.866010665893555
2011-04-15,22.873292922973633
2011-04-18,22.77134132385254
2011-04-19,22.611133575439453
2011-04-20,22.705801010131836
2011-04-21,23.048067092895508
2011-04-25,23.244674682617188
2011-04-26,23.11359977722168
2011-04-27,23.259254455566406
2011-04-28,24.584598541259766
2011-04-29,24.64285659790039
2011-05-02,24.671987533569336
2011-05-03,24.98512077331543
2011-05-04,24.744808197021484
2011-05-05,24.337007522583008
2011-05-06,24.34429168701172
2011-05-09,24.12582778930664
2011-05-10,24.395265579223633
2011-05-11,24.06757354736328
2011-05-12,24.03115463256836
2011-05-13,23.579666137695312
2011-05-16,23.681617736816406
2011-05-17,23.608783721923828
2011-05-18,23.630638122558594
2011-05-19,23.630638122558594
2011-05-20,23.310218811035156
2011-05-23,22.880571365356445
2011-05-24,22.727643966674805
2011-05-25,22.75678253173828
2011-05-26,22.837427139282227
2011-05-27,22.90340805053711
2011-05-31,23.006046295166016
2011-06-01,22.31688690185547
2011-06-02,22.661468505859375
2011-06-03,22.485515594482422
2011-06-06,22.111610412597656
2011-06-07,22.118940353393555
2011-06-08,21.869672775268555
2011-06-09,22.140939712524414
2011-06-10,21.737709045410156
2011-06-13,21.91366958618164
2011-06-14,22.155595779418945
2011-06-15,21.613075256347656
2011-06-16,21.664390563964844
2011-06-17,21.737709045410156
2011-06-20,21.90632438659668
2011-06-21,22.082286834716797
2011-06-22,21.964981079101562
2011-06-23,21.745033264160156
2011-06-24,21.576417922973633
2011-06-27,21.71570587158203
2011-06-28,21.76703453063965
2011-06-29,22.324222564697266
2011-06-30,22.382875442504883
2011-07-01,22.654138565063477
2011-07-05,22.566162109375
2011-07-06,22.448856353759766
2011-07-07,22.66880226135254
2011-07-08,22.390199661254883
2011-07-11,22.008968353271484
2011-07-12,21.979644775390625
2011-07-13,21.89900016784668
2011-07-14,21.77436637878418
2011-07-15,21.605737686157227
2011-07-18,20.535354614257812
2011-07-19,20.747961044311523
2011-07-20,20.821277618408203
2011-07-21,21.055885314941406
2011-07-22,21.03389549255371
2011-07-25,20.80661392211914
2011-07-26,20.696645736694336
2011-07-27,20.256755828857422
2011-07-28,20.300748825073242
2011-07-29,20.32274055480957
2011-08-01,20.77729034423828
2011-08-02,20.26408576965332
2011-08-03,20.212770462036133
2011-08-04,19.289012908935547
2011-08-05,19.274351119995117
2011-08-08,18.013341903686523
2011-08-09,18.878448486328125
2011-08-10,17.830055236816406
2011-08-11,18.819791793823242
2011-08-12,18.416568756103516
2011-08-15,19.08373260498047
2011-08-16,18.819791793823242
2011-08-17,18.68050193786621
2011-08-18,17.83738136291504
2011-08-19,17.8593807220459
2011-08-22,17.932687759399414
2011-08-23,18.291934967041016
2011-08-24,18.467885971069336
2011-08-25,17.910696029663086
2011-08-26,17.92535972595215
2011-08-29,19.448719024658203
2011-08-30,19.25644874572754
2011-08-31,19.396953582763672
2011-09-01,19.160316467285156
2011-09-02,18.457794189453125
2011-09-06,18.161998748779297
2011-09-07,19.11594581604004
2011-09-08,18.71662139892578
2011-09-09,18.346878051757812
2011-09-12,18.687040328979492
2011-09-13,18.546537399291992
2011-09-14,18.413427352905273
2011-09-15,18.56871795654297
2011-09-16,18.44301414489746
2011-09-19,18.088045120239258
2011-09-20,17.98452377319336
2011-09-21,17.07494354248047
2011-09-22,16.771753311157227
2011-09-23,16.838302612304688
2011-09-26,17.40032386779785
2011-09-27,17.599987030029297
2011-09-28,17.392925262451172
2011-09-29,18.161998748779297
2011-09-30,17.518634796142578
2011-10-03,16.793930053710938
2011-10-04,17.474273681640625
2011-10-05,17.851417541503906
2011-10-06,18.154605865478516
2011-10-07,17.540815353393555
2011-10-10,18.30990219116211
2011-10-11,18.110225677490234
2011-10-12,18.590904235839844
2011-10-13,18.221166610717773
2011-10-14,18.457794189453125
2011-10-17,17.85880470275879
2011-10-18,18.812755584716797
2011-10-19,18.842330932617188
2011-10-20,19.55225372314453
2011-10-21,19.892419815063477
2011-10-24,20.018129348754883
2011-10-25,19.596622467041016
2011-10-26,19.855438232421875
2011-10-27,20.498802185058594
2011-10-28,20.08469009399414
2011-10-31,19.478300094604492
2011-11-01,19.293424606323242
2011-11-02,19.22687530517578
2011-11-03,19.212081909179688
2011-11-04,19.15291976928711
2011-11-07,19.51527976989746
2011-11-08,19.58922576904297
2011-11-09,19.11594581604004
2011-11-10,19.374773025512695
2011-11-11,19.700151443481445
2011-11-14,19.58922576904297
2011-11-15,19.6927490234375
2011-11-16,19.24905776977539
2011-11-17,18.9384708404541
2011-11-18,19.212081909179688
2011-11-21,18.775779724121094
2011-11-22,18.650066375732422
2011-11-23,18.117633819580078
2011-11-25,18.26552963256836
2011-11-28,18.869653701782227
2011-11-29,19.041194915771484
2011-11-30,19.9809513092041
2011-12-01,19.809404373168945
2011-12-02,19.898914337158203
2011-12-05,20.14502716064453
2011-12-06,20.22707748413086
2011-12-07,20.33894920349121
2011-12-08,19.824331283569336
2011-12-09,20.085365295410156
2011-12-12,19.637861251831055
2011-12-13,19.39174461364746
2011-12-14,19.578201293945312
2011-12-15,19.64532470703125
2011-12-16,19.719913482666016
2011-12-19,19.466323852539062
2011-12-20,20.115201950073242
2011-12-21,20.249454498291016
2011-12-22,20.443368911743164
2011-12-23,20.59999656677246
2011-12-27,20.510498046875
2011-12-28,20.27182960510254
2011-12-29,20.562702178955078
2011-12-30,20.443368911743164
2012-01-03,20.696956634521484
2012-01-04,20.555246353149414
2012-01-05,20.689489364624023
2012-01-06,20.89832878112793
2012-01-09,20.98782730102539
2012-01-10,21.398038864135742
2012-01-11,21.65909194946289
2012-01-12,21.681459426879883
2012-01-13,21.614336013793945
2012-01-17,21.66654396057129
2012-01-18,21.979795455932617
2012-01-19,21.994709014892578
2012-01-20,22.248294830322266
2012-01-23,22.225915908813477
2012-01-24,21.897750854492188
2012-01-25,21.76350212097168
2012-01-26,21.741127014160156
2012-01-27,21.696374893188477
2012-01-30,21.65909194946289
2012-01-31,21.517372131347656
2012-02-01,21.860454559326172
2012-02-02,22.591384887695312
2012-02-03,22.889711380004883
2012-02-06,22.844961166381836
2012-02-07,23.001583099365234
2012-02-08,23.12093162536621
2012-02-09,23.05379295349121
2012-02-10,23.098543167114258
2012-02-13,23.240251541137695
2012-02-14,23.23280143737793
2012-02-15,23.05379295349121
2012-02-16,23.217885971069336
2012-02-17,23.41179656982422
2012-02-21,23.538589477539062
2012-02-22,23.471473693847656
2012-02-23,23.56096076965332
2012-02-24,23.389421463012695
2012-02-27,23.396886825561523
2012-02-28,23.501298904418945
2012-02-29,23.441631317138672
2012-03-01,23.494211196899414
2012-03-02,23.46416664123535
2012-03-05,23.697010040283203
2012-03-06,23.283899307250977
2012-03-07,23.26137351989746
2012-03-08,23.46416664123535
2012-03-09,23.779619216918945
2012-03-12,23.90730857849121
2012-03-13,24.455612182617188
2012-03-14,24.41054344177246
2012-03-15,24.478139877319336
2012-03-16,24.545740127563477
2012-03-19,24.61333656311035
2012-03-20,24.628358840942383
2012-03-21,24.463111877441406
2012-03-22,24.29037094116211
2012-03-23,24.418054580688477
2012-03-26,24.846181869506836
2012-03-27,24.801109313964844
2012-03-28,24.98137092590332
2012-03-29,24.710981369018555
2012-03-30,24.725994110107422
2012-04-02,25.056486129760742
2012-04-03,24.710981369018555
2012-04-04,24.500680923461914
2012-04-05,24.598308563232422
2012-04-09,24.32792091369629
2012-04-10,24.01245880126953
2012-04-11,24.21525764465332
2012-04-12,24.688444137573242
2012-04-13,24.260330200195312
2012-04-16,24.388010025024414
2012-04-17,24.69595718383789
2012-04-18,24.771066665649414
2012-04-19,24.64337921142578
2012-04-20,24.523212432861328
2012-04-23,24.380489349365234
2012-04-24,24.64337921142578
2012-04-25,25.0039119720459
2012-04-26,25.477100372314453
2012-04-27,25.199190139770508
2012-04-30,25.03394317626953
2012-05-01,25.079010009765625
2012-05-02,24.71849822998047
2012-05-03,25.70993423461914
2012-05-04,25.687402725219727
2012-05-07,25.732458114624023
2012-05-08,26.05544090270996
2012-05-09,25.77002716064453
2012-05-10,25.987834930419922
2012-05-11,26.160593032836914
2012-05-14,25.837623596191406
2012-05-15,25.522157669067383
2012-05-16,25.10905647277832
2012-05-17,24.75605010986328
2012-05-18,24.598308563232422
2012-05-21,24.93630599975586
2012-05-22,24.665908813476562
2012-05-23,24.85369110107422
2012-05-24,25.10905647277832
2012-05-25,25.214208602905273
2012-05-29,25.724958419799805
2012-05-30,25.460376739501953
2012-05-31,25.65692138671875
2012-06-01,24.999244689941406
2012-06-04,24.953887939453125
2012-06-05,25.052160263061523
2012-06-06,25.770315170288086
2012-06-07,25.75518226623535
2012-06-08,25.936628341674805
2012-06-11,25.626686096191406
2012-06-12,26.004657745361328
2012-06-13,25.747642517089844
2012-06-14,26.03489112854004
2012-06-15,25.815677642822266
2012-06-18,25.687152862548828
2012-06-19,26.042457580566406
2012-06-20,26.21632194519043
2012-06-21,25.702272415161133
2012-06-22,25.76275634765625
2012-06-25,25.278949737548828
2012-06-26,25.445247650146484
2012-06-27,25.861026763916016
2012-06-28,25.808109283447266
2012-06-29,26.526264190673828
2012-07-02,26.62453269958496
2012-07-03,26.70012855529785
2012-07-05,26.382633209228516
2012-07-06,26.299480438232422
2012-07-09,26.027339935302734
2012-07-10,25.883708953857422
2012-07-11,25.770315170288086
2012-07-12,25.437694549560547
2012-07-13,25.604005813598633
2012-07-16,25.422582626342773
2012-07-17,25.709836959838867
2012-07-18,25.87614631652832
2012-07-19,26.238998413085938
2012-07-20,26.01221466064453
2012-07-23,25.815677642822266
2012-07-24,25.490615844726562
2012-07-25,25.445247650146484
2012-07-26,25.815677642822266
2012-07-27,26.254125595092773
2012-07-30,26.27679443359375
2012-07-31,25.929059982299805
2012-08-01,27.51655387878418
2012-08-02,27.614826202392578
2012-08-03,28.000368118286133
2012-08-06,28.000368118286133
2012-08-07,28.809232711791992
2012-08-08,28.907495498657227
2012-08-09,28.763864517211914
2012-08-10,28.71095848083496
2012-08-13,28.68071174621582
2012-08-14,28.35565757751465
2012-08-15,28.64291763305664
2012-08-16,28.529539108276367
2012-08-17,28.620243072509766
2012-08-20,28.81678581237793
2012-08-21,28.915069580078125
2012-08-22,28.983097076416016
2012-08-23,28.506847381591797
2012-08-24,28.54463768005371
2012-08-27,28.453933715820312
2012-08-28,28.348100662231445
2012-08-29,28.386127471923828
2012-08-30,28.27206039428711
2012-08-31,28.348108291625977
2012-09-04,28.439355850219727
2012-09-05,28.735919952392578
2012-09-06,29.245378494262695
2012-09-07,29.260591506958008
2012-09-10,29.085704803466797
2012-09-11,29.27579689025879
2012-09-12,29.51913070678711
2012-09-13,29.98297691345215
2012-09-14,30.30995750427246
2012-09-17,30.256736755371094
2012-09-18,30.30995750427246
2012-09-19,30.04381561279297
2012-09-20,30.31755828857422
2012-09-21,30.743392944335938
2012-09-24,30.59891128540039
2012-09-25,30.370786666870117
2012-09-26,30.005794525146484
2012-09-27,30.24151039123535
2012-09-28,30.119853973388672
2012-10-01,30.378402709960938
2012-10-02,30.477245330810547
2012-10-03,30.705368041992188
2012-10-04,31.039962768554688
2012-10-05,31.1616268157959
2012-10-08,31.336517333984375
2012-10-09,31.0855770111084
2012-10-10,30.84984588623047
2012-10-11,31.039962768554688
2012-10-12,30.88026237487793
2012-10-15,31.26806640625
2012-10-16,31.496212005615234
2012-10-17,31.838382720947266
2012-10-18,32.408687591552734
2012-10-19,31.94483757019043
2012-10-22,32.13494110107422
2012-10-23,31.397348403930664
2012-10-24,31.30609130859375
2012-10-25,30.804227828979492
2012-10-26,30.530485153198242
2012-10-31,30.401212692260742
2012-11-01,29.694026947021484
2012-11-02,29.321434020996094
2012-11-05,29.41267967224121
2012-11-06,29.846094131469727
2012-11-07,29.405065536499023
2012-11-08,29.41267967224121
2012-11-09,29.450693130493164
2012-11-12,29.31382179260254
2012-11-13,28.96404266357422
2012-11-14,29.154130935668945
2012-11-15,29.10850715637207
2012-11-16,29.59516716003418
2012-11-19,30.173070907592773
2012-11-20,30.477245330810547
2012-11-21,30.385982513427734
2012-11-23,30.9791202545166
2012-11-26,30.75861358642578
2012-11-27,30.73578643798828
2012-11-28,31.06456184387207
2012-11-29,31.072208404541016
2012-11-30,30.94986343383789
2012-12-03,30.957515716552734
2012-12-04,31.026338577270508
2012-12-05,31.576820373535156
2012-12-06,31.492704391479492
2012-12-07,31.714433670043945
2012-12-10,31.65328598022461
2012-12-11,31.416255950927734
2012-12-12,31.46978187561035
2012-12-13,31.232759475708008
2012-12-14,30.720500946044922
2012-12-17,31.18688201904297
2012-12-18,31.61503791809082
2012-12-19,31.202178955078125
2012-12-20,31.439199447631836
2012-12-21,30.819904327392578
2012-12-24,30.83517837524414
2012-12-26,30.7893009185791
2012-12-27,30.68227195739746
2012-12-28,30.475839614868164
2012-12-31,30.712860107421875
2013-01-02,31.46978187561035
2013-01-03,31.7908935546875
2013-01-04,32.26492691040039
2013-01-07,31.913238525390625
2013-01-08,31.98203468322754
2013-01-09,32.287872314453125
2013-01-10,32.555477142333984
2013-01-11,32.84601593017578
2013-01-14,32.82307434082031
2013-01-15,32.80777359008789
2013-01-16,32.70838165283203
2013-01-17,32.94538879394531
2013-01-18,33.03715896606445
2013-01-22,33.7940673828125
2013-01-23,33.51119613647461
2013-01-24,33.312400817871094
2013-01-25,33.57233428955078
2013-01-28,33.28181457519531
2013-01-29,33.50354766845703
2013-01-30,33.80172348022461
2013-01-31,33.564701080322266
2013-02-01,34.28338623046875
2013-02-04,33.587642669677734
2013-02-05,33.87818908691406
2013-02-06,33.87818908691406
2013-02-07,34.451595306396484
2013-02-08,34.512779235839844
2013-02-11,34.59687805175781
2013-02-12,34.87211990356445
2013-02-13,35.078556060791016
2013-02-14,35.078556060791016
2013-02-15,35.05561447143555
2013-02-19,35.73609161376953
2013-02-20,35.4837760925293
2013-02-21,35.529659271240234
2013-02-22,35.73609161376953
2013-02-25,34.68098449707031
2013-02-26,35.02694320678711
2013-02-27,35.40366744995117
2013-02-28,35.38058853149414
2013-03-01,35.63429641723633
2013-03-04,35.78036880493164
2013-03-05,36.295475006103516
2013-03-06,36.38774490356445
2013-03-07,36.35699462890625
2013-03-08,36.456932067871094
2013-03-11,36.71065139770508
2013-03-12,36.67988586425781
2013-03-13,36.849021911621094
2013-03-14,37.05659103393555
2013-03-15,36.88745880126953
2013-03-18,36.79519271850586
2013-03-19,36.626068115234375
2013-03-20,36.849021911621094
2013-03-21,36.749061584472656
2013-03-22,37.07197189331055
2013-03-25,37.27186584472656
2013-03-26,37.402565002441406
2013-03-27,37.41794204711914
2013-03-28,37.725467681884766
2013-04-01,37.88691711425781
2013-04-02,38.29438400268555
2013-04-03,37.96379852294922
2013-04-04,38.06373596191406
2013-04-05,37.91767883300781
2013-04-08,38.525028228759766
2013-04-09,38.23286437988281
2013-04-10,38.23286437988281
2013-04-11,38.655731201171875
2013-04-12,38.709529876708984
2013-04-15,37.7408447265625
2013-04-16,38.05604934692383
2013-04-17,37.725467681884766
2013-04-18,37.241092681884766
2013-04-19,37.64859390258789
2013-04-22,37.67932891845703
2013-04-23,38.286685943603516
2013-04-24,38.209815979003906
2013-04-25,38.07910919189453
2013-04-26,37.7408447265625
2013-04-29,37.86384963989258
2013-04-30,37.87154006958008
2013-05-01,37.21036148071289
2013-05-02,37.095027923583984
2013-05-03,37.433319091796875
2013-05-06,37.748538970947266
2013-05-07,37.909976959228516
2013-05-08,38.20211410522461
2013-05-09,38.00223922729492
2013-05-10,37.971492767333984
2013-05-13,37.97917175292969
2013-05-14,38.717227935791016
2013-05-15,38.9478645324707
2013-05-16,38.5634651184082
2013-05-17,38.44044876098633
2013-05-20,38.286685943603516
2013-05-21,37.733158111572266
2013-05-22,37.510196685791016
2013-05-23,37.48713684082031
2013-05-24,37.46406936645508
2013-05-28,37.53326416015625
2013-05-29,37.51780319213867
2013-05-30,37.73417282104492
2013-05-31,37.27825164794922
2013-06-03,36.68321990966797
2013-06-04,36.07273864746094
2013-06-05,35.439056396484375
2013-06-06,35.9259147644043
2013-06-07,36.67549514770508
2013-06-10,36.55183410644531
2013-06-11,36.513214111328125
2013-06-12,36.335479736328125
2013-06-13,36.6368522644043
2013-06-14,36.21955871582031
2013-06-17,36.64458465576172
2013-06-18,36.83777618408203
2013-06-19,36.3586540222168
2013-06-20,35.98772430419922
2013-06-21,36.49774932861328
2013-06-24,36.01091003417969
2013-06-25,36.2272834777832
2013-06-26,36.90732192993164
2013-06-27,37.324615478515625
2013-06-28,37.185523986816406
2013-07-01,37.62598419189453
2013-07-02,37.49460220336914
2013-07-03,37.45599365234375
2013-07-05,37.96601867675781
2013-07-08,38.692405700683594
2013-07-09,39.0633430480957
2013-07-10,38.870140075683594
2013-07-11,38.93197250366211
2013-07-12,39.49609375
2013-07-15,39.56563186645508
2013-07-16,39.41107940673828
2013-07-17,39.43425750732422
2013-07-18,40.245670318603516
2013-07-19,40.2611198425293
2013-07-22,40.50068664550781
2013-07-23,40.245670318603516
2013-07-24,39.40336227416992
2013-07-25,39.58109664916992
2013-07-26,39.81291961669922
2013-07-29,39.681549072265625
2013-07-30,39.34153366088867
2013-07-31,39.3956298828125
2013-08-01,40.353858947753906
2013-08-02,40.299766540527344
2013-08-05,39.63518524169922
2013-08-06,39.179264068603516
2013-08-07,38.76969909667969
2013-08-08,38.939693450927734
2013-08-09,39.14833450317383
2013-08-12,38.839229583740234
2013-08-13,39.00924301147461
2013-08-14,38.80833053588867
2013-08-15,38.14375305175781
2013-08-16,38.16691589355469
2013-08-19,37.81917953491211
2013-08-20,37.89645767211914
2013-08-21,37.7264518737793
2013-08-22,38.17465591430664
2013-08-23,38.074195861816406
2013-08-26,37.67236328125
2013-08-27,36.95368957519531
2013-08-28,37.0935173034668
2013-08-29,37.34210968017578
2013-08-30,37.225563049316406
2013-09-03,37.645057678222656
2013-09-04,37.47417449951172
2013-09-05,37.66060256958008
2013-09-06,37.59845733642578
2013-09-09,38.20439529418945
2013-09-10,38.406341552734375
2013-09-11,38.926815032958984
2013-09-12,38.93459701538086
2013-09-13,38.887977600097656
2013-09-16,39.237571716308594
