Date,WM
2010-11-05,24.57187843322754
2010-11-08,24.343534469604492
2010-11-09,24.322776794433594
2010-11-10,24.274341583251953
2010-11-11,24.17053985595703
2010-11-12,24.28125
2010-11-15,24.21205711364746
2010-11-16,24.101348876953125
2010-11-17,24.101348876953125
2010-11-18,24.357372283935547
2010-11-19,24.371225357055664
2010-11-22,24.329692840576172
2010-11-23,24.12902069091797
2010-11-24,24.42657470703125
2010-11-26,24.163618087768555
2010-11-29,24.03443717956543
2010-11-30,23.915739059448242
2010-12-01,24.12521743774414
2010-12-02,24.425474166870117
2010-12-03,24.299789428710938
2010-12-06,24.215993881225586
2010-12-07,24.250913619995117
2010-12-08,24.36263084411621
2010-12-09,24.6838321685791
2010-12-10,25.046934127807617
2010-12-13,25.270387649536133
2010-12-14,25.389089584350586
2010-12-15,25.25640869140625
2010-12-16,25.319263458251953
2010-12-17,25.333229064941406
2010-12-20,25.347192764282227
2010-12-21,25.417020797729492
2010-12-22,25.4798641204834
2010-12-23,25.4798641204834
2010-12-27,25.570640563964844
2010-12-28,25.598569869995117
2010-12-29,25.696327209472656
2010-12-30,25.710289001464844
2010-12-31,25.745203018188477
2011-01-03,25.710289001464844
2011-01-04,25.55667495727539
2011-01-05,25.5427188873291
2011-01-06,25.423999786376953
2011-01-07,25.284339904785156
2011-01-10,25.242450714111328
2011-01-11,25.16564178466797
2011-01-12,25.389089584350586
2011-01-13,25.61253547668457
2011-01-14,25.8569278717041
2011-01-18,25.982624053955078
2011-01-19,25.968650817871094
2011-01-20,25.961673736572266
2011-01-21,26.136220932006836
2011-01-24,26.324769973754883
2011-01-25,26.44347381591797
2011-01-26,26.694852828979492
2011-01-27,26.771663665771484
2011-01-28,26.44347381591797
2011-01-31,26.44347381591797
2011-02-01,26.60407066345215
2011-02-02,26.42253875732422
2011-02-03,26.324769973754883
2011-02-04,26.33873748779297
2011-02-07,26.562185287475586
2011-02-08,26.583126068115234
2011-02-09,26.659942626953125
2011-02-10,26.63201332092285
2011-02-11,26.562185287475586
2011-02-14,26.659942626953125
2011-02-15,26.52027702331543
2011-02-16,26.52727699279785
2011-02-17,26.52027702331543
2011-02-18,26.562185287475586
2011-02-22,26.324769973754883
2011-02-23,26.017528533935547
2011-02-24,25.689340591430664
2011-02-25,25.7521915435791
2011-02-28,25.87786865234375
2011-03-01,25.675378799438477
2011-03-02,25.7242488861084
2011-03-03,26.017528533935547
2011-03-04,25.982624053955078
2011-03-07,26.003572463989258
2011-03-08,26.185115814208984
2011-03-09,26.31900405883789
2011-03-10,25.945533752441406
2011-03-11,25.980762481689453
2011-03-14,26.058277130126953
2011-03-15,25.882118225097656
2011-03-16,25.43817710876465
2011-03-17,25.5297794342041
2011-03-18,25.7341365814209
2011-03-21,25.903249740600586
2011-03-22,25.938488006591797
2011-03-23,26.044189453125
2011-03-24,26.192155838012695
2011-03-25,26.12874412536621
2011-03-28,26.156938552856445
2011-03-29,26.192155838012695
2011-03-30,26.199207305908203
2011-03-31,26.311962127685547
2011-04-01,26.5304012298584
2011-04-04,26.600868225097656
2011-04-05,26.59381675720215
2011-04-06,26.946142196655273
2011-04-07,26.840450286865234
2011-04-08,26.720653533935547
2011-04-11,26.607912063598633
2011-04-12,26.544492721557617
2011-04-13,26.488113403320312
2011-04-14,26.650192260742188
2011-04-15,26.67133331298828
2011-04-18,26.304912567138672
2011-04-19,26.34014320373535
2011-04-20,26.896820068359375
2011-04-21,27.044795989990234
2011-04-25,27.12936019897461
2011-04-26,27.573286056518555
2011-04-27,27.80583381652832
2011-04-28,27.911537170410156
2011-04-29,27.80583381652832
2011-05-02,27.812883377075195
2011-05-03,27.728322982788086
2011-05-04,27.523963928222656
2011-05-05,27.178678512573242
2011-05-06,27.277334213256836
2011-05-09,27.340749740600586
2011-05-10,27.47464942932129
2011-05-11,27.37598991394043
2011-05-12,27.51691436767578
2011-05-13,27.305517196655273
2011-05-16,27.277334213256836
2011-05-17,27.171642303466797
2011-05-18,27.523963928222656
2011-05-19,27.636709213256836
2011-05-20,27.39008140563965
2011-05-23,27.08003807067871
2011-05-24,27.03774642944336
2011-05-25,26.95319175720215
2011-05-26,27.058889389038086
2011-05-27,27.39008140563965
2011-05-31,27.638887405395508
2011-06-01,27.290565490722656
2011-06-02,27.183923721313477
2011-06-03,26.956445693969727
2011-06-06,26.69342041015625
2011-06-07,26.430395126342773
2011-06-08,26.12471580505371
2011-06-09,26.23845863342285
2011-06-10,25.975435256958008
2011-06-13,25.93988609313965
2011-06-14,26.188690185546875
2011-06-15,25.854581832885742
2011-06-16,25.904354095458984
2011-06-17,26.117618560791016
2011-06-20,26.52992820739746
2011-06-21,26.636550903320312
2011-06-22,26.50859260559082
2011-06-23,26.373519897460938
2011-06-24,26.160263061523438
2011-06-27,26.174482345581055
2011-06-28,26.231353759765625
2011-06-29,26.337980270385742
2011-06-30,26.494367599487305
2011-07-01,26.68630599975586
2011-07-05,26.743175506591797
2011-07-06,26.82137680053711
2011-07-07,27.013322830200195
2011-07-08,26.828489303588867
2011-07-11,26.409067153930664
2011-07-12,26.039413452148438
2011-07-13,25.975435256958008
2011-07-14,25.627103805541992
2011-07-15,25.705305099487305
2011-07-18,25.399627685546875
2011-07-19,25.63421630859375
2011-07-20,25.691085815429688
2011-07-21,25.996767044067383
2011-07-22,25.570249557495117
2011-07-25,25.556026458740234
2011-07-26,25.449390411376953
2011-07-27,25.243221282958984
2011-07-28,23.231456756591797
2011-07-29,22.385509490966797
2011-08-01,22.378398895263672
2011-08-02,21.79547691345215
2011-08-03,21.937658309936523
2011-08-04,21.376062393188477
2011-08-05,21.589324951171875
2011-08-08,20.02539825439453
2011-08-09,20.8997802734375
2011-08-10,20.402164459228516
2011-08-11,21.84524154663086
2011-08-12,21.887893676757812
2011-08-15,22.015859603881836
2011-08-16,21.75282859802246
2011-08-17,22.179351806640625
2011-08-18,21.127256393432617
2011-08-19,20.8997802734375
2011-08-22,21.411605834960938
2011-08-23,22.840471267700195
2011-08-24,23.537128448486328
2011-08-25,23.089279174804688
2011-08-26,22.989749908447266
2011-08-29,24.09872055053711
2011-08-30,23.79305076599121
2011-08-31,23.48736572265625
2011-09-01,23.042041778564453
2011-09-02,22.058013916015625
2011-09-06,22.06519889831543
2011-09-07,22.58953094482422
2011-09-08,22.40996551513672
2011-09-09,21.892810821533203
2011-09-12,22.144201278686523
2011-09-13,22.374061584472656
2011-09-14,22.819381713867188
2011-09-15,23.18568992614746
2011-09-16,22.99176025390625
2011-09-19,22.445880889892578
2011-09-20,22.36687469482422
2011-09-21,21.27509880065918
2011-09-22,21.081167221069336
2011-09-23,22.129837036132812
2011-09-26,23.049226760864258
2011-09-27,23.329345703125
2011-09-28,22.661357879638672
2011-09-29,23.250341415405273
2011-09-30,23.38681411743164
2011-10-03,22.524879455566406
2011-10-04,22.977399826049805
2011-10-05,23.444272994995117
2011-10-06,23.767494201660156
2011-10-07,23.65257453918457
2011-10-10,24.241554260253906
2011-10-11,23.789037704467773
2011-10-12,23.767494201660156
2011-10-13,23.38681411743164
2011-10-14,23.645387649536133
2011-10-17,23.37962532043457
2011-10-18,23.767494201660156
2011-10-19,23.71002769470215
2011-10-20,23.889591217041016
2011-10-21,24.356470108032227
2011-10-24,24.65814208984375
2011-10-25,24.334924697875977
2011-10-26,24.9095401763916
2011-10-27,24.47139549255371
2011-10-28,24.220003128051758
2011-10-31,23.65257453918457
2011-11-01,22.532066345214844
2011-11-02,22.524879455566406
2011-11-03,22.85529327392578
2011-11-04,22.625444412231445
2011-11-07,22.733184814453125
2011-11-08,22.747547149658203
2011-11-09,22.259126663208008
2011-11-10,22.38123321533203
2011-11-11,22.869651794433594
2011-11-14,22.38123321533203
2011-11-15,22.395597457885742
2011-11-16,22.36687469482422
2011-11-17,22.172937393188477
2011-11-18,22.244762420654297
2011-11-21,21.425931930541992
2011-11-22,21.935911178588867
2011-11-23,21.727611541748047
2011-11-25,21.770708084106445
2011-11-28,22.0903263092041
2011-11-29,22.09759521484375
2011-11-30,22.736839294433594
2011-12-01,22.693252563476562
2011-12-02,22.68598747253418
2011-12-05,22.903915405273438
2011-12-06,22.9620304107666
2011-12-07,22.874860763549805
2011-12-08,22.20655632019043
2011-12-09,22.99835205078125
2011-12-12,23.03467559814453
2011-12-13,22.70052146911621
2011-12-14,22.969295501708984
2011-12-15,22.43901252746582
2011-12-16,22.518917083740234
2011-12-19,22.555233001708984
2011-12-20,23.129100799560547
2011-12-21,23.28891944885254
2011-12-22,23.528636932373047
2011-12-23,23.775617599487305
2011-12-27,23.86278533935547
2011-12-28,23.54315948486328
2011-12-29,23.811931610107422
2011-12-30,23.761083602905273
2012-01-03,23.85552215576172
2012-01-04,23.49957847595215
2012-01-05,23.688447952270508
2012-01-06,23.964481353759766
2012-01-09,23.928165435791016
2012-01-10,24.27684211730957
2012-01-11,24.211467742919922
2012-01-12,24.574670791625977
2012-01-13,24.26232147216797
2012-01-17,24.334962844848633
2012-01-18,24.4657039642334
2012-01-19,24.589200973510742
2012-01-20,24.66184425354004
2012-01-23,24.92335319519043
2012-01-24,24.937881469726562
2012-01-25,25.14128303527832
2012-01-26,25.228450775146484
2012-01-27,25.28656005859375
2012-01-30,25.2502384185791
2012-01-31,25.2502384185791
2012-02-01,25.41732406616211
2012-02-02,25.41732406616211
2012-02-03,25.69334602355957
2012-02-06,25.69334602355957
2012-02-07,25.664304733276367
2012-02-08,25.64976692199707
2012-02-09,25.555339813232422
2012-02-10,25.577131271362305
2012-02-13,25.85317611694336
2012-02-14,25.744197845458984
2012-02-15,25.439111709594727
2012-02-16,25.00325584411621
2012-02-17,25.14128303527832
2012-02-21,25.497217178344727
2012-02-22,25.44637680053711
2012-02-23,25.7659969329834
2012-02-24,25.889482498168945
2012-02-27,25.700626373291016
2012-02-28,25.56986427307129
2012-02-29,25.41004753112793
2012-03-01,25.533540725708008
2012-03-02,25.34467315673828
2012-03-05,25.497217178344727
2012-03-06,25.22118377685547
2012-03-07,25.283567428588867
2012-03-08,25.555116653442383
2012-03-09,25.613834381103516
2012-03-12,25.613834381103516
2012-03-13,25.7018985748291
2012-03-14,25.555116653442383
2012-03-15,25.43034553527832
2012-03-16,25.569793701171875
2012-03-19,25.533100128173828
2012-03-20,25.54777717590332
2012-03-21,25.731264114379883
2012-03-22,25.6431941986084
2012-03-23,25.650531768798828
2012-03-26,25.988140106201172
2012-03-27,25.922073364257812
2012-03-28,25.679882049560547
2012-03-29,25.62117576599121
2012-03-30,25.65787124633789
2012-04-02,25.826656341552734
2012-04-03,25.6431941986084
2012-04-04,25.731264114379883
2012-04-05,25.76795768737793
2012-04-09,25.650531768798828
2012-04-10,25.31291961669922
2012-04-11,25.606489181518555
2012-04-12,25.973451614379883
2012-04-13,25.78997039794922
2012-04-16,25.944091796875
2012-04-17,26.18628692626953
2012-04-18,26.340415954589844
2012-04-19,26.23033332824707
2012-04-20,26.391788482666016
2012-04-23,26.325735092163086
2012-04-24,26.406457901000977
2012-04-25,26.479856491088867
2012-04-26,25.90006446838379
2012-04-27,25.136781692504883
2012-04-30,25.100086212158203
2012-05-01,25.349620819091797
2012-05-02,25.290904998779297
2012-05-03,25.151470184326172
2012-05-04,24.931283950805664
2012-05-07,24.96064567565918
2012-05-08,24.938623428344727
2012-05-09,24.799179077148438
2012-05-10,24.828535079956055
2012-05-11,24.57166290283203
2012-05-14,23.940488815307617
2012-05-15,23.9698486328125
2012-05-16,23.991867065429688
2012-05-17,23.764347076416016
2012-05-18,23.70563316345215
2012-05-21,23.962512969970703
2012-05-22,24.109289169311523
2012-05-23,24.3294734954834
2012-05-24,24.285438537597656
2012-05-25,24.19002914428711
2012-05-29,24.18268585205078
2012-05-30,23.947834014892578
2012-05-31,23.808385848999023
2012-06-01,23.602890014648438
2012-06-04,23.595556259155273
2012-06-05,23.632246017456055
2012-06-06,23.96990203857422
2012-06-07,24.04411506652832
2012-06-08,24.10347557067871
2012-06-11,23.910533905029297
2012-06-12,24.03668975830078
2012-06-13,24.04411506652832
2012-06-14,24.014432907104492
2012-06-15,24.11832618713379
2012-06-18,24.11832618713379
2012-06-19,24.259319305419922
2012-06-20,24.26675033569336
2012-06-21,24.058956146240234
2012-06-22,24.021848678588867
2012-06-25,23.866012573242188
2012-06-26,23.873428344726562
2012-06-27,24.051530838012695
2012-06-28,24.155424118041992
2012-06-29,24.786216735839844
2012-07-02,24.689735412597656
2012-07-03,24.82332420349121
2012-07-05,24.689735412597656
2012-07-06,24.489376068115234
2012-07-09,24.519067764282227
2012-07-10,24.541330337524414
2012-07-11,23.443016052246094
2012-07-12,23.665637969970703
2012-07-13,24.021848678588867
2012-07-16,24.096067428588867
2012-07-17,24.33353614807129
2012-07-18,24.652639389038086
2012-07-19,24.734272003173828
2012-07-20,24.452268600463867
2012-07-23,24.43000030517578
2012-07-24,24.14058494567871
2012-07-25,24.073802947998047
2012-07-26,24.563589096069336
2012-07-27,25.342796325683594
2012-07-30,25.661897659301758
2012-07-31,25.5283203125
2012-08-01,25.394739151000977
2012-08-02,25.42442512512207
2012-08-03,25.802900314331055
2012-08-06,25.89936637878418
2012-08-07,25.943893432617188
2012-08-08,25.891939163208008
2012-08-09,25.89936637878418
2012-08-10,26.01068115234375
2012-08-13,25.981006622314453
2012-08-14,26.129419326782227
2012-08-15,26.218477249145508
2012-08-16,26.478212356567383
2012-08-17,26.46335792541504
2012-08-20,25.67674446105957
2012-08-21,25.58768653869629
2012-08-22,25.5283203125
2012-08-23,25.48379135131836
2012-08-24,25.439266204833984
2012-08-27,25.298274993896484
2012-08-28,25.402164459228516
2012-08-29,25.71384048461914
2012-08-30,25.624794006347656
2012-08-31,25.661897659301758
2012-09-04,25.79547119140625
2012-09-05,25.491819381713867
2012-09-06,25.821720123291016
2012-09-07,25.86669921875
2012-09-10,25.69426155090332
2012-09-11,25.604291915893555
2012-09-12,25.48432731628418
2012-09-13,25.544301986694336
2012-09-14,25.461833953857422
2012-09-17,25.446836471557617
2012-09-18,25.446836471557617
2012-09-19,24.509632110595703
2012-09-20,24.404666900634766
2012-09-21,24.352182388305664
2012-09-24,24.254722595214844
2012-09-25,24.052284240722656
2012-09-26,23.887340545654297
2012-09-27,24.007305145263672
2012-09-28,24.052284240722656
2012-10-01,23.714889526367188
2012-10-02,23.744882583618164
2012-10-03,23.75238037109375
2012-10-04,23.999807357788086
2012-10-05,24.029781341552734
2012-10-08,24.05978012084961
2012-10-09,23.909826278686523
2012-10-10,23.992300033569336
2012-10-11,24.07477569580078
2012-10-12,24.05978012084961
2012-10-15,24.23222541809082
2012-10-16,24.344696044921875
2012-10-17,24.55462646484375
2012-10-18,24.727060317993164
2012-10-19,24.389673233032227
2012-10-22,24.42716407775879
2012-10-23,24.21722984313965
2012-10-24,24.112266540527344
2012-10-25,24.509632110595703
2012-10-26,24.397172927856445
2012-10-31,24.54712677001953
2012-11-01,24.7420654296875
2012-11-02,24.119762420654297
2012-11-05,24.20223617553711
2012-11-06,24.16474723815918
2012-11-07,23.93231964111328
2012-11-08,23.72988510131836
2012-11-09,23.85735321044922
2012-11-12,23.849849700927734
2012-11-13,23.6549072265625
2012-11-14,23.30253028869629
2012-11-15,23.212553024291992
2012-11-16,23.564945220947266
2012-11-19,23.707395553588867
2012-11-20,23.85735321044922
2012-11-21,24.07477569580078
2012-11-23,24.26222038269043
2012-11-26,24.288753509521484
2012-11-27,24.190196990966797
2012-11-28,24.538915634155273
2012-11-29,24.682954788208008
2012-11-30,24.69053077697754
2012-12-03,24.65262794494629
2012-12-04,24.73601531982422
2012-12-05,25.410696029663086
2012-12-06,25.531993865966797
2012-12-07,25.86555290222168
2012-12-10,26.02474021911621
2012-12-11,25.774578094482422
2012-12-12,25.395540237426758
2012-12-13,25.501670837402344
2012-12-14,25.448606491088867
2012-12-17,25.577486038208008
2012-12-18,25.706348419189453
2012-12-19,25.622961044311523
2012-12-20,25.78215980529785
2012-12-21,25.66086769104004
2012-12-24,25.65328598022461
2012-12-26,25.569902420043945
2012-12-27,25.554731369018555
2012-12-28,25.36521339416504
2012-12-31,25.577486038208008
2013-01-02,25.75183868408203
2013-01-03,25.842809677124023
2013-01-04,25.835233688354492
2013-01-07,25.75183868408203
2013-01-08,25.80490493774414
2013-01-09,26.20667839050293
2013-01-10,26.4265193939209
2013-01-11,26.38861846923828
2013-01-14,26.4265193939209
2013-01-15,26.464431762695312
2013-01-16,26.50991439819336
2013-01-17,26.73733901977539
2013-01-18,26.722179412841797
2013-01-22,27.101211547851562
2013-01-23,26.911699295043945
2013-01-24,26.92685317993164
2013-01-25,27.05572509765625
2013-01-28,27.639453887939453
2013-01-29,27.52573585510254
2013-01-30,27.32863998413086
2013-01-31,27.57879638671875
2013-02-01,27.51815414428711
2013-02-04,27.23008918762207
2013-02-05,27.26799964904785
2013-02-06,27.366548538208008
2013-02-07,27.70766830444336
2013-02-08,27.51815414428711
2013-02-11,27.52573585510254
2013-02-12,27.639453887939453
2013-02-13,27.77589988708496
2013-02-14,28.15493392944336
2013-02-15,27.813806533813477
2013-02-19,27.7607364654541
2013-02-20,27.6925048828125
2013-02-21,27.60911750793457
2013-02-22,27.753164291381836
2013-02-25,27.548471450805664
2013-02-26,27.745580673217773
2013-02-27,28.086702346801758
2013-02-28,28.2913875579834
2013-03-01,27.973005294799805
2013-03-04,28.20042610168457
2013-03-05,28.427837371826172
2013-03-06,28.22316551208496
2013-03-07,28.135122299194336
2013-03-08,28.26526641845703
2013-03-11,28.326526641845703
2013-03-12,28.29589080810547
2013-03-13,28.525558471679688
2013-03-14,28.502605438232422
2013-03-15,28.72461700439453
2013-03-18,28.69399642944336
2013-03-19,28.648061752319336
2013-03-20,29.03850746154785
2013-03-21,29.000242233276367
2013-03-22,29.375368118286133
2013-03-25,29.38302230834961
2013-03-26,29.58207130432129
2013-03-27,29.566761016845703
2013-03-28,30.018447875976562
2013-04-01,29.58207130432129
2013-04-02,29.68924331665039
2013-04-03,29.58207130432129
2013-04-04,29.742847442626953
2013-04-05,29.4825439453125
2013-04-08,29.66628646850586
2013-04-09,29.773466110229492
2013-04-10,30.133283615112305
2013-04-11,30.08736228942871
2013-04-12,30.018447875976562
2013-04-15,29.421308517456055
2013-04-16,29.895954132080078
2013-04-17,29.398326873779297
2013-04-18,29.19927978515625
2013-04-19,29.62800407409668
2013-04-22,29.497867584228516
2013-04-23,29.62800407409668
2013-04-24,30.27875518798828
2013-04-25,30.63858413696289
2013-04-26,30.768726348876953
2013-04-29,30.98309326171875
2013-04-30,31.37353515625
2013-05-01,31.044330596923828
2013-05-02,31.23572540283203
2013-05-03,31.480714797973633
2013-05-06,31.457754135131836
2013-05-07,31.71038818359375
2013-05-08,31.794593811035156
2013-05-09,31.618513107299805
2013-05-10,31.549625396728516
2013-05-13,31.41181755065918
2013-05-14,31.771638870239258
2013-05-15,32.13911437988281
2013-05-16,32.14677810668945
2013-05-17,32.453006744384766
2013-05-20,32.60612106323242
2013-05-21,32.728614807128906
2013-05-22,32.399410247802734
2013-05-23,32.38409423828125
2013-05-24,32.445343017578125
2013-05-28,32.498939514160156
2013-05-29,32.0778694152832
2013-05-30,32.26925277709961
2013-05-31,32.1008415222168
2013-06-03,31.863496780395508
2013-06-04,31.978347778320312
2013-06-05,31.650102615356445
2013-06-06,31.34890365600586
2013-06-07,31.25620460510254
2013-06-10,31.24077606201172
2013-06-11,31.094018936157227
2013-06-12,31.0013484954834
2013-06-13,30.76964569091797
2013-06-14,30.646072387695312
2013-06-17,31.24077606201172
2013-06-18,31.549711227416992
2013-06-19,31.02449607849121
2013-06-20,30.53795051574707
2013-06-21,30.785085678100586
2013-06-24,30.15178871154785
2013-06-25,30.205835342407227
2013-06-26,30.939556121826172
2013-06-27,31.05540657043457
2013-06-28,31.148090362548828
2013-07-01,31.418394088745117
2013-07-02,31.202157974243164
2013-07-03,31.03223419189453
2013-07-05,31.47245979309082
2013-07-08,31.418394088745117
2013-07-09,31.850902557373047
2013-07-10,31.974489212036133
2013-07-11,32.422428131103516
2013-07-12,32.491939544677734
2013-07-15,32.491939544677734
2013-07-16,32.32974624633789
2013-07-17,32.345218658447266
2013-07-18,32.685035705566406
2013-07-19,32.73908996582031
2013-07-22,32.71591567993164
2013-07-23,32.769981384277344
2013-07-24,32.677303314208984
2013-07-25,32.70819854736328
2013-07-26,32.47649002075195
2013-07-29,32.32202911376953
2013-07-30,32.22163009643555
2013-07-31,32.46104431152344
2013-08-01,32.854942321777344
2013-08-02,32.901275634765625
2013-08-05,33.00940704345703
2013-08-06,32.93217468261719
2013-08-07,33.05573272705078
2013-08-08,33.279720306396484
2013-08-09,33.36467742919922
2013-08-12,33.341514587402344
2013-08-13,33.596378326416016
2013-08-14,33.302886962890625
2013-08-15,32.32202911376953
2013-08-16,32.38382339477539
2013-08-19,32.2293586730957
2013-08-20,32.530555725097656
2013-08-21,32.113502502441406
2013-08-22,32.35292053222656
2013-08-23,32.530555725097656
2013-08-26,32.422428131103516
2013-08-27,31.796844482421875
2013-08-28,31.74278450012207
2013-08-29,31.603757858276367
2013-08-30,31.233051300048828
2013-09-03,31.00907325744629
2013-09-04,31.207826614379883
2013-09-05,31.059734344482422
2013-09-06,31.11428451538086
2013-09-09,31.441631317138672
2013-09-10,31.72223472595215
2013-09-11,31.885910034179688
2013-09-12,31.854726791381836
2013-09-13,31.87032127380371
2013-09-16,32.2678337097168
