Date,AOS
2010-11-03,7.622555255889893
2010-11-04,7.967582702636719
2010-11-05,7.963586807250977
2010-11-08,7.9755730628967285
2010-11-09,7.73445987701416
2010-11-10,7.819713115692139
2010-11-11,7.77708625793457
2010-11-12,7.64254093170166
2010-11-15,7.663852691650391
2010-11-16,7.523313522338867
2010-11-17,7.567275047302246
2010-11-18,7.5213165283203125
2010-11-19,7.503329753875732
2010-11-22,7.4094133377075195
2010-11-23,7.347468376159668
2010-11-24,7.483352184295654
2010-11-26,7.469359874725342
2010-11-29,7.407415390014648
2010-11-30,7.875
2010-12-01,7.942941665649414
2010-12-02,8.076818466186523
2010-12-03,8.252663612365723
2010-12-06,8.396537780761719
2010-12-07,8.436501502990723
2010-12-08,8.372557640075684
2010-12-09,8.392539978027344
2010-12-10,8.606350898742676
2010-12-13,8.502442359924316
2010-12-14,8.384547233581543
2010-12-15,8.150755882263184
2010-12-16,7.998889923095703
2010-12-17,7.751110553741455
2010-12-20,7.843027591705322
2010-12-21,7.90297269821167
2010-12-22,7.871003150939941
2010-12-23,7.767097473144531
2010-12-27,7.771091461181641
2010-12-28,7.7031569480896
2010-12-29,7.737120628356934
2010-12-30,7.713143348693848
2010-12-31,7.60923433303833
2011-01-03,7.6212239265441895
2011-01-04,7.597248554229736
2011-01-05,7.771091461181641
2011-01-06,7.775087833404541
2011-01-07,7.886991500854492
2011-01-10,7.863007068634033
2011-01-11,7.952928066253662
2011-01-12,8.008881568908691
2011-01-13,7.9809064865112305
2011-01-14,7.9948930740356445
2011-01-18,7.934945583343506
2011-01-19,7.825045108795166
2011-01-20,7.771091461181641
2011-01-21,7.8849897384643555
2011-01-24,7.952928066253662
2011-01-25,8.400533676147461
2011-01-26,8.634324073791504
2011-01-27,8.738568305969238
2011-01-28,8.479964256286621
2011-01-31,8.582200050354004
2011-02-01,8.684440612792969
2011-02-02,8.630315780639648
2011-02-03,8.572179794311523
2011-02-04,8.58019733428955
2011-02-07,8.586213111877441
2011-02-08,8.540102005004883
2011-02-09,8.393756866455078
2011-02-10,8.437864303588867
2011-02-11,8.520055770874023
2011-02-14,8.477958679199219
2011-02-15,8.443875312805176
2011-02-16,8.487977027893066
2011-02-17,8.544112205505371
2011-02-18,8.512041091918945
2011-02-22,8.251421928405762
2011-02-23,7.944700717926025
2011-02-24,8.042932510375977
2011-02-25,8.123120307922363
2011-02-28,8.099066734313965
2011-03-01,7.962741851806641
2011-03-02,7.994817733764648
2011-03-03,8.229372024536133
2011-03-04,8.301539421081543
2011-03-07,8.271469116210938
2011-03-08,8.512041091918945
2011-03-09,8.576186180114746
2011-03-10,8.285500526428223
2011-03-11,8.421825408935547
2011-03-14,8.421825408935547
2011-03-15,8.403780937194824
2011-03-16,8.335624694824219
2011-03-17,8.395760536193848
2011-03-18,8.50201416015625
2011-03-21,8.664395332336426
2011-03-22,8.55613899230957
2011-03-23,8.548123359680176
2011-03-24,8.618285179138184
2011-03-25,8.626307487487793
2011-03-28,8.660387992858887
2011-03-29,8.74057388305664
2011-03-30,8.782674789428711
2011-03-31,8.888924598693848
2011-04-01,8.854844093322754
2011-04-04,8.890928268432617
2011-04-05,8.776663780212402
2011-04-06,8.712509155273438
2011-04-07,8.628310203552246
2011-04-08,8.479964256286621
2011-04-11,8.449891090393066
2011-04-12,8.41380786895752
2011-04-13,8.437864303588867
2011-04-14,8.46792984008789
2011-04-15,8.542104721069336
2011-04-18,8.419822692871094
2011-04-19,8.321588516235352
2011-04-20,8.51003360748291
2011-04-21,8.600248336791992
2011-04-25,8.574186325073242
2011-04-26,8.650359153747559
2011-04-27,8.744892120361328
2011-04-28,8.819306373596191
2011-04-29,8.843442916870117
2011-05-02,8.775057792663574
2011-05-03,8.624214172363281
2011-05-04,8.407005310058594
2011-05-05,8.378847122192383
2011-05-06,8.449234008789062
2011-05-09,8.60812759399414
2011-05-10,8.720755577087402
2011-05-11,8.553825378417969
2011-05-12,8.425101280212402
2011-05-13,8.258167266845703
2011-05-16,8.153585433959961
2011-05-17,8.169676780700684
2011-05-18,8.203869819641113
2011-05-19,8.209901809692383
2011-05-20,8.077157974243164
2011-05-23,7.9444146156311035
2011-05-24,7.876032829284668
2011-05-25,7.8840789794921875
2011-05-26,8.079169273376465
2011-05-27,8.063078880310059
2011-05-31,8.340630531311035
2011-06-01,8.04899787902832
2011-06-02,8.093249320983887
2011-06-03,7.924309253692627
2011-06-06,8.004753112792969
2011-06-07,7.9846415519714355
2011-06-08,7.948441028594971
2011-06-09,7.986651420593262
2011-06-10,7.865978240966797
2011-06-13,7.851900577545166
2011-06-14,8.057044982910156
2011-06-15,7.855921745300293
2011-06-16,7.8881025314331055
2011-06-17,8.053020477294922
2011-06-20,8.145543098449707
2011-06-21,8.256156921386719
2011-06-22,8.19984245300293
2011-06-23,8.266213417053223
2011-06-24,8.209901809692383
2011-06-27,8.232025146484375
2011-06-28,8.280294418334961
2011-06-29,8.366780281066895
2011-06-30,8.507563591003418
2011-07-01,8.754949569702148
2011-07-05,8.71069622039795
2011-07-06,8.740869522094727
2011-07-07,8.821319580078125
2011-07-08,8.642322540283203
2011-07-11,8.42309284210205
2011-07-12,8.417054176330566
2011-07-13,8.409013748168945
2011-07-14,8.310461044311523
2011-07-15,8.258167266845703
2011-07-18,8.119393348693848
2011-07-19,8.678518295288086
2011-07-20,8.712711334228516
2011-07-21,8.871601104736328
2011-07-22,8.980205535888672
2011-07-25,8.911822319030762
2011-07-26,8.700642585754395
2011-07-27,8.446287155151367
2011-07-28,8.363517761230469
2011-07-29,8.371597290039062
2011-08-01,8.39985466003418
2011-08-02,8.161648750305176
2011-08-03,8.21413516998291
2011-08-04,7.856823444366455
2011-08-05,7.687254905700684
2011-08-08,7.146236419677734
2011-08-09,7.521717071533203
2011-08-10,7.055393695831299
2011-08-11,7.453083038330078
2011-08-12,7.541906833648682
2011-08-15,7.667064666748047
2011-08-16,7.509605407714844
2011-08-17,7.447023868560791
2011-08-18,7.037225246429443
2011-08-19,6.950421333312988
2011-08-22,6.952442169189453
2011-08-23,7.243134498596191
2011-08-24,7.329941749572754
2011-08-25,7.1401801109313965
2011-08-26,7.5721845626831055
2011-08-29,7.891139507293701
2011-08-30,7.911327838897705
2011-08-31,7.931512832641602
2011-09-01,7.770016670227051
2011-09-02,7.445008277893066
2011-09-06,7.475286483764648
2011-09-07,7.691290378570557
2011-09-08,7.523735523223877
2011-09-09,7.358202934265137
2011-09-12,7.1300859451293945
2011-09-13,7.269379138946533
2011-09-14,7.424816608428955
2011-09-15,7.519695281982422
2011-09-16,7.5721845626831055
2011-09-19,7.455099582672119
2011-09-20,7.416747570037842
2011-09-21,7.126049041748047
2011-09-22,6.9181227684021
2011-09-23,6.910048484802246
2011-09-26,6.871692180633545
2011-09-27,7.089712142944336
2011-09-28,6.82929801940918
2011-09-29,6.908027172088623
2011-09-30,6.465929985046387
2011-10-03,6.14293909072876
2011-10-04,6.3972954750061035
2011-10-05,6.522454261779785
2011-10-06,6.651651382446289
2011-10-07,6.461892127990723
2011-10-10,6.710196018218994
2011-10-11,6.724325656890869
2011-10-12,6.8636155128479
2011-10-13,6.797000885009766
2011-10-14,6.954458236694336
2011-10-17,6.591092109680176
2011-10-18,6.841409206390381
2011-10-19,6.712213516235352
2011-10-20,6.6112775802612305
2011-10-21,7.309752941131592
2011-10-24,7.580262660980225
2011-10-25,7.4914350509643555
2011-10-26,7.467214107513428
2011-10-27,7.90920352935791
2011-10-28,7.819993495941162
2011-10-31,7.534120082855225
2011-11-01,7.187419414520264
2011-11-02,7.4003071784973145
2011-11-03,7.836213111877441
2011-11-04,7.93556022644043
2011-11-07,7.8706793785095215
2011-11-08,7.856489181518555
2011-11-09,7.503704071044922
2011-11-10,7.4854607582092285
2011-11-11,7.586832523345947
2011-11-14,7.479375839233398
2011-11-15,7.560479164123535
2011-11-16,7.605080604553223
2011-11-17,7.469240188598633
2011-11-18,7.365838050842285
2011-11-21,7.161059379577637
2011-11-22,7.169173717498779
2011-11-23,7.177280902862549
2011-11-25,7.140789031982422
2011-11-28,7.48140287399292
2011-11-29,7.503704071044922
2011-11-30,7.959887504577637
2011-12-01,7.763226509094238
2011-12-02,7.99638557434082
2011-12-05,8.105868339538574
2011-12-06,8.079512596130371
2011-12-07,8.077483177185059
2011-12-08,7.765251159667969
2011-12-09,8.128170013427734
2011-12-12,7.965972423553467
2011-12-13,7.846348762512207
2011-12-14,7.63346529006958
2011-12-15,7.635491847991943
2011-12-16,7.842296123504639
2011-12-19,7.74497652053833
2011-12-20,7.905147075653076
2011-12-21,8.02071475982666
2011-12-22,8.140335083007812
2011-12-23,8.259953498840332
2011-12-27,8.2964506149292
2011-12-28,8.077483177185059
2011-12-29,8.288342475891113
2011-12-30,8.134252548217773
2012-01-03,8.367414474487305
2012-01-04,8.501227378845215
2012-01-05,8.517441749572754
2012-01-06,8.46270751953125
2012-01-09,8.509336471557617
2012-01-10,8.596516609191895
2012-01-11,8.635040283203125
2012-01-12,8.720196723937988
2012-01-13,8.560025215148926
2012-01-17,8.598546981811523
2012-01-18,8.699918746948242
2012-01-19,8.578271865844727
2012-01-20,8.383635520935059
2012-01-23,8.320782661437988
2012-01-24,8.412015914916992
2012-01-25,8.511364936828613
2012-01-26,8.458649635314941
2012-01-27,8.603157043457031
2012-01-30,8.641829490661621
2012-01-31,8.645896911621094
2012-02-01,8.88809585571289
2012-02-02,8.88809585571289
2012-02-03,9.175073623657227
2012-02-06,9.274794578552246
2012-02-07,9.38470458984375
2012-02-08,9.466116905212402
2012-02-09,9.521068572998047
2012-02-10,9.221881866455078
2012-02-13,9.3785982131958
2012-02-14,9.388775825500488
2012-02-15,9.284977912902832
2012-02-16,9.431516647338867
2012-02-17,9.484432220458984
2012-02-21,9.462047576904297
2012-02-22,9.427445411682129
2012-02-23,9.462047576904297
2012-02-24,9.323648452758789
2012-02-27,9.303296089172363
2012-02-28,9.258520126342773
2012-02-29,9.191353797912598
2012-03-01,9.280906677246094
2012-03-02,9.18931770324707
2012-03-05,9.199494361877441
2012-03-06,8.825002670288086
2012-03-07,8.912522315979004
2012-03-08,9.052950859069824
2012-03-09,9.103835105895996
2012-03-12,9.118083000183105
2012-03-13,9.34807014465332
2012-03-14,9.091622352600098
2012-03-15,9.31957721710205
2012-03-16,9.299221992492676
2012-03-19,9.331786155700684
2012-03-20,9.179143905639648
2012-03-21,9.093661308288574
2012-03-22,9.02242660522461
2012-03-23,8.936942100524902
2012-03-26,9.134366989135742
2012-03-27,9.14454174041748
2012-03-28,9.18117618560791
2012-03-29,9.160820007324219
2012-03-30,9.148611068725586
2012-04-02,9.038710594177246
2012-04-03,9.111976623535156
2012-04-04,9.012248039245605
2012-04-05,8.953225135803223
2012-04-09,8.816862106323242
2012-04-10,8.635719299316406
2012-04-11,8.814826011657715
2012-04-12,9.197461128234863
2012-04-13,8.969504356384277
2012-04-16,9.024460792541504
2012-04-17,9.13843059539795
2012-04-18,9.065162658691406
2012-04-19,9.054987907409668
2012-04-20,9.602481842041016
2012-04-23,9.474254608154297
2012-04-24,9.569916725158691
2012-04-25,9.683890342712402
2012-04-26,9.732904434204102
2012-04-27,9.947333335876465
2012-04-30,9.72065258026123
2012-05-01,9.730859756469727
2012-05-02,9.7512845993042
2012-05-03,9.616503715515137
2012-05-04,9.459258079528809
2012-05-07,9.485804557800293
2012-05-08,9.475590705871582
2012-05-09,9.457216262817383
2012-05-10,9.510308265686035
2012-05-11,9.457216262817383
2012-05-14,9.240743637084961
2012-05-15,9.47150707244873
2012-05-16,9.263206481933594
2012-05-17,8.969141006469727
2012-05-18,8.905830383300781
2012-05-21,9.110045433044434
2012-05-22,9.163145065307617
2012-05-23,9.363273620605469
2012-05-24,9.426583290100098
2012-05-25,9.271378517150879
2012-05-29,9.530732154846191
2012-05-30,9.293838500976562
2012-05-31,9.426583290100098
2012-06-01,9.112092018127441
2012-06-04,9.01406478881836
2012-06-05,9.150893211364746
2012-06-06,9.498059272766113
2012-06-07,9.58995246887207
2012-06-08,9.790082931518555
2012-06-11,9.514391899108887
2012-06-12,9.665513038635254
2012-06-13,9.510308265686035
2012-06-14,9.72065258026123
2012-06-15,9.763535499572754
2012-06-18,9.800294876098633
2012-06-19,9.967751502990723
2012-06-20,9.755369186401367
2012-06-21,9.447005271911621
2012-06-22,9.416369438171387
2012-06-25,9.271378517150879
2012-06-26,9.504186630249023
2012-06-27,9.743115425109863
2012-06-28,9.6757230758667
2012-06-29,9.984089851379395
2012-07-02,10.020848274230957
2012-07-03,10.051481246948242
2012-07-05,10.12907886505127
2012-07-06,9.969797134399414
2012-07-09,9.984089851379395
2012-07-10,9.914657592773438
2012-07-11,9.718610763549805
2012-07-12,9.873809814453125
2012-07-13,10.15766716003418
2012-07-16,10.051481246948242
2012-07-17,10.026971817016602
2012-07-18,10.63757610321045
2012-07-19,10.48850154876709
2012-07-20,10.443573951721191
2012-07-23,10.353719711303711
2012-07-24,10.23119068145752
2012-07-25,10.002463340759277
2012-07-26,10.151543617248535
2012-07-27,10.424249649047852
2012-07-30,10.331981658935547
2012-07-31,10.133090019226074
2012-08-01,9.979310035705566
2012-08-02,10.069527626037598
2012-08-03,10.239712715148926
2012-08-06,10.213056564331055
2012-08-07,10.276618957519531
2012-08-08,10.51241397857666
2012-08-09,10.604683876037598
2012-08-10,10.549323081970215
2012-08-13,10.534969329833984
2012-08-14,10.47551155090332
2012-08-15,10.631340980529785
2012-08-16,10.938901901245117
2012-08-17,10.967606544494629
2012-08-20,10.936848640441895
2012-08-21,10.850732803344727
2012-08-22,10.84252643585205
2012-08-23,10.961455345153809
2012-08-24,11.000412940979004
2012-08-27,11.090630531311035
2012-08-28,11.098834037780762
2012-08-29,11.13573932647705
2012-08-30,10.967606544494629
2012-08-31,11.217750549316406
2012-09-04,11.289519309997559
2012-09-05,11.201351165771484
2012-09-06,11.394089698791504
2012-09-07,11.387940406799316
2012-09-10,11.310022354125977
2012-09-11,11.402289390563965
2012-09-12,11.529419898986816
2012-09-13,11.58887767791748
2012-09-14,11.584776878356934
2012-09-17,11.430997848510742
2012-09-18,11.592977523803711
2012-09-19,11.843128204345703
2012-09-20,11.781618118286133
2012-09-21,11.908737182617188
2012-09-24,11.908737182617188
2012-09-25,11.785715103149414
2012-09-26,11.556074142456055
2012-09-27,11.863633155822754
2012-09-28,11.798019409179688
2012-10-01,11.738553047180176
2012-10-02,11.695496559143066
2012-10-03,11.726253509521484
2012-10-04,11.863633155822754
2012-10-05,11.890283584594727
2012-10-08,11.861579895019531
2012-10-09,11.793917655944824
2012-10-10,11.640137672424316
2012-10-11,11.547869682312012
2012-10-12,11.469954490661621
2012-10-15,11.508910179138184
2012-10-16,11.482257843017578
2012-10-17,11.841080665588379
2012-10-18,12.10557746887207
2012-10-19,12.080972671508789
2012-10-22,12.173240661621094
2012-10-23,12.19990062713623
2012-10-24,12.24705696105957
2012-10-25,12.146586418151855
2012-10-26,12.283966064453125
2012-10-31,12.502037048339844
2012-11-01,12.69953441619873
2012-11-02,12.335397720336914
2012-11-05,12.454719543457031
2012-11-06,12.683073997497559
2012-11-07,12.306591987609863
2012-11-08,12.257221221923828
2012-11-09,12.22019100189209
2012-11-12,12.22019100189209
2012-11-13,12.263392448425293
2012-11-14,12.067954063415527
2012-11-15,12.006233215332031
2012-11-16,12.255162239074707
2012-11-19,12.427969932556152
2012-11-20,12.68101692199707
2012-11-21,12.547296524047852
2012-11-23,12.748909950256348
2012-11-26,12.701592445373535
2012-11-27,12.72216510772705
2012-11-28,12.613127708435059
2012-11-29,12.899087905883789
2012-11-30,12.950522422790527
2012-12-03,12.973152160644531
2012-12-04,13.045154571533203
2012-12-05,13.032811164855957
2012-12-06,12.983437538146973
2012-12-07,12.800339698791504
2012-12-10,12.917601585388184
2012-12-11,12.767426490783691
2012-12-12,12.69953441619873
2012-12-13,12.74685001373291
2012-12-14,12.55758285522461
2012-12-17,12.549352645874023
2012-12-18,12.950522422790527
2012-12-19,13.080131530761719
2012-12-20,13.034869194030762
2012-12-21,12.814741134643555
2012-12-24,12.787993431091309
2012-12-26,12.71599292755127
2012-12-27,12.726276397705078
2012-12-28,12.72216510772705
2012-12-31,12.975208282470703
2013-01-02,13.292024612426758
2013-01-03,13.084240913391113
2013-01-04,13.22619342803955
2013-01-07,13.080131530761719
2013-01-08,13.329062461853027
2013-01-09,13.242653846740723
2013-01-10,13.351689338684082
2013-01-11,13.285857200622559
2013-01-14,13.588277816772461
2013-01-15,13.545071601867676
2013-01-16,13.351689338684082
2013-01-17,13.791943550109863
2013-01-18,13.896864891052246
2013-01-22,13.999727249145508
2013-01-23,13.88040542602539
2013-01-24,14.25070858001709
2013-01-25,14.398843765258789
2013-01-28,14.446151733398438
2013-01-29,14.526618003845215
2013-01-30,14.307929039001465
2013-01-31,14.29348373413086
2013-02-01,14.431713104248047
2013-02-04,14.262532234191895
2013-02-05,14.421393394470215
2013-02-06,14.439967155456543
2013-02-07,14.353315353393555
2013-02-08,14.431713104248047
2013-02-11,14.423460006713867
2013-02-12,14.551379203796387
2013-02-13,14.658660888671875
2013-02-14,14.732935905456543
2013-02-15,14.848472595214844
2013-02-19,14.937182426452637
2013-02-20,14.5183687210083
2013-02-21,14.3306245803833
2013-02-22,14.57200813293457
2013-02-25,14.113992691040039
2013-02-26,14.464722633361816
2013-02-27,14.720555305480957
2013-02-28,14.757695198059082
2013-03-01,14.786577224731445
2013-03-04,14.941306114196777
2013-03-05,15.096051216125488
2013-03-06,15.11874008178711
2013-03-07,15.08985710144043
2013-03-08,15.07954216003418
2013-03-11,15.05478572845459
2013-03-12,15.019713401794434
2013-03-13,15.036216735839844
2013-03-14,15.256974220275879
2013-03-15,15.19301700592041
2013-03-18,15.085733413696289
2013-03-19,15.151753425598145
2013-03-20,15.40552043914795
2013-03-21,15.08985710144043
2013-03-22,15.182700157165527
2013-03-25,15.07954216003418
2013-03-26,15.11461353302002
2013-03-27,15.176508903503418
2013-03-28,15.178572654724121
2013-04-01,14.720555305480957
2013-04-02,14.592638969421387
2013-04-03,13.92624282836914
2013-04-04,14.241900444030762
2013-04-05,14.233651161193848
2013-04-08,14.233651161193848
2013-04-09,14.095418930053711
2013-04-10,14.221274375915527
2013-04-11,14.347124099731445
2013-04-12,14.409018516540527
2013-04-15,13.827213287353516
2013-04-16,14.231590270996094
2013-04-17,14.338872909545898
2013-04-18,14.171758651733398
2013-04-19,14.246030807495117
2013-04-22,14.419333457946777
2013-04-23,15.135246276855469
2013-04-24,15.403453826904297
2013-04-25,15.554553985595703
2013-04-26,15.69530200958252
2013-04-29,15.550413131713867
2013-04-30,15.612506866455078
2013-05-01,15.188199996948242
2013-05-02,15.629067420959473
2013-05-03,15.838118553161621
2013-05-06,15.98508358001709
2013-05-07,16.022327423095703
2013-05-08,15.997488021850586
2013-05-09,16.05751609802246
2013-05-10,16.134096145629883
2013-05-13,16.150650024414062
2013-05-14,16.498384475708008
2013-05-15,16.53770637512207
2013-05-16,16.40110206604004
2013-05-17,16.438358306884766
2013-05-20,16.500450134277344
2013-05-21,16.409385681152344
2013-05-22,16.061656951904297
2013-05-23,16.11547088623047
2013-05-24,16.098909378051758
2013-05-28,16.161008834838867
2013-05-29,16.024394989013672
2013-05-30,16.185836791992188
2013-05-31,16.22723960876465
2013-06-03,16.161008834838867
2013-06-04,15.829837799072266
2013-06-05,15.796722412109375
2013-06-06,15.966448783874512
2013-06-07,16.05337142944336
2013-06-10,16.07821273803711
2013-06-11,15.867094993591309
2013-06-12,15.825695991516113
2013-06-13,16.003700256347656
2013-06-14,15.966448783874512
2013-06-17,16.169282913208008
2013-06-18,16.256223678588867
2013-06-19,16.05337142944336
2013-06-20,15.24201488494873
2013-06-21,15.14680290222168
2013-06-24,14.774235725402832
2013-06-25,14.935677528381348
2013-06-26,14.997776985168457
2013-06-27,15.403456687927246
2013-06-28,15.018467903137207
2013-07-01,15.46968936920166
2013-07-02,15.29996109008789
2013-07-03,15.527645111083984
2013-07-05,15.651834487915039
2013-07-08,15.453128814697266
2013-07-09,15.689095497131348
2013-07-10,15.689095497131348
2013-07-11,15.925044059753418
2013-07-12,16.003700256347656
2013-07-15,15.92090129852295
2013-07-16,15.941598892211914
2013-07-17,16.111324310302734
2013-07-18,16.24793815612793
2013-07-19,16.69501495361328
2013-07-22,16.59980010986328
2013-07-23,16.641197204589844
2013-07-24,17.05929946899414
2013-07-25,17.034460067749023
2013-07-26,16.947526931762695
2013-07-29,16.82297706604004
2013-07-30,17.092845916748047
2013-07-31,17.155113220214844
2013-08-01,17.46649932861328
2013-08-02,17.499711990356445
2013-08-05,17.499711990356445
2013-08-06,17.300430297851562
2013-08-07,17.142663955688477
2013-08-08,17.33364486694336
2013-08-09,17.379310607910156
2013-08-12,17.362701416015625
2013-08-13,17.732213973999023
2013-08-14,17.561994552612305
2013-08-15,17.458202362060547
2013-08-16,17.516319274902344
2013-08-19,17.238155364990234
2013-08-20,17.358551025390625
2013-08-21,17.491411209106445
2013-08-22,17.844318389892578
2013-08-23,17.811100006103516
2013-08-26,18.0145320892334
2013-08-27,17.503868103027344
2013-08-28,17.557838439941406
2013-08-29,17.682390213012695
2013-08-30,17.458202362060547
2013-09-03,17.678241729736328
2013-09-04,17.744670867919922
2013-09-05,17.83185577392578
2013-09-06,17.877527236938477
2013-09-09,18.363283157348633
2013-09-10,18.496137619018555
