Date,TPR
2010-01-04,23.843830108642578
2010-01-05,24.132762908935547
2010-01-06,24.605558395385742
2010-01-07,24.61868667602539
2010-01-08,24.474225997924805
2010-01-11,25.16373634338379
2010-01-12,25.34759521484375
2010-01-13,25.13089370727539
2010-01-14,24.62525177001953
2010-01-15,24.15900993347168
2010-01-19,24.592418670654297
2010-01-20,23.213411331176758
2010-01-21,22.39256477355957
2010-01-22,22.353164672851562
2010-01-25,22.38599395751953
2010-01-26,22.727468490600586
2010-01-27,22.990142822265625
2010-01-28,22.89820671081543
2010-01-29,22.90477752685547
2010-02-01,23.160871505737305
2010-02-02,23.462947845458984
2010-02-03,23.305349349975586
2010-02-04,22.63553810119629
2010-02-05,22.537029266357422
2010-02-08,22.4516658782959
2010-02-09,22.78656768798828
2010-02-10,22.806270599365234
2010-02-11,23.23311424255371
2010-02-12,23.292213439941406
2010-02-16,23.758451461791992
2010-02-17,23.673080444335938
2010-02-18,23.929180145263672
2010-02-19,23.889787673950195
2010-02-22,24.007984161376953
2010-02-23,24.007984161376953
2010-02-24,24.41512680053711
2010-02-25,24.093353271484375
2010-02-26,23.929180145263672
2010-03-01,24.310054779052734
2010-03-02,24.211545944213867
2010-03-03,23.948888778686523
2010-03-04,24.465435028076172
2010-03-05,24.801021575927734
2010-03-08,24.708904266357422
2010-03-09,25.570913314819336
2010-03-10,25.38667869567871
2010-03-11,25.327455520629883
2010-03-12,25.182682037353516
2010-03-15,25.037919998168945
2010-03-16,24.886560440063477
2010-03-17,25.1563720703125
2010-03-18,25.05766487121582
2010-03-19,24.906307220458984
2010-03-22,25.228744506835938
2010-03-23,25.235326766967773
2010-03-24,25.43273162841797
2010-03-25,25.465639114379883
2010-03-26,26.52506446838379
2010-03-29,26.30791664123535
2010-03-30,26.261842727661133
2010-03-31,26.005216598510742
2010-04-01,26.41318702697754
2010-04-05,26.676406860351562
2010-04-06,26.80143165588379
2010-04-07,26.64349937438965
2010-04-08,26.630338668823242
2010-04-09,27.20281982421875
2010-04-12,27.097543716430664
2010-04-13,27.33443832397461
2010-04-14,28.038524627685547
2010-04-15,28.288578033447266
2010-04-16,27.84111213684082
2010-04-19,27.55814552307129
2010-04-20,27.6568660736084
2010-04-21,28.32147789001465
2010-04-22,28.420169830322266
2010-04-23,28.703121185302734
2010-04-26,28.597835540771484
2010-04-27,27.61737823486328
2010-04-28,27.867435455322266
2010-04-29,28.367538452148438
2010-04-30,27.472610473632812
2010-05-03,28.314889907836914
2010-05-04,27.525270462036133
2010-05-05,26.83432960510254
2010-05-06,25.74200439453125
2010-05-07,25.18926429748535
2010-05-10,27.02515411376953
2010-05-11,27.275209426879883
2010-05-12,27.900320053100586
2010-05-13,27.393657684326172
2010-05-14,26.360549926757812
2010-05-17,26.452672958374023
2010-05-18,25.834123611450195
2010-05-19,25.551176071166992
2010-05-20,24.8799991607666
2010-05-21,25.28795623779297
2010-05-24,25.491960525512695
2010-05-25,25.722272872924805
2010-05-26,25.899932861328125
2010-05-27,27.604223251342773
2010-05-28,27.05148696899414
2010-06-01,26.498741149902344
2010-06-02,27.3739070892334
2010-06-03,27.604223251342773
2010-06-04,26.144765853881836
2010-06-07,25.85419273376465
2010-06-08,26.32967185974121
2010-06-09,26.950441360473633
2010-06-10,27.84196662902832
2010-06-11,28.271203994750977
2010-06-14,28.60140037536621
2010-06-15,29.268402099609375
2010-06-16,28.733484268188477
2010-06-17,28.52876091003418
2010-06-18,28.469335556030273
2010-06-21,27.84196662902832
2010-06-22,26.8843936920166
2010-06-23,26.811750411987305
2010-06-24,26.072124481201172
2010-06-25,25.86079216003418
2010-06-28,25.774946212768555
2010-06-29,24.440969467163086
2010-06-30,24.137184143066406
2010-07-01,24.0777587890625
2010-07-02,23.6220760345459
2010-07-06,22.91546630859375
2010-07-07,23.82680320739746
2010-07-08,23.853221893310547
2010-07-09,24.10416603088379
2010-07-12,23.793779373168945
2010-07-13,24.540019989013672
2010-07-14,24.2824649810791
2010-07-15,24.269264221191406
2010-07-16,22.955095291137695
2010-07-19,22.69753646850586
2010-07-20,23.2786808013916
2010-07-21,23.17962074279785
2010-07-22,24.203222274780273
2010-07-23,24.678709030151367
2010-07-26,25.140975952148438
2010-07-27,24.46738052368164
2010-07-28,24.22303581237793
2010-07-29,24.07114601135254
2010-07-30,24.414552688598633
2010-08-02,25.378705978393555
2010-08-03,24.50040054321289
2010-08-04,25.953245162963867
2010-08-05,25.57682991027832
2010-08-06,25.72871971130371
2010-08-09,25.91362762451172
2010-08-10,25.821170806884766
2010-08-11,24.903223037719727
2010-08-12,24.969276428222656
2010-08-13,24.639081954956055
2010-08-16,24.592849731445312
2010-08-17,25.015499114990234
2010-08-18,25.134376525878906
2010-08-19,24.540019989013672
2010-08-20,24.639081954956055
2010-08-23,24.96266746520996
2010-08-24,24.619264602661133
2010-08-25,24.99567985534668
2010-08-26,24.209823608398438
2010-08-27,24.38153076171875
2010-08-30,23.6220760345459
2010-08-31,23.668310165405273
2010-09-01,24.823984146118164
2010-09-02,25.301368713378906
2010-09-03,25.937883377075195
2010-09-07,25.712453842163086
2010-09-08,26.05060386657715
2010-09-09,25.911365509033203
2010-09-10,25.825162887573242
2010-09-13,26.54124641418457
2010-09-14,26.978849411010742
2010-09-15,27.48275375366211
2010-09-16,27.515905380249023
2010-09-17,27.549062728881836
2010-09-20,27.668411254882812
2010-09-21,27.701560974121094
2010-09-22,27.436349868774414
2010-09-23,27.191020965576172
2010-09-24,28.13916015625
2010-09-27,28.225351333618164
2010-09-28,28.9812068939209
2010-09-29,28.59666633605957
2010-09-30,28.48392677307129
2010-10-01,28.590024948120117
2010-10-04,28.44414520263672
2010-10-05,28.941431045532227
2010-10-06,28.828702926635742
2010-10-07,29.107194900512695
2010-10-08,29.418806076049805
2010-10-11,29.107194900512695
2010-10-12,29.365774154663086
2010-10-13,29.32598876953125
2010-10-14,29.306108474731445
2010-10-15,29.657514572143555
2010-10-18,29.68402099609375
2010-10-19,28.855247497558594
2010-10-20,29.272939682006836
2010-10-21,29.451967239379883
2010-10-22,29.538156509399414
2010-10-25,29.491735458374023
2010-10-26,33.005821228027344
2010-10-27,32.9527702331543
2010-10-28,32.91962814331055
2010-10-29,33.15168380737305
2010-11-01,33.231258392333984
2010-11-02,32.992557525634766
2010-11-03,33.48320770263672
2010-11-04,34.742984771728516
2010-11-05,35.08774948120117
2010-11-08,35.1540412902832
2010-11-09,34.643524169921875
2010-11-10,34.95513916015625
2010-11-11,34.941890716552734
2010-11-12,34.18602752685547
2010-11-15,34.689918518066406
2010-11-16,33.708656311035156
2010-11-17,34.822532653808594
2010-11-18,35.9961051940918
2010-11-19,36.1220817565918
2010-11-22,36.61273193359375
