Date,RTX
2010-01-04,31.163881301879883
2010-01-05,30.698354721069336
2010-01-06,30.53738784790039
2010-01-07,30.667903900146484
2010-01-08,30.728809356689453
2010-01-11,31.39446449279785
2010-01-12,31.211753845214844
2010-01-13,31.568492889404297
2010-01-14,31.677274703979492
2010-01-15,31.320505142211914
2010-01-19,31.451021194458008
2010-01-20,31.076858520507812
2010-01-21,30.511281967163086
2010-01-22,30.0544490814209
2010-01-25,29.841262817382812
2010-01-26,29.789072036743164
2010-01-27,29.414918899536133
2010-01-28,29.31049346923828
2010-01-29,29.35835075378418
2010-02-01,29.388805389404297
2010-02-02,29.597625732421875
2010-02-03,29.689002990722656
2010-02-04,28.879772186279297
2010-02-05,28.931974411010742
2010-02-08,28.453411102294922
2010-02-09,28.94069480895996
2010-02-10,28.992883682250977
2010-02-11,29.023351669311523
2010-02-12,28.579566955566406
2010-02-16,28.85802459716797
2010-02-17,29.490739822387695
2010-02-18,29.823545455932617
2010-02-19,30.003074645996094
2010-02-22,29.95051383972168
2010-02-23,29.68340492248535
2010-02-24,30.046852111816406
2010-02-25,30.068744659423828
2010-02-26,30.05999183654785
2010-03-01,30.493473052978516
2010-03-02,30.541641235351562
2010-03-03,30.475967407226562
2010-03-04,30.813135147094727
2010-03-05,31.198453903198242
2010-03-08,30.983901977539062
2010-03-09,31.430524826049805
2010-03-10,31.434907913208008
2010-03-11,31.544376373291016
2010-03-12,31.321056365966797
2010-03-15,31.45680809020996
2010-03-16,31.702009201049805
2010-03-17,31.61005401611328
2010-03-18,31.745786666870117
2010-03-19,32.06980514526367
2010-03-22,31.79396629333496
2010-03-23,32.00414276123047
2010-03-24,31.98224449157715
2010-03-25,32.08295440673828
2010-03-26,32.23622512817383
2010-03-29,32.402610778808594
2010-03-30,32.45954132080078
2010-03-31,32.231842041015625
2010-04-01,32.45954132080078
2010-04-05,32.77479553222656
2010-04-06,32.695980072021484
2010-04-07,32.398223876953125
2010-04-08,32.271244049072266
2010-04-09,32.398223876953125
2010-04-12,32.297515869140625
2010-04-13,32.16616439819336
2010-04-14,32.402610778808594
2010-04-15,32.66971206665039
2010-04-16,32.266868591308594
2010-04-19,32.297515869140625
2010-04-20,32.49018096923828
2010-04-21,33.68557357788086
2010-04-22,33.46663284301758
2010-04-23,33.48416519165039
2010-04-26,33.4535026550293
2010-04-27,32.5427131652832
2010-04-28,32.691593170166016
2010-04-29,33.287105560302734
2010-04-30,32.81859588623047
2010-05-03,33.40095520019531
2010-05-04,32.472652435302734
2010-05-05,32.22307586669922
2010-05-06,31.194076538085938
2010-05-07,30.414670944213867
2010-05-10,31.98224449157715
2010-05-11,32.02165603637695
2010-05-12,32.2176513671875
2010-05-13,32.08993148803711
2010-05-14,31.526159286499023
2010-05-17,31.28392791748047
2010-05-18,31.129772186279297
2010-05-19,30.54399871826172
2010-05-20,29.257936477661133
2010-05-21,29.262340545654297
2010-05-24,29.12580680847168
2010-05-25,29.139015197753906
2010-05-26,29.134620666503906
2010-05-27,29.997879028320312
2010-05-28,29.676353454589844
2010-06-01,29.090578079223633
2010-06-02,29.71158218383789
2010-06-03,29.883358001708984
2010-06-04,28.689777374267578
2010-06-07,27.84415054321289
2010-06-08,28.280176162719727
2010-06-09,27.932235717773438
2010-06-10,28.84392738342285
2010-06-11,29.169872283935547
2010-06-14,29.464942932128906
2010-06-15,30.213685989379883
2010-06-16,30.209266662597656
2010-06-17,30.196062088012695
2010-06-18,30.469135284423828
2010-06-21,30.552799224853516
2010-06-22,29.945016860961914
2010-06-23,29.945016860961914
2010-06-24,29.663131713867188
2010-06-25,29.887760162353516
2010-06-28,29.55743980407715
2010-06-29,28.61492347717285
2010-06-30,28.588483810424805
2010-07-01,28.359451293945312
2010-07-02,28.315420150756836
2010-07-06,28.447542190551758
2010-07-07,29.310789108276367
2010-07-08,29.610292434692383
2010-07-09,29.73360252380371
2010-07-12,29.3680419921875
2010-07-13,29.843717575073242
2010-07-14,29.953819274902344
2010-07-15,30.01548957824707
2010-07-16,29.081769943237305
2010-07-19,29.24032211303711
2010-07-20,29.746814727783203
2010-07-21,29.522201538085938
2010-07-22,30.623287200927734
2010-07-23,31.2266845703125
2010-07-26,31.530563354492188
2010-07-27,31.310361862182617
2010-07-28,31.319168090820312
2010-07-29,31.336780548095703
2010-07-30,31.314754486083984
2010-08-02,31.979822158813477
2010-08-03,31.72437286376953
2010-08-04,32.00624465942383
2010-08-05,32.23966979980469
2010-08-06,32.03266525268555
2010-08-09,32.30573272705078
2010-08-10,32.323341369628906
2010-08-11,31.389636993408203
2010-08-12,31.08574104309082
2010-08-13,31.138601303100586
2010-08-16,30.984437942504883
2010-08-17,31.054903030395508
2010-08-18,30.986221313476562
2010-08-19,30.357013702392578
2010-08-20,30.18421173095703
2010-08-23,29.78542709350586
2010-08-24,29.094173431396484
2010-08-25,28.916940689086914
2010-08-26,28.823884963989258
2010-08-27,29.497404098510742
2010-08-30,28.97454261779785
2010-08-31,28.89478302001953
2010-09-01,29.851884841918945
2010-09-02,29.88289451599121
2010-09-03,30.246244430541992
2010-09-07,30.1221866607666
2010-09-08,30.339298248291016
2010-09-09,30.4057674407959
2010-09-10,30.5253963470459
2010-09-13,30.481094360351562
2010-09-14,30.450069427490234
2010-09-15,30.250673294067383
2010-09-16,30.365890502929688
2010-09-17,30.808990478515625
2010-09-20,31.181194305419922
2010-09-21,31.28309440612793
2010-09-22,31.27425193786621
2010-09-23,30.92862892150879
2010-09-24,31.6818904876709
2010-09-27,31.42046356201172
2010-09-28,31.726211547851562
2010-09-29,31.677473068237305
2010-09-30,31.562253952026367
2010-10-01,31.51795768737793
2010-10-04,31.25208854675293
2010-10-05,32.129425048828125
2010-10-06,32.288944244384766
2010-10-07,32.24908447265625
2010-10-08,32.30666732788086
2010-10-11,32.31553268432617
2010-10-12,32.33768844604492
2010-10-13,32.869407653808594
2010-10-14,32.85612106323242
2010-10-15,32.8339729309082
2010-10-18,33.03778839111328
2010-10-19,32.61685562133789
2010-10-20,32.75421142578125
2010-10-21,33.219459533691406
2010-10-22,33.2061767578125
2010-10-25,33.2371826171875
2010-10-26,33.08652877807617
2010-10-27,32.99348449707031
2010-10-28,33.099822998046875
2010-10-29,33.13084411621094
2010-11-01,33.073238372802734
2010-11-02,33.34354019165039
2010-11-03,33.25492477416992
2010-11-04,33.78220748901367
2010-11-05,34.00819778442383
2010-11-08,33.955020904541016
2010-11-09,33.981597900390625
2010-11-10,33.742332458496094
2010-11-11,33.40557098388672
2010-11-12,33.17958450317383
2010-11-15,33.37012481689453
2010-11-16,32.86055374145508
2010-11-17,32.81821060180664
2010-11-18,33.43768310546875
2010-11-19,33.56247329711914
2010-11-22,33.47333526611328
2010-11-23,33.05886459350586
2010-11-24,33.91007614135742
2010-11-26,33.549102783203125
2010-11-29,33.33517074584961
2010-11-30,33.54462432861328
2010-12-01,34.877140045166016
2010-12-02,35.07324981689453
2010-12-03,35.091060638427734
2010-12-06,34.944000244140625
2010-12-07,35.001953125
2010-12-08,34.623130798339844
2010-12-09,34.59638977050781
2010-12-10,34.939544677734375
2010-12-13,34.82813262939453
2010-12-14,35.14010238647461
2010-12-15,35.18465805053711
2010-12-16,35.21585464477539
2010-12-17,35.1178092956543
2010-12-20,35.16238021850586
2010-12-21,35.362911224365234
2010-12-22,35.43868637084961
2010-12-23,35.429771423339844
2010-12-27,35.32726287841797
2010-12-28,35.33617401123047
2010-12-29,35.251495361328125
2010-12-30,35.14010238647461
2010-12-31,35.0821533203125
2011-01-03,35.20247268676758
2011-01-04,35.260414123535156
2011-01-05,35.3094367980957
2011-01-06,35.27379608154297
2011-01-07,35.242591857910156
2011-01-10,34.96628189086914
2011-01-11,35.1712760925293
2011-01-12,35.39857482910156
2011-01-13,35.429771423339844
2011-01-14,35.242591857910156
2011-01-18,35.46095657348633
2011-01-19,35.61248016357422
2011-01-20,35.45205307006836
2011-01-21,35.74174118041992
2011-01-24,36.32999801635742
2011-01-25,36.42356872558594
2011-01-26,36.28097152709961
2011-01-27,36.806861877441406
2011-01-28,36.289886474609375
2011-01-31,36.23194885253906
2011-02-01,36.468162536621094
2011-02-02,36.61521530151367
2011-02-03,36.6419563293457
2011-02-04,36.775657653808594
2011-02-07,37.2837028503418
2011-02-08,37.381736755371094
2011-02-09,37.42631149291992
2011-02-10,37.769466400146484
2011-02-11,37.970001220703125
2011-02-14,37.97446060180664
2011-02-15,37.849700927734375
2011-02-16,38.0982666015625
2011-02-17,37.86537551879883
2011-02-18,38.075889587402344
2011-02-22,37.426429748535156
2011-02-23,37.08154296875
2011-02-24,37.050201416015625
2011-02-25,37.34132385253906
2011-02-28,37.41746139526367
2011-03-01,36.763526916503906
2011-03-02,36.75010681152344
2011-03-03,37.556312561035156
2011-03-04,37.11289596557617
2011-03-07,36.85310745239258
2011-03-08,37.29206466674805
2011-03-09,37.1263313293457
2011-03-10,36.24397659301758
2011-03-11,36.405216217041016
2011-03-14,36.163352966308594
2011-03-15,35.61244201660156
2011-03-16,35.08390808105469
2011-03-17,35.60347366333008
2011-03-18,35.9035758972168
2011-03-21,36.485843658447266
2011-03-22,36.22604751586914
2011-03-23,36.66500473022461
2011-03-24,37.0681037902832
2011-03-25,37.40851593017578
2011-03-28,37.386112213134766
2011-03-29,37.67723846435547
2011-03-30,37.72652053833008
2011-03-31,37.91463851928711
2011-04-01,38.21472930908203
2011-04-04,38.174415588378906
2011-04-05,38.25055694580078
2011-04-06,38.36701202392578
2011-04-07,38.23263168334961
2011-04-08,37.98630142211914
2011-04-11,38.06245803833008
2011-04-12,37.61453628540039
2011-04-13,37.71754455566406
2011-04-14,37.61453628540039
2011-04-15,37.377159118652344
2011-04-18,36.59333419799805
2011-04-19,36.888954162597656
2011-04-20,38.47449493408203
2011-04-21,39.0119743347168
2011-04-25,38.761165618896484
2011-04-26,39.35237503051758
2011-04-27,39.35237503051758
2011-04-28,39.86746597290039
2011-04-29,40.122772216796875
2011-05-02,40.31089401245117
2011-05-03,40.24370574951172
2011-05-04,40.03319549560547
2011-05-05,39.65248107910156
2011-05-06,39.957054138183594
2011-05-09,40.09588623046875
2011-05-10,40.22579574584961
2011-05-11,40.09588623046875
2011-05-12,40.118309020996094
2011-05-13,39.85403060913086
2011-05-16,39.80923843383789
2011-05-17,39.33447265625
2011-05-18,39.2489013671875
2011-05-19,39.6767463684082
2011-05-20,39.406532287597656
2011-05-23,38.771522521972656
2011-05-24,38.55984878540039
2011-05-25,38.84809112548828
2011-05-26,38.9066276550293
2011-05-27,38.879608154296875
2011-05-31,39.52814483642578
2011-06-01,37.965370178222656
2011-06-02,37.960872650146484
2011-06-03,37.48799133300781
2011-06-06,37.69966125488281
2011-06-07,37.49250030517578
2011-06-08,37.397926330566406
2011-06-09,37.87080764770508
2011-06-10,37.24479675292969
2011-06-13,37.27633285522461
2011-06-14,37.83928298950195
2011-06-15,37.50149917602539
2011-06-16,37.98789596557617
2011-06-17,38.08697509765625
2011-06-20,38.52382278442383
2011-06-21,38.53282928466797
2011-06-22,38.478782653808594
2011-06-23,38.33469009399414
2011-06-24,37.9788932800293
2011-06-27,38.429256439208984
2011-06-28,38.97868347167969
2011-06-29,38.942657470703125
2011-06-30,39.86138916015625
2011-07-01,40.59098815917969
2011-07-05,40.31174850463867
2011-07-06,40.721588134765625
2011-07-07,41.15843200683594
2011-07-08,40.6900520324707
2011-07-11,40.14061737060547
2011-07-12,39.83888244628906
2011-07-13,39.7082633972168
2011-07-14,39.5506477355957
2011-07-15,39.775814056396484
2011-07-18,39.460575103759766
2011-07-19,40.000999450683594
2011-07-20,39.280426025390625
2011-07-21,39.726287841796875
2011-07-22,39.4965934753418
2011-07-25,39.325469970703125
2011-07-26,38.81205749511719
2011-07-27,37.713165283203125
2011-07-28,37.343875885009766
2011-07-29,37.30785369873047
2011-08-01,37.08266830444336
2011-08-02,35.54694366455078
2011-08-03,35.718082427978516
2011-08-04,33.493309020996094
2011-08-05,33.38971710205078
2011-08-08,31.408126831054688
2011-08-09,32.232295989990234
2011-08-10,30.372304916381836
2011-08-11,31.408126831054688
2011-08-12,32.62860870361328
2011-08-15,33.11949920654297
2011-08-16,32.67366027832031
2011-08-17,32.66456985473633
2011-08-18,30.882869720458984
2011-08-19,30.579120635986328
2011-08-22,30.68339729309082
2011-08-23,31.703458786010742
2011-08-24,32.374427795410156
2011-08-25,32.07521438598633
2011-08-26,32.44241714477539
2011-08-29,33.48969268798828
2011-08-30,33.4398193359375
2011-08-31,33.66196823120117
2011-09-01,33.11792755126953
2011-09-02,32.20669174194336
2011-09-06,31.96187400817871
2011-09-07,33.07712173461914
2011-09-08,32.927520751953125
2011-09-09,31.9754695892334
2011-09-12,32.24748992919922
2011-09-13,32.845909118652344
2011-09-14,33.40354537963867
2011-09-15,34.278526306152344
2011-09-16,34.228668212890625
2011-09-19,34.251338958740234
2011-09-20,34.45988464355469
2011-09-21,33.94305419921875
2011-09-22,30.969022750854492
2011-09-23,31.245553970336914
2011-09-26,32.437896728515625
2011-09-27,33.163265228271484
2011-09-28,32.57390594482422
2011-09-29,32.83230209350586
2011-09-30,31.898393630981445
2011-10-03,31.445035934448242
2011-10-04,31.526655197143555
2011-10-05,31.558366775512695
2011-10-06,32.179481506347656
2011-10-07,32.397090911865234
2011-10-10,33.435279846191406
2011-10-11,33.430747985839844
2011-10-12,33.657440185546875
2011-10-13,33.340084075927734
2011-10-14,33.83877182006836
2011-10-17,32.6963005065918
2011-10-18,33.60302734375
2011-10-19,33.21315002441406
2011-10-20,33.66196823120117
2011-10-21,34.25586700439453
2011-10-24,34.750022888183594
2011-10-25,34.12893295288086
2011-10-26,34.482540130615234
2011-10-27,35.95143127441406
2011-10-28,36.04664611816406
2011-10-31,35.352996826171875
2011-11-01,34.0881233215332
2011-11-02,34.867897033691406
2011-11-03,35.561546325683594
2011-11-04,35.27139663696289
2011-11-07,35.516204833984375
2011-11-08,35.756500244140625
2011-11-09,34.65482711791992
2011-11-10,35.12178421020508
2011-11-11,36.19171142578125
2011-11-14,35.83808898925781
2011-11-15,35.96503448486328
2011-11-16,35.32646942138672
2011-11-17,34.52370071411133
2011-11-18,34.71528244018555
2011-11-21,33.784786224365234
2011-11-22,33.31954574584961
2011-11-23,32.370819091796875
2011-11-25,32.40274429321289
2011-11-28,33.360591888427734
2011-11-29,33.28761291503906
2011-11-30,34.93877410888672
2011-12-01,34.92965316772461
2011-12-02,34.9113883972168
2011-12-05,34.957000732421875
