Date,BKNG
2010-08-20,298.5745544433594
2010-08-23,296.0663757324219
2010-08-24,288.14678955078125
2010-08-25,291.20794677734375
2010-08-26,282.2120056152344
2010-08-27,293.95318603515625
2010-08-30,286.05328369140625
2010-08-31,287.830810546875
2010-09-01,302.9984436035156
2010-09-02,307.38287353515625
2010-09-03,309.9207458496094
2010-09-07,307.6495056152344
2010-09-08,324.6539001464844
2010-09-09,319.7461242675781
2010-09-10,319.10430908203125
2010-09-13,326.1647644042969
2010-09-14,330.57879638671875
2010-09-15,327.9027404785156
2010-09-16,328.21875
2010-09-17,330.756591796875
2010-09-20,343.1099548339844
2010-09-21,336.7505798339844
2010-09-22,333.9164733886719
2010-09-23,332.9783935546875
2010-09-24,339.95989990234375
2010-09-27,340.8387145996094
2010-09-28,345.5489807128906
2010-09-29,343.7715759277344
2010-09-30,343.9789123535156
2010-10-01,333.59063720703125
2010-10-04,327.488037109375
2010-10-05,340.6214599609375
2010-10-06,328.52484130859375
2010-10-07,326.7177429199219
2010-10-08,336.632080078125
2010-10-11,328.1890869140625
2010-10-12,331.9711608886719
2010-10-13,336.7702941894531
2010-10-14,344.68988037109375
2010-10-15,350.1605529785156
2010-10-18,349.3310546875
2010-10-19,341.1843566894531
2010-10-20,343.21856689453125
2010-10-21,339.39703369140625
2010-10-22,358.9490966796875
2010-10-25,367.2735290527344
2010-10-26,369.752197265625
2010-10-27,367.8364562988281
2010-10-28,362.9780578613281
2010-10-29,372.09246826171875
2010-11-01,369.3571472167969
2010-11-02,376.4176330566406
2010-11-03,375.232666015625
2010-11-04,375.3609924316406
2010-11-05,384.0014953613281
2010-11-08,383.71514892578125
2010-11-09,415.3836364746094
2010-11-10,413.82342529296875
2010-11-11,414.31719970703125
2010-11-12,409.7352294921875
2010-11-15,402.3291015625
2010-11-16,394.00469970703125
2010-11-17,399.6135559082031
2010-11-18,405.5088195800781
2010-11-19,404.46209716796875
2010-11-22,415.156494140625
2010-11-23,402.7438659667969
2010-11-24,406.0914001464844
2010-11-26,405.72607421875
2010-11-29,399.59381103515625
2010-11-30,389.1166687011719
2010-12-01,398.0533142089844
2010-12-02,397.9447021484375
2010-12-03,408.9255065917969
2010-12-06,411.93731689453125
2010-12-07,407.76025390625
2010-12-08,410.8215026855469
2010-12-09,409.9524841308594
2010-12-10,414.7121276855469
2010-12-13,406.8419189453125
2010-12-14,395.2291259765625
2010-12-15,393.88616943359375
2010-12-16,395.2686462402344
2010-12-17,395.6241760253906
2010-12-20,400.25543212890625
2010-12-21,401.904541015625
2010-12-22,410.9597473144531
2010-12-23,408.0169982910156
2010-12-27,403.1290283203125
2010-12-28,399.7320251464844
2010-12-29,400.6208190917969
2010-12-30,399.2086486816406
2010-12-31,394.5477600097656
2011-01-03,410.7819519042969
2011-01-04,404.2547302246094
2011-01-05,428.1714782714844
2011-01-06,431.8449401855469
2011-01-07,435.073974609375
2011-01-10,435.04437255859375
2011-01-11,425.8114318847656
2011-01-12,428.803466796875
2011-01-13,434.00750732421875
2011-01-14,432.5065002441406
2011-01-18,435.3899841308594
2011-01-19,426.6211853027344
2011-01-20,418.9089660644531
2011-01-21,420.2716369628906
2011-01-24,418.4941711425781
2011-01-25,423.4908142089844
2011-01-26,417.407958984375
2011-01-27,431.66717529296875
2011-01-28,419.98529052734375
2011-01-31,423.1550598144531
2011-02-01,432.447265625
2011-02-02,431.7165832519531
2011-02-03,430.53155517578125
2011-02-04,428.0036315917969
2011-02-07,431.7264709472656
2011-02-08,437.2069396972656
2011-02-09,445.4622497558594
2011-02-10,449.72821044921875
2011-02-11,449.6887512207031
2011-02-14,451.2884521484375
2011-02-15,451.47607421875
2011-02-16,452.3055419921875
2011-02-17,449.5701904296875
2011-02-18,443.3095397949219
2011-02-22,428.3492431640625
2011-02-23,420.6567687988281
2011-02-24,456.55169677734375
2011-02-25,454.2706298828125
2011-02-28,448.1976318359375
2011-03-01,439.6558837890625
2011-03-02,443.5564270019531
2011-03-03,458.9709777832031
2011-03-04,463.2566833496094
2011-03-07,460.8471984863281
2011-03-08,463.207275390625
2011-03-09,462.6542663574219
2011-03-10,458.5957946777344
2011-03-11,457.3910827636719
2011-03-14,457.8057861328125
2011-03-15,455.5642395019531
2011-03-16,450.2515563964844
2011-03-17,446.52874755859375
2011-03-18,443.9119567871094
2011-03-21,451.20941162109375
2011-03-22,449.9948425292969
2011-03-23,460.422607421875
2011-03-24,470.0505676269531
2011-03-25,480.9029846191406
2011-03-28,477.9306335449219
2011-03-29,485.5342712402344
2011-03-30,497.69012451171875
2011-03-31,500.0995788574219
2011-04-01,507.416748046875
2011-04-04,512.0974731445312
2011-04-05,510.4681396484375
2011-04-06,499.9316711425781
2011-04-07,502.4892578125
2011-04-08,500.47479248046875
2011-04-11,506.0343322753906
2011-04-12,505.72821044921875
2011-04-13,508.36480712890625
2011-04-14,506.2318420410156
2011-04-15,513.5589599609375
2011-04-18,510.31011962890625
2011-04-19,518.9506225585938
2011-04-20,524.69775390625
2011-04-21,537.139892578125
2011-04-25,537.4954833984375
2011-04-26,530.9583129882812
2011-04-27,532.6962280273438
2011-04-28,543.1438598632812
2011-04-29,540.16162109375
2011-05-02,548.6934814453125
2011-05-03,533.3480224609375
2011-05-04,530.8299560546875
2011-05-05,527.2848510742188
2011-05-06,512.5319213867188
2011-05-09,522.5745849609375
2011-05-10,521.8833618164062
2011-05-11,514.4674072265625
2011-05-12,517.4002075195312
2011-05-13,514.0921020507812
2011-05-16,497.0779113769531
2011-05-17,498.0850830078125
2011-05-18,511.89013671875
2011-05-19,515.5635375976562
2011-05-20,513.5687866210938
2011-05-23,495.3794250488281
2011-05-24,484.77386474609375
2011-05-25,492.56512451171875
2011-05-26,498.7861633300781
2011-05-27,495.16217041015625
2011-05-31,508.7400207519531
2011-06-01,500.7117919921875
2011-06-02,506.3602294921875
2011-06-03,501.4425048828125
2011-06-06,496.5742492675781
2011-06-07,499.7835693359375
2011-06-08,494.4116516113281
2011-06-09,496.8705139160156
2011-06-10,487.00555419921875
2011-06-13,476.09393310546875
2011-06-14,474.7015380859375
2011-06-15,465.27117919921875
2011-06-16,455.9295654296875
2011-06-17,456.5615539550781
2011-06-20,453.0362548828125
2011-06-21,481.50531005859375
2011-06-22,474.642333984375
2011-06-23,483.8653869628906
2011-06-24,476.92340087890625
2011-06-27,481.001708984375
2011-06-28,489.19775390625
2011-06-29,497.57159423828125
2011-06-30,505.5208435058594
2011-07-01,518.2296752929688
2011-07-05,528.6674194335938
2011-07-06,529.4179077148438
2011-07-07,540.487548828125
2011-07-08,545.2374267578125
2011-07-11,529.8326416015625
2011-07-12,521.9525146484375
2011-07-13,525.606201171875
2011-07-14,513.2133178710938
2011-07-15,515.9585571289062
2011-07-18,510.1916198730469
2011-07-19,530.7706909179688
2011-07-20,523.3152465820312
2011-07-21,519.424560546875
2011-07-22,523.7299194335938
2011-07-25,523.1177978515625
2011-07-26,526.9886474609375
2011-07-27,510.7347717285156
2011-07-28,515.7510375976562
2011-07-29,530.9188232421875
2011-08-01,532.1136474609375
2011-08-02,511.8309020996094
2011-08-03,515.43505859375
2011-08-04,477.2887878417969
2011-08-05,521.2019653320312
2011-08-08,498.6776123046875
2011-08-09,510.9420471191406
2011-08-10,492.5552062988281
2011-08-11,493.8982238769531
2011-08-12,496.8112487792969
2011-08-15,507.91046142578125
2011-08-16,491.0937194824219
2011-08-17,485.6922302246094
2011-08-18,453.0559997558594
2011-08-19,443.329345703125
2011-08-22,440.73223876953125
2011-08-23,470.64300537109375
2011-08-24,479.4217224121094
2011-08-25,477.5060119628906
2011-08-26,497.166748046875
2011-08-29,514.4871215820312
2011-08-30,528.519287109375
2011-08-31,530.5336303710938
2011-09-01,523.2066040039062
2011-09-02,521.5773315429688
2011-09-06,527.0184326171875
2011-09-07,535.3526000976562
2011-09-08,531.6495971679688
2011-09-09,514.23046875
2011-09-12,522.2487182617188
2011-09-13,516.4818725585938
2011-09-14,522.9301147460938
2011-09-15,517.439697265625
2011-09-16,518.8912353515625
2011-09-19,524.7965087890625
2011-09-20,530.5139770507812
2011-09-21,524.61865234375
2011-09-22,499.24041748046875
2011-09-23,508.1673278808594
2011-09-26,507.1600646972656
2011-09-27,504.72100830078125
2011-09-28,491.8541564941406
2011-09-29,472.03533935546875
2011-09-30,443.8329162597656
2011-10-03,440.1694030761719
2011-10-04,438.4412841796875
2011-10-05,440.0903625488281
2011-10-06,463.68133544921875
2011-10-07,461.87420654296875
2011-10-10,477.7923889160156
2011-10-11,487.0846252441406
2011-10-12,479.4612731933594
2011-10-13,487.5881652832031
2011-10-14,492.881103515625
2011-10-17,486.67974853515625
2011-10-18,487.0352478027344
2011-10-19,473.0030822753906
2011-10-20,467.8879699707031
2011-10-21,489.2570495605469
2011-10-24,513.3120727539062
2011-10-25,498.7368469238281
2011-10-26,489.4248962402344
2011-10-27,514.0328369140625
2011-10-28,517.1236572265625
2011-10-31,501.363525390625
2011-11-01,482.8976135253906
2011-11-02,487.4598083496094
2011-11-03,505.3035888671875
2011-11-04,506.94281005859375
2011-11-07,502.62750244140625
2011-11-08,545.9285278320312
2011-11-09,529.8326416015625
2011-11-10,521.7451171875
2011-11-11,526.6332397460938
2011-11-14,527.7095336914062
2011-11-15,539.97412109375
2011-11-16,531.5902709960938
2011-11-17,506.972412109375
2011-11-18,490.6987609863281
2011-11-21,471.66998291015625
2011-11-22,475.04718017578125
2011-11-23,458.71429443359375
2011-11-25,453.4312744140625
2011-11-28,466.5845031738281
2011-11-29,457.2033996582031
2011-11-30,479.806884765625
2011-12-01,482.3150634765625
2011-12-02,480.38946533203125
2011-12-05,477.96026611328125
2011-12-06,473.10186767578125
2011-12-07,478.22686767578125
2011-12-08,473.45733642578125
2011-12-09,473.73382568359375
2011-12-12,469.4383239746094
2011-12-13,456.8973083496094
2011-12-14,439.6163635253906
2011-12-15,439.8139343261719
2011-12-16,451.3575439453125
2011-12-19,453.9743957519531
2011-12-20,474.0794372558594
2011-12-21,466.4165954589844
2011-12-22,473.6844787597656
2011-12-23,475.6989440917969
2011-12-27,478.14788818359375
2011-12-28,469.44818115234375
2011-12-29,470.04071044921875
2011-12-30,461.85443115234375
2012-01-03,479.07611083984375
2012-01-04,474.88916015625
2012-01-05,480.122802734375
2012-01-06,474.2967224121094
2012-01-09,470.11962890625
2012-01-10,478.2170104980469
2012-01-11,471.7193908691406
2012-01-12,470.2184143066406
2012-01-13,476.3901672363281
2012-01-17,491.97259521484375
2012-01-18,512.3345336914062
2012-01-19,519.4837646484375
2012-01-20,512.087646484375
2012-01-23,511.5346374511719
2012-01-24,517.173095703125
2012-01-25,521.7352294921875
2012-01-26,518.0914916992188
2012-01-27,519.2764282226562
2012-01-30,515.86962890625
2012-01-31,522.8610229492188
2012-02-01,529.1907348632812
2012-02-02,527.1466674804688
2012-02-03,540.1320190429688
2012-02-06,530.0103149414062
2012-02-07,522.564697265625
2012-02-08,531.6297607421875
2012-02-09,533.3677978515625
2012-02-10,538.21630859375
2012-02-13,563.9993896484375
2012-02-14,569.7169189453125
2012-02-15,563.1600341796875
2012-02-16,564.1673583984375
2012-02-17,575.22705078125
2012-02-21,577.42919921875
2012-02-22,580.3619995117188
2012-02-23,580.0458984375
2012-02-24,583.018310546875
2012-02-27,584.1341552734375
2012-02-28,624.8380737304688
2012-02-29,619.1699829101562
2012-03-01,629.3410034179688
2012-03-02,637.7740478515625
2012-03-05,634.6437377929688
2012-03-06,621.8558349609375
2012-03-07,633.5673828125
2012-03-08,645.6343994140625
2012-03-09,639.3441772460938
2012-03-12,642.8003540039062
2012-03-13,645.6048583984375
2012-03-14,642.6028442382812
2012-03-15,649.0214233398438
2012-03-16,667.0430297851562
2012-03-19,688.2047119140625
2012-03-20,687.7504272460938
2012-03-21,694.8406372070312
2012-03-22,703.0760498046875
2012-03-23,706.0386352539062
2012-03-26,726.193115234375
2012-03-27,719.7249755859375
2012-03-28,709.2084350585938
2012-03-29,711.025390625
2012-03-30,708.5171508789062
2012-04-02,710.956298828125
2012-04-03,734.3101196289062
2012-04-04,736.5616455078125
2012-04-05,747.3251953125
2012-04-09,755.1755981445312
2012-04-10,731.979736328125
2012-04-11,720.43603515625
2012-04-12,732.8585815429688
2012-04-13,725.975830078125
2012-04-16,693.2112426757812
2012-04-17,706.413818359375
2012-04-18,723.0527954101562
2012-04-19,708.201171875
2012-04-20,701.2789306640625
2012-04-23,690.2488403320312
2012-04-24,676.4339599609375
2012-04-25,715.4788818359375
2012-04-26,724.0897827148438
2012-04-27,752.58837890625
2012-04-30,751.2947998046875
2012-05-01,745.715576171875
2012-05-02,751.53173828125
2012-05-03,740.3436279296875
2012-05-04,726.8546752929688
2012-05-07,728.4149780273438
2012-05-08,707.2335205078125
2012-05-09,709.9490966796875
2012-05-10,672.582763671875
2012-05-11,666.9344482421875
2012-05-14,654.8772583007812
2012-05-15,654.0379638671875
2012-05-16,653.9490356445312
2012-05-17,637.3296508789062
2012-05-18,624.087646484375
2012-05-21,649.446044921875
2012-05-22,651.8159790039062
2012-05-23,664.6928100585938
2012-05-24,660.5947265625
2012-05-25,644.7062377929688
2012-05-29,649.8016967773438
2012-05-30,629.7754516601562
2012-05-31,617.6590576171875
2012-06-01,602.8568115234375
2012-06-04,608.8211669921875
2012-06-05,612.0700073242188
2012-06-06,634.466064453125
2012-06-07,628.1856689453125
2012-06-08,636.2928466796875
2012-06-11,633.6761474609375
2012-06-12,638.8800659179688
2012-06-13,638.4060668945312
2012-06-14,632.303466796875
2012-06-15,651.1544799804688
2012-06-18,665.0679321289062
2012-06-19,671.5953369140625
2012-06-20,662.4215087890625
2012-06-21,649.347412109375
2012-06-22,658.629638671875
2012-06-25,643.4915771484375
2012-06-26,648.142578125
2012-06-27,645.6542358398438
2012-06-28,635.4237670898438
2012-06-29,656.200439453125
2012-07-02,672.3358764648438
2012-07-03,681.904541015625
2012-07-05,673.1160888671875
2012-07-06,663.2510986328125
2012-07-09,656.546142578125
2012-07-10,640.5291748046875
2012-07-11,638.5640258789062
2012-07-12,631.0789794921875
2012-07-13,634.9005126953125
2012-07-16,629.7457885742188
2012-07-17,639.2651977539062
2012-07-18,647.4710693359375
2012-07-19,664.2484130859375
2012-07-20,664.7717895507812
2012-07-23,660.73291015625
2012-07-24,657.247314453125
2012-07-25,623.1395874023438
2012-07-26,620.4536743164062
2012-07-27,675.4267578125
2012-07-30,673.994873046875
2012-07-31,653.4552612304688
2012-08-01,634.9300537109375
2012-08-02,640.8846435546875
2012-08-03,655.6770629882812
2012-08-06,656.79296875
2012-08-07,671.2892456054688
2012-08-08,555.2800903320312
2012-08-09,555.220703125
2012-08-10,556.1094360351562
2012-08-13,554.9639892578125
2012-08-14,557.5906372070312
2012-08-15,568.1073608398438
2012-08-16,579.4435424804688
2012-08-17,581.40869140625
2012-08-20,579.265869140625
2012-08-21,578.426513671875
2012-08-22,583.640380859375
2012-08-23,586.0992431640625
2012-08-24,585.7536010742188
2012-08-27,581.033447265625
2012-08-28,582.7319946289062
2012-08-29,595.6581420898438
2012-08-30,596.0431518554688
2012-08-31,597.0009765625
2012-09-04,589.4171752929688
2012-09-05,587.7285766601562
2012-09-06,596.4381103515625
2012-09-07,613.7684936523438
2012-09-10,600.7040405273438
2012-09-11,610.0258178710938
2012-09-12,612.1885375976562
2012-09-13,619.0811767578125
2012-09-14,629.4990234375
2012-09-17,635.2954711914062
2012-09-18,632.708251953125
2012-09-19,631.0296630859375
2012-09-20,625.83544921875
2012-09-21,628.1856689453125
2012-09-24,623.2779541015625
2012-09-25,623.8407592773438
2012-09-26,614.3017578125
2012-09-27,622.6261596679688
2012-09-28,611.319580078125
2012-10-01,617.0369873046875
2012-10-02,608.5645141601562
2012-10-03,615.0225219726562
2012-10-04,627.0895385742188
2012-10-05,623.97900390625
2012-10-08,623.0606689453125
2012-10-09,610.1543579101562
2012-10-10,594.8679809570312
2012-10-11,590.6515502929688
2012-10-12,585.7239990234375
2012-10-15,593.4954833984375
2012-10-16,590.2862548828125
2012-10-17,590.7501831054688
2012-10-18,575.0888061523438
2012-10-19,553.4827880859375
2012-10-22,560.098876953125
2012-10-23,561.915771484375
2012-10-24,556.6130981445312
2012-10-25,550.8856811523438
2012-10-26,572.2054443359375
2012-10-31,566.586669921875
2012-11-01,578.76220703125
2012-11-02,626.7932739257812
2012-11-05,626.8426513671875
2012-11-06,636.826171875
2012-11-07,626.6649780273438
2012-11-08,620.0093383789062
2012-11-09,618.0343017578125
2012-11-12,625.4996337890625
2012-11-13,622.4188232421875
2012-11-14,608.6830444335938
2012-11-15,609.7889404296875
2012-11-16,607.0831909179688
2012-11-19,617.6690063476562
2012-11-20,627.6227416992188
2012-11-21,631.5726928710938
2012-11-23,633.8734741210938
2012-11-26,631.9776000976562
2012-11-27,628.778076171875
2012-11-28,649.8114013671875
2012-11-29,657.4052124023438
2012-11-30,654.8870849609375
2012-12-03,659.4393920898438
2012-12-04,655.4993896484375
2012-12-05,655.9140625
2012-12-06,655.8251953125
2012-12-07,650.8483276367188
2012-12-10,618.123291015625
2012-12-11,615.4174194335938
2012-12-12,616.9086303710938
2012-12-13,605.404541015625
2012-12-14,605.8587036132812
2012-12-17,609.1470336914062
2012-12-18,624.818359375
2012-12-19,619.3772583007812
2012-12-20,622.9323120117188
2012-12-21,611.1318969726562
2012-12-24,609.611083984375
2012-12-26,594.8284912109375
2012-12-27,602.3926391601562
2012-12-28,601.257080078125
2012-12-31,612.6229858398438
2013-01-02,630.4075317382812
2013-01-03,640.6080932617188
2013-01-04,640.2921142578125
2013-01-07,649.1498413085938
2013-01-08,649.1893310546875
2013-01-09,643.432373046875
2013-01-10,645.4369506835938
2013-01-11,647.2835083007812
2013-01-14,654.6205444335938
2013-01-15,655.0451049804688
2013-01-16,659.4789428710938
2013-01-17,661.503173828125
2013-01-18,664.2977905273438
2013-01-22,662.8660278320312
2013-01-23,663.8436279296875
2013-01-24,671.0422973632812
2013-01-25,709.8206787109375
2013-01-28,696.1538696289062
2013-01-29,691.5225830078125
2013-01-30,686.3877563476562
2013-01-31,676.88818359375
2013-02-01,676.97705078125
2013-02-04,670.7855834960938
2013-02-05,682.9118041992188
2013-02-06,685.4102172851562
2013-02-07,682.0427856445312
2013-02-08,692.0558471679688
2013-02-11,687.3948974609375
2013-02-12,694.573974609375
2013-02-13,695.3540649414062
2013-02-14,696.7860107421875
2013-02-15,693.468017578125
2013-02-19,694.662841796875
2013-02-20,679.583984375
2013-02-21,674.7749633789062
2013-02-22,676.1278076171875
2013-02-25,663.132568359375
2013-02-26,669.99560546875
2013-02-27,687.197509765625
2013-02-28,680.4826049804688
2013-03-01,686.9111328125
2013-03-04,705.0709228515625
2013-03-05,709.415771484375
2013-03-06,709.899658203125
2013-03-07,710.028076171875
2013-03-08,711.8943481445312
2013-03-11,715.9924926757812
2013-03-12,713.0003662109375
2013-03-13,706.5718994140625
2013-03-14,704.2216796875
2013-03-15,704.5672607421875
2013-03-18,688.086181640625
2013-03-19,675.584716796875
2013-03-20,678.9718627929688
2013-03-21,675.4267578125
2013-03-22,689.17236328125
2013-03-25,686.930908203125
2013-03-26,685.89404296875
2013-03-27,686.16064453125
2013-03-28,679.5445556640625
2013-04-01,687.0493774414062
2013-04-02,697.072265625
2013-04-03,689.9722290039062
2013-04-04,692.5693359375
2013-04-05,684.6300659179688
2013-04-08,687.8097534179688
2013-04-09,687.4147338867188
2013-04-10,709.9391479492188
2013-04-11,724.8006591796875
2013-04-12,733.8065185546875
2013-04-15,702.473876953125
2013-04-16,711.6770629882812
2013-04-17,699.9260864257812
2013-04-18,681.3714599609375
2013-04-19,675.0120239257812
2013-04-22,682.2205200195312
2013-04-23,693.556884765625
2013-04-24,692.0262451171875
2013-04-25,702.3157958984375
2013-04-26,692.4113159179688
2013-04-29,690.6734619140625
2013-04-30,687.2764282226562
2013-05-01,685.37060546875
2013-05-02,699.0867919921875
2013-05-03,715.6962280273438
2013-05-06,717.6117553710938
2013-05-07,715.9725952148438
2013-05-08,726.0647583007812
2013-05-09,728.2667846679688
2013-05-10,755.8272705078125
2013-05-13,767.7067260742188
2013-05-14,781.2352294921875
2013-05-15,795.6622924804688
2013-05-16,790.0632934570312
2013-05-17,803.4732055664062
2013-05-20,831.9521484375
2013-05-21,815.6193237304688
2013-05-22,788.0390625
2013-05-23,793.5392456054688
2013-05-24,791.0903930664062
2013-05-28,794.2600708007812
2013-05-29,782.3511352539062
2013-05-30,797.4298706054688
2013-05-31,793.8651123046875
2013-06-03,792.571533203125
2013-06-04,788.690673828125
2013-06-05,785.5407104492188
2013-06-06,795.8104858398438
2013-06-07,806.2284545898438
2013-06-10,813.1407470703125
2013-06-11,803.2362670898438
2013-06-12,797.7854614257812
2013-06-13,804.6187133789062
2013-06-14,805.537109375
2013-06-17,815.2045288085938
2013-06-18,824.3683471679688
2013-06-19,818.1768188476562
2013-06-20,805.4778442382812
2013-06-21,802.8709106445312
2013-06-24,794.9315795898438
2013-06-25,799.4344482421875
2013-06-26,809.2994384765625
2013-06-27,812.093994140625
2013-06-28,816.3204345703125
2013-07-01,830.2044067382812
2013-07-02,830.5302734375
2013-07-03,834.81591796875
2013-07-05,844.4536743164062
2013-07-08,877.5048217773438
2013-07-09,885.8292236328125
2013-07-10,881.1485595703125
2013-07-11,898.9526977539062
2013-07-12,908.8671264648438
2013-07-15,900.246337890625
2013-07-16,890.7566528320312
2013-07-17,895.32861328125
2013-07-18,888.3373413085938
2013-07-19,885.0687255859375
2013-07-22,889.2062377929688
2013-07-23,884.5750122070312
2013-07-24,882.8272094726562
2013-07-25,900.5821533203125
2013-07-26,888.8114013671875
2013-07-29,876.9911499023438
2013-07-30,875.7568969726562
2013-07-31,864.7069091796875
2013-08-01,893.0278930664062
2013-08-02,896.9877319335938
2013-08-05,916.95458984375
2013-08-06,923.6693725585938
2013-08-07,915.967041015625
2013-08-08,922.0597534179688
2013-08-09,957.747314453125
2013-08-12,946.0260009765625
2013-08-13,941.6710815429688
2013-08-14,928.2315673828125
2013-08-15,927.0366821289062
2013-08-16,928.3007202148438
2013-08-19,921.4476318359375
2013-08-20,921.0921020507812
2013-08-21,928.4290771484375
2013-08-22,940.2295532226562
2013-08-23,942.2833862304688
2013-08-26,937.6521606445312
2013-08-27,923.8865966796875
2013-08-28,922.9090576171875
2013-08-29,928.87353515625
2013-08-30,926.780029296875
2013-09-03,931.0261840820312
2013-09-04,940.5256958007812
2013-09-05,945.8087158203125
2013-09-06,947.1417846679688
2013-09-09,953.5703125
2013-09-10,965.2620849609375
2013-09-11,969.271240234375
2013-09-12,957.6484985351562
2013-09-13,954.7158203125
2013-09-16,955.6243286132812
2013-09-17,958.0929565429688
2013-09-18,982.6319580078125
2013-09-19,988.0926513671875
2013-09-20,990.4527587890625
2013-09-23,984.281005859375
2013-09-24,993.3954467773438
2013-09-25,984.833984375
2013-09-26,998.9450073242188
2013-09-27,1002.262939453125
2013-09-30,998.2933349609375
2013-10-01,1025.271484375
2013-10-02,1054.016845703125
2013-10-03,1036.173095703125
