Date,POOL
2010-11-04,17.69310760498047
2010-11-05,17.932321548461914
2010-11-08,18.04779624938965
2010-11-09,17.849842071533203
2010-11-10,17.858081817626953
2010-11-11,17.833341598510742
2010-11-12,17.602386474609375
2010-11-15,17.635372161865234
2010-11-16,17.59412956237793
2010-11-17,17.61886978149414
2010-11-18,17.635372161865234
2010-11-19,17.61886978149414
2010-11-22,17.58568000793457
2010-11-23,17.54418182373047
2010-11-24,17.494394302368164
2010-11-26,17.320110321044922
2010-11-29,17.62718391418457
2010-11-30,17.58568000793457
2010-12-01,17.82634735107422
2010-12-02,17.92593765258789
2010-12-03,18.02553367614746
2010-12-06,18.174915313720703
2010-12-07,18.37409019470215
2010-12-08,18.332599639892578
2010-12-09,18.50687599182129
2010-12-10,18.880332946777344
2010-12-13,18.780744552612305
2010-12-14,18.847137451171875
2010-12-15,18.789043426513672
2010-12-16,18.880332946777344
2010-12-17,18.905235290527344
2010-12-20,18.955020904541016
2010-12-21,19.145902633666992
2010-12-22,19.212291717529297
2010-12-23,19.18739891052246
2010-12-27,19.30358123779297
2010-12-28,19.369976043701172
2010-12-29,19.30358123779297
2010-12-30,19.245500564575195
2010-12-31,18.706045150756836
2011-01-03,19.311893463134766
2011-01-04,18.955020904541016
2011-01-05,19.195693969726562
2011-01-06,18.797344207763672
2011-01-07,18.905235290527344
2011-01-10,19.195693969726562
2011-01-11,19.170806884765625
2011-01-12,19.336782455444336
2011-01-13,19.41976547241211
2011-01-14,19.51936149597168
2011-01-18,19.544252395629883
2011-01-19,19.2952880859375
2011-01-20,19.477863311767578
2011-01-21,19.502758026123047
2011-01-24,19.818124771118164
2011-01-25,20.058801651000977
2011-01-26,20.4239501953125
2011-01-27,20.548439025878906
2011-01-28,20.20818519592285
2011-01-31,20.233076095581055
2011-02-01,20.56503677368164
2011-02-02,20.20818519592285
2011-02-03,20.274568557739258
2011-02-04,20.382461547851562
2011-02-07,20.69782257080078
2011-02-08,20.822311401367188
2011-02-09,20.87210464477539
2011-02-10,20.913602828979492
2011-02-11,20.94679069519043
2011-02-14,20.98828887939453
2011-02-15,21.013187408447266
2011-02-16,21.370040893554688
2011-02-17,21.57752227783203
2011-02-18,21.6522159576416
2011-02-22,20.938499450683594
2011-02-23,20.58163070678711
2011-02-24,20.731016159057617
2011-02-25,20.80571174621582
2011-02-28,20.714420318603516
2011-03-01,20.20818519592285
2011-03-02,20.332660675048828
2011-03-03,20.714420318603516
2011-03-04,20.623132705688477
2011-03-07,20.365861892700195
2011-03-08,20.722721099853516
2011-03-09,20.731016159057617
2011-03-10,20.53915023803711
2011-03-11,20.43903350830078
2011-03-14,20.530794143676758
2011-03-15,19.971853256225586
2011-03-16,19.72992515563965
2011-03-17,19.721576690673828
2011-03-18,19.871746063232422
2011-03-21,20.02191162109375
2011-03-22,19.98020362854004
2011-03-23,19.996877670288086
2011-03-24,20.005224227905273
2011-03-25,19.98020362854004
2011-03-28,19.98020362854004
2011-03-29,20.005224227905273
2011-03-30,20.09699249267578
2011-03-31,20.113672256469727
2011-04-01,20.355609893798828
2011-04-04,20.497434616088867
2011-04-05,20.422348022460938
2011-04-06,20.5725154876709
2011-04-07,20.739362716674805
2011-04-08,20.50577163696289
2011-04-11,20.697649002075195
2011-04-12,20.947925567626953
2011-04-13,21.073057174682617
2011-04-14,21.273279190063477
2011-04-15,21.62366485595703
2011-04-18,21.42344093322754
2011-04-19,21.648691177368164
2011-04-20,22.416196823120117
2011-04-21,24.001258850097656
2011-04-25,23.992916107177734
2011-04-26,24.518495559692383
2011-04-27,24.610260009765625
2011-04-28,25.185890197753906
2011-04-29,25.244298934936523
2011-05-02,24.927278518676758
2011-05-03,24.68533706665039
2011-05-04,24.560209274291992
2011-05-05,24.426734924316406
2011-05-06,25.085790634155273
2011-05-09,25.05241584777832
2011-05-10,25.51125144958496
2011-05-11,25.2860107421875
2011-05-12,25.964881896972656
2011-05-13,25.487157821655273
2011-05-16,25.143524169921875
2011-05-17,24.615509033203125
2011-05-18,24.665794372558594
2011-05-19,24.875329971313477
2011-05-20,24.5736026763916
2011-05-23,24.330554962158203
2011-05-24,24.095874786376953
2011-05-25,24.330554962158203
2011-05-26,24.5736026763916
2011-05-27,24.665794372558594
2011-05-31,25.344676971435547
2011-06-01,23.74386978149414
2011-06-02,23.676820755004883
2011-06-03,23.24938201904297
2011-06-06,23.05661392211914
2011-06-07,22.872230529785156
2011-06-08,22.629173278808594
2011-06-09,22.637550354003906
2011-06-10,22.126300811767578
2011-06-13,22.453166961669922
2011-06-14,23.25775146484375
2011-06-15,22.863845825195312
2011-06-16,23.18231964111328
2011-06-17,23.115283966064453
2011-06-20,23.45890998840332
2011-06-21,24.06235122680664
2011-06-22,23.71872901916504
2011-06-23,23.953401565551758
2011-06-24,24.012062072753906
2011-06-27,24.297027587890625
2011-06-28,24.967514038085938
2011-06-29,24.716087341308594
2011-06-30,24.984285354614258
2011-07-01,25.671533584594727
2011-07-05,25.604490280151367
2011-07-06,25.478763580322266
2011-07-07,25.520675659179688
2011-07-08,25.135141372680664
2011-07-11,24.414358139038086
2011-07-12,24.112642288208008
2011-07-13,24.330554962158203
2011-07-14,23.450525283813477
2011-07-15,24.121028900146484
2011-07-18,23.78577423095703
2011-07-19,24.607131958007812
2011-07-20,25.051326751708984
2011-07-21,23.509193420410156
2011-07-22,23.35833740234375
2011-07-25,22.989574432373047
2011-07-26,22.61240577697754
2011-07-27,22.335826873779297
2011-07-28,22.16820526123047
2011-07-29,22.419645309448242
2011-08-01,22.293928146362305
2011-08-02,22.24363899230957
2011-08-03,23.115283966064453
2011-08-04,21.388761520385742
2011-08-05,20.843984603881836
2011-08-08,18.941455841064453
2011-08-09,20.877504348754883
2011-08-10,19.746044158935547
2011-08-11,20.56387710571289
2011-08-12,20.7746639251709
2011-08-15,21.288970947265625
2011-08-16,21.49132537841797
2011-08-17,21.34799575805664
2011-08-18,19.838794708251953
2011-08-19,19.695459365844727
2011-08-22,20.184473037719727
2011-08-23,21.31427001953125
2011-08-24,21.34799575805664
2011-08-25,20.749364852905273
2011-08-26,21.423873901367188
2011-08-29,22.039356231689453
2011-08-30,22.005634307861328
2011-08-31,21.862302780151367
2011-09-01,21.516618728637695
2011-09-02,21.01917839050293
2011-09-06,20.521732330322266
2011-09-07,21.423873901367188
2011-09-08,21.069761276245117
2011-09-09,20.487993240356445
2011-09-12,20.7662353515625
2011-09-13,21.584070205688477
2011-09-14,22.351308822631836
2011-09-15,23.12700080871582
2011-09-16,23.388362884521484
2011-09-19,23.35463523864746
2011-09-20,23.118560791015625
2011-09-21,22.604246139526367
2011-09-22,21.508182525634766
2011-09-23,21.65994644165039
2011-09-26,22.014060974121094
2011-09-27,23.017377853393555
2011-09-28,22.663265228271484
2011-09-29,22.89933967590332
2011-09-30,22.073076248168945
2011-10-03,21.02760124206543
2011-10-04,22.545230865478516
2011-10-05,23.067977905273438
2011-10-06,23.666593551635742
2011-10-07,23.059539794921875
2011-10-10,24.627756118774414
2011-10-11,24.72049903869629
2011-10-12,24.82167625427246
2011-10-13,24.442270278930664
2011-10-14,24.90599250793457
2011-10-17,24.197757720947266
2011-10-18,24.45069694519043
2011-10-19,24.23148536682129
2011-10-20,25.0577449798584
2011-10-21,24.779518127441406
2011-10-24,25.201078414916992
2011-10-25,24.585603713989258
2011-10-26,24.568742752075195
2011-10-27,25.293827056884766
2011-10-28,24.981876373291016
2011-10-31,24.63619041442871
2011-11-01,23.75933265686035
2011-11-02,24.535011291503906
2011-11-03,25.150489807128906
2011-11-04,24.87226104736328
2011-11-07,24.467567443847656
2011-11-08,24.7963809967041
2011-11-09,23.641298294067383
2011-11-10,23.76776695251465
2011-11-11,24.45069694519043
2011-11-14,24.0628662109375
2011-11-15,24.60245704650879
2011-11-16,23.986980438232422
2011-11-17,23.69042205810547
2011-11-18,24.181856155395508
2011-11-21,23.71584129333496
2011-11-22,23.83446502685547
2011-11-23,23.1735782623291
2011-11-25,23.00411033630371
2011-11-28,25.207082748413086
2011-11-29,25.046096801757812
2011-11-30,25.842554092407227
2011-12-01,25.495174407958984
2011-12-02,25.647676467895508
2011-12-05,25.791723251342773
2011-12-06,25.56295394897461
2011-12-07,25.520587921142578
2011-12-08,24.698707580566406
2011-12-09,24.96137237548828
2011-12-12,25.046096801757812
2011-12-13,24.478410720825195
2011-12-14,24.037817001342773
2011-12-15,24.224218368530273
2011-12-16,24.122543334960938
2011-12-19,23.72430992126465
2011-12-20,24.55466651916504
2011-12-21,24.952898025512695
2011-12-22,25.088462829589844
2011-12-23,25.444332122802734
2011-12-27,25.867971420288086
2011-12-28,25.334182739257812
2011-12-29,25.901866912841797
2011-12-30,25.503639221191406
2012-01-03,25.520587921142578
2012-01-04,25.630741119384766
2012-01-05,26.105220794677734
2012-01-06,26.139114379882812
2012-01-09,26.24078369140625
2012-01-10,27.071138381958008
2012-01-11,27.596464157104492
2012-01-12,27.613412857055664
2012-01-13,27.33379364013672
2012-01-17,27.35074806213379
2012-01-18,27.935375213623047
2012-01-19,28.130266189575195
2012-01-20,28.333614349365234
2012-01-23,28.342084884643555
2012-01-24,28.78268051147461
2012-01-25,29.05381202697754
2012-01-26,29.113140106201172
2012-01-27,29.104658126831055
2012-01-30,28.73183822631836
2012-01-31,28.81657600402832
2012-02-01,29.57067108154297
2012-02-02,29.587615966796875
2012-02-03,29.78249168395996
2012-02-06,29.6977596282959
2012-02-07,29.528297424316406
2012-02-08,29.485933303833008
2012-02-09,29.460519790649414
2012-02-10,29.096179962158203
2012-02-13,29.460519790649414
2012-02-14,29.19785499572754
2012-02-15,29.062284469604492
2012-02-16,31.256790161132812
2012-02-17,31.943092346191406
2012-02-21,31.76515769958496
2012-02-22,31.84988784790039
2012-02-23,32.4599494934082
2012-02-24,32.15492248535156
2012-02-27,31.773637771606445
2012-02-28,31.46013069152832
2012-02-29,30.841611862182617
2012-03-01,31.172056198120117
2012-03-02,30.36713409423828
2012-03-05,30.324758529663086
2012-03-06,29.629962921142578
2012-03-07,29.757081985473633
2012-03-08,30.454627990722656
2012-03-09,30.48867416381836
2012-03-12,30.641780853271484
2012-03-13,30.922513961791992
2012-03-14,30.828937530517578
2012-03-15,31.16921043395996
2012-03-16,31.033100128173828
2012-03-19,31.220264434814453
2012-03-20,31.050121307373047
2012-03-21,31.152196884155273
2012-03-22,30.922513961791992
2012-03-23,31.058635711669922
2012-03-26,32.207054138183594
2012-03-27,32.30063247680664
2012-03-28,32.470767974853516
2012-03-29,32.11347961425781
2012-03-30,31.832752227783203
2012-04-02,32.08796691894531
2012-04-03,31.909299850463867
2012-04-04,31.43292999267578
2012-04-05,31.43292999267578
2012-04-09,30.692821502685547
2012-04-10,30.548213958740234
2012-04-11,31.08415985107422
2012-04-12,31.841266632080078
2012-04-13,32.47929382324219
2012-04-16,32.87910079956055
2012-04-17,32.75149154663086
2012-04-18,33.02370834350586
2012-04-19,32.1815299987793
2012-04-20,31.671106338500977
2012-04-23,31.075632095336914
2012-04-24,31.398908615112305
2012-04-25,31.654117584228516
2012-04-26,31.866777420043945
2012-04-27,32.2410888671875
2012-04-30,31.398908615112305
2012-05-01,31.262788772583008
2012-05-02,31.594560623168945
2012-05-03,31.262788772583008
2012-05-04,30.709836959838867
2012-05-07,30.76087760925293
2012-05-08,30.75237464904785
2012-05-09,30.684328079223633
2012-05-10,31.538806915283203
2012-05-11,31.367902755737305
2012-05-14,31.017568588256836
2012-05-15,31.402099609375
2012-05-16,31.291011810302734
2012-05-17,29.889659881591797
2012-05-18,30.026386260986328
2012-05-21,30.57324981689453
2012-05-22,30.880847930908203
2012-05-23,31.145748138427734
2012-05-24,31.44479751586914
2012-05-25,31.22264862060547
2012-05-29,31.889144897460938
2012-05-30,31.55590057373047
2012-05-31,31.590068817138672
2012-06-01,30.838115692138672
2012-06-04,30.197290420532227
2012-06-05,29.983652114868164
2012-06-06,30.5305118560791
2012-06-07,30.598876953125
2012-06-08,31.188467025756836
2012-06-11,30.692859649658203
2012-06-12,30.889394760131836
2012-06-13,31.094472885131836
2012-06-14,31.931848526000977
2012-06-15,32.44455337524414
2012-06-18,32.683799743652344
2012-06-19,33.264835357666016
2012-06-20,33.358848571777344
2012-06-21,32.521461486816406
2012-06-22,33.02559280395508
2012-06-25,32.48727035522461
2012-06-26,33.00849151611328
2012-06-27,33.538272857666016
2012-06-28,34.19622802734375
2012-06-29,34.572200775146484
2012-07-02,34.520938873291016
2012-07-03,35.01654052734375
2012-07-05,34.871280670166016
2012-07-06,35.05924987792969
2012-07-09,34.73453903198242
2012-07-10,34.41838836669922
2012-07-11,33.80316925048828
2012-07-12,33.786075592041016
2012-07-13,34.44403076171875
2012-07-16,33.60665512084961
2012-07-17,34.27313995361328
2012-07-18,34.623477935791016
2012-07-19,31.504627227783203
2012-07-20,31.46190643310547
2012-07-23,31.45336151123047
2012-07-24,31.308090209960938
2012-07-25,31.359386444091797
2012-07-26,31.55590057373047
2012-07-27,32.342010498046875
2012-07-30,31.820783615112305
2012-07-31,31.496074676513672
2012-08-01,31.359386444091797
2012-08-02,31.44479751586914
2012-08-03,32.51291275024414
2012-08-06,32.43600845336914
2012-08-07,32.46163558959961
2012-08-08,32.06004333496094
2012-08-09,31.81117820739746
2012-08-10,31.45934295654297
2012-08-13,31.485088348388672
2012-08-14,31.691036224365234
2012-08-15,31.751113891601562
2012-08-16,32.197330474853516
2012-08-17,32.660736083984375
2012-08-20,31.922748565673828
2012-08-21,32.62641906738281
2012-08-22,32.609230041503906
2012-08-23,32.62641906738281
2012-08-24,32.72937774658203
2012-08-27,32.643558502197266
2012-08-28,33.3558349609375
2012-08-29,33.493133544921875
2012-08-30,33.192787170410156
2012-08-31,33.80205535888672
2012-09-04,34.222537994384766
2012-09-05,34.29119110107422
2012-09-06,34.814659118652344
2012-09-07,34.47998046875
2012-09-10,34.32551574707031
2012-09-11,34.26544189453125
2012-09-12,34.33408737182617
2012-09-13,34.52290344238281
2012-09-14,34.943382263183594
2012-09-17,34.943382263183594
2012-09-18,34.85756301879883
2012-09-19,35.36384963989258
2012-09-20,35.25231170654297
2012-09-21,35.23515701293945
2012-09-24,35.39818572998047
2012-09-25,35.35529708862305
2012-09-26,35.149314880371094
2012-09-27,35.72429275512695
2012-09-28,35.68137741088867
2012-10-01,35.64706039428711
2012-10-02,35.586997985839844
2012-10-03,36.16193771362305
2012-10-04,36.75404739379883
2012-10-05,36.89993667602539
2012-10-08,36.78837203979492
2012-10-09,36.35070037841797
2012-10-10,35.99888229370117
2012-10-11,35.8873176574707
2012-10-12,35.44969177246094
2012-10-15,35.26088333129883
2012-10-16,35.70713424682617
2012-10-17,35.85300064086914
2012-10-18,36.187686920166016
2012-10-19,36.84844207763672
2012-10-22,36.187686920166016
2012-10-23,35.827266693115234
2012-10-24,35.64706039428711
2012-10-25,35.89593505859375
2012-10-26,35.75002670288086
2012-10-31,36.093284606933594
2012-11-01,36.65965270996094
2012-11-02,35.70713424682617
2012-11-05,35.973148345947266
2012-11-06,36.642486572265625
2012-11-07,35.56123733520508
2012-11-08,35.41533660888672
2012-11-09,35.30336380004883
2012-11-12,34.85539627075195
2012-11-13,34.752017974853516
2012-11-14,34.803707122802734
2012-11-15,34.3557243347168
2012-11-16,34.28681945800781
2012-11-19,34.889854431152344
2012-11-20,35.467037200927734
2012-11-21,35.60487365722656
2012-11-23,36.1906852722168
2012-11-26,36.19931411743164
2012-11-27,36.00116729736328
2012-11-28,36.31129455566406
2012-11-29,36.3543701171875
2012-11-30,36.08732223510742
2012-12-03,35.880550384521484
2012-12-04,35.55316925048828
2012-12-05,35.57903289794922
2012-12-06,35.622100830078125
2012-12-07,35.785789489746094
2012-12-10,35.71686553955078
2012-12-11,35.68242645263672
2012-12-12,35.49290084838867
2012-12-13,34.97601318359375
2012-12-14,34.54527282714844
2012-12-17,35.31196975708008
2012-12-18,35.51873779296875
2012-12-19,35.4842643737793
2012-12-20,35.68242645263672
2012-12-21,36.02699661254883
2012-12-24,36.052833557128906
2012-12-26,35.949466705322266
2012-12-27,36.01838684082031
2012-12-28,35.785789489746094
2012-12-31,36.45773696899414
2013-01-02,37.33645248413086
2013-01-03,37.353675842285156
2013-01-04,37.276145935058594
2013-01-07,37.413978576660156
2013-01-08,37.75857925415039
2013-01-09,38.30992126464844
2013-01-10,38.15485763549805
2013-01-11,37.92225646972656
2013-01-14,37.65518569946289
2013-01-15,38.10316467285156
2013-01-16,38.29269027709961
2013-01-17,38.740657806396484
2013-01-18,38.62004089355469
2013-01-22,38.93017578125
2013-01-23,38.757904052734375
2013-01-24,39.34370040893555
2013-01-25,39.49875259399414
2013-01-28,39.6796760559082
2013-01-29,39.938106536865234
2013-01-30,39.28337860107422
2013-01-31,39.4729118347168
2013-02-01,39.550445556640625
2013-02-04,38.663124084472656
2013-02-05,39.07662582397461
2013-02-06,38.938804626464844
2013-02-07,38.749263763427734
2013-02-08,38.95602798461914
2013-02-11,39.145538330078125
2013-02-12,38.93017578125
2013-02-13,39.26617431640625
2013-02-14,39.70550537109375
2013-02-15,40.162086486816406
2013-02-19,40.19656753540039
2013-02-20,40.12763977050781
2013-02-21,39.6193733215332
2013-02-22,39.6193733215332
2013-02-25,38.981876373291016
2013-02-26,39.309234619140625
2013-02-27,39.29201126098633
2013-02-28,39.386775970458984
2013-03-01,39.64521408081055
2013-03-04,39.481529235839844
2013-03-05,40.601436614990234
2013-03-06,40.584228515625
2013-03-07,40.56698989868164
2013-03-08,41.44570541381836
2013-03-11,40.944374084472656
2013-03-12,40.75422286987305
2013-03-13,40.71963882446289
2013-03-14,41.06539535522461
2013-03-15,40.34797286987305
2013-03-18,40.15780258178711
2013-03-19,40.71963882446289
2013-03-20,40.944374084472656
2013-03-21,40.071372985839844
2013-03-22,40.79743957519531
2013-03-25,40.42576217651367
2013-03-26,41.09132766723633
2013-03-27,41.05673599243164
2013-03-28,41.48890686035156
2013-04-01,40.935733795166016
2013-04-02,41.50621795654297
2013-04-03,41.1777458190918
2013-04-04,42.02482223510742
2013-04-05,42.14582061767578
2013-04-08,42.3014030456543
2013-04-09,41.947017669677734
2013-04-10,42.74221420288086
2013-04-11,42.37055587768555
2013-04-12,42.18904113769531
2013-04-15,40.40846633911133
2013-04-16,40.6937255859375
2013-04-17,40.6937255859375
2013-04-18,41.55805587768555
2013-04-19,41.35924530029297
2013-04-22,41.18640899658203
2013-04-23,42.06802749633789
2013-04-24,42.232261657714844
2013-04-25,42.46562957763672
2013-04-26,42.29275894165039
2013-04-29,42.439693450927734
2013-04-30,42.37055587768555
2013-05-01,41.21232986450195
2013-05-02,41.59263610839844
2013-05-03,43.64115905761719
2013-05-06,43.338619232177734
2013-05-07,44.14247131347656
2013-05-08,44.496856689453125
2013-05-09,44.23755645751953
2013-05-10,44.8771858215332
2013-05-13,44.764404296875
2013-05-14,45.85747528076172
2013-05-15,45.6666259765625
2013-05-16,45.56251907348633
2013-05-17,45.98760986328125
2013-05-20,45.675315856933594
2013-05-21,45.909542083740234
2013-05-22,45.15479278564453
2013-05-23,45.33697509765625
2013-05-24,44.84248352050781
2013-05-28,45.970245361328125
2013-05-29,44.95524978637695
2013-05-30,45.16345977783203
2013-05-31,44.63426208496094
2013-06-03,44.460758209228516
2013-06-04,44.0269889831543
2013-06-05,43.749393463134766
2013-06-06,45.493125915527344
2013-06-07,46.20448303222656
2013-06-10,46.53416061401367
2013-06-11,45.90087127685547
2013-06-12,45.70133972167969
2013-06-13,46.45607376098633
2013-06-14,46.05701446533203
2013-06-17,46.28256607055664
2013-06-18,47.471099853515625
2013-06-19,44.73838424682617
2013-06-20,43.86216735839844
2013-06-21,44.4954719543457
2013-06-24,44.512813568115234
2013-06-25,45.04200744628906
2013-06-26,44.85982894897461
2013-06-27,45.241519927978516
2013-06-28,45.46711349487305
2013-07-01,46.52548599243164
2013-07-02,46.70766830444336
2013-07-03,46.54283142089844
2013-07-05,46.837791442871094
2013-07-08,46.84646987915039
2013-07-09,47.0806999206543
2013-07-10,47.14142608642578
2013-07-11,47.644596099853516
2013-07-12,47.60120391845703
2013-07-15,47.30624771118164
2013-07-16,46.52548599243164
2013-07-17,46.360652923583984
2013-07-18,46.23920440673828
2013-07-19,45.71000671386719
2013-07-22,45.55385971069336
2013-07-23,45.276241302490234
2013-07-24,45.30227279663086
2013-07-25,45.692657470703125
2013-07-26,45.866153717041016
2013-07-29,45.70133972167969
2013-07-30,45.90087127685547
2013-07-31,45.7880859375
2013-08-01,46.75102996826172
2013-08-02,47.23685836791992
2013-08-05,47.653263092041016
2013-08-06,47.462406158447266
2013-08-07,46.6729621887207
2013-08-08,46.5601806640625
2013-08-09,46.44740295410156
2013-08-12,46.63892364501953
2013-08-13,47.02202606201172
2013-08-14,47.00459289550781
2013-08-15,45.45490264892578
2013-08-16,45.41135787963867
2013-08-19,46.1165657043457
2013-08-20,46.45611572265625
2013-08-21,46.31681823730469
2013-08-22,46.7956428527832
2013-08-23,46.865291595458984
2013-08-26,46.865291595458984
2013-08-27,45.88149642944336
2013-08-28,45.66383743286133
2013-08-29,46.12526321411133
2013-08-30,45.350425720214844
2013-09-03,45.80314254760742
2013-09-04,46.281986236572266
2013-09-05,46.412574768066406
2013-09-06,46.334228515625
2013-09-09,47.082950592041016
2013-09-10,47.866512298583984
2013-09-11,48.031917572021484
2013-09-12,47.68368148803711
2013-09-13,48.031917572021484
2013-09-16,48.26698684692383
