Date,MOS
2010-11-05,54.694541931152344
2010-11-08,54.818206787109375
2010-11-09,55.79183578491211
2010-11-10,55.652740478515625
2010-11-11,57.074581146240234
2010-11-12,53.85999298095703
2010-11-15,51.31767654418945
2010-11-16,51.24811553955078
2010-11-17,52.09812927246094
2010-11-18,53.58180236816406
2010-11-19,54.130462646484375
2010-11-22,53.898624420166016
2010-11-23,53.334529876708984
2010-11-24,54.400901794433594
2010-11-26,53.937255859375
2010-11-29,52.79359817504883
2010-11-30,52.260406494140625
2010-12-01,52.92495346069336
2010-12-02,51.742671966552734
2010-12-03,53.39634704589844
2010-12-06,53.56635284423828
2010-12-07,53.45044708251953
2010-12-08,53.02542495727539
2010-12-09,52.79359817504883
2010-12-10,53.00224685668945
2010-12-13,51.44131851196289
2010-12-14,50.614471435546875
2010-12-15,51.093563079833984
2010-12-16,51.008567810058594
2010-12-17,52.028602600097656
2010-12-20,52.09812927246094
2010-12-21,53.442726135253906
2010-12-22,53.48134231567383
2010-12-23,54.90319061279297
2010-12-27,55.23546600341797
2010-12-28,55.20456314086914
2010-12-29,57.80095672607422
2010-12-30,58.59690475463867
2010-12-31,59.00640869140625
2011-01-03,58.921451568603516
2011-01-04,57.955501556396484
2011-01-05,59.60143280029297
2011-01-06,59.9801025390625
2011-01-07,58.95233154296875
2011-01-10,58.403690338134766
2011-01-11,58.836421966552734
2011-01-12,61.672386169433594
2011-01-13,62.352413177490234
2011-01-14,64.1142578125
2011-01-18,65.73699951171875
2011-01-19,58.84415054321289
2011-01-20,56.1550178527832
2011-01-21,56.56455612182617
2011-01-24,58.75141143798828
2011-01-25,58.50416564941406
2011-01-26,60.8996467590332
2011-01-27,60.79150390625
2011-01-28,61.649200439453125
2011-01-31,62.622867584228516
2011-02-01,64.85747528076172
2011-02-02,64.33940887451172
2011-02-03,64.19248962402344
2011-02-04,63.8135986328125
2011-02-07,64.75690460205078
2011-02-08,64.98889923095703
2011-02-09,65.3523178100586
2011-02-10,66.43479919433594
2011-02-11,68.29054260253906
2011-02-14,68.86270904541016
2011-02-15,65.66161346435547
2011-02-16,66.70543670654297
2011-02-17,67.07659912109375
2011-02-18,64.19248962402344
2011-02-22,61.973350524902344
2011-02-23,62.87028884887695
2011-02-24,63.55844497680664
2011-02-25,65.66931915283203
2011-02-28,66.38068389892578
2011-03-01,65.69249725341797
2011-03-02,65.28274536132812
2011-03-03,66.57401275634766
2011-03-04,66.11005401611328
2011-03-07,63.96052551269531
2011-03-08,63.063594818115234
2011-03-09,60.9604377746582
2011-03-10,58.16916275024414
2011-03-11,58.98099899291992
2011-03-14,58.98872756958008
2011-03-15,58.99647521972656
2011-03-16,58.3624382019043
2011-03-17,59.475868225097656
2011-03-18,58.40108871459961
2011-03-21,59.72331237792969
2011-03-22,58.9268913269043
2011-03-23,59.746482849121094
2011-03-24,59.962989807128906
2011-03-25,60.94496536254883
2011-03-28,60.055789947509766
2011-03-29,60.968170166015625
2011-03-30,62.20534896850586
2011-03-31,60.89087677001953
2011-04-01,62.14345169067383
2011-04-04,63.75951385498047
2011-04-05,63.8367805480957
2011-04-06,62.39091491699219
2011-04-07,61.19240951538086
2011-04-08,60.627967834472656
2011-04-11,60.465572357177734
2011-04-12,59.28254699707031
2011-04-13,59.37533187866211
2011-04-14,58.37015914916992
2011-04-15,57.10206604003906
2011-04-18,57.078880310058594
2011-04-19,59.34441375732422
2011-04-20,58.62485122680664
2011-04-21,59.39856719970703
2011-04-25,58.80280685424805
2011-04-26,59.359867095947266
2011-04-27,58.64807891845703
2011-04-28,56.62089538574219
2011-04-29,57.92076110839844
2011-05-02,56.87627410888672
2011-05-03,55.220497131347656
2011-05-04,54.81816482543945
2011-05-05,54.284278869628906
2011-05-06,55.065738677978516
2011-05-09,55.746612548828125
2011-05-10,55.05023956298828
2011-05-11,53.154640197753906
2011-05-12,52.39639663696289
2011-05-13,52.1101188659668
2011-05-16,52.311283111572266
2011-05-17,53.04632568359375
2011-05-18,52.99990463256836
2011-05-19,51.30546188354492
2011-05-20,50.61683654785156
2011-05-23,51.64588928222656
2011-05-24,52.04050064086914
2011-05-25,52.597572326660156
2011-05-26,53.50282287597656
2011-05-27,54.19142532348633
2011-05-31,54.81816482543945
2011-06-01,53.06953811645508
2011-06-02,53.595680236816406
2011-06-03,53.3790283203125
2011-06-06,51.6226806640625
2011-06-07,51.60719680786133
2011-06-08,50.80250930786133
2011-06-09,53.26296615600586
2011-06-10,52.41187286376953
2011-06-13,50.89537811279297
2011-06-14,52.10237503051758
2011-06-15,49.920494079589844
2011-06-16,47.6844482421875
2011-06-17,45.89713668823242
2011-06-20,46.98808288574219
2011-06-21,49.58778762817383
2011-06-22,49.17772674560547
2011-06-23,49.046173095703125
2011-06-24,49.20866012573242
2011-06-27,50.13713836669922
2011-06-28,50.42341995239258
2011-06-29,52.930267333984375
2011-06-30,52.404136657714844
2011-07-01,52.48150634765625
2011-07-05,53.1778678894043
2011-07-06,52.79099655151367
2011-07-07,53.29391860961914
2011-07-08,54.60923385620117
2011-07-11,51.83158493041992
2011-07-12,51.31318283081055
2011-07-13,51.792903900146484
2011-07-14,51.12751388549805
2011-07-15,51.64588928222656
2011-07-18,51.42151641845703
2011-07-19,52.992164611816406
2011-07-20,53.3558235168457
2011-07-21,54.64017868041992
2011-07-22,56.38881301879883
2011-07-25,56.50486755371094
2011-07-26,55.85493469238281
2011-07-27,54.647926330566406
2011-07-28,54.58604049682617
2011-07-29,54.71757125854492
2011-08-01,55.23595428466797
2011-08-02,53.30028533935547
2011-08-03,54.19843292236328
2011-08-04,49.69997787475586
2011-08-05,49.23541259765625
2011-08-08,44.52789306640625
2011-08-09,47.17587661743164
2011-08-10,46.05318832397461
2011-08-11,49.909027099609375
2011-08-12,50.1490364074707
2011-08-15,51.44206237792969
2011-08-16,50.737491607666016
2011-08-17,51.96083068847656
2011-08-18,49.614810943603516
2011-08-19,48.79408645629883
2011-08-22,48.61601638793945
2011-08-23,50.67555618286133
2011-08-24,52.22407150268555
2011-08-25,51.72854232788086
2011-08-26,53.71839141845703
2011-08-29,56.242496490478516
2011-08-30,56.66057205200195
2011-08-31,55.073360443115234
2011-09-01,54.70170974731445
2011-09-02,54.19843292236328
2011-09-06,54.49266052246094
2011-09-07,55.065616607666016
2011-09-08,54.794620513916016
2011-09-09,54.17522430419922
2011-09-12,53.80358123779297
2011-09-13,54.38427734375
2011-09-14,54.786895751953125
2011-09-15,55.02690505981445
2011-09-16,54.96498489379883
2011-09-19,53.0447883605957
2011-09-20,51.13235855102539
2011-09-21,49.23541259765625
2011-09-22,46.54096603393555
2011-09-23,44.67500686645508
2011-09-26,45.495704650878906
2011-09-27,46.726802825927734
2011-09-28,44.28013610839844
2011-09-29,41.96508026123047
2011-09-30,37.915679931640625
2011-10-03,36.49103927612305
2011-10-04,38.0008430480957
2011-10-05,40.401065826416016
2011-10-06,41.26824188232422
2011-10-07,39.634559631347656
2011-10-10,41.40760803222656
2011-10-11,43.18067932128906
2011-10-12,43.08001708984375
2011-10-13,43.242610931396484
2011-10-14,44.21818161010742
2011-10-17,42.189613342285156
2011-10-18,42.95612335205078
2011-10-19,41.3843879699707
2011-10-20,42.77805709838867
2011-10-21,45.25569152832031
2011-10-24,45.83639144897461
2011-10-25,44.78339385986328
2011-10-26,46.02996826171875
2011-10-27,47.85722351074219
2011-10-28,47.97336959838867
2011-10-31,45.34088134765625
2011-11-01,43.29507064819336
2011-11-02,43.721282958984375
2011-11-03,44.41096878051758
2011-11-04,45.01539611816406
2011-11-07,45.66633605957031
2011-11-08,46.16229248046875
2011-11-09,43.744529724121094
2011-11-10,43.58953857421875
2011-11-11,44.77516555786133
2011-11-14,44.03123092651367
2011-11-15,43.2253303527832
2011-11-16,42.2953987121582
2011-11-17,39.3351936340332
2011-11-18,40.962528228759766
2011-11-21,41.187278747558594
2011-11-22,40.19536209106445
2011-11-23,38.754005432128906
2011-11-25,38.20381546020508
2011-11-28,39.482444763183594
2011-11-29,38.83150863647461
2011-11-30,40.88505172729492
2011-12-01,40.89280700683594
2011-12-02,39.68392562866211
2011-12-05,39.84665298461914
2011-12-06,41.218265533447266
2011-12-07,41.249263763427734
2011-12-08,39.62192153930664
2011-12-09,39.14147186279297
2011-12-12,38.74626541137695
2011-12-13,38.351043701171875
2011-12-14,36.7004508972168
2011-12-15,36.66946029663086
2011-12-16,37.289398193359375
2011-12-19,36.715946197509766
2011-12-20,38.6920051574707
2011-12-21,38.715248107910156
2011-12-22,40.00162887573242
2011-12-23,40.644832611083984
2011-12-27,40.55183410644531
2011-12-28,38.97098922729492
2011-12-29,38.963226318359375
2011-12-30,39.07947540283203
2012-01-03,40.75331115722656
2012-01-04,40.52858352661133
2012-01-05,41.303497314453125
2012-01-06,40.8152961730957
2012-01-09,41.117523193359375
2012-01-10,42.5046272277832
2012-01-11,42.651885986328125
2012-01-12,42.30316925048828
2012-01-13,42.760379791259766
2012-01-17,42.853355407714844
2012-01-18,41.96220016479492
2012-01-19,41.72972106933594
2012-01-20,42.62863540649414
2012-01-23,42.675132751464844
2012-01-24,42.59762191772461
2012-01-25,43.41130828857422
2012-01-26,42.90760803222656
2012-01-27,43.829769134521484
2012-01-30,43.612789154052734
2012-01-31,43.411128997802734
2012-02-01,44.19450759887695
2012-02-02,44.29533004760742
2012-02-03,44.52801513671875
2012-02-06,44.49699401855469
2012-02-07,43.760162353515625
2012-02-08,43.61279296875
2012-02-09,43.43439483642578
2012-02-10,42.20892333984375
2012-02-13,42.705318450927734
2012-02-14,42.596736907958984
2012-02-15,42.54243469238281
2012-02-16,43.046592712402344
2012-02-17,43.14742660522461
2012-02-21,44.14020538330078
2012-02-22,45.60610580444336
2012-02-23,45.71470260620117
2012-02-24,45.51304626464844
2012-02-27,45.73796081542969
2012-02-28,45.9629020690918
2012-02-29,44.79172134399414
2012-03-01,44.99336624145508
2012-03-02,44.58230972290039
2012-03-05,43.71361541748047
2012-03-06,42.65877914428711
2012-03-07,42.50366973876953
2012-03-08,43.100887298583984
2012-03-09,43.06985092163086
2012-03-12,42.65103530883789
2012-03-13,43.19395446777344
2012-03-14,42.65877914428711
2012-03-15,42.86044692993164
2012-03-16,44.60558319091797
2012-03-19,44.58230972290039
2012-03-20,45.02440643310547
2012-03-21,44.50474166870117
2012-03-22,43.64381790161133
2012-03-23,44.75294876098633
2012-03-26,45.48203659057617
2012-03-27,45.435489654541016
2012-03-28,45.156253814697266
2012-03-29,42.86819076538086
2012-03-30,42.883705139160156
2012-04-02,43.17843246459961
2012-04-03,42.635501861572266
2012-04-04,41.75906753540039
2012-04-05,41.0765380859375
2012-04-09,40.044960021972656
2012-04-10,38.873775482177734
2012-04-11,38.765193939208984
2012-04-12,39.68817138671875
2012-04-13,38.96685028076172
2012-04-16,38.873775482177734
2012-04-17,39.455501556396484
2012-04-18,39.215049743652344
2012-04-19,39.43223571777344
2012-04-20,39.7657356262207
2012-04-23,39.08319091796875
2012-04-24,39.15299987792969
2012-04-25,41.26267623901367
2012-04-26,40.828338623046875
2012-04-27,41.10756301879883
2012-04-30,40.96793746948242
2012-05-01,41.2750358581543
2012-05-02,41.03401565551758
2012-05-03,40.68415832519531
2012-05-04,39.61128616333008
2012-05-07,39.79787826538086
2012-05-08,39.432472229003906
2012-05-09,38.4762077331543
2012-05-10,38.01750183105469
2012-05-11,38.04083251953125
2012-05-14,37.36444091796875
2012-05-15,36.79689407348633
2012-05-16,36.40040588378906
2012-05-17,35.514095306396484
2012-05-18,36.128292083740234
2012-05-21,37.37220764160156
2012-05-22,36.68027114868164
2012-05-23,37.605445861816406
2012-05-24,37.89311599731445
2012-05-25,37.66764831542969
2012-05-29,38.452880859375
2012-05-30,37.26337432861328
2012-05-31,37.06900405883789
2012-06-01,35.739559173583984
2012-06-04,35.46746063232422
2012-06-05,36.128292083740234
2012-06-06,37.27892303466797
2012-06-07,37.0767822265625
2012-06-08,37.698753356933594
2012-06-11,36.83576965332031
2012-06-12,37.78425598144531
2012-06-13,36.92129898071289
2012-06-14,36.99903106689453
2012-06-15,38.639469146728516
2012-06-18,39.04374694824219
2012-06-19,40.64530563354492
2012-06-20,40.4042854309082
2012-06-21,39.09040069580078
2012-06-22,39.32363510131836
2012-06-25,39.7279052734375
2012-06-26,41.44609451293945
2012-06-27,41.69485855102539
2012-06-28,42.02137756347656
2012-06-29,42.57337951660156
2012-07-02,42.666690826416016
2012-07-03,43.2808723449707
2012-07-05,43.61516189575195
2012-07-06,43.133155822753906
2012-07-09,43.03208541870117
2012-07-10,42.565608978271484
2012-07-11,43.12537384033203
2012-07-12,42.3245964050293
2012-07-13,42.713321685791016
2012-07-16,43.04763412475586
2012-07-17,45.25560760498047
2012-07-18,45.20895767211914
2012-07-19,44.79690933227539
2012-07-20,44.7036247253418
2012-07-23,44.695823669433594
2012-07-24,44.28378677368164
2012-07-25,44.656959533691406
2012-07-26,45.0767936706543
2012-07-27,45.65988540649414
2012-07-30,45.364444732666016
2012-07-31,45.37226486206055
2012-08-01,45.262939453125
2012-08-02,44.49775314331055
2012-08-03,44.79445266723633
2012-08-06,44.77104187011719
2012-08-07,45.38787841796875
2012-08-08,45.29417037963867
2012-08-09,45.793888092041016
2012-08-10,45.68455505371094
2012-08-13,44.89596939086914
2012-08-14,44.997467041015625
2012-08-15,45.55964279174805
2012-08-16,46.56686019897461
2012-08-17,46.5434455871582
2012-08-20,45.97346878051758
2012-08-21,45.61431121826172
2012-08-22,46.03593444824219
2012-08-23,44.97403335571289
2012-08-24,44.77884292602539
2012-08-27,44.49775314331055
2012-08-28,44.31035614013672
2012-08-29,45.13801193237305
2012-08-30,44.341590881347656
2012-08-31,45.21609115600586
2012-09-04,44.31035614013672
2012-09-05,45.9188232421875
2012-09-06,47.66779708862305
2012-09-07,47.63657760620117
2012-09-10,46.88701629638672
2012-09-11,47.10564041137695
2012-09-12,46.7230339050293
2012-09-13,47.542884826660156
2012-09-14,47.464778900146484
2012-09-17,46.598114013671875
2012-09-18,46.06716537475586
2012-09-19,46.7776985168457
2012-09-20,47.090003967285156
2012-09-21,46.84794998168945
2012-09-24,46.574684143066406
2012-09-25,44.935001373291016
2012-09-26,44.53679275512695
2012-09-27,45.01308059692383
2012-09-28,44.98185729980469
2012-10-01,45.29417037963867
2012-10-02,43.53737258911133
2012-10-03,42.85807800292969
2012-10-04,43.02204895019531
2012-10-05,43.00643539428711
2012-10-08,42.70191955566406
2012-10-09,42.514522552490234
2012-10-10,42.514522552490234
2012-10-11,43.20942687988281
2012-10-12,42.280296325683594
2012-10-15,42.10070037841797
2012-10-16,42.54575729370117
2012-10-17,42.93616485595703
2012-10-18,42.70191955566406
2012-10-19,42.139747619628906
2012-10-22,42.34274673461914
2012-10-23,41.43703842163086
2012-10-24,41.54633712768555
2012-10-25,41.57757568359375
2012-10-26,41.21059036254883
2012-10-31,41.061546325683594
2012-11-01,41.68131637573242
2012-11-02,40.943851470947266
2012-11-05,41.218441009521484
2012-11-06,42.08140563964844
2012-11-07,40.97522735595703
2012-11-08,40.42607116699219
2012-11-09,40.457454681396484
2012-11-12,40.11226272583008
2012-11-13,39.81414794921875
2012-11-14,38.51970672607422
2012-11-15,38.535396575927734
2012-11-16,38.849205017089844
2012-11-19,40.16719055175781
2012-11-20,41.06938552856445
2012-11-21,40.56728744506836
2012-11-23,41.30473709106445
2012-11-26,41.798980712890625
2012-11-27,41.7362174987793
2012-11-28,41.71268844604492
2012-11-29,42.442283630371094
2012-11-30,42.41091537475586
2012-12-03,41.45378494262695
2012-12-04,41.56363296508789
2012-12-05,41.64207077026367
2012-12-06,42.1441650390625
2012-12-07,42.050018310546875
2012-12-10,42.66978073120117
2012-12-11,43.77595520019531
2012-12-12,44.278038024902344
2012-12-13,43.64259338378906
2012-12-14,43.587677001953125
2012-12-17,43.95639419555664
2012-12-18,43.901485443115234
2012-12-19,43.501373291015625
2012-12-20,43.799503326416016
2012-12-21,43.64259338378906
2012-12-24,43.626914978027344
2012-12-26,43.94855499267578
2012-12-27,44.050537109375
2012-12-28,43.313087463378906
2012-12-31,44.42710876464844
2013-01-02,45.11747741699219
2013-01-03,44.536949157714844
2013-01-04,45.98829650878906
2013-01-07,46.058902740478516
2013-01-08,45.87062072753906
2013-01-09,46.560977935791016
2013-01-10,46.8591194152832
2013-01-11,46.8669548034668
2013-01-14,46.70219802856445
2013-01-15,46.686500549316406
2013-01-16,46.2785530090332
2013-01-17,46.419769287109375
2013-01-18,46.58453369140625
2013-01-22,46.89833068847656
2013-01-23,46.647281646728516
2013-01-24,47.79267120361328
2013-01-25,49.59705352783203
2013-01-28,48.92237854003906
2013-01-29,48.64779281616211
2013-01-30,48.05939865112305
2013-01-31,48.05158233642578
2013-02-01,48.72626876831055
2013-02-04,47.84759521484375
2013-02-05,48.13117980957031
2013-02-06,48.257205963134766
2013-02-07,48.17844772338867
2013-02-08,48.36749267578125
2013-02-11,48.162689208984375
2013-02-12,48.43840789794922
2013-02-13,48.99770736694336
2013-02-14,48.82440948486328
2013-02-15,48.98194885253906
2013-02-19,48.41477584838867
2013-02-20,46.09092330932617
2013-02-21,45.47648239135742
2013-02-22,45.271671295166016
2013-02-25,44.223976135253906
2013-02-26,44.38151168823242
2013-02-27,45.799461364746094
2013-02-28,46.11455535888672
2013-03-01,46.059417724609375
2013-03-04,45.964881896972656
2013-03-05,45.9727668762207
2013-03-06,45.84670639038086
2013-03-07,46.70536422729492
2013-03-08,47.43797302246094
2013-03-11,48.44628143310547
2013-03-12,48.76137924194336
2013-03-13,48.651092529296875
2013-03-14,49.107975006103516
2013-03-15,49.383705139160156
2013-03-18,48.784996032714844
2013-03-19,48.32023620605469
2013-03-20,48.42264175415039
2013-03-21,47.296165466308594
2013-03-22,47.036216735839844
2013-03-25,46.729000091552734
2013-03-26,46.26422119140625
2013-03-27,46.22482681274414
2013-03-28,46.95743942260742
2013-04-01,46.68174362182617
2013-04-02,45.72067642211914
2013-04-03,46.09879684448242
2013-04-04,46.75261688232422
2013-04-05,46.587196350097656
2013-04-08,46.41389083862305
2013-04-09,47.22526931762695
2013-04-10,47.32768249511719
2013-04-11,47.745201110839844
2013-04-12,46.63447952270508
2013-04-15,45.06685256958008
2013-04-16,45.61040496826172
2013-04-17,45.67343521118164
2013-04-18,45.208641052246094
2013-04-19,45.31892395019531
2013-04-22,45.933372497558594
2013-04-23,45.92549514770508
2013-04-24,47.248905181884766
2013-04-25,47.918495178222656
2013-04-26,47.15438461303711
2013-04-29,48.714111328125
2013-04-30,48.71410369873047
2013-05-01,47.685890197753906
2013-05-02,47.85198211669922
2013-05-03,48.11300277709961
2013-05-06,48.350284576416016
2013-05-07,49.21240234375
2013-05-08,50.857566833496094
2013-05-09,50.493717193603516
2013-05-10,50.05080032348633
2013-05-13,48.484737396240234
2013-05-14,48.753658294677734
2013-05-15,48.62711715698242
2013-05-16,48.33445739746094
2013-05-17,48.04972839355469
2013-05-20,48.46892166137695
2013-05-21,47.677978515625
2013-05-22,46.89494705200195
2013-05-23,47.472328186035156
2013-05-24,47.28250503540039
2013-05-28,48.07345199584961
2013-05-29,48.888126373291016
2013-05-30,48.95930480957031
2013-05-31,48.10509490966797
2013-06-03,48.23163604736328
2013-06-04,48.88020324707031
2013-06-05,47.401153564453125
2013-06-06,47.48025894165039
2013-06-07,47.81243133544922
2013-06-10,47.496063232421875
2013-06-11,45.866722106933594
2013-06-12,45.40007019042969
2013-06-13,46.42829895019531
2013-06-14,45.76390075683594
2013-06-17,46.04862594604492
2013-06-18,46.64976119995117
2013-06-19,46.07238006591797
2013-06-20,44.94923782348633
2013-06-21,44.8384895324707
2013-06-24,43.652076721191406
2013-06-25,44.2215690612793
2013-06-26,43.43062210083008
2013-06-27,42.552669525146484
2013-06-28,42.56058120727539
2013-07-01,42.20465087890625
2013-07-02,42.32329559326172
2013-07-03,42.48149108886719
2013-07-05,42.513126373291016
2013-07-08,43.09842300415039
2013-07-09,44.64867401123047
2013-07-10,43.97636413574219
2013-07-11,44.965049743652344
2013-07-12,44.37183380126953
2013-07-15,44.39557647705078
2013-07-16,42.805782318115234
2013-07-17,42.92441940307617
2013-07-18,42.734596252441406
2013-07-19,42.71086502075195
2013-07-22,42.42612075805664
2013-07-23,42.27585220336914
2013-07-24,41.429534912109375
2013-07-25,41.53236389160156
2013-07-26,41.6114501953125
2013-07-29,42.08601379394531
2013-07-30,34.81474685668945
2013-07-31,32.653202056884766
2013-08-01,33.281002044677734
2013-08-02,32.56581497192383
2013-08-05,32.93135070800781
2013-08-06,32.327396392822266
2013-08-07,32.867774963378906
2013-08-08,34.552486419677734
2013-08-09,33.78165054321289
2013-08-12,34.846527099609375
2013-08-13,35.315372467041016
2013-08-14,34.767051696777344
2013-08-15,35.14851760864258
2013-08-16,34.06772994995117
2013-08-19,33.455841064453125
2013-08-20,33.36048889160156
2013-08-21,32.557865142822266
2013-08-22,32.81215286254883
2013-08-23,33.28895950317383
2013-08-26,33.6783561706543
2013-08-27,32.71677780151367
2013-08-28,32.95518493652344
2013-08-29,33.010833740234375
2013-08-30,33.09823226928711
2013-09-03,32.73269271850586
2013-09-04,33.6068229675293
2013-09-05,33.4320068359375
2013-09-06,33.50352096557617
2013-09-09,35.212100982666016
2013-09-10,36.18156433105469
2013-09-11,35.704776763916016
2013-09-12,35.2677001953125
2013-09-13,36.54713821411133
2013-09-16,36.19745635986328
