Date,ROL
2010-10-25,4.024825572967529
2010-10-26,4.005613327026367
2010-10-27,4.176915645599365
2010-10-28,4.189723968505859
2010-10-29,4.170511245727539
2010-11-01,4.184922695159912
2010-11-02,4.232950687408447
2010-11-03,4.240952968597412
2010-11-04,4.309797763824463
2010-11-05,4.312999725341797
2010-11-08,4.316211223602295
2010-11-09,4.295328617095947
2010-11-10,4.333881378173828
2010-11-11,4.276054382324219
2010-11-12,4.248744487762451
2010-11-15,4.268021583557129
2010-11-16,4.194130897521973
2010-11-17,4.2021613121032715
2010-11-18,4.277659893035889
2010-11-19,4.274446964263916
2010-11-22,4.280871391296387
2010-11-23,4.255169868469238
2010-11-24,4.41419792175293
2010-11-26,4.39331579208374
2010-11-29,4.386890411376953
2010-11-30,4.340306282043457
2010-12-01,4.492908954620361
2010-12-02,4.476844787597656
2010-12-03,4.5121846199035645
2010-12-06,4.488086700439453
2010-12-07,4.574831485748291
2010-12-08,4.608564853668213
2010-12-09,4.629446029663086
2010-12-10,4.643904685974121
2010-12-13,4.6671953201293945
2010-12-14,4.631054401397705
2010-12-15,4.6840620040893555
2010-12-16,4.737069129943848
2010-12-17,4.758756637573242
2010-12-20,4.775622367858887
2010-12-21,4.778031826019287
2010-12-22,4.749117851257324
2010-12-23,4.826220512390137
2010-12-27,4.838269233703613
2010-12-28,4.835858345031738
2010-12-29,4.823813438415527
2010-12-30,4.780442237854004
2010-12-31,4.758756637573242
2011-01-03,4.814175128936768
2011-01-04,4.650328636169434
2011-01-05,4.734662055969238
2011-01-06,4.631054401397705
2011-01-07,4.573225021362305
2011-01-10,4.599727153778076
2011-01-11,4.626234531402588
2011-01-12,4.650328636169434
2011-01-13,4.631054401397705
2011-01-14,4.60936975479126
2011-01-18,4.659965991973877
2011-01-19,4.604548931121826
2011-01-20,4.59490966796875
2011-01-21,4.582863807678223
2011-01-24,4.652736663818359
2011-01-25,4.650328636169434
2011-01-26,4.744298934936523
2011-01-27,4.720202445983887
2011-01-28,4.553947925567627
2011-01-31,4.575632572174072
2011-02-01,4.6792426109313965
2011-02-02,4.676834583282471
2011-02-03,4.6671953201293945
2011-02-04,4.635870456695557
2011-02-07,4.6840620040893555
2011-02-08,4.713080406188965
2011-02-09,4.68889856338501
2011-02-10,4.691316604614258
2011-02-11,4.790463447570801
2011-02-14,4.766282081604004
2011-02-15,4.722754955291748
2011-02-16,4.7275896072387695
2011-02-17,4.746935844421387
2011-02-18,4.7977166175842285
2011-02-22,4.705826282501221
2011-02-23,4.61393404006958
2011-02-24,4.618770599365234
2011-02-25,4.722754955291748
2011-02-28,4.744516372680664
2011-03-01,4.659880638122559
2011-03-02,4.705826282501221
2011-03-03,4.802554607391357
2011-03-04,4.744516372680664
2011-03-07,4.700989723205566
2011-03-08,4.780789852142334
2011-03-09,4.783208847045898
2011-03-10,4.628443241119385
2011-03-11,4.650206565856934
2011-03-14,4.628443241119385
2011-03-15,4.587336540222168
2011-03-16,4.551060676574707
2011-03-17,4.548641681671143
2011-03-18,4.587336540222168
2011-03-21,4.70340633392334
2011-03-22,4.7251715660095215
2011-03-23,4.751771450042725
2011-03-24,4.749353408813477
2011-03-25,4.783208847045898
2011-03-28,4.751771450042725
2011-03-29,4.778372287750244
2011-03-30,4.860591411590576
2011-03-31,4.908955097198486
2011-04-01,4.976664066314697
2011-04-04,5.01777458190918
2011-04-05,5.037120342254639
2011-04-06,5.078228950500488
2011-04-07,4.988753795623779
2011-04-08,4.913792610168457
2011-04-11,4.858170509338379
2011-04-12,4.778372287750244
2011-04-13,4.7856245040893555
2011-04-14,4.82431697845459
2011-04-15,4.863010883331299
2011-04-18,4.737260341644287
2011-04-19,4.730008125305176
2011-04-20,4.8218994140625
2011-04-21,4.8485002517700195
2011-04-25,4.850920677185059
2011-04-26,5.012938976287842
2011-04-27,5.032283782958984
2011-04-28,5.0201921463012695
2011-04-29,5.070975303649902
2011-05-02,4.988753795623779
2011-05-03,4.94522762298584
2011-05-04,4.877518653869629
2011-05-05,4.833990573883057
2011-05-06,4.870392322540283
2011-05-09,4.918926239013672
2011-05-10,4.999006271362305
2011-05-11,4.887377738952637
2011-05-12,4.999006271362305
2011-05-13,4.950474262237549
2011-05-16,4.846124649047852
2011-05-17,4.787881374359131
2011-05-18,4.848551273345947
2011-05-19,4.887377738952637
2011-05-20,4.836416721343994
2011-05-23,4.724787712097168
2011-05-24,4.693242073059082
2011-05-25,4.744203090667725
2011-05-26,4.775749206542969
2011-05-27,4.768469333648682
2011-05-31,4.882525444030762
2011-06-01,4.724787712097168
2011-06-02,4.729642391204834
2011-06-03,4.661694526672363
2011-06-06,4.620441913604736
2011-06-07,4.654413223266602
2011-06-08,4.642282485961914
2011-06-09,4.651987552642822
2011-06-10,4.605882167816162
2011-06-13,4.620441913604736
2011-06-14,4.6714019775390625
2011-06-15,4.598601341247559
2011-06-16,4.627720832824707
2011-06-17,4.66897439956665
2011-06-20,4.744203090667725
2011-06-21,4.855831146240234
2011-06-22,4.790309906005859
2011-06-23,4.775749206542969
2011-06-24,4.780603885650635
2011-06-27,4.824284076690674
2011-06-28,4.904365539550781
2011-06-29,4.921351432800293
2011-06-30,4.945618629455566
2011-07-01,5.025699138641357
2011-07-05,5.054821014404297
2011-07-06,5.127621650695801
2011-07-07,5.1907172203063965
2011-07-08,5.161595344543457
2011-07-11,5.088794708251953
2011-07-12,5.100929260253906
2011-07-13,5.083940029144287
2011-07-14,5.006285190582275
2011-07-15,5.042686462402344
2011-07-18,4.9431939125061035
2011-07-19,5.054821014404297
2011-07-20,5.0402607917785645
2011-07-21,5.137328624725342
2011-07-22,5.052392959594727
2011-07-25,4.9892988204956055
2011-07-26,4.884950637817383
2011-07-27,4.673827171325684
2011-07-28,4.610733985900879
2011-07-29,4.632574558258057
2011-08-01,4.5743327140808105
2011-08-02,4.508812427520752
2011-08-03,4.5597734451293945
2011-08-04,4.460277557373047
2011-08-05,4.436010837554932
2011-08-08,4.073042392730713
2011-08-09,4.39703369140625
2011-08-10,4.131509304046631
2011-08-11,4.375112533569336
2011-08-12,4.394598007202148
2011-08-15,4.477424621582031
2011-08-16,4.41652250289917
2011-08-17,4.438448905944824
2011-08-18,4.18753719329834
2011-08-19,4.143687725067139
2011-08-22,4.199717998504639
2011-08-23,4.4798583984375
2011-08-24,4.650381088256836
2011-08-25,4.516401290893555
2011-08-26,4.645511150360107
2011-08-29,5.035275936126709
2011-08-30,5.088868618011475
2011-08-31,5.093740463256836
2011-09-01,4.976811408996582
2011-09-02,4.806288719177246
2011-09-06,4.762439727783203
2011-09-07,4.962194919586182
2011-09-08,4.913474082946777
2011-09-09,4.747823715209961
2011-09-12,4.757569789886475
2011-09-13,4.847701072692871
2011-09-14,4.9159088134765625
2011-09-15,4.920783519744873
2011-09-16,4.9159088134765625
2011-09-19,4.833084583282471
2011-09-20,4.757569789886475
2011-09-21,4.589481353759766
2011-09-22,4.482296466827393
2011-09-23,4.513965606689453
2011-09-26,4.679615020751953
2011-09-27,4.791672706604004
2011-09-28,4.540761470794678
2011-09-29,4.645511150360107
2011-09-30,4.55781364440918
2011-10-03,4.263053894042969
2011-10-04,4.552941799163818
2011-10-05,4.667433738708496
2011-10-06,4.706409931182861
2011-10-07,4.6284589767456055
2011-10-10,4.8160319328308105
2011-10-11,4.833084583282471
2011-10-12,4.942704677581787
2011-10-13,4.898858070373535
2011-10-14,5.018223285675049
2011-10-17,4.903728485107422
2011-10-18,5.0109148025512695
2011-10-19,4.952450275421143
2011-10-20,4.942704677581787
2011-10-21,5.0669426918029785
2011-10-24,5.166820526123047
2011-10-25,4.9962992668151855
2011-10-26,5.247209072113037
2011-10-27,5.705183506011963
2011-10-28,5.461581230163574
2011-10-31,5.305674076080322
2011-11-01,5.057199478149414
2011-11-02,5.222848892211914
2011-11-03,5.449399471282959
2011-11-04,5.337343692779541
2011-11-07,5.337343692779541
2011-11-08,5.4497599601745605
2011-11-09,5.139392852783203
2011-11-10,5.190712928771973
2011-11-11,5.278691291809082
2011-11-14,5.154055595397949
2011-11-15,5.244476318359375
2011-11-16,5.144278526306152
2011-11-17,5.124730110168457
2011-11-18,5.144278526306152
2011-11-21,4.960992813110352
2011-11-22,4.921889781951904
2011-11-23,4.807031154632568
2011-11-25,4.755709171295166
2011-11-28,5.036750793457031
2011-11-29,5.02208948135376
2011-11-30,5.425323009490967
2011-12-01,5.356893062591553
2011-12-02,5.403327465057373
2011-12-05,5.437540054321289
2011-12-06,5.425323009490967
2011-12-07,5.325124263763428
2011-12-08,5.171163082122803
2011-12-09,5.325124263763428
2011-12-12,5.359339237213135
2011-12-13,5.266472816467285
2011-12-14,5.254251480102539
2011-12-15,5.334900379180908
2011-12-16,5.249365329742432
2011-12-19,5.188270568847656
2011-12-20,5.400882244110107
2011-12-21,5.452204704284668
2011-12-22,5.439985752105713
2011-12-23,5.454646110534668
2011-12-27,5.479086875915527
2011-12-28,5.35444974899292
2011-12-29,5.48153018951416
2011-12-30,5.430209159851074
2012-01-03,5.4497599601745605
2012-01-04,5.398437976837158
2012-01-05,5.391107082366943
2012-01-06,5.364224910736084
2012-01-09,5.334900379180908
2012-01-10,5.376443862915039
2012-01-11,5.371555805206299
2012-01-12,5.381331920623779
2012-01-13,5.374002456665039
2012-01-17,5.405771255493164
2012-01-18,5.4448699951171875
2012-01-19,5.474197864532471
2012-01-20,5.523075103759766
2012-01-23,5.483973503112793
2012-01-24,5.557290077209473
2012-01-25,5.574397087097168
2012-01-26,5.3129048347473145
2012-01-27,5.317792892456055
2012-01-30,5.244476318359375
2012-01-31,5.2273712158203125
2012-02-01,5.3202362060546875
2012-02-02,5.256695747375488
2012-02-03,5.413102149963379
2012-02-06,5.327567100524902
2012-02-07,5.278691291809082
2012-02-08,5.239444732666016
2012-02-09,5.224726676940918
2012-02-10,5.114345073699951
2012-02-13,5.239444732666016
2012-02-14,5.160952091217041
2012-02-15,5.080005645751953
2012-02-16,5.121703147888184
2012-02-17,5.077551364898682
2012-02-21,4.967172145843506
2012-02-22,5.043210983276367
2012-02-23,5.178120136260986
2012-02-24,5.143781661987305
2012-02-27,5.10207986831665
2012-02-28,5.035851001739502
2012-02-29,4.96962308883667
2012-03-01,4.93037748336792
2012-03-02,4.7733893394470215
2012-03-05,4.886223316192627
2012-03-06,4.942641735076904
2012-03-07,4.959812641143799
2012-03-08,5.043210983276367
2012-03-09,5.143781661987305
2012-03-12,5.156044960021973
2012-03-13,5.2296342849731445
2012-03-14,5.109439849853516
2012-03-15,5.163403034210205
2012-03-16,5.13151741027832
2012-03-19,5.156044960021973
2012-03-20,5.109439849853516
2012-03-21,5.119251728057861
2012-03-22,5.070191860198975
2012-03-23,5.136422157287598
2012-03-26,5.241898536682129
2012-03-27,5.200196266174316
2012-03-28,5.18793249130249
2012-03-29,5.200196266174316
2012-03-30,5.219820976257324
2012-04-02,5.183028221130371
2012-04-03,5.143781661987305
2012-04-04,5.062834739685059
2012-04-05,5.077551364898682
2012-04-09,4.967172145843506
2012-04-10,4.96962308883667
2012-04-11,5.067739009857178
2012-04-12,5.092269420623779
2012-04-13,5.016227722167969
2012-04-16,5.092269420623779
2012-04-17,5.077551364898682
2012-04-18,5.089817047119141
2012-04-19,5.026041030883789
2012-04-20,5.109439849853516
2012-04-23,4.964716911315918
2012-04-24,5.1167988777160645
2012-04-25,5.210009574890137
2012-04-26,5.241898536682129
2012-04-27,5.286050319671631
2012-04-30,5.212461471557617
2012-05-01,5.20265007019043
2012-05-02,5.266427993774414
2012-05-03,5.212461471557617
2012-05-04,5.1707634925842285
2012-05-07,5.178120136260986
2012-05-08,5.259375095367432
2012-05-09,5.237216472625732
2012-05-10,5.24213981628418
2012-05-11,5.227368354797363
2012-05-14,5.165811061859131
2012-05-15,5.2249040603637695
2012-05-16,5.251989841461182
2012-05-17,5.200282096862793
2012-05-18,5.123953819274902
2012-05-21,5.187971591949463
2012-05-22,5.187971591949463
2012-05-23,5.249528884887695
2012-05-24,5.281536102294922
2012-05-25,5.215056419372559
2012-05-29,5.279074668884277
2012-05-30,5.205207347869873
2012-05-31,5.229828834533691
2012-06-01,5.096866607666016
2012-06-04,5.158422946929932
2012-06-05,5.192895889282227
2012-06-06,5.296308517456055
2012-06-07,5.200282096862793
2012-06-08,5.259375095367432
2012-06-11,5.24213981628418
2012-06-12,5.308619976043701
2012-06-13,5.274149417877197
2012-06-14,5.343092918395996
2012-06-15,5.36032772064209
2012-06-18,5.407111644744873
2012-06-19,5.4735918045043945
2012-06-20,5.39972448348999
2012-06-21,5.210133075714111
2012-06-22,5.244601726531982
2012-06-25,5.239675998687744
2012-06-26,5.234752655029297
2012-06-27,5.3258562088012695
2012-06-28,5.375103950500488
2012-06-29,5.508063316345215
2012-07-02,5.525300025939941
2012-07-03,5.56223201751709
2012-07-05,5.547459125518799
2012-07-06,5.530223369598389
2012-07-09,5.574542999267578
2012-07-10,5.505599498748779
2012-07-11,5.527763843536377
2012-07-12,5.557309627532959
2012-07-13,5.658259391784668
2012-07-16,5.641024589538574
2012-07-17,5.675498008728027
2012-07-18,5.756752014160156
2012-07-19,5.719817638397217
2012-07-20,5.66318416595459
2012-07-23,5.648412704467773
2012-07-24,5.579469680786133
2012-07-25,5.724740982055664
2012-07-26,5.793685436248779
2012-07-27,5.850318431854248
2012-07-30,5.828155994415283
2012-07-31,5.805996417999268
2012-08-01,5.756752014160156
2012-08-02,5.786297798156738
2012-08-03,5.882328987121582
2012-08-06,5.8724775314331055
2012-08-07,5.892176151275635
2012-08-08,5.845235824584961
2012-08-09,5.837823390960693
2012-08-10,5.877353191375732
2012-08-13,5.847708225250244
2012-08-14,5.8526482582092285
2012-08-15,5.8526482582092285
2012-08-16,5.857590198516846
2012-08-17,5.9193501472473145
2012-08-20,5.877353191375732
2012-08-21,5.832884788513184
2012-08-22,5.783472537994385
2012-08-23,5.783472537994385
2012-08-24,5.781002044677734
2012-08-27,5.7587690353393555
2012-08-28,5.795822620391846
2012-08-29,5.776061058044434
2012-08-30,5.726652145385742
2012-08-31,5.751357555389404
2012-09-04,5.815589427947998
2012-09-05,5.8650007247924805
2012-09-06,5.995937347412109
2012-09-07,6.000879287719727
2012-09-10,5.968762397766113
2012-09-11,5.934173583984375
2012-09-12,5.916881084442139
2012-09-13,5.936644077301025
2012-09-14,5.9588799476623535
2012-09-17,5.8650007247924805
2012-09-18,5.897118091583252
2012-09-19,5.897118091583252
2012-09-20,5.86253023147583
2012-09-21,5.845235824584961
2012-09-24,5.869940757751465
2012-09-25,5.80076789855957
2012-09-26,5.7488861083984375
2012-09-27,5.76617956161499
2012-09-28,5.778531074523926
2012-10-01,5.66488790512085
2012-10-02,5.746414661407471
2012-10-03,5.781002044677734
2012-10-04,5.771120548248291
2012-10-05,5.751357555389404
2012-10-08,5.739006042480469
2012-10-09,5.6895928382873535
2012-10-10,5.674771308898926
2012-10-11,5.647593021392822
2012-10-12,5.640182018280029
2012-10-15,5.679713726043701
2012-10-16,5.662418842315674
2012-10-17,5.655006408691406
2012-10-18,5.610538482666016
2012-10-19,5.593243598937988
2012-10-22,5.487010955810547
2012-10-23,5.541362762451172
2012-10-24,5.5314812660217285
2012-10-25,5.5981855392456055
2012-10-26,5.55124568939209
2012-10-31,5.6006550788879395
2012-11-01,5.751357555389404
2012-11-02,5.781002044677734
2012-11-05,5.7439446449279785
2012-11-06,5.778531074523926
2012-11-07,5.698794364929199
2012-11-08,5.6464667320251465
2012-11-09,5.604106903076172
2012-11-12,5.62653112411499
2012-11-13,5.5168890953063965
2012-11-14,5.429678440093994
2012-11-15,5.392301559448242
2012-11-16,5.399774074554443
2012-11-19,5.457087516784668
2012-11-20,5.5318427085876465
2012-11-21,5.536825656890869
2012-11-23,5.579186916351318
2012-11-26,5.589153289794922
2012-11-27,5.59912109375
2012-11-28,5.61905574798584
2012-11-29,5.658926010131836
2012-11-30,5.673875331878662
2012-12-03,5.574202060699463
2012-12-04,5.571712017059326
2012-12-05,5.60659646987915
2012-12-06,5.6240386962890625
2012-12-07,5.5816779136657715
2012-12-10,5.641482353210449
2012-12-11,5.62653112411499
2012-12-12,5.594139575958252
2012-12-13,5.579186916351318
2012-12-14,5.529348373413086
2012-12-17,5.554267883300781
2012-12-18,5.6489577293396
2012-12-19,5.604106903076172
2012-12-20,5.614072322845459
2012-12-21,5.511908054351807
2012-12-24,5.574202060699463
2012-12-26,5.5019402503967285
2012-12-27,5.477022647857666
2012-12-28,5.387315273284912
2012-12-31,5.49197244644165
2013-01-02,5.671383380889893
2013-01-03,5.708762168884277
2013-01-04,5.74364709854126
2013-01-07,5.763580799102783
2013-01-08,5.7660722732543945
2013-01-09,5.845808982849121
2013-01-10,5.870729923248291
2013-01-11,5.8682379722595215
2013-01-14,5.92305850982666
2013-01-15,5.873221397399902
2013-01-16,5.858269691467285
2013-01-17,5.965418815612793
2013-01-18,5.950469970703125
2013-01-22,6.052633762359619
2013-01-23,6.072566509246826
2013-01-24,6.157289028167725
2013-01-25,6.19715690612793
2013-01-28,6.147322177886963
2013-01-29,6.162271499633789
2013-01-30,6.107452392578125
2013-01-31,6.1597795486450195
2013-02-01,6.192174434661865
2013-02-04,6.192174434661865
2013-02-05,6.239518642425537
2013-02-06,6.252022743225098
2013-02-07,6.2795329093933105
2013-02-08,6.249522686004639
2013-02-11,6.232016563415527
2013-02-12,6.2420196533203125
2013-02-13,6.267027854919434
2013-02-14,6.297038555145264
2013-02-15,6.314542293548584
2013-02-19,6.392068862915039
2013-02-20,6.197006702423096
2013-02-21,6.131984233856201
2013-02-22,6.194504737854004
2013-02-25,6.069464206695557
2013-02-26,6.131984233856201
2013-02-27,6.146989345550537
2013-02-28,6.129483222961426
2013-03-01,6.07196569442749
2013-03-04,6.029452800750732
2013-03-05,6.099473476409912
2013-03-06,6.074466705322266
2013-03-07,6.084468841552734
2013-03-08,6.139486789703369
2013-03-11,6.069464206695557
2013-03-12,6.081966876983643
2013-03-13,6.131984233856201
2013-03-14,6.131984233856201
2013-03-15,6.081966876983643
2013-03-18,6.0369553565979
2013-03-19,6.059459686279297
2013-03-20,6.0944719314575195
2013-03-21,6.054459571838379
2013-03-22,6.051959037780762
2013-03-25,6.096975326538086
2013-03-26,6.119479656219482
2013-03-27,6.081966876983643
2013-03-28,6.139486789703369
2013-04-01,6.111978530883789
2013-04-02,6.101975440979004
2013-04-03,5.85439395904541
2013-04-04,5.876901149749756
2013-04-05,5.781872272491455
2013-04-08,5.824386119842529
2013-04-09,5.794373035430908
2013-04-10,5.8343892097473145
2013-04-11,5.896907329559326
2013-04-12,5.891907215118408
2013-04-15,5.6843390464782715
2013-04-16,5.7343549728393555
2013-04-17,5.64932918548584
2013-04-18,5.634324073791504
2013-04-19,5.754363536834717
2013-04-22,5.789373874664307
2013-04-23,5.871901035308838
2013-04-24,5.859394073486328
2013-04-25,5.9619293212890625
2013-04-26,5.9069108963012695
2013-04-29,6.031951904296875
2013-04-30,6.081966876983643
2013-05-01,6.016946315765381
2013-05-02,6.031951904296875
2013-05-03,6.10697603225708
2013-05-06,6.02194881439209
2013-05-07,6.116979598999023
2013-05-08,6.147099494934082
2013-05-09,6.0743088722229
2013-05-10,6.104429244995117
2013-05-13,6.044189453125
2013-05-14,6.139570713043213
2013-05-15,6.222401142120361
2013-05-16,6.1320414543151855
2013-05-17,6.134551048278809
2013-05-20,6.1194915771484375
2013-05-21,6.106939315795898
2013-05-22,6.061760425567627
2013-05-23,6.172200679779053
2013-05-24,6.084348678588867
2013-05-28,6.13706111907959
2013-05-29,6.106939315795898
2013-05-30,6.265072822570801
2013-05-31,6.340373992919922
2013-06-03,6.292683124542236
2013-06-04,6.244991302490234
2013-06-05,6.219892978668213
2013-06-06,6.192281723022461
2013-06-07,6.222401142120361
2013-06-10,6.250012397766113
2013-06-11,6.239969730377197
2013-06-12,6.219892978668213
2013-06-13,6.297703266143799
2013-06-14,6.242480754852295
2013-06-17,6.257542610168457
2013-06-18,6.275112152099609
2013-06-19,6.214870929718018
2013-06-20,6.1822404861450195
2013-06-21,6.209850311279297
2013-06-24,6.229931831359863
2013-06-25,6.307743072509766
2013-06-26,6.337862968444824
2013-06-27,6.4432854652404785
2013-06-28,6.501017093658447
2013-07-01,6.729430675506592
2013-07-02,6.819792747497559
2013-07-03,6.764571189880371
2013-07-05,6.817281246185303
2013-07-08,6.787163734436035
2013-07-09,6.764571189880371
2013-07-10,6.7545294761657715
2013-07-11,6.802221298217773
2013-07-12,6.822302341461182
2013-07-15,6.827320575714111
2013-07-16,6.829833507537842
2013-07-17,6.9051337242126465
2013-07-18,6.9452948570251465
2013-07-19,6.9277238845825195
2013-07-22,6.917686939239502
2013-07-23,6.952822685241699
2013-07-24,6.624009132385254
2013-07-25,6.546197891235352
2013-07-26,6.465878009796143
2013-07-29,6.41818380355835
2013-07-30,6.380534648895264
2013-07-31,6.40061616897583
2013-08-01,6.4432854652404785
2013-08-02,6.365474700927734
2013-08-05,6.383044242858887
2013-08-06,6.355433464050293
2013-08-07,6.340318202972412
2013-08-08,6.360471248626709
2013-08-09,6.337802410125732
2013-08-12,6.398256778717041
2013-08-13,6.388181686401367
2013-08-14,6.337802410125732
2013-08-15,6.219409942626953
2013-08-16,6.214371681213379
2013-08-19,6.287421703338623
2013-08-20,6.347877025604248
2013-08-21,6.287421703338623
2013-08-22,6.350395679473877
2013-08-23,6.352916240692139
2013-08-26,6.365510940551758
