Date,ED
2010-11-05,28.912818908691406
2010-11-08,28.731393814086914
2010-11-09,28.691720962524414
2010-11-10,28.396915435791016
2010-11-11,28.39124870300293
2010-11-12,28.19850730895996
2010-11-15,28.23579216003418
2010-11-16,27.92021369934082
2010-11-17,27.874319076538086
2010-11-18,28.029220581054688
2010-11-19,27.902997970581055
2010-11-22,27.943174362182617
2010-11-23,27.679229736328125
2010-11-24,27.730863571166992
2010-11-26,27.644790649414062
2010-11-29,27.552988052368164
2010-11-30,27.753812789916992
2010-12-01,27.97185516357422
2010-12-02,28.017759323120117
2010-12-03,28.126773834228516
2010-12-06,28.052183151245117
2010-12-07,27.868574142456055
2010-12-08,27.702178955078125
2010-12-09,27.948896408081055
2010-12-10,28.046443939208984
2010-12-13,28.218578338623047
2010-12-14,28.402193069458008
2010-12-15,28.121034622192383
2010-12-16,28.43088150024414
2010-12-17,28.310380935668945
2010-12-20,28.379230499267578
2010-12-21,28.396446228027344
2010-12-22,28.436620712280273
2010-12-23,28.45957374572754
2010-12-27,28.488256454467773
2010-12-28,28.534149169921875
2010-12-29,28.41939353942871
2010-12-30,28.35628890991211
2010-12-31,28.44236183166504
2011-01-03,28.43088150024414
2011-01-04,28.516942977905273
2011-01-05,28.327587127685547
2011-01-06,28.29891586303711
2011-01-07,28.425140380859375
2011-01-10,28.247268676757812
2011-01-11,28.25873565673828
2011-01-12,28.436620712280273
2011-01-13,28.66613006591797
2011-01-14,28.591537475585938
2011-01-18,28.752199172973633
2011-01-19,28.88990592956543
2011-01-20,28.993192672729492
2011-01-21,28.614492416381836
2011-01-24,29.004655838012695
2011-01-25,29.06203269958496
2011-01-26,28.975984573364258
2011-01-27,29.04483413696289
2011-01-28,28.729246139526367
2011-01-31,28.637439727783203
2011-02-01,28.752199172973633
2011-02-02,28.58579444885254
2011-02-03,28.614492416381836
2011-02-04,28.453824996948242
2011-02-07,28.6259708404541
2011-02-08,28.482515335083008
2011-02-09,28.654659271240234
2011-02-10,28.740720748901367
2011-02-11,28.746444702148438
2011-02-14,28.653541564941406
2011-02-15,28.76388168334961
2011-02-16,28.583852767944336
2011-02-17,28.398014068603516
2011-02-18,28.46770477294922
2011-02-22,28.392215728759766
2011-02-23,28.578052520751953
2011-02-24,28.368968963623047
2011-02-25,28.694198608398438
2011-02-28,29.02521514892578
2011-03-01,28.787118911743164
2011-03-02,28.792922973632812
2011-03-03,28.984556198120117
2011-03-04,28.8684139251709
2011-03-07,28.943910598754883
2011-03-08,29.234275817871094
2011-03-09,29.4549617767334
2011-03-10,29.14716148376465
2011-03-11,29.19363021850586
2011-03-14,28.967151641845703
2011-03-15,28.880020141601562
2011-03-16,28.514163970947266
2011-03-17,28.624513626098633
2011-03-18,28.75226593017578
2011-03-21,29.12393569946289
2011-03-22,28.914878845214844
2011-03-23,28.8684139251709
2011-03-24,28.9903621673584
2011-03-25,29.042638778686523
2011-03-28,29.106517791748047
2011-03-29,29.39689064025879
2011-03-30,29.4549617767334
2011-03-31,29.4549617767334
2011-04-01,29.64659881591797
2011-04-04,29.629173278808594
2011-04-05,29.582727432250977
2011-04-06,29.745330810546875
2011-04-07,29.582727432250977
2011-04-08,29.559497833251953
2011-04-11,29.164592742919922
2011-04-12,29.019407272338867
2011-04-13,29.094894409179688
2011-04-14,29.089092254638672
2011-04-15,29.44915199279785
2011-04-18,29.170398712158203
2011-04-19,29.12393569946289
2011-04-20,29.44915199279785
2011-04-21,29.431732177734375
2011-04-25,29.437532424926758
2011-04-26,29.66403579711914
2011-04-27,29.942781448364258
2011-04-28,30.175067901611328
2011-04-29,30.267986297607422
2011-05-02,30.372516632080078
2011-05-03,30.662874221801758
2011-05-04,30.773225784301758
2011-05-05,30.63385772705078
2011-05-06,30.83711051940918
2011-05-09,30.831296920776367
2011-05-10,31.09843635559082
2011-05-11,31.17974281311035
2011-05-12,31.49916648864746
2011-05-13,31.429468154907227
2011-05-16,31.329620361328125
2011-05-17,31.517547607421875
2011-05-18,31.49406623840332
2011-05-19,31.699583053588867
2011-05-20,31.658496856689453
2011-05-23,31.212186813354492
2011-05-24,30.9772891998291
2011-05-25,30.89506721496582
2011-05-26,30.965526580810547
2011-05-27,30.965526580810547
2011-05-31,31.159320831298828
2011-06-01,30.98902702331543
2011-06-02,30.93617057800293
2011-06-03,30.724760055541992
2011-06-06,30.624937057495117
2011-06-07,30.713024139404297
2011-06-08,30.8657169342041
2011-06-09,30.718887329101562
2011-06-10,30.43703269958496
2011-06-13,30.589702606201172
2011-06-14,30.66016960144043
2011-06-15,30.566194534301758
2011-06-16,30.89506721496582
2011-06-17,30.994901657104492
2011-06-20,31.12995719909668
2011-06-21,31.094736099243164
2011-06-22,30.95379638671875
2011-06-23,30.67778205871582
2011-06-24,30.771738052368164
2011-06-27,30.942041397094727
2011-06-28,31.082979202270508
2011-06-29,31.18281364440918
2011-06-30,31.265031814575195
2011-07-01,31.74659538269043
2011-07-05,31.529287338256836
2011-07-06,31.62912940979004
2011-07-07,31.73483657836914
2011-07-08,31.452943801879883
2011-07-11,31.288528442382812
2011-07-12,31.511676788330078
2011-07-13,31.54104232788086
2011-07-14,31.241539001464844
2011-07-15,31.270904541015625
2011-07-18,30.848094940185547
2011-07-19,31.200437545776367
2011-07-20,31.31788444519043
2011-07-21,31.687862396240234
2011-07-22,31.464689254760742
2011-07-25,31.30613899230957
2011-07-26,31.270904541015625
2011-07-27,31.22980499267578
2011-07-28,31.106475830078125
2011-07-29,30.889188766479492
2011-08-01,30.9772891998291
2011-08-02,30.701261520385742
2011-08-03,30.912677764892578
2011-08-04,30.3841552734375
2011-08-05,31.282649993896484
2011-08-08,29.60312271118164
2011-08-09,30.478111267089844
2011-08-10,30.57795524597168
2011-08-11,31.73483657836914
2011-08-12,31.55278778076172
2011-08-15,32.53862762451172
2011-08-16,32.3604621887207
2011-08-17,32.36639404296875
2011-08-18,32.289188385009766
2011-08-19,32.28325271606445
2011-08-22,32.402034759521484
2011-08-23,32.88901138305664
2011-08-24,33.79170227050781
2011-08-25,33.36410903930664
2011-08-26,33.01372146606445
2011-08-29,33.45319747924805
2011-08-30,33.4472541809082
2011-08-31,33.381927490234375
2011-09-01,33.2275276184082
2011-09-02,33.29878616333008
2011-09-06,33.126564025878906
2011-09-07,33.29878616333008
2011-09-08,33.286903381347656
2011-09-09,32.7346076965332
2011-09-12,33.126564025878906
2011-09-13,33.42350387573242
2011-09-14,33.58384323120117
2011-09-15,33.89860534667969
2011-09-16,34.10051727294922
2011-09-19,33.999576568603516
2011-09-20,34.50436019897461
2011-09-21,34.005496978759766
2011-09-22,33.79170227050781
2011-09-23,33.696685791015625
2011-09-26,33.726383209228516
2011-09-27,33.6135368347168
2011-09-28,33.32252883911133
2011-09-29,34.03520202636719
2011-09-30,33.862979888916016
2011-10-03,33.54227828979492
2011-10-04,33.51852035522461
2011-10-05,32.75242233276367
2011-10-06,33.35223388671875
2011-10-07,33.32252883911133
2011-10-10,33.981746673583984
2011-10-11,33.708560943603516
2011-10-12,33.6135368347168
2011-10-13,33.6491813659668
2011-10-14,34.177730560302734
2011-10-17,34.427162170410156
2011-10-18,34.45685958862305
2011-10-19,34.397464752197266
2011-10-20,34.73596954345703
2011-10-21,35.490196228027344
2011-10-24,35.18731689453125
2011-10-25,34.55186462402344
2011-10-26,34.931941986083984
2011-10-27,35.353614807128906
2011-10-28,34.4687385559082
2011-10-31,34.367774963378906
2011-11-01,33.88078689575195
2011-11-02,34.45685958862305
2011-11-03,34.8903923034668
2011-11-04,34.77755355834961
2011-11-07,35.080421447753906
2011-11-08,35.2467041015625
2011-11-09,34.575626373291016
2011-11-10,34.96760940551758
2011-11-11,35.41892623901367
2011-11-14,35.01699447631836
2011-11-15,35.244964599609375
2011-11-16,34.77701950073242
2011-11-17,34.67504119873047
2011-11-18,34.87900161743164
2011-11-21,34.489070892333984
2011-11-22,34.1351203918457
2011-11-23,33.86516189575195
2011-11-25,34.29110336303711
2011-11-28,34.333091735839844
2011-11-29,34.77701950073242
2011-11-30,35.64690399169922
2011-12-01,35.700904846191406
2011-12-02,35.160972595214844
2011-12-05,35.3349609375
2011-12-06,35.40093231201172
2011-12-07,35.22095489501953
2011-12-08,35.01699447631836
2011-12-09,35.53892517089844
2011-12-12,35.28694534301758
2011-12-13,35.47892761230469
2011-12-14,35.274959564208984
2011-12-15,35.85687255859375
2011-12-16,35.862884521484375
2011-12-19,35.75489807128906
2011-12-20,36.474788665771484
2011-12-21,37.0387077331543
2011-12-22,36.96672058105469
2011-12-23,37.18267059326172
2011-12-27,37.49463653564453
2011-12-28,37.308658599853516
2011-12-29,37.54862976074219
2011-12-30,37.21269226074219
2012-01-03,36.384803771972656
2012-01-04,35.93485641479492
2012-01-05,35.83888244628906
2012-01-06,35.45492935180664
2012-01-09,35.55691146850586
2012-01-10,35.59891891479492
2012-01-11,35.5029296875
2012-01-12,35.382930755615234
2012-01-13,35.5029296875
2012-01-17,35.59891891479492
2012-01-18,35.56291198730469
2012-01-19,35.23895263671875
2012-01-20,35.250953674316406
2012-01-23,35.166961669921875
2012-01-24,35.022987365722656
2012-01-25,35.61689758300781
2012-01-26,35.85687255859375
2012-01-27,35.32894515991211
2012-01-30,35.1789665222168
2012-01-31,35.370933532714844
2012-02-01,35.40093231201172
2012-02-02,35.316951751708984
2012-02-03,35.28694534301758
2012-02-06,35.274959564208984
2012-02-07,35.47292709350586
2012-02-08,35.628910064697266
2012-02-09,35.676902770996094
2012-02-10,35.47292709350586
2012-02-13,35.10015106201172
2012-02-14,35.136539459228516
2012-02-15,34.94258499145508
2012-02-16,35.094093322753906
2012-02-17,35.075923919677734
2012-02-21,35.06986999511719
2012-02-22,35.06986999511719
2012-02-23,35.13046646118164
2012-02-24,35.663841247558594
2012-02-27,35.41535186767578
2012-02-28,35.221370697021484
2012-02-29,35.215328216552734
2012-03-01,35.33049774169922
2012-03-02,35.342620849609375
2012-03-05,35.391117095947266
2012-03-06,35.36684036254883
2012-03-07,35.24563217163086
2012-03-08,35.34867477416992
2012-03-09,35.391117095947266
2012-03-12,35.88811111450195
2012-03-13,36.00328826904297
2012-03-14,35.512332916259766
2012-03-15,35.20321273803711
2012-03-16,34.92438507080078
2012-03-19,34.803165435791016
2012-03-20,34.87590026855469
2012-03-21,34.74256134033203
2012-03-22,34.70619201660156
2012-03-23,34.62739562988281
2012-03-26,34.900150299072266
2012-03-27,35.03955078125
2012-03-28,34.94258499145508
2012-03-29,35.15472412109375
2012-03-30,35.409271240234375
2012-04-02,35.48806381225586
2012-04-03,35.60930633544922
2012-04-04,35.5486946105957
2012-04-05,35.26381301879883
2012-04-09,35.00924301147461
2012-04-10,34.63346481323242
2012-04-11,34.78498458862305
2012-04-12,35.075923919677734
2012-04-13,35.003173828125
2012-04-16,35.288055419921875
2012-04-17,35.288055419921875
2012-04-18,35.16077423095703
2012-04-19,35.094093322753906
2012-04-20,35.524444580078125
2012-04-23,35.354740142822266
2012-04-24,35.59718322753906
2012-04-25,35.772945404052734
2012-04-26,35.936607360839844
2012-04-27,35.948726654052734
2012-04-30,36.03358459472656
2012-05-01,36.160865783691406
2012-05-02,35.948726654052734
2012-05-03,35.857810974121094
2012-05-04,35.99116516113281
2012-05-07,35.84568786621094
2012-05-08,36.18511199951172
2012-05-09,36.04570388793945
2012-05-10,36.37906265258789
2012-05-11,36.25178527832031
2012-05-14,36.13850021362305
2012-05-15,35.97318649291992
2012-05-16,36.02217483520508
2012-05-17,35.85685348510742
2012-05-18,35.9242057800293
2012-05-21,36.009918212890625
2012-05-22,36.14463806152344
2012-05-23,36.26709747314453
2012-05-24,36.48752212524414
2012-05-25,36.499759674072266
2012-05-29,36.71406555175781
2012-05-30,36.799800872802734
2012-05-31,36.95900344848633
2012-06-01,36.91614532470703
2012-06-04,37.16719055175781
2012-06-05,37.07533264160156
2012-06-06,37.51620101928711
2012-06-07,37.761138916015625
2012-06-08,38.11014938354492
2012-06-11,37.82847595214844
2012-06-12,38.07341766357422
2012-06-13,38.177494049072266
2012-06-14,38.318321228027344
2012-06-15,38.6367301940918
2012-06-18,38.869407653808594
2012-06-19,38.44692611694336
2012-06-20,37.657039642333984
2012-06-21,37.5223274230957
2012-06-22,37.657039642333984
2012-06-25,37.49783706665039
2012-06-26,37.50395584106445
2012-06-27,37.86521530151367
2012-06-28,38.00606155395508
2012-06-29,38.079532623291016
2012-07-02,38.404052734375
2012-07-03,38.312217712402344
2012-07-05,38.01830291748047
2012-07-06,38.04891586303711
2012-07-09,38.1713752746582
2012-07-10,38.28770446777344
2012-07-11,38.502017974853516
2012-07-12,38.495906829833984
2012-07-13,38.832664489746094
2012-07-16,38.661216735839844
2012-07-17,38.82654571533203
2012-07-18,38.881649017333984
2012-07-19,38.79592514038086
2012-07-20,39.046974182128906
2012-07-23,38.91838836669922
2012-07-24,38.93064498901367
2012-07-25,38.869407653808594
2012-07-26,39.444976806640625
2012-07-27,39.7388916015625
2012-07-30,39.763397216796875
2012-07-31,39.49397277832031
2012-08-01,39.463348388671875
2012-08-02,39.340877532958984
2012-08-03,39.59193420410156
2012-08-06,39.52458572387695
2012-08-07,39.371498107910156
2012-08-08,39.12045669555664
2012-08-09,38.936767578125
2012-08-10,39.10820388793945
2012-08-13,39.12366485595703
2012-08-14,39.068031311035156
2012-08-15,38.746585845947266
2012-08-16,38.202598571777344
2012-08-17,38.12842559814453
2012-08-20,38.30149841308594
2012-08-21,37.94914627075195
2012-08-22,38.085147857666016
2012-08-23,37.70188522338867
2012-08-24,37.96769332885742
2012-08-27,37.85642623901367
2012-08-28,37.831703186035156
2012-08-29,37.57208251953125
2012-08-30,37.55970764160156
2012-08-31,37.473167419433594
2012-09-04,37.633888244628906
2012-09-05,37.29389572143555
2012-09-06,37.74516296386719
2012-09-07,37.47934341430664
2012-09-10,37.39280319213867
2012-09-11,37.281532287597656
2012-09-12,37.20117950439453
2012-09-13,37.70188522338867
2012-09-14,36.972450256347656
2012-09-17,36.848812103271484
2012-09-18,36.768455505371094
2012-09-19,36.7560920715332
2012-09-20,36.768455505371094
2012-09-21,36.53355026245117
2012-09-24,36.768455505371094
2012-09-25,36.7560920715332
2012-09-26,37.14553451538086
2012-09-27,36.83028030395508
2012-09-28,37.02189254760742
2012-10-01,36.768455505371094
2012-10-02,36.873538970947266
2012-10-03,36.94154357910156
2012-10-04,37.35572052001953
2012-10-05,37.22590255737305
2012-10-08,37.17644500732422
2012-10-09,37.058998107910156
2012-10-10,37.13317108154297
2012-10-11,37.194984436035156
2012-10-12,36.98480987548828
2012-10-15,36.9786376953125
2012-10-16,36.972450256347656
2012-10-17,37.466976165771484
2012-10-18,37.54117202758789
2012-10-19,37.38043975830078
2012-10-22,37.028079986572266
2012-10-23,36.90445327758789
2012-10-24,36.824092864990234
2012-10-25,37.09608840942383
2012-10-26,37.07135772705078
2012-10-31,37.32480239868164
2012-11-01,36.92299270629883
2012-11-02,36.59536361694336
2012-11-05,35.85357666015625
2012-11-06,35.70520782470703
2012-11-07,34.77796936035156
2012-11-08,34.87686538696289
2012-11-09,34.83000946044922
2012-11-12,34.442596435546875
2012-11-13,34.48633575439453
2012-11-14,34.511329650878906
2012-11-15,34.01144027709961
2012-11-16,34.3551025390625
2012-11-19,34.211395263671875
2012-11-20,34.01144027709961
2012-11-21,33.873966217041016
2012-11-23,33.80522537231445
2012-11-26,34.29261779785156
2012-11-27,34.267616271972656
2012-11-28,34.59881591796875
2012-11-29,34.64255142211914
2012-11-30,34.86125183105469
2012-12-03,34.53631591796875
2012-12-04,34.59255599975586
2012-12-05,35.0424690246582
2012-12-06,35.06120681762695
2012-12-07,35.01121139526367
2012-12-10,35.036216735839844
2012-12-11,35.2174186706543
2012-12-12,35.20492172241211
2012-12-13,34.96747589111328
2012-12-14,35.06745147705078
2012-12-17,35.60483169555664
2012-12-18,35.73606872558594
2012-12-19,35.24242401123047
2012-12-20,35.26740646362305
2012-12-21,35.02370071411133
2012-12-24,34.973724365234375
2012-12-26,34.65504455566406
2012-12-27,34.63005065917969
2012-12-28,34.32387161254883
2012-12-31,34.70503234863281
2013-01-02,35.36113739013672
2013-01-03,35.35489273071289
2013-01-04,35.554847717285156
2013-01-07,35.21117401123047
2013-01-08,35.01121139526367
2013-01-09,35.06120681762695
2013-01-10,35.0487174987793
2013-01-11,34.93623352050781
2013-01-14,34.83000946044922
2013-01-15,34.580047607421875
2013-01-16,34.561309814453125
2013-01-17,34.542564392089844
2013-01-18,34.85499572753906
2013-01-22,35.01121139526367
2013-01-23,35.004974365234375
2013-01-24,35.20492172241211
2013-01-25,35.3111572265625
2013-01-28,35.286163330078125
2013-01-29,35.592350006103516
2013-01-30,35.47986602783203
2013-01-31,35.54235076904297
2013-02-01,35.648590087890625
2013-02-04,35.52985382080078
2013-02-05,35.45487594604492
2013-02-06,35.5111198425293
2013-02-07,35.67356872558594
2013-02-08,35.711063385009766
2013-02-11,35.745811462402344
2013-02-12,35.726863861083984
2013-02-13,35.764747619628906
2013-02-14,35.600528717041016
2013-02-15,35.7394905090332
2013-02-19,36.004791259765625
2013-02-20,36.124794006347656
2013-02-21,36.2574577331543
2013-02-22,36.93964385986328
2013-02-25,36.59855651855469
2013-02-26,36.77541732788086
2013-02-27,36.99649429321289
2013-02-28,37.268131256103516
2013-03-01,37.280738830566406
2013-03-04,37.520782470703125
2013-03-05,37.63448715209961
2013-03-06,37.426025390625
2013-03-07,37.25547790527344
2013-03-08,37.23653030395508
2013-03-11,37.29970932006836
2013-03-12,37.186004638671875
2013-03-13,37.12283706665039
2013-03-14,37.14178466796875
2013-03-15,37.37549591064453
2013-03-18,37.05965805053711
2013-03-19,37.24284362792969
2013-03-20,37.369178771972656
2013-03-21,37.21125793457031
2013-03-22,37.3249626159668
2013-03-25,37.33128356933594
2013-03-26,37.68501663208008
2013-03-27,37.969261169433594
2013-03-28,38.55039978027344
2013-04-01,38.34825897216797
2013-04-02,38.221927642822266
2013-04-03,38.329307556152344
2013-04-04,38.676719665527344
2013-04-05,38.727264404296875
2013-04-08,38.83464050292969
2013-04-09,38.84095001220703
2013-04-10,39.01780700683594
2013-04-11,38.992549896240234
2013-04-12,39.10626220703125
2013-04-15,38.70198440551758
2013-04-16,38.8662223815918
2013-04-17,38.746212005615234
2013-04-18,38.80937576293945
2013-04-19,39.46630096435547
2013-04-22,39.39681625366211
2013-04-23,39.47893524169922
2013-04-24,39.64948272705078
2013-04-25,39.78844451904297
2013-04-26,39.69369888305664
2013-04-29,40.19271469116211
2013-04-30,40.20534896850586
2013-05-01,39.99689865112305
2013-05-02,40.19271469116211
2013-05-03,40.2116584777832
2013-05-06,39.61790084838867
2013-05-07,39.832672119140625
2013-05-08,39.33997344970703
2013-05-09,38.81569290161133
2013-05-10,38.89149856567383
2013-05-13,38.562904357910156
2013-05-14,38.58203887939453
2013-05-15,38.72241973876953
2013-05-16,38.384246826171875
2013-05-17,38.78620910644531
2013-05-20,38.85640335083008
2013-05-21,38.83724594116211
2013-05-22,38.03334045410156
2013-05-23,37.65050506591797
2013-05-24,37.427188873291016
2013-05-28,37.363399505615234
2013-05-29,36.8401985168457
2013-05-30,36.80191421508789
2013-05-31,36.412715911865234
2013-06-03,36.355289459228516
2013-06-04,36.04264831542969
2013-06-05,36.36167907714844
2013-06-06,36.57860565185547
2013-06-07,36.64241027832031
2013-06-10,36.62327194213867
2013-06-11,36.46376037597656
2013-06-12,36.221309661865234
2013-06-13,36.725372314453125
2013-06-14,36.89124298095703
2013-06-17,37.3697624206543
2013-06-18,37.61222457885742
2013-06-19,36.546714782714844
2013-06-20,35.58966064453125
2013-06-21,35.97886276245117
2013-06-24,35.91505432128906
2013-06-25,36.387210845947266
2013-06-26,37.076271057128906
2013-06-27,37.031612396240234
2013-06-28,37.203880310058594
2013-07-01,36.69345474243164
2013-07-02,36.725372314453125
2013-07-03,36.66154861450195
2013-07-05,36.47013854980469
2013-07-08,36.833805084228516
2013-07-09,36.92952346801758
2013-07-10,36.92952346801758
2013-07-11,37.522911071777344
2013-07-12,37.7717399597168
2013-07-15,38.314064025878906
2013-07-16,38.11627960205078
2013-07-17,38.13540267944336
2013-07-18,38.35873031616211
2013-07-19,38.58843231201172
2013-07-22,38.365108489990234
2013-07-23,38.53737258911133
2013-07-24,38.04609680175781
2013-07-25,37.912105560302734
2013-07-26,38.23750305175781
2013-07-29,38.454444885253906
2013-07-30,38.47357940673828
2013-07-31,38.218360900878906
2013-08-01,38.49271774291992
2013-08-02,38.51823806762695
2013-08-05,38.30129623413086
2013-08-06,38.15454864501953
2013-08-07,38.626705169677734
2013-08-08,38.65859603881836
2013-08-09,38.47357940673828
2013-08-12,38.2125129699707
2013-08-13,37.84507751464844
2013-08-14,37.542110443115234
2013-08-15,36.99419403076172
2013-08-16,36.51073455810547
2013-08-19,36.16263961791992
2013-08-20,36.36891174316406
2013-08-21,35.924137115478516
2013-08-22,36.130409240722656
2013-08-23,36.47850799560547
2013-08-26,36.227115631103516
2013-08-27,36.29801940917969
2013-08-28,36.381813049316406
2013-08-29,36.227115631103516
2013-08-30,36.2464485168457
2013-09-03,35.7758903503418
2013-09-04,35.833892822265625
2013-09-05,35.55026626586914
2013-09-06,35.833892822265625
2013-09-09,35.988609313964844
2013-09-10,36.033721923828125
2013-09-11,35.45358657836914
2013-09-12,35.21506881713867
2013-09-13,35.376220703125
2013-09-16,35.52447509765625
