Date,K
2010-11-05,28.588823318481445
2010-11-08,28.588823318481445
2010-11-09,28.368545532226562
2010-11-10,28.33376693725586
2010-11-11,28.548246383666992
2010-11-12,28.374338150024414
2010-11-15,28.28738784790039
2010-11-16,28.368545532226562
2010-11-17,28.33376693725586
2010-11-18,28.62359619140625
2010-11-19,28.391738891601562
2010-11-22,28.478681564331055
2010-11-23,28.577213287353516
2010-11-24,28.513456344604492
2010-11-26,28.681568145751953
2010-11-29,28.748777389526367
2010-11-30,28.772159576416016
2010-12-01,28.894882202148438
2010-12-02,28.94748306274414
2010-12-03,28.929950714111328
2010-12-06,28.813058853149414
2010-12-07,28.585145950317383
2010-12-08,29.01177978515625
2010-12-09,29.087759017944336
2010-12-10,29.093585968017578
2010-12-13,29.35075569152832
2010-12-14,29.818300247192383
2010-12-15,29.841678619384766
2010-12-16,29.888446807861328
2010-12-17,29.94104766845703
2010-12-20,30.017013549804688
2010-12-21,29.870912551879883
2010-12-22,29.981952667236328
2010-12-23,29.894285202026367
2010-12-27,29.84752655029297
2010-12-28,29.894285202026367
2010-12-29,29.870912551879883
2010-12-30,29.876752853393555
2010-12-31,29.85336685180664
2011-01-03,29.73648452758789
2011-01-04,29.976097106933594
2011-01-05,29.84752655029297
2011-01-06,29.759868621826172
2011-01-07,29.806623458862305
2011-01-10,29.83583641052246
2011-01-11,29.759868621826172
2011-01-12,29.870912551879883
2011-01-13,30.098834991455078
2011-01-14,29.806623458862305
2011-01-18,29.888446807861328
2011-01-19,29.83583641052246
2011-01-20,30.20403480529785
2011-01-21,30.361846923828125
2011-01-24,30.303401947021484
2011-01-25,30.23326301574707
2011-01-26,30.098834991455078
2011-01-27,29.718948364257812
2011-01-28,29.50855827331543
2011-01-31,29.39750862121582
2011-02-01,29.339061737060547
2011-02-02,29.432573318481445
2011-02-03,30.69497299194336
2011-02-04,31.220970153808594
2011-02-07,31.121612548828125
2011-02-08,31.144990921020508
2011-02-09,31.033952713012695
2011-02-10,30.864456176757812
2011-02-11,31.02808952331543
2011-02-14,31.256025314331055
2011-02-15,30.975505828857422
2011-02-16,30.93459701538086
2011-02-17,30.975505828857422
2011-02-18,30.981353759765625
2011-02-22,31.08653450012207
2011-02-23,31.244348526000977
2011-02-24,31.033952713012695
2011-02-25,31.30192756652832
2011-02-28,31.54337501525879
2011-03-01,31.207683563232422
2011-03-02,31.31369400024414
2011-03-03,31.784826278686523
2011-03-04,31.99685287475586
2011-03-07,31.90262794494629
2011-03-08,32.12053680419922
2011-03-09,32.33254623413086
2011-03-10,32.33254623413086
2011-03-11,32.41500473022461
2011-03-14,32.12053680419922
2011-03-15,31.84371566772461
2011-03-16,31.596378326416016
2011-03-17,31.478591918945312
2011-03-18,31.90262794494629
2011-03-21,31.861406326293945
2011-03-22,31.784826278686523
2011-03-23,31.60226821899414
2011-03-24,31.561050415039062
2011-03-25,31.443252563476562
2011-03-28,31.64937973022461
2011-03-29,31.731843948364258
2011-03-30,31.74361801147461
2011-03-31,31.790748596191406
2011-04-01,31.802509307861328
2011-04-04,31.937959671020508
2011-04-05,31.773061752319336
2011-04-06,31.95563507080078
2011-04-07,31.820178985595703
2011-04-08,31.76718521118164
2011-04-11,32.22065734863281
2011-04-12,32.185325622558594
2011-04-13,32.326656341552734
2011-04-14,32.53868103027344
2011-04-15,32.60935592651367
2011-04-18,32.49156188964844
2011-04-19,32.50923156738281
2011-04-20,32.7389030456543
2011-04-21,32.615230560302734
2011-04-25,32.59168243408203
2011-04-26,32.83903884887695
2011-04-27,33.18062210083008
2011-04-28,33.47509765625
2011-04-29,33.72831726074219
2011-05-02,33.72831726074219
2011-05-03,33.82844924926758
2011-05-04,33.42797088623047
2011-05-05,33.30430221557617
2011-05-06,33.42207336425781
2011-05-09,33.22185134887695
2011-05-10,33.56343078613281
2011-05-11,33.36907196044922
2011-05-12,33.86378860473633
2011-05-13,33.89912033081055
2011-05-16,33.7224235534668
2011-05-17,33.73422622680664
2011-05-18,33.66354751586914
2011-05-19,33.751888275146484
2011-05-20,33.65176010131836
2011-05-23,33.44563293457031
2011-05-24,33.26896286010742
2011-05-25,33.10405349731445
2011-05-26,33.439754486083984
2011-05-27,33.47830581665039
2011-05-31,33.8045539855957
2011-06-01,33.48423767089844
2011-06-02,32.9148063659668
2011-06-03,32.576690673828125
2011-06-06,32.60042190551758
2011-06-07,32.81989288330078
2011-06-08,32.908870697021484
2011-06-09,33.092742919921875
2011-06-10,32.55889892578125
2011-06-13,32.86734390258789
2011-06-14,32.60042190551758
2011-06-15,32.22079086303711
2011-06-16,32.46992492675781
2011-06-17,32.576690673828125
2011-06-20,32.772438049316406
2011-06-21,32.61823272705078
2011-06-22,32.428401947021484
2011-06-23,32.10216522216797
2011-06-24,32.481788635253906
2011-06-27,32.51737594604492
2011-06-28,32.72498321533203
2011-06-29,32.73684310913086
2011-06-30,32.81397247314453
2011-07-01,32.861419677734375
2011-07-05,32.70720291137695
2011-07-06,32.92073059082031
2011-07-07,33.05715560913086
2011-07-08,32.72498321533203
2011-07-11,32.689395904541016
2011-07-12,32.96225357055664
2011-07-13,32.86734390258789
2011-07-14,32.79617691040039
2011-07-15,32.76651382446289
2011-07-18,32.60635757446289
2011-07-19,32.86734390258789
2011-07-20,32.83768844604492
2011-07-21,33.169857025146484
2011-07-22,33.16393280029297
2011-07-25,33.15206527709961
2011-07-26,33.092742919921875
2011-07-27,32.95038604736328
2011-07-28,33.11055374145508
2011-07-29,33.086814880371094
2011-08-01,32.80802536010742
2011-08-02,32.29198455810547
2011-08-03,32.238582611083984
2011-08-04,31.087844848632812
2011-08-05,31.65135955810547
2011-08-08,30.64889907836914
2011-08-09,31.17682456970215
2011-08-10,30.52433967590332
2011-08-11,30.9217529296875
2011-08-12,31.372570037841797
2011-08-15,31.793712615966797
2011-08-16,31.769996643066406
2011-08-17,31.716598510742188
2011-08-18,31.319177627563477
2011-08-19,30.998868942260742
2011-08-22,31.319177627563477
2011-08-23,31.556438446044922
2011-08-24,31.69880485534668
2011-08-25,31.3132381439209
2011-08-26,31.544591903686523
2011-08-29,32.125892639160156
2011-08-30,32.19765090942383
2011-08-31,32.47865676879883
2011-09-01,32.269386291503906
2011-09-02,32.05413055419922
2011-09-06,31.994342803955078
2011-09-07,32.5324592590332
2011-09-08,32.52649688720703
2011-09-09,31.74323081970215
2011-09-12,31.474151611328125
2011-09-13,31.360565185546875
2011-09-14,31.48611831665039
2011-09-15,32.10795974731445
2011-09-16,32.28133773803711
2011-09-19,31.976417541503906
2011-09-20,31.952495574951172
2011-09-21,31.462209701538086
2011-09-22,31.336637496948242
2011-09-23,31.450239181518555
2011-09-26,31.934547424316406
2011-09-27,32.39495086669922
2011-09-28,32.10197067260742
2011-09-29,32.19765090942383
2011-09-30,31.803024291992188
2011-10-03,31.617656707763672
2011-10-04,31.808984756469727
2011-10-05,31.659513473510742
2011-10-06,31.952495574951172
2011-10-07,32.05413055419922
2011-10-10,32.31722640991211
2011-10-11,32.41887283325195
2011-10-12,32.550418853759766
2011-10-13,32.26341247558594
2011-10-14,32.78956985473633
2011-10-17,32.777610778808594
2011-10-18,32.777610778808594
2011-10-19,32.5743293762207
2011-10-20,32.520511627197266
2011-10-21,32.8732795715332
2011-10-24,32.747711181640625
2011-10-25,32.209598541259766
2011-10-26,32.61020278930664
2011-10-27,32.92708969116211
2011-10-28,32.75370407104492
2011-10-31,32.41287612915039
2011-11-01,32.024253845214844
2011-11-02,32.31123352050781
2011-11-03,29.841869354248047
2011-11-04,29.841869354248047
2011-11-07,30.15875244140625
2011-11-08,29.82989501953125
2011-11-09,29.345584869384766
2011-11-10,29.524953842163086
2011-11-11,29.728269577026367
2011-11-14,29.68639373779297
2011-11-15,29.776086807250977
2011-11-16,29.399402618408203
2011-11-17,29.524953842163086
2011-11-18,29.518983840942383
2011-11-21,29.381460189819336
2011-11-22,29.202089309692383
2011-11-23,28.849327087402344
2011-11-25,29.148279190063477
2011-11-28,29.070547103881836
2011-11-29,29.161033630371094
2011-11-30,29.65568733215332
2011-12-01,29.547109603881836
2011-12-02,29.631563186645508
2011-12-05,30.132261276245117
2011-12-06,30.035743713378906
2011-12-07,30.059879302978516
2011-12-08,29.746187210083008
2011-12-09,30.04780387878418
2011-12-12,29.62554359436035
2011-12-13,29.390274047851562
2011-12-14,29.372180938720703
2011-12-15,29.41439437866211
2011-12-16,29.420448303222656
2011-12-19,29.39630699157715
2011-12-20,29.758249282836914
2011-12-21,30.162425994873047
2011-12-22,30.10814666748047
2011-12-23,30.36753273010254
2011-12-27,30.614858627319336
2011-12-28,30.572641372680664
2011-12-29,30.68123435974121
2011-12-30,30.50628089904785
2012-01-03,30.439924240112305
2012-01-04,30.40975570678711
2012-01-05,30.44595718383789
2012-01-06,30.470081329345703
2012-01-09,30.59072494506836
2012-01-10,31.006975173950195
2012-01-11,31.103500366210938
2012-01-12,31.031118392944336
2012-01-13,30.651065826416016
2012-01-17,30.69933319091797
2012-01-18,30.862197875976562
2012-01-19,30.880290985107422
2012-01-20,30.807897567749023
2012-01-23,30.765689849853516
2012-01-24,30.46405029296875
2012-01-25,30.711381912231445
2012-01-26,30.156408309936523
2012-01-27,29.999542236328125
2012-01-30,29.842716217041016
2012-01-31,29.872867584228516
2012-02-01,29.746187210083008
2012-02-02,30.518342971801758
2012-02-03,30.669166564941406
2012-02-06,30.572641372680664
2012-02-07,30.657100677490234
2012-02-08,30.36753273010254
2012-02-09,30.289125442504883
2012-02-10,30.04780387878418
2012-02-13,30.174497604370117
2012-02-14,30.343400955200195
2012-02-15,31.893753051757812
2012-02-16,31.706750869750977
2012-02-17,31.688657760620117
2012-02-21,31.344789505004883
2012-02-22,31.688657760620117
2012-02-23,32.032493591308594
2012-02-24,31.821361541748047
2012-02-27,31.911840438842773
2012-02-28,31.826698303222656
2012-02-29,31.83887481689453
2012-03-01,31.784135818481445
2012-03-02,31.692899703979492
2012-03-05,31.68073844909668
2012-03-06,31.52869415283203
2012-03-07,31.583423614501953
2012-03-08,31.881444931030273
2012-03-09,31.89361000061035
2012-03-12,32.130794525146484
2012-03-13,32.17338562011719
2012-03-14,31.917936325073242
2012-03-15,32.185546875
2012-03-16,32.003089904785156
2012-03-19,31.99091148376465
2012-03-20,32.039573669433594
2012-03-21,31.917936325073242
2012-03-22,31.96051025390625
2012-03-23,31.875364303588867
2012-03-26,32.130794525146484
2012-03-27,32.30109405517578
2012-03-28,32.422725677490234
2012-03-29,32.471397399902344
2012-03-30,32.61735153198242
2012-04-02,32.68424606323242
2012-04-03,32.465293884277344
2012-04-04,32.422725677490234
2012-04-05,32.34366226196289
2012-04-09,32.16728973388672
2012-04-10,32.191627502441406
2012-04-11,32.24026870727539
2012-04-12,32.355831146240234
2012-04-13,32.38016128540039
2012-04-16,32.53827667236328
2012-04-17,32.708587646484375
2012-04-18,32.58694839477539
2012-04-19,32.72074890136719
2012-04-20,32.836299896240234
2012-04-23,30.83534812927246
2012-04-24,30.671131134033203
2012-04-25,30.70763397216797
2012-04-26,30.598155975341797
2012-04-27,30.622499465942383
2012-04-30,30.756284713745117
2012-05-01,30.409616470336914
2012-05-02,30.744123458862305
2012-05-03,30.865755081176758
2012-05-04,30.64681053161621
2012-05-07,30.725862503051758
2012-05-08,30.865755081176758
2012-05-09,30.871841430664062
2012-05-10,30.975231170654297
2012-05-11,31.011728286743164
2012-05-14,30.99347496032715
2012-05-15,31.005643844604492
2012-05-16,30.975231170654297
2012-05-17,30.841434478759766
2012-05-18,30.634653091430664
2012-05-21,30.634653091430664
2012-05-22,30.652896881103516
2012-05-23,30.470430374145508
2012-05-24,30.53125762939453
2012-05-25,30.573829650878906
2012-05-29,30.7015380859375
2012-05-30,30.27829360961914
2012-05-31,29.9224910736084
2012-06-01,29.578996658325195
2012-06-04,29.603530883789062
2012-06-05,29.578996658325195
2012-06-06,29.67100715637207
2012-06-07,29.689414978027344
2012-06-08,29.83049201965332
2012-06-11,29.76300811767578
2012-06-12,29.683277130126953
2012-06-13,29.67713165283203
2012-06-14,30.137191772460938
2012-06-15,30.2108211517334
2012-06-18,30.302825927734375
2012-06-19,30.425508499145508
2012-06-20,30.327369689941406
2012-06-21,29.94091033935547
2012-06-22,30.03904151916504
2012-06-25,29.891836166381836
2012-06-26,29.713960647583008
2012-06-27,29.873424530029297
2012-06-28,29.989986419677734
2012-06-29,30.25988006591797
2012-07-02,30.33349609375
2012-07-03,30.388704299926758
2012-07-05,30.35804557800293
2012-07-06,30.13106346130371
2012-07-09,29.842761993408203
2012-07-10,30.04517936706543
2012-07-11,30.35190200805664
2012-07-12,30.137191772460938
2012-07-13,30.364171981811523
2012-07-16,29.658735275268555
2012-07-17,29.67713165283203
2012-07-18,29.48084831237793
2012-07-19,29.486980438232422
2012-07-20,29.22321319580078
2012-07-23,28.92263412475586
2012-07-24,28.54231071472168
2012-07-25,28.530057907104492
2012-07-26,28.59138298034668
2012-07-27,28.947185516357422
2012-07-30,29.075990676879883
2012-07-31,29.26001739501953
2012-08-01,29.32748794555664
2012-08-02,30.327369689941406
2012-08-03,30.885589599609375
2012-08-06,30.713815689086914
2012-08-07,30.824234008789062
2012-08-08,31.075735092163086
2012-08-09,31.130935668945312
2012-08-10,31.27202606201172
2012-08-13,31.10026741027832
2012-08-14,31.16775131225586
2012-08-15,31.265878677368164
2012-08-16,31.351762771606445
2012-08-17,31.34563636779785
2012-08-20,31.517393112182617
2012-08-21,31.523521423339844
2012-08-22,31.327228546142578
2012-08-23,31.382444381713867
2012-08-24,31.5787353515625
2012-08-27,31.683015823364258
2012-08-28,31.68914794921875
2012-08-29,31.541921615600586
2012-08-30,31.282068252563477
2012-08-31,31.337757110595703
2012-09-04,31.337757110595703
2012-09-05,31.05315399169922
2012-09-06,31.183061599731445
2012-09-07,31.17689323425293
2012-09-10,31.102651596069336
2012-09-11,31.201627731323242
2012-09-12,31.164522171020508
2012-09-13,31.442935943603516
2012-09-14,31.05315399169922
2012-09-17,31.226402282714844
2012-09-18,31.121198654174805
2012-09-19,31.517183303833008
2012-09-20,31.721364974975586
2012-09-21,31.832733154296875
2012-09-24,32.00596618652344
2012-09-25,32.08639907836914
2012-09-26,31.98740005493164
2012-09-27,31.956466674804688
2012-09-28,31.962646484375
2012-10-01,32.12969970703125
2012-10-02,32.11116027832031
2012-10-03,32.05546569824219
2012-10-04,32.0987548828125
2012-10-05,32.1420783996582
2012-10-08,32.0987548828125
2012-10-09,31.913164138793945
2012-10-10,31.820348739624023
2012-10-11,31.92552947998047
2012-10-12,32.00596618652344
2012-10-15,31.98740005493164
2012-10-16,32.21632385253906
2012-10-17,32.698917388916016
2012-10-18,32.48237609863281
2012-10-19,32.22869873046875
2012-10-22,32.1792106628418
2012-10-23,31.956466674804688
2012-10-24,32.0616455078125
2012-10-25,32.519493103027344
2012-10-26,32.7298583984375
2012-10-31,32.37099838256836
2012-11-01,33.10107421875
2012-11-02,33.2186279296875
2012-11-05,33.40424728393555
2012-11-06,33.88065719604492
2012-11-07,33.509429931640625
2012-11-08,33.20626449584961
2012-11-09,33.088706970214844
2012-11-12,33.20626449584961
2012-11-13,33.299076080322266
2012-11-14,33.21245193481445
2012-11-15,33.34238052368164
2012-11-16,33.51561737060547
2012-11-19,33.8682861328125
2012-11-20,33.91777801513672
2012-11-21,34.06007385253906
2012-11-23,34.19001007080078
2012-11-26,34.27044677734375
2012-11-27,34.30756378173828
2012-11-28,34.51173400878906
2012-11-29,34.67389678955078
2012-11-30,34.58657455444336
2012-12-03,34.461849212646484
2012-12-04,34.44313049316406
2012-12-05,34.70507049560547
2012-12-06,34.76119613647461
2012-12-07,34.90463638305664
2012-12-10,35.00441360473633
2012-12-11,35.3349494934082
2012-12-12,35.29752731323242
2012-12-13,35.39105987548828
2012-12-14,35.372352600097656
2012-12-17,35.459659576416016
2012-12-18,35.29752731323242
2012-12-19,35.016868591308594
2012-12-20,35.29128646850586
2012-12-21,35.03559494018555
2012-12-24,35.010650634765625
2012-12-26,34.779911041259766
2012-12-27,34.76119613647461
2012-12-28,34.5055046081543
2012-12-31,34.82979202270508
2013-01-02,35.490848541259766
2013-01-03,35.24763107299805
2013-01-04,35.32246398925781
2013-01-07,35.3349494934082
2013-01-08,35.45343017578125
2013-01-09,35.54073715209961
2013-01-10,35.74029541015625
2013-01-11,35.55945587158203
2013-01-14,35.7839469909668
2013-01-15,35.62180709838867
2013-01-16,35.5656852722168
2013-01-17,36.020931243896484
2013-01-18,36.30155563354492
2013-01-22,36.289093017578125
2013-01-23,36.276615142822266
2013-01-24,36.53854751586914
2013-01-25,36.69445037841797
2013-01-28,36.426307678222656
2013-01-29,36.6819953918457
2013-01-30,36.6133918762207
2013-01-31,36.482425689697266
2013-02-01,36.575958251953125
2013-02-04,36.232967376708984
2013-02-05,36.482425689697266
2013-02-06,36.78799819946289
2013-02-07,36.79423522949219
2013-02-08,36.73810577392578
2013-02-11,36.86906433105469
2013-02-12,36.95014953613281
2013-02-13,36.97507858276367
2013-02-14,37.15594482421875
2013-02-15,37.27443313598633
2013-02-19,37.50516128540039
2013-02-20,37.27443313598633
2013-02-21,37.21207046508789
2013-02-22,37.42410659790039
2013-02-25,36.81294250488281
2013-02-26,37.386680603027344
2013-02-27,37.723445892333984
2013-02-28,38.00613021850586
2013-03-01,38.056392669677734
2013-03-04,38.35165786743164
2013-03-05,38.584075927734375
2013-03-06,38.584075927734375
2013-03-07,38.6154899597168
2013-03-08,38.64690017700195
2013-03-11,38.715999603271484
2013-03-12,38.77881622314453
2013-03-13,38.94843673706055
2013-03-14,39.09292221069336
2013-03-15,39.074073791503906
2013-03-18,39.124332427978516
2013-03-19,39.24369430541992
2013-03-20,39.73368835449219
2013-03-21,39.38189697265625
2013-03-22,39.8216438293457
2013-03-25,39.80278396606445
2013-03-26,40.204830169677734
2013-03-27,40.58175277709961
2013-03-28,40.4749755859375
2013-04-01,40.160865783691406
2013-04-02,40.38701629638672
2013-04-03,39.84675979614258
2013-04-04,40.21112823486328
2013-04-05,39.978675842285156
2013-04-08,40.18599319458008
2013-04-09,40.12317657470703
2013-04-10,40.59431457519531
2013-04-11,40.3807373046875
2013-04-12,40.64457702636719
2013-04-15,40.016387939453125
2013-04-16,40.79534912109375
2013-04-17,40.58175277709961
2013-04-18,40.770225524902344
2013-04-19,41.52405548095703
2013-04-22,41.58058547973633
2013-04-23,41.7816276550293
2013-04-24,41.103153228759766
2013-04-25,41.335594177246094
2013-04-26,41.272769927978516
2013-04-29,41.13456344604492
2013-04-30,40.85816192626953
2013-05-01,40.58803939819336
2013-05-02,39.84048843383789
2013-05-03,39.99124526977539
2013-05-06,39.85304641723633
2013-05-07,40.14201736450195
2013-05-08,40.34303665161133
2013-05-09,40.148311614990234
2013-05-10,40.38701629638672
2013-05-13,40.468692779541016
2013-05-14,41.00893783569336
2013-05-15,41.39841842651367
2013-05-16,41.34816360473633
2013-05-17,41.24765396118164
2013-05-20,40.757652282714844
2013-05-21,41.103153228759766
2013-05-22,40.895851135253906
2013-05-23,40.63829040527344
2013-05-24,40.48752212524414
2013-05-28,40.65713882446289
2013-05-29,39.959835052490234
2013-05-30,39.820682525634766
2013-05-31,39.2513542175293
2013-06-03,39.61825180053711
2013-06-04,39.88393020629883
2013-06-05,39.08687973022461
2013-06-06,39.24504852294922
2013-06-07,40.09901428222656
2013-06-10,39.896583557128906
2013-06-11,39.8523063659668
2013-06-12,39.75108337402344
2013-06-13,40.63037109375
2013-06-14,40.636695861816406
2013-06-17,40.915035247802734
2013-06-18,41.06684494018555
2013-06-19,40.40264892578125
2013-06-20,39.58030319213867
2013-06-21,40.01045227050781
2013-06-24,40.01677322387695
2013-06-25,39.96616744995117
2013-06-26,40.18124008178711
2013-06-27,40.750572204589844
2013-06-28,40.63037109375
2013-07-01,41.04787826538086
2013-07-02,41.187034606933594
2013-07-03,41.15541076660156
2013-07-05,41.33252716064453
2013-07-08,41.5792350769043
2013-07-09,41.69942855834961
2013-07-10,41.73106384277344
2013-07-11,42.08529281616211
2013-07-12,42.066322326660156
2013-07-15,42.07896423339844
2013-07-16,41.94613265991211
2013-07-17,41.86390686035156
2013-07-18,42.154869079589844
2013-07-19,42.585025787353516
2013-07-22,42.67359924316406
2013-07-23,42.528106689453125
2013-07-24,42.30037307739258
2013-07-25,42.36363983154297
2013-07-26,42.36995315551758
2013-07-29,42.31302261352539
2013-07-30,42.0346794128418
2013-07-31,41.9018440246582
2013-08-01,41.383140563964844
2013-08-02,41.26294708251953
2013-08-05,41.2313232421875
2013-08-06,41.62350845336914
2013-08-07,41.45271301269531
2013-08-08,41.534950256347656
2013-08-09,41.54759979248047
2013-08-12,41.5792350769043
2013-08-13,41.686767578125
2013-08-14,41.383140563964844
2013-08-15,40.77587890625
2013-08-16,39.820682525634766
2013-08-19,39.725791931152344
2013-08-20,39.6056022644043
2013-08-21,39.24504852294922
2013-08-22,39.48540496826172
2013-08-23,39.6815185546875
2013-08-26,39.02995681762695
2013-08-27,38.98566818237305
2013-08-28,38.63775634765625
2013-08-29,38.618629455566406
2013-08-30,38.69512176513672
2013-09-03,38.720619201660156
2013-09-04,38.74610900878906
2013-09-05,38.510284423828125
2013-09-06,38.389183044433594
2013-09-09,38.408302307128906
2013-09-10,37.89840316772461
2013-09-11,38.2935791015625
2013-09-12,38.319068908691406
2013-09-13,38.650508880615234
2013-09-16,38.86722946166992
2013-09-17,38.650508880615234
