Date,FAST
2010-11-01,4.4893879890441895
2010-11-02,4.605611801147461
2010-11-03,4.616021156311035
2010-11-04,4.661988735198975
2010-11-05,4.661121368408203
2010-11-08,4.612550735473633
2010-11-09,4.596938610076904
2010-11-10,4.635101795196533
2010-11-11,4.628164291381836
2010-11-12,4.5388264656066895
2010-11-15,4.5657124519348145
2010-11-16,4.442550182342529
2010-11-17,4.47117280960083
2010-11-18,4.512805938720703
2010-11-19,4.550970077514648
2010-11-22,4.58566427230835
2010-11-23,4.566582202911377
2010-11-24,4.68280553817749
2010-11-26,4.685408592224121
2010-11-29,4.681939601898193
2010-11-30,4.642040252685547
2010-12-01,4.765203475952148
2010-12-02,4.93693733215332
2010-12-03,5.011529445648193
2010-12-06,5.018470287322998
2010-12-07,5.079183578491211
2010-12-08,5.075714111328125
2010-12-09,5.05402946472168
2010-12-10,5.132091522216797
2010-12-13,5.106939315795898
2010-12-14,5.116479396820068
2010-12-15,5.129489421844482
2010-12-16,5.132957935333252
2010-12-17,5.164183616638184
2010-12-20,5.168519496917725
2010-12-21,5.192805767059326
2010-12-22,5.16938591003418
2010-12-23,5.158112049102783
2010-12-27,5.1806640625
2010-12-28,5.174591541290283
2010-12-29,5.202345848083496
2010-12-30,5.213623046875
2010-12-31,5.19627571105957
2011-01-03,5.277805805206299
2011-01-04,5.188468933105469
2011-01-05,5.211019515991211
2011-01-06,5.149438858032227
2011-01-07,5.141632556915283
2011-01-10,5.1364288330078125
2011-01-11,5.152040958404541
2011-01-12,5.098265647888184
2011-01-13,5.10086727142334
2011-01-14,5.194540023803711
2011-01-18,5.286479473114014
2011-01-19,5.18326473236084
2011-01-20,5.193672180175781
2011-01-21,5.161579608917236
2011-01-24,5.204081058502197
2011-01-25,5.138163089752197
2011-01-26,5.158112049102783
2011-01-27,5.204947471618652
2011-01-28,5.00979471206665
2011-01-31,5.035816669464111
2011-02-01,5.158979892730713
2011-02-02,5.113010883331299
2011-02-03,5.237908840179443
2011-02-04,5.341122627258301
2011-02-07,5.375816345214844
2011-02-08,5.424387454986572
2011-02-09,5.4365315437316895
2011-02-10,5.4998459815979
2011-02-11,5.495510578155518
2011-02-14,5.4720916748046875
2011-02-15,5.45127534866333
2011-02-16,5.478163242340088
2011-02-17,5.4720916748046875
2011-02-18,5.524999618530273
2011-02-22,5.393162250518799
2011-02-23,5.287346839904785
2011-02-24,5.277805805206299
2011-02-25,5.335049152374268
2011-02-28,5.388826370239258
2011-03-01,5.2535200119018555
2011-03-02,5.255255222320557
2011-03-03,5.407907485961914
2011-03-04,5.364540100097656
2011-03-07,5.313365936279297
2011-03-08,5.415714263916016
2011-03-09,5.444336891174316
2011-03-10,5.341989994049072
2011-03-11,5.361937999725342
2011-03-14,5.3125
2011-03-15,5.248316764831543
2011-03-16,5.164183616638184
2011-03-17,5.245713233947754
2011-03-18,5.284744739532471
2011-03-21,5.374948024749756
2011-03-22,5.355000019073486
2011-03-23,5.4018354415893555
2011-03-24,5.457345962524414
2011-03-25,5.482499599456787
2011-03-28,5.478163242340088
2011-03-29,5.54841947555542
2011-03-30,5.593520164489746
2011-03-31,5.62300968170166
2011-04-01,5.711478233337402
2011-04-04,5.734899520874023
2011-04-05,5.788672924041748
2011-04-06,5.95086669921875
2011-04-07,5.882346153259277
2011-04-08,5.839847087860107
2011-04-11,5.854593276977539
2011-04-12,5.597856521606445
2011-04-13,5.65469217300415
2011-04-14,5.68617057800293
2011-04-15,5.67917537689209
2011-04-18,5.5733747482299805
2011-04-19,5.5576348304748535
2011-04-20,5.669556140899658
2011-04-21,5.730764389038086
2011-04-25,5.709779262542725
2011-04-26,5.780604362487793
2011-04-27,5.8820343017578125
2011-04-28,5.867170333862305
2011-04-29,5.866295337677002
2011-05-02,5.848807334899902
2011-05-03,5.792845249176025
2011-05-04,5.790222644805908
2011-05-05,5.763991832733154
2011-05-06,5.802464485168457
2011-05-09,5.839189529418945
2011-05-10,5.8872809410095215
2011-05-11,5.804213047027588
2011-05-12,5.861923694610596
2011-05-13,5.8243255615234375
2011-05-16,5.79634428024292
2011-05-17,5.748251438140869
2011-05-18,5.800716400146484
2011-05-19,5.800716400146484
2011-05-20,5.74562931060791
2011-05-23,5.666059970855713
2011-05-24,5.652068614959717
2011-05-25,5.758744716644287
2011-05-26,5.774484634399414
2011-05-27,5.744754791259766
2011-05-31,5.802464485168457
2011-06-01,5.541895389556885
2011-06-02,5.562880992889404
2011-06-03,5.484185695648193
2011-06-06,5.4876837730407715
2011-06-07,5.4876837730407715
2011-06-08,5.46669864654541
2011-06-09,5.480688571929932
2011-06-10,5.415983200073242
2011-06-13,5.475440979003906
2011-06-14,5.641576290130615
2011-06-15,5.568127155303955
2011-06-16,5.67655086517334
2011-06-17,5.737759590148926
2011-06-20,5.786725044250488
2011-06-21,5.914386749267578
2011-06-22,5.863672256469727
2011-06-23,5.893401622772217
2011-06-24,5.844436168670654
2011-06-27,5.989583969116211
2011-06-28,6.230916500091553
2011-06-29,6.297369003295898
2011-06-30,6.2938714027404785
2011-07-01,6.409293174743652
2011-07-05,6.39879846572876
2011-07-06,6.377815246582031
2011-07-07,6.391804218292236
2011-07-08,6.405793190002441
2011-07-11,6.295621871948242
2011-07-12,6.029806613922119
2011-07-13,6.033304214477539
2011-07-14,5.987835884094238
2011-07-15,5.99832820892334
2011-07-18,5.879410266876221
2011-07-19,6.022810459136963
2011-07-20,5.9773430824279785
2011-07-21,6.028057098388672
2011-07-22,5.989583969116211
2011-07-25,6.001826286315918
2011-07-26,5.916136741638184
2011-07-27,5.818203926086426
2011-07-28,5.921380519866943
2011-07-29,5.88465690612793
2011-08-01,5.756995677947998
2011-08-02,5.517412185668945
2011-08-03,5.694040298461914
2011-08-04,5.468446731567383
2011-08-05,5.524407386779785
2011-08-08,5.153665065765381
2011-08-09,5.468446731567383
2011-08-10,5.239355564117432
2011-08-11,5.545393466949463
2011-08-12,5.657314777374268
2011-08-15,5.730764389038086
2011-08-16,5.683547496795654
2011-08-17,5.601354598999023
2011-08-18,5.241104602813721
2011-08-19,5.221868515014648
2011-08-22,5.265587329864502
2011-08-23,5.461451530456543
2011-08-24,5.538398265838623
2011-08-25,5.410736560821533
2011-08-26,5.62583589553833
2011-08-29,5.772733211517334
2011-08-30,5.856677532196045
2011-08-31,5.853179931640625
2011-09-01,5.763991832733154
2011-09-02,5.606600761413574
2011-09-06,5.634581089019775
2011-09-07,5.7814788818359375
2011-09-08,5.711528778076172
2011-09-09,5.650320529937744
2011-09-12,5.736011028289795
2011-09-13,6.007071495056152
2011-09-14,6.152220726013184
2011-09-15,6.278133392333984
2011-09-16,6.349832057952881
2011-09-19,6.381311893463135
2011-09-20,6.404045581817627
2011-09-21,6.2711381912231445
2011-09-22,6.029806613922119
2011-09-23,6.024559020996094
2011-09-26,6.10850191116333
2011-09-27,6.150472164154053
2011-09-28,5.986086845397949
2011-09-29,5.9773430824279785
2011-09-30,5.819952011108398
2011-10-03,5.636330604553223
2011-10-04,5.8496832847595215
2011-10-05,5.966849327087402
2011-10-06,5.96510124206543
2011-10-07,5.867170333862305
2011-10-10,6.0857672691345215
2011-10-11,6.078771591186523
2011-10-12,6.054290294647217
2011-10-13,5.893401622772217
2011-10-14,5.840938091278076
2011-10-17,5.837440013885498
2011-10-18,5.979090213775635
2011-10-19,5.96160364151001
2011-10-20,6.054290294647217
2011-10-21,6.209930896759033
2011-10-24,6.3897247314453125
2011-10-25,6.322741508483887
2011-10-26,6.326266288757324
2011-10-27,6.758124828338623
2011-10-28,6.807480812072754
2011-10-31,6.714056968688965
2011-11-01,6.557179927825928
2011-11-02,6.744023323059082
2011-11-03,7.073646068572998
2011-11-04,7.098324298858643
2011-11-07,7.008425235748291
2011-11-08,7.156491279602051
2011-11-09,6.936155319213867
2011-11-10,7.078932762145996
2011-11-11,7.258727550506592
2011-11-14,7.267541885375977
2011-11-15,7.3080830574035645
2011-11-16,7.189982891082764
2011-11-17,7.050731182098389
2011-11-18,7.05778169631958
2011-11-21,6.944969654083252
2011-11-22,6.943206310272217
2011-11-23,6.809244155883789
2011-11-25,6.7722272872924805
2011-11-28,7.024290561676025
2011-11-29,7.0771708488464355
2011-11-30,7.341575622558594
2011-12-01,7.362726211547852
2011-12-02,7.332761287689209
2011-12-05,7.500212669372559
2011-12-06,7.4966888427734375
2011-12-07,7.332761287689209
2011-12-08,7.244626522064209
2011-12-09,7.412078857421875
2011-12-12,7.232287406921387
2011-12-13,7.115949630737305
2011-12-14,7.1018476486206055
2011-12-15,7.184694290161133
2011-12-16,7.301034450531006
2011-12-19,7.315133571624756
2011-12-20,7.620076656341553
2011-12-21,7.600686550140381
2011-12-22,7.554858684539795
2011-12-23,7.701160907745361
2011-12-27,7.734652996063232
2011-12-28,7.711735725402832
2011-12-29,7.812207221984863
2011-12-30,7.687058925628662
2012-01-03,7.713498115539551
2012-01-04,7.81926155090332
2012-01-05,7.954986572265625
2012-01-06,7.969089031219482
2012-01-09,7.962035655975342
2012-01-10,7.933835506439209
2012-01-11,7.970851421356201
2012-01-12,8.083662986755371
2012-01-13,8.2123384475708
2012-01-17,8.247591972351074
2012-01-18,8.025493621826172
2012-01-19,8.062511444091797
2012-01-20,8.083662986755371
2012-01-23,8.120678901672363
2012-01-24,8.259930610656738
2012-01-25,8.238778114318848
2012-01-26,8.245830535888672
2012-01-27,8.229965209960938
2012-01-30,8.279683113098145
2012-01-31,8.288559913635254
2012-02-01,8.357808113098145
2012-02-02,8.34005355834961
2012-02-03,8.576210021972656
2012-02-06,8.533595085144043
2012-02-07,8.537147521972656
2012-02-08,8.670315742492676
2012-02-09,8.560230255126953
2012-02-10,8.597517967224121
2012-02-13,8.981049537658691
2012-02-14,9.098240852355957
2012-02-15,8.989928245544434
2012-02-16,9.023664474487305
2012-02-17,9.007683753967285
2012-02-21,9.028989791870117
2012-02-22,9.107118606567383
2012-02-23,9.220756530761719
2012-02-24,9.227856636047363
2012-02-27,9.309538841247559
2012-02-28,9.293556213378906
2012-02-29,9.353930473327637
2012-03-01,9.398317337036133
2012-03-02,9.428504943847656
2012-03-05,9.472896575927734
2012-03-06,9.263372421264648
2012-03-07,9.366355895996094
2012-03-08,9.371685981750488
2012-03-09,9.389439582824707
2012-03-12,9.380562782287598
2012-03-13,9.462239265441895
2012-03-14,9.380562782287598
2012-03-15,9.330846786499023
2012-03-16,9.27225112915039
2012-03-19,9.23496150970459
2012-03-20,9.385889053344727
2012-03-21,9.575881004333496
2012-03-22,9.536815643310547
2012-03-23,9.52438735961914
2012-03-26,9.689517974853516
2012-03-27,9.693070411682129
2012-03-28,9.622045516967773
2012-03-29,9.63447380065918
2012-03-30,9.606066703796387
2012-04-02,9.703725814819336
2012-04-03,9.476444244384766
2012-04-04,9.400094985961914
2012-04-05,9.40541934967041
2012-04-09,9.158612251281738
2012-04-10,8.682747840881348
2012-04-11,8.81236743927002
2012-04-12,8.677417755126953
2012-04-13,8.663211822509766
2012-04-16,8.567331314086914
2012-04-17,8.702277183532715
2012-04-18,8.609946250915527
2012-04-19,8.434160232543945
2012-04-20,8.560230255126953
2012-04-23,8.233516693115234
2012-04-24,8.21930980682373
2012-04-25,8.375565528869629
2012-04-26,8.38266658782959
2012-04-27,8.467896461486816
2012-04-30,8.313420295715332
2012-05-01,8.34715461730957
2012-05-02,8.430609703063965
2012-05-03,8.13053035736084
2012-05-04,7.864186763763428
2012-05-07,7.782512187957764
2012-05-08,7.784287929534912
2012-05-09,7.659991264343262
2012-05-10,7.837553024291992
2012-05-11,7.780735015869141
2012-05-14,7.711488246917725
2012-05-15,7.702606678009033
2012-05-16,7.794943332672119
2012-05-17,7.516170978546143
2012-05-18,7.432715892791748
2012-05-21,7.661770820617676
2012-05-22,7.819797992706299
2012-05-23,7.851758003234863
2012-05-24,7.8766188621521
2012-05-25,7.883720397949219
2012-05-29,8.066608428955078
2012-05-30,7.897925853729248
2012-05-31,7.8535356521606445
2012-06-01,7.667097568511963
2012-06-04,7.702606678009033
2012-06-05,6.9515228271484375
2012-06-06,7.015444755554199
2012-06-07,7.024324417114258
2012-06-08,7.150394439697266
2012-06-11,6.9213385581970215
2012-06-12,6.987035274505615
2012-06-13,6.892928600311279
2012-06-14,6.93021821975708
2012-06-15,7.0314249992370605
2012-06-18,7.047406196594238
2012-06-19,7.184127330780029
2012-06-20,7.168148040771484
2012-06-21,6.908909320831299
2012-06-22,6.910685062408447
2012-06-25,6.8662943840026855
2012-06-26,6.846763610839844
2012-06-27,6.813026428222656
2012-06-28,6.859193801879883
2012-06-29,7.157495498657227
2012-07-02,6.93021821975708
2012-07-03,7.244499206542969
2012-07-05,7.331506252288818
2012-07-06,7.223193168640137
2012-07-09,7.20366096496582
2012-07-10,7.068715572357178
2012-07-11,7.068715572357178
2012-07-12,7.512617588043213
2012-07-13,7.681301116943359
2012-07-16,7.633360385894775
2012-07-17,7.693731784820557
2012-07-18,7.968949317932129
2012-07-19,8.043525695800781
2012-07-20,7.805593967437744
2012-07-23,7.825122833251953
2012-07-24,7.606724262237549
2012-07-25,7.6013994216918945
2012-07-26,7.718590259552002
2012-07-27,7.849984645843506
2012-07-30,7.778960227966309
2012-07-31,7.656441688537598
2012-08-01,7.496638298034668
2012-08-02,7.5410261154174805
2012-08-03,7.651116371154785
2012-08-06,7.58542013168335
2012-08-07,7.73101806640625
2012-08-08,7.613826751708984
2012-08-09,7.6013994216918945
2012-08-10,7.47177791595459
2012-08-13,7.493086338043213
2012-08-14,7.5072922706604
2012-08-15,7.626257419586182
2012-08-16,7.700832366943359
2012-08-17,7.867741107940674
2012-08-20,7.754099369049072
2012-08-21,7.747000217437744
2012-08-22,7.764753341674805
2012-08-23,7.77008056640625
2012-08-24,7.9387640953063965
2012-08-27,7.881943702697754
2012-08-28,7.844656944274902
2012-08-29,7.798492431640625
2012-08-30,7.647563934326172
2012-08-31,7.651116371154785
2012-09-04,7.700832366943359
2012-09-05,7.50018835067749
2012-09-06,7.489534854888916
2012-09-07,7.480654716491699
2012-09-10,7.501965045928955
2012-09-11,7.551679611206055
2012-09-12,7.578317165374756
2012-09-13,7.6120524406433105
2012-09-14,7.858861446380615
2012-09-17,7.809145927429199
2012-09-18,7.691955089569092
2012-09-19,7.762976169586182
2012-09-20,7.7967143058776855
2012-09-21,7.748774528503418
2012-09-24,7.72924280166626
2012-09-25,7.686626434326172
2012-09-26,7.5605621337890625
2012-09-27,7.606724262237549
2012-09-28,7.633360385894775
2012-10-01,7.919231414794922
2012-10-02,7.865963935852051
2012-10-03,7.873065948486328
2012-10-04,7.901474952697754
2012-10-05,7.844656944274902
2012-10-08,7.805593967437744
2012-10-09,7.596071243286133
2012-10-10,7.514395236968994
2012-10-11,8.148286819458008
2012-10-12,8.047077178955078
2012-10-15,8.087915420532227
2012-10-16,7.97605037689209
2012-10-17,8.068384170532227
2012-10-18,7.944091796875
2012-10-19,7.77008056640625
2012-10-22,7.883720397949219
2012-10-23,7.8322272300720215
2012-10-24,7.762976169586182
2012-10-25,7.71815824508667
2012-10-26,7.752220630645752
2012-10-31,8.01397705078125
2012-11-01,8.078521728515625
2012-11-02,7.852621078491211
2012-11-05,7.743259429931641
2012-11-06,7.741465091705322
2012-11-07,7.64285945892334
2012-11-08,7.52811861038208
2012-11-09,7.585488796234131
2012-11-12,7.486880779266357
2012-11-13,7.420547962188721
2012-11-14,7.2072014808654785
2012-11-15,7.341663360595703
2012-11-16,7.350626468658447
2012-11-19,7.434889793395996
2012-11-20,7.33449125289917
2012-11-21,7.309391021728516
2012-11-23,7.375727653503418
2012-11-26,7.384690761566162
2012-11-27,7.323734283447266
2012-11-28,7.354212284088135
2012-11-29,7.565769672393799
2012-11-30,7.495847225189209
2012-12-03,7.546046733856201
2012-12-04,7.567561149597168
2012-12-05,7.624486923217773
2012-12-06,7.6685590744018555
2012-12-07,7.73466682434082
2012-12-10,7.7218146324157715
2012-12-11,7.899936199188232
2012-12-12,7.898100852966309
2012-12-13,7.892591953277588
2012-12-14,7.918300628662109
2012-12-17,8.024808883666992
2012-12-18,8.195588111877441
2012-12-19,8.17171573638916
2012-12-20,8.267207145690918
2012-12-21,8.461857795715332
2012-12-24,8.513275146484375
2012-12-26,8.443495750427246
2012-12-27,8.505929946899414
2012-12-28,8.480220794677734
2012-12-31,8.5665283203125
2013-01-02,8.78321647644043
2013-01-03,8.810762405395508
2013-01-04,8.821781158447266
2013-01-07,8.781381607055664
2013-01-08,8.733636856079102
2013-01-09,8.731799125671387
2013-01-10,8.538983345031738
2013-01-11,8.538983345031738
2013-01-14,8.533474922180176
2013-01-15,8.63814640045166
2013-01-16,8.6308012008667
2013-01-17,8.614274978637695
2013-01-18,8.924615859985352
2013-01-22,8.788725852966309
2013-01-23,8.744654655456543
2013-01-24,8.917268753051758
2013-01-25,8.990724563598633
2013-01-28,9.018270492553711
2013-01-29,9.09172248840332
2013-01-30,9.073359489440918
2013-01-31,9.122941970825195
2013-02-01,9.302902221679688
2013-02-04,9.113758087158203
2013-02-05,9.205577850341797
2013-02-06,9.181705474853516
2013-02-07,9.14864730834961
2013-02-08,9.308412551879883
2013-02-11,9.317590713500977
2013-02-12,9.365339279174805
2013-02-13,9.550806999206543
2013-02-14,9.638952255249023
2013-02-15,9.688532829284668
2013-02-19,9.765658378601074
2013-02-20,9.5838623046875
2013-02-21,9.345136642456055
2013-02-22,9.451647758483887
2013-02-25,9.346972465515137
2013-02-26,9.343301773071289
2013-02-27,9.602224349975586
2013-02-28,9.481026649475098
2013-03-01,9.501226425170898
2013-03-04,9.512243270874023
2013-03-05,9.470006942749023
2013-03-06,9.427772521972656
2013-03-07,9.383698463439941
2013-03-08,9.464500427246094
2013-03-11,9.424101829528809
2013-03-12,9.339630126953125
2013-03-13,9.369010925292969
2013-03-14,9.356156349182129
2013-03-15,9.328611373901367
2013-03-18,9.268013000488281
2013-03-19,9.31208324432373
2013-03-20,9.451647758483887
2013-03-21,9.271685600280762
2013-03-22,9.458990097045898
2013-03-25,9.249646186828613
2013-03-26,9.269850730895996
2013-03-27,9.280867576599121
2013-03-28,9.42593765258789
2013-04-01,9.141304969787598
2013-04-02,9.1376314163208
2013-04-03,8.909923553466797
2013-04-04,9.062339782714844
2013-04-05,9.032959938049316
2013-04-08,9.234957695007324
2013-04-09,9.343301773071289
2013-04-10,9.02010440826416
2013-04-11,8.96134090423584
2013-04-12,9.08804988861084
2013-04-15,8.827287673950195
2013-04-16,9.04397964477539
2013-04-17,8.79974365234375
2013-04-18,8.678545951843262
2013-04-19,8.8401460647583
2013-04-22,8.9264497756958
2013-04-23,9.025615692138672
2013-04-24,9.08804988861084
2013-04-25,9.060506820678711
2013-04-26,9.084375381469727
2013-04-29,9.167011260986328
2013-04-30,9.00725269317627
2013-05-01,8.797907829284668
2013-05-02,8.805251121520996
2013-05-03,8.788725852966309
2013-05-06,8.788725852966309
2013-05-07,8.931960105895996
2013-05-08,8.895233154296875
2013-05-09,8.946650505065918
2013-05-10,9.32493782043457
2013-05-13,9.354321479797363
2013-05-14,9.525100708007812
2013-05-15,9.548973083496094
2013-05-16,9.33779239654541
2013-05-17,9.385538101196289
2013-05-20,9.328611373901367
2013-05-21,9.501226425170898
2013-05-22,9.383698463439941
2013-05-23,9.525100708007812
2013-05-24,9.53244400024414
2013-05-28,9.567333221435547
2013-05-29,9.53244400024414
2013-05-30,9.493884086608887
2013-05-31,9.582024574279785
2013-06-03,9.54529857635498
2013-06-04,9.35064697265625
2013-06-05,8.759346008300781
2013-06-06,8.746489524841309
2013-06-07,8.889726638793945
2013-06-10,8.909923553466797
2013-06-11,8.902579307556152
2013-06-12,8.76117992401123
2013-06-13,8.917268753051758
2013-06-14,8.757508277893066
2013-06-17,8.667529106140137
2013-06-18,8.612436294555664
2013-06-19,8.505929946899414
2013-06-20,8.254352569580078
2013-06-21,8.276387214660645
2013-06-24,8.296586990356445
2013-06-25,8.353515625
2013-06-26,8.465530395507812
2013-06-27,8.612436294555664
2013-06-28,8.40860366821289
2013-07-01,8.417784690856934
2013-07-02,8.414111137390137
2013-07-03,8.316787719726562
2013-07-05,8.412277221679688
2013-07-08,8.441657066345215
2013-07-09,8.649164199829102
2013-07-10,8.40493106842041
2013-07-11,8.550002098083496
2013-07-12,8.654675483703613
2013-07-15,8.627128601074219
2013-07-16,8.645492553710938
2013-07-17,8.6308012008667
2013-07-18,8.663854598999023
2013-07-19,8.59591293334961
2013-07-22,8.612436294555664
2013-07-23,8.564693450927734
2013-07-24,8.346166610717773
2013-07-25,8.493077278137207
2013-07-26,8.572038650512695
2013-07-29,8.643656730651855
2013-07-30,8.876871109008789
2013-07-31,9.003578186035156
2013-08-01,9.203739166259766
2013-08-02,9.225776672363281
2013-08-05,9.049487113952637
2013-08-06,9.003578186035156
2013-08-07,8.768527030944824
2013-08-08,8.726289749145508
2013-08-09,8.728126525878906
2013-08-12,8.590401649475098
2013-08-13,8.61794662475586
2013-08-14,8.526129722595215
2013-08-15,8.300260543823242
2013-08-16,8.226807594299316
2013-08-19,8.112951278686523
2013-08-20,8.23047924041748
2013-08-21,8.190078735351562
2013-08-22,8.30760669708252
2013-08-23,8.29475212097168
2013-08-26,8.243332862854004
2013-08-27,8.083569526672363
2013-08-28,8.087244033813477
2013-08-29,8.164368629455566
2013-08-30,8.078062057495117
2013-09-03,8.263532638549805
2013-09-04,8.417784690856934
2013-09-05,8.924615859985352
2013-09-06,8.79423713684082
