Date,CMCSA
2010-11-02,7.535727024078369
2010-11-03,7.532086372375488
2010-11-04,7.674197196960449
2010-11-05,7.6669111251831055
2010-11-08,7.619540691375732
2010-11-09,7.568524360656738
2010-11-10,7.553951740264893
2010-11-11,7.535727024078369
2010-11-12,7.444629192352295
2010-11-15,7.502933979034424
2010-11-16,7.382682800292969
2010-11-17,7.430048942565918
2010-11-18,7.495645999908447
2010-11-19,7.492002010345459
2010-11-22,7.433696746826172
2010-11-23,7.342599868774414
2010-11-24,7.42641019821167
2010-11-26,7.368106365203857
2010-11-29,7.364462852478027
2010-11-30,7.302514553070068
2010-12-01,7.590386390686035
2010-12-02,7.550304889678955
2010-12-03,7.546662330627441
2010-12-06,7.506575107574463
2010-12-07,7.575813293457031
2010-12-08,7.575813293457031
2010-12-09,7.597675323486328
2010-12-10,7.765296459197998
2010-12-13,7.76893949508667
2010-12-14,8.013090133666992
2010-12-15,7.8746185302734375
2010-12-16,7.889194965362549
2010-12-17,7.805384635925293
2010-12-20,7.99122428894043
2010-12-21,8.10783576965332
2010-12-22,8.089609146118164
2010-12-23,8.082324028015137
2010-12-27,8.053174018859863
2010-12-28,8.04588508605957
2010-12-29,7.998509883880615
2010-12-30,8.04588508605957
2010-12-31,8.005799293518066
2011-01-03,8.18696117401123
2011-01-04,8.212581634521484
2011-01-05,8.322376251220703
2011-01-06,8.329693794250488
2011-01-07,8.307733535766602
2011-01-10,8.315052032470703
2011-01-11,8.271138191223145
2011-01-12,8.245521545410156
2011-01-13,8.249175071716309
2011-01-14,8.315052032470703
2011-01-18,8.33701229095459
2011-01-19,8.454129219055176
2011-01-20,8.512680053710938
2011-01-21,8.611498832702637
2011-01-24,8.637114524841309
2011-01-25,8.541959762573242
2011-01-26,8.53464412689209
2011-01-27,8.53098201751709
2011-01-28,8.35897445678711
2011-01-31,8.326032638549805
2011-02-01,8.563916206359863
2011-02-02,8.443148612976074
2011-02-03,8.494383811950684
2011-02-04,8.516340255737305
2011-02-07,8.615158081054688
2011-02-08,8.659073829650879
2011-02-09,8.611498832702637
2011-02-10,8.702993392944336
2011-02-11,8.783506393432617
2011-02-14,8.735929489135742
2011-02-15,8.842062950134277
2011-02-16,9.197062492370605
2011-02-17,9.230002403259277
2011-02-18,9.394693374633789
2011-02-22,9.197062492370605
2011-02-23,9.105566024780273
2011-02-24,9.127530097961426
2011-02-25,9.244641304016113
2011-02-28,9.427632331848145
2011-03-01,9.251959800720215
2011-03-02,9.175103187561035
2011-03-03,9.431291580200195
2011-03-04,9.350774765014648
2011-03-07,9.303201675415039
2011-03-08,9.354434967041016
2011-03-09,9.26294231414795
2011-03-10,9.047011375427246
2011-03-11,9.131189346313477
2011-03-14,8.962837219238281
2011-03-15,8.842062950134277
2011-03-16,8.578560829162598
2011-03-17,8.812782287597656
2011-03-18,8.732270240783691
2011-03-21,8.845722198486328
2011-03-22,8.805464744567871
2011-03-23,8.820106506347656
2011-03-24,9.050676345825195
2011-03-25,9.156805038452148
2011-03-28,8.940877914428711
2011-03-29,8.97381591796875
2011-03-30,9.039692878723145
2011-03-31,9.047011375427246
2011-04-01,9.226344108581543
2011-04-04,9.286264419555664
2011-04-05,9.249499320983887
2011-04-06,9.128185272216797
2011-04-07,9.058334350585938
2011-04-08,9.073044776916504
2011-04-11,9.025249481201172
2011-04-12,8.93702220916748
2011-04-13,8.89657974243164
2011-04-14,8.91496467590332
2011-04-15,9.003193855285645
2011-04-18,8.808349609375
2011-04-19,8.929667472839355
2011-04-20,9.142891883850098
2011-04-21,9.31567668914795
2011-04-25,9.297294616699219
2011-04-26,9.40758228302002
2011-04-27,9.499488830566406
2011-04-28,9.606099128723145
2011-04-29,9.635509490966797
2011-05-02,9.808295249938965
2011-05-03,9.782565116882324
2011-05-04,9.543603897094727
2011-05-05,9.396553993225098
2011-05-06,9.352437019348145
2011-05-09,9.29361629486084
2011-05-10,9.492135047912598
2011-05-11,9.378169059753418
2011-05-12,9.352437019348145
2011-05-13,9.238471984863281
2011-05-16,9.08406925201416
2011-05-17,9.198034286499023
2011-05-18,9.326703071594238
2011-05-19,9.330378532409668
2011-05-20,9.234798431396484
2011-05-23,9.025249481201172
2011-05-24,8.96642780303955
2011-05-25,8.984807968139648
2011-05-26,9.164946556091309
2011-05-27,9.150239944458008
2011-05-31,9.278914451599121
2011-06-01,8.984807968139648
2011-06-02,9.054657936096191
2011-06-03,8.907610893249512
2011-06-06,8.793643951416016
2011-06-07,8.83041000366211
2011-06-08,8.867172241210938
2011-06-09,8.93702220916748
2011-06-10,8.78261661529541
2011-06-13,8.716444969177246
2011-06-14,8.797319412231445
2011-06-15,8.624534606933594
2011-06-16,8.617183685302734
2011-06-17,8.694382667541504
2011-06-20,8.709092140197754
2011-06-21,8.841435432434082
2011-06-22,8.793643951416016
2011-06-23,8.716444969177246
2011-06-24,8.668651580810547
2011-06-27,8.922313690185547
2011-06-28,9.10245132446289
2011-06-29,9.168624877929688
2011-06-30,9.31567668914795
2011-07-01,9.501420021057129
2011-07-05,9.590044021606445
2011-07-06,9.412798881530762
2011-07-07,9.44603157043457
2011-07-08,9.420180320739746
2011-07-11,9.242928504943848
2011-07-12,9.091525077819824
2011-07-13,9.073065757751465
2011-07-14,9.021363258361816
2011-07-15,8.910579681396484
2011-07-18,8.840420722961426
2011-07-19,9.036134719848633
2011-07-20,8.895808219909668
2011-07-21,9.076757431030273
2011-07-22,9.176456451416016
2011-07-25,9.242928504943848
2011-07-26,9.320478439331055
2011-07-27,9.10629653930664
2011-07-28,8.925352096557617
2011-07-29,8.869961738586426
2011-08-01,8.807184219360352
2011-08-02,8.393593788146973
2011-08-03,8.408367156982422
2011-08-04,8.050174713134766
2011-08-05,8.079713821411133
2011-08-08,7.5442681312561035
2011-08-09,7.6476664543151855
2011-08-10,7.3042426109313965
2011-08-11,7.60335111618042
2011-08-12,7.6218132972717285
2011-08-15,7.854457378387451
2011-08-16,7.835994243621826
2011-08-17,7.876616477966309
2011-08-18,7.488874912261963
2011-08-19,7.370709419250488
2011-08-22,7.3042426109313965
2011-08-23,7.4076361656188965
2011-08-24,7.595966815948486
2011-08-25,7.47041130065918
2011-08-26,7.595966815948486
2011-08-29,7.843379497528076
2011-08-30,7.872920513153076
2011-08-31,7.943085193634033
2011-09-01,7.983705520629883
2011-09-02,7.754754066467285
2011-09-06,7.6476664543151855
2011-09-07,7.898769378662109
2011-09-08,7.909851551055908
2011-09-09,7.721519470214844
2011-09-12,7.80645227432251
2011-09-13,8.064943313598633
2011-09-14,8.116640090942383
2011-09-15,8.349287033081055
2011-09-16,8.471149444580078
2011-09-19,8.441605567932129
2011-09-20,8.389904975891113
2011-09-21,8.072330474853516
2011-09-22,7.762135028839111
2011-09-23,7.902463912963867
2011-09-26,8.087100982666016
2011-09-27,8.245887756347656
2011-09-28,8.124029159545898
2011-09-29,8.009556770324707
2011-09-30,7.725215435028076
2011-10-03,7.559249401092529
2011-10-04,7.859987735748291
2011-10-05,8.03077220916748
2011-10-06,8.201562881469727
2011-10-07,8.190423011779785
2011-10-10,8.557992935180664
2011-10-11,8.532003402709961
2011-10-12,8.762202262878418
2011-10-13,8.747344017028809
2011-10-14,8.88843059539795
2011-10-17,8.695363998413086
2011-10-18,8.82902717590332
2011-10-19,8.739921569824219
2011-10-20,8.751059532165527
2011-10-21,9.033227920532227
2011-10-24,9.159463882446289
2011-10-25,8.988675117492676
2011-10-26,9.207730293273926
2011-10-27,9.12976360321045
2011-10-28,8.855016708374023
2011-10-31,8.706503868103027
2011-11-01,8.532003402709961
2011-11-02,8.546853065490723
2011-11-03,8.65824031829834
2011-11-04,8.44660758972168
2011-11-07,8.409480094909668
2011-11-08,8.450323104858398
2011-11-09,8.023350715637207
2011-11-10,8.231264114379883
2011-11-11,8.361214637756348
2011-11-14,8.24611759185791
2011-11-15,8.279532432556152
2011-11-16,7.98622465133667
2011-11-17,7.88969087600708
2011-11-18,7.9565205574035645
2011-11-21,7.989932537078857
2011-11-22,7.94166898727417
2011-11-23,7.822859764099121
2011-11-25,7.796868324279785
2011-11-28,8.075329780578613
2011-11-29,8.075329780578613
2011-11-30,8.416903495788574
2011-12-01,8.379777908325195
2011-12-02,8.673088073730469
2011-12-05,8.595121383666992
2011-12-06,8.609973907470703
2011-12-07,8.587696075439453
2011-12-08,8.342649459838867
2011-12-09,8.42061996459961
2011-12-12,8.63967227935791
2011-12-13,8.609973907470703
2011-12-14,8.606258392333984
2011-12-15,8.647101402282715
2011-12-16,8.66195011138916
2011-12-19,8.491164207458496
2011-12-20,8.687936782836914
2011-12-21,8.7584810256958
2011-12-22,8.773336410522461
2011-12-23,8.851303100585938
2011-12-27,8.836450576782227
2011-12-28,8.710217475891113
2011-12-29,8.847588539123535
2011-12-30,8.844978332519531
2012-01-03,9.139689445495605
2012-01-04,9.225489616394043
2012-01-05,9.307560920715332
2012-01-06,9.210564613342285
2012-01-09,9.40455150604248
2012-01-10,9.475428581237793
2012-01-11,9.482892990112305
2012-01-12,9.512736320495605
2012-01-13,9.467967987060547
2012-01-17,9.527654647827148
2012-01-18,9.594803810119629
2012-01-19,9.650762557983398
2012-01-20,9.725373268127441
2012-01-23,9.673149108886719
2012-01-24,9.647035598754883
2012-01-25,9.744026184082031
2012-01-26,9.81490421295166
2012-01-27,9.822364807128906
2012-01-30,9.833559036254883
2012-01-31,9.915628433227539
2012-02-01,10.016351699829102
2012-02-02,9.9566650390625
2012-02-03,10.128267288208008
2012-02-06,10.105886459350586
2012-02-07,10.105886459350586
2012-02-08,10.165568351745605
2012-02-09,10.24390983581543
2012-02-10,10.139460563659668
2012-02-13,10.22525691986084
2012-02-14,10.165568351745605
2012-02-15,10.639341354370117
2012-02-16,10.68783950805664
2012-02-17,10.881824493408203
2012-02-21,10.84451675415039
2012-02-22,10.922860145568848
2012-02-23,11.120573043823242
2012-02-24,10.889286041259766
2012-02-27,10.889286041259766
2012-02-28,10.95643138885498
2012-02-29,10.971353530883789
2012-03-01,10.98628044128418
2012-03-02,10.907938957214355
2012-03-05,10.855707168579102
2012-03-06,10.788559913635254
2012-03-07,10.907938957214355
2012-03-08,11.049694061279297
2012-03-09,11.131767272949219
2012-03-12,11.045963287353516
2012-03-13,11.206377029418945
2012-03-14,11.113117218017578
2012-03-15,11.116841316223145
2012-03-16,11.004927635192871
2012-03-19,11.139227867126465
2012-03-20,11.10565185546875
2012-03-21,11.083268165588379
2012-03-22,11.150419235229492
2012-03-23,11.187723159790039
2012-03-26,11.322021484375
2012-03-27,11.254870414733887
2012-03-28,11.161611557006836
2012-03-29,11.128036499023438
2012-03-30,11.195185661315918
2012-04-02,11.271324157714844
2012-04-03,11.125045776367188
2012-04-04,10.997509956359863
2012-04-05,11.087535858154297
2012-04-09,11.001267433166504
2012-04-10,10.746206283569336
2012-04-11,10.869985580444336
2012-04-12,11.132547378540039
2012-04-13,11.065027236938477
2012-04-16,11.166303634643555
2012-04-17,11.28632640838623
2012-04-18,11.20005989074707
2012-04-19,11.057528495788574
2012-04-20,11.04627799987793
2012-04-23,10.89249038696289
2012-04-24,11.008766174316406
2012-04-25,11.12129020690918
2012-04-26,11.342592239379883
2012-04-27,11.357600212097168
2012-04-30,11.383854866027832
2012-05-01,11.477622032165527
2012-05-02,11.410107612609863
2012-05-03,11.387604713439941
2012-05-04,11.04627799987793
2012-05-07,11.113792419433594
2012-05-08,11.0275239944458
2012-05-09,10.941251754760742
2012-05-10,11.113792419433594
2012-05-11,11.020017623901367
2012-05-14,10.836222648620605
2012-05-15,10.821222305297852
2012-05-16,10.821222305297852
2012-05-17,10.633681297302246
2012-05-18,10.607425689697266
2012-05-21,10.768710136413574
2012-05-22,10.854981422424316
2012-05-23,10.79871940612793
2012-05-24,10.85123062133789
2012-05-25,10.821222305297852
2012-05-29,10.960005760192871
2012-05-30,10.858735084533691
2012-05-31,10.843727111816406
2012-06-01,10.7387056350708
2012-06-04,10.858735084533691
2012-06-05,10.888736724853516
2012-06-06,11.162554740905762
2012-06-07,11.256322860717773
2012-06-08,11.35384464263916
2012-06-11,11.230067253112793
2012-06-12,11.421358108520508
2012-06-13,11.245071411132812
2012-06-14,11.51888656616211
2012-06-15,11.661415100097656
2012-06-18,11.687671661376953
2012-06-19,11.743935585021973
2012-06-20,11.698925971984863
2012-06-21,11.507631301879883
2012-06-22,11.563892364501953
2012-06-25,11.376351356506348
2012-06-26,11.470123291015625
2012-06-27,11.642662048339844
2012-06-28,11.642662048339844
2012-06-29,12.054791450500488
2012-07-02,12.164145469665527
2012-07-03,12.077417373657227
2012-07-05,11.858721733093262
2012-07-06,11.824784278869629
2012-07-09,11.790846824645996
2012-07-10,11.821014404296875
2012-07-11,11.964300155639648
2012-07-12,11.726747512817383
2012-07-13,12.017086029052734
2012-07-16,12.002006530761719
2012-07-17,12.19053840637207
2012-07-18,12.213159561157227
2012-07-19,12.209393501281738
2012-07-20,12.133977890014648
2012-07-23,11.8285551071167
2012-07-24,11.83987045288086
2012-07-25,11.824784278869629
2012-07-26,11.91905403137207
2012-07-27,12.175456047058105
2012-07-30,12.145288467407227
2012-07-31,12.273488998413086
2012-08-01,12.650559425354004
2012-08-02,12.865488052368164
2012-08-03,13.050250053405762
2012-08-06,13.174676895141602
2012-08-07,13.027627944946289
2012-08-08,13.012541770935059
2012-08-09,13.027627944946289
2012-08-10,13.095499038696289
2012-08-13,13.027627944946289
2012-08-14,12.955982208251953
2012-08-15,12.891880989074707
2012-08-16,12.873024940490723
2012-08-17,12.827781677246094
2012-08-20,12.78253173828125
2012-08-21,12.835315704345703
2012-08-22,12.808928489685059
2012-08-23,12.801385879516602
2012-08-24,12.801385879516602
2012-08-27,12.808928489685059
2012-08-28,12.801385879516602
2012-08-29,12.801385879516602
2012-08-30,12.680724143981934
2012-08-31,12.643019676208496
2012-09-04,12.643019676208496
2012-09-05,12.710887908935547
2012-09-06,13.06533432006836
2012-09-07,12.993687629699707
2012-09-10,12.884333610534668
2012-09-11,12.922042846679688
2012-09-12,13.042708396911621
2012-09-13,13.291573524475098
2012-09-14,13.310423851013184
2012-09-17,13.219928741455078
2012-09-18,13.140742301940918
2012-09-19,13.340592384338379
2012-09-20,13.55551815032959
2012-09-21,13.65732192993164
2012-09-24,13.736506462097168
2012-09-25,13.521578788757324
2012-09-26,13.242548942565918
2012-09-27,13.495183944702148
2012-09-28,13.476333618164062
2012-10-01,13.401712417602539
2012-10-02,13.575957298278809
2012-10-03,13.712324142456055
2012-10-04,13.825961112976074
2012-10-05,13.841111183166504
2012-10-08,13.716106414794922
2012-10-09,13.378984451293945
2012-10-10,13.318375587463379
2012-10-11,13.307008743286133
2012-10-12,13.553224563598633
2012-10-15,13.799442291259766
2012-10-16,13.890353202819824
2012-10-17,14.060811042785645
2012-10-18,14.125202178955078
2012-10-19,13.996417045593262
2012-10-22,14.026721000671387
2012-10-23,13.799442291259766
2012-10-24,13.795655250549316
2012-10-25,13.772923469543457
2012-10-26,14.227487564086914
2012-10-31,14.216117858886719
2012-11-01,14.223694801330566
2012-11-02,14.246417045593262
2012-11-05,14.178240776062012
2012-11-06,14.079753875732422
2012-11-07,13.856260299682617
2012-11-08,13.712324142456055
2012-11-09,13.682018280029297
2012-11-12,13.700953483581543
2012-11-13,13.678228378295898
2012-11-14,13.409286499023438
2012-11-15,13.310799598693848
2012-11-16,13.428226470947266
2012-11-19,13.640350341796875
2012-11-20,13.848684310913086
2012-11-21,13.822175979614258
2012-11-23,13.981266975402832
2012-11-26,13.875204086303711
2012-11-27,13.746411323547363
2012-11-28,13.886566162109375
2012-11-29,13.962320327758789
2012-11-30,14.091117858886719
2012-12-03,14.045660018920898
2012-12-04,14.091117858886719
2012-12-05,13.96989631652832
2012-12-06,14.068387031555176
2012-12-07,14.026721000671387
2012-12-10,14.11005687713623
2012-12-11,14.166875839233398
2012-12-12,14.174449920654297
2012-12-13,13.992623329162598
2012-12-14,13.841111183166504
2012-12-17,14.219900131225586
2012-12-18,14.413086891174316
2012-12-19,14.397932052612305
2012-12-20,14.428243637084961
2012-12-21,14.1024808883667
2012-12-24,14.151718139648438
2012-12-26,14.128989219665527
2012-12-27,14.011566162109375
2012-12-28,13.902371406555176
2012-12-31,14.214353561401367
2013-01-02,14.655701637268066
2013-01-03,14.492097854614258
2013-01-04,14.48448657989502
2013-01-07,14.419815063476562
2013-01-08,14.518731117248535
2013-01-09,14.617656707763672
2013-01-10,14.648097038269043
2013-01-11,14.632871627807617
2013-01-14,14.807890892028809
2013-01-15,14.91442584991455
2013-01-16,14.906813621520996
2013-01-17,15.199773788452148
2013-01-18,15.321531295776367
2013-01-22,15.14651107788086
2013-01-23,15.21880054473877
2013-01-24,15.059002876281738
2013-01-25,15.127490997314453
2013-01-28,15.055200576782227
2013-01-29,14.880175590515137
2013-01-30,14.849745750427246
2013-01-31,14.488297462463379
2013-02-01,14.686136245727539
2013-02-04,14.530150413513184
2013-02-05,14.929642677307129
2013-02-06,14.735604286193848
2013-02-07,14.69374942779541
2013-02-08,14.743212699890137
2013-02-11,14.701360702514648
2013-02-12,14.826915740966797
2013-02-13,15.268261909484863
2013-02-14,15.348158836364746
2013-02-15,15.69058609008789
2013-02-19,15.770480155944824
2013-02-20,15.580242156982422
2013-02-21,15.249237060546875
2013-02-22,15.18455696105957
2013-02-25,14.994319915771484
2013-02-26,15.100852012634277
2013-02-27,15.275864601135254
2013-02-28,15.138903617858887
2013-03-01,15.230213165283203
2013-03-04,15.363377571105957
2013-03-05,15.580242156982422
2013-03-06,15.542200088500977
2013-03-07,15.454692840576172
2013-03-08,15.599271774291992
2013-03-11,15.648731231689453
2013-03-12,15.492734909057617
2013-03-13,15.443280220031738
2013-03-14,15.660138130187988
2013-03-15,15.488934516906738
2013-03-18,15.359566688537598
2013-03-19,15.268261909484863
2013-03-20,15.591659545898438
2013-03-21,15.370983123779297
2013-03-22,15.682977676391602
2013-03-25,15.873205184936523
2013-03-26,15.778095245361328
2013-03-27,15.884624481201172
2013-03-28,15.972131729125977
2013-04-01,15.817319869995117
2013-04-02,16.168983459472656
2013-04-03,15.985509872436523
2013-04-04,16.100177764892578
2013-04-05,15.886122703552246
2013-04-08,15.912883758544922
2013-04-09,15.779092788696289
2013-04-10,15.909053802490234
2013-04-11,15.981688499450684
2013-04-12,16.054311752319336
2013-04-15,15.729406356811523
2013-04-16,15.82878303527832
2013-04-17,15.526817321777344
2013-04-18,15.285999298095703
2013-04-19,15.503876686096191
2013-04-22,15.46947956085205
2013-04-23,15.633841514587402
2013-04-24,15.545929908752441
2013-04-25,15.576505661010742
2013-04-26,15.813496589660645
2013-04-29,15.859374046325684
2013-04-30,15.786738395690918
2013-05-01,16.000797271728516
2013-05-02,16.096355438232422
2013-05-03,16.260726928710938
2013-05-06,16.352466583251953
2013-05-07,16.45567512512207
2013-05-08,16.543590545654297
2013-05-09,16.421266555786133
2013-05-10,16.467134475708008
2013-05-13,16.509178161621094
2013-05-14,16.56270408630371
2013-05-15,16.715595245361328
2013-05-16,16.386859893798828
2013-05-17,16.298952102661133
2013-05-20,15.870829582214355
2013-05-21,16.142229080200195
2013-05-22,15.970220565795898
2013-05-23,15.985509872436523
2013-05-24,16.035198211669922
2013-05-28,15.985509872436523
2013-05-29,15.591789245605469
2013-05-30,15.652952194213867
2013-05-31,15.3547945022583
2013-06-03,15.465648651123047
2013-06-04,15.641491889953613
2013-06-05,15.362446784973145
2013-06-06,15.38155746459961
2013-06-07,15.740870475769043
2013-06-10,15.545929908752441
2013-06-11,15.350975036621094
2013-06-12,15.106339454650879
2013-06-13,15.194257736206055
2013-06-14,15.190438270568848
2013-06-17,15.320399284362793
2013-06-18,15.438897132873535
2013-06-19,15.370091438293457
2013-06-20,14.873174667358398
2013-06-21,15.201903343200684
2013-06-24,15.205724716186523
2013-06-25,15.3547945022583
2013-06-26,15.362446784973145
2013-06-27,15.404498100280762
2013-06-28,15.958749771118164
2013-07-01,15.615039825439453
2013-07-02,15.649599075317383
2013-07-03,15.803213119506836
2013-07-05,16.014440536499023
2013-07-08,16.2871036529541
2013-07-09,16.3869571685791
2013-07-10,16.4791202545166
2013-07-11,17.074386596679688
2013-07-12,17.15887451171875
2013-07-15,16.95533561706543
2013-07-16,16.893888473510742
2013-07-17,16.847806930541992
2013-07-18,17.028305053710938
2013-07-19,17.11662483215332
2013-07-22,17.2548885345459
2013-07-23,17.335529327392578
2013-07-24,17.266395568847656
2013-07-25,16.963010787963867
2013-07-26,16.794036865234375
2013-07-29,16.66730308532715
2013-07-30,16.402315139770508
2013-07-31,17.3124942779541
2013-08-01,17.60435676574707
2013-08-02,17.55828094482422
2013-08-05,17.52370834350586
2013-08-06,17.277923583984375
2013-08-07,17.35089111328125
2013-08-08,17.258724212646484
2013-08-09,17.135826110839844
2013-08-12,17.19727897644043
2013-08-13,17.224157333374023
2013-08-14,16.843961715698242
2013-08-15,16.517526626586914
2013-08-16,16.33702850341797
2013-08-19,16.202617645263672
2013-08-20,16.394641876220703
2013-08-21,16.064363479614258
2013-08-22,16.137332916259766
2013-08-23,16.07588005065918
2013-08-26,15.914579391479492
2013-08-27,16.052837371826172
2013-08-28,16.098928451538086
2013-08-29,16.298622131347656
2013-08-30,16.164215087890625
2013-09-03,16.413837432861328
2013-09-04,16.5367374420166
2013-09-05,16.33702850341797
2013-09-06,16.313983917236328
2013-09-09,16.244855880737305
2013-09-10,16.452238082885742
