Date,VZ
2010-07-28,13.588521003723145
2010-07-29,13.574419021606445
2010-07-30,13.659028053283691
2010-08-02,13.894037246704102
2010-08-03,13.884639739990234
2010-08-04,13.818838119506836
2010-08-05,13.8893404006958
2010-08-06,13.8893404006958
2010-08-09,14.03504467010498
2010-08-10,14.110249519348145
2010-08-11,13.894037246704102
2010-08-12,14.251261711120605
2010-08-13,14.114954948425293
2010-08-16,14.082046508789062
2010-08-17,14.180754661560059
2010-08-18,14.171355247497559
2010-08-19,13.922243118286133
2010-08-20,13.80473518371582
2010-08-23,13.823537826538086
2010-08-24,13.851736068725586
2010-08-25,13.941041946411133
2010-08-26,13.865839958190918
2010-08-27,14.02564811706543
2010-08-30,13.837636947631836
2010-08-31,13.879939079284668
2010-09-01,14.223057746887207
2010-09-02,14.15255069732666
2010-09-03,14.19486141204834
2010-09-07,14.204258918762207
2010-09-08,14.317065238952637
2010-09-09,14.495676040649414
2010-09-10,14.486274719238281
2010-09-13,14.523876190185547
2010-09-14,14.52857780456543
2010-09-15,14.660181999206543
2010-09-16,14.768285751342773
2010-09-17,14.890504837036133
2010-09-20,15.083213806152344
2010-09-21,15.19131851196289
2010-09-22,15.224225044250488
2010-09-23,15.120807647705078
2010-09-24,15.341726303100586
2010-09-27,15.445137023925781
2010-09-28,15.379327774047852
2010-09-29,15.351125717163086
2010-09-30,15.318224906921387
2010-10-01,15.459234237670898
2010-10-04,15.525030136108398
2010-10-05,15.778853416442871
2010-10-06,15.911450386047363
2010-10-07,15.706360816955566
2010-10-08,15.658661842346191
2010-10-11,15.754042625427246
2010-10-12,15.520337104797363
2010-10-13,15.362939834594727
2010-10-14,15.472646713256836
2010-10-15,15.467876434326172
2010-10-18,15.544188499450684
2010-10-19,15.339098930358887
2010-10-20,15.568036079406738
2010-10-21,15.510805130004883
2010-10-22,15.305709838867188
2010-10-25,15.429716110229492
2010-10-26,15.501258850097656
2010-10-27,15.506027221679688
2010-10-28,15.458334922790527
2010-10-29,15.491716384887695
2010-11-01,15.45356273651123
2010-11-02,15.6443510055542
2010-11-03,15.734979629516602
2010-11-04,15.987759590148926
2010-11-05,15.94483757019043
2010-11-08,15.820825576782227
2010-11-09,15.744518280029297
2010-11-10,15.668201446533203
2010-11-11,15.563267707824707
2010-11-12,15.529879570007324
2010-11-15,15.630044937133789
2010-11-16,15.35340690612793
2010-11-17,15.424946784973145
2010-11-18,15.572805404663086
2010-11-19,15.544188499450684
2010-11-22,15.501258850097656
2010-11-23,15.448802947998047
2010-11-24,15.429716110229492
2010-11-26,15.362939834594727
2010-11-29,15.215083122253418
2010-11-30,15.267549514770508
2010-12-01,15.429716110229492
2010-12-02,15.61573600769043
2010-12-03,15.692045211791992
2010-12-06,15.687277793884277
2010-12-07,15.71589469909668
2010-12-08,15.73019790649414
2010-12-09,16.00684356689453
2010-12-10,16.235788345336914
2010-12-13,16.269174575805664
2010-12-14,16.536266326904297
2010-12-15,16.51719856262207
2010-12-16,16.579193115234375
2010-12-17,16.52195930480957
2010-12-20,16.569660186767578
2010-12-21,16.66504669189453
2010-12-22,16.779516220092773
2010-12-23,16.903533935546875
2010-12-27,16.932151794433594
2010-12-28,16.989383697509766
2010-12-29,16.970304489135742
2010-12-30,16.96076774597168
2010-12-31,17.06569480895996
2011-01-03,17.37571907043457
2011-01-04,17.723905563354492
2011-01-05,17.967151641845703
2011-01-06,17.507123947143555
2011-01-07,17.362163543701172
2011-01-10,17.35732650756836
2011-01-11,17.08672332763672
2011-01-12,17.139875411987305
2011-01-13,17.29934310913086
2011-01-14,17.13504409790039
2011-01-18,16.603504180908203
2011-01-19,16.719472885131836
2011-01-20,16.72430992126465
2011-01-21,16.888608932495117
2011-01-24,17.028732299804688
2011-01-25,17.294506072998047
2011-01-26,17.589275360107422
2011-01-27,17.63276481628418
2011-01-28,17.217199325561523
2011-01-31,17.21236228942871
2011-02-01,17.526460647583008
2011-02-02,17.47330093383789
2011-02-03,17.579614639282227
2011-02-04,17.545787811279297
2011-02-07,17.405654907226562
2011-02-08,17.560285568237305
2011-02-09,17.724580764770508
2011-02-10,17.59894561767578
2011-02-11,17.58444595336914
2011-02-14,17.347673416137695
2011-02-15,17.618270874023438
2011-02-16,17.478132247924805
2011-02-17,17.57477569580078
2011-02-18,17.69558334350586
2011-02-22,17.395986557006836
2011-02-23,17.304170608520508
2011-02-24,17.193035125732422
2011-02-25,17.38149070739746
2011-02-28,17.84054946899414
2011-03-01,17.405654907226562
2011-03-02,17.560285568237305
2011-03-03,17.569948196411133
2011-03-04,17.434646606445312
2011-03-07,17.400814056396484
2011-03-08,17.627939224243164
2011-03-09,17.710081100463867
2011-03-10,17.589275360107422
2011-03-11,17.323509216308594
2011-03-14,16.99974250793457
2011-03-15,16.849945068359375
2011-03-16,16.57451057434082
2011-03-17,17.07223129272461
2011-03-18,17.31866455078125
2011-03-21,17.618270874023438
2011-03-22,17.85504913330078
2011-03-23,17.869544982910156
2011-03-24,17.966188430786133
2011-03-25,18.01934051513672
2011-03-28,18.241621017456055
2011-03-29,18.502567291259766
2011-03-30,18.584712982177734
2011-03-31,18.623367309570312
2011-04-01,18.58954429626465
2011-04-04,18.65719223022461
2011-04-05,18.546056747436523
2011-04-06,18.52549934387207
2011-04-07,18.4814510345459
2011-04-08,18.461872100830078
2011-04-11,18.52549934387207
2011-04-12,18.422714233398438
2011-04-13,18.447179794311523
2011-04-14,18.45697784423828
2011-04-15,18.52549934387207
2011-04-18,18.261199951171875
2011-04-19,18.226938247680664
2011-04-20,18.496131896972656
2011-04-21,18.065420150756836
2011-04-25,18.104585647583008
2011-04-26,18.417818069458008
2011-04-27,18.721275329589844
2011-04-28,18.731060028076172
2011-04-29,18.491235733032227
2011-05-02,18.383556365966797
2011-05-03,18.50102996826172
2011-05-04,18.437393188476562
2011-05-05,18.168197631835938
2011-05-06,18.246511459350586
2011-05-09,18.226938247680664
2011-05-10,18.388450622558594
2011-05-11,18.236724853515625
2011-05-12,18.31993293762207
2011-05-13,18.236724853515625
2011-05-16,18.09478759765625
2011-05-17,18.163314819335938
2011-05-18,18.15352439880371
2011-05-19,18.266096115112305
2011-05-20,18.182880401611328
2011-05-23,18.036056518554688
2011-05-24,18.060518264770508
2011-05-25,17.8158016204834
2011-05-26,17.918594360351562
2011-05-27,17.947956085205078
2011-05-31,18.075206756591797
2011-06-01,17.752174377441406
2011-06-02,17.703229904174805
2011-06-03,17.438936233520508
2011-06-06,17.23336410522461
2011-06-07,17.31656837463379
2011-06-08,17.57108497619629
2011-06-09,17.458499908447266
2011-06-10,17.223575592041016
2011-06-13,17.438936233520508
2011-06-14,17.414459228515625
2011-06-15,17.189313888549805
2011-06-16,17.248050689697266
2011-06-17,17.380197525024414
2011-06-20,17.4487247467041
2011-06-21,17.615135192871094
2011-06-22,17.590656280517578
2011-06-23,17.644498825073242
2011-06-24,17.620023727416992
2011-06-27,17.8158016204834
2011-06-28,17.899009704589844
2011-06-29,17.972429275512695
2011-06-30,18.222042083740234
2011-07-01,18.50102996826172
2011-07-05,18.510814666748047
2011-07-06,18.613950729370117
2011-07-07,18.5544490814209
2011-07-08,18.584196090698242
2011-07-11,18.405698776245117
2011-07-12,18.390823364257812
2011-07-13,18.31644058227539
2011-07-14,18.286693572998047
2011-07-15,18.256940841674805
2011-07-18,18.20240020751953
2011-07-19,18.331321716308594
2011-07-20,18.509824752807617
2011-07-21,18.628816604614258
2011-07-22,18.217273712158203
2011-07-25,17.959436416625977
2011-07-26,17.989187240600586
2011-07-27,17.95448112487793
2011-07-28,17.681766510009766
2011-07-29,17.498302459716797
2011-08-01,17.785886764526367
2011-08-02,17.597476959228516
2011-08-03,17.83547019958496
2011-08-04,17.314838409423828
2011-08-05,17.379302978515625
2011-08-08,16.422325134277344
2011-08-09,17.00246238708496
2011-08-10,16.690080642700195
2011-08-11,17.166093826293945
2011-08-12,17.00741195678711
2011-08-15,17.379302978515625
2011-08-16,17.295011520385742
2011-08-17,17.656972885131836
2011-08-18,17.38922119140625
2011-08-19,17.210710525512695
2011-08-22,17.265254974365234
2011-08-23,17.83051872253418
2011-08-24,18.083391189575195
2011-08-25,17.736310958862305
2011-08-26,17.73134994506836
2011-08-29,17.919769287109375
2011-08-30,18.004066467285156
2011-08-31,17.93464469909668
2011-09-01,17.790849685668945
2011-09-02,17.63218116760254
2011-09-06,17.463598251342773
2011-09-07,17.661928176879883
2011-09-08,17.542932510375977
2011-09-09,17.473508834838867
2011-09-12,17.478471755981445
2011-09-13,17.602432250976562
2011-09-14,17.65201759338379
2011-09-15,17.94455909729004
2011-09-16,18.207359313964844
2011-09-19,17.989187240600586
2011-09-20,18.053647994995117
2011-09-21,17.771015167236328
2011-09-22,17.647050857543945
2011-09-23,17.790849685668945
2011-09-26,18.028850555419922
2011-09-27,18.29164695739746
2011-09-28,18.266868591308594
2011-09-29,18.420570373535156
2011-09-30,18.24702262878418
2011-10-03,18.01894187927246
2011-10-04,18.04869270324707
2011-10-05,17.983339309692383
2011-10-06,18.053712844848633
2011-10-07,18.179407119750977
2011-10-10,18.551437377929688
2011-10-11,18.350339889526367
2011-10-12,18.435802459716797
2011-10-13,18.611766815185547
2011-10-14,18.767621994018555
2011-10-17,18.571552276611328
2011-10-18,18.722375869750977
2011-10-19,18.626848220825195
2011-10-20,18.651988983154297
2011-10-21,18.812868118286133
2011-10-24,18.56652069091797
2011-10-25,18.194482803344727
2011-10-26,18.50619125366211
2011-10-27,18.93352508544922
2011-10-28,18.918445587158203
2011-10-31,18.591655731201172
2011-11-01,18.335254669189453
2011-11-02,18.50115966796875
2011-11-03,18.82794189453125
2011-11-04,18.687179565429688
2011-11-07,18.77264976501465
2011-11-08,18.86313819885254
2011-11-09,18.54640769958496
2011-11-10,18.767621994018555
2011-11-11,18.86313819885254
2011-11-14,18.601709365844727
2011-11-15,18.722375869750977
2011-11-16,18.42575454711914
2011-11-17,18.450883865356445
2011-11-18,18.330224990844727
2011-11-21,18.1341552734375
2011-11-22,18.194482803344727
2011-11-23,17.772172927856445
2011-11-25,17.772172927856445
2011-11-28,18.22464942932129
2011-11-29,18.41569709777832
2011-11-30,18.968721389770508
2011-12-01,18.988826751708984
2011-12-02,19.029052734375
2011-12-05,19.12960433959961
2011-12-06,19.265342712402344
2011-12-07,19.260313034057617
2011-12-08,19.008941650390625
2011-12-09,19.32064437866211
2011-12-12,19.28042221069336
2011-12-13,19.235170364379883
2011-12-14,19.235170364379883
2011-12-15,19.31561279296875
2011-12-16,19.496610641479492
2011-12-19,19.421192169189453
2011-12-20,19.712787628173828
2011-12-21,19.722841262817383
2011-12-22,19.753009796142578
2011-12-23,20.099897384643555
2011-12-27,20.104936599731445
2011-12-28,19.989299774169922
2011-12-29,20.135099411010742
2011-12-30,20.170291900634766
2012-01-03,19.974214553833008
2012-01-04,19.712787628173828
2012-01-05,19.577043533325195
2012-01-06,19.521024703979492
2012-01-09,19.54139518737793
2012-01-10,19.64324951171875
2012-01-11,19.811315536499023
2012-01-12,19.821504592895508
2012-01-13,19.821504592895508
2012-01-17,19.8724308013916
2012-01-18,19.86733627319336
2012-01-19,19.86224937438965
2012-01-20,19.846969604492188
2012-01-23,19.556684494018555
2012-01-24,19.246004104614258
2012-01-25,19.1950740814209
2012-01-26,19.016828536987305
2012-01-27,18.950613021850586
2012-01-30,19.15433692932129
2012-01-31,19.17980194091797
2012-02-01,19.251102447509766
2012-02-02,19.128881454467773
2012-02-03,19.27147102355957
2012-02-06,19.424259185791016
2012-02-07,19.312217712402344
2012-02-08,19.312217712402344
2012-02-09,19.312217712402344
2012-02-10,19.1950740814209
2012-02-13,19.419170379638672
2012-02-14,19.373329162597656
2012-02-15,19.266376495361328
2012-02-16,19.3784236907959
2012-02-17,19.58722686767578
2012-02-21,19.602516174316406
2012-02-22,19.459911346435547
2012-02-23,19.419170379638672
2012-02-24,19.424259185791016
2012-02-27,19.419170379638672
2012-02-28,19.42935562133789
2012-02-29,19.408977508544922
2012-03-01,19.57195281982422
2012-03-02,19.694185256958008
2012-03-05,19.86224937438965
2012-03-06,19.70436668395996
2012-03-07,19.796039581298828
2012-03-08,19.974288940429688
2012-03-09,19.913169860839844
2012-03-12,20.02522087097168
2012-03-13,20.106700897216797
2012-03-14,20.10161018371582
2012-03-15,20.13726806640625
2012-03-16,20.152536392211914
2012-03-19,20.193286895751953
2012-03-20,20.183103561401367
2012-03-21,20.25948715209961
2012-03-22,20.19837760925293
2012-03-23,20.076147079467773
2012-03-26,20.030311584472656
2012-03-27,19.689088821411133
2012-03-28,19.48536491394043
2012-03-29,19.388608932495117
2012-03-30,19.4700927734375
2012-04-02,19.61779022216797
2012-04-03,19.58722686767578
2012-04-04,19.55158233642578
2012-04-05,19.43290138244629
2012-04-09,19.329692840576172
2012-04-10,18.9891300201416
2012-04-11,19.28841209411621
2012-04-12,19.376136779785156
2012-04-13,19.226491928100586
2012-04-16,19.3142147064209
2012-04-17,19.474180221557617
2012-04-18,19.43290138244629
2012-04-19,19.685747146606445
2012-04-20,19.985029220581055
2012-04-23,19.902463912963867
2012-04-24,20.382356643676758
2012-04-25,20.37203598022461
2012-04-26,20.712602615356445
2012-04-27,20.75904083251953
2012-04-30,20.836448669433594
2012-05-01,20.929332733154297
2012-05-02,20.949960708618164
2012-05-03,20.970605850219727
2012-05-04,20.774517059326172
2012-05-07,20.913841247558594
2012-05-08,20.92416763305664
2012-05-09,20.769365310668945
2012-05-10,20.92416763305664
2012-05-11,21.23893165588379
2012-05-14,21.0996150970459
2012-05-15,21.18216896057129
2012-05-16,21.094446182250977
2012-05-17,21.3472900390625
2012-05-18,21.429853439331055
2012-05-21,21.331804275512695
2012-05-22,21.357606887817383
2012-05-23,21.30084991455078
2012-05-24,21.357606887817383
2012-05-25,21.388572692871094
2012-05-29,21.54336929321289
2012-05-30,21.37310028076172
2012-05-31,21.486618041992188
2012-06-01,21.17184829711914
2012-06-04,21.331804275512695
2012-06-05,21.259571075439453
2012-06-06,21.553695678710938
2012-06-07,21.486618041992188
2012-06-08,21.899415969848633
2012-06-11,21.961341857910156
2012-06-12,22.157428741455078
2012-06-13,22.183225631713867
2012-06-14,22.575389862060547
2012-06-15,22.472185134887695
2012-06-18,22.61151123046875
2012-06-19,22.565073013305664
2012-06-20,22.34318733215332
2012-06-21,22.358671188354492
2012-06-22,22.6785945892334
2012-06-25,22.52379035949707
2012-06-26,22.621841430664062
2012-06-27,22.590879440307617
2012-06-28,22.688919067382812
2012-06-29,22.931440353393555
2012-07-02,23.184284210205078
2012-07-03,23.194604873657227
2012-07-05,23.16364860534668
2012-07-06,23.179288864135742
2012-07-09,23.34628677368164
2012-07-10,23.325408935546875
2012-07-11,23.429773330688477
2012-07-12,23.30974769592285
2012-07-13,23.591541290283203
2012-07-16,23.622846603393555
2012-07-17,23.826356887817383
2012-07-18,23.946378707885742
2012-07-19,23.241914749145508
2012-07-20,23.21582794189453
2012-07-23,23.142770767211914
2012-07-24,22.84011459350586
2012-07-25,22.814023971557617
2012-07-26,23.200166702270508
2012-07-27,23.429773330688477
2012-07-30,23.455862045288086
2012-07-31,23.555009841918945
2012-08-01,23.591541290283203
2012-08-02,23.283660888671875
2012-08-03,23.200166702270508
2012-08-06,23.32018280029297
2012-08-07,23.205392837524414
2012-08-08,23.054059982299805
2012-08-09,23.137554168701172
2012-08-10,23.27322769165039
2012-08-13,23.101032257080078
2012-08-14,23.132335662841797
2012-08-15,23.05927848815918
2012-08-16,23.022743225097656
2012-08-17,22.991437911987305
2012-08-20,22.8035945892334
2012-08-21,22.380918502807617
2012-08-22,22.240022659301758
2012-08-23,22.04694938659668
2012-08-24,22.527029037475586
2012-08-27,22.313074111938477
2012-08-28,22.2661075592041
2012-08-29,22.48527717590332
2012-08-30,22.318283081054688
2012-08-31,22.40700340270996
2012-09-04,22.8035945892334
2012-09-05,22.85576629638672
2012-09-06,23.038408279418945
2012-09-07,22.814023971557617
2012-09-10,22.991437911987305
2012-09-11,23.085376739501953
2012-09-12,23.4245548248291
2012-09-13,23.784622192382812
2012-09-14,23.236696243286133
2012-09-17,23.262798309326172
2012-09-18,23.43498992919922
2012-09-19,23.622846603393555
2012-09-20,23.737648010253906
2012-09-21,23.8159236907959
2012-09-24,23.836788177490234
2012-09-25,23.805477142333984
2012-09-26,23.789827346801758
2012-09-27,23.878528594970703
2012-09-28,23.779396057128906
2012-10-01,23.904626846313477
2012-10-02,23.93071937561035
2012-10-03,24.149887084960938
2012-10-04,24.661266326904297
2012-10-05,24.82217788696289
2012-10-08,24.568941116333008
2012-10-09,24.326257705688477
2012-10-10,24.152164459228516
2012-10-11,23.846174240112305
2012-10-12,23.540180206298828
2012-10-15,23.47687339782715
2012-10-16,23.255298614501953
2012-10-17,23.592945098876953
2012-10-18,24.152164459228516
2012-10-19,23.825071334838867
2012-10-22,23.619314193725586
2012-10-23,23.250024795532227
2012-10-24,23.33443260192871
2012-10-25,23.34497833251953
2012-10-26,23.59821128845215
2012-10-31,23.550743103027344
2012-11-01,23.814517974853516
2012-11-02,23.487424850463867
2012-11-05,23.318607330322266
2012-11-06,23.37136459350586
2012-11-07,22.785755157470703
2012-11-08,22.479772567749023
2012-11-09,22.495594024658203
2012-11-12,22.453386306762695
2012-11-13,22.442840576171875
2012-11-14,22.284563064575195
2012-11-15,21.999679565429688
2012-11-16,21.84140968322754
2012-11-19,22.585275650024414
2012-11-20,22.590559005737305
2012-11-21,22.769920349121094
2012-11-23,23.086471557617188
2012-11-26,22.843793869018555
2012-11-27,22.674968719482422
2012-11-28,22.980960845947266
2012-11-29,23.21837043762207
2012-11-30,23.276395797729492
2012-12-03,23.265840530395508
2012-12-04,23.038990020751953
2012-12-05,23.265840530395508
2012-12-06,23.450504302978516
2012-12-07,23.42940330505371
2012-12-10,23.228918075561523
2012-12-11,23.445222854614258
2012-12-12,23.6298828125
2012-12-13,23.487424850463867
2012-12-14,23.32387351989746
2012-12-17,23.276395797729492
2012-12-18,23.144502639770508
2012-12-19,22.88599395751953
2012-12-20,23.11285400390625
2012-12-21,22.986234664916992
2012-12-24,22.970401763916016
2012-12-26,22.922929763793945
2012-12-27,22.938753128051758
2012-12-28,22.632768630981445
2012-12-31,22.82796287536621
2013-01-02,23.355541229248047
2013-01-03,23.24473762512207
2013-01-04,23.37136459350586
2013-01-07,23.57710838317871
2013-01-08,23.00336456298828
2013-01-09,22.94999122619629
2013-01-10,23.26487922668457
2013-01-11,23.110111236572266
2013-01-14,22.731164932250977
2013-01-15,22.40026092529297
2013-01-16,22.154748916625977
2013-01-17,22.48566246032715
2013-01-18,22.704484939575195
2013-01-22,22.91796875
2013-01-23,22.83791160583496
2013-01-24,22.731164932250977
2013-01-25,22.773860931396484
2013-01-28,22.827226638793945
2013-01-29,23.21685028076172
2013-01-30,23.275558471679688
2013-01-31,23.275558471679688
2013-02-01,23.7825984954834
2013-02-04,23.761245727539062
2013-02-05,23.7825984954834
2013-02-06,23.884000778198242
2013-02-07,23.729217529296875
2013-02-08,23.67051887512207
2013-02-11,23.654497146606445
2013-02-12,23.71855354309082
2013-02-13,23.761245727539062
2013-02-14,23.65984344482422
2013-02-15,23.69721031188965
2013-02-19,23.750572204589844
2013-02-20,23.974729537963867
2013-02-21,24.08148193359375
2013-02-22,24.23091697692871
2013-02-25,24.40170669555664
2013-02-26,24.615196228027344
2013-02-27,24.737960815429688
2013-02-28,24.834028244018555
2013-03-01,24.935428619384766
2013-03-04,25.143585205078125
2013-03-05,25.453144073486328
2013-03-06,25.234312057495117
2013-03-07,25.341062545776367
2013-03-08,25.597246170043945
2013-03-11,25.517187118530273
2013-03-12,25.810731887817383
2013-03-13,25.586570739746094
2013-03-14,25.874784469604492
2013-03-15,25.629262924194336
2013-03-18,26.01888656616211
2013-03-19,26.125638961791992
2013-03-20,25.938827514648438
2013-03-21,26.045560836791992
2013-03-22,26.16299819946289
2013-03-25,26.237712860107422
2013-03-26,26.40850257873535
2013-03-27,26.12029266357422
2013-03-28,26.232370376586914
2013-04-01,26.26972770690918
2013-04-02,26.419179916381836
2013-04-03,26.146984100341797
2013-04-04,26.31242561340332
2013-04-05,26.451194763183594
2013-04-08,26.65883445739746
2013-04-09,26.621076583862305
2013-04-10,26.8907527923584
2013-04-11,27.24130630493164
2013-04-12,27.430076599121094
2013-04-15,27.311426162719727
2013-04-16,27.214345932006836
2013-04-17,26.718172073364258
2013-04-18,27.457048416137695
2013-04-19,28.17974281311035
2013-04-22,28.147384643554688
2013-04-23,28.217483520507812
2013-04-24,27.937044143676758
2013-04-25,28.702880859375
2013-04-26,28.92400550842285
2013-04-29,28.83232307434082
2013-04-30,29.07501792907715
2013-05-01,28.260643005371094
2013-05-02,28.330745697021484
2013-05-03,28.41164207458496
2013-05-06,28.07187271118164
2013-05-07,28.54108238220215
2013-05-08,28.6435489654541
2013-05-09,28.427825927734375
2013-05-10,28.524900436401367
2013-05-13,28.341535568237305
2013-05-14,28.675914764404297
2013-05-15,28.907821655273438
2013-05-16,28.692087173461914
2013-05-17,28.77298927307129
2013-05-20,28.444000244140625
2013-05-21,28.082664489746094
2013-05-22,27.759071350097656
2013-05-23,27.985584259033203
2013-05-24,27.71592140197754
2013-05-28,27.40850257873535
2013-05-29,26.734342575073242
2013-05-30,26.470081329345703
2013-05-31,26.1464786529541
2013-06-03,26.243560791015625
2013-06-04,26.34063720703125
2013-06-05,26.04940414428711
2013-06-06,26.950082778930664
2013-06-07,27.095703125
2013-06-10,27.252094268798828
2013-06-11,27.06333351135254
2013-06-12,26.912330627441406
2013-06-13,27.311426162719727
2013-06-14,27.5433349609375
2013-06-17,27.34917640686035
2013-06-18,27.80220603942871
2013-06-19,26.993221282958984
2013-06-20,26.40535545349121
2013-06-21,26.707386016845703
2013-06-24,26.49165153503418
2013-06-25,27.20356559753418
2013-06-26,27.32221031188965
2013-06-27,27.505578994750977
2013-06-28,27.149627685546875
2013-07-01,27.160417556762695
2013-07-02,27.3060359954834
2013-07-03,27.510971069335938
2013-07-05,27.667381286621094
2013-07-08,27.877134323120117
2013-07-09,27.76271629333496
2013-07-10,27.53390884399414
2013-07-11,27.89891815185547
2013-07-12,27.46307945251465
2013-07-15,27.217926025390625
2013-07-16,27.392261505126953
2013-07-17,27.642866134643555
2013-07-18,27.223377227783203
2013-07-19,27.212467193603516
2013-07-22,27.38680076599121
2013-07-23,27.435848236083984
2013-07-24,27.446731567382812
2013-07-25,27.626522064208984
2013-07-26,27.795398712158203
2013-07-29,28.05145835876465
2013-07-30,27.468538284301758
2013-07-31,26.9564208984375
2013-08-01,27.245162963867188
2013-08-02,27.37590789794922
2013-08-05,27.354114532470703
2013-08-06,27.288753509521484
2013-08-07,27.201581954956055
2013-08-08,27.032686233520508
2013-08-09,26.8692569732666
2013-08-12,27.049036026000977
2013-08-13,26.776647567749023
2013-08-14,26.634990692138672
2013-08-15,26.444313049316406
2013-08-16,25.99213218688965
2013-08-19,25.877729415893555
2013-08-20,26.10109519958496
2013-08-21,25.752424240112305
2013-08-22,25.616228103637695
2013-08-23,25.93766212463379
2013-08-26,25.572650909423828
2013-08-27,25.57809066772461
2013-08-28,25.36561393737793
2013-08-29,26.052064895629883
2013-08-30,25.812355041503906
2013-09-03,25.06598472595215
2013-09-04,25.485477447509766
2013-09-05,25.409202575683594
2013-09-06,25.245765686035156
2013-09-09,25.01150894165039
2013-09-10,25.31658935546875
2013-09-11,25.343833923339844
2013-09-12,25.796010971069336
2013-09-13,26.019378662109375
2013-09-16,26.313570022583008
