Date,YUM
2010-01-04,18.697776794433594
2010-01-05,18.633827209472656
2010-01-06,18.50061798095703
2010-01-07,18.49528694152832
2010-01-08,18.50061798095703
2010-01-11,18.820327758789062
2010-01-12,19.177345275878906
2010-01-13,19.236299514770508
2010-01-14,19.445331573486328
2010-01-15,19.11838722229004
2010-01-19,19.107666015625
2010-01-20,18.83966636657715
2010-01-21,18.743194580078125
2010-01-22,18.37873077392578
2010-01-25,18.37337303161621
2010-01-26,18.400165557861328
2010-01-27,18.657440185546875
2010-01-28,18.405534744262695
2010-01-29,18.335857391357422
2010-02-01,18.984392166137695
2010-02-02,19.198781967163086
2010-02-03,18.941513061523438
2010-02-04,17.901714324951172
2010-02-05,17.676593780517578
2010-02-08,17.5372371673584
2010-02-09,17.72483253479004
2010-02-10,17.773073196411133
2010-02-11,17.896352767944336
2010-02-12,17.880266189575195
2010-02-16,18.008907318115234
2010-02-17,18.041067123413086
2010-02-18,18.046419143676758
2010-02-19,18.11073875427246
2010-02-22,18.05178451538086
2010-02-23,17.998186111450195
2010-02-24,18.067861557006836
2010-02-25,18.062501907348633
2010-02-26,18.07321548461914
2010-03-01,18.15897560119629
2010-03-02,18.266178131103516
2010-03-03,18.207223892211914
2010-03-04,18.234012603759766
2010-03-05,18.68959617614746
2010-03-08,18.97902488708496
2010-03-09,19.616844177246094
2010-03-10,19.766918182373047
2010-03-11,19.992033004760742
2010-03-12,20.083141326904297
2010-03-15,20.195703506469727
2010-03-16,20.168909072875977
2010-03-17,20.710233688354492
2010-03-18,20.447614669799805
2010-03-19,20.335054397583008
2010-03-22,20.447614669799805
2010-03-23,20.501209259033203
2010-03-24,20.3243350982666
2010-03-25,20.394014358520508
2010-03-26,20.511940002441406
2010-03-29,20.46369743347168
2010-03-30,20.570890426635742
2010-03-31,20.54408836364746
2010-04-01,21.010391235351562
2010-04-05,21.46061134338379
2010-04-06,21.331979751586914
2010-04-07,21.519569396972656
2010-04-08,21.476696014404297
2010-04-09,21.814350128173828
2010-04-12,21.85723304748535
2010-04-13,22.06090545654297
2010-04-14,22.454187393188477
2010-04-15,23.046777725219727
2010-04-16,23.003679275512695
2010-04-19,22.9929141998291
2010-04-20,23.219179153442383
2010-04-21,23.224565505981445
2010-04-22,23.262269973754883
2010-04-23,23.40234375
2010-04-26,23.671703338623047
2010-04-27,23.046777725219727
2010-04-28,22.815126419067383
2010-04-29,23.041397094726562
2010-04-30,22.852840423583984
2010-05-03,23.2030086517334
2010-05-04,22.454187393188477
2010-05-05,22.28178596496582
2010-05-06,21.58683204650879
2010-05-07,21.33901023864746
2010-05-10,22.669668197631836
2010-05-11,22.52420997619629
2010-05-12,22.847454071044922
2010-05-13,22.335662841796875
2010-05-14,21.856199264526367
2010-05-17,22.157882690429688
2010-05-18,22.141721725463867
2010-05-19,22.007038116455078
2010-05-20,21.355178833007812
2010-05-21,21.629934310913086
2010-05-24,21.419824600219727
2010-05-25,21.532962799072266
2010-05-26,21.543733596801758
2010-05-27,22.30333137512207
2010-05-28,22.060903549194336
2010-06-01,21.81309700012207
2010-06-02,22.308725357055664
2010-06-03,22.58347511291504
2010-06-04,22.01242446899414
2010-06-07,21.425214767456055
2010-06-08,22.028581619262695
2010-06-09,22.200986862182617
2010-06-10,22.65351676940918
2010-06-11,22.62657356262207
2010-06-14,22.723552703857422
2010-06-15,23.37001609802246
2010-06-16,23.01984405517578
2010-06-17,22.93903923034668
2010-06-18,22.890544891357422
2010-06-21,23.052169799804688
2010-06-22,22.62118148803711
2010-06-23,22.308725357055664
2010-06-24,22.071687698364258
2010-06-25,22.066307067871094
2010-06-28,21.829254150390625
2010-06-29,21.2097225189209
2010-06-30,21.031936645507812
2010-07-01,21.058874130249023
2010-07-02,20.75718879699707
2010-07-06,20.848773956298828
2010-07-07,21.392885208129883
2010-07-08,21.538341522216797
2010-07-09,21.6945743560791
2010-07-12,22.01781463623047
2010-07-13,22.470338821411133
2010-07-14,22.199613571166992
2010-07-15,22.307905197143555
2010-07-16,21.696060180664062
2010-07-19,21.658161163330078
2010-07-20,22.28083610534668
2010-07-21,21.582361221313477
2010-07-22,22.291664123535156
2010-07-23,22.535314559936523
2010-07-26,22.816871643066406
2010-07-27,22.708580017089844
2010-07-28,22.481176376342773
2010-07-29,22.378299713134766
2010-07-30,22.36205291748047
2010-08-02,22.762733459472656
2010-08-03,22.410776138305664
2010-08-04,22.605712890625
2010-08-05,22.963064193725586
2010-08-06,22.935997009277344
2010-08-09,23.11467742919922
2010-08-10,22.95223045349121
2010-08-11,22.28083610534668
2010-08-12,22.199613571166992
2010-08-13,22.11840057373047
2010-08-16,22.161718368530273
2010-08-17,22.751903533935547
2010-08-18,22.833110809326172
2010-08-19,22.692344665527344
2010-08-20,22.91434097290039
2010-08-23,22.692344665527344
2010-08-24,22.519079208374023
2010-08-25,22.91434097290039
2010-08-26,22.935997009277344
2010-08-27,22.91434097290039
2010-08-30,22.578632354736328
2010-08-31,22.578632354736328
2010-09-01,23.065948486328125
2010-09-02,23.742761611938477
2010-09-03,24.013484954833984
2010-09-07,23.975587844848633
2010-09-08,24.10011863708496
2010-09-09,23.742761611938477
2010-09-10,24.105539321899414
2010-09-13,24.657819747924805
2010-09-14,24.646984100341797
2010-09-15,24.86356544494629
2010-09-16,24.809429168701172
2010-09-17,24.771526336669922
2010-09-20,25.22092628479004
2010-09-21,25.145126342773438
2010-09-22,25.16136932373047
2010-09-23,24.809429168701172
2010-09-24,25.177610397338867
2010-09-27,25.107221603393555
2010-09-28,25.145126342773438
2010-09-29,25.058494567871094
2010-09-30,24.93937873840332
2010-10-01,25.16678810119629
2010-10-04,25.134288787841797
2010-10-05,25.340051651000977
2010-10-06,25.643264770507812
2010-10-07,25.562055587768555
2010-10-08,25.8002872467041
2010-10-11,25.762380599975586
2010-10-12,25.93564796447754
2010-10-13,26.10438346862793
2010-10-14,26.354755401611328
2010-10-15,26.588802337646484
2010-10-18,26.46361541748047
2010-10-19,25.957414627075195
2010-10-20,26.365642547607422
2010-10-21,26.56159210205078
2010-10-22,26.980695724487305
2010-10-25,27.149433135986328
2010-10-26,27.1113224029541
2010-10-27,26.692214965820312
2010-10-28,26.811962127685547
2010-10-29,26.97525978088379
2010-11-01,27.105884552001953
2010-11-02,27.508670806884766
2010-11-03,27.671960830688477
2010-11-04,28.020305633544922
2010-11-05,27.93865394592285
2010-11-08,28.134599685668945
2010-11-09,27.573978424072266
2010-11-10,27.971309661865234
2010-11-11,28.24890899658203
2010-11-12,27.644737243652344
2010-11-15,27.824356079101562
2010-11-16,26.82285499572754
2010-11-17,27.018796920776367
2010-11-18,27.51409912109375
2010-11-19,27.644737243652344
2010-11-22,27.563093185424805
2010-11-23,27.05145835876465
2010-11-24,27.519542694091797
2010-11-26,27.241958618164062
2010-11-29,27.22562599182129
2010-11-30,27.258289337158203
2010-12-01,27.437904357910156
2010-12-02,27.72637367248535
2010-12-03,27.524993896484375
2010-12-06,27.165754318237305
2010-12-07,27.44334602355957
2010-12-08,27.361705780029297
2010-12-09,27.029687881469727
2010-12-10,27.356258392333984
2010-12-13,26.926259994506836
2010-12-14,26.920822143554688
2010-12-15,26.855504989624023
2010-12-16,27.22562599182129
2010-12-17,27.241958618164062
2010-12-20,27.007909774780273
2010-12-21,27.22562599182129
2010-12-22,27.26372528076172
2010-12-23,27.029687881469727
2010-12-27,26.9534854888916
2010-12-28,26.79564666748047
2010-12-29,26.997024536132812
2010-12-30,26.83917236328125
2010-12-31,26.697662353515625
2011-01-03,26.719436645507812
2011-01-04,26.31121063232422
2011-01-05,26.436412811279297
2011-01-06,26.62146759033203
2011-01-07,26.9534854888916
2011-01-10,26.9915828704834
2011-01-11,26.817413330078125
2011-01-12,26.888526916503906
2011-01-13,26.751760482788086
2011-01-14,26.1718692779541
2011-01-18,26.9432315826416
2011-01-19,26.965118408203125
2011-01-20,26.609527587890625
2011-01-21,26.407094955444336
2011-01-24,26.423524856567383
2011-01-25,26.259403228759766
2011-01-26,26.133567810058594
2011-01-27,26.03510284423828
2011-01-28,25.384075164794922
2011-01-31,25.581024169921875
2011-02-01,25.942096710205078
2011-02-02,26.11168098449707
2011-02-03,26.932292938232422
2011-02-04,26.970584869384766
2011-02-07,27.025291442871094
2011-02-08,27.12923812866211
2011-02-09,27.08000373840332
2011-02-10,27.211294174194336
2011-02-11,27.227710723876953
2011-02-14,27.517654418945312
2011-02-15,27.752901077270508
2011-02-16,27.99909019470215
2011-02-17,28.108489990234375
2011-02-18,27.99361228942871
2011-02-22,27.200366973876953
2011-02-23,26.954187393188477
2011-02-24,27.00889015197754
2011-02-25,27.35901641845703
2011-02-28,27.534067153930664
2011-03-01,27.2714786529541
2011-03-02,27.069063186645508
2011-03-03,27.714616775512695
2011-03-04,27.884197235107422
2011-03-07,27.813079833984375
2011-03-08,28.52973747253418
2011-03-09,28.80874252319336
2011-03-10,28.91269302368164
2011-03-11,28.764978408813477
2011-03-14,28.392969131469727
2011-03-15,27.873254776000977
2011-03-16,27.818546295166016
2011-03-17,27.8951358795166
2011-03-18,27.90060806274414
2011-03-21,28.037382125854492
2011-03-22,27.80215072631836
2011-03-23,27.949851989746094
2011-03-24,28.392969131469727
2011-03-25,28.360145568847656
2011-03-28,28.157732009887695
2011-03-29,28.064735412597656
2011-03-30,28.29996681213379
2011-03-31,28.108489990234375
2011-04-01,28.119430541992188
2011-04-04,27.829483032226562
2011-04-05,27.33165168762207
2011-04-06,27.408241271972656
2011-04-07,27.03622817993164
2011-04-08,27.123767852783203
2011-04-11,27.337125778198242
2011-04-12,27.276960372924805
2011-04-13,27.480388641357422
2011-04-14,27.865262985229492
2011-04-15,28.107189178466797
2011-04-18,27.700313568115234
2011-04-19,27.980731964111328
2011-04-20,28.343618392944336
2011-04-21,29.498252868652344
2011-04-25,29.250829696655273
2011-04-26,28.69001007080078
2011-04-27,28.755979537963867
2011-04-28,29.04740333557129
2011-04-29,29.492755889892578
2011-05-02,29.415786743164062
2011-05-03,29.674198150634766
2011-05-04,29.377290725708008
2011-05-05,29.2783203125
2011-05-06,29.492755889892578
2011-05-09,29.877639770507812
2011-05-10,30.174530029296875
2011-05-11,30.01508331298828
2011-05-12,30.092058181762695
2011-05-13,30.163555145263672
2011-05-16,29.73467254638672
2011-05-17,30.053571701049805
2011-05-18,30.5814208984375
2011-05-19,31.169723510742188
2011-05-20,30.933292388916016
2011-05-23,30.685876846313477
2011-05-24,30.60889434814453
2011-05-25,30.71337127685547
2011-05-26,30.82884407043457
2011-05-27,30.487945556640625
2011-05-31,30.416467666625977
2011-06-01,29.943613052368164
2011-06-02,29.96010398864746
2011-06-03,29.92161750793457
2011-06-06,29.62471580505371
2011-06-07,29.773162841796875
2011-06-08,29.448762893676758
2011-06-09,29.525741577148438
2011-06-10,29.030902862548828
2011-06-13,29.157371520996094
2011-06-14,29.67970085144043
2011-06-15,29.70719337463379
2011-06-16,29.927114486694336
2011-06-17,30.147043228149414
2011-06-20,30.00408935546875
2011-06-21,30.50992202758789
2011-06-22,30.097557067871094
2011-06-23,29.910621643066406
2011-06-24,29.60271453857422
2011-06-27,29.910621643066406
2011-06-28,30.443952560424805
2011-06-29,30.366975784301758
2011-06-30,30.372488021850586
2011-07-01,31.202722549438477
2011-07-05,31.1202449798584
2011-07-06,30.87281608581543
2011-07-07,30.564916610717773
2011-07-08,30.57590675354004
2011-07-11,30.52092933654785
2011-07-12,30.366975784301758
2011-07-13,30.69837188720703
2011-07-14,31.134727478027344
2011-07-15,30.659709930419922
2011-07-18,30.2951717376709
2011-07-19,30.466405868530273
2011-07-20,30.013498306274414
2011-07-21,30.10186195373535
2011-07-22,30.140522003173828
2011-07-25,29.737321853637695
2011-07-26,29.67658042907715
2011-07-27,28.94197654724121
2011-07-28,29.09662628173828
2011-07-29,29.173954010009766
2011-08-01,29.08557891845703
2011-08-02,28.15766716003418
2011-08-03,28.196331024169922
