Date,O
2010-11-05,17.032506942749023
2010-11-08,16.95514488220215
2010-11-09,16.534404754638672
2010-11-10,16.49570083618164
2010-11-11,16.46185874938965
2010-11-12,16.37481117248535
2010-11-15,16.355459213256836
2010-11-16,16.021778106689453
2010-11-17,16.27325439453125
2010-11-18,16.123334884643555
2010-11-19,16.29259490966797
2010-11-22,16.369970321655273
2010-11-23,16.355459213256836
2010-11-24,16.63111686706543
2010-11-26,16.635950088500977
2010-11-29,16.662185668945312
2010-11-30,16.535917282104492
2010-12-01,16.51163673400879
2010-12-02,16.560197830200195
2010-12-03,16.521345138549805
2010-12-06,16.433929443359375
2010-12-07,16.540782928466797
2010-12-08,16.225101470947266
2010-12-09,16.132837295532227
2010-12-10,16.31252098083496
2010-12-13,16.438785552978516
2010-12-14,16.41936492919922
2010-12-15,16.10369300842285
2010-12-16,16.176551818847656
2010-12-17,16.458213806152344
2010-12-20,16.57476234436035
2010-12-21,16.68646812438965
2010-12-22,16.807876586914062
2010-12-23,16.618486404418945
2010-12-27,16.803016662597656
2010-12-28,16.827302932739258
2010-12-29,16.812734603881836
2010-12-30,16.78054428100586
2010-12-31,16.678136825561523
2011-01-03,16.863445281982422
2011-01-04,16.526952743530273
2011-01-05,16.5123291015625
2011-01-06,16.400161743164062
2011-01-07,16.487947463989258
2011-01-10,16.439184188842773
2011-01-11,16.361148834228516
2011-01-12,16.38553237915039
2011-01-13,16.424549102783203
2011-01-14,16.439184188842773
2011-01-18,16.785423278808594
2011-01-19,16.561098098754883
2011-01-20,16.43429946899414
2011-01-21,16.497692108154297
2011-01-24,16.67325782775879
2011-01-25,16.93170738220215
2011-01-26,16.975605010986328
2011-01-27,17.12678337097168
2011-01-28,16.913286209106445
2011-01-31,17.118959426879883
2011-02-01,17.177701950073242
2011-02-02,17.050397872924805
2011-02-03,17.138530731201172
2011-02-04,16.918180465698242
2011-02-07,17.0552921295166
2011-02-08,17.128740310668945
2011-02-09,17.069988250732422
2011-02-10,17.158124923706055
2011-02-11,17.040578842163086
2011-02-14,17.1874942779541
2011-02-15,17.030811309814453
2011-02-16,17.15322494506836
2011-02-17,17.290327072143555
2011-02-18,17.373577117919922
2011-02-22,17.368682861328125
2011-02-23,17.260950088500977
2011-02-24,17.14832878112793
2011-02-25,17.52399444580078
2011-02-28,17.686243057250977
2011-03-01,17.28797149658203
2011-03-02,17.150300979614258
2011-03-03,17.283061981201172
2011-03-04,17.150300979614258
2011-03-07,17.174867630004883
2011-03-08,17.33222198486328
2011-03-09,17.061784744262695
2011-03-10,16.889694213867188
2011-03-11,16.983118057250977
2011-03-14,16.894624710083008
2011-03-15,16.914291381835938
2011-03-16,16.84052085876465
2011-03-17,16.992956161499023
2011-03-18,17.032285690307617
2011-03-21,17.091291427612305
2011-03-22,16.929033279418945
2011-03-23,16.82577896118164
2011-03-24,16.919204711914062
2011-03-25,17.022462844848633
2011-03-28,17.037206649780273
2011-03-29,17.09621238708496
2011-03-30,17.197433471679688
2011-03-31,17.25667953491211
2011-04-01,17.231998443603516
2011-04-04,17.30112075805664
2011-04-05,17.281356811523438
2011-04-06,17.30605125427246
2011-04-07,17.1381778717041
2011-04-08,17.103612899780273
2011-04-11,17.078927993774414
2011-04-12,17.11349105834961
2011-04-13,17.054237365722656
2011-04-14,17.246789932250977
2011-04-15,17.315914154052734
2011-04-18,17.118431091308594
2011-04-19,17.266557693481445
2011-04-20,17.424549102783203
2011-04-21,17.533185958862305
2011-04-25,17.597381591796875
2011-04-26,17.641815185546875
2011-04-27,17.78498649597168
2011-04-28,17.881668090820312
2011-04-29,17.623872756958008
2011-05-02,17.6090030670166
2011-05-03,17.62883186340332
2011-05-04,17.6090030670166
2011-05-05,17.62883186340332
2011-05-06,17.465229034423828
2011-05-09,17.51976776123047
2011-05-10,17.574308395385742
2011-05-11,17.425588607788086
2011-05-12,17.47018814086914
2011-05-13,17.34130096435547
2011-05-16,17.34130096435547
2011-05-17,17.336341857910156
2011-05-18,17.52472686767578
2011-05-19,17.554473876953125
2011-05-20,17.41070556640625
2011-05-23,17.28676986694336
2011-05-24,17.27684783935547
2011-05-25,17.227277755737305
2011-05-26,17.35120391845703
2011-05-27,17.39851188659668
2011-05-31,17.493085861206055
2011-06-01,17.030134201049805
2011-06-02,16.985319137573242
2011-06-03,17.00025749206543
2011-06-06,16.801132202148438
2011-06-07,16.905683517456055
2011-06-08,16.78122901916504
2011-06-09,16.547252655029297
2011-06-10,16.069351196289062
2011-06-13,16.10419464111328
2011-06-14,16.432754516601562
2011-06-15,16.303319931030273
2011-06-16,16.452661514282227
2011-06-17,16.666717529296875
2011-06-20,16.741395950317383
2011-06-21,16.81108283996582
2011-06-22,16.681665420532227
2011-06-23,16.402881622314453
2011-06-24,16.47257423400879
2011-06-27,16.507413864135742
2011-06-28,16.621917724609375
2011-06-29,16.834415435791016
2011-06-30,16.74441909790039
2011-07-01,17.009403228759766
2011-07-05,17.079408645629883
2011-07-06,17.34440040588379
2011-07-07,17.5044002532959
2011-07-08,17.469392776489258
2011-07-11,17.209400177001953
2011-07-12,17.254396438598633
2011-07-13,17.03940773010254
2011-07-14,16.8844051361084
2011-07-15,17.02941131591797
2011-07-18,16.9044132232666
2011-07-19,17.034404754638672
2011-07-20,17.114402770996094
2011-07-21,17.214399337768555
2011-07-22,17.26940155029297
2011-07-25,17.05941390991211
2011-07-26,17.054399490356445
2011-07-27,16.609424591064453
2011-07-28,16.406051635742188
2011-07-29,16.300594329833984
2011-08-01,16.3206729888916
2011-08-02,15.888797760009766
2011-08-03,15.848633766174316
2011-08-04,15.356494903564453
2011-08-05,15.070268630981445
2011-08-08,14.080971717834473
2011-08-09,15.738152503967285
2011-08-10,15.441866874694824
2011-08-11,16.12984275817871
2011-08-12,15.898841857910156
2011-08-15,16.526565551757812
2011-08-16,16.3909854888916
2011-08-17,16.491403579711914
2011-08-18,16.22525405883789
2011-08-19,16.08966827392578
2011-08-22,16.22022819519043
2011-08-23,16.722410202026367
2011-08-24,17.083974838256836
2011-08-25,16.732463836669922
2011-08-26,16.893146514892578
2011-08-29,17.390304565429688
2011-08-30,17.365203857421875
2011-08-31,17.415409088134766
2011-09-01,17.06493377685547
2011-09-02,16.79766082763672
2011-09-06,16.77750587463379
2011-09-07,17.382631301879883
2011-09-08,17.453245162963867
2011-09-09,16.96407699584961
2011-09-12,17.150659561157227
2011-09-13,17.33220100402832
2011-09-14,17.407848358154297
2011-09-15,17.47845458984375
2011-09-16,17.61964225769043
2011-09-19,17.397764205932617
2011-09-20,17.362462997436523
2011-09-21,16.893476486206055
2011-09-22,16.79262351989746
2011-09-23,16.933818817138672
2011-09-26,17.054841995239258
2011-09-27,17.1304931640625
2011-09-28,16.89851188659668
2011-09-29,17.00741195678711
2011-09-30,16.328739166259766
2011-10-03,15.467727661132812
2011-10-04,16.060306549072266
2011-10-05,15.88304328918457
2011-10-06,16.090696334838867
2011-10-07,15.589278221130371
2011-10-10,16.146404266357422
2011-10-11,15.741225242614746
2011-10-12,15.933676719665527
2011-10-13,16.065372467041016
2011-10-14,16.430044174194336
2011-10-17,16.217313766479492
2011-10-18,16.66808319091797
2011-10-19,16.460424423217773
2011-10-20,16.48574447631836
2011-10-21,16.83013153076172
2011-10-24,17.144153594970703
2011-10-25,16.794694900512695
2011-10-26,16.987159729003906
2011-10-27,17.24545669555664
2011-10-28,17.268335342407227
2011-10-31,16.993675231933594
2011-11-01,16.59185791015625
2011-11-02,16.881771087646484
2011-11-03,17.18696403503418
2011-11-04,17.039457321166992
2011-11-07,17.06488037109375
2011-11-08,17.18696403503418
2011-11-09,16.683399200439453
2011-11-10,16.59695053100586
2011-11-11,16.92755889892578
2011-11-14,16.815664291381836
2011-11-15,16.9835147857666
2011-11-16,17.024202346801758
2011-11-17,16.968238830566406
2011-11-18,17.15135383605957
2011-11-21,16.820743560791016
2011-11-22,16.856355667114258
2011-11-23,16.48504066467285
2011-11-25,16.53082275390625
2011-11-28,16.86652183532715
2011-11-29,16.879287719726562
2011-11-30,17.298202514648438
2011-12-01,17.058095932006836
2011-12-02,16.991683959960938
2011-12-05,17.052980422973633
2011-12-06,17.068315505981445
2011-12-07,17.308414459228516
2011-12-08,17.068315505981445
2011-12-09,17.318639755249023
2011-12-12,17.2266902923584
2011-12-13,17.098974227905273
2011-12-14,17.231786727905273
2011-12-15,17.53831672668457
2011-12-16,17.666040420532227
2011-12-19,17.349302291870117
2011-12-20,17.727333068847656
2011-12-21,17.844844818115234
2011-12-22,17.931686401367188
2011-12-23,18.008317947387695
2011-12-27,18.18202781677246
2011-12-28,17.98504066467285
2011-12-29,18.082502365112305
2011-12-30,17.933744430541992
2012-01-03,17.861927032470703
2012-01-04,17.708030700683594
2012-01-05,17.892702102661133
2012-01-06,17.846534729003906
2012-01-09,17.964527130126953
2012-01-10,18.113283157348633
2012-01-11,18.20048713684082
2012-01-12,18.159446716308594
2012-01-13,18.297954559326172
2012-01-17,18.37489891052246
2012-01-18,18.405675888061523
2012-01-19,18.359519958496094
2012-01-20,18.26715850830078
2012-01-23,18.30821990966797
2012-01-24,18.41594696044922
2012-01-25,18.621137619018555
2012-01-26,18.739112854003906
2012-01-27,18.780162811279297
2012-01-30,18.716291427612305
2012-01-31,18.747188568115234
2012-02-01,18.973806381225586
2012-02-02,19.05620765686035
2012-02-03,19.210731506347656
2012-02-06,19.112857818603516
2012-02-07,19.200428009033203
2012-02-08,19.24161720275879
2012-02-09,19.12831687927246
2012-02-10,19.035606384277344
2012-02-13,19.030458450317383
2012-02-14,18.850196838378906
2012-02-15,18.80384635925293
2012-02-16,18.891399383544922
2012-02-17,18.942899703979492
2012-02-21,18.824445724487305
2012-02-22,18.76263999938965
2012-02-23,19.025310516357422
2012-02-24,19.154062271118164
2012-02-27,18.968645095825195
2012-02-28,18.899370193481445
2012-02-29,19.07517433166504
2012-03-01,19.095857620239258
2012-03-02,19.04414176940918
2012-03-05,19.21479606628418
2012-03-06,19.121713638305664
2012-03-07,19.266490936279297
2012-03-08,19.080347061157227
2012-03-09,19.11136245727539
2012-03-12,19.34406089782715
2012-03-13,19.669828414916992
2012-03-14,19.57157325744629
2012-03-15,19.633623123168945
2012-03-16,19.612930297851562
2012-03-19,19.700841903686523
2012-03-20,19.690502166748047
2012-03-21,19.67500114440918
2012-03-22,19.628450393676758
2012-03-23,19.726696014404297
2012-03-26,19.90250587463379
2012-03-27,20.042129516601562
2012-03-28,20.12485122680664
2012-03-29,20.081254959106445
2012-03-30,20.10201644897461
2012-04-02,20.15910530090332
2012-04-03,20.211009979248047
2012-04-04,19.982643127441406
2012-04-05,19.46360969543457
2012-04-09,19.364999771118164
2012-04-10,19.16256332397461
2012-04-11,19.557031631469727
2012-04-12,19.588184356689453
2012-04-13,19.468788146972656
2012-04-16,19.743894577026367
2012-04-17,19.842510223388672
2012-04-18,19.764644622802734
2012-04-19,19.712751388549805
2012-04-20,20.050111770629883
2012-04-23,19.993030548095703
2012-04-24,20.242155075073242
2012-04-25,20.480920791625977
2012-04-26,20.454957962036133
2012-04-27,20.447660446166992
2012-04-30,20.494558334350586
2012-05-01,20.546646118164062
2012-05-02,20.458080291748047
2012-05-03,20.546646118164062
2012-05-04,20.4685115814209
2012-05-07,20.541431427001953
2012-05-08,20.546646118164062
2012-05-09,20.447660446166992
2012-05-10,20.478923797607422
2012-05-11,20.666473388671875
2012-05-14,20.426816940307617
2012-05-15,20.59354019165039
2012-05-16,20.47370147705078
2012-05-17,19.989215850830078
2012-05-18,19.8068790435791
2012-05-21,20.015270233154297
2012-05-22,20.176767349243164
2012-05-23,20.124664306640625
2012-05-24,20.176767349243164
2012-05-25,20.103830337524414
2012-05-29,20.379941940307617
2012-05-30,19.891542434692383
2012-05-31,20.043195724487305
2012-06-01,19.76604461669922
2012-06-04,19.7503604888916
2012-06-05,20.20528793334961
2012-06-06,20.80140495300293
2012-06-07,20.46673583984375
2012-06-08,20.75434112548828
2012-06-11,20.351696014404297
2012-06-12,20.62884521484375
2012-06-13,20.581787109375
2012-06-14,20.817087173461914
2012-06-15,20.73866081237793
2012-06-18,21.031482696533203
2012-06-19,21.162202835083008
2012-06-20,21.151748657226562
2012-06-21,20.95305061340332
2012-06-22,20.96873664855957
2012-06-25,21.026262283325195
2012-06-26,21.18312644958496
2012-06-27,21.28771209716797
2012-06-28,21.637218475341797
2012-06-29,21.920608520507812
2012-07-02,22.06230354309082
2012-07-03,22.08855438232422
2012-07-05,22.004579544067383
2012-07-06,22.093799591064453
2012-07-09,21.899620056152344
2012-07-10,21.80514144897461
2012-07-11,21.889114379882812
2012-07-12,22.01506233215332
2012-07-13,22.308971405029297
2012-07-16,22.13054084777832
2012-07-17,22.198749542236328
2012-07-18,22.099037170410156
2012-07-19,21.883869171142578
2012-07-20,21.794658660888672
2012-07-23,21.86288070678711
2012-07-24,21.899620056152344
2012-07-25,21.86288070678711
2012-07-26,21.46929359436035
2012-07-27,21.668710708618164
2012-07-30,21.708730697631836
2012-07-31,21.698200225830078
2012-08-01,21.571821212768555
2012-08-02,21.708730697631836
2012-08-03,21.808813095092773
2012-08-06,21.671876907348633
2012-08-07,21.461217880249023
2012-08-08,21.519153594970703
2012-08-09,21.33481216430664
2012-08-10,21.371673583984375
2012-08-13,21.37693977355957
2012-08-14,21.419084548950195
2012-08-15,21.382221221923828
2012-08-16,21.877275466918945
2012-08-17,21.97207260131836
2012-08-20,22.10899543762207
2012-08-21,22.040531158447266
2012-08-22,22.06687355041504
2012-08-23,22.035253524780273
2012-08-24,22.30385398864746
2012-08-27,22.282794952392578
2012-08-28,22.6251220703125
2012-08-29,22.46185874938965
2012-08-30,22.340829849243164
2012-08-31,22.26682472229004
2012-09-04,22.57866859436035
2012-09-05,22.451824188232422
2012-09-06,22.309110641479492
2012-09-07,22.610370635986328
2012-09-10,22.467666625976562
2012-09-11,22.33554458618164
2012-09-12,22.203405380249023
2012-09-13,22.272106170654297
2012-09-14,22.303817749023438
2012-09-17,22.282691955566406
2012-09-18,22.102991104125977
2012-09-19,21.949716567993164
2012-09-20,21.770000457763672
2012-09-21,21.75416374206543
2012-09-24,21.886295318603516
2012-09-25,21.585023880004883
2012-09-26,21.4687557220459
2012-09-27,21.601903915405273
2012-09-28,21.692092895507812
2012-10-01,21.62312889099121
2012-10-02,21.798194885253906
2012-10-03,21.93613052368164
2012-10-04,21.90961265563965
2012-10-05,21.877765655517578
2012-10-08,21.80350112915039
2012-10-09,21.708017349243164
2012-10-10,21.81941795349121
2012-10-11,21.77167320251465
2012-10-12,21.750442504882812
2012-10-15,21.983863830566406
2012-10-16,21.925521850585938
2012-10-17,21.82472038269043
2012-10-18,21.925521850585938
2012-10-19,21.7186222076416
2012-10-22,21.7186222076416
2012-10-23,21.554155349731445
2012-10-24,21.617822647094727
2012-10-25,21.315444946289062
2012-10-26,21.013046264648438
2012-10-31,20.912405014038086
2012-11-01,21.06684112548828
2012-11-02,21.013595581054688
2012-11-05,20.917734146118164
2012-11-06,20.93370246887207
2012-11-07,20.678096771240234
2012-11-08,20.55561065673828
2012-11-09,20.449108123779297
2012-11-12,20.24674415588379
2012-11-13,20.15089988708496
2012-11-14,19.948532104492188
2012-11-15,19.969833374023438
2012-11-16,20.449108123779297
2012-11-19,20.45977210998535
2012-11-20,20.928373336791992
2012-11-21,20.976308822631836
2012-11-23,20.94435691833496
2012-11-26,21.040210723876953
2012-11-27,21.008262634277344
2012-11-28,20.93370246887207
2012-11-29,21.030467987060547
2012-11-30,21.74680519104004
2012-12-03,21.51694107055664
2012-12-04,21.5596923828125
2012-12-05,21.474164962768555
2012-12-06,21.736122131347656
2012-12-07,21.725414276123047
2012-12-10,21.682653427124023
2012-12-11,21.688011169433594
2012-12-12,21.570392608642578
2012-12-13,21.532976150512695
2012-12-14,21.575742721557617
2012-12-17,21.805618286132812
2012-12-18,21.89651107788086
2012-12-19,21.709388732910156
2012-12-20,21.853717803955078
2012-12-21,21.762842178344727
2012-12-24,21.78957748413086
2012-12-26,21.69869613647461
2012-12-27,21.67731285095215
2012-12-28,21.538864135742188
2012-12-31,21.576433181762695
2013-01-02,22.059368133544922
2013-01-03,21.9949893951416
2013-01-04,22.177431106567383
2013-01-07,22.402803421020508
2013-01-08,22.499387741088867
2013-01-09,22.654996871948242
2013-01-10,22.966205596923828
2013-01-11,23.019882202148438
2013-01-14,23.19158172607422
2013-01-15,23.2452392578125
2013-01-16,23.304269790649414
2013-01-17,23.567203521728516
2013-01-18,23.631589889526367
2013-01-22,23.631589889526367
2013-01-23,23.443796157836914
2013-01-24,23.449146270751953
2013-01-25,23.331096649169922
2013-01-28,23.685251235961914
2013-01-29,23.37938690185547
2013-01-30,23.47153091430664
2013-01-31,23.53618621826172
2013-02-01,23.385324478149414
2013-02-04,23.396095275878906
2013-02-05,23.417640686035156
2013-02-06,23.417640686035156
2013-02-07,23.433815002441406
2013-02-08,23.277542114257812
2013-02-11,23.509258270263672
2013-02-12,23.978046417236328
2013-02-13,24.00498390197754
2013-02-14,23.864887237548828
2013-02-15,23.956472396850586
2013-02-19,24.085798263549805
2013-02-20,24.037307739257812
2013-02-21,23.870241165161133
2013-02-22,23.96186637878418
2013-02-25,23.902597427368164
2013-02-26,24.193571090698242
2013-02-27,24.551166534423828
2013-02-28,24.697246551513672
2013-03-01,24.7675838470459
2013-03-04,24.94070816040039
2013-03-05,25.222042083740234
2013-03-06,24.91364860534668
2013-03-07,24.892011642456055
2013-03-08,24.832502365112305
2013-03-11,24.37804412841797
2013-03-12,24.16706085205078
2013-03-13,24.04262924194336
2013-03-14,24.215755462646484
2013-03-15,24.204917907714844
2013-03-18,24.04262924194336
2013-03-19,23.831626892089844
2013-03-20,23.847858428955078
2013-03-21,23.87490463256836
2013-03-22,24.05345344543457
2013-03-25,23.91818618774414
2013-03-26,24.313138961791992
2013-03-27,24.444047927856445
2013-03-28,24.634159088134766
2013-04-01,24.753665924072266
2013-04-02,24.85143280029297
2013-04-03,24.76996612548828
2013-04-04,24.922056198120117
2013-04-05,25.003541946411133
2013-04-08,25.204526901245117
2013-04-09,25.237119674682617
2013-04-10,25.421783447265625
2013-04-11,25.910675048828125
2013-04-12,25.92697525024414
2013-04-15,25.459829330444336
2013-04-16,26.013885498046875
2013-04-17,25.872661590576172
2013-04-18,26.12795066833496
2013-04-19,26.61684799194336
2013-04-22,26.687442779541016
2013-04-23,26.855865478515625
2013-04-24,26.768943786621094
2013-04-25,26.893878936767578
2013-04-26,26.980783462524414
2013-04-29,27.45016098022461
2013-04-30,27.78821563720703
2013-05-01,27.591951370239258
2013-05-02,27.853622436523438
2013-05-03,28.229808807373047
2013-05-06,28.164390563964844
2013-05-07,28.36611557006836
2013-05-08,28.6114501953125
2013-05-09,28.453344345092773
2013-05-10,28.464250564575195
2013-05-13,29.058502197265625
2013-05-14,29.063961029052734
2013-05-15,29.570974349975586
2013-05-16,29.4455623626709
2013-05-17,30.034379959106445
2013-05-20,29.832660675048828
2013-05-21,30.001680374145508
2013-05-22,28.573280334472656
2013-05-23,27.60285186767578
2013-05-24,27.079463958740234
2013-05-28,26.59968376159668
2013-05-29,25.85826301574707
2013-05-30,25.530418395996094
2013-05-31,24.873701095581055
2013-06-03,24.419477462768555
2013-06-04,23.762706756591797
2013-06-05,23.93239402770996
2013-06-06,24.851802825927734
2013-06-07,24.534378051757812
2013-06-10,24.282629013061523
2013-06-11,23.91049575805664
2013-06-12,23.582124710083008
2013-06-13,24.13486099243164
2013-06-14,24.589120864868164
2013-06-17,24.227922439575195
2013-06-18,24.45229721069336
2013-06-19,23.779144287109375
2013-06-20,22.449270248413086
2013-06-21,22.34528350830078
2013-06-24,22.323381423950195
2013-06-25,22.5915584564209
2013-06-26,22.892560958862305
2013-06-27,23.23994255065918
2013-06-28,23.04206657409668
2013-07-01,23.003597259521484
2013-07-02,23.762128829956055
2013-07-03,23.833587646484375
2013-07-05,23.448820114135742
2013-07-08,23.443334579467773
2013-07-09,23.811588287353516
2013-07-10,23.740158081054688
2013-07-11,24.49869155883789
2013-07-12,24.647109985351562
2013-07-15,24.8394718170166
2013-07-16,24.850461959838867
2013-07-17,25.026357650756836
2013-07-18,25.246244430541992
2013-07-19,24.916433334350586
2013-07-22,25.26822280883789
2013-07-23,25.15828514099121
2013-07-24,24.410749435424805
2013-07-25,24.383258819580078
2013-07-26,24.35027503967285
2013-07-29,24.45472526550293
2013-07-30,24.395118713378906
2013-07-31,23.959087371826172
2013-08-01,23.63344955444336
2013-08-02,23.82662010192871
2013-08-05,23.523069381713867
2013-08-06,23.512022018432617
2013-08-07,23.66655731201172
2013-08-08,23.73830795288086
2013-08-09,24.008750915527344
2013-08-12,23.732799530029297
2013-08-13,23.21950912475586
2013-08-14,23.092552185058594
2013-08-15,22.733814239501953
2013-08-16,22.132213592529297
2013-08-19,21.685150146484375
2013-08-20,22.187406539916992
2013-08-21,22.126689910888672
2013-08-22,22.220529556274414
2013-08-23,22.452333450317383
2013-08-26,22.187406539916992
2013-08-27,22.093578338623047
2013-08-28,21.845216751098633
2013-08-29,22.051481246948242
2013-08-30,21.901750564575195
2013-09-03,21.552444458007812
2013-09-04,21.79087257385254
2013-09-05,21.45818328857422
2013-09-06,21.696611404418945
2013-09-09,22.156822204589844
2013-09-10,21.907318115234375
2013-09-11,21.92949867248535
2013-09-12,21.74651336669922
2013-09-13,21.735424041748047
2013-09-16,22.12356185913086
