Date,CRM
2010-09-29,28.14834976196289
2010-09-30,27.70721435546875
2010-10-01,27.756778717041016
2010-10-04,27.7766056060791
2010-10-05,28.230133056640625
2010-10-06,26.00958824157715
2010-10-07,26.002155303955078
2010-10-08,26.237592697143555
2010-10-11,24.760536193847656
2010-10-12,26.138460159301758
2010-10-13,26.594467163085938
2010-10-14,26.606855392456055
2010-10-15,26.85964012145996
2010-10-18,26.178112030029297
2010-10-19,25.68245506286621
2010-10-20,25.880720138549805
2010-10-21,26.096330642700195
2010-10-22,26.75059700012207
2010-10-25,27.893085479736328
2010-10-26,27.722084045410156
2010-10-27,28.515134811401367
2010-10-28,28.50026512145996
2010-10-29,28.76544189453125
2010-11-01,28.190479278564453
2010-11-02,28.606830596923828
2010-11-03,28.859615325927734
2010-11-04,28.259872436523438
2010-11-05,28.04673957824707
2010-11-08,28.37635040283203
2010-11-09,28.44326400756836
2010-11-10,29.214008331298828
2010-11-11,28.92901039123535
2010-11-12,28.502744674682617
2010-11-15,28.160737991333008
2010-11-16,27.513906478881836
2010-11-17,27.298297882080078
2010-11-18,28.69109344482422
2010-11-19,33.88805389404297
2010-11-22,34.65384292602539
2010-11-23,35.315547943115234
2010-11-24,35.97725296020508
2010-11-26,36.14081573486328
2010-11-29,35.640201568603516
2010-11-30,34.50267028808594
2010-12-01,35.69719696044922
2010-12-02,35.44441604614258
2010-12-03,35.392372131347656
2010-12-06,35.99211120605469
2010-12-07,35.99459457397461
2010-12-08,37.31800079345703
2010-12-09,36.800045013427734
2010-12-10,36.829776763916016
2010-12-13,35.657554626464844
2010-12-14,33.783966064453125
2010-12-15,33.6352653503418
2010-12-16,34.083839416503906
2010-12-17,33.828575134277344
2010-12-20,33.261051177978516
2010-12-21,34.4555778503418
2010-12-22,33.58818435668945
2010-12-23,33.565879821777344
2010-12-27,33.21147918701172
2010-12-28,33.04048156738281
2010-12-29,32.94878387451172
2010-12-30,32.772830963134766
2010-12-31,32.713348388671875
2011-01-03,33.85335922241211
2011-01-04,33.627830505371094
2011-01-05,35.24119567871094
2011-01-06,35.52371597290039
2011-01-07,35.246158599853516
2011-01-10,35.350242614746094
2011-01-11,34.973541259765625
2011-01-12,35.102413177490234
2011-01-13,35.650115966796875
2011-01-14,36.29941940307617
2011-01-18,35.769073486328125
2011-01-19,34.90415573120117
2011-01-20,32.66130065917969
2011-01-21,32.772830963134766
2011-01-24,31.679903030395508
2011-01-25,30.723285675048828
2011-01-26,31.793903350830078
2011-01-27,31.78151512145996
2011-01-28,32.616695404052734
2011-01-31,32.00455856323242
2011-02-01,32.62412643432617
2011-02-02,33.476661682128906
2011-02-03,33.25113296508789
2011-02-04,34.187923431396484
2011-02-07,33.92770767211914
2011-02-08,33.77901077270508
2011-02-09,33.320526123046875
2011-02-10,34.19040298461914
2011-02-11,35.070194244384766
2011-02-14,35.246158599853516
2011-02-15,35.313072204589844
2011-02-16,35.377498626708984
2011-02-17,34.928932189941406
2011-02-18,35.45928955078125
2011-02-22,33.89052963256836
2011-02-23,33.0528678894043
2011-02-24,33.28831100463867
2011-02-25,34.4060173034668
2011-02-28,32.7802619934082
2011-03-01,31.734424591064453
2011-03-02,31.72450828552246
2011-03-03,32.235042572021484
2011-03-04,32.21025848388672
2011-03-07,31.726991653442383
2011-03-08,31.553510665893555
2011-03-09,31.650165557861328
2011-03-10,31.52376937866211
2011-03-11,31.689817428588867
2011-03-14,30.96367835998535
2011-03-15,31.114856719970703
2011-03-16,30.770374298095703
2011-03-17,30.316848754882812
2011-03-18,29.741886138916016
2011-03-21,30.834808349609375
2011-03-22,30.108671188354492
2011-03-23,30.264802932739258
2011-03-24,32.031822204589844
2011-03-25,31.58572769165039
2011-03-28,31.719552993774414
2011-03-29,31.57333755493164
2011-03-30,33.3304443359375
2011-03-31,33.104915618896484
2011-04-01,33.238739013671875
2011-04-04,33.236263275146484
2011-04-05,33.11235427856445
2011-04-06,32.572078704833984
2011-04-07,33.19908905029297
2011-04-08,33.370094299316406
2011-04-11,33.3626594543457
2011-04-12,32.916568756103516
2011-04-13,33.30318069458008
2011-04-14,32.96613311767578
2011-04-15,33.14208984375
2011-04-18,32.76043701171875
2011-04-19,32.34904479980469
2011-04-20,35.21146011352539
2011-04-21,34.66375732421875
2011-04-25,34.401058197021484
2011-04-26,34.10366439819336
2011-04-27,34.453102111816406
2011-04-28,34.163143157958984
2011-04-29,34.3490104675293
2011-05-02,33.75175094604492
2011-05-03,33.12474060058594
2011-05-04,32.63156509399414
2011-05-05,32.45808792114258
2011-05-06,32.79265213012695
2011-05-09,32.889305114746094
2011-05-10,33.548526763916016
2011-05-11,33.30318069458008
2011-05-12,33.578269958496094
2011-05-13,33.43452835083008
2011-05-16,31.95994758605957
2011-05-17,32.237518310546875
2011-05-18,33.27096176147461
2011-05-19,33.65757369995117
2011-05-20,36.3341178894043
2011-05-23,36.00946044921875
2011-05-24,37.32295608520508
2011-05-25,37.40473937988281
2011-05-26,38.056522369384766
2011-05-27,37.496437072753906
2011-05-31,37.734344482421875
2011-06-01,36.128421783447266
2011-06-02,36.73808288574219
2011-06-03,35.932640075683594
2011-06-06,35.39733123779297
2011-06-07,35.201541900634766
2011-06-08,34.76536178588867
2011-06-09,35.14702606201172
2011-06-10,34.770320892333984
2011-06-13,33.977272033691406
2011-06-14,34.84962463378906
2011-06-15,34.5621452331543
2011-06-16,34.02187728881836
2011-06-17,34.57949447631836
2011-06-20,34.55966567993164
2011-06-21,35.66746139526367
2011-06-22,35.22880554199219
2011-06-23,35.80624771118164
2011-06-24,35.44937515258789
2011-06-27,35.957420349121094
2011-06-28,36.522464752197266
2011-06-29,36.244903564453125
2011-06-30,36.921470642089844
2011-07-01,37.02308654785156
2011-07-05,38.15317916870117
2011-07-06,38.73310089111328
2011-07-07,39.18910598754883
2011-07-08,38.827274322509766
2011-07-11,37.77648162841797
2011-07-12,37.39730453491211
2011-07-13,37.888004302978516
2011-07-14,37.29322052001953
2011-07-15,38.26470184326172
2011-07-18,37.8260498046875
2011-07-19,39.48402404785156
2011-07-20,38.373748779296875
2011-07-21,36.45307922363281
2011-07-22,37.27587127685547
2011-07-25,37.08256149291992
2011-07-26,37.60796356201172
2011-07-27,36.03177261352539
2011-07-28,36.20772933959961
2011-07-29,35.863250732421875
2011-08-01,36.09868240356445
2011-08-02,35.50389099121094
2011-08-03,35.68233108520508
2011-08-04,33.56340026855469
2011-08-05,33.627830505371094
2011-08-08,30.961200714111328
2011-08-09,32.83973693847656
2011-08-10,31.779035568237305
2011-08-11,33.345314025878906
2011-08-12,33.22882843017578
2011-08-15,34.04418182373047
2011-08-16,33.00330352783203
2011-08-17,31.303205490112305
2011-08-18,28.267305374145508
2011-08-19,27.50895118713379
2011-08-22,27.474254608154297
2011-08-23,29.407316207885742
2011-08-24,28.85218048095703
2011-08-25,27.873260498046875
2011-08-26,29.119834899902344
2011-08-29,31.370119094848633
2011-08-30,30.596891403198242
2011-08-31,31.907901763916016
2011-09-01,31.474205017089844
2011-09-02,30.634069442749023
2011-09-06,29.969886779785156
2011-09-07,31.092548370361328
2011-09-08,30.95128631591797
2011-09-09,30.539892196655273
2011-09-12,30.666282653808594
2011-09-13,31.370119094848633
2011-09-14,32.306907653808594
2011-09-15,32.76787567138672
2011-09-16,33.84344482421875
2011-09-19,33.7244873046875
2011-09-20,31.82364273071289
2011-09-21,31.39242172241211
2011-09-22,29.080184936523438
2011-09-23,29.81375503540039
2011-09-26,30.031845092773438
2011-09-27,30.916593551635742
2011-09-28,29.940147399902344
2011-09-29,29.627885818481445
2011-09-30,28.321828842163086
2011-10-03,27.734477996826172
2011-10-04,29.144617080688477
2011-10-05,29.057878494262695
2011-10-06,30.235063552856445
2011-10-07,29.97732162475586
2011-10-10,31.15946388244629
2011-10-11,31.620420455932617
2011-10-12,31.53864097595215
2011-10-13,32.10616683959961
2011-10-14,32.66378402709961
2011-10-17,31.404817581176758
2011-10-18,32.10368728637695
2011-10-19,31.56590461730957
2011-10-20,31.642730712890625
2011-10-21,32.04173278808594
2011-10-24,32.844696044921875
2011-10-25,32.108646392822266
2011-10-26,30.621675491333008
2011-10-27,33.050392150878906
2011-10-28,34.48284149169922
2011-10-31,33.00330352783203
2011-11-01,32.3044319152832
2011-11-02,32.178035736083984
2011-11-03,32.97357177734375
2011-11-04,32.547306060791016
2011-11-07,33.045433044433594
2011-11-08,33.24121856689453
2011-11-09,31.907901763916016
2011-11-10,31.674943923950195
2011-11-11,32.18547439575195
2011-11-14,33.090049743652344
2011-11-15,33.85335922241211
2011-11-16,32.653865814208984
2011-11-17,31.248682022094727
2011-11-18,28.111173629760742
2011-11-21,27.751821517944336
2011-11-22,26.827423095703125
2011-11-23,26.217763900756836
2011-11-25,26.0046329498291
2011-11-28,27.55356216430664
2011-11-29,27.40734100341797
2011-11-30,29.347837448120117
2011-12-01,29.33792495727539
2011-12-02,29.650188446044922
2011-12-05,30.981027603149414
2011-12-06,30.562196731567383
2011-12-07,30.38128089904785
2011-12-08,29.895538330078125
2011-12-09,30.70098114013672
2011-12-12,28.76544189453125
2011-12-13,28.08639144897461
2011-12-14,26.857166290283203
2011-12-15,26.445768356323242
2011-12-16,26.532506942749023
2011-12-19,25.64280128479004
2011-12-20,25.853456497192383
2011-12-21,24.542448043823242
2011-12-22,24.86709976196289
2011-12-23,24.292137145996094
2011-12-27,24.854707717895508
2011-12-28,24.81505584716797
2011-12-29,25.32558250427246
2011-12-30,25.144668579101562
2012-01-03,25.080232620239258
2012-01-04,24.158313751220703
2012-01-05,24.478012084960938
2012-01-06,25.04553985595703
2012-01-09,24.968711853027344
2012-01-10,25.969938278198242
2012-01-11,26.225200653076172
2012-01-12,26.190507888793945
2012-01-13,25.749370574951172
2012-01-17,25.63536834716797
2012-01-18,26.691120147705078
2012-01-19,28.378828048706055
2012-01-20,28.299524307250977
2012-01-23,28.438308715820312
2012-01-24,29.127269744873047
2012-01-25,29.2784481048584
2012-01-26,28.802616119384766
2012-01-27,28.89678955078125
2012-01-30,28.641525268554688
2012-01-31,28.94635581970215
2012-02-01,29.57088279724121
2012-02-02,29.313142776489258
2012-02-03,30.755504608154297
2012-02-06,30.539892196655273
2012-02-07,30.433324813842773
2012-02-08,30.681154251098633
2012-02-09,31.129724502563477
2012-02-10,31.831077575683594
2012-02-13,32.77035140991211
2012-02-14,32.614219665527344
2012-02-15,32.37134552001953
2012-02-16,32.651390075683594
2012-02-17,32.011993408203125
2012-02-21,31.62537956237793
2012-02-22,31.739383697509766
2012-02-23,32.65634536743164
2012-02-24,35.59806823730469
2012-02-27,35.52619934082031
2012-02-28,35.553466796875
2012-02-29,35.4791145324707
2012-03-01,35.93015670776367
2012-03-02,35.63524627685547
2012-03-05,35.21146011352539
2012-03-06,34.86697769165039
2012-03-07,35.553466796875
2012-03-08,36.2027702331543
2012-03-09,36.53733825683594
2012-03-12,36.472904205322266
2012-03-13,37.734344482421875
2012-03-14,37.573265075683594
2012-03-15,37.77648162841797
2012-03-16,37.51874542236328
2012-03-19,37.15938949584961
2012-03-20,37.419612884521484
2012-03-21,38.257266998291016
2012-03-22,37.878089904785156
2012-03-23,38.14078903198242
2012-03-26,38.993316650390625
2012-03-27,38.041656494140625
2012-03-28,38.180442810058594
2012-03-29,38.76284408569336
2012-03-30,38.291961669921875
2012-04-02,38.953670501708984
2012-04-03,39.2361946105957
2012-04-04,38.58191680908203
2012-04-05,38.91897201538086
2012-04-09,39.03792953491211
2012-04-10,38.09865951538086
2012-04-11,39.17671585083008
2012-04-12,39.23123550415039
2012-04-13,39.49641036987305
2012-04-16,38.39604568481445
2012-04-17,38.7033576965332
2012-04-18,39.31549835205078
2012-04-19,39.54597473144531
2012-04-20,38.884273529052734
2012-04-23,38.41339874267578
2012-04-24,37.1693000793457
2012-04-25,37.34773635864258
2012-04-26,38.71079635620117
2012-04-27,38.82479476928711
2012-04-30,38.59431457519531
2012-05-01,38.87931442260742
2012-05-02,39.38984298706055
2012-05-03,39.03792953491211
2012-05-04,37.816131591796875
2012-05-07,37.627784729003906
2012-05-08,36.18790054321289
2012-05-09,36.921470642089844
2012-05-10,33.565879821777344
2012-05-11,34.14579772949219
2012-05-14,33.84096908569336
2012-05-15,34.225101470947266
2012-05-16,33.84840393066406
2012-05-17,33.15944290161133
2012-05-18,36.078857421875
2012-05-21,36.93882369995117
2012-05-22,37.0379524230957
2012-05-23,37.32543182373047
2012-05-24,36.23499298095703
2012-05-25,36.4307746887207
2012-05-29,36.10611343383789
2012-05-30,34.9314079284668
2012-05-31,34.35396957397461
2012-06-01,32.46303939819336
2012-06-04,32.520042419433594
2012-06-05,33.144569396972656
2012-06-06,33.947532653808594
2012-06-07,33.595619201660156
2012-06-08,33.82609939575195
2012-06-11,32.331695556640625
2012-06-12,32.36143493652344
2012-06-13,31.555992126464844
2012-06-14,32.059078216552734
2012-06-15,33.3477897644043
2012-06-18,33.90292739868164
2012-06-19,34.20279312133789
2012-06-20,34.138362884521484
2012-06-21,32.904178619384766
2012-06-22,33.97975158691406
2012-06-25,33.2486572265625
2012-06-26,33.53861618041992
2012-06-27,33.6352653503418
2012-06-28,32.65882110595703
2012-06-29,34.26475524902344
2012-07-02,34.465492248535156
2012-07-03,35.030548095703125
2012-07-05,35.29572296142578
2012-07-06,33.642704010009766
2012-07-09,32.53987121582031
2012-07-10,31.937644958496094
2012-07-11,31.451902389526367
2012-07-12,31.608034133911133
2012-07-13,32.354000091552734
2012-07-16,31.719552993774414
2012-07-17,31.4196834564209
2012-07-18,33.43204879760742
2012-07-19,34.475406646728516
2012-07-20,33.496490478515625
2012-07-23,32.465518951416016
2012-07-24,31.404817581176758
2012-07-25,31.057851791381836
2012-07-26,30.88189697265625
2012-07-27,32.58695602416992
2012-07-30,31.19416046142578
2012-07-31,30.81993865966797
2012-08-01,30.871984481811523
2012-08-02,30.07893180847168
2012-08-03,31.78894805908203
2012-08-06,32.891780853271484
2012-08-07,33.8731803894043
2012-08-08,33.593143463134766
2012-08-09,34.140838623046875
2012-08-10,34.65631866455078
2012-08-13,35.972293853759766
2012-08-14,35.33041763305664
2012-08-15,35.719505310058594
2012-08-16,36.420860290527344
2012-08-17,36.487770080566406
2012-08-20,36.5720329284668
2012-08-21,36.58938217163086
2012-08-22,36.83225631713867
2012-08-23,36.373775482177734
2012-08-24,36.81242370605469
2012-08-27,36.94129943847656
2012-08-28,35.96485900878906
2012-08-29,36.08381271362305
2012-08-30,35.362632751464844
2012-08-31,35.9797248840332
2012-09-04,35.89546203613281
2012-09-05,35.86820602416992
2012-09-06,36.899166107177734
2012-09-07,37.06768798828125
2012-09-10,37.01069259643555
2012-09-11,37.37004470825195
2012-09-12,37.84587478637695
2012-09-13,38.90658187866211
2012-09-14,39.51128005981445
2012-09-17,39.196537017822266
2012-09-18,38.73310089111328
2012-09-19,39.15192413330078
2012-09-20,38.66618728637695
2012-09-21,38.46296310424805
2012-09-24,38.05900573730469
2012-09-25,37.7021369934082
2012-09-26,36.911556243896484
2012-09-27,37.96235275268555
2012-09-28,37.84091567993164
2012-10-01,37.456783294677734
2012-10-02,37.902870178222656
2012-10-03,38.91897201538086
2012-10-04,39.11475372314453
2012-10-05,38.34648895263672
2012-10-08,38.06644058227539
2012-10-09,37.70461654663086
2012-10-10,37.21392059326172
2012-10-11,37.82108688354492
2012-10-12,37.9896125793457
2012-10-15,38.20274353027344
2012-10-16,38.527408599853516
2012-10-17,37.57822036743164
2012-10-18,37.19904708862305
2012-10-19,36.92890548706055
2012-10-22,36.58690643310547
2012-10-23,36.87686538696289
2012-10-24,36.733123779296875
2012-10-25,36.01194381713867
2012-10-26,36.344032287597656
2012-10-31,36.1779899597168
2012-11-01,36.23746871948242
2012-11-02,36.331642150878906
2012-11-05,35.957420349121094
2012-11-06,36.60921096801758
2012-11-07,36.31181716918945
2012-11-08,35.50885009765625
2012-11-09,34.97849655151367
2012-11-12,35.11232376098633
2012-11-13,34.971065521240234
2012-11-14,34.616668701171875
2012-11-15,34.876888275146484
2012-11-16,35.76163864135742
2012-11-19,36.51007843017578
2012-11-20,36.15816116333008
2012-11-21,39.35019302368164
2012-11-23,39.51624298095703
2012-11-26,39.70706558227539
2012-11-27,38.7529296875
2012-11-28,39.1221923828125
2012-11-29,39.34275436401367
2012-11-30,39.07509994506836
2012-12-03,38.921451568603516
2012-12-04,38.894187927246094
2012-12-05,38.876834869384766
2012-12-06,39.01066970825195
2012-12-07,38.83470916748047
2012-12-10,39.2609748840332
2012-12-11,40.89168167114258
2012-12-12,41.394779205322266
2012-12-13,41.29812240600586
2012-12-14,41.34025192260742
2012-12-17,41.860694885253906
2012-12-18,42.35387420654297
2012-12-19,42.09613037109375
2012-12-20,42.15065383911133
2012-12-21,41.870601654052734
2012-12-24,41.9697380065918
2012-12-26,41.223777770996094
2012-12-27,41.19899368286133
2012-12-28,40.68845748901367
2012-12-31,41.65994644165039
2013-01-02,42.42078399658203
2013-01-03,41.811134338378906
2013-01-04,42.034175872802734
2013-01-07,41.8780403137207
2013-01-08,42.123390197753906
2013-01-09,42.58435821533203
2013-01-10,42.904048919677734
2013-01-11,42.961055755615234
2013-01-14,43.12461853027344
2013-01-15,43.28322982788086
2013-01-16,42.04160690307617
2013-01-17,42.41087341308594
2013-01-18,42.13578414916992
2013-01-22,41.36008071899414
2013-01-23,42.23491287231445
2013-01-24,42.69834899902344
2013-01-25,43.08744430541992
2013-01-28,44.13080596923828
2013-01-29,43.29314422607422
2013-01-30,42.70083236694336
2013-01-31,42.6587028503418
2013-02-01,43.38483428955078
2013-02-04,42.81482696533203
2013-02-05,42.725608825683594
2013-02-06,42.453006744384766
2013-02-07,42.143218994140625
2013-02-08,42.11843490600586
2013-02-11,42.28696060180664
2013-02-12,42.715702056884766
2013-02-13,42.70083236694336
2013-02-14,43.236141204833984
2013-02-15,43.377403259277344
2013-02-19,43.32783889770508
2013-02-20,42.398475646972656
2013-02-21,41.77147674560547
2013-02-22,42.26961135864258
2013-02-25,40.52241516113281
2013-02-26,40.48524475097656
2013-02-27,41.37247085571289
2013-02-28,41.93751907348633
2013-03-01,45.104766845703125
2013-03-04,46.06882095336914
2013-03-05,46.03907775878906
2013-03-06,46.18777847290039
2013-03-07,45.71690368652344
2013-03-08,46.05891036987305
2013-03-11,46.081214904785156
2013-03-12,44.80488967895508
2013-03-13,44.83463668823242
2013-03-14,44.234893798828125
2013-03-15,43.7417106628418
2013-03-18,43.154361724853516
2013-03-19,42.43565368652344
2013-03-20,42.75287628173828
2013-03-21,42.80739212036133
2013-03-22,43.632667541503906
2013-03-25,42.81482696533203
2013-03-26,43.020530700683594
2013-03-27,43.58805847167969
2013-03-28,44.31915283203125
2013-04-01,43.466617584228516
2013-04-02,43.451751708984375
2013-04-03,41.761558532714844
2013-04-04,41.24113082885742
2013-04-05,40.99576950073242
2013-04-08,41.35264205932617
2013-04-09,40.97346878051758
2013-04-10,41.82847595214844
2013-04-11,41.265899658203125
2013-04-12,42.01187515258789
2013-04-15,40.9362907409668
2013-04-16,42.227474212646484
2013-04-17,41.47407913208008
2013-04-18,40.6735954284668
2013-04-19,40.524898529052734
2013-04-22,39.96976089477539
2013-04-23,40.72316360473633
2013-04-24,40.55463790893555
2013-04-25,40.405941009521484
2013-04-26,40.35637283325195
2013-04-29,40.653770446777344
2013-04-30,40.752899169921875
2013-05-01,41.19899368286133
2013-05-02,41.50629806518555
2013-05-03,41.873085021972656
2013-05-06,42.07134246826172
2013-05-07,42.05152130126953
2013-05-08,42.001956939697266
2013-05-09,42.775184631347656
2013-05-10,43.78631591796875
2013-05-13,43.57814025878906
2013-05-14,44.58928680419922
2013-05-15,44.40093994140625
2013-05-16,45.749122619628906
2013-05-17,46.383567810058594
2013-05-20,46.601646423339844
2013-05-21,45.92755889892578
2013-05-22,45.38233184814453
2013-05-23,45.29311752319336
2013-05-24,42.87430953979492
2013-05-28,41.43690872192383
2013-05-29,41.56578063964844
2013-05-30,42.38856887817383
2013-05-31,41.962310791015625
2013-06-03,40.683509826660156
2013-06-04,37.471649169921875
2013-06-05,37.6203498840332
2013-06-06,37.72939682006836
2013-06-07,39.265933990478516
2013-06-10,38.34401321411133
2013-06-11,37.26347732543945
2013-06-12,37.253562927246094
2013-06-13,37.471649169921875
2013-06-14,37.233734130859375
2013-06-17,37.888004302978516
2013-06-18,37.91774368286133
2013-06-19,37.32295608520508
2013-06-20,36.4307746887207
2013-06-21,37.967308044433594
2013-06-24,36.6290397644043
2013-06-25,37.114776611328125
2013-06-26,37.66991424560547
2013-06-27,38.50261688232422
2013-06-28,37.848350524902344
2013-07-01,37.471649169921875
2013-07-02,37.83843231201172
2013-07-03,38.21513748168945
2013-07-05,38.60174560546875
2013-07-08,38.0961799621582
2013-07-09,38.3836555480957
2013-07-10,39.39480209350586
2013-07-11,41.159339904785156
2013-07-12,42.061439514160156
2013-07-15,41.6153450012207
2013-07-16,41.476558685302734
2013-07-17,42.3390007019043
2013-07-18,41.536041259765625
2013-07-19,42.130828857421875
2013-07-22,41.67481994628906
2013-07-23,42.17048263549805
2013-07-24,41.645084381103516
2013-07-25,42.84457015991211
2013-07-26,42.84457015991211
2013-07-29,42.93379592895508
2013-07-30,43.607887268066406
2013-07-31,43.369972229003906
2013-08-01,44.747894287109375
2013-08-02,45.12459182739258
2013-08-05,45.29311752319336
2013-08-06,45.02545928955078
2013-08-07,44.52980422973633
2013-08-08,44.8470344543457
2013-08-09,44.81728744506836
2013-08-12,44.99571990966797
2013-08-13,44.678504943847656
2013-08-14,44.272064208984375
2013-08-15,43.22126388549805
2013-08-16,43.449275970458984
2013-08-19,43.062660217285156
2013-08-20,43.013092041015625
2013-08-21,43.12214279174805
2013-08-22,43.369972229003906
2013-08-23,43.21135330200195
2013-08-26,43.02301025390625
2013-08-27,42.09117126464844
2013-08-28,42.408390045166016
2013-08-29,43.270835876464844
2013-08-30,48.70323944091797
2013-09-03,49.149330139160156
2013-09-04,48.34636306762695
2013-09-05,48.17784118652344
2013-09-06,48.04896926879883
2013-09-09,48.77262878417969
2013-09-10,49.585506439208984
2013-09-11,49.44672393798828
2013-09-12,49.52602767944336
2013-09-13,49.20880126953125
2013-09-16,49.21871566772461
