Date,CVX
2010-01-04,42.603546142578125
2010-01-05,42.90531921386719
2010-01-06,42.91070556640625
2010-01-07,42.749053955078125
2010-01-08,42.82448959350586
2010-01-11,43.58429718017578
2010-01-12,43.331024169921875
2010-01-13,43.0023193359375
2010-01-14,42.86759567260742
2010-01-15,42.69516372680664
2010-01-19,42.93764114379883
2010-01-20,42.11316680908203
2010-01-21,41.08391571044922
2010-01-22,40.194766998291016
2010-01-25,40.1732177734375
2010-01-26,39.95767593383789
2010-01-27,39.71516799926758
2010-01-28,39.46728515625
2010-01-29,38.86375045776367
2010-02-01,39.65050506591797
2010-02-02,40.119327545166016
2010-02-03,39.45112991333008
2010-02-04,38.459598541259766
2010-02-05,38.35721206665039
2010-02-08,37.7913703918457
2010-02-09,38.42725372314453
2010-02-10,38.125484466552734
2010-02-11,38.653594970703125
2010-02-12,38.63182830810547
2010-02-16,39.70901107788086
2010-02-17,39.62740707397461
2010-02-18,40.051753997802734
2010-02-19,40.28568649291992
2010-02-22,39.69268798828125
2010-02-23,39.19218444824219
2010-02-24,39.35538864135742
2010-02-25,39.23025131225586
2010-02-26,39.33363723754883
2010-03-01,39.611083984375
2010-03-02,39.8885383605957
2010-03-03,39.785179138183594
2010-03-04,39.75796890258789
2010-03-05,40.421688079833984
2010-03-08,40.60666275024414
2010-03-09,40.421688079833984
2010-03-10,40.236717224121094
2010-03-11,40.253028869628906
2010-03-12,40.10615921020508
2010-03-15,40.02454376220703
2010-03-16,40.24760437011719
2010-03-17,40.62299728393555
2010-03-18,40.67194747924805
2010-03-19,40.79164123535156
2010-03-22,40.508731842041016
2010-03-23,40.67739486694336
2010-03-24,40.22040939331055
2010-03-25,40.14967727661133
2010-03-26,40.49242401123047
2010-03-29,40.92765426635742
2010-03-30,40.96572494506836
2010-03-31,41.25405502319336
2010-04-01,41.72193145751953
2010-04-05,42.24964141845703
2010-04-06,42.36932373046875
2010-04-07,42.091880798339844
2010-04-08,42.24964141845703
2010-04-09,43.250675201416016
2010-04-12,43.756622314453125
2010-04-13,43.636924743652344
2010-04-14,43.83823013305664
2010-04-15,44.38770294189453
2010-04-16,43.93070602416992
2010-04-19,44.24081039428711
2010-04-20,44.637969970703125
2010-04-21,44.567237854003906
2010-04-22,44.17552947998047
2010-04-23,44.97524642944336
2010-04-26,44.931732177734375
2010-04-27,43.64781188964844
2010-04-28,43.8599853515625
2010-04-29,44.76854705810547
2010-04-30,44.30609893798828
2010-05-03,45.06229782104492
2010-05-04,43.9361572265625
2010-05-05,43.62607192993164
2010-05-06,41.99938201904297
2010-05-07,41.94498062133789
2010-05-10,43.46284866333008
2010-05-11,43.359466552734375
2010-05-12,43.55532455444336
2010-05-13,42.935115814208984
2010-05-14,42.342132568359375
2010-05-17,42.68258285522461
2010-05-18,42.19935989379883
2010-05-19,42.06209182739258
2010-05-20,40.41474914550781
2010-05-21,40.89796447753906
2010-05-24,40.32687759399414
2010-05-25,39.84914779663086
2010-05-26,39.289058685302734
2010-05-27,40.83206558227539
2010-05-28,40.5629997253418
2010-06-01,39.695404052734375
2010-06-02,40.70576858520508
2010-06-03,40.58496856689453
2010-06-04,39.140811920166016
2010-06-07,39.17923355102539
2010-06-08,38.99803161621094
2010-06-09,38.87173843383789
2010-06-10,40.72774887084961
2010-06-11,40.66734313964844
2010-06-14,40.73323059082031
2010-06-15,41.309810638427734
2010-06-16,41.156044006347656
2010-06-17,41.35921859741211
2010-06-18,41.46904754638672
2010-06-21,41.57886505126953
2010-06-22,40.6343879699707
2010-06-23,39.6789436340332
2010-06-24,38.89370346069336
2010-06-25,38.470890045166016
2010-06-28,38.41596221923828
2010-06-29,37.53739547729492
2010-06-30,37.26283264160156
2010-07-01,37.054168701171875
2010-07-02,36.960819244384766
2010-07-06,37.098106384277344
2010-07-07,38.13591384887695
2010-07-08,38.663063049316406
2010-07-09,39.44829559326172
2010-07-12,39.45380783081055
2010-07-13,40.21158218383789
2010-07-14,40.112728118896484
2010-07-15,40.107242584228516
2010-07-16,39.261619567871094
2010-07-19,39.536170959472656
2010-07-20,40.14018630981445
2010-07-21,39.62950897216797
2010-07-22,40.32687759399414
2010-07-23,40.370826721191406
2010-07-26,40.974857330322266
2010-07-27,41.34823989868164
2010-07-28,41.49100875854492
2010-07-29,41.74359893798828
2010-07-30,41.84793472290039
2010-08-02,42.72100830078125
2010-08-03,43.193260192871094
2010-08-04,43.39094924926758
2010-08-05,43.41839599609375
2010-08-06,43.2317008972168
2010-08-09,43.53919982910156
2010-08-10,43.40191650390625
2010-08-11,42.35312271118164
2010-08-12,42.32017135620117
2010-08-13,42.501380920410156
2010-08-16,42.671607971191406
2010-08-17,43.103919982910156
2010-08-18,42.69931411743164
2010-08-19,42.034202575683594
2010-08-20,41.596351623535156
2010-08-23,41.596351623535156
2010-08-24,40.8924674987793
2010-08-25,41.053199768066406
2010-08-26,40.64305114746094
2010-08-27,41.529842376708984
2010-08-30,40.8924674987793
2010-08-31,41.05873107910156
2010-09-01,42.54966735839844
2010-09-02,42.92654800415039
2010-09-03,43.23139953613281
2010-09-07,42.704856872558594
2010-09-08,42.815711975097656
2010-09-09,42.87667465209961
2010-09-10,43.68587875366211
2010-09-13,43.9242057800293
2010-09-14,44.06830978393555
2010-09-15,43.90202331542969
2010-09-16,43.813350677490234
2010-09-17,43.48636245727539
2010-09-20,44.28447723388672
2010-09-21,44.20132064819336
2010-09-22,43.9242057800293
2010-09-23,43.530670166015625
2010-09-24,44.40639877319336
2010-09-27,44.38422393798828
2010-09-28,44.827640533447266
2010-09-29,45.049339294433594
2010-09-30,44.92185592651367
2010-10-01,45.42066955566406
2010-10-04,45.06595993041992
2010-10-05,46.218807220458984
2010-10-06,46.495914459228516
2010-10-07,46.29084777832031
2010-10-08,46.52362060546875
2010-10-11,46.396156311035156
2010-10-12,46.468204498291016
2010-10-13,46.37397384643555
2010-10-14,46.501461029052734
2010-10-15,46.34073257446289
2010-10-18,46.82291030883789
2010-10-19,45.8862190246582
2010-10-20,46.56796646118164
2010-10-21,46.6954460144043
2010-10-22,46.861732482910156
2010-10-25,47.039085388183594
2010-10-26,47.194271087646484
2010-10-27,46.728702545166016
2010-10-28,46.80077362060547
2010-10-29,45.780941009521484
2010-11-01,45.1435432434082
2010-11-02,45.531532287597656
2010-11-03,45.836360931396484
2010-11-04,47.1887092590332
2010-11-05,47.10003662109375
2010-11-08,47.00028991699219
2010-11-09,46.31303024291992
2010-11-10,47.20536422729492
2010-11-11,47.71526336669922
2010-11-12,47.35499572753906
2010-11-15,47.03353500366211
2010-11-16,46.10562515258789
2010-11-17,46.09443283081055
2010-11-18,46.85466384887695
2010-11-19,46.92172622680664
2010-11-22,46.6478385925293
2010-11-23,45.69755935668945
2010-11-24,46.35715103149414
2010-11-26,45.865257263183594
2010-11-29,45.664005279541016
2010-11-30,45.26152801513672
2010-12-01,46.22858428955078
2010-12-02,47.23479080200195
2010-12-03,47.45278549194336
2010-12-06,47.486324310302734
2010-12-07,48.24095153808594
2010-12-08,48.151527404785156
2010-12-09,48.43660354614258
2010-12-10,48.64901351928711
2010-12-13,49.39807891845703
2010-12-14,49.40365219116211
2010-12-15,49.19683074951172
2010-12-16,49.78376007080078
2010-12-17,49.46514129638672
2010-12-20,49.638423919677734
2010-12-21,49.8787841796875
2010-12-22,50.264522552490234
2010-12-23,50.68934631347656
2010-12-27,50.376312255859375
2010-12-28,50.97443771362305
2010-12-29,51.07503890991211
2010-12-30,51.2036247253418
2010-12-31,51.00796890258789
2011-01-03,51.393653869628906
2011-01-04,51.2036247253418
2011-01-05,51.114166259765625
2011-01-06,50.69493103027344
2011-01-07,50.97443771362305
2011-01-10,50.53842544555664
2011-01-11,51.33220291137695
2011-01-12,51.67877960205078
2011-01-13,51.5278205871582
2011-01-14,51.891178131103516
2011-01-18,52.181846618652344
2011-01-19,51.96943664550781
2011-01-20,51.824100494384766
2011-01-21,52.42220687866211
2011-01-24,52.60108184814453
2011-01-25,52.58993148803711
2011-01-26,52.90292739868164
2011-01-27,52.964439392089844
2011-01-28,52.193016052246094
2011-01-31,53.0650520324707
2011-02-01,53.786155700683594
2011-02-02,53.931480407714844
2011-02-03,54.39545822143555
2011-02-04,54.283660888671875
2011-02-07,54.59111785888672
2011-02-08,54.635841369628906
2011-02-09,53.79733657836914
2011-02-10,54.05447006225586
2011-02-11,53.91471862792969
2011-02-14,54.60181427001953
2011-02-15,54.25825119018555
2011-02-16,54.4384880065918
2011-02-17,54.7257194519043
2011-02-18,55.59867477416992
2011-02-22,56.499786376953125
2011-02-23,57.598026275634766
2011-02-24,57.46284484863281
2011-02-25,57.502262115478516
2011-02-28,58.43153762817383
2011-03-01,57.95283508300781
2011-03-02,58.27387237548828
2011-03-03,58.679344177246094
2011-03-04,58.43153762817383
2011-03-07,58.01478958129883
2011-03-08,58.442813873291016
2011-03-09,57.524803161621094
2011-03-10,55.801422119140625
2011-03-11,56.28013229370117
2011-03-14,56.770137786865234
2011-03-15,57.012298583984375
2011-03-16,56.04359436035156
2011-03-17,57.58112335205078
2011-03-18,57.89653015136719
2011-03-21,59.24253463745117
2011-03-22,59.26506805419922
2011-03-23,59.405879974365234
2011-03-24,59.34952926635742
2011-03-25,60.13801956176758
2011-03-28,59.72126770019531
2011-03-29,60.47031021118164
2011-03-30,60.83076095581055
2011-03-31,60.53788375854492
2011-04-01,61.0053596496582
2011-04-04,60.95467758178711
2011-04-05,61.574195861816406
2011-04-06,61.196861267089844
2011-04-07,61.354549407958984
2011-04-08,61.76002502441406
2011-04-11,60.70124053955078
2011-04-12,58.67372131347656
2011-04-13,58.46532440185547
2011-04-14,59.06795883178711
2011-04-15,59.83390426635742
2011-04-18,58.85394287109375
2011-04-19,59.3608283996582
2011-04-20,60.71813201904297
2011-04-21,60.89834976196289
2011-04-25,60.49847412109375
2011-04-26,61.24753952026367
2011-04-27,61.37143325805664
2011-04-28,61.28133010864258
2011-04-29,61.63614273071289
2011-05-02,60.926517486572266
2011-05-03,59.79448318481445
