Date,EXR
2010-11-04,10.36344051361084
2010-11-05,10.405496597290039
2010-11-08,10.297355651855469
2010-11-09,9.960920333862305
2010-11-10,9.972936630249023
2010-11-11,9.978940963745117
2010-11-12,9.846772193908691
2010-11-15,9.702584266662598
2010-11-16,9.330101013183594
2010-11-17,9.414213180541992
2010-11-18,9.43824291229248
2010-11-19,9.426226615905762
2010-11-22,9.480294227600098
2010-11-23,9.396188735961914
2010-11-24,9.774679183959961
2010-11-26,9.786693572998047
2010-11-29,9.732627868652344
2010-11-30,9.624485969543457
2010-12-01,9.828749656677246
2010-12-02,9.966928482055664
2010-12-03,9.954912185668945
2010-12-06,10.075071334838867
2010-12-07,10.351422309875488
2010-12-08,10.315169334411621
2010-12-09,10.321209907531738
2010-12-10,10.442072868347168
2010-12-13,10.575010299682617
2010-12-14,10.303082466125488
2010-12-15,10.188263893127441
2010-12-16,10.284958839416504
2010-12-17,10.303082466125488
2010-12-20,10.381641387939453
2010-12-21,10.544797897338867
2010-12-22,10.599185943603516
2010-12-23,10.490413665771484
2010-12-27,10.550840377807617
2010-12-28,10.599185943603516
2010-12-29,10.617310523986816
2010-12-30,10.599185943603516
2010-12-31,10.514583587646484
2011-01-03,10.810685157775879
2011-01-04,10.695869445800781
2011-01-05,10.72608470916748
2011-01-06,10.575010299682617
2011-01-07,10.677741050720215
2011-01-10,10.79859733581543
2011-01-11,10.79859733581543
2011-01-12,10.889241218566895
2011-01-13,10.913409233093262
2011-01-14,11.082615852355957
2011-01-18,11.010100364685059
2011-01-19,11.010100364685059
2011-01-20,11.15512752532959
2011-01-21,11.348499298095703
2011-01-24,11.378713607788086
2011-01-25,11.481438636779785
2011-01-26,11.590214729309082
2011-01-27,11.729201316833496
2011-01-28,11.493521690368652
2011-01-31,11.620427131652832
2011-02-01,11.686902046203613
2011-02-02,11.789630889892578
2011-02-03,11.807756423950195
2011-02-04,11.795669555664062
2011-02-07,11.934650421142578
2011-02-08,11.844012260437012
2011-02-09,11.819844245910645
2011-02-10,11.886313438415527
2011-02-11,11.934650421142578
2011-02-14,11.898399353027344
2011-02-15,11.596259117126465
2011-02-16,11.596259117126465
2011-02-17,11.686902046203613
2011-02-18,11.723155975341797
2011-02-22,11.493521690368652
2011-02-23,11.257857322692871
2011-02-24,11.348499298095703
2011-02-25,11.559999465942383
2011-02-28,11.934650421142578
2011-03-01,11.644600868225098
2011-03-02,11.602301597595215
2011-03-03,11.807756423950195
2011-03-04,11.94674301147461
2011-03-07,12.019259452819824
2011-03-08,12.164280891418457
2011-03-09,12.07968807220459
2011-03-10,11.874225616455078
2011-03-11,11.983781814575195
2011-03-14,11.935089111328125
2011-03-15,11.795106887817383
2011-03-16,11.5820894241333
2011-03-17,11.624693870544434
2011-03-18,11.843794822692871
2011-03-21,12.172451972961426
2011-03-22,12.160277366638184
2011-03-23,12.020294189453125
2011-03-24,12.099420547485352
2011-03-25,12.190711975097656
2011-03-28,12.178540229797363
2011-03-29,12.36721420288086
2011-03-30,12.695868492126465
2011-03-31,12.604576110839844
2011-04-01,12.470678329467773
2011-04-04,12.391557693481445
2011-04-05,12.294178009033203
2011-04-06,12.202881813049316
2011-04-07,12.008124351501465
2011-04-08,11.880311965942383
2011-04-11,11.868144035339355
2011-04-12,11.782936096191406
2011-04-13,11.874229431152344
2011-04-14,12.263745307922363
2011-04-15,12.391557693481445
2011-04-18,12.318528175354004
2011-04-19,12.464588165283203
2011-04-20,12.653265953063965
2011-04-21,12.799339294433594
2011-04-25,12.951484680175781
2011-04-26,13.061044692993164
2011-04-27,13.152338027954102
2011-04-28,13.328832626342773
2011-04-29,13.170592308044434
2011-05-02,13.103644371032715
2011-05-03,13.042780876159668
2011-05-04,12.92105770111084
2011-05-05,12.969744682312012
2011-05-06,12.835854530334473
2011-05-09,13.000185012817383
2011-05-10,13.31058120727539
2011-05-11,13.14016056060791
2011-05-12,12.884540557861328
2011-05-13,12.92105770111084
2011-05-16,12.975831985473633
2011-05-17,12.933231353759766
2011-05-18,13.14625072479248
2011-05-19,13.134075164794922
2011-05-20,12.835854530334473
2011-05-23,12.73847484588623
2011-05-24,12.695868492126465
2011-05-25,12.817591667175293
2011-05-26,12.951484680175781
2011-05-27,13.006269454956055
2011-05-31,13.243627548217773
2011-06-01,12.774989128112793
2011-06-02,12.774989128112793
2011-06-03,12.665431022644043
2011-06-06,12.574141502380371
2011-06-07,12.74455738067627
2011-06-08,12.73238754272461
2011-06-09,12.62283706665039
2011-06-10,12.28808879852295
2011-06-13,12.177776336669922
2011-06-14,12.404541969299316
2011-06-15,12.134871482849121
2011-06-16,12.171647071838379
2011-06-17,12.232933044433594
2011-06-20,12.386149406433105
2011-06-21,12.520981788635254
2011-06-22,12.729360580444336
2011-06-23,12.545493125915527
2011-06-24,12.55162239074707
2011-06-27,12.680328369140625
2011-06-28,12.870318412780762
2011-06-29,13.005146980285645
2011-06-30,13.072569847106934
2011-07-01,13.29319953918457
2011-07-05,13.446418762207031
2011-07-06,13.483193397521973
2011-07-07,13.587382316589355
2011-07-08,13.501578330993652
2011-07-11,13.305459022521973
2011-07-12,13.225784301757812
2011-07-13,13.084831237792969
2011-07-14,13.048048973083496
2011-07-15,13.34836483001709
2011-07-18,13.152242660522461
2011-07-19,13.483193397521973
2011-07-20,13.575122833251953
2011-07-21,13.526094436645508
2011-07-22,13.599634170532227
2011-07-25,13.532222747802734
2011-07-26,13.501578330993652
2011-07-27,13.072569847106934
2011-07-28,13.048048973083496
2011-07-29,13.029667854309082
2011-08-01,13.109336853027344
2011-08-02,12.796774864196777
2011-08-03,12.876445770263672
2011-08-04,12.14100170135498
2011-08-05,11.932623863220215
2011-08-08,10.933645248413086
2011-08-09,12.036813735961914
2011-08-10,11.571030616760254
2011-08-11,12.269704818725586
2011-08-12,12.355504035949707
2011-08-15,12.949993133544922
2011-08-16,12.864192008972168
2011-08-17,12.778393745422363
2011-08-18,12.085841178894043
2011-08-19,11.85295581817627
2011-08-22,11.957141876220703
2011-08-23,12.404541969299316
2011-08-24,12.655816078186035
2011-08-25,12.533242225646973
2011-08-26,12.520981788635254
2011-08-29,12.729360580444336
2011-08-30,12.931611061096191
2011-08-31,13.176758766174316
2011-09-01,13.035794258117676
2011-09-02,12.766129493713379
2011-09-06,12.815165519714355
2011-09-07,13.329970359802246
2011-09-08,13.244174003601074
2011-09-09,12.698716163635254
2011-09-12,12.760004043579102
2011-09-13,12.778512954711914
2011-09-14,12.895747184753418
2011-09-15,13.2289400100708
2011-09-16,13.302982330322266
2011-09-19,13.062342643737793
2011-09-20,13.00680923461914
2011-09-21,12.309574127197266
2011-09-22,11.828302383422852
2011-09-23,11.883832931518555
2011-09-26,12.112128257751465
2011-09-27,12.254048347473145
2011-09-28,11.723403930664062
2011-09-29,11.85915470123291
2011-09-30,11.495107650756836
2011-10-03,10.945958137512207
2011-10-04,11.772769927978516
2011-10-05,11.501276969909668
2011-10-06,12.050424575805664
2011-10-07,11.501276969909668
2011-10-10,12.149152755737305
2011-10-11,11.81595516204834
2011-10-12,11.927021026611328
2011-10-13,11.933197975158691
2011-10-14,12.303411483764648
2011-10-17,12.075111389160156
2011-10-18,12.568726539611816
2011-10-19,12.414474487304688
2011-10-20,12.494683265686035
2011-10-21,12.945104598999023
2011-10-24,13.3646821975708
2011-10-25,13.21660041809082
2011-10-26,13.414042472839355
2011-10-27,13.88914966583252
2011-10-28,14.080428123474121
2011-10-31,13.90149211883545
2011-11-01,13.568305015563965
2011-11-02,13.987876892089844
2011-11-03,14.135961532592773
2011-11-04,14.092772483825684
2011-11-07,14.123615264892578
2011-11-08,14.234683990478516
2011-11-09,13.568305015563965
2011-11-10,13.734898567199707
2011-11-11,14.12979793548584
2011-11-14,14.074254989624023
2011-11-15,14.37043285369873
2011-11-16,14.364253044128418
2011-11-17,14.111279487609863
2011-11-18,14.444477081298828
2011-11-21,14.068085670471191
2011-11-22,14.068085670471191
2011-11-23,13.728724479675293
2011-11-25,13.685539245605469
2011-11-28,14.154473304748535
2011-11-29,14.216171264648438
2011-11-30,14.870217323303223
2011-12-01,14.635743141174316
2011-12-02,14.857876777648926
2011-12-05,15.03681755065918
2011-12-06,15.03681755065918
2011-12-07,15.030606269836426
2011-12-08,14.639634132385254
2011-12-09,14.807193756103516
2011-12-12,14.589986801147461
2011-12-13,14.434844017028809
2011-12-14,14.298312187194824
2011-12-15,14.447253227233887
2011-12-16,14.68928337097168
2011-12-19,14.503104209899902
2011-12-20,14.76995849609375
2011-12-21,14.695486068725586
2011-12-22,14.850641250610352
2011-12-23,15.067841529846191
2011-12-27,15.1919527053833
2011-12-28,15.061641693115234
2011-12-29,15.154728889465332
2011-12-30,15.036815643310547
2012-01-03,15.142313957214355
2012-01-04,14.89407730102539
2012-01-05,15.136101722717285
2012-01-06,15.142313957214355
2012-01-09,15.074043273925781
2012-01-10,15.322281837463379
2012-01-11,15.21058177947998
2012-01-12,15.204367637634277
2012-01-13,15.21058177947998
2012-01-17,15.297457695007324
2012-01-18,15.353307723999023
2012-01-19,15.47743034362793
2012-01-20,15.800137519836426
2012-01-23,15.762898445129395
2012-01-24,15.762898445129395
2012-01-25,15.91804027557373
2012-01-26,16.011131286621094
2012-01-27,16.054567337036133
2012-01-30,15.96148681640625
2012-01-31,16.333833694458008
2012-02-01,16.377275466918945
2012-02-02,16.588279724121094
2012-02-03,16.87995147705078
2012-02-06,16.737218856811523
2012-02-07,16.92338752746582
2012-02-08,16.848928451538086
2012-02-09,16.426923751831055
2012-02-10,16.07939338684082
2012-02-13,16.551042556762695
2012-02-14,16.644136428833008
2012-02-15,16.38348388671875
2012-02-16,16.67515754699707
2012-02-17,16.606897354125977
2012-02-21,16.346250534057617
2012-02-22,16.209728240966797
2012-02-23,16.68136978149414
2012-02-24,16.538631439208984
2012-02-27,16.68757438659668
2012-02-28,16.445541381835938
2012-02-29,16.364866256713867
2012-03-01,16.513803482055664
2012-03-02,16.371076583862305
2012-03-05,16.538631439208984
2012-03-06,16.340045928955078
2012-03-07,16.513803482055664
2012-03-08,16.29039764404297
2012-03-09,16.352449417114258
2012-03-12,16.569664001464844
2012-03-13,16.919818878173828
2012-03-14,16.932313919067383
2012-03-15,17.038610458374023
2012-03-16,17.251203536987305
2012-03-19,17.445045471191406
2012-03-20,17.357498168945312
2012-03-21,17.29497528076172
2012-03-22,17.132404327392578
2012-03-23,17.43252944946289
2012-03-26,17.801443099975586
2012-03-27,17.763927459716797
2012-03-28,17.77017593383789
2012-03-29,17.813945770263672
2012-03-30,18.00153160095215
2012-04-02,18.15784454345703
2012-04-03,17.813945770263672
2012-04-04,17.77644157409668
2012-04-05,17.99527359008789
2012-04-09,17.70139503479004
2012-04-10,17.182430267333984
2012-04-11,17.507568359375
2012-04-12,17.657634735107422
2012-04-13,17.6763916015625
2012-04-16,18.064054489135742
2012-04-17,17.75141716003418
2012-04-18,17.68263816833496
2012-04-19,17.82019805908203
2012-04-20,18.189109802246094
2012-04-23,18.10157585144043
2012-04-24,18.54551887512207
2012-04-25,18.72684669494629
2012-04-26,18.83313751220703
2012-04-27,19.0582332611084
2012-04-30,18.976951599121094
2012-05-01,18.889406204223633
2012-05-02,19.170780181884766
2012-05-03,19.033226013183594
2012-05-04,18.808130264282227
2012-05-07,18.98945426940918
2012-05-08,18.94568634033203
2012-05-09,18.739347457885742
2012-05-10,18.689327239990234
2012-05-11,18.783117294311523
2012-05-14,18.401704788208008
2012-05-15,18.37668800354004
2012-05-16,18.270395278930664
2012-05-17,17.75767707824707
2012-05-18,17.58260154724121
2012-05-21,17.70139503479004
2012-05-22,17.576343536376953
2012-05-23,17.438779830932617
2012-05-24,17.588851928710938
2012-05-25,17.651376724243164
2012-05-29,17.989025115966797
2012-05-30,17.526317596435547
2012-05-31,17.7326602935791
2012-06-01,17.319984436035156
2012-06-04,17.395023345947266
2012-06-05,17.68263816833496
2012-06-06,18.114076614379883
2012-06-07,17.920242309570312
2012-06-08,18.120325088500977
2012-06-11,17.588851928710938
2012-06-12,17.920242309570312
2012-06-13,17.850980758666992
2012-06-14,18.20989227294922
2012-06-15,18.379907608032227
2012-06-18,18.35470962524414
2012-06-19,18.524721145629883
2012-06-20,18.638057708740234
2012-06-21,18.28544807434082
2012-06-22,18.20989227294922
2012-06-25,18.361011505126953
2012-06-26,18.379907608032227
2012-06-27,18.25396728515625
2012-06-28,18.46805191040039
2012-06-29,19.267730712890625
2012-07-02,19.261436462402344
2012-07-03,19.425146102905273
2012-07-05,19.223644256591797
2012-07-06,19.481813430786133
2012-07-09,19.588851928710938
2012-07-10,19.37476921081543
2012-07-11,19.3306941986084
2012-07-12,19.626638412475586
2012-07-13,19.834430694580078
2012-07-16,19.928874969482422
2012-07-17,20.287782669067383
2012-07-18,20.23111915588379
2012-07-19,20.06110191345215
2012-07-20,20.03591537475586
2012-07-23,19.821826934814453
2012-07-24,19.7525691986084
2012-07-25,19.840721130371094
2012-07-26,20.11147689819336
2012-07-27,20.28148078918457
2012-07-30,20.193330764770508
2012-07-31,20.615205764770508
2012-08-01,20.715953826904297
2012-08-02,20.948930740356445
2012-08-03,21.06226921081543
2012-08-06,20.917448043823242
2012-08-07,20.87336540222168
2012-08-08,20.766324996948242
2012-08-09,20.753734588623047
2012-08-10,20.747440338134766
2012-08-13,20.760034561157227
2012-08-14,20.898555755615234
2012-08-15,21.194496154785156
2012-08-16,21.295246124267578
2012-08-17,21.16301727294922
2012-08-20,21.156715393066406
2012-08-21,21.04338264465332
2012-08-22,21.005598068237305
2012-08-23,20.898555755615234
2012-08-24,20.974117279052734
2012-08-27,21.169309616088867
2012-08-28,21.31413459777832
2012-08-29,21.4400634765625
2012-08-30,21.43377685546875
2012-08-31,21.47784996032715
2012-09-04,21.54711151123047
2012-09-05,21.414884567260742
2012-09-06,21.591184616088867
2012-09-07,21.591184616088867
2012-09-10,21.528217315673828
2012-09-11,21.496742248535156
2012-09-12,21.46525001525879
2012-09-13,21.883283615112305
2012-09-14,22.079631805419922
2012-09-17,21.819948196411133
2012-09-18,21.534929275512695
2012-09-19,21.44625473022461
2012-09-20,21.161231994628906
2012-09-21,21.08522605895996
2012-09-24,21.072559356689453
2012-09-25,21.002885818481445
2012-09-26,21.04722785949707
2012-09-27,21.129562377929688
2012-09-28,21.059894561767578
2012-10-01,20.85721206665039
2012-10-02,20.90788459777832
2012-10-03,21.078887939453125
2012-10-04,21.180234909057617
2012-10-05,21.408254623413086
2012-10-08,21.47158432006836
2012-10-09,21.534929275512695
2012-10-10,21.617265701293945
2012-10-11,21.503257751464844
2012-10-12,21.496925354003906
2012-10-15,21.73126983642578
2012-10-16,21.65526580810547
2012-10-17,21.47158432006836
2012-10-18,21.325912475585938
2012-10-19,21.180234909057617
2012-10-22,21.08522605895996
2012-10-23,21.053552627563477
2012-10-24,21.116891860961914
2012-10-25,20.97755241394043
2012-10-26,20.964889526367188
2012-10-31,21.845287322998047
2012-11-01,21.997289657592773
2012-11-02,22.117630004882812
2012-11-05,22.07330322265625
2012-11-06,22.0986328125
2012-11-07,22.40899658203125
2012-11-08,22.301321029663086
2012-11-09,22.35198211669922
2012-11-12,22.3203182220459
2012-11-13,22.377321243286133
2012-11-14,21.965621948242188
2012-11-15,21.92128562927246
2012-11-16,21.73760414123535
2012-11-19,22.3203182220459
2012-11-20,22.573667526245117
2012-11-21,22.7130126953125
2012-11-23,22.795352935791016
2012-11-26,22.776357650756836
2012-11-27,22.516658782958984
2012-11-28,22.427993774414062
2012-11-29,22.46599769592285
2012-11-30,22.263317108154297
2012-12-03,22.68134880065918
2012-12-04,22.56734275817871
2012-12-05,22.250648498535156
2012-12-06,22.454784393310547
2012-12-07,22.47391700744629
2012-12-10,22.66529083251953
2012-12-11,22.461158752441406
2012-12-12,22.403745651245117
2012-12-13,22.35271453857422
2012-12-14,22.416500091552734
2012-12-17,22.63339614868164
2012-12-18,22.818395614624023
2012-12-19,23.04166603088379
2012-12-20,23.182010650634766
2012-12-21,22.984254837036133
2012-12-24,23.02890396118164
2012-12-26,22.99063491821289
2012-12-27,23.060806274414062
2012-12-28,22.856674194335938
2012-12-31,23.213903427124023
2013-01-02,23.507341384887695
2013-01-03,23.698728561401367
2013-01-04,23.813552856445312
2013-01-07,23.858205795288086
2013-01-08,23.698728561401367
2013-01-09,24.119754791259766
2013-01-10,24.113380432128906
2013-01-11,24.01130485534668
2013-01-14,24.01130485534668
2013-01-15,24.05595588684082
2013-01-16,24.189922332763672
2013-01-17,24.34940528869629
2013-01-18,24.579055786132812
2013-01-22,24.610952377319336
2013-01-23,24.502498626708984
2013-01-24,24.84697914123535
2013-01-25,25.083009719848633
2013-01-28,25.000076293945312
2013-01-29,25.293519973754883
2013-01-30,25.261627197265625
2013-01-31,25.414730072021484
2013-02-01,25.77196502685547
2013-02-04,25.77196502685547
2013-02-05,25.612485885620117
2013-02-06,25.618860244750977
2013-02-07,25.49765396118164
2013-02-08,25.69541358947754
2013-02-11,25.778345108032227
2013-02-12,25.740062713623047
2013-02-13,25.555072784423828
2013-02-14,25.223352432250977
2013-02-15,24.687501907348633
2013-02-19,24.55991554260254
2013-02-20,24.49612808227539
2013-02-21,24.12613296508789
2013-02-22,24.317506790161133
2013-02-25,23.724231719970703
2013-02-26,23.788034439086914
2013-02-27,23.941131591796875
2013-02-28,23.883716583251953
2013-03-01,23.934749603271484
2013-03-04,24.521638870239258
2013-03-05,25.172313690185547
2013-03-06,24.987323760986328
2013-03-07,24.89801025390625
2013-03-08,25.012836456298828
2013-03-11,24.789573669433594
2013-03-12,24.821456909179688
2013-03-13,24.47475814819336
2013-03-14,24.47475814819336
2013-03-15,24.481182098388672
2013-03-18,24.66094970703125
2013-03-19,24.53253746032715
2013-03-20,24.808624267578125
2013-03-21,24.667375564575195
2013-03-22,25.0975399017334
2013-03-25,25.129642486572266
2013-03-26,25.3543643951416
2013-03-27,25.29015350341797
2013-03-28,25.213104248046875
2013-04-01,25.322248458862305
2013-04-02,25.431400299072266
2013-04-03,25.161741256713867
2013-04-04,25.3543643951416
2013-04-05,25.521291732788086
2013-04-08,25.75885009765625
2013-04-09,26.022079467773438
2013-04-10,26.381641387939453
2013-04-11,26.638452529907227
2013-04-12,26.670562744140625
2013-04-15,26.246801376342773
2013-04-16,26.773284912109375
2013-04-17,26.452255249023438
2013-04-18,26.46510124206543
2013-04-19,26.97231674194336
2013-04-22,26.65771484375
2013-04-23,26.741180419921875
2013-04-24,26.876005172729492
2013-04-25,26.760435104370117
2013-04-26,26.9594783782959
2013-04-29,27.582250595092773
2013-04-30,27.980327606201172
2013-05-01,27.916128158569336
2013-05-02,28.249982833862305
2013-05-03,28.294925689697266
2013-05-06,28.423343658447266
2013-05-07,28.37197494506836
2013-05-08,28.39764976501465
2013-05-09,28.410491943359375
2013-05-10,28.070219039916992
2013-05-13,28.147254943847656
2013-05-14,28.147254943847656
2013-05-15,28.46185874938965
2013-05-16,28.26924705505371
2013-05-17,28.551748275756836
2013-05-20,28.519636154174805
2013-05-21,28.85993003845215
2013-05-22,27.999588012695312
2013-05-23,27.851917266845703
2013-05-24,27.890438079833984
2013-05-28,27.65929412841797
2013-05-29,27.087875366210938
2013-05-30,27.28050422668457
2013-05-31,26.895273208618164
2013-06-03,27.11998176574707
2013-06-04,26.8631591796875
2013-06-05,26.90168571472168
2013-06-06,27.42816734313965
2013-06-07,27.556570053100586
2013-06-10,27.338281631469727
2013-06-11,27.036516189575195
2013-06-12,26.58277702331543
2013-06-13,27.20505142211914
2013-06-14,27.42544174194336
2013-06-17,27.768985748291016
2013-06-18,28.326438903808594
2013-06-19,27.282840728759766
2013-06-20,26.245723724365234
2013-06-21,27.146718978881836
2013-06-24,26.73834991455078
2013-06-25,27.023555755615234
2013-06-26,27.12078857421875
2013-06-27,27.399511337280273
2013-06-28,27.17911720275879
2013-07-01,27.062448501586914
2013-07-02,27.956974029541016
2013-07-03,27.749540328979492
2013-07-05,27.691205978393555
2013-07-08,27.775476455688477
2013-07-09,28.02177619934082
2013-07-10,27.645822525024414
2013-07-11,28.25513458251953
2013-07-12,28.177352905273438
2013-07-15,28.39125633239746
2013-07-16,28.3134765625
2013-07-17,28.443115234375
2013-07-18,28.520904541015625
2013-07-19,28.786666870117188
2013-07-22,28.91631317138672
2013-07-23,28.728330612182617
2013-07-24,28.080120086669922
2013-07-25,28.16439437866211
2013-07-26,27.982894897460938
2013-07-29,27.9893798828125
2013-07-30,27.697683334350586
2013-07-31,27.256908416748047
2013-08-01,28.04770851135254
2013-08-02,27.67824363708496
2013-08-05,28.183837890625
2013-08-06,28.131980895996094
2013-08-07,27.969928741455078
2013-08-08,28.060678482055664
2013-08-09,28.339405059814453
2013-08-12,28.112525939941406
2013-08-13,27.96345329284668
2013-08-14,28.16439437866211
2013-08-15,27.328201293945312
2013-08-16,26.68649673461914
2013-08-19,26.342939376831055
2013-08-20,27.101343154907227
2013-08-21,26.97817039489746
2013-08-22,27.25042724609375
2013-08-23,27.587493896484375
2013-08-26,27.367095947265625
2013-08-27,26.84853744506836
2013-08-28,26.809650421142578
2013-08-29,26.90686798095703
2013-08-30,26.725387573242188
2013-09-03,26.206819534301758
2013-09-04,26.453140258789062
2013-09-05,26.58277702331543
2013-09-06,27.224496841430664
2013-09-09,27.684724807739258
2013-09-10,28.093093872070312
2013-09-11,28.501453399658203
2013-09-12,28.416410446166992
2013-09-13,28.815462112426758
