Date,HRL
2014-07-09,18.917051315307617
2014-07-10,18.83970069885254
2014-07-11,18.859039306640625
2014-07-14,18.855167388916016
2014-07-15,18.73914337158203
2014-07-16,18.62311553955078
2014-07-17,18.615339279174805
2014-07-18,18.848369598388672
2014-07-21,18.646408081054688
2014-07-22,18.7396240234375
2014-07-23,18.58039093017578
2014-07-24,18.52989387512207
2014-07-25,18.533775329589844
2014-07-28,18.393964767456055
2014-07-29,18.2735595703125
2014-07-30,17.96285057067871
2014-07-31,17.578350067138672
2014-08-01,17.48125457763672
2014-08-04,17.624954223632812
2014-08-05,17.601654052734375
2014-08-06,17.850217819213867
2014-08-07,17.698745727539062
2014-08-08,17.947317123413086
2014-08-11,18.164819717407227
2014-08-12,18.168699264526367
2014-08-13,18.230836868286133
2014-08-14,18.386198043823242
2014-08-15,18.308513641357422
2014-08-18,18.421144485473633
2014-08-19,18.452213287353516
2014-08-20,18.588150024414062
2014-08-21,19.388229370117188
2014-08-22,19.40376091003418
2014-08-25,19.469785690307617
2014-08-26,19.473670959472656
2014-08-27,19.559112548828125
2014-08-28,19.671749114990234
2014-08-29,19.68340301513672
2014-09-02,19.77661895751953
2014-09-03,19.862062454223633
2014-09-04,19.73777198791504
2014-09-05,19.838756561279297
2014-09-08,19.749425888061523
2014-09-09,19.559112548828125
2014-09-10,19.601842880249023
2014-09-11,19.636798858642578
2014-09-12,19.40764617919922
2014-09-15,19.438718795776367
2014-09-16,19.73389434814453
2014-09-17,19.636798858642578
2014-09-18,19.796037673950195
2014-09-19,19.621267318725586
2014-09-22,19.531930923461914
2014-09-23,19.419301986694336
2014-09-24,19.69505500793457
2014-09-25,19.411529541015625
2014-09-26,19.50086212158203
2014-09-29,19.730005264282227
2014-09-30,19.95915985107422
2014-10-01,19.83098602294922
2014-10-02,20.04848289489746
2014-10-03,20.11839485168457
2014-10-06,19.966920852661133
2014-10-07,19.70282745361328
2014-10-08,19.997995376586914
2014-10-09,20.04848289489746
2014-10-10,20.106746673583984
2014-10-13,19.97469139099121
2014-10-14,20.18830108642578
2014-10-15,19.74554443359375
2014-10-16,19.44140625
2014-10-17,19.56228256225586
2014-10-20,20.073076248168945
2014-10-21,20.474695205688477
2014-10-22,20.490291595458984
2014-10-23,20.470794677734375
2014-10-24,20.486392974853516
2014-10-27,20.482494354248047
2014-10-28,20.66575050354004
2014-10-29,20.693044662475586
2014-10-30,20.817825317382812
2014-10-31,21.020586013793945
2014-11-03,21.094667434692383
2014-11-04,21.176555633544922
2014-11-05,21.262327194213867
2014-11-06,21.26622772216797
2014-11-07,21.21944236755371
2014-11-10,21.23504066467285
2014-11-11,21.348112106323242
2014-11-12,21.309123992919922
2014-11-13,21.511882781982422
2014-11-14,21.250633239746094
2014-11-17,21.488489151000977
2014-11-18,21.488489151000977
2014-11-19,21.558673858642578
2014-11-20,21.379310607910156
2014-11-21,21.184349060058594
2014-11-24,21.10636329650879
2014-11-25,20.010684967041016
2014-11-26,20.556577682495117
2014-11-28,20.696949005126953
2014-12-01,20.603368759155273
2014-12-02,20.57217788696289
2014-12-03,20.56437873840332
2014-12-04,20.470794677734375
2014-12-05,20.576068878173828
2014-12-08,20.634557723999023
2014-12-09,20.385011672973633
2014-12-10,20.049678802490234
2014-12-11,20.22514533996582
2014-12-12,19.870323181152344
2014-12-15,19.78843116760254
2014-12-16,19.550580978393555
2014-12-17,19.835227966308594
2014-12-18,20.28752899169922
2014-12-19,20.385011672973633
2014-12-22,20.646263122558594
2014-12-23,20.763233184814453
2014-12-24,20.696949005126953
2014-12-26,20.66575050354004
2014-12-29,20.735944747924805
2014-12-30,20.677452087402344
2014-12-31,20.31482696533203
2015-01-02,20.12765884399414
2015-01-05,19.768945693969727
2015-01-06,19.620769500732422
2015-01-07,19.94050407409668
2015-01-08,20.15496253967285
2015-01-09,19.99509048461914
2015-01-12,19.698759078979492
2015-01-13,19.768945693969727
2015-01-14,19.726045608520508
2015-01-15,19.961164474487305
2015-01-16,20.17668342590332
2015-01-20,20.36085319519043
2015-01-21,20.76446533203125
2015-01-22,21.054443359375
2015-01-23,20.905534744262695
2015-01-26,20.870269775390625
2015-01-27,20.744876861572266
2015-01-28,20.533275604248047
2015-01-29,20.588132858276367
2015-01-30,20.070880889892578
2015-02-02,20.27464485168457
2015-02-03,20.482318878173828
2015-02-04,21.144569396972656
2015-02-05,21.16416358947754
2015-02-06,20.99566078186035
2015-02-09,20.803651809692383
2015-02-10,21.183753967285156
2015-02-11,21.132808685302734
2015-02-12,21.226856231689453
2015-02-13,21.83815574645996
2015-02-17,21.8303165435791
2015-02-18,21.99881362915039
2015-02-19,22.590518951416016
2015-02-20,22.69631576538086
2015-02-23,22.6492919921875
2015-02-24,22.637540817260742
2015-02-25,22.935348510742188
2015-02-26,22.90791893005371
2015-02-27,22.927515029907227
2015-03-02,22.927515029907227
2015-03-03,22.872648239135742
2015-03-04,22.708078384399414
2015-03-05,22.704153060913086
2015-03-06,22.241764068603516
2015-03-09,22.57484245300293
2015-03-10,22.04191780090332
2015-03-11,21.64614486694336
2015-03-12,21.92827796936035
2015-03-13,21.650062561035156
2015-03-16,21.806804656982422
2015-03-17,21.661813735961914
2015-03-18,21.975299835205078
2015-03-19,21.94004249572754
2015-03-20,22.25743865966797
2015-03-23,22.327974319458008
2015-03-24,22.120290756225586
