Date,BLK
2010-11-05,118.09745788574219
2010-11-08,115.32832336425781
2010-11-09,112.20455932617188
2010-11-10,114.91226196289062
2010-11-11,116.76756286621094
2010-11-12,118.04295349121094
2010-11-15,118.04979705810547
2010-11-16,114.09381866455078
2010-11-17,115.21923828125
2010-11-18,115.3692855834961
2010-11-19,115.25330352783203
2010-11-22,113.81415557861328
2010-11-23,111.19512176513672
2010-11-24,113.14576721191406
2010-11-26,112.2659683227539
2010-11-29,111.2428207397461
2010-11-30,111.17465209960938
2010-12-01,115.03142547607422
2010-12-02,117.93435668945312
2010-12-03,118.27753448486328
2010-12-06,117.6803970336914
2010-12-07,117.61862182617188
2010-12-08,119.20392608642578
2010-12-09,123.40381622314453
2010-12-10,125.62052917480469
2010-12-13,124.81755828857422
2010-12-14,125.35279846191406
2010-12-15,124.14501953125
2010-12-16,125.66168212890625
2010-12-17,128.46849060058594
2010-12-20,129.3606414794922
2010-12-21,132.11253356933594
2010-12-22,131.04881286621094
2010-12-23,129.47731018066406
2010-12-27,129.88217163085938
2010-12-28,129.985107421875
2010-12-29,130.95281982421875
2010-12-30,129.03121948242188
2010-12-31,130.78802490234375
2011-01-03,130.52041625976562
2011-01-04,130.41744995117188
2011-01-05,131.7625274658203
2011-01-06,130.34205627441406
2011-01-07,129.26455688476562
2011-01-10,131.19293212890625
2011-01-11,132.737060546875
2011-01-12,133.02525329589844
2011-01-13,134.37722778320312
2011-01-14,136.6076202392578
2011-01-18,134.86444091796875
2011-01-19,131.46060180664062
2011-01-20,130.98704528808594
2011-01-21,132.49685668945312
2011-01-24,132.8468780517578
2011-01-25,135.886962890625
2011-01-26,137.22523498535156
2011-01-27,138.43988037109375
2011-01-28,133.32725524902344
2011-01-31,135.89385986328125
2011-02-01,138.0967254638672
2011-02-02,135.63311767578125
2011-02-03,135.07040405273438
2011-02-04,133.3751983642578
2011-02-07,134.50758361816406
2011-02-08,136.82034301757812
2011-02-09,136.99191284179688
2011-02-10,137.73988342285156
2011-02-11,139.59963989257812
2011-02-14,140.69078063964844
2011-02-15,141.1368865966797
2011-02-16,140.9173583984375
2011-02-17,140.40255737304688
2011-02-18,141.83001708984375
2011-02-22,136.16152954101562
2011-02-23,133.91061401367188
2011-02-24,138.07614135742188
2011-02-25,139.94277954101562
2011-02-28,139.99081420898438
2011-03-01,138.23402404785156
2011-03-02,136.46339416503906
2011-03-03,143.08705139160156
2011-03-04,139.514404296875
2011-03-07,136.9921417236328
2011-03-08,137.3997802734375
2011-03-09,136.0661163330078
2011-03-10,131.5605010986328
2011-03-11,131.2841033935547
2011-03-14,130.2129364013672
2011-03-15,128.32643127441406
2011-03-16,124.22856140136719
2011-03-17,127.12403869628906
2011-03-18,127.5317611694336
2011-03-21,128.53372192382812
2011-03-22,127.86345672607422
2011-03-23,126.94432830810547
2011-03-24,128.22276306152344
2011-03-25,130.08168029785156
2011-03-28,129.54957580566406
2011-03-29,128.87928771972656
2011-03-30,137.40672302246094
2011-03-31,138.90621948242188
2011-04-01,139.88755798339844
2011-04-04,138.89242553710938
2011-04-05,137.8490753173828
2011-04-06,137.6692352294922
2011-04-07,136.81932067871094
2011-04-08,135.51332092285156
2011-04-11,135.4095916748047
2011-04-12,134.60107421875
2011-04-13,134.53199768066406
2011-04-14,133.63363647460938
2011-04-15,133.53688049316406
2011-04-18,131.67796325683594
2011-04-19,132.70068359375
2011-04-20,133.86863708496094
2011-04-21,137.43435668945312
2011-04-25,136.22503662109375
2011-04-26,137.46893310546875
2011-04-27,138.1392364501953
2011-04-28,136.82626342773438
2011-04-29,135.4027557373047
2011-05-02,135.11935424804688
2011-05-03,134.11048889160156
2011-05-04,134.06903076171875
2011-05-05,132.31373596191406
2011-05-06,135.2644805908203
2011-05-09,135.90713500976562
2011-05-10,136.82626342773438
2011-05-11,134.4214630126953
2011-05-12,135.36126708984375
2011-05-13,134.22799682617188
2011-05-16,132.6454315185547
2011-05-17,131.67111206054688
2011-05-18,133.54379272460938
2011-05-19,136.89527893066406
2011-05-20,136.48765563964844
2011-05-23,134.5734405517578
2011-05-24,133.40553283691406
2011-05-25,135.0364532470703
2011-05-26,136.50839233398438
2011-05-27,138.67129516601562
2011-05-31,142.050537109375
2011-06-01,137.7591552734375
2011-06-02,137.91812133789062
2011-06-03,134.7346649169922
2011-06-06,130.712646484375
2011-06-07,131.9582977294922
2011-06-08,131.99305725097656
2011-06-09,133.82308959960938
2011-06-10,129.3002166748047
2011-06-13,131.46420288085938
2011-06-14,133.99008178710938
2011-06-15,129.6480712890625
2011-06-16,130.90756225585938
2011-06-17,130.35784912109375
2011-06-20,131.79119873046875
2011-06-21,132.71673583984375
2011-06-22,131.6103515625
2011-06-23,130.3787078857422
2011-06-24,128.30519104003906
2011-06-27,130.1699676513672
2011-06-28,131.6938018798828
2011-06-29,133.52386474609375
2011-06-30,133.46820068359375
2011-07-01,136.67601013183594
2011-07-05,135.3469696044922
2011-07-06,136.07066345214844
2011-07-07,138.11639404296875
2011-07-08,136.0010528564453
2011-07-11,129.68980407714844
2011-07-12,127.81800842285156
2011-07-13,128.76441955566406
2011-07-14,126.82991027832031
2011-07-15,128.40948486328125
2011-07-18,125.42436981201172
2011-07-19,127.81800842285156
2011-07-20,128.38165283203125
2011-07-21,130.622314453125
2011-07-22,130.7614288330078
2011-07-25,129.4253692626953
2011-07-26,128.32601928710938
2011-07-27,123.05155944824219
2011-07-28,121.81993103027344
2011-07-29,124.17879486083984
2011-08-01,124.10922241210938
2011-08-02,121.4163589477539
2011-08-03,120.69270324707031
2011-08-04,113.5951919555664
2011-08-05,112.43313598632812
2011-08-08,101.07010650634766
2011-08-09,108.92607879638672
2011-08-10,103.02540588378906
2011-08-11,112.71146392822266
2011-08-12,112.07823944091797
2011-08-15,114.91029357910156
2011-08-16,112.140869140625
2011-08-17,112.15478515625
2011-08-18,105.96183013916016
2011-08-19,105.30078887939453
2011-08-22,105.88532257080078
2011-08-23,110.92317199707031
2011-08-24,113.92915344238281
2011-08-25,110.38737487792969
2011-08-26,112.02257537841797
2011-08-29,117.02561950683594
2011-08-30,116.20457458496094
2011-08-31,115.5906753540039
2011-09-01,114.1382827758789
2011-09-02,109.47956848144531
2011-09-06,106.9327621459961
2011-09-07,111.49320983886719
2011-09-08,109.35334777832031
2011-09-09,105.9925537109375
2011-09-12,106.1539535522461
2011-09-13,106.09782409667969
2011-09-14,106.85559844970703
2011-09-15,111.68267059326172
2011-09-16,112.8753662109375
2011-09-19,109.626953125
2011-09-20,109.1568374633789
2011-09-21,103.29135131835938
2011-09-22,101.55841064453125
2011-09-23,103.57907104492188
2011-09-26,105.48741912841797
2011-09-27,106.9888916015625
2011-09-28,104.22449493408203
2011-09-29,106.40657043457031
2011-09-30,103.84567260742188
2011-10-03,99.46759033203125
2011-10-04,103.27733612060547
2011-10-05,105.58562469482422
2011-10-06,106.4135513305664
2011-10-07,103.68427276611328
2011-10-10,108.9253158569336
2011-10-11,107.38875579833984
2011-10-12,109.45155334472656
2011-10-13,107.8027572631836
2011-10-14,109.3884048461914
2011-10-17,105.75404357910156
2011-10-18,109.66201782226562
2011-10-19,104.48408508300781
2011-10-20,106.75736999511719
2011-10-21,108.2728042602539
2011-10-24,110.48990631103516
2011-10-25,105.50847625732422
2011-10-26,108.30790710449219
2011-10-27,118.65668487548828
2011-10-28,119.1197280883789
2011-10-31,110.70738220214844
2011-11-01,105.24189758300781
2011-11-02,109.11474609375
2011-11-03,111.73876190185547
2011-11-04,110.5741195678711
2011-11-07,112.29308319091797
2011-11-08,114.47509765625
2011-11-09,107.50806427001953
2011-11-10,112.17378234863281
2011-11-11,115.29598236083984
2011-11-14,114.44701385498047
2011-11-15,116.38343811035156
2011-11-16,113.19110107421875
2011-11-17,111.97732543945312
2011-11-18,111.73876190185547
2011-11-21,109.87952423095703
2011-11-22,109.31822204589844
2011-11-23,106.2872543334961
2011-11-25,106.13285064697266
2011-11-28,112.13873291015625
2011-11-29,112.98063659667969
2011-11-30,120.70540618896484
2011-12-01,118.40321350097656
2011-12-02,119.54194641113281
2011-12-05,124.69786071777344
2011-12-06,122.68217468261719
2011-12-07,123.32579803466797
2011-12-08,118.46692657470703
2011-12-09,122.13052368164062
2011-12-12,119.86726379394531
2011-12-13,118.64369201660156
2011-12-14,118.07086181640625
2011-12-15,118.7073745727539
2011-12-16,120.4684829711914
2011-12-19,117.1230697631836
2011-12-20,122.45585632324219
2011-12-21,122.60443878173828
2011-12-22,124.1179428100586
2011-12-23,126.18316650390625
2011-12-27,125.780029296875
2011-12-28,124.78983306884766
2011-12-29,126.88336944580078
2011-12-30,126.06290435791016
2012-01-03,128.2058868408203
2012-01-04,127.2794418334961
2012-01-05,126.8338623046875
2012-01-06,126.69243621826172
2012-01-09,126.77725982666016
2012-01-10,129.4931640625
2012-01-11,130.0447998046875
2012-01-12,132.30101013183594
2012-01-13,131.9544677734375
2012-01-17,132.58392333984375
2012-01-18,132.8243865966797
2012-01-19,132.6404571533203
2012-01-20,129.3021697998047
2012-01-23,131.24012756347656
2012-01-24,133.687255859375
2012-01-25,133.13558959960938
2012-01-26,132.86685180664062
2012-01-27,132.60511779785156
2012-01-30,129.58506774902344
2012-01-31,128.7222137451172
2012-02-01,129.42955017089844
2012-02-02,129.97409057617188
2012-02-03,133.41847229003906
2012-02-06,134.5076446533203
2012-02-07,134.00550842285156
2012-02-08,134.55714416503906
2012-02-09,134.5147705078125
2012-02-10,134.38035583496094
2012-02-13,136.1131134033203
2012-02-14,135.45542907714844
2012-02-15,134.29550170898438
2012-02-16,136.58705139160156
2012-02-17,138.75831604003906
2012-02-21,137.58424377441406
2012-02-22,136.8628387451172
2012-02-23,139.4231414794922
2012-02-24,138.6239776611328
2012-02-27,139.83335876464844
2012-02-28,140.2718963623047
2012-02-29,140.74571228027344
2012-03-01,140.39212036132812
2012-03-02,140.21530151367188
2012-03-05,139.13916015625
2012-03-06,137.66395568847656
2012-03-07,140.1938934326172
2012-03-08,139.36012268066406
2012-03-09,140.3292999267578
2012-03-12,138.8826141357422
2012-03-13,144.66934204101562
2012-03-14,143.00889587402344
2012-03-15,146.1517333984375
2012-03-16,146.5222930908203
2012-03-19,146.15884399414062
2012-03-20,144.8831787109375
2012-03-21,143.4863739013672
2012-03-22,141.47677612304688
2012-03-23,143.3224639892578
2012-03-26,146.23011779785156
2012-03-27,145.08273315429688
2012-03-28,144.4769744873047
2012-03-29,142.2392578125
2012-03-30,146.0234375
2012-04-02,147.01409912109375
2012-04-03,147.2135772705078
2012-04-04,145.25376892089844
2012-04-05,146.79312133789062
2012-04-09,144.484130859375
2012-04-10,141.53375244140625
2012-04-11,140.97068786621094
2012-04-12,143.7500762939453
2012-04-13,140.97068786621094
2012-04-16,141.23439025878906
2012-04-17,143.82138061523438
2012-04-18,139.6879425048828
2012-04-19,135.83248901367188
2012-04-20,135.68988037109375
2012-04-23,133.22413635253906
2012-04-24,134.38577270507812
2012-04-25,136.40260314941406
2012-04-26,137.72096252441406
2012-04-27,137.1865234375
2012-04-30,136.5308380126953
2012-05-01,135.76116943359375
2012-05-02,134.53541564941406
2012-05-03,130.53025817871094
2012-05-04,130.53738403320312
2012-05-07,131.0006561279297
2012-05-08,129.94595336914062
2012-05-09,128.47071838378906
2012-05-10,128.05026245117188
2012-05-11,128.11436462402344
2012-05-14,125.77686309814453
2012-05-15,126.03346252441406
2012-05-16,124.76487731933594
2012-05-17,123.98095703125
2012-05-18,122.51296997070312
2012-05-21,119.53397369384766
2012-05-22,116.42680358886719
2012-05-23,119.37010955810547
2012-05-24,121.4652328491211
2012-05-25,122.12095642089844
2012-05-29,124.429931640625
2012-05-30,121.70054626464844
2012-05-31,121.72183990478516
2012-06-01,118.70731353759766
2012-06-04,117.58841705322266
2012-06-05,119.58779907226562
2012-06-06,122.66590118408203
2012-06-07,123.78789520263672
2012-06-08,125.07525634765625
2012-06-11,123.6656723022461
2012-06-12,124.4351577758789
2012-06-13,123.64405059814453
2012-06-14,124.19783020019531
2012-06-15,127.10338592529297
2012-06-18,124.74443817138672
2012-06-19,126.63591766357422
2012-06-20,126.33381652832031
2012-06-21,122.94644927978516
2012-06-22,123.70160675048828
2012-06-25,120.0409164428711
2012-06-26,120.96144104003906
2012-06-27,119.65972900390625
2012-06-28,119.45113372802734
2012-06-29,122.13372802734375
2012-07-02,121.99713897705078
2012-07-03,125.02488708496094
2012-07-05,123.52179718017578
2012-07-06,123.1837387084961
2012-07-09,123.60092163085938
2012-07-10,124.78756713867188
2012-07-11,125.95266723632812
2012-07-12,124.0396499633789
2012-07-13,126.4201431274414
2012-07-16,126.06771850585938
2012-07-17,126.6862564086914
2012-07-18,125.89510345458984
2012-07-19,126.66468811035156
2012-07-20,124.64374542236328
2012-07-23,119.9977798461914
2012-07-24,118.2501220703125
2012-07-25,117.99116516113281
2012-07-26,118.667236328125
2012-07-27,122.74507141113281
2012-07-30,123.72317504882812
2012-07-31,122.45015716552734
2012-08-01,121.98989868164062
2012-08-02,121.19157409667969
2012-08-03,124.55747985839844
2012-08-06,124.35608673095703
2012-08-07,125.14718627929688
2012-08-08,124.90270233154297
2012-08-09,125.70811462402344
2012-08-10,125.43489074707031
2012-08-13,125.82327270507812
2012-08-14,124.4207763671875
2012-08-15,126.59996032714844
2012-08-16,127.45584106445312
2012-08-17,128.58489990234375
2012-08-20,128.28280639648438
2012-08-21,128.39791870117188
2012-08-22,128.04556274414062
2012-08-23,127.51324462890625
2012-08-24,128.21096801757812
2012-08-27,127.29759216308594
2012-08-28,128.24688720703125
2012-08-29,127.40540313720703
2012-08-30,127.66654205322266
2012-08-31,127.92764282226562
2012-09-04,128.33387756347656
2012-09-05,127.65933227539062
2012-09-06,130.691162109375
2012-09-07,132.02581787109375
2012-09-10,128.9866943359375
2012-09-11,128.18157958984375
2012-09-12,128.1597900390625
2012-09-13,131.93153381347656
2012-09-14,132.73666381835938
2012-09-17,132.5335235595703
2012-09-18,132.548095703125
2012-09-19,132.25070190429688
2012-09-20,132.73666381835938
2012-09-21,132.73666381835938
2012-09-24,131.31504821777344
2012-09-25,129.04469299316406
2012-09-26,128.13800048828125
2012-09-27,129.7845916748047
2012-09-28,129.3275909423828
2012-10-01,130.4591064453125
2012-10-02,128.50796508789062
2012-10-03,131.69943237304688
2012-10-04,133.4764862060547
2012-10-05,135.9209442138672
2012-10-08,136.86387634277344
2012-10-09,137.0814666748047
2012-10-10,135.899169921875
2012-10-11,134.76036071777344
2012-10-12,133.6868438720703
2012-10-15,134.4557342529297
2012-10-16,137.79225158691406
2012-10-17,137.18299865722656
2012-10-18,137.81405639648438
2012-10-19,137.04522705078125
2012-10-22,137.28453063964844
2012-10-23,136.2689971923828
2012-10-24,135.6307830810547
2012-10-25,135.7250518798828
2012-10-26,135.6307830810547
2012-10-31,137.58189392089844
2012-11-01,137.86477661132812
2012-11-02,137.4658203125
2012-11-05,137.4512939453125
2012-11-06,138.84400939941406
2012-11-07,137.81405639648438
2012-11-08,135.7105712890625
2012-11-09,135.5146942138672
2012-11-12,136.7477569580078
2012-11-13,136.60997009277344
2012-11-14,135.3478546142578
2012-11-15,135.60903930664062
2012-11-16,135.6307830810547
2012-11-19,138.65545654296875
2012-11-20,140.57029724121094
2012-11-21,140.53404235839844
2012-11-23,141.83241271972656
2012-11-26,140.78060913085938
2012-11-27,141.31015014648438
2012-11-28,143.20327758789062
2012-11-29,142.97671508789062
2012-11-30,144.01454162597656
2012-12-03,142.76475524902344
2012-12-04,139.79005432128906
2012-12-05,140.6525115966797
2012-12-06,141.60997009277344
2012-12-07,142.34811401367188
2012-12-10,143.04989624023438
2012-12-11,145.77603149414062
2012-12-12,146.66769409179688
2012-12-13,146.7042694091797
2012-12-14,147.2962646484375
2012-12-17,150.04443359375
2012-12-18,151.0530548095703
2012-12-19,150.4244384765625
2012-12-20,152.96795654296875
2012-12-21,151.1114959716797
2012-12-24,151.45504760742188
2012-12-26,150.08091735839844
2012-12-27,150.61448669433594
2012-12-28,149.47433471679688
2012-12-31,151.08229064941406
2013-01-02,155.51145935058594
2013-01-03,155.9353485107422
2013-01-04,159.35597229003906
2013-01-07,159.06356811523438
2013-01-08,156.60052490234375
2013-01-09,157.00978088378906
2013-01-10,159.8821563720703
2013-01-11,161.5339813232422
2013-01-14,162.39649963378906
2013-01-15,163.17120361328125
2013-01-16,162.4330291748047
2013-01-17,169.56651306152344
2013-01-18,170.97706604003906
2013-01-22,173.1916961669922
2013-01-23,172.48272705078125
2013-01-24,172.73126220703125
2013-01-25,172.79702758789062
2013-01-28,171.65682983398438
2013-01-29,173.9591522216797
2013-01-30,173.5133056640625
2013-01-31,172.69468688964844
2013-02-01,173.1405029296875
2013-02-04,171.37908935546875
2013-02-05,174.5803985595703
2013-02-06,174.53652954101562
2013-02-07,173.08937072753906
2013-02-08,174.0688018798828
2013-02-11,175.01156616210938
2013-02-12,174.5803985595703
2013-02-13,177.25543212890625
2013-02-14,179.4846954345703
2013-02-15,177.56967163085938
2013-02-19,178.42486572265625
2013-02-20,174.7704315185547
2013-02-21,172.65087890625
2013-02-22,176.04946899414062
2013-02-25,172.85552978515625
2013-02-26,172.5996551513672
2013-02-27,176.1956787109375
2013-02-28,175.23086547851562
2013-03-01,173.09669494628906
2013-03-04,176.34182739257812
2013-03-05,179.87469482421875
2013-03-06,183.6873016357422
2013-03-07,182.8776397705078
2013-03-08,182.73043823242188
2013-03-11,182.43606567382812
2013-03-12,183.5915985107422
2013-03-13,186.7270050048828
2013-03-14,188.4492645263672
2013-03-15,188.96449279785156
2013-03-18,187.8678436279297
2013-03-19,186.34426879882812
2013-03-20,190.40707397460938
2013-03-21,186.2117919921875
2013-03-22,186.3074493408203
2013-03-25,185.34332275390625
2013-03-26,190.19361877441406
2013-03-27,188.83935546875
2013-03-28,189.06752014160156
2013-04-01,186.18238830566406
2013-04-02,189.47972106933594
2013-04-03,182.70095825195312
2013-04-04,184.82073974609375
2013-04-05,180.90516662597656
2013-04-08,183.54747009277344
2013-04-09,186.97723388671875
2013-04-10,191.93063354492188
2013-04-11,194.4110565185547
2013-04-12,193.66766357421875
2013-04-15,186.84474182128906
2013-04-16,189.3177490234375
2013-04-17,184.76185607910156
2013-04-18,180.54443359375
2013-04-19,184.12147521972656
2013-04-22,184.37913513183594
2013-04-23,190.98114013671875
2013-04-24,190.38502502441406
2013-04-25,193.9915313720703
2013-04-26,194.13868713378906
2013-04-29,197.4065399169922
2013-04-30,196.1479949951172
2013-05-01,192.05575561523438
2013-05-02,193.09352111816406
2013-05-03,199.71026611328125
2013-05-06,201.9257049560547
2013-05-07,202.8088836669922
2013-05-08,204.06016540527344
2013-05-09,202.99290466308594
2013-05-10,203.63328552246094
2013-05-13,205.63519287109375
2013-05-14,209.35946655273438
2013-05-15,212.9217529296875
2013-05-16,210.06607055664062
2013-05-17,214.14356994628906
2013-05-20,212.89231872558594
2013-05-21,214.68821716308594
2013-05-22,210.0071258544922
2013-05-23,208.14500427246094
2013-05-24,208.54986572265625
2013-05-28,212.2078399658203
2013-05-29,208.7633819580078
2013-05-30,209.74960327148438
2013-05-31,205.4954376220703
2013-06-03,204.85507202148438
2013-06-04,203.34619140625
2013-06-05,196.49395751953125
2013-06-06,199.23439025878906
2013-06-07,207.55960083007812
2013-06-10,208.38174438476562
2013-06-11,204.57470703125
2013-06-12,199.271484375
2013-06-13,201.78237915039062
2013-06-14,199.7825164794922
2013-06-17,204.41912841796875
2013-06-18,204.78952026367188
2013-06-19,198.8419189453125
2013-06-20,186.65771484375
2013-06-21,184.18389892578125
2013-06-24,181.93226623535156
2013-06-25,187.0799102783203
2013-06-26,191.1240692138672
2013-06-27,195.5828399658203
2013-06-28,190.24264526367188
2013-07-01,189.69447326660156
2013-07-02,190.2203826904297
2013-07-03,189.06497192382812
2013-07-05,190.5462646484375
2013-07-08,190.3684539794922
2013-07-09,195.07928466796875
2013-07-10,196.0642852783203
2013-07-11,199.90103149414062
2013-07-12,199.78997802734375
2013-07-15,199.84182739257812
2013-07-16,198.76034545898438
2013-07-17,201.6787109375
2013-07-18,206.58192443847656
2013-07-19,207.922607421875
2013-07-22,211.83334350585938
2013-07-23,211.05563354492188
2013-07-24,210.31494140625
2013-07-25,211.077880859375
2013-07-26,212.1148223876953
2013-07-29,209.70018005371094
2013-07-30,209.1964569091797
2013-07-31,208.8410186767578
2013-08-01,211.2926483154297
2013-08-02,212.2926025390625
2013-08-05,211.6259307861328
2013-08-06,210.7889404296875
2013-08-07,208.05589294433594
2013-08-08,206.29306030273438
2013-08-09,207.8114471435547
2013-08-12,206.06341552734375
2013-08-13,207.24850463867188
2013-08-14,205.40423583984375
2013-08-15,200.04916381835938
2013-08-16,200.09359741210938
2013-08-19,197.56790161132812
2013-08-20,197.70863342285156
2013-08-21,195.54583740234375
2013-08-22,198.5455780029297
2013-08-23,199.09365844726562
2013-08-26,199.6269989013672
2013-08-27,191.80545043945312
2013-08-28,192.16094970703125
2013-08-29,194.2334747314453
2013-08-30,194.06947326660156
2013-09-03,196.64894104003906
2013-09-04,198.37847900390625
2013-09-05,195.8959197998047
2013-09-06,194.74783325195312
2013-09-09,196.10464477539062
2013-09-10,198.6841278076172
2013-09-11,195.13552856445312
2013-09-12,195.5157470703125
2013-09-13,197.2826385498047
2013-09-16,203.26898193359375
2013-09-17,203.51499938964844
2013-09-18,208.3011474609375
2013-09-19,211.4546356201172
