Date,OKE
2010-11-04,10.088232040405273
2010-11-05,10.143792152404785
2010-11-08,10.143792152404785
2010-11-09,10.062437057495117
2010-11-10,10.14181137084961
2010-11-11,10.177529335021973
2010-11-12,10.300554275512695
2010-11-15,10.306506156921387
2010-11-16,10.01282787322998
2010-11-17,9.991000175476074
2010-11-18,10.052515983581543
2010-11-19,10.09220027923584
2010-11-22,10.193403244018555
2010-11-23,10.119979858398438
2010-11-24,10.25888442993164
2010-11-26,10.159666061401367
2010-11-29,10.139824867248535
2010-11-30,10.14181137084961
2010-12-01,10.207294464111328
2010-12-02,10.419612884521484
2010-12-03,10.5128755569458
2010-12-06,10.566449165344238
2010-12-07,10.590265274047852
2010-12-08,10.701383590698242
2010-12-09,10.750990867614746
2010-12-10,10.766867637634277
2010-12-13,10.76290225982666
2010-12-14,10.858144760131836
2010-12-15,10.677571296691895
2010-12-16,10.685506820678711
2010-12-17,10.747023582458496
2010-12-20,10.88393783569336
2010-12-21,10.91370677947998
2010-12-22,10.967280387878418
2010-12-23,11.002994537353516
2010-12-27,10.999032974243164
2010-12-28,11.014906883239746
2010-12-29,11.042686462402344
2010-12-30,11.05062484741211
2010-12-31,11.006969451904297
2011-01-03,11.197460174560547
2011-01-04,11.036735534667969
2011-01-05,10.989106178283691
2011-01-06,11.052607536315918
2011-01-07,11.076419830322266
2011-01-10,11.028793334960938
2011-01-11,11.221275329589844
2011-01-12,11.385973930358887
2011-01-13,11.451454162597656
2011-01-14,11.463357925415039
2011-01-18,11.475266456604004
2011-01-19,11.421686172485352
2011-01-20,11.556626319885254
2011-01-21,11.610198020935059
2011-01-24,11.7054443359375
2011-01-25,11.614165306091309
2011-01-26,11.733227729797363
2011-01-27,11.82531452178955
2011-01-28,11.761252403259277
2011-01-31,11.789278984069824
2011-02-01,11.855342864990234
2011-02-02,11.783275604248047
2011-02-03,11.847332000732422
2011-02-04,11.813299179077148
2011-02-07,11.913398742675781
2011-02-08,11.915400505065918
2011-02-09,11.847332000732422
2011-02-10,11.969451904296875
2011-02-11,12.075553894042969
2011-02-14,12.13160514831543
2011-02-15,12.273743629455566
2011-02-16,12.41186809539795
2011-02-17,12.628082275390625
2011-02-18,12.942383766174316
2011-02-22,12.678129196166992
2011-02-23,12.686138153076172
2011-02-24,12.626083374023438
2011-02-25,12.814265251159668
2011-02-28,12.926366806030273
2011-03-01,12.70815372467041
2011-03-02,12.75019645690918
2011-03-03,12.97041130065918
2011-03-04,12.918354988098145
2011-03-07,12.828268051147461
2011-03-08,12.994433403015137
2011-03-09,13.082518577575684
2011-03-10,13.01445484161377
2011-03-11,13.078513145446777
2011-03-14,12.928370475769043
2011-03-15,12.578036308288574
2011-03-16,12.451910972595215
2011-03-17,12.716166496276855
2011-03-18,12.82026195526123
2011-03-21,13.246675491333008
2011-03-22,13.216643333435059
2011-03-23,13.226656913757324
2011-03-24,13.108543395996094
2011-03-25,13.224650382995605
2011-03-28,13.156587600708008
2011-03-29,13.074507713317871
2011-03-30,13.19863224029541
2011-03-31,13.388805389404297
2011-04-01,13.486898422241211
2011-04-04,13.52293872833252
2011-04-05,13.476888656616211
2011-04-06,13.26869010925293
2011-04-07,13.154582023620605
2011-04-08,13.1025390625
2011-04-11,12.992430686950684
2011-04-12,12.892335891723633
2011-04-13,12.900344848632812
2011-04-14,12.902344703674316
2011-04-15,13.022459983825684
2011-04-18,12.858302116394043
2011-04-19,12.882325172424316
2011-04-20,13.320744514465332
2011-04-21,13.388805389404297
2011-04-25,13.450870513916016
2011-04-26,13.709115028381348
2011-04-27,13.838220596313477
2011-04-28,13.939083099365234
2011-04-29,14.108528137207031
2011-05-02,14.070199966430664
2011-05-03,14.0238037109375
2011-05-04,13.606242179870605
2011-05-05,13.62439250946045
2011-05-06,14.01573657989502
2011-05-09,14.197282791137695
2011-05-10,14.300166130065918
2011-05-11,14.05809211730957
2011-05-12,14.00766372680664
2011-05-13,13.963289260864258
2011-05-16,13.939083099365234
2011-05-17,13.935044288635254
2011-05-18,14.24771785736084
2011-05-19,14.249734878540039
2011-05-20,14.235610961914062
2011-05-23,14.11256217956543
2011-05-24,14.080288887023926
2011-05-25,14.20938777923584
2011-05-26,14.116595268249512
2011-05-27,14.122653007507324
2011-05-31,14.340510368347168
2011-06-01,14.201319694519043
2011-06-02,14.122653007507324
2011-06-03,14.060112953186035
2011-06-06,13.797870635986328
2011-06-07,13.904783248901367
2011-06-08,13.939083099365234
2011-06-09,14.0258207321167
2011-06-10,13.926976203918457
2011-06-13,13.884614944458008
2011-06-14,14.05809211730957
2011-06-15,13.86242389678955
2011-06-16,13.803924560546875
2011-06-17,13.993549346923828
2011-06-20,14.257805824279785
2011-06-21,14.485749244689941
2011-06-22,14.524077415466309
2011-06-23,14.59064769744873
2011-06-24,14.780261039733887
2011-06-27,14.82464599609375
2011-06-28,14.764128684997559
2011-06-29,14.905335426330566
2011-06-30,14.929546356201172
2011-07-01,15.199849128723145
2011-07-05,15.173627853393555
2011-07-06,15.236159324645996
2011-07-07,15.205902099609375
2011-07-08,15.17967700958252
2011-07-11,14.937614440917969
2011-07-12,14.905335426330566
2011-07-13,14.883151054382324
2011-07-14,14.854899406433105
2011-07-15,15.00821590423584
2011-07-18,14.915419578552246
2011-07-19,15.096972465515137
2011-07-20,15.034439086914062
2011-07-21,15.32088565826416
2011-07-22,15.260364532470703
2011-07-25,15.167569160461426
2011-07-26,15.062674522399902
2011-07-27,14.895243644714355
2011-07-28,14.832233428955078
2011-07-29,14.795645713806152
2011-08-01,14.787516593933105
2011-08-02,14.53343677520752
2011-08-03,14.05576229095459
2011-08-04,13.102452278137207
2011-08-05,12.947970390319824
2011-08-08,12.05563735961914
2011-08-09,12.90934944152832
2011-08-10,12.655271530151367
2011-08-11,13.433775901794434
2011-08-12,13.480523109436035
2011-08-15,13.862666130065918
2011-08-16,13.856561660766602
2011-08-17,13.901288032531738
2011-08-18,13.543537139892578
2011-08-19,13.366694450378418
2011-08-22,13.285388946533203
2011-08-23,13.679722785949707
2011-08-24,13.895191192626953
2011-08-25,13.693954467773438
2011-08-26,13.984625816345215
2011-08-29,14.413514137268066
2011-08-30,14.425708770751953
2011-08-31,14.411480903625488
2011-09-01,14.42367935180664
2011-09-02,13.933805465698242
2011-09-06,13.728507041931152
2011-09-07,14.096415519714355
2011-09-08,13.899250984191895
2011-09-09,13.506948471069336
2011-09-12,13.389058113098145
2011-09-13,13.61874771118164
2011-09-14,13.74476432800293
2011-09-15,13.872824668884277
2011-09-16,13.876893997192383
2011-09-19,13.80981159210205
2011-09-20,13.834205627441406
2011-09-21,13.498821258544922
2011-09-22,13.082130432128906
2011-09-23,13.084160804748535
2011-09-26,13.311814308166504
2011-09-27,13.732574462890625
2011-09-28,13.569960594177246
2011-09-29,13.754934310913086
2011-09-30,13.423611640930176
2011-10-03,13.1187162399292
2011-10-04,13.051639556884766
2011-10-05,13.378894805908203
2011-10-06,13.716312408447266
2011-10-07,13.80575180053711
2011-10-10,14.494815826416016
2011-10-11,14.344399452209473
2011-10-12,14.313907623291016
2011-10-13,14.267156600952148
2011-10-14,14.36269760131836
2011-10-17,14.435867309570312
2011-10-18,14.685881614685059
2011-10-19,14.606609344482422
2011-10-20,14.702144622802734
2011-10-21,14.972489356994629
2011-10-24,15.192015647888184
2011-10-25,15.002981185913086
2011-10-26,15.147299766540527
2011-10-27,15.600573539733887
2011-10-28,15.590414047241211
2011-10-31,15.458292007446289
2011-11-01,14.992818832397461
2011-11-02,15.376989364624023
2011-11-03,15.77221393585205
2011-11-04,15.876651763916016
2011-11-07,15.874606132507324
2011-11-08,15.964706420898438
2011-11-09,15.444563865661621
2011-11-10,15.800889015197754
2011-11-11,16.1182918548584
2011-11-14,16.01590347290039
2011-11-15,16.2923583984375
2011-11-16,16.271881103515625
2011-11-17,16.286211013793945
2011-11-18,16.312837600708008
2011-11-21,16.097820281982422
2011-11-22,16.138769149780273
2011-11-23,15.847986221313477
2011-11-25,15.917611122131348
2011-11-28,16.33331871032715
2011-11-29,16.497146606445312
2011-11-30,17.02956771850586
2011-12-01,17.031614303588867
2011-12-02,17.021377563476562
2011-12-05,17.179058074951172
2011-12-06,17.025470733642578
2011-12-07,16.986568450927734
2011-12-08,16.59543228149414
2011-12-09,17.101242065429688
2011-12-12,16.86164665222168
2011-12-13,16.8677921295166
2011-12-14,16.609764099121094
2011-12-15,16.888275146484375
2011-12-16,16.804311752319336
2011-12-19,16.902603149414062
2011-12-20,17.316261291503906
2011-12-21,17.525129318237305
2011-12-22,17.523090362548828
2011-12-23,17.711484909057617
2011-12-27,17.75449562072754
2011-12-28,17.590662002563477
2011-12-29,17.75449562072754
2011-12-30,17.7524471282959
2012-01-03,17.901935577392578
2012-01-04,17.887598037719727
2012-01-05,17.90602684020996
2012-01-06,17.858930587768555
2012-01-09,17.76678466796875
2012-01-10,18.053466796875
2012-01-11,18.09442901611328
2012-01-12,17.94903564453125
2012-01-13,18.186573028564453
2012-01-17,18.02480697631836
2012-01-18,18.1722412109375
2012-01-19,18.119007110595703
2012-01-20,18.004322052001953
2012-01-23,18.006372451782227
2012-01-24,17.867116928100586
2012-01-25,17.94903564453125
2012-01-26,18.02480697631836
2012-01-27,17.548460006713867
2012-01-30,17.247392654418945
2012-01-31,17.148412704467773
2012-02-01,16.85352897644043
2012-02-02,16.682373046875
2012-02-03,16.84733772277832
2012-02-06,16.85352897644043
2012-02-07,17.024682998657227
2012-02-08,16.898893356323242
2012-02-09,16.849403381347656
2012-02-10,16.705059051513672
2012-02-13,16.81640625
2012-02-14,16.7586727142334
2012-02-15,16.589584350585938
2012-02-16,16.985506057739258
2012-02-17,16.927766799926758
2012-02-21,17.169029235839844
2012-02-22,17.185529708862305
2012-02-23,17.3546199798584
2012-02-24,17.294815063476562
2012-02-27,17.185529708862305
2012-02-28,16.925704956054688
2012-02-29,17.041175842285156
2012-03-01,17.03293800354004
2012-03-02,17.072107315063477
2012-03-05,17.140159606933594
2012-03-06,17.020559310913086
2012-03-07,16.97519302368164
2012-03-08,17.03293800354004
2012-03-09,17.169029235839844
2012-03-12,17.422672271728516
2012-03-13,17.529897689819336
2012-03-14,17.303071975708008
2012-03-15,17.232954025268555
2012-03-16,17.084484100341797
2012-03-19,17.1257266998291
2012-03-20,17.080358505249023
2012-03-21,16.96694564819336
2012-03-22,16.810226440429688
2012-03-23,16.94632339477539
2012-03-26,17.03293800354004
2012-03-27,16.989627838134766
2012-03-28,16.874149322509766
2012-03-29,16.88652992248535
2012-03-30,16.83909797668457
2012-04-02,16.828786849975586
2012-04-03,16.888586044311523
2012-04-04,16.692684173583984
2012-04-05,16.72361946105957
2012-04-09,16.63701629638672
2012-04-10,16.36481475830078
2012-04-11,16.60814094543457
2012-04-12,16.593704223632812
2012-04-13,16.542160034179688
2012-04-16,16.496788024902344
2012-04-17,16.721559524536133
2012-04-18,16.68856430053711
2012-04-19,16.69062614440918
2012-04-20,17.080358505249023
2012-04-23,16.94632339477539
2012-04-24,17.05149269104004
2012-04-25,17.39586067199707
2012-04-26,17.647197723388672
2012-04-27,17.75728416442871
2012-04-30,17.84036636352539
2012-05-01,18.02522850036621
2012-05-02,17.98784065246582
2012-05-03,17.983686447143555
2012-05-04,17.991994857788086
2012-05-07,17.933835983276367
2012-05-08,17.821674346923828
2012-05-09,17.707426071166992
2012-05-10,18.012767791748047
2012-05-11,17.956687927246094
2012-05-14,17.574493408203125
2012-05-15,17.52256202697754
2012-05-16,17.501800537109375
2012-05-17,17.067678451538086
2012-05-18,16.943052291870117
2012-05-21,17.35431480407715
2012-05-22,17.48517417907715
2012-05-23,17.20061683654785
2012-05-24,17.37717056274414
2012-05-25,17.364702224731445
2012-05-29,17.591114044189453
2012-05-30,17.28369903564453
2012-05-31,17.238004684448242
2012-06-01,16.575401306152344
2012-06-04,16.40508270263672
2012-06-05,16.683406829833984
2012-06-06,17.165300369262695
2012-06-07,17.165300369262695
2012-06-08,17.148685455322266
2012-06-11,17.11129379272461
2012-06-12,17.46855926513672
2012-06-13,17.46441078186035
2012-06-14,17.59734344482422
2012-06-15,17.82583236694336
2012-06-18,18.041845321655273
2012-06-19,18.27033042907715
2012-06-20,18.083383560180664
2012-06-21,17.576576232910156
2012-06-22,17.69289207458496
2012-06-25,17.26085090637207
2012-06-26,17.132070541381836
2012-06-27,17.248394012451172
2012-06-28,17.26085090637207
2012-06-29,17.576576232910156
2012-07-02,17.751054763793945
2012-07-03,17.863210678100586
2012-07-05,17.82583236694336
2012-07-06,17.771820068359375
2012-07-09,17.697040557861328
2012-07-10,17.555795669555664
2012-07-11,17.584882736206055
2012-07-12,17.834135055541992
2012-07-13,17.983686447143555
2012-07-16,18.033540725708008
2012-07-17,18.216323852539062
2012-07-18,18.278629302978516
2012-07-19,18.320178985595703
2012-07-20,18.303565979003906
2012-07-23,18.25786781311035
2012-07-24,18.012767791748047
2012-07-25,17.913063049316406
2012-07-26,18.112464904785156
2012-07-27,18.826990127563477
2012-07-30,18.83945655822754
2012-07-31,18.49050521850586
2012-08-01,18.561124801635742
2012-08-02,18.431392669677734
2012-08-03,18.71598243713379
2012-08-06,18.828975677490234
2012-08-07,18.762020111083984
2012-08-08,18.6824951171875
2012-08-09,18.686683654785156
2012-08-10,18.728530883789062
2012-08-13,18.598791122436523
2012-08-14,18.569494247436523
2012-08-15,18.569494247436523
2012-08-16,18.636457443237305
2012-08-17,18.540199279785156
2012-08-20,18.582048416137695
2012-08-21,18.623905181884766
2012-08-22,18.619718551635742
2012-08-23,18.55276107788086
2012-08-24,18.661569595336914
2012-08-27,18.695053100585938
2012-08-28,18.611351013183594
2012-08-29,18.728530883789062
2012-08-30,18.623905181884766
2012-08-31,18.636457443237305
2012-09-04,18.83315658569336
2012-09-05,18.78293800354004
2012-09-06,19.075902938842773
2012-09-07,19.147045135498047
2012-09-10,19.209819793701172
2012-09-11,19.314456939697266
2012-09-12,19.381412506103516
2012-09-13,19.653446197509766
2012-09-14,19.707847595214844
2012-09-17,19.661821365356445
2012-09-18,19.56974220275879
2012-09-19,19.632530212402344
2012-09-20,19.661821365356445
2012-09-21,19.71622657775879
2012-09-24,20.00918197631836
2012-09-25,19.71622657775879
2012-09-26,20.005001068115234
2012-09-27,20.101259231567383
2012-09-28,20.218441009521484
2012-10-01,20.12217903137207
2012-10-02,20.13054847717285
2012-10-03,20.43607521057129
2012-10-04,20.553258895874023
2012-10-05,20.670440673828125
2012-10-08,20.53651237487793
2012-10-09,20.373294830322266
2012-10-10,20.113821029663086
2012-10-11,20.067777633666992
2012-10-12,20.005001068115234
2012-10-15,20.02174186706543
2012-10-16,20.20588493347168
2012-10-17,20.4611873626709
2012-10-18,20.260299682617188
2012-10-19,19.929672241210938
2012-10-22,19.73296546936035
2012-10-23,19.58648681640625
2012-10-24,19.749706268310547
2012-10-25,19.774810791015625
2012-10-26,19.728782653808594
2012-10-31,19.795747756958008
2012-11-01,19.711456298828125
2012-11-02,19.256288528442383
2012-11-05,19.112979888916016
2012-11-06,19.302640914916992
2012-11-07,19.066631317138672
2012-11-08,18.809532165527344
2012-11-09,18.931758880615234
2012-11-12,18.61988639831543
2012-11-13,18.7631778717041
2012-11-14,18.796892166137695
2012-11-15,18.817970275878906
2012-11-16,19.243640899658203
2012-11-19,19.344785690307617
2012-11-20,19.403789520263672
2012-11-21,19.38692855834961
2012-11-23,19.378503799438477
2012-11-26,19.357433319091797
2012-11-27,19.209924697875977
2012-11-28,18.91490364074707
2012-11-29,18.699962615966797
2012-11-30,18.910682678222656
2012-12-03,18.81375503540039
2012-12-04,18.775819778442383
2012-12-05,18.716819763183594
2012-12-06,18.404943466186523
2012-12-07,18.122560501098633
2012-12-10,18.101490020751953
2012-12-11,18.413360595703125
2012-12-12,18.3712215423584
2012-12-13,18.194217681884766
2012-12-14,18.08042335510254
2012-12-17,18.426006317138672
2012-12-18,18.341726303100586
2012-12-19,18.312227249145508
2012-12-20,18.480798721313477
2012-12-21,18.29537010192871
2012-12-24,18.223716735839844
2012-12-26,17.86968994140625
2012-12-27,17.768537521362305
2012-12-28,17.73061180114746
2012-12-31,18.01720428466797
2013-01-02,18.59038734436035
2013-01-03,18.54401969909668
2013-01-04,18.699962615966797
2013-01-07,18.674665451049805
2013-01-08,18.809532165527344
2013-01-09,18.683107376098633
2013-01-10,18.902254104614258
2013-01-11,18.927539825439453
2013-01-14,19.003408432006836
2013-01-15,19.121410369873047
2013-01-16,19.12984848022461
2013-01-17,19.547082901000977
2013-01-18,19.783098220825195
2013-01-22,19.867387771606445
2013-01-23,19.939029693603516
2013-01-24,19.955902099609375
2013-01-25,19.985403060913086
2013-01-28,19.96432876586914
2013-01-29,20.15118408203125
2013-01-30,19.93035125732422
2013-01-31,19.96433448791504
2013-02-01,20.095975875854492
2013-02-04,19.98980712890625
2013-02-05,20.074743270874023
2013-02-06,20.223379135131836
2013-02-07,20.308320999145508
2013-02-08,20.308320999145508
2013-02-11,20.299823760986328
2013-02-12,20.45695686340332
2013-02-13,20.363527297973633
2013-02-14,20.219139099121094
2013-02-15,20.278593063354492
2013-02-19,20.363527297973633
2013-02-20,20.112960815429688
2013-02-21,19.900619506835938
2013-02-22,20.134201049804688
2013-02-25,19.620330810546875
2013-02-26,18.83041763305664
2013-02-27,19.1701717376709
2013-02-28,19.10647201538086
2013-03-01,18.95357322692871
2013-03-04,19.19989776611328
2013-03-05,19.250858306884766
2013-03-06,19.26358985900879
2013-03-07,19.233869552612305
2013-03-08,19.21263885498047
2013-03-11,19.17441749572754
2013-03-12,19.195646286010742
2013-03-13,19.182910919189453
2013-03-14,19.208385467529297
2013-03-15,19.097980499267578
2013-03-18,18.99604606628418
2013-03-19,19.05550193786621
2013-03-20,19.53539276123047
2013-03-21,19.548133850097656
2013-03-22,19.628826141357422
2013-03-25,19.764728546142578
2013-03-26,19.74773406982422
2013-03-27,19.679786682128906
2013-03-28,20.244617462158203
2013-04-01,20.580114364624023
2013-04-02,20.58860969543457
2013-04-03,20.231874465942383
2013-04-04,20.380510330200195
2013-04-05,20.270095825195312
2013-04-08,20.652315139770508
2013-04-09,20.6862850189209
2013-04-10,20.745738983154297
2013-04-11,20.63957405090332
2013-04-12,20.979318618774414
2013-04-15,20.609844207763672
2013-04-16,21.234127044677734
2013-04-17,20.953838348388672
2013-04-18,21.200159072875977
2013-04-19,21.807449340820312
2013-04-22,22.138694763183594
2013-04-23,22.011301040649414
2013-04-24,21.866901397705078
2013-04-25,21.854158401489258
2013-04-26,21.734413146972656
2013-04-29,21.892650604248047
2013-04-30,21.96535873413086
2013-05-01,20.472774505615234
2013-05-02,20.147743225097656
2013-05-03,20.143465042114258
2013-05-06,20.18195915222168
2013-05-07,20.472774505615234
2013-05-08,20.554025650024414
2013-05-09,20.511268615722656
2013-05-10,20.49416160583496
2013-05-13,20.43000602722168
2013-05-14,20.784975051879883
2013-05-15,20.973159790039062
2013-05-16,20.742204666137695
2013-05-17,21.062965393066406
2013-05-20,21.131389617919922
2013-05-21,21.10146141052246
2013-05-22,20.60963249206543
2013-05-23,20.340194702148438
2013-05-24,20.164854049682617
2013-05-28,20.160572052001953
2013-05-29,19.60887336730957
2013-05-30,19.497676849365234
2013-05-31,19.305227279663086
2013-06-03,19.347990036010742
2013-06-04,18.87755012512207
2013-06-05,18.479812622070312
2013-06-06,18.84761619567871
2013-06-07,19.125598907470703
2013-06-10,18.774904251098633
2013-06-11,18.74496841430664
2013-06-12,18.5268611907959
2013-06-13,19.08710479736328
2013-06-14,18.96307945251465
2013-06-17,18.971635818481445
2013-06-18,19.061450958251953
2013-06-19,18.35151481628418
2013-06-20,17.603076934814453
2013-06-21,17.735658645629883
2013-06-24,17.624462127685547
2013-06-25,17.70572280883789
2013-06-26,17.70572280883789
2013-06-27,17.86823844909668
2013-06-28,17.667234420776367
2013-07-01,17.517541885375977
2013-07-02,17.290870666503906
2013-07-03,17.18822479248047
2013-07-05,17.106975555419922
2013-07-08,17.71427345275879
2013-07-09,18.231761932373047
2013-07-10,18.325841903686523
2013-07-11,18.372894287109375
2013-07-12,18.46270179748535
2013-07-15,18.787736892700195
2013-07-16,18.65943145751953
2013-07-17,18.58245849609375
2013-07-18,18.57390022277832
2013-07-19,18.62521743774414
2013-07-22,18.69792366027832
2013-07-23,18.71075439453125
2013-07-24,18.317291259765625
2013-07-25,22.99605369567871
2013-07-26,22.307506561279297
2013-07-29,22.269018173217773
2013-07-30,22.162086486816406
2013-07-31,22.645360946655273
2013-08-01,22.83919906616211
2013-08-02,22.645360946655273
2013-08-05,22.524747848510742
2013-08-06,22.671201705932617
2013-08-07,22.71428108215332
2013-08-08,22.770282745361328
2013-08-09,22.585052490234375
2013-08-12,22.39982032775879
2013-08-13,22.193052291870117
2013-08-14,22.07674789428711
2013-08-15,21.64597511291504
2013-08-16,21.598596572875977
2013-08-19,21.658905029296875
2013-08-20,21.943208694458008
2013-08-21,21.900135040283203
2013-08-22,22.26628303527832
2013-08-23,22.369665145874023
2013-08-26,22.39120864868164
2013-08-27,22.30936622619629
2013-08-28,22.348129272460938
2013-08-29,22.438589096069336
2013-08-30,22.158592224121094
2013-09-03,22.016437530517578
2013-09-04,22.184438705444336
2013-09-05,22.042287826538086
2013-09-06,22.08967399597168
2013-09-09,22.365360260009766
2013-09-10,22.602283477783203
2013-09-11,22.154285430908203
2013-09-12,22.085365295410156
2013-09-13,22.020750045776367
2013-09-16,22.184438705444336
