Date,CHD
2010-01-04,12.27893352508545
2010-01-05,12.112785339355469
2010-01-06,12.170836448669434
2010-01-07,12.034714698791504
2010-01-08,12.008689880371094
2010-01-11,11.956646919250488
2010-01-12,12.260915756225586
2010-01-13,12.421058654785156
2010-01-14,12.517144203186035
2010-01-15,12.57719612121582
2010-01-19,12.701313018798828
2010-01-20,12.689298629760742
2010-01-21,12.453086853027344
2010-01-22,12.357000350952148
2010-01-25,12.242900848388672
2010-01-26,12.200860977172852
2010-01-27,12.198863983154297
2010-01-28,12.186850547790527
2010-01-29,12.068748474121094
2010-02-01,12.054737091064453
2010-02-02,12.435072898864746
2010-02-03,12.393033027648926
2010-02-04,12.194859504699707
2010-02-05,12.230891227722168
2010-02-08,12.152640342712402
2010-02-09,12.788662910461426
2010-02-10,12.666275978088379
2010-02-11,12.909045219421387
2010-02-12,12.913061141967773
2010-02-16,12.929112434387207
2010-02-17,13.01338005065918
2010-02-18,13.214020729064941
2010-02-19,13.222043991088867
2010-02-22,13.282234191894531
2010-02-23,13.226051330566406
2010-02-24,13.514971733093262
2010-02-25,13.531022071838379
2010-02-26,13.478861808776855
2010-03-01,13.492901802062988
2010-03-02,13.563126564025879
2010-03-03,13.416661262512207
2010-03-04,13.418670654296875
2010-03-05,13.484880447387695
2010-03-08,13.543066024780273
2010-03-09,13.520994186401367
2010-03-10,13.547077178955078
2010-03-11,13.649394989013672
2010-03-12,13.745706558227539
2010-03-15,13.498923301696777
2010-03-16,13.623321533203125
2010-03-17,13.597232818603516
2010-03-18,13.605265617370605
2010-03-19,13.617300033569336
2010-03-22,13.801889419555664
2010-03-23,13.884150505065918
2010-03-24,13.775805473327637
2010-03-25,13.51095962524414
2010-03-26,13.340421676635742
2010-03-29,13.494915008544922
2010-03-30,13.492901802062988
2010-03-31,13.432711601257324
2010-04-01,13.587203025817871
2010-04-05,13.589213371276855
2010-04-06,13.55510425567627
2010-04-07,13.575165748596191
2010-04-08,13.599236488342285
2010-04-09,13.65742301940918
2010-04-12,13.603252410888672
2010-04-13,13.623321533203125
2010-04-14,13.721628189086914
2010-04-15,13.715614318847656
2010-04-16,13.70959186553955
2010-04-19,13.661432266235352
2010-04-20,13.635356903076172
2010-04-21,13.693538665771484
2010-04-22,13.681501388549805
2010-04-23,13.675484657287598
2010-04-26,13.838000297546387
2010-04-27,13.840006828308105
2010-04-28,13.771791458129883
2010-04-29,13.803890228271484
2010-04-30,13.894181251525879
2010-05-03,13.902202606201172
2010-05-04,13.906217575073242
2010-05-05,13.914241790771484
2010-05-06,13.601248741149902
2010-05-07,13.396594047546387
2010-05-10,13.924273490905762
2010-05-11,13.444746971130371
2010-05-12,13.468831062316895
2010-05-13,13.390414237976074
2010-05-14,13.189356803894043
2010-05-17,13.496977806091309
2010-05-18,13.380356788635254
2010-05-19,13.400467872619629
2010-05-20,13.048616409301758
2010-05-21,13.050628662109375
2010-05-24,13.175285339355469
2010-05-25,12.984278678894043
2010-05-26,13.185338973999023
2010-05-27,13.199410438537598
2010-05-28,13.23157787322998
2010-06-01,13.261735916137695
2010-06-02,13.50703239440918
2010-06-03,13.53115463256836
2010-06-04,13.084809303283691
2010-06-07,13.175285339355469
2010-06-08,13.336130142211914
2010-06-09,13.474858283996582
2010-06-10,13.565332412719727
2010-06-11,13.756339073181152
2010-06-14,13.685967445373535
2010-06-15,13.792530059814453
2010-06-16,13.513060569763184
2010-06-17,13.591471672058105
2010-06-18,13.374326705932617
2010-06-21,13.402477264404297
2010-06-22,13.153164863586426
2010-06-23,13.110947608947754
2010-06-24,13.03856372833252
2010-06-25,12.990311622619629
2010-06-28,13.074750900268555
2010-06-29,12.734969139099121
2010-06-30,12.60830307006836
2010-07-01,12.60025691986084
2010-07-02,12.592215538024902
2010-07-06,12.618353843688965
2010-07-07,12.765130996704102
2010-07-08,12.934014320373535
2010-07-09,13.006396293640137
2010-07-12,13.01041316986084
2010-07-13,13.157187461853027
2010-07-14,13.229570388793945
2010-07-15,13.269777297973633
2010-07-16,13.05263614654541
2010-07-19,13.229570388793945
2010-07-20,13.466815948486328
2010-07-21,13.189356803894043
2010-07-22,13.185338973999023
2010-07-23,13.31199836730957
2010-07-26,13.5492525100708
2010-07-27,13.58543872833252
2010-07-28,13.496977806091309
2010-07-29,13.366283416748047
2010-07-30,13.324067115783691
2010-08-02,13.35422420501709
2010-08-03,13.046605110168457
2010-08-04,13.175285339355469
2010-08-05,12.535920143127441
2010-08-06,12.52787971496582
2010-08-09,12.638463020324707
2010-08-10,12.576133728027344
2010-08-11,12.286608695983887
2010-08-12,12.512421607971191
2010-08-13,12.48823070526123
2010-08-16,12.540647506713867
2010-08-17,12.611213684082031
2010-08-18,12.562828063964844
2010-08-19,12.435808181762695
2010-08-20,12.280564308166504
2010-08-23,12.159590721130371
2010-08-24,12.169672966003418
2010-08-25,12.165637969970703
2010-08-26,12.191850662231445
2010-08-27,12.419675827026367
2010-08-30,12.2422513961792
2010-08-31,12.34507942199707
2010-09-01,12.472103118896484
2010-09-02,12.63943862915039
2010-09-03,12.669685363769531
2010-09-07,12.512421607971191
2010-09-08,12.75839614868164
2010-09-09,12.766461372375488
2010-09-10,12.837029457092285
2010-09-13,12.881382942199707
2010-09-14,12.871304512023926
2010-09-15,12.996304512023926
2010-09-16,12.958001136779785
2010-09-17,12.99428939819336
2010-09-20,13.036628723144531
2010-09-21,12.97614574432373
2010-09-22,12.90557861328125
2010-09-23,12.808799743652344
2010-09-24,12.99428939819336
2010-09-27,13.117278099060059
2010-09-28,13.107197761535645
2010-09-29,13.12131118774414
2010-09-30,13.093080520629883
2010-10-01,13.149531364440918
2010-10-04,13.645517349243164
2010-10-05,13.79068374633789
2010-10-06,13.782614707946777
2010-10-07,13.814873695373535
2010-10-08,14.070929527282715
2010-10-11,14.012458801269531
2010-10-12,13.976170539855957
2010-10-13,14.044718742370605
2010-10-14,14.074962615966797
2010-10-15,14.070929527282715
2010-10-18,13.94390869140625
2010-10-19,13.742290496826172
2010-10-20,13.774552345275879
2010-10-21,13.708019256591797
2010-10-22,13.6898775100708
2010-10-25,13.687862396240234
2010-10-26,13.520512580871582
2010-10-27,13.500350952148438
2010-10-28,13.35921573638916
2010-10-29,13.2765531539917
2010-11-01,13.330992698669434
2010-11-02,13.312843322753906
2010-11-03,13.318893432617188
2010-11-04,13.326960563659668
2010-11-05,13.30881404876709
2010-11-08,13.341076850891113
2010-11-09,13.141467094421387
2010-11-10,13.319360733032227
2010-11-11,13.167750358581543
2010-11-12,13.266804695129395
2010-11-15,13.18998908996582
2010-11-16,12.999970436096191
2010-11-17,12.999970436096191
2010-11-18,13.22435188293457
2010-11-19,13.210201263427734
2010-11-22,13.321379661560059
2010-11-23,13.16370677947998
2010-11-24,13.248607635498047
2010-11-26,13.20211124420166
2010-11-29,13.204134941101074
2010-11-30,13.18998908996582
2010-12-01,13.287019729614258
2010-12-02,13.353718757629395
2010-12-03,13.396172523498535
2010-12-06,13.624597549438477
2010-12-07,13.586191177368164
2010-12-08,13.594279289245605
2010-12-09,13.551827430725098
2010-12-10,13.565978050231934
2010-12-13,13.541719436645508
2010-12-14,13.685236930847168
2010-12-15,13.727690696716309
2010-12-16,13.725676536560059
2010-12-17,13.91164493560791
2010-12-20,14.024843215942383
2010-12-21,14.053141593933105
2010-12-22,14.283594131469727
2010-12-23,14.235076904296875
2010-12-27,14.18858528137207
2010-12-28,14.190605163574219
2010-12-29,14.164324760437012
2010-12-30,14.144109725952148
2010-12-31,13.95207405090332
2011-01-03,14.014742851257324
2011-01-04,13.970271110534668
2011-01-05,14.016757011413574
2011-01-06,13.996546745300293
2011-01-07,13.897492408752441
2011-01-10,13.978354454040527
2011-01-11,13.96622085571289
2011-01-12,14.269445419311523
2011-01-13,14.091552734375
2011-01-14,14.125917434692383
2011-01-18,14.22497272491455
2011-01-19,14.184541702270508
2011-01-20,14.166351318359375
2011-01-21,14.089532852172852
2011-01-24,14.271465301513672
2011-01-25,14.374563217163086
2011-01-26,14.31795883178711
2011-01-27,14.030916213989258
2011-01-28,13.935903549194336
2011-01-31,13.909621238708496
2011-02-01,14.030916213989258
2011-02-02,13.85908317565918
2011-02-03,13.887382507324219
2011-02-04,13.897492408752441
2011-02-07,14.11783504486084
2011-02-08,14.40285873413086
2011-02-09,14.554468154907227
2011-02-10,14.396787643432617
2011-02-11,14.740440368652344
2011-02-14,14.621170997619629
2011-02-15,14.615113258361816
2011-02-16,14.836495399475098
2011-02-17,14.996935844421387
2011-02-18,15.007092475891113
2011-02-22,14.968500137329102
2011-02-23,14.984760284423828
2011-02-24,14.81821060180664
2011-02-25,15.159425735473633
2011-02-28,15.3218994140625
2011-03-01,15.177699089050293
2011-03-02,15.133020401000977
2011-03-03,15.470163345336914
2011-03-04,15.512811660766602
2011-03-07,15.573739051818848
2011-03-08,15.829648971557617
2011-03-09,15.80731201171875
2011-03-10,15.62655258178711
2011-03-11,15.671244621276855
2011-03-14,15.596087455749512
2011-03-15,15.553434371948242
2011-03-16,15.634672164916992
2011-03-17,15.77888011932373
2011-03-18,15.998222351074219
2011-03-21,16.335369110107422
2011-03-22,16.069307327270508
2011-03-23,15.988068580627441
2011-03-24,16.036808013916016
2011-03-25,16.065250396728516
2011-03-28,16.235855102539062
2011-03-29,16.347562789916992
2011-03-30,16.2480411529541
2011-03-31,16.11398696899414
2011-04-01,16.221633911132812
2011-04-04,16.239912033081055
2011-04-05,16.116018295288086
2011-04-06,16.276473999023438
2011-04-07,16.17898178100586
2011-04-08,16.0510311126709
2011-04-11,16.16070556640625
2011-04-12,16.22366714477539
2011-04-13,16.25210189819336
2011-04-14,16.23787498474121
2011-04-15,16.422704696655273
2011-04-18,16.166797637939453
2011-04-19,16.071340560913086
2011-04-20,16.18305206298828
2011-04-21,16.19930076599121
2011-04-25,15.860116004943848
2011-04-26,16.016504287719727
2011-04-27,16.1525821685791
2011-04-28,16.61158561706543
2011-04-29,16.75172996520996
2011-05-02,16.65018653869629
2011-05-03,16.55472183227539
2011-05-04,16.609554290771484
2011-05-05,16.65424156188965
2011-05-06,16.02462387084961
2011-05-09,16.067276000976562
2011-05-10,16.717201232910156
2011-05-11,16.505979537963867
2011-05-12,16.938358306884766
2011-05-13,16.86289405822754
2011-05-16,16.858814239501953
2011-05-17,16.840457916259766
2011-05-18,16.736446380615234
2011-05-19,17.009748458862305
2011-05-20,16.756839752197266
2011-05-23,16.695653915405273
2011-05-24,16.54473304748535
2011-05-25,16.346893310546875
2011-05-26,16.722166061401367
2011-05-27,16.799671173095703
2011-05-31,17.152509689331055
2011-06-01,16.724210739135742
2011-06-02,16.62222671508789
2011-06-03,16.31222152709961
2011-06-06,16.475383758544922
2011-06-07,16.304065704345703
2011-06-08,16.23063850402832
2011-06-09,16.459068298339844
2011-06-10,16.210247039794922
2011-06-13,16.263273239135742
2011-06-14,16.316303253173828
2011-06-15,16.010366439819336
2011-06-16,16.218393325805664
2011-06-17,16.267351150512695
2011-06-20,16.495779037475586
2011-06-21,16.936315536499023
2011-06-22,16.581439971923828
2011-06-23,16.279584884643555
2011-06-24,16.459068298339844
2011-06-27,16.389720916748047
2011-06-28,16.42235565185547
2011-06-29,16.4427547454834
2011-06-30,16.536569595336914
2011-07-01,16.80987548828125
2011-07-05,16.679330825805664
2011-07-06,16.72013282775879
2011-07-07,16.76499366760254
2011-07-08,16.736446380615234
2011-07-11,16.781312942504883
2011-07-12,17.132118225097656
2011-07-13,17.132118225097656
2011-07-14,17.0219783782959
2011-07-15,17.37278175354004
2011-07-18,17.205533981323242
