Date,NKE
2010-11-04,17.326650619506836
2010-11-05,17.472049713134766
2010-11-08,17.368186950683594
2010-11-09,17.283023834228516
2010-11-10,17.42426872253418
2010-11-11,17.380653381347656
2010-11-12,17.16253089904785
2010-11-15,16.992198944091797
2010-11-16,16.72423553466797
2010-11-17,16.90703010559082
2010-11-18,17.131378173828125
2010-11-19,17.825193405151367
2010-11-22,17.84804916381836
2010-11-23,17.710941314697266
2010-11-24,17.974754333496094
2010-11-26,17.85634994506836
2010-11-29,17.690170288085938
2010-11-30,17.89166831970215
2010-12-01,18.205341339111328
2010-12-02,18.309572219848633
2010-12-03,18.24703598022461
2010-12-06,18.288726806640625
2010-12-07,18.1761531829834
2010-12-08,18.20325469970703
2010-12-09,18.23452377319336
2010-12-10,18.303312301635742
2010-12-13,18.601430892944336
2010-12-14,18.611848831176758
2010-12-15,18.465917587280273
2010-12-16,18.601430892944336
2010-12-17,18.772369384765625
2010-12-20,18.818227767944336
2010-12-21,19.241416931152344
2010-12-22,18.126115798950195
2010-12-23,17.93849754333496
2010-12-27,17.89263343811035
2010-12-28,17.996864318847656
2010-12-29,17.775897979736328
2010-12-30,17.878042221069336
2010-12-31,17.80716896057129
2011-01-03,17.946842193603516
2011-01-04,17.504892349243164
2011-01-05,17.619550704956055
2011-01-06,17.461111068725586
2011-01-07,17.413164138793945
2011-01-10,17.54658317565918
2011-01-11,17.51531219482422
2011-01-12,17.454862594604492
2011-01-13,17.210956573486328
2011-01-14,17.525741577148438
2011-01-18,17.523658752441406
2011-01-19,17.44026756286621
2011-01-20,17.31726837158203
2011-01-21,17.15675163269043
2011-01-24,17.23180389404297
2011-01-25,17.277660369873047
2011-01-26,17.511146545410156
2011-01-27,17.25473403930664
2011-01-28,16.98164176940918
2011-01-31,17.19427490234375
2011-02-01,17.417335510253906
2011-02-02,17.492387771606445
2011-02-03,17.469451904296875
2011-02-04,17.873876571655273
2011-02-07,18.032312393188477
2011-02-08,18.076080322265625
2011-02-09,18.188657760620117
2011-02-10,18.092771530151367
2011-02-11,17.971847534179688
2011-02-14,17.8801326751709
2011-02-15,17.834270477294922
2011-02-16,17.875959396362305
2011-02-17,17.93641471862793
2011-02-18,18.515960693359375
2011-02-22,18.184492111206055
2011-02-23,17.967689514160156
2011-02-24,18.036476135253906
2011-02-25,18.34083366394043
2011-02-28,18.55972671508789
2011-03-01,18.282466888427734
2011-03-02,18.41380500793457
2011-03-03,18.79454803466797
2011-03-04,18.802915573120117
2011-03-07,18.602083206176758
2011-03-08,18.658565521240234
2011-03-09,18.608362197875977
2011-03-10,18.44727897644043
2011-03-11,18.235990524291992
2011-03-14,18.035144805908203
2011-03-15,17.851051330566406
2011-03-16,17.744369506835938
2011-03-17,17.86779022216797
2011-03-18,16.23183822631836
2011-03-21,16.074939727783203
2011-03-22,15.78415584564209
2011-03-23,16.154443740844727
2011-03-24,16.05193328857422
2011-03-25,16.03729248046875
2011-03-28,15.876206398010254
2011-03-29,15.974529266357422
2011-03-30,16.056116104125977
2011-03-31,15.836450576782227
2011-04-01,16.010093688964844
2011-04-04,16.194189071655273
2011-04-05,16.302982330322266
2011-04-06,16.45778465270996
2011-04-07,16.33644676208496
2011-04-08,16.19000816345215
2011-04-11,16.344816207885742
2011-04-12,16.35945701599121
2011-04-13,16.612590789794922
2011-04-14,16.752750396728516
2011-04-15,16.4703311920166
2011-04-18,16.438955307006836
2011-04-19,16.4703311920166
2011-04-20,16.75066375732422
2011-04-21,16.77576446533203
2011-04-25,16.7590274810791
2011-04-26,16.7276554107666
2011-04-27,16.970321655273438
2011-04-28,17.273658752441406
2011-04-29,17.221364974975586
2011-05-02,17.204627990722656
2011-05-03,17.083290100097656
2011-05-04,17.31968116760254
2011-05-05,17.28203582763672
2011-05-06,17.158597946166992
2011-05-09,17.344791412353516
2011-05-10,17.468219757080078
2011-05-11,17.292499542236328
2011-05-12,17.69415283203125
2011-05-13,18.045612335205078
2011-05-16,17.8385066986084
2011-05-17,17.759008407592773
2011-05-18,17.746458053588867
2011-05-19,18.014230728149414
2011-05-20,17.792484283447266
2011-05-23,17.493324279785156
2011-05-24,17.641849517822266
2011-05-25,17.403369903564453
2011-05-26,17.58746337890625
2011-05-27,17.702516555786133
2011-05-31,17.666955947875977
2011-06-01,17.185794830322266
2011-06-02,17.040903091430664
2011-06-03,16.875009536743164
2011-06-06,16.75111198425293
2011-06-07,17.198400497436523
2011-06-08,16.82040786743164
2011-06-09,16.940101623535156
2011-06-10,16.728008270263672
2011-06-13,16.906505584716797
2011-06-14,17.26979637145996
2011-06-15,16.881309509277344
2011-06-16,16.860305786132812
2011-06-17,17.032501220703125
2011-06-20,17.477684020996094
2011-06-21,17.746477127075195
2011-06-22,17.208894729614258
2011-06-23,17.25929832458496
2011-06-24,17.047203063964844
2011-06-27,17.139598846435547
2011-06-28,18.878345489501953
2011-06-29,18.85313606262207
2011-06-30,18.895137786865234
2011-07-01,19.28152084350586
2011-07-05,19.264724731445312
2011-07-06,19.392812728881836
2011-07-07,19.667919158935547
2011-07-08,19.579708099365234
2011-07-11,19.19963264465332
2011-07-12,19.157625198364258
2011-07-13,19.329814910888672
2011-07-14,19.310932159423828
2011-07-15,19.256319046020508
2011-07-18,19.03373146057129
2011-07-19,19.054729461669922
2011-07-20,19.02532958984375
2011-07-21,19.28571891784668
2011-07-22,19.2584228515625
2011-07-25,19.094627380371094
2011-07-26,18.96864128112793
2011-07-27,18.63054656982422
2011-07-28,19.00013542175293
2011-07-29,18.930835723876953
2011-08-01,18.7607421875
2011-08-02,17.872474670410156
2011-08-03,18.286149978637695
2011-08-04,17.124902725219727
2011-08-05,17.612077713012695
2011-08-08,16.629318237304688
2011-08-09,17.32438850402832
2011-08-10,16.658720016479492
2011-08-11,17.48187828063965
2011-08-12,17.68977165222168
2011-08-15,17.876678466796875
2011-08-16,17.4755916595459
2011-08-17,17.33489418029785
2011-08-18,16.78260612487793
2011-08-19,16.501224517822266
2011-08-22,16.641910552978516
2011-08-23,17.553285598754883
2011-08-24,18.017372131347656
2011-08-25,17.58897590637207
2011-08-26,18.120262145996094
2011-08-29,18.59274673461914
2011-08-30,18.137065887451172
2011-08-31,18.195858001708984
2011-09-01,18.240110397338867
2011-09-02,17.711143493652344
2011-09-06,17.652130126953125
2011-09-07,18.231685638427734
2011-09-08,17.98300552368164
2011-09-09,17.386592864990234
2011-09-12,17.778583526611328
2011-09-13,18.08627700805664
2011-09-14,18.43822479248047
2011-09-15,18.554122924804688
2011-09-16,18.91872215270996
2011-09-19,19.009347915649414
2011-09-20,18.853391647338867
2011-09-21,18.06941795349121
2011-09-22,17.74065589904785
2011-09-23,18.680578231811523
2011-09-26,18.8217716217041
2011-09-27,19.08942413330078
2011-09-28,18.64475440979004
2011-09-29,18.54359245300293
2011-09-30,18.02094078063965
2011-10-03,17.50249671936035
2011-10-04,18.067312240600586
2011-10-05,18.503543853759766
2011-10-06,18.815458297729492
2011-10-07,18.57731056213379
2011-10-10,19.118934631347656
2011-10-11,18.935585021972656
2011-10-12,19.344432830810547
2011-10-13,19.432937622070312
2011-10-14,19.593116760253906
2011-10-17,19.182159423828125
2011-10-18,19.279096603393555
2011-10-19,19.239055633544922
2011-10-20,19.365503311157227
2011-10-21,19.883943557739258
2011-10-24,20.03567886352539
2011-10-25,19.757488250732422
2011-10-26,19.854433059692383
2011-10-27,20.19584846496582
2011-10-28,20.389726638793945
2011-10-31,20.30543327331543
2011-11-01,19.784893035888672
2011-11-02,20.00827407836914
2011-11-03,20.164236068725586
2011-11-04,19.890262603759766
2011-11-07,19.768033981323242
2011-11-08,20.109439849853516
2011-11-09,19.46455192565918
2011-11-10,19.79332160949707
2011-11-11,20.263290405273438
2011-11-14,20.178985595703125
2011-11-15,20.221128463745117
2011-11-16,19.746952056884766
2011-11-17,19.365503311157227
2011-11-18,19.5467472076416
2011-11-21,19.190584182739258
2011-11-22,19.310710906982422
2011-11-23,19.163183212280273
2011-11-25,19.02619743347168
2011-11-28,20.001964569091797
2011-11-29,19.9935245513916
2011-11-30,20.269607543945312
2011-12-01,20.149028778076172
2011-12-02,20.360570907592773
2011-12-05,20.43461036682129
2011-12-06,20.360570907592773
2011-12-07,20.28441619873047
2011-12-08,20.13422203063965
2011-12-09,20.663070678710938
2011-12-12,20.508642196655273
2011-12-13,20.106727600097656
2011-12-14,19.96710205078125
2011-12-15,19.901531219482422
2011-12-16,19.81479263305664
2011-12-19,19.753454208374023
2011-12-20,19.80634117126465
2011-12-21,20.38172149658203
2011-12-22,20.058076858520508
2011-12-23,20.49806785583496
2011-12-27,20.68210220336914
2011-12-28,20.39864158630371
2011-12-29,20.616531372070312
2011-12-30,20.385953903198242
2012-01-03,20.479026794433594
2012-01-04,20.777299880981445
2012-01-05,20.764612197875977
2012-01-06,20.728647232055664
2012-01-09,20.80480194091797
2012-01-10,20.830184936523438
2012-01-11,20.760374069213867
2012-01-12,20.96346092224121
2012-01-13,20.794227600097656
2012-01-17,20.993066787719727
2012-01-18,21.335758209228516
2012-01-19,21.488065719604492
2012-01-20,21.526151657104492
2012-01-23,21.48383903503418
2012-01-24,21.621337890625
2012-01-25,21.832876205444336
2012-01-26,21.640377044677734
2012-01-27,21.60018539428711
2012-01-30,21.870954513549805
2012-01-31,21.997880935668945
2012-02-01,21.947105407714844
2012-02-02,21.75037956237793
2012-02-03,21.894224166870117
2012-02-06,21.88576889038086
2012-02-07,22.048654556274414
2012-02-08,22.40825653076172
2012-02-09,22.372299194335938
2012-02-10,22.298255920410156
2012-02-13,22.258066177368164
2012-02-14,22.556339263916016
2012-02-15,22.549991607666016
2012-02-16,22.456920623779297
2012-02-17,22.566909790039062
2012-02-21,22.20095443725586
2012-02-22,22.365951538085938
2012-02-23,22.45268440246582
2012-02-24,22.484424591064453
2012-02-27,22.670570373535156
2012-02-28,22.72556495666504
2012-02-29,22.829227447509766
2012-03-01,23.0372257232666
2012-03-02,23.079673767089844
2012-03-05,23.185792922973633
2012-03-06,22.78253173828125
2012-03-07,22.833467483520508
2012-03-08,22.90138816833496
2012-03-09,23.342851638793945
2012-03-12,23.230369567871094
2012-03-13,23.5084171295166
2012-03-14,23.410776138305664
2012-03-15,23.50204849243164
2012-03-16,23.606050491333008
2012-03-19,23.799190521240234
2012-03-20,23.71640968322754
2012-03-21,23.44049644470215
2012-03-22,23.557233810424805
2012-03-23,22.799510955810547
2012-03-26,23.039352416992188
2012-03-27,22.897136688232422
2012-03-28,22.759178161621094
2012-03-29,22.89076805114746
2012-03-30,23.0159969329834
2012-04-02,23.13910675048828
2012-04-03,23.213388442993164
2012-04-04,23.238861083984375
2012-04-05,23.42988395690918
2012-04-09,23.493555068969727
2012-04-10,22.59575653076172
2012-04-11,22.975675582885742
2012-04-12,23.060569763183594
2012-04-13,23.170944213867188
2012-04-16,23.219758987426758
2012-04-17,23.311023712158203
2012-04-18,23.465961456298828
2012-04-19,23.264328002929688
2012-04-20,23.51053237915039
2012-04-23,23.29404640197754
2012-04-24,22.657299041748047
2012-04-25,23.14122200012207
2012-04-26,23.421388626098633
2012-04-27,23.48294448852539
2012-04-30,23.744009017944336
2012-05-01,23.623029708862305
2012-05-02,24.255517959594727
2012-05-03,24.280988693237305
2012-05-04,23.73126792907715
2012-05-07,23.64849281311035
2012-05-08,23.077550888061523
2012-05-09,22.95444679260254
2012-05-10,22.8292236328125
2012-05-11,22.977792739868164
2012-05-14,22.81012535095215
2012-05-15,22.757061004638672
2012-05-16,22.710369110107422
2012-05-17,22.14578628540039
2012-05-18,22.379261016845703
2012-05-21,22.759178161621094
2012-05-22,23.018123626708984
2012-05-23,22.82073974609375
2012-05-24,22.812238693237305
2012-05-25,23.090290069580078
2012-05-29,23.542375564575195
2012-05-30,23.052085876464844
2012-05-31,23.037174224853516
2012-06-01,22.27480697631836
2012-06-04,22.296096801757812
2012-06-05,22.468595504760742
2012-06-06,22.800796508789062
2012-06-07,22.8625545501709
2012-06-08,23.1351261138916
2012-06-11,22.883853912353516
2012-06-12,22.913663864135742
2012-06-13,21.76798439025879
2012-06-14,21.299484252929688
2012-06-15,21.667892456054688
2012-06-18,21.593360900878906
2012-06-19,21.623170852661133
2012-06-20,21.550764083862305
2012-06-21,21.009872436523438
2012-06-22,21.16745948791504
2012-06-25,20.754329681396484
2012-06-26,20.965150833129883
2012-06-27,20.892744064331055
2012-06-28,20.632944107055664
2012-06-29,18.692949295043945
2012-07-02,18.920806884765625
2012-07-03,19.267919540405273
2012-07-05,19.634193420410156
2012-07-06,19.459577560424805
2012-07-09,19.225326538085938
2012-07-10,19.44041633605957
2012-07-11,19.646976470947266
2012-07-12,19.55327606201172
2012-07-13,20.01112174987793
2012-07-16,19.80881690979004
2012-07-17,19.753450393676758
2012-07-18,20.151674270629883
2012-07-19,20.285825729370117
2012-07-20,19.82159423828125
2012-07-23,19.77260971069336
2012-07-24,19.796039581298828
2012-07-25,19.913164138793945
2012-07-26,20.56693458557129
2012-07-27,20.662755966186523
2012-07-30,20.411468505859375
2012-07-31,19.87908935546875
2012-08-01,19.804555892944336
2012-08-02,19.706602096557617
2012-08-03,20.138896942138672
2012-08-06,20.34119987487793
2012-08-07,20.4796142578125
2012-08-08,20.422122955322266
2012-08-09,20.243244171142578
2012-08-10,20.123987197875977
2012-08-13,20.411468505859375
2012-08-14,20.211305618286133
2012-08-15,20.064361572265625
2012-08-16,20.18360710144043
2012-08-17,20.49878692626953
2012-08-20,20.39443588256836
2012-08-21,20.411468505859375
2012-08-22,20.39443588256836
2012-08-23,20.326297760009766
2012-08-24,20.626562118530273
2012-08-27,20.534984588623047
2012-08-28,21.05459213256836
2012-08-29,21.016263961791992
2012-08-30,20.892295837402344
2012-08-31,20.80893898010254
2012-09-04,20.787567138671875
2012-09-05,20.80680274963379
2012-09-06,21.257774353027344
2012-09-07,21.221446990966797
2012-09-10,21.381738662719727
2012-09-11,21.30479621887207
2012-09-12,21.5527286529541
2012-09-13,21.202205657958984
2012-09-14,20.655044555664062
2012-09-17,20.93931770324707
2012-09-18,20.885881423950195
2012-09-19,20.873064041137695
2012-09-20,20.672151565551758
2012-09-21,20.629396438598633
2012-09-24,20.3729248046875
2012-09-25,20.32162857055664
2012-09-26,20.40925407409668
2012-09-27,20.518259048461914
2012-09-28,20.285295486450195
2012-10-01,20.422086715698242
2012-10-02,20.293838500976562
2012-10-03,20.048057556152344
2012-10-04,20.494752883911133
2012-10-05,20.351547241210938
2012-10-08,20.302400588989258
2012-10-09,20.193397521972656
2012-10-10,20.137819290161133
2012-10-11,20.283161163330078
2012-10-12,20.18056869506836
2012-10-15,20.434906005859375
2012-10-16,20.783292770385742
2012-10-17,20.85382652282715
2012-10-18,20.85382652282715
2012-10-19,20.614431381225586
2012-10-22,20.193397521972656
2012-10-23,19.83859634399414
2012-10-24,19.853559494018555
2012-10-25,19.51586151123047
2012-10-26,19.481664657592773
2012-10-31,19.530818939208984
2012-11-01,20.379331588745117
2012-11-02,20.206214904785156
2012-11-05,20.36009979248047
2012-11-06,20.546049118041992
2012-11-07,20.229724884033203
2012-11-08,19.633413314819336
2012-11-09,19.72959327697754
2012-11-12,19.725317001342773
2012-11-13,19.550058364868164
2012-11-14,19.364110946655273
2012-11-15,19.413265228271484
2012-11-16,19.7894344329834
2012-11-19,20.58665657043457
2012-11-20,20.434906005859375
2012-11-21,20.432764053344727
2012-11-23,20.67856216430664
2012-11-26,20.873064041137695
2012-11-27,20.734132766723633
2012-11-28,21.187246322631836
2012-11-29,21.153047561645508
2012-11-30,20.834585189819336
2012-12-03,20.851688385009766
2012-12-04,20.875200271606445
2012-12-05,20.877334594726562
2012-12-06,21.126338958740234
2012-12-07,21.162824630737305
2012-12-10,21.0533504486084
2012-12-11,21.33884048461914
2012-12-12,21.293758392333984
2012-12-13,20.89236068725586
2012-12-14,20.802207946777344
2012-12-17,21.034034729003906
2012-12-18,21.233657836914062
2012-12-19,20.988948822021484
2012-12-20,21.250831604003906
2012-12-21,22.560226440429688
2012-12-24,22.66755485534668
2012-12-26,22.036470413208008
2012-12-27,22.221067428588867
2012-12-28,21.890504837036133
2012-12-31,22.15237808227539
2013-01-02,22.255414962768555
2013-01-03,22.482948303222656
2013-01-04,22.70189666748047
2013-01-07,22.736248016357422
2013-01-08,22.495832443237305
2013-01-09,22.517295837402344
2013-01-10,22.560226440429688
2013-01-11,22.796342849731445
2013-01-14,22.83498191833496
2013-01-15,23.028181076049805
2013-01-16,23.066818237304688
2013-01-17,22.95948600769043
2013-01-18,22.877912521362305
2013-01-22,22.95948600769043
2013-01-23,22.792055130004883
2013-01-24,23.12262535095215
2013-01-25,23.848155975341797
2013-01-28,23.397380828857422
2013-01-29,23.148374557495117
2013-01-30,23.015300750732422
2013-01-31,23.204195022583008
2013-02-01,23.053936004638672
2013-02-04,23.03675651550293
2013-02-05,23.135501861572266
2013-02-06,23.251415252685547
2013-02-07,23.474653244018555
2013-02-08,23.43601417541504
2013-02-11,23.70648956298828
2013-02-12,23.65066909790039
2013-02-13,23.423141479492188
2013-02-14,23.448894500732422
2013-02-15,23.5905704498291
2013-02-19,23.384504318237305
2013-02-20,23.19131088256836
2013-02-21,23.414548873901367
2013-02-22,23.384504318237305
2013-02-25,23.199899673461914
2013-02-26,23.298635482788086
2013-02-27,23.328691482543945
2013-02-28,23.470914840698242
2013-03-01,23.626068115234375
2013-03-04,23.5872745513916
2013-03-05,23.660547256469727
2013-03-06,23.83293342590332
2013-03-07,23.7984561920166
2013-03-08,23.570035934448242
2013-03-11,23.501081466674805
2013-03-12,23.052867889404297
2013-03-13,23.63899040222168
2013-03-14,23.570035934448242
2013-03-15,23.60882568359375
2013-03-18,23.341617584228516
2013-03-19,23.199398040771484
2013-03-20,23.63037109375
2013-03-21,23.100269317626953
2013-03-22,25.65595817565918
2013-03-25,25.668886184692383
2013-03-26,25.630102157592773
2013-03-27,25.190507888793945
2013-03-28,25.431848526000977
2013-04-01,25.10862159729004
2013-04-02,25.384441375732422
2013-04-03,25.388751983642578
2013-04-04,25.574071884155273
2013-04-05,25.41461181640625
2013-04-08,25.83696746826172
2013-04-09,25.81110382080078
2013-04-10,25.983495712280273
2013-04-11,26.375690460205078
2013-04-12,26.108482360839844
2013-04-15,25.716285705566406
2013-04-16,26.074003219604492
2013-04-17,26.246397018432617
2013-04-18,25.936092376708984
2013-04-19,26.25501251220703
2013-04-22,26.444644927978516
2013-04-23,26.58255386352539
2013-04-24,26.51791000366211
2013-04-25,26.750638961791992
2013-04-26,26.673063278198242
2013-04-29,26.991987228393555
2013-04-30,27.410022735595703
2013-05-01,27.306598663330078
2013-05-02,27.28934669494629
2013-05-03,27.819459915161133
2013-05-06,27.565181732177734
2013-05-07,27.54363250732422
2013-05-08,27.53932762145996
2013-05-09,27.47036361694336
2013-05-10,27.90996551513672
2013-05-13,27.862548828125
2013-05-14,28.40557861328125
2013-05-15,28.37110710144043
2013-05-16,27.772048950195312
2013-05-17,28.151302337646484
2013-05-20,28.155616760253906
2013-05-21,28.112520217895508
2013-05-22,27.77635955810547
2013-05-23,27.293663024902344
2013-05-24,27.06093406677246
2013-05-28,27.272113800048828
2013-05-29,27.12127113342285
2013-05-30,26.987232208251953
2013-05-31,26.662906646728516
2013-06-03,27.255321502685547
2013-06-04,27.147216796875
2013-06-05,26.701828002929688
2013-06-06,26.879125595092773
2013-06-07,27.134246826171875
2013-06-10,27.2596492767334
2013-06-11,26.874799728393555
2013-06-12,26.554800033569336
2013-06-13,26.706153869628906
2013-06-14,26.762371063232422
2013-06-17,26.783987045288086
2013-06-18,26.874799728393555
2013-06-19,26.701828002929688
2013-06-20,26.282381057739258
2013-06-21,26.191574096679688
2013-06-24,25.923479080200195
2013-06-25,26.113737106323242
2013-06-26,26.745071411132812
2013-06-27,26.948301315307617
2013-06-28,27.53639793395996
2013-07-01,26.95262908935547
2013-07-02,27.078025817871094
2013-07-03,27.181814193725586
2013-07-05,27.51909637451172
2013-07-08,27.55368995666504
2013-07-09,27.644500732421875
2013-07-10,27.50179672241211
2013-07-11,27.55368995666504
2013-07-12,27.532073974609375
2013-07-15,27.393699645996094
2013-07-16,27.112625122070312
2013-07-17,27.385047912597656
2013-07-18,27.38072395324707
2013-07-19,27.393699645996094
2013-07-22,27.367746353149414
2013-07-23,27.324512481689453
2013-07-24,27.082361221313477
2013-07-25,27.02181625366211
2013-07-26,27.039121627807617
2013-07-29,27.11695098876953
2013-07-30,27.177492141723633
2013-07-31,27.207759857177734
2013-08-01,28.52663230895996
2013-08-02,28.669326782226562
2013-08-05,28.712574005126953
2013-08-06,28.773113250732422
2013-08-07,28.37960433959961
2013-08-08,28.561227798461914
2013-08-09,28.67365264892578
2013-08-12,28.7601318359375
2013-08-13,28.457439422607422
2013-08-14,27.826112747192383
2013-08-15,27.454238891601562
2013-08-16,27.52342414855957
2013-08-19,27.981786727905273
2013-08-20,27.94719696044922
2013-08-21,27.730979919433594
2013-08-22,28.04665184020996
2013-08-23,27.765573501586914
2013-08-26,27.640174865722656
2013-08-27,27.160188674926758
2013-08-28,27.40234375
2013-08-29,27.541181564331055
2013-08-30,27.254831314086914
2013-09-03,27.892602920532227
2013-09-04,28.25704002380371
2013-09-05,28.365503311157227
2013-09-06,28.191965103149414
2013-09-09,28.37417984008789
2013-09-10,28.990266799926758
2013-09-11,29.324325561523438
2013-09-12,29.536916732788086
2013-09-13,29.463163375854492
2013-09-16,29.58464241027832
