Date,BKR
2010-01-04,20.855422973632812
2010-01-05,22.079233169555664
2010-01-06,23.181673049926758
2010-01-07,23.34856605529785
2010-01-08,23.818866729736328
2010-01-11,23.566015243530273
2010-01-12,23.115938186645508
2010-01-13,23.540729522705078
2010-01-14,24.036331176757812
2010-01-15,23.909900665283203
2010-01-19,24.299293518066406
2010-01-20,23.83909797668457
2010-01-21,23.581192016601562
2010-01-22,22.387718200683594
2010-01-25,22.54954719543457
2010-01-26,23.712675094604492
2010-01-27,24.071718215942383
2010-01-28,23.57456398010254
2010-01-29,22.970867156982422
2010-02-01,24.010848999023438
2010-02-02,23.97532844543457
2010-02-03,24.005773544311523
2010-02-04,22.940433502197266
2010-02-05,22.691850662231445
2010-02-08,22.600534439086914
2010-02-09,23.107847213745117
2010-02-10,22.960723876953125
2010-02-11,23.68109703063965
2010-02-12,23.589780807495117
2010-02-16,24.3203067779541
2010-02-17,24.376110076904297
2010-02-18,24.68049430847168
2010-02-19,24.78702735900879
2010-02-22,24.41670036315918
2010-02-23,23.87387466430664
2010-02-24,24.305084228515625
2010-02-25,24.294939041137695
2010-02-26,24.310157775878906
2010-03-01,24.508007049560547
2010-03-02,24.974742889404297
2010-03-03,25.365360260009766
2010-03-04,25.32477569580078
2010-03-05,25.816865921020508
2010-03-08,25.537837982177734
2010-03-09,25.334918975830078
2010-03-10,25.355220794677734
2010-03-11,25.355220794677734
2010-03-12,25.385652542114258
2010-03-15,25.299407958984375
2010-03-16,25.892959594726562
2010-03-17,26.3089542388916
2010-03-18,25.045753479003906
2010-03-19,24.11231231689453
2010-03-22,24.09202003479004
2010-03-23,23.904312133789062
2010-03-24,23.615144729614258
2010-03-25,22.76287078857422
2010-03-26,22.76287078857422
2010-03-29,23.158578872680664
2010-03-30,23.31076431274414
2010-03-31,23.76226043701172
2010-04-01,24.518157958984375
2010-04-05,25.203027725219727
2010-04-06,25.32477569580078
2010-04-07,24.85805320739746
2010-04-08,24.726144790649414
2010-04-09,24.776885986328125
2010-04-12,24.771808624267578
2010-04-13,24.457277297973633
2010-04-14,24.995023727416992
2010-04-15,24.898635864257812
2010-04-16,24.102169036865234
2010-04-19,24.163042068481445
2010-04-20,25.512481689453125
2010-04-21,25.816865921020508
2010-04-22,26.278514862060547
2010-04-23,27.48590087890625
2010-04-26,27.333707809448242
2010-04-27,25.842227935791016
2010-04-28,25.994421005249023
2010-04-29,26.085739135742188
2010-04-30,25.243610382080078
2010-05-03,25.730621337890625
2010-05-04,24.3203067779541
2010-05-05,24.005773544311523
2010-05-06,23.32382583618164
2010-05-07,22.519725799560547
2010-05-10,23.995594024658203
2010-05-11,23.766584396362305
2010-05-12,24.133010864257812
2010-05-13,23.80220603942871
2010-05-14,23.089723587036133
2010-05-17,23.06936264038086
2010-05-18,22.646957397460938
2010-05-19,22.255096435546875
2010-05-20,20.71814727783203
2010-05-21,21.28813934326172
2010-05-24,20.555294036865234
2010-05-25,20.67743492126465
2010-05-26,20.682527542114258
2010-05-27,20.911544799804688
2010-05-28,19.41022300720215
2010-06-01,18.254972457885742
2010-06-02,20.168516159057617
2010-06-03,20.041282653808594
2010-06-04,19.578163146972656
2010-06-07,19.374591827392578
2010-06-08,19.430583953857422
2010-06-09,19.517091751098633
2010-06-10,21.58840560913086
2010-06-11,21.685096740722656
2010-06-14,21.344127655029297
2010-06-15,22.1838436126709
2010-06-16,22.382322311401367
2010-06-17,22.321250915527344
2010-06-18,22.733476638793945
2010-06-21,22.438297271728516
2010-06-22,21.45100212097168
2010-06-23,21.639293670654297
2010-06-24,21.12528419494629
2010-06-25,21.756345748901367
2010-06-28,21.374658584594727
2010-06-29,20.7843074798584
2010-06-30,21.155820846557617
2010-07-01,21.237247467041016
2010-07-02,21.52733039855957
2010-07-06,22.35687255859375
2010-07-07,22.9726619720459
2010-07-08,23.50703239440918
2010-07-09,23.542659759521484
2010-07-12,23.415422439575195
2010-07-13,23.761484146118164
2010-07-14,23.893815994262695
2010-07-15,24.000690460205078
2010-07-16,23.41033935546875
2010-07-19,24.2755069732666
2010-07-20,25.02361297607422
2010-07-21,24.560497283935547
2010-07-22,25.145761489868164
2010-07-23,24.97272300720215
2010-07-26,25.28826141357422
2010-07-27,24.881118774414062
2010-07-28,24.87602424621582
2010-07-29,24.697357177734375
2010-07-30,24.641210556030273
2010-08-02,25.64175796508789
2010-08-03,22.287858963012695
2010-08-04,21.864158630371094
2010-08-05,21.685489654541016
2010-08-06,21.30261993408203
2010-08-09,21.353673934936523
2010-08-10,20.955486297607422
2010-08-11,20.51647186279297
2010-08-12,20.38884925842285
2010-08-13,20.312274932861328
2010-08-16,20.383745193481445
2010-08-17,20.92997169494629
2010-08-18,20.771709442138672
2010-08-19,20.29186248779297
2010-08-20,19.91409683227539
2010-08-23,19.91409683227539
2010-08-24,19.801786422729492
2010-08-25,19.87836456298828
2010-08-26,19.189205169677734
2010-08-27,19.766054153442383
2010-08-30,19.469966888427734
2010-08-31,19.184097290039062
2010-09-01,20.164230346679688
2010-09-02,20.271438598632812
2010-09-03,20.15912437438965
2010-09-07,19.8375186920166
2010-09-08,20.123397827148438
2010-09-09,19.924314498901367
2010-09-10,20.108089447021484
2010-09-13,20.64409637451172
2010-09-14,20.485841751098633
2010-09-15,20.414369583129883
2010-09-16,20.353116989135742
2010-09-17,20.358217239379883
2010-09-20,20.720661163330078
2010-09-21,20.55220603942871
2010-09-22,20.414369583129883
2010-09-23,20.097864151000977
2010-09-24,20.96059799194336
2010-09-27,20.7410831451416
2010-09-28,20.86871337890625
2010-09-29,21.496601104736328
2010-09-30,21.746746063232422
2010-10-01,22.221494674682617
2010-10-04,21.85904884338379
2010-10-05,22.39505958557129
2010-10-06,22.624788284301758
2010-10-07,22.338903427124023
2010-10-08,22.74730110168457
2010-10-11,22.706457138061523
2010-10-12,22.834081649780273
2010-10-13,23.10464096069336
2010-10-14,22.89533805847168
2010-10-15,23.288408279418945
2010-10-18,23.033170700073242
2010-10-19,22.568618774414062
2010-10-20,23.068899154663086
2010-10-21,23.02296257019043
2010-10-22,23.773378372192383
2010-10-25,23.77848243713379
2010-10-26,23.952051162719727
2010-10-27,23.727428436279297
2010-10-28,23.553306579589844
2010-10-29,23.773530960083008
2010-11-01,24.77219009399414
2010-11-02,25.23825454711914
2010-11-03,25.24848747253418
2010-11-04,25.985971450805664
2010-11-05,25.57625389099121
2010-11-08,25.770875930786133
2010-11-09,25.35603141784668
2010-11-10,25.750391006469727
2010-11-11,25.64283561706543
2010-11-12,24.849018096923828
2010-11-15,24.536611557006836
2010-11-16,24.27029800415039
2010-11-17,24.51612663269043
2010-11-18,25.550655364990234
2010-11-19,25.688928604125977
2010-11-22,25.591623306274414
2010-11-23,25.294586181640625
2010-11-24,25.96548080444336
2010-11-26,25.509681701660156
2010-11-29,26.00645637512207
2010-11-30,26.71320915222168
2010-12-01,27.563364028930664
2010-12-02,27.90648651123047
2010-12-03,28.198410034179688
2010-12-06,28.377670288085938
2010-12-07,27.23558807373047
2010-12-08,27.36362648010254
2010-12-09,27.62993621826172
2010-12-10,27.61457633972168
2010-12-13,28.193294525146484
2010-12-14,28.25475311279297
2010-12-15,28.06014060974121
2010-12-16,28.403261184692383
2010-12-17,28.807863235473633
2010-12-20,28.63372802734375
2010-12-21,29.048559188842773
2010-12-22,29.069042205810547
2010-12-23,29.053678512573242
2010-12-27,28.782257080078125
2010-12-28,28.659330368041992
2010-12-29,29.115150451660156
2010-12-30,29.099781036376953
2010-12-31,29.279033660888672
2011-01-03,29.340478897094727
2011-01-04,28.63372802734375
2011-01-05,28.67470932006836
2011-01-06,28.08061981201172
2011-01-07,28.987106323242188
2011-01-10,28.6900691986084
2011-01-11,29.581186294555664
2011-01-12,30.09332847595215
2011-01-13,29.939685821533203
2011-01-14,30.513288497924805
2011-01-18,30.369890213012695
2011-01-19,30.083086013793945
2011-01-20,29.96529197692871
2011-01-21,30.200885772705078
2011-01-24,29.960166931152344
2011-01-25,31.916545867919922
2011-01-26,33.79610824584961
2011-01-27,34.144351959228516
2011-01-28,34.46187973022461
2011-01-31,35.08668899536133
2011-02-01,35.107177734375
2011-02-02,35.04059982299805
2011-02-03,35.17405319213867
2011-02-04,34.80450439453125
2011-02-07,35.143226623535156
2011-02-08,34.76856994628906
2011-02-09,34.21936798095703
2011-02-10,34.47599411010742
2011-02-11,34.45547103881836
2011-02-14,34.799373626708984
2011-02-15,34.38876724243164
2011-02-16,35.7489128112793
2011-02-17,36.539337158203125
2011-02-18,36.354557037353516
2011-02-22,35.35369110107422
2011-02-23,36.200592041015625
2011-02-24,35.384483337402344
2011-02-25,36.698455810546875
2011-02-28,36.467464447021484
2011-03-01,35.523067474365234
2011-03-02,35.317752838134766
2011-03-03,36.036338806152344
2011-03-04,35.789974212646484
2011-03-07,35.651397705078125
2011-03-08,35.39474105834961
2011-03-09,35.07139587402344
2011-03-10,34.26045227050781
2011-03-11,35.41016387939453
2011-03-14,35.7489128112793
2011-03-15,36.14412307739258
2011-03-16,34.609458923339844
2011-03-17,35.68217849731445
2011-03-18,35.158660888671875
2011-03-21,36.241634368896484
2011-03-22,36.241634368896484
2011-03-23,36.55986022949219
2011-03-24,36.606056213378906
2011-03-25,36.48286819458008
2011-03-28,37.858402252197266
2011-03-29,38.063743591308594
2011-03-30,37.9302864074707
2011-03-31,37.68904495239258
2011-04-01,37.165504455566406
2011-04-04,37.27330780029297
2011-04-05,37.468345642089844
2011-04-06,36.554725646972656
2011-04-07,36.554725646972656
2011-04-08,36.734352111816406
2011-04-11,35.57439422607422
2011-04-12,34.67105484008789
2011-04-13,35.06114196777344
2011-04-14,35.57439422607422
2011-04-15,36.17490005493164
2011-04-18,36.29296112060547
2011-04-19,37.478614807128906
2011-04-20,37.98160934448242
2011-04-21,38.227989196777344
2011-04-25,37.84815979003906
2011-04-26,38.01239776611328
2011-04-27,39.66511535644531
2011-04-28,40.03466796875
2011-04-29,39.73184585571289
2011-05-02,38.13558578491211
2011-05-03,37.45294952392578
2011-05-04,37.0679931640625
2011-05-05,35.869606018066406
2011-05-06,35.627872467041016
2011-05-09,36.851985931396484
2011-05-10,37.16058349609375
2011-05-11,35.782161712646484
2011-05-12,36.20906448364258
2011-05-13,35.627872467041016
2011-05-16,35.370689392089844
2011-05-17,35.4169807434082
2011-05-18,36.425079345703125
2011-05-19,36.296504974365234
2011-05-20,36.06503677368164
2011-05-23,35.324405670166016
2011-05-24,36.15248107910156
2011-05-25,37.9474983215332
2011-05-26,38.31782531738281
2011-05-27,37.78291320800781
2011-05-31,38.0246467590332
2011-06-01,37.01656723022461
2011-06-02,37.854923248291016
2011-06-03,38.35895919799805
2011-06-06,37.15028762817383
2011-06-07,37.330299377441406
2011-06-08,37.38689422607422
2011-06-09,38.42067337036133
2011-06-10,37.07828140258789
2011-06-13,36.49709701538086
2011-06-14,37.206871032714844
2011-06-15,36.19878387451172
2011-06-16,35.92103576660156
2011-06-17,35.669002532958984
2011-06-20,35.63814163208008
2011-06-21,36.33250427246094
2011-06-22,36.368507385253906
2011-06-23,36.13192367553711
2011-06-24,34.59919738769531
2011-06-27,35.04665756225586
2011-06-28,36.38393783569336
2011-06-29,36.754249572753906
2011-06-30,37.32001876831055
2011-07-01,37.51032638549805
2011-07-05,38.00407791137695
2011-07-06,38.07094192504883
2011-07-07,38.77043151855469
2011-07-08,38.61098861694336
2011-07-11,37.50517654418945
2011-07-12,37.25316619873047
2011-07-13,38.487548828125
2011-07-14,37.854923248291016
2011-07-15,38.82701110839844
2011-07-18,39.60365295410156
2011-07-19,40.457454681396484
2011-07-20,40.406005859375
2011-07-21,40.88948059082031
2011-07-22,41.095237731933594
2011-07-25,41.11579513549805
2011-07-26,41.01808547973633
2011-07-27,40.17972183227539
2011-07-28,40.2054443359375
2011-07-29,39.79908752441406
2011-08-01,38.7961540222168
2011-08-02,37.777767181396484
2011-08-03,37.01656723022461
2011-08-04,34.2179069519043
2011-08-05,33.264404296875
2011-08-08,29.677160263061523
2011-08-09,31.33161735534668
2011-08-10,30.19771957397461
2011-08-11,31.32131004333496
2011-08-12,31.831565856933594
2011-08-15,33.279869079589844
2011-08-16,32.15626907348633
2011-08-17,32.84690475463867
2011-08-18,30.03795051574707
2011-08-19,28.254627227783203
2011-08-22,27.3939151763916
2011-08-23,28.775192260742188
2011-08-24,28.87827491760254
