Date,MS
2010-01-04,21.996065139770508
2010-01-05,22.800186157226562
2010-01-06,23.09194564819336
2010-01-07,23.42640495300293
2010-01-08,22.949628829956055
2010-01-11,22.800186157226562
2010-01-12,22.152618408203125
2010-01-13,22.245121002197266
2010-01-14,22.20242691040039
2010-01-15,21.6189022064209
2010-01-19,22.17396354675293
2010-01-20,21.796810150146484
2010-01-21,20.87881851196289
2010-01-22,19.782926559448242
2010-01-25,19.740236282348633
2010-01-26,19.448469161987305
2010-01-27,19.926130294799805
2010-01-28,19.598182678222656
2010-01-29,19.09201431274414
2010-02-01,19.648088455200195
2010-02-02,20.004549026489258
2010-02-03,19.88335418701172
2010-02-04,18.985071182250977
2010-02-05,19.43421745300293
2010-02-08,18.96368980407715
2010-02-09,19.341541290283203
2010-02-10,19.612443923950195
2010-02-11,19.33440589904785
2010-02-12,19.36292839050293
2010-02-16,19.83344841003418
2010-02-17,19.526893615722656
2010-02-18,19.43421745300293
2010-02-19,19.541152954101562
2010-02-22,19.75503158569336
2010-02-23,19.355792999267578
2010-02-24,19.840576171875
2010-02-25,19.776409149169922
2010-02-26,20.090099334716797
2010-03-01,20.09722900390625
2010-03-02,20.4608211517334
2010-03-03,20.18990707397461
2010-03-04,20.817279815673828
2010-03-05,20.966989517211914
2010-03-08,21.088186264038086
2010-03-09,20.710342407226562
2010-03-10,21.36622428894043
2010-03-11,21.40187644958496
2010-03-12,21.323453903198242
2010-03-15,21.130962371826172
2010-03-16,21.60862159729004
2010-03-17,21.587230682373047
2010-03-18,21.444644927978516
2010-03-19,21.123838424682617
2010-03-22,21.102445602416992
2010-03-23,21.052547454833984
2010-03-24,20.938478469848633
2010-03-25,20.610536575317383
2010-03-26,20.567760467529297
2010-03-29,20.98125457763672
2010-03-30,20.82440948486328
2010-03-31,20.881439208984375
2010-04-01,20.817279815673828
2010-04-05,20.881439208984375
2010-04-06,20.93134880065918
2010-04-07,21.40187644958496
2010-04-08,22.01498794555664
2010-04-09,22.08628273010254
2010-04-12,22.050642013549805
2010-04-13,21.72982406616211
2010-04-14,22.200345993041992
2010-04-15,22.01498794555664
2010-04-16,20.78876304626465
2010-04-19,21.07392692565918
2010-04-20,21.70842933654785
2010-04-21,22.585330963134766
2010-04-22,22.742162704467773
2010-04-23,22.770687103271484
2010-04-26,22.057758331298828
2010-04-27,21.33770751953125
2010-04-28,21.65906524658203
2010-04-29,22.3588924407959
2010-04-30,21.58051300048828
2010-05-03,21.73047637939453
2010-05-04,21.059202194213867
2010-05-05,20.9163818359375
2010-05-06,19.738100051879883
2010-05-07,19.816652297973633
2010-05-10,20.609323501586914
2010-05-11,20.266538619995117
2010-05-12,19.852354049682617
2010-05-13,19.72382164001465
2010-05-14,19.33819580078125
2010-05-17,19.359621047973633
2010-05-18,19.088253021240234
2010-05-19,19.30963134765625
2010-05-20,18.30986785888672
2010-05-21,19.359621047973633
2010-05-24,18.388425827026367
2010-05-25,18.645498275756836
2010-05-26,18.945430755615234
2010-05-27,19.752378463745117
2010-05-28,19.359621047973633
2010-06-01,18.6597843170166
2010-06-02,19.409608840942383
2010-06-03,19.173952102661133
2010-06-04,18.559814453125
2010-06-07,18.05992889404297
2010-06-08,18.27415657043457
2010-06-09,17.9456729888916
2010-06-10,18.27415657043457
2010-06-11,18.566951751708984
2010-06-14,18.088497161865234
2010-06-15,18.5312442779541
2010-06-16,18.4027042388916
2010-06-17,18.081361770629883
2010-06-18,18.352718353271484
2010-06-21,18.288454055786133
2010-06-22,17.981382369995117
2010-06-23,17.874265670776367
2010-06-24,17.324398040771484
2010-06-25,17.859987258911133
2010-06-28,17.51006317138672
2010-06-29,16.745969772338867
2010-06-30,16.574575424194336
2010-07-01,16.4888858795166
2010-07-02,16.30320930480957
2010-07-06,16.4031925201416
2010-07-07,17.103012084960938
2010-07-08,17.28154754638672
2010-07-09,17.63861083984375
2010-07-12,17.53862762451172
2010-07-13,18.32415008544922
2010-07-14,18.238460540771484
2010-07-15,18.27415657043457
2010-07-16,17.667171478271484
2010-07-19,17.695730209350586
2010-07-20,18.009939193725586
2010-07-21,19.13823890686035
2010-07-22,19.131107330322266
2010-07-23,19.202510833740234
2010-07-26,19.281063079833984
2010-07-27,19.281063079833984
2010-07-28,19.323993682861328
2010-07-29,19.30967903137207
2010-07-30,19.30967903137207
2010-08-02,19.8033390045166
2010-08-03,19.667407989501953
2010-08-04,19.939268112182617
2010-08-05,19.917802810668945
2010-08-06,19.78186798095703
2010-08-09,19.63878631591797
2010-08-10,19.552932739257812
2010-08-11,18.909038543701172
2010-08-12,18.68724822998047
2010-08-13,18.529850006103516
2010-08-16,18.38676643371582
2010-08-17,18.74448585510254
2010-08-18,18.78742027282715
2010-08-19,18.5942440032959
2010-08-20,18.544166564941406
2010-08-23,18.40107536315918
2010-08-24,17.97896957397461
2010-08-25,17.957508087158203
2010-08-26,17.621248245239258
2010-08-27,17.90742301940918
2010-08-30,17.47816276550293
2010-08-31,17.664182662963867
2010-09-01,18.17928695678711
2010-09-02,18.37245750427246
2010-09-03,19.07358741760254
2010-09-07,18.365304946899414
2010-09-08,18.579938888549805
2010-09-09,19.323993682861328
2010-09-10,19.45277214050293
2010-09-13,19.867721557617188
2010-09-14,19.688865661621094
2010-09-15,19.488540649414062
2010-09-16,19.159442901611328
2010-09-17,18.937652587890625
2010-09-20,19.20236587524414
2010-09-21,18.64432144165039
2010-09-22,17.850191116333008
2010-09-23,17.699951171875
2010-09-24,17.993276596069336
2010-09-27,17.792953491210938
2010-09-28,17.528240203857422
2010-09-29,17.513933181762695
2010-09-30,17.657018661499023
2010-10-01,17.900270462036133
2010-10-04,17.678478240966797
2010-10-05,18.222213745117188
2010-10-06,18.15781593322754
2010-10-07,17.9360408782959
2010-10-08,18.11490249633789
2010-10-11,17.993276596069336
2010-10-12,18.551315307617188
2010-10-13,18.558475494384766
2010-10-14,18.200756072998047
2010-10-15,17.900270462036133
2010-10-18,18.172138214111328
2010-10-19,18.164981842041016
2010-10-20,18.15781593322754
2010-10-21,17.599782943725586
2010-10-22,17.54255485534668
2010-10-25,17.4423885345459
2010-10-26,17.30646324157715
2010-10-27,17.492862701416016
2010-10-28,17.822635650634766
2010-10-29,17.829809188842773
2010-11-01,17.693593978881836
2010-11-02,17.64340591430664
2010-11-03,18.209775924682617
2010-11-04,18.905179977416992
2010-11-05,19.55758285522461
2010-11-08,19.50739860534668
2010-11-09,18.86934471130371
2010-11-10,19.034236907958984
2010-11-11,18.862171173095703
2010-11-12,18.331647872924805
2010-11-15,18.639921188354492
2010-11-16,18.374662399291992
2010-11-17,17.987525939941406
2010-11-18,18.331647872924805
2010-11-19,18.367496490478516
2010-11-22,17.966018676757812
2010-11-23,17.67925262451172
2010-11-24,18.03054428100586
2010-11-26,17.70792579650879
2010-11-29,17.86564826965332
2010-11-30,17.535869598388672
2010-12-01,17.86564826965332
2010-12-02,18.360334396362305
2010-12-03,18.38184356689453
2010-12-06,18.310144424438477
2010-12-07,18.396177291870117
2010-12-08,18.976877212524414
2010-12-09,19.14893913269043
2010-12-10,19.320999145507812
2010-12-13,19.313827514648438
2010-12-14,19.091588973999023
2010-12-15,18.78331184387207
2010-12-16,18.647098541259766
2010-12-17,18.811986923217773
2010-12-20,18.826332092285156
2010-12-21,19.256481170654297
2010-12-22,19.643617630004883
2010-12-23,19.650785446166992
2010-12-27,19.72248077392578
2010-12-28,19.830013275146484
2010-12-29,19.55758285522461
2010-12-30,19.593429565429688
2010-12-31,19.50739860534668
2011-01-03,20.2386531829834
2011-01-04,20.410720825195312
2011-01-05,20.66880989074707
2011-01-06,20.64730453491211
2011-01-07,20.21714973449707
2011-01-10,20.109607696533203
2011-01-11,20.045085906982422
2011-01-12,20.582778930664062
2011-01-13,20.288846969604492
2011-01-14,20.776351928710938
2011-01-18,20.61145782470703
2011-01-19,19.89454460144043
2011-01-20,20.80503273010254
2011-01-21,21.5147762298584
2011-01-24,21.328378677368164
2011-01-25,21.03443145751953
2011-01-26,20.797861099243164
2011-01-27,21.43701934814453
2011-01-28,20.855318069458008
2011-01-31,21.11384391784668
2011-02-01,21.487285614013672
2011-02-02,21.30056381225586
2011-02-03,21.408288955688477
2011-02-04,21.43701934814453
2011-02-07,21.84636878967285
