Date,PG
2010-01-04,38.68568801879883
2010-01-05,38.698333740234375
2010-01-06,38.51478576660156
2010-01-07,38.305908203125
2010-01-08,38.255279541015625
2010-01-11,38.103363037109375
2010-01-12,38.54010772705078
2010-01-13,38.93885803222656
2010-01-14,38.976829528808594
2010-01-15,38.495784759521484
2010-01-19,39.06544494628906
2010-01-20,38.53632736206055
2010-01-21,38.1474609375
2010-01-22,38.447078704833984
2010-01-25,38.65106964111328
2010-01-26,38.68932342529297
2010-01-27,38.76581954956055
2010-01-28,39.320438385009766
2010-01-29,39.237571716308594
2010-02-01,39.518062591552734
2010-02-02,40.098182678222656
2010-02-03,39.938804626464844
2010-02-04,39.141937255859375
2010-02-05,39.07819366455078
2010-02-08,38.89331817626953
2010-02-09,39.371429443359375
2010-02-10,39.314056396484375
2010-02-11,39.49893569946289
2010-02-12,39.371429443359375
2010-02-16,40.05357360839844
2010-02-17,40.06630325317383
2010-02-18,40.41054916381836
2010-02-19,40.44880676269531
2010-02-22,40.42967224121094
2010-02-23,40.295806884765625
2010-02-24,40.729305267333984
2010-02-25,40.6081657409668
2010-02-26,40.340431213378906
2010-03-01,40.48705291748047
2010-03-02,40.61454391479492
2010-03-03,40.512550354003906
2010-03-04,40.589046478271484
2010-03-05,40.60179901123047
2010-03-08,40.283042907714844
2010-03-09,40.35316848754883
2010-03-10,40.16830825805664
2010-03-11,40.270286560058594
2010-03-12,40.36592483520508
2010-03-15,40.6081657409668
2010-03-16,40.49980163574219
2010-03-17,40.8057861328125
2010-03-18,40.62730407714844
2010-03-19,40.69742202758789
2010-03-22,40.722923278808594
2010-03-23,41.137290954589844
2010-03-24,40.55080032348633
2010-03-25,40.55717849731445
2010-03-26,40.60179901123047
2010-03-29,40.62730407714844
2010-03-30,40.58266830444336
2010-03-31,40.334049224853516
2010-04-01,40.39143371582031
2010-04-05,40.64641189575195
2010-04-06,40.232051849365234
2010-04-07,39.84320068359375
2010-04-08,39.88143539428711
2010-04-09,39.989803314208984
2010-04-12,39.97068405151367
2010-04-13,40.16194534301758
2010-04-14,40.283042907714844
2010-04-15,40.16194534301758
2010-04-16,40.06630325317383
2010-04-19,40.30217361450195
2010-04-20,40.283042907714844
2010-04-21,40.56355667114258
2010-04-22,40.53805160522461
2010-04-23,40.50617218017578
2010-04-26,40.761173248291016
2010-04-27,40.232051849365234
2010-04-28,40.58022689819336
2010-04-29,39.95710754394531
2010-04-30,39.93141174316406
2010-05-03,40.26546096801758
2010-05-04,39.642333984375
2010-05-05,39.93141174316406
2010-05-06,39.025634765625
2010-05-07,38.742984771728516
2010-05-10,40.09843063354492
2010-05-11,40.06631851196289
2010-05-12,40.4838752746582
2010-05-13,40.31043243408203
2010-05-14,40.1755256652832
2010-05-17,40.715118408203125
2010-05-18,40.605934143066406
2010-05-19,40.61235427856445
2010-05-20,39.578086853027344
2010-05-21,39.732269287109375
2010-05-24,39.44318389892578
2010-05-25,39.21833801269531
2010-05-26,38.82649612426758
2010-05-27,39.15409469604492
2010-05-28,39.244041442871094
2010-06-01,39.28900909423828
2010-06-02,39.661598205566406
2010-06-03,39.70014953613281
2010-06-04,39.0577507019043
2010-06-07,38.942115783691406
2010-06-08,39.91855239868164
2010-06-09,39.488162994384766
2010-06-10,39.77082061767578
2010-06-11,39.19264602661133
2010-06-14,39.34682846069336
2010-06-15,39.77082061767578
2010-06-16,39.308284759521484
2010-06-17,39.6744499206543
2010-06-18,39.37895584106445
2010-06-21,39.250457763671875
2010-06-22,39.0063591003418
2010-06-23,39.43033981323242
2010-06-24,39.102718353271484
2010-06-25,38.408931732177734
2010-06-28,38.942115783691406
2010-06-29,38.749393463134766
2010-06-30,38.53097915649414
2010-07-01,38.248329162597656
2010-07-02,38.14555740356445
2010-07-06,38.11985397338867
2010-07-07,39.070594787597656
2010-07-08,39.796504974365234
2010-07-09,39.668025970458984
2010-07-12,39.886444091796875
2010-07-13,40.079166412353516
2010-07-14,40.25261306762695
2010-07-15,40.297576904296875
2010-07-16,39.82221221923828
2010-07-19,39.738685607910156
2010-07-20,39.873592376708984
2010-07-21,39.564125061035156
2010-07-22,39.73245620727539
2010-07-23,40.08207702636719
2010-07-26,40.47698211669922
2010-07-27,40.83954620361328
2010-07-28,40.59353256225586
2010-07-29,39.92668533325195
2010-07-30,39.59649658203125
2010-08-02,40.17917251586914
2010-08-03,38.8066291809082
2010-08-04,38.554134368896484
2010-08-05,38.754844665527344
2010-08-06,38.858428955078125
2010-08-09,39.091514587402344
2010-08-10,39.3504753112793
2010-08-11,39.020294189453125
2010-08-12,38.83900833129883
2010-08-13,38.72895431518555
2010-08-16,38.69657516479492
2010-08-17,39.033226013183594
2010-08-18,39.3310432434082
2010-08-19,38.9684944152832
2010-08-20,38.83253479003906
2010-08-23,38.86491394042969
2010-08-24,38.62534713745117
2010-08-25,38.63182830810547
2010-08-26,38.547672271728516
2010-08-27,38.71598815917969
2010-08-30,38.43760681152344
2010-08-31,38.63182830810547
2010-09-01,38.71598815917969
2010-09-02,38.89079666137695
2010-09-03,39.033226013183594
2010-09-07,38.93613815307617
2010-09-08,39.08503341674805
2010-09-09,39.033226013183594
2010-09-10,39.10444259643555
2010-09-13,39.15624237060547
2010-09-14,39.25983428955078
2010-09-15,39.564125061035156
2010-09-16,39.564125061035156
2010-09-17,39.47349166870117
2010-09-20,39.771297454833984
2010-09-21,39.82958221435547
2010-09-22,40.00436019897461
2010-09-23,39.63534164428711
2010-09-24,39.907264709472656
2010-09-27,39.5188102722168
2010-09-28,39.246883392333984
2010-09-29,39.007328033447266
2010-09-30,38.8260612487793
2010-10-01,38.94908142089844
2010-10-04,38.819576263427734
2010-10-05,39.37636184692383
2010-10-06,39.40874099731445
2010-10-07,39.36342239379883
2010-10-08,40.049678802490234
2010-10-11,40.2309684753418
2010-10-12,40.153282165527344
2010-10-13,40.54820251464844
2010-10-14,40.65827941894531
2010-10-15,40.63237380981445
2010-10-18,41.01435470581055
2010-10-19,40.90427780151367
2010-10-20,41.342708587646484
2010-10-21,41.434051513671875
2010-10-22,41.36227035522461
2010-10-25,41.45360565185547
2010-10-26,41.009971618652344
2010-10-27,41.153507232666016
2010-10-28,41.225284576416016
2010-10-29,41.47318649291992
2010-11-01,41.50580596923828
2010-11-02,41.76676559448242
2010-11-03,41.95597457885742
2010-11-04,42.40613555908203
2010-11-05,42.40613555908203
2010-11-08,42.24301528930664
2010-11-09,42.28217315673828
2010-11-10,42.12558364868164
2010-11-11,41.98857879638672
2010-11-12,41.96901321411133
2010-11-15,41.942909240722656
2010-11-16,41.39488983154297
2010-11-17,41.2774543762207
2010-11-18,41.76676559448242
2010-11-19,41.786346435546875
2010-11-22,41.4666633605957
2010-11-23,40.84688186645508
2010-11-24,40.84035873413086
2010-11-26,40.533729553222656
2010-11-29,40.533729553222656
2010-11-30,39.84217834472656
2010-12-01,40.54677963256836
2010-12-02,40.68377685546875
2010-12-03,40.66421127319336
2010-12-06,40.48805236816406
2010-12-07,40.54677963256836
2010-12-08,40.85992431640625
2010-12-09,41.016502380371094
2010-12-10,41.23179626464844
2010-12-13,41.225284576416016
2010-12-14,41.46013641357422
2010-12-15,41.518863677978516
2010-12-16,42.07992172241211
2010-12-17,42.28217315673828
2010-12-20,42.38654708862305
2010-12-21,42.32131576538086
2010-12-22,42.373497009277344
2010-12-23,42.56270980834961
2010-12-27,42.19083023071289
2010-12-28,42.249549865722656
2010-12-29,42.01466751098633
2010-12-30,41.936397552490234
2010-12-31,41.96901321411133
2011-01-03,42.256080627441406
2011-01-04,42.373497009277344
2011-01-05,42.27564239501953
2011-01-06,42.20387268066406
2011-01-07,42.07992172241211
2011-01-10,41.98857879638672
2011-01-11,41.779815673828125
2011-01-12,42.38654708862305
2011-01-13,42.719261169433594
2011-01-14,42.75189971923828
2011-01-18,42.73231887817383
2011-01-19,42.950538635253906
2011-01-20,43.246280670166016
2011-01-21,43.318572998046875
2011-01-24,43.758934020996094
2011-01-25,43.83780288696289
2011-01-26,43.45003128051758
2011-01-27,42.181556701660156
2011-01-28,42.19469451904297
2011-01-31,41.4914436340332
2011-02-01,41.35342788696289
2011-02-02,41.26798629760742
2011-02-03,41.340293884277344
2011-02-04,41.80693817138672
2011-02-07,42.42473602294922
2011-02-08,42.48388671875
2011-02-09,42.319583892822266
2011-02-10,42.444454193115234
2011-02-11,42.54304122924805
2011-02-14,42.41815948486328
2011-02-15,42.01067352294922
2011-02-16,41.90550994873047
2011-02-17,42.06325149536133
2011-02-18,42.26042938232422
2011-02-22,42.1092529296875
2011-02-23,42.161834716796875
2011-02-24,41.43887710571289
2011-02-25,41.30086135864258
2011-02-28,41.43887710571289
2011-03-01,41.23513412475586
2011-03-02,41.01824951171875
2011-03-03,41.110252380371094
2011-03-04,40.76848602294922
2011-03-07,40.55817413330078
2011-03-08,40.781639099121094
2011-03-09,40.74877166748047
2011-03-10,40.4135856628418
2011-03-11,40.4135856628418
2011-03-14,40.321563720703125
2011-03-15,39.86807632446289
2011-03-16,39.25684356689453
2011-03-17,39.71691131591797
2011-03-18,39.82863998413086
2011-03-21,40.2887077331543
2011-03-22,40.0455207824707
2011-03-23,40.03239822387695
2011-03-24,40.183555603027344
2011-03-25,40.01267623901367
2011-03-28,39.86807632446289
2011-03-29,40.27556610107422
2011-03-30,40.72905349731445
2011-03-31,40.485877990722656
2011-04-01,40.801353454589844
2011-04-04,40.91966247558594
2011-04-05,40.531883239746094
2011-04-06,40.591033935546875
2011-04-07,40.83420944213867
2011-04-08,40.68305206298828
2011-04-11,40.873661041259766
2011-04-12,41.333717346191406
2011-04-13,41.399444580078125
2011-04-14,41.603187561035156
2011-04-15,42.181556701660156
2011-04-18,42.06325149536133
2011-04-19,41.97123336791992
2011-04-20,41.87922668457031
2011-04-21,41.583465576171875
2011-04-25,41.649200439453125
2011-04-26,41.95153045654297
2011-04-27,42.42533874511719
2011-04-28,42.74342727661133
2011-04-29,43.008522033691406
2011-05-02,43.19406509399414
2011-05-03,43.545291900634766
2011-05-04,44.04893493652344
2011-05-05,43.657928466796875
2011-05-06,43.25371551513672
2011-05-09,43.16756057739258
2011-05-10,43.55854034423828
2011-05-11,43.68445587158203
2011-05-12,44.29412841796875
2011-05-13,44.30739212036133
2011-05-16,44.36040115356445
2011-05-17,44.67848587036133
2011-05-18,44.651973724365234
2011-05-19,44.70500946044922
2011-05-20,44.63872146606445
2011-05-23,44.43330764770508
2011-05-24,44.40679931640625
2011-05-25,43.98929214477539
2011-05-26,43.8633918762207
2011-05-27,43.870018005371094
2011-05-31,44.400150299072266
2011-06-01,44.002559661865234
2011-06-02,43.74410629272461
2011-06-03,43.359737396240234
2011-06-06,43.4061279296875
2011-06-07,43.11454772949219
2011-06-08,42.975379943847656
2011-06-09,43.0814094543457
2011-06-10,42.875972747802734
2011-06-13,42.922367095947266
2011-06-14,42.91573715209961
2011-06-15,42.253047943115234
2011-06-16,42.584388732910156
2011-06-17,42.869346618652344
2011-06-20,43.13441467285156
2011-06-21,42.557891845703125
2011-06-22,42.451866149902344
2011-06-23,42.05424118041992
2011-06-24,41.47770690917969
2011-06-27,41.63010787963867
2011-06-28,41.563846588134766
2011-06-29,41.4511833190918
2011-06-30,42.12712860107422
2011-07-01,42.59102249145508
2011-07-05,42.584388732910156
2011-07-06,42.875972747802734
2011-07-07,43.04164505004883
2011-07-08,43.028385162353516
2011-07-11,42.88923645019531
2011-07-12,42.7633056640625
2011-07-13,42.83621597290039
