Date,BK
2010-11-05,19.88016700744629
2010-11-08,19.809598922729492
2010-11-09,19.583765029907227
2010-11-10,19.562591552734375
2010-11-11,19.527305603027344
2010-11-12,19.4002742767334
2010-11-15,19.569650650024414
2010-11-16,19.54142951965332
2010-11-17,19.280309677124023
2010-11-18,19.78841781616211
2010-11-19,19.590824127197266
2010-11-22,19.273250579833984
2010-11-23,18.969789505004883
2010-11-24,19.372055053710938
2010-11-26,19.153270721435547
2010-11-29,19.18856430053711
2010-11-30,19.04741096496582
2010-12-01,19.31559181213379
2010-12-02,19.647275924682617
2010-12-03,19.760194778442383
2010-12-06,19.753141403198242
2010-12-07,19.858997344970703
2010-12-08,20.29654312133789
2010-12-09,20.451801300048828
2010-12-10,20.430631637573242
2010-12-13,20.69880485534668
2010-12-14,20.6070556640625
2010-12-15,20.578832626342773
2010-12-16,20.769376754760742
2010-12-17,20.741151809692383
2010-12-20,20.790542602539062
2010-12-21,21.02342987060547
2010-12-22,21.538610458374023
2010-12-23,21.23516082763672
2010-12-27,21.404525756835938
2010-12-28,21.44685935974121
2010-12-29,21.36924171447754
2010-12-30,21.29867172241211
2010-12-31,21.312780380249023
2011-01-03,21.743268966674805
2011-01-04,21.616239547729492
2011-01-05,22.36431121826172
2011-01-06,22.18787384033203
2011-01-07,21.707984924316406
2011-01-10,21.6656436920166
2011-01-11,21.658588409423828
2011-01-12,22.3431396484375
2011-01-13,22.329017639160156
2011-01-14,22.844192504882812
2011-01-18,22.597190856933594
2011-01-19,22.216108322143555
2011-01-20,22.321964263916016
2011-01-21,22.547800064086914
2011-01-24,22.329017639160156
2011-01-25,22.35019302368164
2011-01-26,22.378427505493164
2011-01-27,22.378427505493164
2011-01-28,21.85470199584961
2011-01-31,22.10240936279297
2011-02-01,22.711055755615234
2011-02-02,22.534122467041016
2011-02-03,22.265186309814453
2011-02-04,21.939626693725586
2011-02-07,22.534122467041016
2011-02-08,22.78890037536621
2011-02-09,22.427967071533203
2011-02-10,22.442113876342773
2011-02-11,22.753520965576172
2011-02-14,22.668590545654297
2011-02-15,21.975017547607422
2011-02-16,22.109485626220703
2011-02-17,22.08116912841797
2011-02-18,22.427967071533203
2011-02-22,21.875932693481445
2011-02-23,21.50790786743164
2011-02-24,21.32390594482422
2011-02-25,21.677764892578125
2011-02-28,21.50790786743164
2011-03-01,21.345142364501953
2011-03-02,21.253124237060547
2011-03-03,21.840543746948242
2011-03-04,21.27435874938965
2011-03-07,21.12574005126953
2011-03-08,21.649459838867188
2011-03-09,21.32390594482422
2011-03-10,20.38970184326172
2011-03-11,20.495859146118164
2011-03-14,20.37554931640625
2011-03-15,20.347240447998047
2011-03-16,19.957990646362305
2011-03-17,20.368471145629883
2011-03-18,20.439245223999023
2011-03-21,20.573715209960938
2011-03-22,20.62325096130371
2011-03-23,20.54539680480957
2011-03-24,20.708181381225586
2011-03-25,20.84264373779297
2011-03-28,20.736488342285156
2011-03-29,20.757722854614258
2011-03-30,20.99834442138672
2011-03-31,21.139896392822266
2011-04-01,21.422983169555664
2011-04-04,21.52207374572754
2011-04-05,21.514989852905273
2011-04-06,21.437145233154297
2011-04-07,21.52914810180664
2011-04-08,21.387603759765625
2011-04-11,21.33098030090332
2011-04-12,21.20357894897461
2011-04-13,20.970033645629883
2011-04-14,21.083271026611328
2011-04-15,21.03373146057129
2011-04-18,20.665714263916016
2011-04-19,20.06414794921875
2011-04-20,20.198619842529297
2011-04-21,20.099531173706055
2011-04-25,20.049983978271484
2011-04-26,20.31184959411621
2011-04-27,20.539352416992188
2011-04-28,20.318954467773438
2011-04-29,20.58911895751953
2011-05-02,20.48247718811035
2011-05-03,20.574899673461914
2011-05-04,20.439821243286133
2011-05-05,20.297639846801758
2011-05-06,20.326065063476562
2011-05-09,20.311845779418945
2011-05-10,20.518020629882812
2011-05-11,20.148334503173828
2011-05-12,20.254972457885742
2011-05-13,19.956375122070312
2011-05-16,19.99192237854004
2011-05-17,20.198104858398438
2011-05-18,20.418487548828125
2011-05-19,20.404272079467773
2011-05-20,20.041690826416016
2011-05-23,19.771522521972656
2011-05-24,19.54401969909668
2011-05-25,19.472930908203125
2011-05-26,19.529804229736328
2011-05-27,19.707542419433594
2011-05-31,19.984813690185547
2011-06-01,19.2880802154541
2011-06-02,19.43027114868164
2011-06-03,19.124557495117188
2011-06-06,18.90416717529297
2011-06-07,18.8757266998291
2011-06-08,18.641117095947266
2011-06-09,18.882837295532227
2011-06-10,18.676664352416992
2011-06-13,18.953927993774414
2011-06-14,19.13878059387207
2011-06-15,18.498929977416992
2011-06-16,18.648231506347656
2011-06-17,18.626893997192383
2011-06-20,18.527366638183594
2011-06-21,18.71221160888672
2011-06-22,18.513151168823242
2011-06-23,18.08657455444336
2011-06-24,17.5178165435791
2011-06-27,17.524921417236328
2011-06-28,17.404064178466797
2011-06-29,18.08657455444336
2011-06-30,18.21454620361328
2011-07-01,18.527366638183594
2011-07-05,18.27142333984375
2011-07-06,18.449159622192383
2011-07-07,18.761974334716797
2011-07-08,18.34251594543457
2011-07-11,17.82352066040039
2011-07-12,17.8448486328125
2011-07-13,17.88751220703125
2011-07-14,17.837739944458008
2011-07-15,17.8448486328125
2011-07-18,17.5178165435791
2011-07-19,17.581802368164062
2011-07-20,17.73110008239746
2011-07-21,18.392282485961914
2011-07-22,18.31407928466797
2011-07-25,18.27142333984375
2011-07-26,18.278533935546875
2011-07-27,17.93553924560547
2011-07-28,18.028438568115234
2011-07-29,17.942684173583984
2011-08-01,18.006996154785156
2011-08-02,17.29957389831543
2011-08-03,17.613988876342773
2011-08-04,16.949430465698242
2011-08-05,16.28489875793457
2011-08-08,14.698568344116211
2011-08-09,15.08443546295166
2011-08-10,13.90540599822998
2011-08-11,14.655693054199219
2011-08-12,14.284125328063965
2011-08-15,14.927227020263672
2011-08-16,14.870062828063965
2011-08-17,14.855775833129883
2011-08-18,13.984000205993652
2011-08-19,13.540975570678711
2011-08-22,13.498096466064453
2011-08-23,13.933987617492676
2011-08-24,14.541365623474121
2011-08-25,14.312708854675293
2011-08-26,14.441322326660156
2011-08-29,14.905791282653809
2011-08-30,14.877216339111328
2011-08-31,14.770027160644531
2011-09-01,14.741440773010254
2011-09-02,14.25554370880127
2011-09-06,13.955430030822754
2011-09-07,14.805754661560059
2011-09-08,14.369873046875
2011-09-09,14.234102249145508
2011-09-12,14.27697467803955
2011-09-13,14.619965553283691
2011-09-14,14.855775833129883
2011-09-15,15.1416015625
2011-09-16,15.105875968933105
2011-09-19,14.591386795043945
2011-09-20,14.441322326660156
2011-09-21,13.662454605102539
2011-09-22,13.319463729858398
2011-09-23,13.233711242675781
2011-09-26,13.433794975280762
2011-09-27,13.769640922546387
2011-09-28,13.455230712890625
2011-09-29,13.841086387634277
2011-09-30,13.283732414245605
2011-10-03,12.662067413330078
2011-10-04,13.448081970214844
2011-10-05,13.062215805053711
2011-10-06,13.105098724365234
2011-10-07,12.740663528442383
2011-10-10,13.46951675415039
2011-10-11,13.505250930786133
2011-10-12,13.812512397766113
2011-10-13,13.462372779846191
2011-10-14,13.55526351928711
2011-10-17,13.126526832580566
2011-10-18,14.126914978027344
2011-10-19,13.962571144104004
2011-10-20,14.441322326660156
2011-10-21,14.791460990905762
2011-10-24,15.191618919372559
2011-10-25,14.820040702819824
2011-10-26,14.977246284484863
2011-10-27,16.098920822143555
2011-10-28,16.113304138183594
2011-10-31,15.300809860229492
2011-11-01,14.538643836975098
2011-11-02,15.049149513244629
2011-11-03,15.336756706237793
2011-11-04,15.092290878295898
2011-11-07,15.286426544189453
2011-11-08,15.768174171447754
2011-11-09,14.596165657043457
2011-11-10,14.898153305053711
2011-11-11,15.466181755065918
2011-11-14,14.775922775268555
2011-11-15,14.660881042480469
2011-11-16,14.121612548828125
2011-11-17,13.618290901184082
2011-11-18,13.60391616821289
2011-11-21,13.244400024414062
2011-11-22,12.95678997039795
2011-11-23,12.798609733581543
2011-11-25,12.72670841217041
2011-11-28,13.007126808166504
2011-11-29,12.999933242797852
2011-11-30,13.992191314697266
2011-12-01,13.7333345413208
2011-12-02,13.869950294494629
2011-12-05,14.251036643981934
2011-12-06,14.30136489868164
2011-12-07,14.402036666870117
2011-12-08,13.70457649230957
2011-12-09,14.092850685119629
2011-12-12,13.668623924255371
2011-12-13,13.452922821044922
2011-12-14,13.359444618225098
2011-12-15,13.532012939453125
2011-12-16,13.74771785736084
2011-12-19,13.3666353225708
2011-12-20,14.07846450805664
2011-12-21,14.056900978088379
2011-12-22,14.366077423095703
2011-12-23,14.437982559204102
2011-12-27,14.366077423095703
2011-12-28,14.07846450805664
2011-12-29,14.43078899383545
2011-12-30,14.315751075744629
2012-01-03,14.747162818908691
2012-01-04,14.79749870300293
2012-01-05,14.919727325439453
2012-01-06,14.704019546508789
2012-01-09,15.013198852539062
2012-01-10,15.315185546875
2012-01-11,15.458992958068848
2012-01-12,15.645944595336914
2012-01-13,15.423036575317383
2012-01-17,15.293619155883789
2012-01-18,14.596165657043457
2012-01-19,15.034769058227539
2012-01-20,15.300809860229492
2012-01-23,15.559660911560059
2012-01-24,15.272046089172363
2012-01-25,14.790307998657227
2012-01-26,14.471923828125
2012-01-27,14.638345718383789
2012-01-30,14.486393928527832
2012-01-31,14.565984725952148
2012-02-01,14.862664222717285
2012-02-02,15.40536117553711
2012-02-03,15.875689506530762
2012-02-06,15.8829345703125
2012-02-07,15.69480037689209
2012-02-08,15.861223220825195
2012-02-09,15.75992488861084
2012-02-10,15.499421119689941
2012-02-13,15.456008911132812
2012-02-14,15.202754974365234
2012-02-15,15.361948013305664
2012-02-16,15.904641151428223
2012-02-17,15.926353454589844
2012-02-21,16.034887313842773
2012-02-22,15.803340911865234
2012-02-23,15.940816879272461
2012-02-24,15.68032455444336
2012-02-27,15.933579444885254
2012-02-28,16.16514015197754
2012-02-29,15.99870777130127
2012-03-01,16.266441345214844
2012-03-02,16.136184692382812
2012-03-05,16.034887313842773
2012-03-06,15.658613204956055
2012-03-07,15.803340911865234
2012-03-08,16.16514015197754
2012-03-09,16.223026275634766
2012-03-12,16.367740631103516
2012-03-13,16.845319747924805
2012-03-14,16.787429809570312
2012-03-15,17.568912506103516
2012-03-16,17.467609405517578
2012-03-19,17.73533821105957
2012-03-20,17.626800537109375
2012-03-21,17.395252227783203
2012-03-22,17.149229049682617
2012-03-23,17.330129623413086
2012-03-26,17.79322624206543
2012-03-27,17.286705017089844
2012-03-28,17.366308212280273
2012-03-29,17.19988250732422
2012-03-30,17.460369110107422
2012-04-02,17.720867156982422
2012-04-03,17.851112365722656
2012-04-04,17.467609405517578
2012-04-05,17.236051559448242
2012-04-09,16.888734817504883
2012-04-10,16.722309112548828
2012-04-11,16.98280143737793
2012-04-12,17.322891235351562
2012-04-13,16.722309112548828
2012-04-16,16.8525447845459
2012-04-17,17.22158432006836
2012-04-18,16.700593948364258
2012-04-19,16.469043731689453
2012-04-20,16.53417205810547
2012-04-23,16.418392181396484
2012-04-24,16.816364288330078
2012-04-25,17.113048553466797
2012-04-26,17.2440185546875
2012-04-27,17.345876693725586
2012-04-30,17.2076416015625
2012-05-01,17.411359786987305
2012-05-02,17.396804809570312
2012-05-03,17.083942413330078
2012-05-04,16.78562355041504
2012-05-07,16.807451248168945
2012-05-08,16.64010238647461
2012-05-09,16.145343780517578
2012-05-10,16.1744441986084
2012-05-11,16.07257843017578
2012-05-14,15.570539474487305
2012-05-15,15.3740873336792
2012-05-16,15.14125919342041
2012-05-17,14.842950820922852
2012-05-18,14.726530075073242
2012-05-21,14.821117401123047
2012-05-22,14.835673332214355
2012-05-23,14.915708541870117
2012-05-24,15.083061218261719
2012-05-25,15.01756763458252
2012-05-29,15.381370544433594
2012-05-30,14.835673332214355
2012-05-31,14.8138427734375
2012-06-01,14.297248840332031
2012-06-04,14.19538688659668
2012-06-05,14.289972305297852
2012-06-06,14.748355865478516
2012-06-07,14.915708541870117
2012-06-08,14.915708541870117
2012-06-11,14.690147399902344
2012-06-12,15.046673774719238
2012-06-13,14.98118782043457
2012-06-14,15.206746101379395
2012-06-15,15.34498119354248
2012-06-18,15.235846519470215
2012-06-19,15.59964656829834
2012-06-20,15.526885032653809
2012-06-21,15.177640914916992
2012-06-22,15.425028800964355
2012-06-25,15.097609519958496
2012-06-26,15.170370101928711
2012-06-27,15.381370544433594
2012-06-28,15.308612823486328
2012-06-29,15.970726013183594
2012-07-02,16.138078689575195
2012-07-03,16.261751174926758
2012-07-05,15.985265731811523
2012-07-06,15.854305267333984
2012-07-09,15.70151138305664
2012-07-10,15.519610404968262
2012-07-11,15.50506591796875
2012-07-12,15.315889358520508
2012-07-13,15.839751243591309
2012-07-16,15.83248233795166
2012-07-17,15.803380012512207
2012-07-18,15.78154468536377
2012-07-19,15.490509033203125
2012-07-20,15.11215877532959
2012-07-23,14.937535285949707
2012-07-24,14.842950820922852
2012-07-25,14.988470077514648
2012-07-26,15.33260726928711
2012-07-27,15.662102699279785
2012-07-30,15.706036567687988
2012-07-31,15.581561088562012
2012-08-01,15.486372947692871
2012-08-02,15.134910583496094
2012-08-03,15.925702095031738
2012-08-06,15.903741836547852
2012-08-07,16.328420639038086
2012-08-08,16.526124954223633
2012-08-09,16.32110023498535
2012-08-10,16.291812896728516
2012-08-13,16.284482955932617
2012-08-14,16.218589782714844
2012-08-15,16.189298629760742
2012-08-16,16.48218536376953
2012-08-17,16.643274307250977
2012-08-20,16.694530487060547
2012-08-21,16.694530487060547
2012-08-22,16.643274307250977
2012-08-23,16.430932998657227
2012-08-24,16.42361068725586
2012-08-27,16.313783645629883
2012-08-28,16.408967971801758
2012-08-29,16.518787384033203
2012-08-30,16.328420639038086
2012-08-31,16.504154205322266
2012-09-04,16.511478424072266
2012-09-05,16.489511489868164
2012-09-06,16.862947463989258
2012-09-07,16.782394409179688
2012-09-10,16.62131118774414
2012-09-11,16.650596618652344
2012-09-12,16.760433197021484
2012-09-13,17.170473098754883
2012-09-14,17.294950485229492
2012-09-17,17.36084747314453
2012-09-18,17.324234008789062
2012-09-19,17.177797317504883
2012-09-20,16.950809478759766
2012-09-21,17.060636520385742
2012-09-24,16.9874210357666
2012-09-25,16.570053100585938
2012-09-26,16.577377319335938
2012-09-27,16.709177017211914
2012-09-28,16.562734603881836
2012-10-01,16.789716720581055
2012-10-02,16.81168556213379
2012-10-03,16.701854705810547
2012-10-04,17.082599639892578
2012-10-05,17.148509979248047
2012-10-08,17.11921501159668
2012-10-09,17.097251892089844
2012-10-10,16.9581241607666
2012-10-11,17.126537322998047
2012-10-12,16.723814010620117
2012-10-15,16.90687370300293
2012-10-16,17.251014709472656
2012-10-17,18.202898025512695
2012-10-18,18.290767669677734
2012-10-19,18.07110023498535
2012-10-22,18.049129486083984
2012-10-23,17.917329788208008
2012-10-24,18.02716636657715
2012-10-25,18.22591209411621
2012-10-26,17.938831329345703
2012-10-31,18.189102172851562
2012-11-01,18.476186752319336
2012-11-02,18.056612014770508
2012-11-05,18.48354721069336
2012-11-06,18.608684539794922
2012-11-07,17.666481018066406
2012-11-08,17.710649490356445
2012-11-09,17.747447967529297
2012-11-12,17.717998504638672
2012-11-13,17.6738338470459
2012-11-14,17.327865600585938
2012-11-15,17.34994888305664
2012-11-16,17.401477813720703
2012-11-19,17.6738338470459
2012-11-20,17.710649490356445
2012-11-21,17.695920944213867
2012-11-23,17.982999801635742
2012-11-26,17.97564125061035
2012-11-27,17.710649490356445
2012-11-28,17.80632781982422
2012-11-29,17.8431396484375
2012-11-30,17.622304916381836
2012-12-03,17.688556671142578
2012-12-04,17.48980140686035
2012-12-05,17.475088119506836
2012-12-06,17.475088119506836
2012-12-07,17.828411102294922
2012-12-10,17.879941940307617
2012-12-11,18.027162551879883
2012-12-12,18.056612014770508
2012-12-13,18.218555450439453
2012-12-14,18.196468353271484
2012-12-17,18.6970157623291
2012-12-18,19.153400421142578
2012-12-19,19.042987823486328
2012-12-20,19.285905838012695
2012-12-21,18.9914608001709
2012-12-24,18.947296142578125
2012-12-26,18.858963012695312
2012-12-27,18.88104248046875
2012-12-28,18.711742401123047
2012-12-31,18.917848587036133
2013-01-02,19.786453247070312
2013-01-03,19.565624237060547
2013-01-04,20.0882511138916
2013-01-07,19.793806076049805
2013-01-08,19.521459579467773
2013-01-09,19.587703704833984
2013-01-10,19.74964714050293
2013-01-11,19.712844848632812
2013-01-14,19.668670654296875
2013-01-15,19.712844848632812
2013-01-16,19.168128967285156
2013-01-17,19.462566375732422
2013-01-18,19.5288143157959
2013-01-22,19.86005401611328
2013-01-23,19.823253631591797
2013-01-24,19.978588104248047
2013-01-25,20.030363082885742
2013-01-28,20.03775978088379
2013-01-29,20.17829704284668
2013-01-30,20.20048713684082
2013-01-31,20.08954429626465
2013-02-01,20.230077743530273
2013-02-04,20.111736297607422
2013-02-05,20.259662628173828
2013-02-06,20.451982498168945
2013-02-07,20.570327758789062
2013-02-08,20.63688850402832
2013-02-11,20.659088134765625
2013-02-12,20.63688850402832
2013-02-13,20.836610794067383
2013-02-14,20.784833908081055
2013-02-15,20.703472137451172
2013-02-19,20.888385772705078
2013-02-20,20.607309341430664
2013-02-21,20.207887649536133
2013-02-22,20.43718719482422
2013-02-25,19.83805274963379
2013-02-26,20.022968292236328
2013-02-27,20.267057418823242
2013-02-28,20.074743270874023
2013-03-01,20.119123458862305
2013-03-04,20.400203704833984
2013-03-05,20.592517852783203
2013-03-06,20.52594566345215
2013-03-07,20.71826171875
2013-03-08,21.095495223999023
2013-03-11,21.17685890197754
2013-03-12,21.16206932067871
2013-03-13,21.354381561279297
2013-03-14,21.443138122558594
2013-03-15,21.339588165283203
2013-03-18,20.97715187072754
2013-03-19,20.866195678710938
2013-03-20,20.903181076049805
2013-03-21,20.59991455078125
2013-03-22,20.910579681396484
2013-03-25,20.851394653320312
2013-03-26,20.940166473388672
2013-03-27,20.63688850402832
2013-03-28,20.703472137451172
2013-04-01,20.61471176147461
2013-04-02,20.799625396728516
2013-04-03,20.28925323486328
2013-04-04,20.31883430480957
2013-04-05,20.23747444152832
2013-04-08,20.34103012084961
2013-04-09,20.496355056762695
2013-04-10,21.16946029663086
2013-04-11,21.191650390625
2013-04-12,21.04371452331543
2013-04-15,20.215282440185547
2013-04-16,20.533344268798828
2013-04-17,20.111736297607422
2013-04-18,19.749282836914062
2013-04-19,19.963788986206055
2013-04-22,20.082141876220703
2013-04-23,20.370615005493164
2013-04-24,20.59991455078125
2013-04-25,20.65940284729004
2013-04-26,20.741212844848633
2013-04-29,20.88251495361328
2013-04-30,20.986623764038086
2013-05-01,20.599916458129883
2013-05-02,20.778398513793945
2013-05-03,21.105615615844727
2013-05-06,20.97175407409668
2013-05-07,21.127920150756836
2013-05-08,21.113052368164062
2013-05-09,20.95688247680664
2013-05-10,21.03868293762207
2013-05-13,21.432830810546875
2013-05-14,22.273191452026367
2013-05-15,22.46654510498047
2013-05-16,22.206253051757812
2013-05-17,22.637592315673828
2013-05-20,22.615283966064453
2013-05-21,22.377304077148438
2013-05-22,22.146760940551758
2013-05-23,22.042654037475586
2013-05-24,21.945968627929688
2013-05-28,22.377304077148438
2013-05-29,22.377304077148438
2013-05-30,22.719398498535156
2013-05-31,22.35499382019043
2013-06-03,22.46654510498047
2013-06-04,22.236003875732422
2013-06-05,21.57413101196289
2013-06-06,21.945968627929688
2013-06-07,22.19882583618164
2013-06-10,22.429359436035156
2013-06-11,21.931095123291016
2013-06-12,21.611316680908203
2013-06-13,21.923662185668945
2013-06-14,21.663372039794922
2013-06-17,21.84185791015625
2013-06-18,22.13932991027832
2013-06-19,22.050085067749023
2013-06-20,21.544389724731445
2013-06-21,21.157672882080078
2013-06-24,20.718902587890625
2013-06-25,21.02381706237793
2013-06-26,21.06842803955078
2013-06-27,21.358463287353516
2013-06-28,20.86020278930664
2013-07-01,21.172548294067383
2013-07-02,21.135360717773438
2013-07-03,21.21717071533203
2013-07-05,21.760047912597656
2013-07-08,21.65593910217285
2013-07-09,21.819543838500977
2013-07-10,21.812108993530273
2013-07-11,22.13932991027832
2013-07-12,22.35499382019043
2013-07-15,22.82351303100586
2013-07-16,22.57066535949707
2013-07-17,22.994558334350586
2013-07-18,23.40358543395996
2013-07-19,23.626686096191406
2013-07-22,23.84979248046875
2013-07-23,23.953903198242188
2013-07-24,23.738237380981445
2013-07-25,23.798011779785156
2013-07-26,23.73076820373535
2013-07-29,23.55891227722168
2013-07-30,23.5738525390625
2013-07-31,23.499141693115234
2013-08-01,23.910093307495117
2013-08-02,23.76064682006836
2013-08-05,23.67099380493164
2013-08-06,23.55144691467285
2013-08-07,23.289928436279297
2013-08-08,23.207735061645508
2013-08-09,23.14048957824707
2013-08-12,22.976104736328125
2013-08-13,22.976104736328125
2013-08-14,22.931278228759766
2013-08-15,22.729536056518555
2013-08-16,22.84160614013672
2013-08-19,22.512840270996094
2013-08-20,22.834142684936523
2013-08-21,22.624929428100586
2013-08-22,23.177846908569336
2013-08-23,23.050827026367188
2013-08-26,22.908864974975586
2013-08-27,22.161659240722656
2013-08-28,22.228912353515625
2013-08-29,22.28868865966797
2013-08-30,22.221446990966797
2013-09-03,22.505374908447266
2013-09-04,22.707111358642578
2013-09-05,22.908864974975586
2013-09-06,22.759414672851562
2013-09-09,23.00599479675293
2013-09-10,23.372112274169922
2013-09-11,23.33475685119629
2013-09-12,23.19279670715332
2013-09-13,23.24509048461914
2013-09-16,23.461782455444336
