Date,COST
2010-09-29,46.4276123046875
2010-09-30,46.29838943481445
2010-10-01,46.70042419433594
2010-10-04,46.34864807128906
2010-10-05,46.42045593261719
2010-10-06,46.958885192871094
2010-10-07,46.8511962890625
2010-10-08,46.15480041503906
2010-10-11,46.17634201049805
2010-10-12,45.47279739379883
2010-10-13,45.487159729003906
2010-10-14,45.35793685913086
2010-10-15,45.73124313354492
2010-10-18,45.379459381103516
2010-10-19,44.66155242919922
2010-10-20,44.94872283935547
2010-10-21,45.659461975097656
2010-10-22,45.96816635131836
2010-10-25,46.025577545166016
2010-10-26,45.716896057128906
2010-10-27,45.360382080078125
2010-10-28,45.2307243347168
2010-10-29,45.209129333496094
2010-11-01,45.57643127441406
2010-11-02,45.89336013793945
2010-11-03,45.490020751953125
2010-11-04,47.160972595214844
2010-11-05,47.10333251953125
2010-11-08,46.67841339111328
2010-11-09,46.25345993041992
2010-11-10,46.41911315917969
2010-11-11,47.06733322143555
2010-11-12,46.95927810668945
2010-11-15,47.160972595214844
2010-11-16,47.34821319580078
2010-11-17,48.27012252807617
2010-11-18,47.83076858520508
2010-11-19,47.93882751464844
2010-11-22,48.44296646118164
2010-11-23,48.183685302734375
2010-11-24,48.644622802734375
2010-11-26,48.414180755615234
2010-11-29,48.23410415649414
2010-11-30,48.69504928588867
2010-12-01,49.19921875
2010-12-02,49.703399658203125
2010-12-03,49.256832122802734
2010-12-06,49.83302688598633
2010-12-07,50.157127380371094
2010-12-08,49.87623596191406
2010-12-09,51.15105056762695
2010-12-10,51.316707611083984
2010-12-13,50.94939041137695
2010-12-14,51.28790283203125
2010-12-15,51.17267608642578
2010-12-16,51.943321228027344
2010-12-17,51.74166488647461
2010-12-20,52.08015823364258
2010-12-21,52.08734130859375
2010-12-22,52.05135726928711
2010-12-23,52.029754638671875
2010-12-27,51.914512634277344
2010-12-28,52.36825180053711
2010-12-29,52.36104202270508
2010-12-30,52.46906661987305
2010-12-31,52.00813293457031
2011-01-03,52.19538879394531
2011-01-04,52.094566345214844
2011-01-05,51.12946319580078
2011-01-06,50.88456344604492
2011-01-07,50.88456344604492
2011-01-10,50.76213073730469
2011-01-11,51.18707275390625
2011-01-12,51.48957824707031
2011-01-13,51.56880187988281
2011-01-14,52.224220275878906
2011-01-18,52.28902816772461
2011-01-19,51.907291412353516
2011-01-20,52.11617660522461
2011-01-21,52.41146469116211
2011-01-24,52.303436279296875
2011-01-25,52.188201904296875
2011-01-26,52.303436279296875
2011-01-27,52.66355514526367
2011-01-28,51.80646896362305
2011-01-31,51.74166488647461
2011-02-01,52.16659927368164
2011-02-02,51.02860641479492
2011-02-03,53.318946838378906
2011-02-04,53.39098358154297
2011-02-07,53.477420806884766
2011-02-08,53.87351608276367
2011-02-09,53.927703857421875
2011-02-10,53.841064453125
2011-02-11,54.194923400878906
2011-02-14,53.920475006103516
2011-02-15,53.68214797973633
2011-02-16,54.13714599609375
2011-02-17,54.050472259521484
2011-02-18,54.47660446166992
2011-02-22,53.364383697509766
2011-02-23,52.606056213378906
2011-02-24,52.70716857910156
2011-02-25,53.133243560791016
2011-02-28,54.014381408691406
2011-03-01,53.16938781738281
2011-03-02,51.826072692871094
2011-03-03,52.353267669677734
2011-03-04,52.58439636230469
2011-03-07,52.13660430908203
2011-03-08,53.16938781738281
2011-03-09,53.559391021728516
2011-03-10,52.996036529541016
2011-03-11,52.39661407470703
2011-03-14,51.88385772705078
2011-03-15,51.68161392211914
2011-03-16,50.38163375854492
2011-03-17,50.88718032836914
2011-03-18,51.031646728515625
2011-03-21,51.30608367919922
2011-03-22,51.674415588378906
2011-03-23,51.21939468383789
2011-03-24,52.078826904296875
2011-03-25,51.60940170288086
2011-03-28,51.4649543762207
2011-03-29,51.92718505859375
2011-03-30,52.58439636230469
2011-03-31,52.95270919799805
2011-04-01,53.6243782043457
2011-04-04,53.56660842895508
2011-04-05,54.115478515625
2011-04-06,54.15879821777344
2011-04-07,56.20267868041992
2011-04-08,55.18436813354492
2011-04-11,55.032684326171875
2011-04-12,55.21324157714844
2011-04-13,55.18436813354492
2011-04-14,55.13379669189453
2011-04-15,55.58880615234375
2011-04-18,55.538238525390625
2011-04-19,55.40104293823242
2011-04-20,56.73710250854492
2011-04-21,56.961002349853516
2011-04-25,56.80935287475586
2011-04-26,57.61824035644531
2011-04-27,58.57155990600586
2011-04-28,58.831539154052734
2011-04-29,58.41986846923828
2011-05-02,58.52821731567383
2011-05-03,58.14544677734375
2011-05-04,57.87824249267578
2011-05-05,57.49544143676758
2011-05-06,58.10210037231445
2011-05-09,58.78818130493164
2011-05-10,59.38763427734375
2011-05-11,59.177581787109375
2011-05-12,60.35099411010742
2011-05-13,59.91639709472656
2011-05-16,59.61941146850586
2011-05-17,59.90913772583008
2011-05-18,60.293060302734375
2011-05-19,60.742149353027344
2011-05-20,60.4089469909668
2011-05-23,59.85844802856445
2011-05-24,58.924068450927734
2011-05-25,58.178001403808594
2011-05-26,58.53290939331055
2011-05-27,59.05445861816406
2011-05-31,59.74258041381836
2011-06-01,58.09834671020508
2011-06-02,57.22189712524414
2011-06-03,56.35995864868164
2011-06-06,56.27303695678711
2011-06-07,56.758323669433594
2011-06-08,57.17120361328125
2011-06-09,57.2436408996582
2011-06-10,56.71486282348633
2011-06-13,56.823509216308594
2011-06-14,57.395751953125
2011-06-15,56.446876525878906
2011-06-16,57.113243103027344
2011-06-17,57.67823791503906
2011-06-20,58.85163116455078
2011-06-21,58.95305633544922
2011-06-22,58.32288360595703
2011-06-23,58.2359619140625
2011-06-24,57.31605911254883
2011-06-27,57.83760452270508
2011-06-28,57.938995361328125
2011-06-29,57.967979431152344
2011-06-30,58.84440612792969
2011-07-01,59.061702728271484
2011-07-05,58.8806266784668
2011-07-06,59.85844802856445
2011-07-07,59.43832778930664
2011-07-08,58.96757125854492
2011-07-11,58.43876266479492
2011-07-12,58.46049880981445
2011-07-13,58.554656982421875
2011-07-14,58.18526840209961
2011-07-15,57.84484100341797
2011-07-18,57.301597595214844
2011-07-19,58.53290939331055
2011-07-20,58.446014404296875
2011-07-21,59.04721450805664
2011-07-22,59.15586853027344
2011-07-25,58.78644943237305
2011-07-26,58.34459686279297
2011-07-27,56.78005599975586
2011-07-28,56.73658752441406
2011-07-29,56.67865753173828
2011-08-01,56.287513732910156
2011-08-02,54.9257698059082
2011-08-03,56.00846862792969
2011-08-04,55.594268798828125
2011-08-05,55.761417388916016
2011-08-08,51.314456939697266
2011-08-09,54.250022888183594
2011-08-10,51.14731979370117
2011-08-11,52.76044464111328
2011-08-12,52.8912353515625
2011-08-15,53.828575134277344
2011-08-16,54.59880065917969
2011-08-17,55.310935974121094
2011-08-18,54.03202819824219
2011-08-19,54.03202819824219
2011-08-22,54.07561492919922
2011-08-23,55.38356399536133
2011-08-24,56.3063850402832
2011-08-25,55.121971130371094
2011-08-26,56.102935791015625
2011-08-29,56.52437210083008
2011-08-30,56.72783279418945
2011-08-31,57.069339752197266
2011-09-01,57.752376556396484
2011-09-02,57.0838623046875
2011-09-06,56.96760177612305
2011-09-07,58.57346725463867
2011-09-08,58.682456970214844
2011-09-09,57.3309326171875
2011-09-12,57.9267463684082
2011-09-13,58.6461067199707
2011-09-14,59.510799407958984
2011-09-15,60.3173828125
2011-09-16,61.21114730834961
2011-09-19,61.78512954711914
2011-09-20,61.81418991088867
2011-09-21,61.349178314208984
2011-09-22,60.44087219238281
2011-09-23,60.578948974609375
2011-09-26,61.36370849609375
2011-09-27,61.27649688720703
2011-09-28,60.884159088134766
2011-09-29,60.2955436706543
2011-09-30,59.67790985107422
2011-10-03,59.31460189819336
2011-10-04,59.32914733886719
2011-10-05,58.31186294555664
2011-10-06,57.548912048339844
2011-10-07,57.41811752319336
2011-10-10,59.02396011352539
2011-10-11,58.784175872802734
2011-10-12,59.162025451660156
2011-10-13,59.34368896484375
2011-10-14,59.41633224487305
2011-10-17,59.84504318237305
2011-10-18,61.450904846191406
2011-10-19,61.312843322753906
2011-10-20,61.22566604614258
2011-10-21,61.98134994506836
2011-10-24,61.38553237915039
2011-10-25,60.47723388671875
2011-10-26,60.84050369262695
2011-10-27,61.923213958740234
2011-10-28,61.712493896484375
2011-10-31,60.49176025390625
2011-11-01,60.56440353393555
2011-11-02,61.349178314208984
2011-11-03,61.54534912109375
2011-11-04,60.898651123046875
2011-11-07,61.15298080444336
2011-11-08,61.93995666503906
2011-11-09,60.7813606262207
2011-11-10,60.278533935546875
2011-11-11,60.5117301940918
2011-11-14,60.810489654541016
2011-11-15,61.56107711791992
2011-11-16,60.43886184692383
2011-11-17,59.73929214477539
2011-11-18,59.54985046386719
2011-11-21,59.23649978637695
2011-11-22,59.61540603637695
2011-11-23,58.85027313232422
2011-11-25,58.893985748291016
2011-11-28,59.921443939208984
2011-11-29,60.85422134399414
2011-11-30,62.158599853515625
2011-12-01,63.46300506591797
2011-12-02,63.200660705566406
2011-12-05,63.54313659667969
2011-12-06,64.16984558105469
2011-12-07,63.73990249633789
2011-12-08,62.493804931640625
2011-12-09,61.48088073730469
2011-12-12,61.32056427001953
2011-12-13,60.941650390625
2011-12-14,60.30038833618164
2011-12-15,60.16923141479492
2011-12-16,60.16923141479492
2011-12-19,59.797569274902344
2011-12-20,60.94894027709961
2011-12-21,61.05824661254883
2011-12-22,61.04368209838867
2011-12-23,61.69220733642578
2011-12-27,61.63392639160156
2011-12-28,61.34246826171875
2011-12-29,61.45904541015625
2011-12-30,60.71574401855469
2012-01-03,61.64850997924805
2012-01-04,61.262298583984375
2012-01-05,60.672019958496094
2012-01-06,59.11989974975586
2012-01-09,57.57505416870117
2012-01-10,57.67705535888672
2012-01-11,58.28916931152344
2012-01-12,58.260013580322266
2012-01-13,58.740962982177734
2012-01-17,59.33122634887695
2012-01-18,59.578983306884766
2012-01-19,59.178184509277344
2012-01-20,59.323944091796875
2012-01-23,59.49153137207031
2012-01-24,59.557125091552734
2012-01-25,60.278533935546875
2012-01-26,59.797569274902344
2012-01-27,59.47698211669922
2012-01-30,59.34577178955078
2012-01-31,59.95062255859375
2012-02-01,60.642921447753906
2012-02-02,62.31163024902344
2012-02-03,62.20232391357422
2012-02-06,61.969154357910156
2012-02-07,61.619346618652344
2012-02-08,61.59010314941406
2012-02-09,61.77280044555664
2012-02-10,61.53163146972656
2012-02-13,61.29051208496094
2012-02-14,61.4586296081543
2012-02-15,60.830135345458984
2012-02-16,61.422061920166016
2012-02-17,61.728965759277344
2012-02-21,61.57551193237305
2012-02-22,61.612056732177734
2012-02-23,61.94820022583008
2012-02-24,61.67780303955078
2012-02-27,62.1820182800293
2012-02-28,62.31360626220703
2012-02-29,62.890892028808594
2012-03-01,62.9639778137207
2012-03-02,63.015132904052734
2012-03-05,64.03825378417969
2012-03-06,64.00169372558594
2012-03-07,64.22825622558594
2012-03-08,64.5278549194336
2012-03-09,65.2878646850586
2012-03-12,65.35364532470703
2012-03-13,65.75557708740234
2012-03-14,66.42788696289062
2012-03-15,66.83710479736328
2012-03-16,66.09172058105469
2012-03-19,65.78479766845703
2012-03-20,65.9601821899414
2012-03-21,66.23789978027344
2012-03-22,66.13558959960938
2012-03-23,65.96749877929688
2012-03-26,66.88097381591797
2012-03-27,66.7055892944336
2012-03-28,66.2232666015625
2012-03-29,65.65325164794922
2012-03-30,66.35479736328125
2012-04-02,67.1148452758789
2012-04-03,66.0551986694336
2012-04-04,65.06865692138672
2012-04-05,64.78361511230469
2012-04-09,64.22090911865234
2012-04-10,63.49746322631836
2012-04-11,63.81169509887695
2012-04-12,63.70936584472656
2012-04-13,63.08089065551758
2012-04-16,63.490150451660156
2012-04-17,64.06743621826172
2012-04-18,64.3597640991211
2012-04-19,63.665565490722656
2012-04-20,64.00169372558594
2012-04-23,63.300132751464844
2012-04-24,63.161293029785156
2012-04-25,63.782474517822266
2012-04-26,64.3670654296875
2012-04-27,64.8128662109375
2012-04-30,64.4401626586914
2012-05-01,63.5559196472168
2012-05-02,63.314754486083984
2012-05-03,61.56090545654297
2012-05-04,60.93973922729492
2012-05-07,60.764347076416016
2012-05-08,60.391632080078125
2012-05-09,60.37699890136719
2012-05-10,61.297813415527344
2012-05-11,61.82395935058594
2012-05-14,61.604736328125
2012-05-15,61.80935287475586
2012-05-16,62.05054473876953
2012-05-17,60.99820327758789
2012-05-18,60.61088943481445
2012-05-21,61.188175201416016
2012-05-22,60.932430267333984
2012-05-23,61.08271408081055
2012-05-24,61.940582275390625
2012-05-25,61.940582275390625
2012-05-29,63.52427673339844
2012-05-30,62.91571807861328
2012-05-31,63.3409423828125
2012-06-01,62.68107223510742
2012-06-04,63.46561813354492
2012-06-05,63.61957931518555
2012-06-06,64.36009216308594
2012-06-07,64.61674499511719
2012-06-08,65.0639877319336
2012-06-11,64.4554443359375
2012-06-12,64.88801574707031
2012-06-13,64.1034927368164
2012-06-14,65.8631591796875
2012-06-15,67.04363250732422
2012-06-18,67.47620391845703
2012-06-19,67.35157775878906
2012-06-20,67.08029174804688
2012-06-21,66.28108978271484
2012-06-22,66.6697006225586
2012-06-25,66.62571716308594
2012-06-26,67.2269058227539
2012-06-27,66.95561981201172
2012-06-28,68.12875366210938
2012-06-29,69.65384674072266
2012-07-02,69.21390533447266
2012-07-03,69.22854614257812
2012-07-05,68.92060852050781
2012-07-06,68.68600463867188
2012-07-09,68.89861297607422
2012-07-10,68.77399444580078
2012-07-11,69.2872314453125
2012-07-12,68.93524932861328
2012-07-13,69.51448822021484
2012-07-16,69.76380157470703
2012-07-17,70.43101501464844
2012-07-18,70.35772705078125
2012-07-19,70.35035705566406
2012-07-20,70.10106658935547
2012-07-23,69.20654296875
2012-07-24,68.97926330566406
2012-07-25,68.7373046875
2012-07-26,70.32103729248047
2012-07-27,71.20085906982422
2012-07-30,70.72428894042969
2012-07-31,70.51898956298828
2012-08-01,70.34303283691406
2012-08-02,70.16706848144531
2012-08-03,71.27420043945312
2012-08-06,70.75360870361328
2012-08-07,70.24038696289062
2012-08-08,70.31757354736328
2012-08-09,70.12639617919922
2012-08-10,70.07494354248047
2012-08-13,70.31757354736328
2012-08-14,70.34698486328125
2012-08-15,70.93524169921875
2012-08-16,70.94258880615234
2012-08-17,70.69255828857422
2012-08-20,70.6043472290039
2012-08-21,70.06757354736328
2012-08-22,70.24402618408203
2012-08-23,69.66317749023438
2012-08-24,70.77346801757812
2012-08-27,71.06022644042969
2012-08-28,71.00874328613281
2012-08-29,71.40582275390625
2012-08-30,72.49408721923828
2012-08-31,71.96466064453125
2012-09-04,72.17057800292969
2012-09-05,72.22203063964844
2012-09-06,73.51617431640625
2012-09-07,73.32501983642578
2012-09-10,73.86175537109375
2012-09-11,73.17794036865234
2012-09-12,74.18531799316406
2012-09-13,75.55296325683594
2012-09-14,75.13383483886719
2012-09-17,75.18531036376953
2012-09-18,74.99414825439453
2012-09-19,74.91326904296875
2012-09-20,75.47211456298828
2012-09-21,75.26622009277344
2012-09-24,75.45003509521484
2012-09-25,74.5897445678711
2012-09-26,74.26618194580078
2012-09-27,73.75145721435547
2012-09-28,73.64851379394531
2012-10-01,73.90585327148438
2012-10-02,73.15585327148438
2012-10-03,73.25146484375
2012-10-04,74.6191177368164
2012-10-05,74.84707641601562
2012-10-08,74.52355194091797
2012-10-09,73.26617431640625
2012-10-10,74.67796325683594
2012-10-11,72.2955322265625
2012-10-12,71.7293701171875
2012-10-15,70.96463775634766
2012-10-16,71.32494354248047
2012-10-17,71.16317749023438
2012-10-18,70.8322982788086
2012-10-19,69.69255828857422
2012-10-22,69.85433959960938
2012-10-23,69.9866943359375
2012-10-24,70.31022644042969
2012-10-25,71.04552459716797
2012-10-26,71.28084564208984
2012-10-31,72.37647247314453
2012-11-01,71.42052459716797
2012-11-02,70.67788696289062
2012-11-05,71.86174011230469
2012-11-06,72.64118194580078
2012-11-07,71.5455551147461
2012-11-08,69.66317749023438
2012-11-09,70.19259643554688
2012-11-12,70.57496643066406
2012-11-13,70.36167907714844
2012-11-14,69.66483306884766
2012-11-15,70.57186126708984
2012-11-16,70.56448364257812
2012-11-19,71.21339416503906
2012-11-20,71.6189956665039
2012-11-21,71.33877563476562
2012-11-23,72.2089614868164
2012-11-26,70.98480224609375
2012-11-27,71.169189453125
2012-11-28,75.64539337158203
2012-11-29,75.12918090820312
2012-11-30,76.63350677490234
2012-12-03,77.12757110595703
2012-12-04,76.98748016357422
2012-12-05,78.13046264648438
2012-12-06,77.75149536132812
2012-12-07,77.82255554199219
2012-12-10,78.13046264648438
2012-12-11,77.62515258789062
2012-12-12,77.1593017578125
2012-12-13,77.26192474365234
2012-12-14,76.52762603759766
2012-12-17,77.99624633789062
2012-12-18,78.84902954101562
2012-12-19,77.9173355102539
2012-12-20,78.32788848876953
2012-12-21,78.55686950683594
2012-12-24,78.51738739013672
2012-12-26,77.9173355102539
2012-12-27,77.31721496582031
2012-12-28,76.56710052490234
2012-12-31,77.956787109375
2013-01-02,80.1044921875
2013-01-03,80.9256591796875
2013-01-04,80.66509246826172
2013-01-07,80.04132080078125
2013-01-08,79.89129638671875
2013-01-09,79.93077850341797
2013-01-10,79.54385375976562
2013-01-11,79.1806640625
2013-01-14,79.25176239013672
2013-01-15,79.86758422851562
2013-01-16,80.16765594482422
2013-01-17,79.71757507324219
2013-01-18,79.90709686279297
2013-01-22,80.65721893310547
2013-01-23,80.6335220336914
2013-01-24,81.24148559570312
2013-01-25,80.82301330566406
2013-01-28,80.9256591796875
2013-01-29,81.61263275146484
2013-01-30,80.9572525024414
2013-01-31,80.80725860595703
2013-02-01,82.23638916015625
2013-02-04,80.91775512695312
2013-02-05,81.57313537597656
2013-02-06,80.51620483398438
2013-02-07,80.63496398925781
2013-02-08,81.37918090820312
2013-02-11,80.74581146240234
2013-02-12,80.56370544433594
2013-02-13,80.46082305908203
2013-02-14,80.76956176757812
2013-02-15,80.8883056640625
2013-02-19,80.67455291748047
2013-02-20,80.02537536621094
2013-02-21,79.71659088134766
2013-02-22,80.0887222290039
2013-02-25,79.24156188964844
2013-02-26,78.73487854003906
2013-02-27,79.74824523925781
2013-02-28,80.19164276123047
2013-03-01,80.2945327758789
2013-03-04,81.88584899902344
2013-03-05,81.66419219970703
2013-03-06,81.19707489013672
2013-03-07,80.72998046875
2013-03-08,81.57710266113281
2013-03-11,81.1020736694336
2013-03-12,82.13920593261719
2013-03-13,81.8779525756836
2013-03-14,81.47418975830078
2013-03-15,80.5557861328125
2013-03-18,80.50041961669922
2013-03-19,80.84871673583984
2013-03-20,81.6087646484375
2013-03-21,81.95713806152344
2013-03-22,83.21591186523438
2013-03-25,83.50093841552734
2013-03-26,83.89676666259766
2013-03-27,84.42721557617188
2013-03-28,84.00764465332031
2013-04-01,83.7701187133789
2013-04-02,85.25057983398438
2013-04-03,84.20556640625
2013-04-04,84.20556640625
2013-04-05,83.76219177246094
2013-04-08,84.74390411376953
2013-04-09,83.75428771972656
2013-04-10,83.72258758544922
2013-04-11,83.92847442626953
2013-04-12,84.02347564697266
2013-04-15,82.50337219238281
2013-04-16,83.56427764892578
2013-04-17,82.94674682617188
2013-04-18,82.02835845947266
2013-04-19,82.69337463378906
2013-04-22,83.25550079345703
2013-04-23,84.91015625
2013-04-24,85.36935424804688
2013-04-25,86.3985595703125
2013-04-26,86.50938415527344
2013-04-29,86.00271606445312
2013-04-30,85.84439849853516
2013-05-01,85.67811584472656
2013-05-02,86.05018615722656
2013-05-03,86.88941192626953
2013-05-06,86.36687469482422
2013-05-07,86.8577651977539
2013-05-08,86.77857971191406
2013-05-09,86.40648651123047
2013-05-10,87.07945251464844
2013-05-13,87.0952377319336
2013-05-14,88.1878433227539
2013-05-15,89.56925201416016
2013-05-16,88.52919006347656
2013-05-17,89.75183868408203
2013-05-20,88.93409729003906
2013-05-21,90.09322357177734
2013-05-22,90.01377868652344
2013-05-23,89.86297607421875
2013-05-24,90.815673828125
2013-05-28,91.16498565673828
2013-05-29,89.6724624633789
2013-05-30,88.82292938232422
2013-05-31,87.03662109375
2013-06-03,88.02899932861328
2013-06-04,87.85435485839844
2013-06-05,86.67145538330078
2013-06-06,88.19575500488281
2013-06-07,87.79084014892578
2013-06-10,87.57649230957031
2013-06-11,87.34626770019531
2013-06-12,86.8540267944336
2013-06-13,88.02899932861328
2013-06-14,88.12430572509766
2013-06-17,88.6800537109375
2013-06-18,88.98966979980469
2013-06-19,87.48120880126953
2013-06-20,85.39324951171875
2013-06-21,86.25861358642578
2013-06-24,87.04459381103516
2013-06-25,87.52888488769531
2013-06-26,88.26721954345703
2013-06-27,88.5133056640625
2013-06-28,87.78291320800781
2013-07-01,87.67176055908203
2013-07-02,88.00520324707031
2013-07-03,88.05287170410156
2013-07-05,88.7276840209961
2013-07-08,89.41046142578125
2013-07-09,89.9900131225586
2013-07-10,90.22815704345703
2013-07-11,92.00656127929688
2013-07-12,92.4590835571289
2013-07-15,92.00656127929688
2013-07-16,92.51464080810547
2013-07-17,93.20535278320312
2013-07-18,92.93541717529297
2013-07-19,93.73725128173828
2013-07-22,93.72138977050781
2013-07-23,94.55499267578125
2013-07-24,93.60228729248047
2013-07-25,93.24503326416016
2013-07-26,92.54638671875
2013-07-29,92.99894714355469
2013-07-30,92.83219909667969
2013-07-31,93.22119140625
2013-08-01,93.95159149169922
2013-08-02,94.76931762695312
2013-08-05,95.32508087158203
2013-08-06,94.87255859375
2013-08-07,94.99195861816406
2013-08-08,93.43982696533203
2013-08-09,92.03885650634766
2013-08-12,92.11845397949219
2013-08-13,92.05480194091797
2013-08-14,90.56633758544922
2013-08-15,88.98233032226562
2013-08-16,89.06989288330078
2013-08-19,89.21319580078125
2013-08-20,89.8180923461914
2013-08-21,89.11764526367188
2013-08-22,89.34053039550781
2013-08-23,90.00115203857422
2013-08-26,89.04598999023438
2013-08-27,88.88681030273438
2013-08-28,87.92371368408203
2013-08-29,88.6639175415039
2013-08-30,89.04598999023438
2013-09-03,89.13355255126953
2013-09-04,88.75148010253906
2013-09-05,91.23491668701172
2013-09-06,91.0199966430664
2013-09-09,91.81602478027344
2013-09-10,93.38407135009766
2013-09-11,94.92030334472656
2013-09-12,94.07656860351562
2013-09-13,93.1532211303711
2013-09-16,93.407958984375
2013-09-17,93.8537368774414
2013-09-18,94.43476104736328
