Date,RCL
2010-11-05,35.63993835449219
2010-11-08,35.64824676513672
2010-11-09,35.1495475769043
2010-11-10,34.92513656616211
2010-11-11,34.95838928222656
2010-11-12,34.276832580566406
2010-11-15,34.0856819152832
2010-11-16,33.45399856567383
2010-11-17,34.991634368896484
2010-11-18,35.249298095703125
2010-11-19,35.1495475769043
2010-11-22,34.60929870605469
2010-11-23,33.60359573364258
2010-11-24,34.87527084350586
2010-11-26,34.39320373535156
2010-11-29,33.99422836303711
2010-11-30,33.45399856567383
2010-12-01,34.53450012207031
2010-12-02,35.08306121826172
2010-12-03,35.440460205078125
2010-12-06,35.257598876953125
2010-12-07,35.64824676513672
2010-12-08,36.0638313293457
2010-12-09,36.23005676269531
2010-12-10,36.05551528930664
2010-12-13,34.90852355957031
2010-12-14,34.53450012207031
2010-12-15,33.84464645385742
2010-12-16,34.21866226196289
2010-12-17,35.249298095703125
2010-12-20,35.905921936035156
2010-12-21,38.756778717041016
2010-12-22,38.482479095458984
2010-12-23,38.482479095458984
2010-12-27,38.906375885009766
2010-12-28,38.39107131958008
2010-12-29,38.79833221435547
2010-12-30,38.81494903564453
2010-12-31,39.06428527832031
2011-01-03,39.67104721069336
2011-01-04,40.219608306884766
2011-01-05,40.651798248291016
2011-01-06,39.77907943725586
2011-01-07,39.88713836669922
2011-01-10,39.86219787597656
2011-01-11,39.77907943725586
2011-01-12,40.202972412109375
2011-01-13,39.737518310546875
2011-01-14,41.524497985839844
2011-01-18,41.16712188720703
2011-01-19,40.38582992553711
2011-01-20,39.463253021240234
2011-01-21,40.07831573486328
2011-01-24,39.69597244262695
2011-01-25,39.546348571777344
2011-01-26,41.142181396484375
2011-01-27,39.29703140258789
2011-01-28,37.85911178588867
2011-01-31,37.31887435913086
2011-02-01,37.95054244995117
2011-02-02,37.75938415527344
2011-02-03,37.42691421508789
2011-02-04,37.70119094848633
2011-02-07,38.2580680847168
2011-02-08,38.6320915222168
2011-02-09,38.9811897277832
2011-02-10,39.1058349609375
2011-02-11,39.78739929199219
2011-02-14,39.27207565307617
2011-02-15,39.18898010253906
2011-02-16,39.380130767822266
2011-02-17,39.22221374511719
2011-02-18,39.19728469848633
2011-02-22,37.31053924560547
2011-02-23,35.96408462524414
2011-02-24,36.23005676269531
2011-02-25,36.695491790771484
2011-02-28,36.39628982543945
2011-03-01,34.18541717529297
2011-03-02,34.22697448730469
2011-03-03,35.80617141723633
2011-03-04,35.132930755615234
2011-03-07,35.10799026489258
2011-03-08,36.579132080078125
2011-03-09,36.570831298828125
2011-03-10,36.0638313293457
2011-03-11,36.155250549316406
2011-03-14,35.781227111816406
2011-03-15,34.90019226074219
2011-03-16,34.12724304199219
2011-03-17,34.40982437133789
2011-03-18,34.866947174072266
2011-03-21,36.01395797729492
2011-03-22,34.62591552734375
2011-03-23,34.617610931396484
2011-03-24,34.85865020751953
2011-03-25,34.567752838134766
2011-03-28,33.90282440185547
2011-03-29,34.40982437133789
2011-03-30,35.08306121826172
2011-03-31,34.29345703125
2011-04-01,33.93606948852539
2011-04-04,33.86958694458008
2011-04-05,33.67009735107422
2011-04-06,33.76982879638672
2011-04-07,33.21295928955078
2011-04-08,32.04935073852539
2011-04-11,32.996864318847656
2011-04-12,33.33763885498047
2011-04-13,32.47323989868164
2011-04-14,31.633764266967773
2011-04-15,31.675325393676758
2011-04-18,30.993783950805664
2011-04-19,31.5672607421875
2011-04-20,31.650381088256836
2011-04-21,32.04935073852539
2011-04-25,31.899738311767578
2011-04-26,32.42337417602539
2011-04-27,33.00516891479492
2011-04-28,33.09660339355469
2011-04-29,33.09660339355469
2011-05-02,32.88880920410156
2011-05-03,33.11322021484375
2011-05-04,32.67271041870117
2011-05-05,34.87527084350586
2011-05-06,33.81970977783203
2011-05-09,33.129852294921875
2011-05-10,33.55373001098633
2011-05-11,33.503875732421875
2011-05-12,34.0856819152832
2011-05-13,34.251895904541016
2011-05-16,33.412437438964844
2011-05-17,33.40412902832031
2011-05-18,33.71164321899414
2011-05-19,33.28776931762695
2011-05-20,33.25450897216797
2011-05-23,32.27375030517578
2011-05-24,31.392730712890625
2011-05-25,31.31793212890625
2011-05-26,31.309621810913086
2011-05-27,31.716873168945312
2011-05-31,32.41505813598633
2011-06-01,30.927284240722656
2011-06-02,31.3594913482666
2011-06-03,30.719501495361328
2011-06-06,30.37872314453125
2011-06-07,29.821853637695312
2011-06-08,28.043180465698242
2011-06-09,28.42549705505371
2011-06-10,27.586040496826172
2011-06-13,27.62759780883789
2011-06-14,28.42549705505371
2011-06-15,28.093042373657227
2011-06-16,28.009929656982422
2011-06-17,28.757972717285156
2011-06-20,29.580806732177734
2011-06-21,31.293004989624023
2011-06-22,30.212491989135742
2011-06-23,30.644689559936523
2011-06-24,30.09613037109375
2011-06-27,30.56158447265625
2011-06-28,31.243131637573242
2011-06-29,31.15169334411621
2011-06-30,31.2846736907959
2011-07-01,32.70595932006836
2011-07-05,32.539730072021484
2011-07-06,31.484161376953125
2011-07-07,31.98284912109375
2011-07-08,31.442596435546875
2011-07-11,29.813539505004883
2011-07-12,28.999004364013672
2011-07-13,29.888338088989258
2011-07-14,28.624980926513672
2011-07-15,29.065500259399414
2011-07-18,28.60836410522461
2011-07-19,29.630680084228516
2011-07-20,29.73873519897461
2011-07-21,29.94651985168457
2011-07-22,30.328857421875
2011-07-25,30.328857421875
2011-07-26,30.387048721313477
2011-07-27,29.722108840942383
2011-07-28,25.981910705566406
2011-07-29,25.449974060058594
2011-08-01,25.150758743286133
2011-08-02,23.962202072143555
2011-08-03,24.012073516845703
2011-08-04,22.466121673583984
2011-08-05,22.44118881225586
2011-08-08,19.947723388671875
2011-08-09,21.377317428588867
2011-08-10,19.816980361938477
2011-08-11,21.168710708618164
2011-08-12,21.385658264160156
2011-08-15,22.186674118041992
2011-08-16,21.068586349487305
2011-08-17,21.010177612304688
2011-08-18,19.433164596557617
2011-08-19,18.657167434692383
2011-08-22,18.765644073486328
2011-08-23,19.408132553100586
2011-08-24,19.917112350463867
2011-08-25,18.89914894104004
2011-08-26,19.700172424316406
2011-08-29,21.527507781982422
2011-08-30,21.560880661010742
2011-08-31,21.6610050201416
2011-09-01,21.118648529052734
2011-09-02,20.042278289794922
2011-09-06,19.858707427978516
2011-09-07,20.968456268310547
2011-09-08,20.54291343688965
2011-09-09,19.741886138916016
2011-09-12,19.449844360351562
2011-09-13,20.025583267211914
2011-09-14,20.27590560913086
2011-09-15,20.97679328918457
2011-09-16,21.043550491333008
2011-09-19,20.250879287719727
2011-09-20,21.126991271972656
2011-09-21,20.33431625366211
2011-09-22,18.807355880737305
2011-09-23,18.673856735229492
2011-09-26,18.34844398498535
2011-09-27,19.19118309020996
2011-09-28,18.4318904876709
2011-09-29,18.690549850463867
2011-09-30,18.056398391723633
2011-10-03,16.696325302124023
2011-10-04,17.58913803100586
2011-10-05,17.789396286010742
2011-10-06,18.40684700012207
2011-10-07,18.21493911743164
2011-10-10,19.34972381591797
2011-10-11,19.6584415435791
2011-10-12,20.960111618041992
2011-10-13,21.051895141601562
2011-10-14,22.136613845825195
2011-10-17,21.160364151000977
2011-10-18,22.245084762573242
2011-10-19,21.519161224365234
2011-10-20,22.111581802368164
2011-10-21,22.90426254272461
2011-10-24,24.53134536743164
2011-10-25,23.3131160736084
2011-10-26,24.122482299804688
2011-10-27,25.465866088867188
2011-10-28,25.365741729736328
2011-10-31,24.798349380493164
2011-11-01,22.754066467285156
2011-11-02,23.57177734375
2011-11-03,24.347780227661133
2011-11-04,24.039051055908203
2011-11-07,24.27267837524414
2011-11-08,24.105796813964844
2011-11-09,22.186674118041992
2011-11-10,22.445344924926758
2011-11-11,22.862537384033203
2011-11-14,22.58718490600586
2011-11-15,22.178335189819336
2011-11-16,21.75278663635254
2011-11-17,21.310562133789062
2011-11-18,21.76113510131836
2011-11-21,21.669349670410156
2011-11-22,21.48577880859375
2011-11-23,19.741886138916016
2011-11-25,19.34972381591797
2011-11-28,20.76819610595703
2011-11-29,20.901700973510742
2011-11-30,23.121206283569336
2011-12-01,22.70400047302246
2011-12-02,22.912599563598633
2011-12-05,23.53840446472168
2011-12-06,23.09617805480957
2011-12-07,22.895917892456055
2011-12-08,21.886295318603516
2011-12-09,22.562156677246094
2011-12-12,22.295146942138672
2011-12-13,21.836233139038086
2011-12-14,20.801572799682617
2011-12-15,21.26883888244629
2011-12-16,21.6610050201416
2011-12-19,20.551258087158203
2011-12-20,20.643417358398438
2011-12-21,20.42559051513672
2011-12-22,21.0288028717041
2011-12-23,21.514728546142578
2011-12-27,21.573368072509766
2011-12-28,20.752328872680664
2011-12-29,21.095829010009766
2011-12-30,20.752328872680664
2012-01-03,21.69904136657715
2012-01-04,21.883359909057617
2012-01-05,21.78282356262207
2012-01-06,21.363924026489258
2012-01-09,21.430944442749023
2012-01-10,22.63738250732422
2012-01-11,23.68463134765625
2012-01-12,24.73187828063965
2012-01-13,24.086776733398438
2012-01-17,22.595491409301758
2012-01-18,23.190332412719727
2012-01-19,23.416540145874023
2012-01-20,23.48356056213379
2012-01-23,23.73490333557129
2012-01-24,24.011375427246094
2012-01-25,23.550586700439453
2012-01-26,23.374649047851562
2012-01-27,23.198711395263672
2012-01-30,22.77143096923828
2012-01-31,22.77143096923828
2012-02-01,23.659494400024414
2012-02-02,24.03651237487793
2012-02-03,25.628332138061523
2012-02-06,25.603199005126953
2012-02-07,26.030475616455078
2012-02-08,26.40748405456543
2012-02-09,26.40748405456543
2012-02-10,25.8629150390625
2012-02-13,25.67860221862793
2012-02-14,25.12565040588379
2012-02-15,25.067005157470703
2012-02-16,25.56968116760254
2012-02-17,25.812650680541992
2012-02-21,25.0418643951416
2012-02-22,24.086776733398438
2012-02-23,24.354867935180664
2012-02-24,23.868947982788086
2012-02-27,23.599905014038086
2012-02-28,23.59149742126465
2012-02-29,23.953022003173828
2012-03-01,23.70920753479004
2012-03-02,23.599905014038086
2012-03-05,23.120681762695312
2012-03-06,22.397632598876953
2012-03-07,23.036605834960938
2012-03-08,23.46538734436035
2012-03-09,23.01978874206543
2012-03-12,23.717613220214844
2012-03-13,24.524730682373047
2012-03-14,24.390216827392578
2012-03-15,25.1637020111084
2012-03-16,25.71019744873047
2012-03-19,25.676563262939453
2012-03-20,25.491592407226562
2012-03-21,25.197336196899414
2012-03-22,24.72651481628418
2012-03-23,24.692880630493164
2012-03-26,25.47477912902832
2012-03-27,25.348670959472656
2012-03-28,24.928295135498047
2012-03-29,24.642433166503906
2012-03-30,24.743330001831055
2012-04-02,24.491107940673828
2012-04-03,24.247283935546875
2012-04-04,23.566274642944336
2012-04-05,23.44856834411621
2012-04-09,23.599905014038086
2012-04-10,22.464893341064453
2012-04-11,22.792783737182617
2012-04-12,23.314050674438477
2012-04-13,22.952526092529297
2012-04-16,22.666669845581055
2012-04-17,23.255197525024414
2012-04-18,23.2972354888916
2012-04-19,24.27250862121582
2012-04-20,22.633045196533203
2012-04-23,21.884775161743164
2012-04-24,21.90999412536621
2012-04-25,22.557376861572266
2012-04-26,23.28883171081543
2012-04-27,23.53264808654785
2012-04-30,23.011377334594727
2012-05-01,23.566274642944336
2012-05-02,23.51582908630371
2012-05-03,23.12908363342285
2012-05-04,22.557376861572266
2012-05-07,22.666669845581055
2012-05-08,22.50693130493164
2012-05-09,21.9520320892334
2012-05-10,21.97725486755371
2012-05-11,21.90999412536621
2012-05-14,21.422353744506836
2012-05-15,21.472808837890625
2012-05-16,21.035608291625977
2012-05-17,20.295753479003906
2012-05-18,19.80608367919922
2012-05-21,20.48992919921875
2012-05-22,20.62500762939453
2012-05-23,20.937379837036133
2012-05-24,20.523698806762695
2012-05-25,20.61656379699707
2012-05-29,20.912059783935547
2012-05-30,20.312639236450195
2012-05-31,19.88207244873047
2012-06-01,19.020931243896484
2012-06-04,18.961837768554688
2012-06-05,19.2066707611084
2012-06-06,20.14378547668457
2012-06-07,20.17755699157715
2012-06-08,20.464599609375
2012-06-11,19.822969436645508
2012-06-12,20.363292694091797
2012-06-13,19.94116973876953
2012-06-14,20.295751571655273
2012-06-15,21.258197784423828
2012-06-18,20.928939819335938
2012-06-19,21.44392967224121
2012-06-20,21.8829402923584
2012-06-21,21.165328979492188
2012-06-22,20.760089874267578
2012-06-25,20.169109344482422
2012-06-26,20.540586471557617
2012-06-27,20.86139678955078
2012-06-28,20.895166397094727
2012-06-29,21.975811004638672
2012-07-02,22.186872482299805
2012-07-03,22.21219825744629
2012-07-05,22.068674087524414
2012-07-06,21.477703094482422
2012-07-09,20.954269409179688
2012-07-10,20.63345718383789
2012-07-11,20.35484504699707
2012-07-12,19.94116973876953
2012-07-13,20.35484504699707
2012-07-16,20.35484504699707
2012-07-17,20.760089874267578
2012-07-18,20.802303314208984
2012-07-19,21.140003204345703
2012-07-20,20.59967803955078
2012-07-23,20.194440841674805
2012-07-24,20.278867721557617
2012-07-25,20.515256881713867
2012-07-26,20.785411834716797
2012-07-27,20.785411834716797
2012-07-30,21.14844512939453
2012-07-31,21.0893497467041
2012-08-01,20.844518661499023
2012-08-02,20.608123779296875
2012-08-03,21.393274307250977
2012-08-06,21.688758850097656
2012-08-07,22.03490447998047
2012-08-08,21.81540298461914
2012-08-09,21.688758850097656
2012-08-10,21.680320739746094
2012-08-13,21.629667282104492
2012-08-14,21.638107299804688
2012-08-15,21.730972290039062
2012-08-16,21.857616424560547
2012-08-17,22.127775192260742
2012-08-20,21.950481414794922
2012-08-21,21.992692947387695
2012-08-22,21.942039489746094
2012-08-23,21.638107299804688
2012-08-24,21.58745574951172
2012-08-27,22.01802635192871
2012-08-28,22.744077682495117
2012-08-29,23.02267074584961
2012-08-30,22.710304260253906
2012-08-31,22.811616897583008
2012-09-04,22.73563575744629
2012-09-05,23.242183685302734
2012-09-06,24.24683952331543
2012-09-07,24.96445655822754
2012-09-10,24.59298324584961
2012-09-11,25.15018653869629
2012-09-12,24.99822235107422
2012-09-13,25.639846801757812
2012-09-14,26.05353546142578
2012-09-17,25.4963321685791
2012-09-18,25.538537979125977
2012-09-19,26.382789611816406
2012-09-20,26.129518508911133
2012-09-21,26.400718688964844
2012-09-24,25.78202247619629
2012-09-25,25.926105499267578
2012-09-26,25.519287109375
2012-09-27,25.663366317749023
2012-09-28,25.604036331176758
2012-10-01,25.77355194091797
2012-10-02,25.841354370117188
2012-10-03,26.010862350463867
2012-10-04,26.341402053833008
2012-10-05,26.71431541442871
2012-10-08,26.595659255981445
2012-10-09,26.290550231933594
2012-10-10,26.002382278442383
2012-10-11,26.273597717285156
2012-10-12,25.900678634643555
2012-10-15,25.976957321166992
2012-10-16,26.4854793548584
2012-10-17,27.375389099121094
2012-10-18,27.604230880737305
2012-10-19,27.12959861755371
2012-10-22,27.316064834594727
2012-10-23,26.4854793548584
2012-10-24,26.400718688964844
2012-10-25,28.595842361450195
2012-10-26,28.468717575073242
2012-10-31,28.536514282226562
2012-11-01,29.239973068237305
2012-11-02,29.443378448486328
2012-11-05,29.63831901550293
2012-11-06,29.612890243530273
2012-11-07,29.15522003173828
2012-11-08,28.451759338378906
2012-11-09,29.18911361694336
2012-11-12,29.061983108520508
2012-11-13,29.273868560791016
2012-11-14,28.85010528564453
2012-11-15,28.57889747619629
2012-11-16,28.044946670532227
2012-11-19,28.621265411376953
2012-11-20,28.79924774169922
2012-11-21,28.689067840576172
2012-11-23,29.604412078857422
2012-11-26,29.66373634338379
2012-11-27,29.519655227661133
2012-11-28,29.494232177734375
2012-11-29,29.850191116333008
2012-11-30,29.8756160736084
2012-12-03,29.833240509033203
2012-12-04,29.52813148498535
2012-12-05,29.129783630371094
2012-12-06,29.519655227661133
2012-12-07,29.672208786010742
2012-12-10,29.52813148498535
2012-12-11,29.66373634338379
2012-12-12,29.52813148498535
2012-12-13,29.247472763061523
2012-12-14,28.93280601501465
2012-12-17,29.757766723632812
2012-12-18,30.217002868652344
2012-12-19,29.885324478149414
2012-12-20,29.400554656982422
2012-12-21,29.051860809326172
2012-12-24,28.70317840576172
2012-12-26,28.550098419189453
2012-12-27,28.592618942260742
2012-12-28,28.260942459106445
2012-12-31,28.915796279907227
2013-01-02,30.09794044494629
2013-01-03,30.43812370300293
2013-01-04,30.43812370300293
2013-01-07,30.285037994384766
2013-01-08,29.953365325927734
2013-01-09,30.276538848876953
2013-01-10,30.37008285522461
2013-01-11,30.18299102783203
2013-01-14,30.582706451416016
2013-01-15,30.78681755065918
2013-01-16,31.127002716064453
2013-01-17,31.790369033813477
2013-01-18,31.382143020629883
2013-01-22,31.450180053710938
2013-01-23,32.25811767578125
2013-01-24,32.21559524536133
2013-01-25,32.67485809326172
2013-01-28,32.368675231933594
2013-01-29,31.87542724609375
2013-01-30,31.63728141784668
2013-01-31,30.78681755065918
2013-02-01,31.288597106933594
2013-02-04,30.217002868652344
2013-02-05,30.514673233032227
2013-02-06,30.60822296142578
2013-02-07,30.55719566345215
2013-02-08,30.72728157043457
2013-02-11,30.812334060668945
2013-02-12,30.990928649902344
2013-02-13,30.285037994384766
2013-02-14,30.32756805419922
2013-02-15,30.336071014404297
2013-02-19,30.15688133239746
2013-02-20,29.457136154174805
2013-02-21,28.868337631225586
2013-02-22,28.78300666809082
2013-02-25,28.73179817199707
2013-02-26,28.911001205444336
2013-02-27,29.58513641357422
2013-02-28,29.75580406188965
2013-03-01,29.86673355102539
2013-03-04,29.917943954467773
2013-03-05,29.610748291015625
2013-03-06,29.440067291259766
2013-03-07,29.31207275390625
2013-03-08,28.424604415893555
2013-03-11,28.868337631225586
2013-03-12,28.740337371826172
2013-03-13,28.603805541992188
2013-03-14,29.33766746520996
2013-03-15,28.76593589782715
2013-03-18,28.620874404907227
2013-03-19,28.032062530517578
2013-03-20,27.912595748901367
2013-03-21,27.392065048217773
2013-03-22,27.332332611083984
2013-03-25,27.170198440551758
2013-03-26,27.631000518798828
2013-03-27,27.741928100585938
2013-03-28,28.347793579101562
2013-04-01,27.835798263549805
2013-04-02,27.997940063476562
2013-04-03,27.460329055786133
2013-04-04,27.340862274169922
2013-04-05,27.545665740966797
2013-04-08,27.921131134033203
2013-04-09,28.160070419311523
2013-04-10,28.322202682495117
2013-04-11,28.40753936767578
2013-04-12,28.399002075195312
2013-04-15,27.827266693115234
2013-04-16,28.279539108276367
2013-04-17,28.620874404907227
2013-04-18,28.31367301940918
2013-04-19,28.49286651611328
2013-04-22,28.76593589782715
2013-04-23,29.380332946777344
2013-04-24,29.260868072509766
2013-04-25,30.779813766479492
2013-04-26,30.651809692382812
2013-04-29,30.924861907958984
2013-04-30,31.172340393066406
2013-05-01,30.98459815979004
2013-05-02,31.189401626586914
2013-05-03,31.56488037109375
2013-05-06,31.650211334228516
2013-05-07,32.017147064208984
2013-05-08,32.017147064208984
2013-05-09,31.80380630493164
2013-05-10,32.00860595703125
2013-05-13,31.931808471679688
2013-05-14,32.32434844970703
2013-05-15,32.495018005371094
2013-05-16,32.32434844970703
2013-05-17,32.136016845703125
2013-05-20,32.36714553833008
2013-05-21,31.579591751098633
2013-05-22,30.971792221069336
2013-05-23,30.851943969726562
2013-05-24,30.928987503051758
2013-05-28,30.569446563720703
2013-05-29,30.047260284423828
2013-05-30,30.67218017578125
2013-05-31,29.970216751098633
2013-06-03,29.87605857849121
2013-06-04,29.422338485717773
2013-06-05,28.677583694458008
2013-06-06,28.49781608581543
2013-06-07,29.097043991088867
2013-06-10,29.251129150390625
2013-06-11,28.686145782470703
2013-06-12,28.58341407775879
2013-06-13,29.43090057373047
2013-06-14,29.088483810424805
2013-06-17,29.251129150390625
2013-06-18,29.328174591064453
2013-06-19,28.79743194580078
2013-06-20,27.59039878845215
2013-06-21,27.59896469116211
2013-06-24,27.239423751831055
2013-06-25,28.335163116455078
2013-06-26,28.446456909179688
2013-06-27,28.65190315246582
2013-06-28,28.540616989135742
2013-07-01,29.319623947143555
2013-07-02,29.071365356445312
2013-07-03,28.514938354492188
2013-07-05,29.319623947143555
2013-07-08,29.234018325805664
2013-07-09,29.747642517089844
2013-07-10,29.89316749572754
2013-07-11,30.766332626342773
2013-07-12,30.449602127075195
2013-07-15,30.218461990356445
2013-07-16,30.646493911743164
2013-07-17,31.528226852416992
2013-07-18,31.47686004638672
2013-07-19,31.1173152923584
2013-07-22,31.057395935058594
2013-07-23,31.391250610351562
2013-07-24,31.134435653686523
2013-07-25,31.305644989013672
2013-07-26,31.716541290283203
2013-07-29,31.399816513061523
2013-07-30,31.990488052368164
2013-07-31,32.606834411621094
2013-08-01,33.57417297363281
2013-08-02,33.46289825439453
2013-08-05,32.87221145629883
2013-08-06,32.74380874633789
2013-08-07,32.478431701660156
2013-08-08,32.786598205566406
2013-08-09,32.33291244506836
2013-08-12,32.36714553833008
2013-08-13,33.51426315307617
2013-08-14,33.702579498291016
2013-08-15,33.32591247558594
2013-08-16,33.08622360229492
2013-08-19,32.29866027832031
2013-08-20,32.57260513305664
2013-08-21,32.735252380371094
2013-08-22,33.15470886230469
2013-08-23,33.094791412353516
2013-08-26,33.146148681640625
2013-08-27,31.408374786376953
2013-08-28,30.72353172302246
2013-08-29,31.16012954711914
2013-08-30,31.408374786376953
2013-09-03,31.58814811706543
2013-09-04,31.69087028503418
2013-09-05,31.759347915649414
2013-09-06,31.793594360351562
2013-09-09,31.87920379638672
2013-09-10,32.7266845703125
2013-09-11,33.146148681640625
2013-09-12,33.34303283691406
2013-09-13,33.54849624633789
2013-09-16,34.06211853027344
