Date,CCL
2010-01-04,23.89275550842285
2010-01-05,24.1237850189209
2010-01-06,23.691537857055664
2010-01-07,23.95237159729004
2010-01-08,24.757247924804688
2010-01-11,24.906291961669922
2010-01-12,24.503860473632812
2010-01-13,25.37580680847168
2010-01-14,26.135957717895508
2010-01-15,25.509944915771484
2010-01-19,26.09123992919922
2010-01-20,25.569564819335938
2010-01-21,25.495038986206055
2010-01-22,24.81686782836914
2010-01-25,25.010631561279297
2010-01-26,25.144775390625
2010-01-27,25.24911117553711
2010-01-28,25.64409828186035
2010-01-29,24.839223861694336
2010-02-01,25.442874908447266
2010-02-02,25.77823829650879
2010-02-03,25.77823829650879
2010-02-04,24.518770217895508
2010-02-05,24.243022918701172
2010-02-08,24.712528228759766
2010-02-09,24.444236755371094
2010-02-10,24.302640914916992
2010-02-11,24.727434158325195
2010-02-12,24.459142684936523
2010-02-16,24.951005935668945
2010-02-17,25.42193603515625
2010-02-18,25.25
2010-02-19,25.332229614257812
2010-02-22,25.49667739868164
2010-02-23,25.167781829833984
2010-02-24,26.75991439819336
2010-02-25,26.6552677154541
2010-02-26,26.8795166015625
2010-03-01,26.984163284301758
2010-03-02,26.722545623779297
2010-03-03,26.692644119262695
2010-03-04,27.021535873413086
2010-03-05,27.686805725097656
2010-03-08,27.612051010131836
2010-03-09,27.612051010131836
2010-03-10,27.783967971801758
2010-03-11,27.843767166137695
2010-03-12,28.023170471191406
2010-03-15,27.76902961730957
2010-03-16,27.746591567993164
2010-03-17,28.105390548706055
2010-03-18,28.150238037109375
2010-03-19,28.12034797668457
2010-03-22,28.33711814880371
2010-03-23,29.009843826293945
2010-03-24,28.748226165771484
2010-03-25,28.80802345275879
2010-03-26,29.00236701965332
2010-03-29,29.136919021606445
2010-03-30,29.29389190673828
2010-03-31,29.062170028686523
2010-04-01,29.33125877380371
2010-04-05,29.44338607788086
2010-04-06,29.398536682128906
2010-04-07,28.62863540649414
2010-04-08,28.84540367126465
2010-04-09,29.136919021606445
2010-04-12,29.017318725585938
2010-04-13,29.047224044799805
2010-04-14,29.27147102355957
2010-04-15,29.51066017150879
2010-04-16,29.129451751708984
2010-04-19,29.07712173461914
2010-04-20,29.83955192565918
2010-04-21,30.07128143310547
2010-04-22,31.09532356262207
2010-04-23,31.969881057739258
2010-04-26,32.777156829833984
2010-04-27,31.715734481811523
2010-04-28,31.087865829467773
2010-04-29,32.261409759521484
2010-04-30,31.170087814331055
2010-05-03,31.708255767822266
2010-05-04,30.347837448120117
2010-05-05,29.60035514831543
2010-05-06,28.426809310913086
2010-05-07,27.417713165283203
2010-05-10,29.30885124206543
2010-05-11,29.062170028686523
2010-05-12,29.95914649963379
2010-05-13,29.07712173461914
2010-05-14,28.08296775817871
2010-05-17,28.494081497192383
2010-05-18,27.97083854675293
2010-05-19,27.746000289916992
2010-05-20,26.32197380065918
2010-05-21,26.68922233581543
2010-05-24,26.50185203552246
2010-05-25,26.396923065185547
2010-05-26,26.202058792114258
2010-05-27,27.566118240356445
2010-05-28,27.15390396118164
2010-06-01,26.734189987182617
2010-06-02,27.760982513427734
2010-06-03,27.858413696289062
2010-06-04,26.449386596679688
2010-06-07,25.902267456054688
2010-06-08,26.202058792114258
2010-06-09,26.01468849182129
2010-06-10,27.22886085510254
2010-06-11,27.213863372802734
2010-06-14,27.25882339477539
2010-06-15,28.053287506103516
2010-06-16,27.543630599975586
2010-06-17,26.981523513793945
2010-06-18,26.539325714111328
2010-06-21,26.03716278076172
2010-06-22,24.87546157836914
2010-06-23,24.965394973754883
2010-06-24,24.245891571044922
2010-06-25,24.41828155517578
2010-06-28,24.05852699279785
2010-06-29,22.58953094482422
2010-06-30,22.664478302001953
2010-07-01,23.466428756713867
2010-07-02,22.949283599853516
2010-07-06,22.851850509643555
2010-07-07,23.6538028717041
2010-07-08,23.66878890991211
2010-07-09,24.07351303100586
2010-07-12,23.736242294311523
2010-07-13,24.598155975341797
2010-07-14,24.545690536499023
2010-07-15,24.583168029785156
2010-07-16,23.54137420654297
2010-07-19,23.53388214111328
2010-07-20,23.766220092773438
2010-07-21,23.556367874145508
2010-07-22,25.2352237701416
2010-07-23,25.62494659423828
2010-07-26,26.34445571899414
2010-07-27,25.872282028198242
2010-07-28,25.954727172851562
2010-07-29,25.782337188720703
2010-07-30,25.992197036743164
2010-08-02,26.621767044067383
2010-08-03,26.524333953857422
2010-08-04,26.966529846191406
2010-08-05,26.86159896850586
2010-08-06,26.704219818115234
2010-08-09,26.351947784423828
2010-08-10,25.722383499145508
2010-08-11,24.643129348754883
2010-08-12,24.448257446289062
2010-08-13,24.365808486938477
2010-08-16,24.33583641052246
2010-08-17,24.815505981445312
2010-08-18,24.838058471679688
2010-08-19,24.1765193939209
2010-08-20,23.898359298706055
2010-08-23,23.69538688659668
2010-08-24,22.883493423461914
2010-08-25,23.04136085510254
2010-08-26,22.97370147705078
2010-08-27,23.65028190612793
2010-08-30,23.18419075012207
2010-08-31,23.439786911010742
2010-09-01,24.732812881469727
2010-09-02,25.416921615600586
2010-09-03,26.06342124938965
2010-09-07,25.462013244628906
2010-09-08,25.98824691772461
2010-09-09,26.446813583374023
2010-09-10,26.521995544433594
2010-09-13,26.935462951660156
2010-09-14,26.980566024780273
2010-09-15,26.76255989074707
2010-09-16,26.702417373657227
2010-09-17,27.003116607666016
2010-09-20,27.860126495361328
2010-09-21,28.243518829345703
2010-09-22,27.852598190307617
2010-09-23,27.6270809173584
2010-09-24,28.408905029296875
2010-09-27,28.581806182861328
2010-09-28,28.822370529174805
2010-09-29,29.153141021728516
2010-09-30,28.70960807800293
2010-10-01,28.859960556030273
2010-10-04,28.634431838989258
2010-10-05,29.96504783630371
2010-10-06,30.032699584960938
2010-10-07,30.160491943359375
2010-10-08,30.280790328979492
2010-10-11,30.152978897094727
2010-10-12,30.205602645874023
2010-10-13,30.213125228881836
2010-10-14,29.807167053222656
2010-10-15,29.566604614257812
2010-10-18,29.837261199951172
2010-10-19,29.491437911987305
2010-10-20,29.852283477783203
2010-10-21,30.017662048339844
2010-10-22,30.175533294677734
2010-10-25,30.4461727142334
2010-10-26,32.38569259643555
2010-10-27,31.92713165283203
2010-10-28,32.378196716308594
2010-10-29,32.4533576965332
2010-11-01,32.521018981933594
2010-11-02,32.581153869628906
2010-11-03,32.754066467285156
2010-11-04,33.498294830322266
2010-11-05,33.603538513183594
2010-11-08,33.03973388671875
2010-11-09,32.603702545166016
2010-11-10,32.70143508911133
2010-11-11,32.19025421142578
2010-11-12,31.97976303100586
2010-11-15,31.66400718688965
2010-11-16,31.06260108947754
2010-11-17,31.35650062561035
2010-11-18,31.718223571777344
2010-11-19,31.590106964111328
2010-11-22,31.725767135620117
2010-11-23,30.851598739624023
2010-11-24,32.019649505615234
2010-11-26,31.469554901123047
2010-11-29,31.002323150634766
2010-11-30,31.130435943603516
2010-12-01,32.07994079589844
2010-12-02,32.56977462768555
2010-12-03,32.622528076171875
2010-12-06,32.39644241333008
2010-12-07,32.40398406982422
2010-12-08,32.818443298339844
2010-12-09,32.961639404296875
2010-12-10,33.13494110107422
2010-12-13,32.69033432006836
2010-12-14,32.253257751464844
2010-12-15,31.763431549072266
2010-12-16,32.05734634399414
2010-12-17,32.03472900390625
2010-12-20,32.592376708984375
2010-12-21,34.046783447265625
2010-12-22,35.10933303833008
2010-12-23,34.89079284667969
2010-12-27,34.634586334228516
2010-12-28,34.64964294433594
2010-12-29,34.755157470703125
2010-12-30,34.60445022583008
2010-12-31,34.747623443603516
2011-01-03,35.27511215209961
2011-01-04,35.48612976074219
2011-01-05,35.8327751159668
2011-01-06,35.621768951416016
