Date,IPG
2010-11-03,6.463253021240234
2010-11-04,6.463253021240234
2010-11-05,6.625143527984619
2010-11-08,6.556649208068848
2010-11-09,6.469476699829102
2010-11-10,6.650050163269043
2010-11-11,6.662502288818359
2010-11-12,6.56287956237793
2010-11-15,6.556649208068848
2010-11-16,6.550426959991455
2010-11-17,6.513064861297607
2010-11-18,6.556649208068848
2010-11-19,6.581557750701904
2010-11-22,6.600236892700195
2010-11-23,6.425892353057861
2010-11-24,6.656274795532227
2010-11-26,6.600236892700195
2010-11-29,6.550426959991455
2010-11-30,6.6313700675964355
2010-12-01,6.681184768676758
2010-12-02,6.861757755279541
2010-12-03,6.737224578857422
2010-12-06,6.824395179748535
2010-12-07,6.824395179748535
2010-12-08,6.824395179748535
2010-12-09,6.880434513092041
2010-12-10,6.917799472808838
2010-12-13,6.917799472808838
2010-12-14,6.849301338195801
2010-12-15,6.7870354652404785
2010-12-16,6.811941146850586
2010-12-17,6.743450164794922
2010-12-20,6.656274795532227
2010-12-21,6.7932634353637695
2010-12-22,6.712316989898682
2010-12-23,6.699864387512207
2010-12-27,6.656274795532227
2010-12-28,6.612692356109619
2010-12-29,6.612692356109619
2010-12-30,6.618916988372803
2010-12-31,6.612692356109619
2011-01-03,6.699864387512207
2011-01-04,6.519290924072266
2011-01-05,6.612692356109619
2011-01-06,6.606462001800537
2011-01-07,6.917799472808838
2011-01-10,6.955155849456787
2011-01-11,6.892890930175781
2011-01-12,6.930248737335205
2011-01-13,6.930248737335205
2011-01-14,6.911570072174072
2011-01-18,7.02987813949585
2011-01-19,6.874208450317383
2011-01-20,6.805716514587402
2011-01-21,6.811941146850586
2011-01-24,6.805716514587402
2011-01-25,6.7808098793029785
2011-01-26,6.836848735809326
2011-01-27,6.892890930175781
2011-01-28,6.674957275390625
2011-01-31,6.656274795532227
2011-02-01,6.755901336669922
2011-02-02,6.811941146850586
2011-02-03,7.297621726989746
2011-02-04,7.316299915313721
2011-02-07,7.297621726989746
2011-02-08,7.440830707550049
2011-02-09,7.3100762367248535
2011-02-10,7.38479471206665
2011-02-11,7.664994716644287
2011-02-14,7.658763885498047
2011-02-15,7.702354431152344
2011-02-16,7.758392810821533
2011-02-17,7.814428806304932
2011-02-18,7.870472431182861
2011-02-22,7.409698963165283
2011-02-23,7.173088073730469
2011-02-24,7.235352993011475
2011-02-25,7.82688570022583
2011-02-28,8.219161033630371
2011-03-01,7.851789474487305
2011-03-02,7.976329326629639
2011-03-03,8.107084274291992
2011-03-04,8.113313674926758
2011-03-07,7.99500846862793
2011-03-08,8.144441604614258
2011-03-09,8.175721168518066
2011-03-10,7.944272041320801
2011-03-11,7.9505295753479
2011-03-14,7.7753801345825195
2011-03-15,7.53767728805542
2011-03-16,7.350015640258789
2011-03-17,7.518913269042969
2011-03-18,7.456356525421143
2011-03-21,7.6189961433410645
2011-03-22,7.481377601623535
2011-03-23,7.437592029571533
2011-03-24,7.500141143798828
2011-03-25,7.568953037261963
2011-03-28,7.5752081871032715
2011-03-29,7.568953037261963
2011-03-30,7.7440996170043945
2011-03-31,7.86295223236084
2011-04-01,7.894231796264648
2011-04-04,7.900485515594482
2011-04-05,7.856699466705322
2011-04-06,7.762868404388428
2011-04-07,7.712826728820801
2011-04-08,7.568953037261963
2011-04-11,7.487634658813477
2011-04-12,7.462613582611084
2011-04-13,7.518913269042969
2011-04-14,7.481377601623535
2011-04-15,7.431335926055908
2011-04-18,7.343759536743164
2011-04-19,7.362528324127197
2011-04-20,7.38754940032959
2011-04-21,7.7190842628479
2011-04-25,7.662784099578857
2011-04-26,7.581465721130371
2011-04-27,7.769125938415527
2011-04-28,7.337502956390381
2011-04-29,7.350015640258789
2011-05-02,7.1310811042785645
2011-05-03,7.162356853485107
2011-05-04,7.049760341644287
2011-05-05,7.0184831619262695
2011-05-06,7.08103609085083
2011-05-09,6.980952739715576
2011-05-10,7.068528175354004
2011-05-11,7.005972862243652
2011-05-12,7.1248250007629395
2011-05-13,7.231166839599609
2011-05-16,6.987206935882568
2011-05-17,6.974697113037109
2011-05-18,7.324995040893555
2011-05-19,7.425082206726074
2011-05-20,7.437592029571533
2011-05-23,7.350015640258789
2011-05-24,7.218655586242676
2011-05-25,7.33125114440918
2011-05-26,7.3750410079956055
2011-05-27,7.418824672698975
2011-05-31,7.462613582611084
2011-06-01,7.199888229370117
2011-06-02,7.193637847900391
2011-06-03,7.1310811042785645
2011-06-06,7.0372514724731445
2011-06-07,7.1310811042785645
2011-06-08,7.030465602874756
2011-06-09,7.483235836029053
2011-06-10,7.231698513031006
2011-06-13,7.250560283660889
2011-06-14,7.395193576812744
2011-06-15,7.307154655456543
2011-06-16,7.181387901306152
2011-06-17,7.1436543464660645
2011-06-20,7.200252056121826
2011-06-21,7.426637649536133
2011-06-22,7.307154655456543
2011-06-23,7.300867557525635
2011-06-24,7.206541061401367
2011-06-27,7.332305908203125
2011-06-28,7.596423625946045
2011-06-29,7.659306526184082
2011-06-30,7.860537528991699
2011-07-01,7.992596626281738
2011-07-05,8.017748832702637
2011-07-06,7.917135238647461
2011-07-07,8.074348449707031
2011-07-08,7.998879909515381
2011-07-11,7.772502899169922
2011-07-12,7.753636837005615
2011-07-13,7.646731853485107
2011-07-14,7.4958086013793945
2011-07-15,7.621578693389893
2011-07-18,7.458077430725098
2011-07-19,7.898268699645996
2011-07-20,7.772502899169922
2011-07-21,7.822807312011719
2011-07-22,7.961152076721191
2011-07-25,7.879404067993164
2011-07-26,7.854250907897949
2011-07-27,7.609000205993652
2011-07-28,6.370179653167725
2011-07-29,6.16895055770874
2011-08-01,6.0180277824401855
2011-08-02,5.6847405433654785
2011-08-03,5.8985490798950195
2011-08-04,5.496088027954102
2011-08-05,5.263417720794678
2011-08-08,4.710033893585205
2011-08-09,5.125070571899414
2011-08-10,4.961572170257568
2011-08-11,5.364029407501221
2011-08-12,5.433202266693115
2011-08-15,5.596702575683594
2011-08-16,5.527527809143066
2011-08-17,5.414340019226074
2011-08-18,4.936418533325195
2011-08-19,4.867244720458984
2011-08-22,4.892397403717041
2011-08-23,5.213107109069824
2011-08-24,5.175378799438477
2011-08-25,5.018167495727539
2011-08-26,5.081053256988525
2011-08-29,5.445781230926514
2011-08-30,5.452069282531738
2011-08-31,5.426915645599365
2011-09-01,5.162798881530762
2011-09-02,4.936418533325195
2011-09-06,4.772918701171875
2011-09-07,5.07082986831665
2011-09-08,4.9123663902282715
2011-09-09,4.74756383895874
2011-09-12,4.722209930419922
2011-09-13,4.842642307281494
2011-09-14,4.969414234161377
2011-09-15,5.04547643661499
2011-09-16,5.04547643661499
2011-09-19,4.7602410316467285
2011-09-20,5.153231620788574
2011-09-21,4.861656665802002
2011-09-22,4.589101314544678
2011-09-23,4.589101314544678
2011-09-26,4.722209930419922
2011-09-27,5.013782501220703
2011-09-28,4.608116626739502
2011-09-29,4.6968560218811035
2011-09-30,4.563747882843018
2011-10-03,4.4052839279174805
2011-10-04,4.722209930419922
2011-10-05,4.823626518249512
2011-10-06,4.937718391418457
2011-10-07,4.817288398742676
2011-10-10,4.975751876831055
2011-10-11,5.096185207366943
2011-10-12,5.203938961029053
2011-10-13,5.001106262207031
2011-10-14,5.077169418334961
2011-10-17,4.7158732414245605
2011-10-18,5.064492225646973
2011-10-19,5.10886287689209
2011-10-20,5.260986804962158
2011-10-21,5.343386650085449
2011-10-24,5.5462212562561035
2011-10-25,5.3180341720581055
2011-10-26,5.45114278793335
2011-10-27,5.6539764404296875
2011-10-28,6.287830352783203
2011-10-31,6.0089335441589355
2011-11-01,5.70468282699585
2011-11-02,5.9265336990356445
2011-11-03,6.161059856414795
2011-11-04,6.135704517364502
2011-11-07,6.148380756378174
2011-11-08,6.154716968536377
2011-11-09,5.888499736785889
2011-11-10,5.907517433166504
2011-11-11,6.072317600250244
2011-11-14,5.977241516113281
2011-11-15,5.970902442932129
2011-11-16,5.964561939239502
2011-11-17,5.831455230712891
2011-11-18,5.6793293952941895
2011-11-21,5.622283935546875
2011-11-22,5.5462212562561035
2011-11-23,5.2736616134643555
2011-11-25,5.330709457397461
2011-11-28,5.5715718269348145
2011-11-29,5.641778469085693
2011-11-30,5.986410140991211
2011-12-01,6.075759410858154
2011-12-02,6.0885233879089355
2011-12-05,6.228930950164795
2011-12-06,6.145964622497559
2011-12-07,6.152346611022949
2011-12-08,5.909825801849365
2011-12-09,6.114052772521973
2011-12-12,6.0374674797058105
2011-12-13,5.948118209838867
2011-12-14,5.680070877075195
2011-12-15,5.801329612731934
2011-12-16,5.801329612731934
2011-12-19,5.763038158416748
2011-12-20,5.986410140991211
2011-12-21,6.005557537078857
2011-12-22,6.075759410858154
2011-12-23,6.184253692626953
2011-12-27,6.184253692626953
2011-12-28,6.043851375579834
2011-12-29,6.184253692626953
2011-12-30,6.209784984588623
2012-01-03,6.484213352203369
2012-01-04,6.490595817565918
2012-01-05,6.548036098480225
2012-01-06,6.592710971832275
2012-01-09,6.650147914886475
2012-01-10,6.758646488189697
2012-01-11,6.675675392150879
2012-01-12,6.758646488189697
2012-01-13,6.720352649688721
2012-01-17,6.8224639892578125
2012-01-18,6.758646488189697
2012-01-19,6.809703826904297
2012-01-20,6.713967800140381
2012-01-23,6.6692962646484375
2012-01-24,6.6629133224487305
2012-01-25,6.688441276550293
2012-01-26,6.541654586791992
2012-01-27,6.509742259979248
2012-01-30,6.6692962646484375
2012-01-31,6.592710971832275
2012-02-01,6.75226354598999
2012-02-02,6.758646488189697
2012-02-03,6.9309611320495605
2012-02-06,6.943726062774658
2012-02-07,6.937343120574951
2012-02-08,6.924580097198486
2012-02-09,6.899050712585449
2012-02-10,6.847993850708008
2012-02-13,6.860760688781738
2012-02-14,6.828849792480469
2012-02-15,6.899050712585449
2012-02-16,6.975637435913086
2012-02-17,6.911814212799072
2012-02-21,6.969255447387695
2012-02-22,6.911814212799072
2012-02-23,6.962871074676514
2012-02-24,7.416003704071045
2012-02-27,7.537261962890625
2012-02-28,7.486202716827393
2012-02-29,7.479822158813477
2012-03-01,7.428766250610352
2012-03-02,7.384089946746826
2012-03-05,7.454292297363281
2012-03-06,7.269213676452637
2012-03-07,7.326955795288086
2012-03-08,7.551511764526367
2012-03-09,7.570763111114502
2012-03-12,7.5900092124938965
2012-03-13,7.679831027984619
2012-03-14,7.622089385986328
2012-03-15,7.5900092124938965
2012-03-16,7.570763111114502
2012-03-19,7.6734137535095215
2012-03-20,7.468106746673584
2012-03-21,7.391117572784424
2012-03-22,7.326955795288086
2012-03-23,7.294876575469971
2012-03-26,7.391117572784424
2012-03-27,7.480938911437988
2012-03-28,7.391117572784424
2012-03-29,7.2884602546691895
2012-03-30,7.3205413818359375
2012-04-02,7.160142421722412
2012-04-03,7.115231990814209
2012-04-04,7.038243770599365
2012-04-05,7.018995761871338
2012-04-09,6.9099225997924805
2012-04-10,6.755941867828369
2012-04-11,6.871428489685059
2012-04-12,7.057487487792969
2012-04-13,6.916337490081787
2012-04-16,6.9099225997924805
2012-04-17,7.0510735511779785
2012-04-18,6.942001819610596
2012-04-19,6.967665672302246
2012-04-20,6.974081516265869
2012-04-23,6.871428489685059
2012-04-24,6.980498313903809
2012-04-25,7.128063678741455
2012-04-26,7.545096397399902
2012-04-27,7.5258469581604
2012-04-30,7.577176570892334
2012-05-01,7.6734137535095215
2012-05-02,7.634920597076416
2012-05-03,7.545096397399902
2012-05-04,7.378283500671387
2012-05-07,7.339787006378174
2012-05-08,7.211469650268555
2012-05-09,7.301295757293701
2012-05-10,7.468106746673584
2012-05-11,7.442440509796143
2012-05-14,7.307709217071533
2012-05-15,7.237135410308838
2012-05-16,7.147311687469482
2012-05-17,6.980498313903809
2012-05-18,6.897093296051025
2012-05-21,6.871428489685059
2012-05-22,6.877840995788574
2012-05-23,6.9099225997924805
2012-05-24,6.922755241394043
2012-05-25,6.890674114227295
2012-05-29,7.0510735511779785
2012-05-30,6.8585944175720215
2012-05-31,6.666121482849121
2012-06-01,6.460808277130127
2012-06-04,6.428732395172119
2012-06-05,6.646871566772461
2012-06-06,6.898547172546387
2012-06-07,6.879187107086182
2012-06-08,6.995348930358887
2012-06-11,6.866281509399414
2012-06-12,6.969533443450928
2012-06-13,6.679134845733643
2012-06-14,6.672685146331787
2012-06-15,6.775936126708984
2012-06-18,6.711404800415039
2012-06-19,6.846923351287842
2012-06-20,6.950175762176514
2012-06-21,6.704953193664551
2012-06-22,6.6597795486450195
2012-06-25,6.524259090423584
2012-06-26,6.646871089935303
2012-06-27,6.775936126708984
2012-06-28,6.743671894073486
2012-06-29,7.001800537109375
2012-07-02,7.124413013458252
2012-07-03,7.343823432922363
2012-07-05,7.201852798461914
2012-07-06,7.001800537109375
2012-07-09,6.8856425285339355
2012-07-10,6.808205604553223
2012-07-11,6.724308967590332
2012-07-12,6.782390117645264
2012-07-13,6.905001640319824
2012-07-16,7.092146396636963
2012-07-17,7.440622329711914
2012-07-18,7.421267032623291
2012-07-19,7.459982872009277
2012-07-20,7.47934627532959
2012-07-23,7.318012714385986
2012-07-24,7.214763164520264
2012-07-25,7.092146396636963
2012-07-26,6.388739585876465
2012-07-27,6.530710697174072
2012-07-30,6.356473445892334
2012-07-31,6.369379043579102
2012-08-01,6.311299800872803
2012-08-02,6.246765613555908
2012-08-03,7.079240798950195
2012-08-06,6.524259090423584
2012-08-07,6.7307634353637695
2012-08-08,6.685591220855713
2012-08-09,6.956627368927002
2012-08-10,6.930813789367676
2012-08-13,6.866281509399414
2012-08-14,6.853375434875488
2012-08-15,6.917908191680908
2012-08-16,7.150227069854736
2012-08-17,7.2728376388549805
2012-08-20,7.3309173583984375
2012-08-21,7.382545471191406
2012-08-22,7.137321949005127
2012-08-23,7.008256912231445
2012-08-24,6.975989818572998
2012-08-27,6.943721294403076
2012-08-28,6.87273645401001
2012-08-29,6.905001640319824
2012-08-30,6.859830379486084
2012-08-31,6.866281509399414
2012-09-04,6.950651168823242
2012-09-05,6.976611614227295
2012-09-06,7.145346164703369
2012-09-07,7.125877380371094
2012-09-10,7.1907758712768555
2012-09-11,7.275144100189209
2012-09-12,7.521757125854492
2012-09-13,7.619105815887451
2012-09-14,7.560697078704834
2012-09-17,7.5671868324279785
2012-09-18,7.469837188720703
2012-09-19,7.580168724060059
2012-09-20,7.534739017486572
2012-09-21,7.515268802642822
2012-09-24,7.424411296844482
2012-09-25,7.301103115081787
2012-09-26,7.18428373336792
2012-09-27,7.229714870452881
2012-09-28,7.216738700866699
2012-10-01,7.197267055511475
2012-10-02,7.268653869628906
2012-10-03,7.3400444984436035
2012-10-04,7.391962051391602
2012-10-05,7.443880558013916
2012-10-08,7.417922496795654
2012-10-09,7.443880558013916
2012-10-10,7.320572376251221
2012-10-11,7.3400444984436035
2012-10-12,7.3075947761535645
2012-10-15,7.430899143218994
2012-10-16,7.353022575378418
2012-10-17,7.145346164703369
2012-10-18,7.203756332397461
2012-10-19,7.073957920074463
2012-10-22,7.067469596862793
2012-10-23,7.060978412628174
2012-10-24,7.022038459777832
2012-10-25,6.846813678741455
2012-10-26,6.678076267242432
2012-10-31,6.554769992828369
2012-11-01,6.658607006072998
2012-11-02,6.437950611114502
2012-11-05,6.528809070587158
2012-11-06,6.606686115264893
2012-11-07,6.4963603019714355
2012-11-08,6.386030673980713
2012-11-09,6.463911533355713
2012-11-12,6.450930595397949
2012-11-13,6.334112167358398
2012-11-14,6.191335201263428
2012-11-15,6.132928371429443
2012-11-16,6.22378396987915
2012-11-19,6.431459903717041
2012-11-20,6.4249701499938965
2012-11-21,6.470399379730225
2012-11-23,6.697546005249023
2012-11-26,6.6391377449035645
2012-11-27,6.665097236633301
2012-11-28,6.814364433288574
2012-11-29,6.997124195098877
2012-11-30,7.062397003173828
2012-12-03,6.931852340698242
2012-12-04,6.990596771240234
2012-12-05,7.114613056182861
2012-12-06,7.0558695793151855
2012-12-07,7.0362868309021
2012-12-10,6.990596771240234
2012-12-11,7.1929402351379395
2012-12-12,7.108086109161377
2012-12-13,7.042815685272217
2012-12-14,7.114613056182861
2012-12-17,7.160304069519043
2012-12-18,7.3365397453308105
2012-12-19,7.316956043243408
2012-12-20,7.454025745391846
2012-12-21,7.277790546417236
2012-12-24,7.186412811279297
2012-12-26,7.114613056182861
2012-12-27,7.06892204284668
2012-12-28,7.0362868309021
2012-12-31,7.1929402351379395
2013-01-02,7.591098785400391
2013-01-03,7.741220474243164
2013-01-04,7.6759490966796875
2013-01-07,7.682479381561279
2013-01-08,7.578042984008789
2013-01-09,7.591098785400391
2013-01-10,7.6628947257995605
2013-01-11,7.62373161315918
2013-01-14,7.6628947257995605
2013-01-15,7.6628947257995605
2013-01-16,7.62373161315918
2013-01-17,7.793438911437988
2013-01-18,7.793438911437988
2013-01-22,7.741220474243164
2013-01-23,7.839131832122803
2013-01-24,7.937038421630859
2013-01-25,7.9435625076293945
2013-01-28,7.91745662689209
2013-01-29,7.910924434661865
2013-01-30,7.858710289001465
2013-01-31,7.904399871826172
2013-02-01,7.995780944824219
2013-02-04,7.852181911468506
2013-02-05,7.937038421630859
2013-02-06,7.976199150085449
2013-02-07,7.884820938110352
2013-02-08,7.937038421630859
2013-02-11,7.930509567260742
2013-02-12,7.989249229431152
2013-02-13,8.093687057495117
2013-02-14,8.152433395385742
2013-02-15,8.20465087890625
2013-02-19,8.211177825927734
2013-02-20,8.145907402038574
2013-02-21,7.995780944824219
2013-02-22,8.211177825927734
2013-02-25,8.054526329040527
2013-02-26,8.106742858886719
2013-02-27,8.289502143859863
2013-02-28,8.341721534729004
2013-03-01,8.348249435424805
2013-03-04,8.374354362487793
2013-03-05,8.446155548095703
2013-03-06,8.380881309509277
2013-03-07,8.541735649108887
2013-03-08,8.600831031799316
2013-03-11,8.594261169433594
2013-03-12,8.5548677444458
2013-03-13,8.784662246704102
2013-03-14,8.784662246704102
2013-03-15,8.738706588745117
2013-03-18,8.61396312713623
2013-03-19,8.50234317779541
2013-03-20,8.594261169433594
2013-03-21,8.50234317779541
2013-03-22,8.561436653137207
2013-03-25,8.522042274475098
2013-03-26,8.581130981445312
2013-03-27,8.561436653137207
2013-03-28,8.5548677444458
2013-04-01,8.476085662841797
2013-04-02,8.535174369812012
2013-04-03,8.489215850830078
2013-04-04,8.541735649108887
2013-04-05,8.653353691101074
2013-04-08,8.76496696472168
2013-04-09,8.751834869384766
2013-04-10,8.961930274963379
2013-04-11,8.955368041992188
2013-04-12,8.961930274963379
2013-04-15,8.515475273132324
2013-04-16,8.666483879089355
2013-04-17,8.568002700805664
2013-04-18,8.48265266418457
2013-04-19,8.843750953674316
2013-04-22,8.902844429016113
2013-04-23,9.119505882263184
2013-04-24,9.185160636901855
2013-04-25,9.316469192504883
2013-04-26,9.172028541564941
2013-04-29,9.03415584564209
2013-04-30,9.086678504943848
2013-05-01,8.915974617004395
2013-05-02,9.152332305908203
2013-05-03,9.224552154541016
2013-05-06,9.270511627197266
2013-05-07,9.500306129455566
2013-05-08,9.51343822479248
2013-05-09,9.684137344360352
2013-05-10,9.769491195678711
2013-05-13,9.756360054016113
2013-05-14,9.808883666992188
2013-05-15,9.782621383666992
2013-05-16,9.651311874389648
2013-05-17,9.703834533691406
2013-05-20,9.657878875732422
2013-05-21,9.552828788757324
2013-05-22,9.480606079101562
2013-05-23,9.408387184143066
2013-05-24,9.559396743774414
2013-05-28,9.638181686401367
2013-05-29,9.454345703125
2013-05-30,9.480606079101562
2013-05-31,9.336169242858887
2013-06-03,9.296772003173828
2013-06-04,9.316469192504883
2013-06-05,9.121758460998535
2013-06-06,9.326371192932129
2013-06-07,9.676193237304688
2013-06-10,9.530981063842773
2013-06-11,9.464980125427246
2013-06-12,9.431977272033691
2013-06-13,9.709196090698242
2013-06-14,9.577186584472656
2013-06-17,9.662991523742676
2013-06-18,9.761995315551758
2013-06-19,9.623387336730957
2013-06-20,9.42537784576416
2013-06-21,9.418779373168945
2013-06-24,9.359371185302734
2013-06-25,9.451778411865234
2013-06-26,9.550786018371582
2013-06-27,9.669589042663574
2013-06-28,9.60358715057373
2013-07-01,9.709196090698242
2013-07-02,9.69599723815918
2013-07-03,9.814800262451172
2013-07-05,9.927007675170898
2013-07-08,10.065614700317383
2013-07-09,10.138219833374023
2013-07-10,10.17782211303711
2013-07-11,10.290034294128418
2013-07-12,10.369237899780273
2013-07-15,10.309830665588379
2013-07-16,10.323034286499023
2013-07-17,10.323034286499023
2013-07-18,10.422038078308105
2013-07-19,10.283430099487305
2013-07-22,10.323034286499023
2013-07-23,10.415435791015625
2013-07-24,10.402235984802246
2013-07-25,10.342832565307617
2013-07-26,10.47484302520752
2013-07-29,10.963269233703613
2013-07-30,11.068877220153809
2013-07-31,10.85766315460205
2013-08-01,10.890666961669922
2013-08-02,10.824661254882812
2013-08-05,10.778458595275879
2013-08-06,10.567245483398438
2013-08-07,10.534244537353516
2013-08-08,10.567245483398438
2013-08-09,10.646450996398926
2013-08-12,10.719057083129883
2013-08-13,10.6266508102417
2013-08-14,10.606849670410156
2013-08-15,10.44843864440918
2013-08-16,10.507843017578125
2013-08-19,10.461639404296875
2013-08-20,10.580445289611816
2013-08-21,10.488043785095215
2013-08-22,10.560647010803223
2013-08-23,10.567245483398438
2013-08-26,10.567245483398438
2013-08-27,10.336233139038086
2013-08-28,10.329632759094238
2013-08-29,10.53854751586914
2013-08-30,10.425798416137695
2013-09-03,10.638029098510742
2013-09-04,10.724251747131348
2013-09-05,10.70434856414795
