Date,T
2011-05-20,8.53075885772705
2011-05-23,8.465388298034668
2011-05-24,8.48717975616455
2011-05-25,8.443598747253418
2011-05-26,8.473560333251953
2011-05-27,8.52258586883545
2011-05-31,8.596132278442383
2011-06-01,8.489900588989258
2011-06-02,8.43542766571045
2011-06-03,8.348267555236816
2011-06-06,8.269279479980469
2011-06-07,8.255661964416504
2011-06-08,8.26382827758789
2011-06-09,8.261110305786133
2011-06-10,8.26382827758789
2011-06-13,8.321030616760254
2011-06-14,8.386401176452637
2011-06-15,8.266554832458496
2011-06-16,8.288344383239746
2011-06-17,8.380955696105957
2011-06-20,8.432709693908691
2011-06-21,8.473560333251953
2011-06-22,8.410918235778809
2011-06-23,8.367335319519043
2011-06-24,8.291071891784668
2011-06-27,8.378230094909668
2011-06-28,8.449047088623047
2011-06-29,8.51441764831543
2011-06-30,8.555274963378906
2011-07-01,8.628812789916992
2011-07-05,8.615196228027344
2011-07-06,8.66215991973877
2011-07-07,8.66215991973877
2011-07-08,8.637198448181152
2011-07-11,8.542891502380371
2011-07-12,8.53457260131836
2011-07-13,8.548439979553223
2011-07-14,8.481870651245117
2011-07-15,8.406980514526367
2011-07-18,8.35428237915039
2011-07-19,8.412530899047852
2011-07-20,8.384796142578125
2011-07-21,8.398660659790039
2011-07-22,8.409754753112793
2011-07-25,8.296034812927246
2011-07-26,8.30435562133789
2011-07-27,8.30990219116211
2011-07-28,8.11574649810791
2011-07-29,8.11574649810791
2011-08-01,8.187861442565918
2011-08-02,8.093560218811035
2011-08-03,8.182315826416016
2011-08-04,7.982611656188965
2011-08-05,8.024216651916504
2011-08-08,7.683053493499756
2011-08-09,8.00202751159668
2011-08-10,7.732981204986572
2011-08-11,7.888307094573975
2011-08-12,7.827284812927246
2011-08-15,7.990931034088135
2011-08-16,7.985383987426758
2011-08-17,8.09078311920166
2011-08-18,7.893856525421143
2011-08-19,7.763493061065674
2011-08-22,7.891079902648926
2011-08-23,8.038084983825684
2011-08-24,8.162900924682617
2011-08-25,8.060274124145508
2011-08-26,8.05472469329834
2011-08-29,8.11574649810791
2011-08-30,8.215597152709961
2011-08-31,7.89940071105957
2011-09-01,7.841154098510742
2011-09-02,7.780134677886963
2011-09-06,7.719113826751709
2011-09-07,7.802323818206787
2011-09-08,7.7551679611206055
2011-09-09,7.638678073883057
2011-09-12,7.732981204986572
2011-09-13,7.799553394317627
2011-09-14,7.838381290435791
2011-09-15,7.916045665740967
2011-09-16,8.026988983154297
2011-09-19,7.9271368980407715
2011-09-20,8.00202751159668
2011-09-21,7.849474906921387
2011-09-22,7.696926116943359
2011-09-23,7.724656105041504
2011-09-26,7.860569953918457
2011-09-27,7.952099800109863
2011-09-28,7.918817043304443
2011-09-29,7.999253749847412
2011-09-30,7.910492897033691
2011-10-03,7.81064510345459
2011-10-04,7.852248191833496
2011-10-05,8.013400077819824
2011-10-06,8.041706085205078
2011-10-07,8.050196647644043
2011-10-10,8.256830215454102
2011-10-11,8.143610000610352
2011-10-12,8.205881118774414
2011-10-13,8.237016677856445
2011-10-14,8.256830215454102
2011-10-17,8.21436882019043
2011-10-18,8.268153190612793
2011-10-19,8.234185218811035
2011-10-20,8.205881118774414
2011-10-21,8.245505332946777
2011-10-24,8.174744606018066
2011-10-25,8.041706085205078
2011-10-26,8.137945175170898
2011-10-27,8.34174633026123
2011-10-28,8.418172836303711
2011-10-31,8.29645824432373
2011-11-01,8.123793601989746
2011-11-02,8.231353759765625
2011-11-03,8.333259582519531
2011-11-04,8.253998756408691
2011-11-07,8.333259582519531
2011-11-08,8.338916778564453
2011-11-09,8.183235168457031
2011-11-10,8.253998756408691
2011-11-11,8.327595710754395
2011-11-14,8.262490272521973
2011-11-15,8.2794771194458
2011-11-16,8.146438598632812
2011-11-17,8.098318099975586
2011-11-18,8.106810569763184
2011-11-21,8.02755069732666
2011-11-22,7.948296546936035
2011-11-23,7.798276901245117
2011-11-25,7.758646011352539
2011-11-28,7.911497116088867
2011-11-29,7.942635536193848
2011-11-30,8.203048706054688
2011-12-01,8.163422584533691
2011-12-02,8.1973876953125
2011-12-05,8.251169204711914
2011-12-06,8.256830215454102
2011-12-07,8.321934700012207
2011-12-08,8.169083595275879
2011-12-09,8.217201232910156
2011-12-12,8.211541175842285
2011-12-13,8.22003173828125
2011-12-14,8.154928207397461
2011-12-15,8.14926815032959
2011-12-16,8.166252136230469
2011-12-19,8.135113716125488
2011-12-20,8.242676734924316
2011-12-21,8.293627738952637
2011-12-22,8.395529747009277
2011-12-23,8.454970359802246
2011-12-27,8.503093719482422
2011-12-28,8.477615356445312
2011-12-29,8.539888381958008
2011-12-30,8.559706687927246
2012-01-03,8.59933090209961
2012-01-04,8.613483428955078
2012-01-05,8.604992866516113
2012-01-06,8.56533145904541
2012-01-09,8.55955696105957
2012-01-10,8.588417053222656
2012-01-11,8.654789924621582
2012-01-12,8.69230842590332
2012-01-13,8.677877426147461
2012-01-17,8.72982406616211
2012-01-18,8.752912521362305
2012-01-19,8.77888298034668
2012-01-20,8.804856300354004
2012-01-23,8.773113250732422
2012-01-24,8.683650970458984
2012-01-25,8.718281745910645
2012-01-26,8.498952865600586
2012-01-27,8.415264129638672
2012-01-30,8.467209815979004
2012-01-31,8.48741340637207
2012-02-01,8.542242050170898
2012-02-02,8.597073554992676
2012-02-03,8.643244743347168
2012-02-06,8.64902114868164
2012-02-07,8.669221878051758
2012-02-08,8.663448333740234
2012-02-09,8.654789924621582
2012-02-10,8.611502647399902
2012-02-13,8.669221878051758
2012-02-14,8.677877426147461
2012-02-15,8.620158195495605
2012-02-16,8.663448333740234
2012-02-17,8.660562515258789
2012-02-21,8.755793571472168
2012-02-22,8.738484382629395
2012-02-23,8.790430068969727
2012-02-24,8.755793571472168
2012-02-27,8.76156997680664
2012-02-28,8.81063175201416
2012-02-29,8.827946662902832
2012-03-01,8.83948802947998
2012-03-02,8.908748626708984
2012-03-05,8.943379402160645
2012-03-06,8.868348121643066
2012-03-07,8.911635398864746
2012-03-08,8.946263313293457
2012-03-09,8.998209953308105
2012-03-12,9.07324504852295
2012-03-13,9.128076553344727
2012-03-14,9.076133728027344
2012-03-15,9.130963325500488
2012-03-16,9.116534233093262
2012-03-19,9.133849143981934
2012-03-20,9.174251556396484
2012-03-21,9.188681602478027
2012-03-22,9.151164054870605
2012-03-23,9.096333503723145
2012-03-26,9.174251556396484
2012-03-27,9.130963325500488
2012-03-28,9.050158500671387
2012-03-29,9.006868362426758
2012-03-30,9.012640953063965
2012-04-02,9.076133728027344
2012-04-03,9.070361137390137
2012-04-04,9.110762596130371
2012-04-05,9.096813201904297
2012-04-09,9.008606910705566
2012-04-10,8.858662605285645
2012-04-11,8.95274829864502
2012-04-12,9.067414283752441
2012-04-13,8.979207992553711
2012-04-16,8.99979019165039
2012-04-17,9.082113265991211
2012-04-18,9.040952682495117
2012-04-19,9.03801155090332
2012-04-20,9.073290824890137
2012-04-23,8.99979019165039
2012-04-24,9.32614803314209
2012-04-25,9.332025527954102
2012-04-26,9.537833213806152
2012-04-27,9.605461120605469
2012-04-30,9.676023483276367
2012-05-01,9.72012710571289
2012-05-02,9.714244842529297
2012-05-03,9.734827995300293
2012-05-04,9.661319732666016
2012-05-07,9.702486991882324
2012-05-08,9.714244842529297
2012-05-09,9.646624565124512
2012-05-10,9.740711212158203
2012-05-11,9.875951766967773
2012-05-14,9.858312606811523
2012-05-15,9.805387496948242
2012-05-16,9.758345603942871
2012-05-17,9.787751197814941
2012-05-18,9.896533012390137
2012-05-21,9.887716293334961
2012-05-22,9.861250877380371
2012-05-23,9.808327674865723
2012-05-24,9.890656471252441
2012-05-25,9.905353546142578
2012-05-29,9.978860855102539
2012-05-30,9.949458122253418
2012-05-31,10.04648208618164
2012-06-01,9.967098236083984
2012-06-04,10.040596008300781
2012-06-05,10.014141082763672
2012-06-06,10.161149024963379
2012-06-07,10.04354476928711
2012-06-08,10.15820598602295
2012-06-11,10.16996955871582
2012-06-12,10.284637451171875
2012-06-13,10.284637451171875
2012-06-14,10.493383407592773
2012-06-15,10.49926471710205
2012-06-18,10.475744247436523
2012-06-19,10.428698539733887
2012-06-20,10.411060333251953
2012-06-21,10.299334526062012
2012-06-22,10.340497016906738
2012-06-25,10.2758150100708
2012-06-26,10.284637451171875
2012-06-27,10.346379280090332
2012-06-28,10.405181884765625
2012-06-29,10.484562873840332
2012-07-02,10.643332481384277
2012-07-03,10.584528923034668
2012-07-05,10.516907691955566
2012-07-06,10.592392921447754
2012-07-09,10.62227725982666
2012-07-10,10.592392921447754
2012-07-11,10.538594245910645
2012-07-12,10.422027587890625
2012-07-13,10.565491676330566
2012-07-16,10.586416244506836
2012-07-17,10.705967903137207
2012-07-18,10.816549301147461
2012-07-19,10.60434627532959
2012-07-20,10.547558784484863
2012-07-23,10.574457168579102
2012-07-24,10.350297927856445
2012-07-25,10.559510231018066
2012-07-26,10.849431037902832
2012-07-27,11.100492477416992
2012-07-30,11.187167167663574
2012-07-31,11.333619117736816
2012-08-01,11.249931335449219
2012-08-02,11.220044136047363
2012-08-03,11.231996536254883
2012-08-06,11.240967750549316
2012-08-07,11.190155982971191
2012-08-08,11.187167167663574
2012-08-09,11.12739086151123
2012-08-10,11.205103874206543
2012-08-13,11.175211906433105
2012-08-14,11.133368492126465
2012-08-15,11.088536262512207
2012-08-16,11.130377769470215
2012-08-17,11.109457015991211
2012-08-20,11.025774002075195
2012-08-21,10.936104774475098
2012-08-22,10.927140235900879
2012-08-23,10.927140235900879
2012-08-24,11.043703079223633
2012-08-27,11.019794464111328
2012-08-28,10.951050758361816
2012-08-29,11.00484561920166
2012-08-30,10.96599006652832
2012-08-31,10.951050758361816
2012-09-04,11.001859664916992
2012-09-05,11.037726402282715
2012-09-06,11.190155982971191
2012-09-07,11.148309707641602
2012-09-10,11.184181213378906
2012-09-11,11.2439546585083
2012-09-12,11.273844718933105
2012-09-13,11.402359008789062
2012-09-14,11.136357307434082
2012-09-17,11.237975120544434
2012-09-18,11.255905151367188
2012-09-19,11.285801887512207
2012-09-20,11.339598655700684
2012-09-21,11.381441116333008
2012-09-24,11.432251930236816
2012-09-25,11.375462532043457
2012-09-26,11.381441116333008
2012-09-27,11.354538917541504
2012-09-28,11.267863273620605
2012-10-01,11.28281021118164
2012-10-02,11.300745010375977
2012-10-03,11.408340454101562
2012-10-04,11.45915412902832
2012-10-05,11.490277290344238
2012-10-08,11.429573059082031
2012-10-09,11.271761894226074
2012-10-10,11.204991340637207
2012-10-11,11.004688262939453
2012-10-12,10.813486099243164
2012-10-15,10.686018943786621
2012-10-16,10.743682861328125
2012-10-17,10.840799331665039
2012-10-18,10.931848526000977
2012-10-19,10.719405174255371
2012-10-22,10.701192855834961
2012-10-23,10.62228012084961
2012-10-24,10.534270286560059
2012-10-25,10.470535278320312
2012-10-26,10.509993553161621
2012-10-31,10.497854232788086
2012-11-01,10.649601936340332
2012-11-02,10.601037979125977
2012-11-05,10.57069206237793
2012-11-06,10.56158447265625
2012-11-07,10.2095308303833
2012-11-08,10.075995445251465
2012-11-09,10.179183959960938
2012-11-12,10.279338836669922
2012-11-13,10.303616523742676
2012-11-14,10.252023696899414
2012-11-15,10.142763137817383
2012-11-16,10.057784080505371
2012-11-19,10.26416301727295
2012-11-20,10.221672058105469
2012-11-21,10.27326774597168
2012-11-23,10.428048133850098
2012-11-26,10.309686660766602
2012-11-27,10.20346450805664
2012-11-28,10.20346450805664
2012-11-29,10.2975492477417
2012-11-30,10.358242988586426
2012-12-03,10.361278533935547
2012-12-04,10.294510841369629
2012-12-05,10.291474342346191
2012-12-06,10.212567329406738
2012-12-07,10.239882469177246
2012-12-10,10.236846923828125
2012-12-11,10.364311218261719
2012-12-12,10.467501640319824
2012-12-13,10.415907859802246
2012-12-14,10.321829795837402
2012-12-17,10.388592720031738
2012-12-18,10.421976089477539
2012-12-19,10.291474342346191
2012-12-20,10.370386123657227
2012-12-21,10.218637466430664
2012-12-24,10.239882469177246
2012-12-26,10.252023696899414
2012-12-27,10.215600967407227
2012-12-28,10.11241340637207
2012-12-31,10.230779647827148
2013-01-02,10.62228012084961
2013-01-03,10.628350257873535
2013-01-04,10.692087173461914
2013-01-07,10.740645408630371
2013-01-08,10.603524208068848
2013-01-09,10.56956672668457
2013-01-10,10.609700202941895
2013-01-11,10.578831672668457
2013-01-14,10.501654624938965
2013-01-15,10.42139720916748
2013-01-16,10.267053604125977
2013-01-17,10.248531341552734
2013-01-18,10.322614669799805
2013-01-22,10.375092506408691
2013-01-23,10.427574157714844
2013-01-24,10.418313026428223
2013-01-25,10.501654624938965
2013-01-28,10.535613059997559
2013-01-29,10.705391883850098
2013-01-30,10.643658638000488
2013-01-31,10.739349365234375
2013-02-01,10.961605072021484
2013-02-04,10.875171661376953
2013-02-05,10.912219047546387
2013-02-06,10.936908721923828
2013-02-07,10.887520790100098
2013-02-08,10.887520790100098
2013-02-11,10.875171661376953
2013-02-12,10.98939037322998
2013-02-13,10.933825492858887
2013-02-14,10.893693923950195
2013-02-15,10.915301322937012
2013-02-19,11.010998725891113
2013-02-20,10.949257850646973
2013-02-21,10.936908721923828
2013-02-22,11.014084815979004
2013-02-25,10.862826347351074
2013-02-26,10.955435752868652
2013-02-27,11.06656265258789
2013-02-28,11.085084915161133
2013-03-01,11.11595344543457
2013-03-04,11.183866500854492
2013-03-05,11.298080444335938
2013-03-06,11.202387809753418
2013-03-07,11.23325252532959
2013-03-08,11.322771072387695
2013-03-11,11.298080444335938
2013-03-12,11.335123062133789
2013-03-13,11.298080444335938
2013-03-14,11.378339767456055
2013-03-15,11.245606422424316
2013-03-18,11.159171104431152
2013-03-19,11.156084060668945
2013-03-20,11.171516418457031
2013-03-21,11.159171104431152
2013-03-22,11.245606422424316
2013-03-25,11.23325252532959
2013-03-26,11.341296195983887
2013-03-27,11.304254531860352
2013-03-28,11.325859069824219
2013-04-01,11.498729705810547
2013-04-02,11.59751033782959
2013-04-03,11.507993698120117
2013-04-04,11.70246410369873
2013-04-05,11.736421585083008
2013-04-08,11.797825813293457
2013-04-09,11.841732025146484
2013-04-10,11.973443984985352
2013-04-11,12.086344718933105
2013-04-12,12.102023124694824
2013-04-15,11.90131664276123
2013-04-16,11.898178100585938
2013-04-17,11.848004341125488
2013-04-18,11.83545970916748
2013-04-19,12.004804611206055
2013-04-22,12.145928382873535
2013-04-23,12.230602264404297
2013-04-24,11.615936279296875
2013-04-25,11.691202163696289
2013-04-26,11.615936279296875
2013-04-29,11.697466850280762
2013-04-30,11.747648239135742
2013-05-01,11.779011726379395
2013-05-02,11.779011726379395
2013-05-03,11.7100191116333
2013-05-06,11.631614685058594
2013-05-07,11.766463279724121
2013-05-08,11.86368179321289
2013-05-09,11.706878662109375
2013-05-10,11.716290473937988
2013-05-13,11.60339069366455
2013-05-14,11.675518035888672
2013-05-15,11.76960277557373
2013-05-16,11.722559928894043
2013-05-17,11.741374969482422
2013-05-20,11.672380447387695
2013-05-21,11.584576606750488
2013-05-22,11.484220504760742
2013-05-23,11.52185344696045
2013-05-24,11.524988174438477
2013-05-28,11.346235275268555
2013-05-29,11.26155948638916
2013-05-30,11.132981300354004
2013-05-31,10.973047256469727
2013-06-03,10.998133659362793
2013-06-04,11.186297416687012
2013-06-05,11.057718276977539
2013-06-06,11.230201721191406
2013-06-07,11.117303848266602
2013-06-10,11.286650657653809
2013-06-11,11.214520454406738
2013-06-12,11.170618057250977
2013-06-13,11.383867263793945
2013-06-14,11.26155948638916
2013-06-17,11.214520454406738
2013-06-18,11.343098640441895
2013-06-19,11.054581642150879
2013-06-20,10.772336959838867
2013-06-21,10.809968948364258
2013-06-24,10.80683422088623
2013-06-25,10.985586166381836
2013-06-26,11.079666137695312
2013-06-27,11.173750877380371
2013-06-28,11.101622581481934
2013-07-01,11.070260047912598
2013-07-02,11.142391204833984
2013-07-03,11.170618057250977
2013-07-05,11.236472129821777
2013-07-08,11.34675121307373
2013-07-09,11.353129386901855
2013-07-10,11.286154747009277
2013-07-11,11.439237594604492
2013-07-12,11.420103073120117
2013-07-15,11.337182998657227
2013-07-16,11.442421913146973
2013-07-17,11.467939376831055
2013-07-18,11.397773742675781
2013-07-19,11.420103073120117
2013-07-22,11.34675121307373
2013-07-23,11.420103073120117
2013-07-24,11.28934383392334
2013-07-25,11.30848503112793
2013-07-26,11.353129386901855
2013-07-29,11.442421913146973
2013-07-30,11.29572582244873
2013-07-31,11.247886657714844
2013-08-01,11.391396522521973
2013-08-02,11.407342910766602
2013-08-05,11.375452995300293
2013-08-06,11.314857482910156
2013-08-07,11.34994125366211
2013-08-08,11.254266738891602
2013-08-09,11.098002433776855
2013-08-12,11.136268615722656
2013-08-13,11.072489738464355
2013-08-14,11.0884370803833
2013-08-15,10.954492568969727
2013-08-16,10.900280952453613
2013-08-19,10.775904655456543
2013-08-20,10.80141544342041
2013-08-21,10.677045822143555
2013-08-22,10.78547191619873
2013-08-23,10.935358047485352
2013-08-26,10.78547191619873
2013-08-27,10.74401569366455
2013-08-28,10.70893383026123
2013-08-29,10.731256484985352
2013-08-30,10.788662910461426
2013-09-03,10.626015663146973
2013-09-04,10.759960174560547
2013-09-05,10.63239574432373
2013-09-06,10.654720306396484
2013-09-09,10.724882125854492
2013-09-10,10.833307266235352
2013-09-11,10.833307266235352
2013-09-12,10.96406078338623
