Date,GE
2010-04-19,66.27776336669922
2010-04-20,66.48773193359375
2010-04-21,66.59272003173828
2010-04-22,66.31273651123047
2010-04-23,66.732666015625
2010-04-26,67.53755187988281
2010-04-27,65.43790435791016
2010-04-28,66.31273651123047
2010-04-29,68.20244598388672
2010-04-30,65.99779510498047
2010-05-03,67.39755249023438
2010-05-04,65.01798248291016
2010-05-05,63.33830642700195
2010-05-06,60.573822021484375
2010-05-07,59.069114685058594
2010-05-10,63.128334045410156
2010-05-11,62.988372802734375
2010-05-12,64.528076171875
2010-05-13,63.163333892822266
2010-05-14,61.728607177734375
2010-05-17,61.448673248291016
2010-05-18,60.29385757446289
2010-05-19,60.39884567260742
2010-05-20,56.89948272705078
2010-05-21,57.459373474121094
2010-05-24,56.02465057373047
2010-05-25,55.81471252441406
2010-05-26,56.02465057373047
2010-05-27,58.29924392700195
2010-05-28,57.21444320678711
2010-06-01,55.91965866088867
2010-06-02,57.21444320678711
2010-06-03,57.56435012817383
2010-06-04,54.974857330322266
2010-06-07,53.92502212524414
2010-06-08,54.16999435424805
2010-06-09,53.610107421875
2010-06-10,54.869869232177734
2010-06-11,54.449947357177734
2010-06-14,53.85505294799805
2010-06-15,55.254783630371094
2010-06-16,55.46476364135742
2010-06-17,56.02820587158203
2010-06-18,56.16907501220703
2010-06-21,56.697303771972656
2010-06-22,55.605587005615234
2010-06-23,54.19699478149414
2010-06-24,53.10530471801758
2010-06-25,52.50664138793945
2010-06-28,52.823585510253906
2010-06-29,50.992374420166016
2010-06-30,50.78105926513672
2010-07-01,49.72459411621094
2010-07-02,48.87940216064453
2010-07-06,49.19636535644531
2010-07-07,51.485382080078125
2010-07-08,52.22492218017578
2010-07-09,52.64751434326172
2010-07-12,52.57705307006836
2010-07-13,53.5630989074707
2010-07-14,53.52788162231445
2010-07-15,53.7039794921875
2010-07-16,51.23885726928711
2010-07-19,51.485382080078125
2010-07-20,52.61228942871094
2010-07-21,52.26011657714844
2010-07-22,53.5630989074707
2010-07-23,55.32389450073242
2010-07-26,56.83816909790039
2010-07-27,56.97904968261719
2010-07-28,56.521217346191406
2010-07-29,56.87338638305664
2010-07-30,56.76771926879883
2010-08-02,57.78899002075195
2010-08-03,57.753787994384766
2010-08-04,58.035499572753906
2010-08-05,58.17637252807617
2010-08-06,57.92983627319336
2010-08-09,57.68336486816406
2010-08-10,57.22554397583008
2010-08-11,55.288692474365234
2010-08-12,54.58436965942383
2010-08-13,54.161781311035156
2010-08-16,54.4434928894043
2010-08-17,54.8660888671875
2010-08-18,55.288692474365234
2010-08-19,53.7039794921875
2010-08-20,52.929222106933594
2010-08-23,52.436222076416016
2010-08-24,51.30931091308594
2010-08-25,51.30931091308594
2010-08-26,51.06278991699219
2010-08-27,51.80232620239258
2010-08-30,51.133235931396484
2010-08-31,50.992374420166016
2010-09-01,52.858787536621094
2010-09-02,53.351806640625
2010-09-03,54.19699478149414
2010-09-07,54.37307357788086
2010-09-08,55.288692474365234
2010-09-09,56.02820587158203
2010-09-10,56.27471160888672
2010-09-13,57.22554397583008
2010-09-14,56.90859603881836
2010-09-15,57.542484283447266
2010-09-16,57.57796096801758
2010-09-17,57.79082489013672
2010-09-20,58.713199615478516
2010-09-21,58.606773376464844
2010-09-22,58.535823822021484
2010-09-23,57.2586784362793
2010-09-24,59.103450775146484
2010-09-27,58.287498474121094
2010-09-28,58.32296371459961
2010-09-29,58.03915023803711
2010-09-30,57.64891815185547
2010-10-01,58.03915023803711
2010-10-04,57.11676788330078
2010-10-05,58.57129669189453
2010-10-06,59.95487976074219
2010-10-07,60.48701477050781
2010-10-08,60.7353401184082
2010-10-11,60.1677360534668
2010-10-12,60.983699798583984
2010-10-13,61.30293273925781
2010-10-14,60.87727355957031
2010-10-15,57.8262939453125
2010-10-18,57.64891815185547
2010-10-19,57.010337829589844
2010-10-20,56.93938064575195
2010-10-21,57.11676788330078
2010-10-22,56.9748649597168
2010-10-25,56.9748649597168
2010-10-26,57.32962417602539
2010-10-27,57.15222930908203
2010-10-28,57.045806884765625
2010-10-29,56.83296585083008
2010-11-01,56.584632873535156
2010-11-02,56.54914474487305
2010-11-03,56.9748649597168
2010-11-04,58.57129669189453
2010-11-05,59.35177993774414
2010-11-08,59.280826568603516
2010-11-09,58.961517333984375
2010-11-10,58.713199615478516
2010-11-11,58.003684997558594
2010-11-12,57.64891815185547
2010-11-15,57.47151184082031
2010-11-16,56.26536178588867
2010-11-17,56.087947845458984
2010-11-18,56.90391159057617
2010-11-19,57.54249572753906
2010-11-22,56.868438720703125
2010-11-23,55.91058349609375
2010-11-24,56.54914474487305
2010-11-26,56.05247497558594
2010-11-29,56.65557861328125
2010-11-30,56.158931732177734
2010-12-01,57.8262939453125
2010-12-02,59.17439270019531
2010-12-03,59.52915954589844
2010-12-06,59.245365142822266
2010-12-07,60.416080474853516
2010-12-08,60.45154571533203
2010-12-09,60.77083969116211
2010-12-10,62.86390686035156
2010-12-13,62.50917053222656
2010-12-14,62.757503509521484
2010-12-15,62.04795455932617
2010-12-16,63.04130935668945
2010-12-17,62.79296112060547
2010-12-20,62.79296112060547
2010-12-21,63.50251007080078
2010-12-22,64.57518005371094
2010-12-23,64.5036392211914
2010-12-27,65.03999328613281
2010-12-28,65.50482177734375
2010-12-29,65.32606506347656
2010-12-30,65.03999328613281
2010-12-31,65.39753723144531
2011-01-03,65.36180877685547
2011-01-04,66.54173278808594
2011-01-05,66.64900970458984
2011-01-06,66.36297607421875
2011-01-07,65.89812469482422
2011-01-10,66.18421173095703
2011-01-11,66.61322784423828
2011-01-12,66.75628662109375
2011-01-13,66.5060043334961
2011-01-14,67.2926025390625
2011-01-18,66.5060043334961
2011-01-19,65.54056549072266
2011-01-20,65.89812469482422
2011-01-21,70.5821762084961
2011-01-24,71.65483856201172
2011-01-25,71.44033813476562
2011-01-26,71.22576904296875
2011-01-27,72.51299285888672
2011-01-28,72.22693634033203
2011-01-31,72.01239776611328
2011-02-01,74.372314453125
2011-02-02,74.05048370361328
2011-02-03,74.19351959228516
2011-02-04,73.51416778564453
2011-02-07,74.62257385253906
2011-02-08,76.08857727050781
2011-02-09,76.19583129882812
2011-02-10,76.0528335571289
2011-02-11,76.26737213134766
2011-02-14,76.87522888183594
2011-02-15,76.7321548461914
2011-02-16,76.66065979003906
2011-02-17,76.94672393798828
2011-02-18,76.66065979003906
2011-02-22,74.44380187988281
2011-02-23,72.83477783203125
2011-02-24,74.09489440917969
2011-02-25,74.9590072631836
2011-02-28,75.31902313232422
2011-03-01,72.90678405761719
2011-03-02,73.1588363647461
2011-03-03,74.70697021484375
2011-03-04,73.33882141113281
2011-03-07,73.37484741210938
2011-03-08,74.2749252319336
2011-03-09,74.2749252319336
2011-03-10,72.36675262451172
2011-03-11,73.30280303955078
2011-03-14,71.71868896484375
2011-03-15,70.60254669189453
2011-03-16,68.22634887695312
2011-03-17,69.19845581054688
2011-03-18,69.30644226074219
2011-03-21,70.9986343383789
2011-03-22,70.17053985595703
2011-03-23,70.31454467773438
2011-03-24,71.2146224975586
2011-03-25,71.10662078857422
2011-03-28,71.10662078857422
2011-03-29,71.50265502929688
2011-03-30,72.40275573730469
2011-03-31,72.18671417236328
2011-04-01,73.23079681396484
2011-04-04,73.91487121582031
2011-04-05,73.19479370117188
2011-04-06,73.98689270019531
2011-04-07,73.266845703125
2011-04-08,72.69076538085938
2011-04-11,72.65478515625
2011-04-12,72.04270935058594
2011-04-13,71.79069519042969
2011-04-14,72.00672912597656
2011-04-15,72.15072631835938
2011-04-18,71.93470001220703
2011-04-19,72.97882080078125
2011-04-20,73.44683837890625
2011-04-21,71.82666778564453
2011-04-25,71.61067199707031
2011-04-26,72.36675262451172
2011-04-27,74.34693908691406
2011-04-28,74.16690826416016
2011-04-29,73.62686920166016
2011-05-02,73.7348403930664
2011-05-03,74.31094360351562
2011-05-04,72.97882080078125
2011-05-05,71.64669036865234
2011-05-06,72.04270935058594
2011-05-09,72.25875091552734
2011-05-10,73.08683013916016
2011-05-11,72.33072662353516
2011-05-12,72.5107421875
2011-05-13,71.61067199707031
2011-05-16,71.14260864257812
2011-05-17,70.53058624267578
2011-05-18,71.14260864257812
2011-05-19,71.86270141601562
2011-05-20,70.63858032226562
2011-05-23,69.8105239868164
2011-05-24,68.76640319824219
2011-05-25,69.19845581054688
2011-05-26,69.91853332519531
2011-05-27,69.99051666259766
2011-05-31,70.7105712890625
2011-06-01,68.87443542480469
2011-06-02,68.73041534423828
2011-06-03,67.75830841064453
2011-06-06,66.4621810913086
2011-06-07,66.53418731689453
2011-06-08,66.6422348022461
2011-06-09,66.89424896240234
2011-06-10,65.95816040039062
2011-06-13,66.21016693115234
2011-06-14,66.96623229980469
2011-06-15,66.21016693115234
2011-06-16,66.93612670898438
2011-06-17,67.11766815185547
2011-06-20,67.08135223388672
2011-06-21,68.27922821044922
2011-06-22,67.37175750732422
2011-06-23,66.71834564208984
2011-06-24,65.23009490966797
2011-06-27,66.35535430908203
2011-06-28,66.93612670898438
2011-06-29,67.37175750732422
2011-06-30,68.46072387695312
2011-07-01,69.69491577148438
2011-07-05,69.1141128540039
2011-07-06,69.15040588378906
2011-07-07,70.05790710449219
2011-07-08,68.9326171875
2011-07-11,67.62583923339844
2011-07-12,66.71834564208984
2011-07-13,67.19025421142578
2011-07-14,67.26287078857422
2011-07-15,66.8272476196289
2011-07-18,66.39166259765625
2011-07-19,67.44436645507812
2011-07-20,68.2066650390625
2011-07-21,69.54969787597656
2011-07-22,69.1141128540039
2011-07-25,68.8237075805664
2011-07-26,67.37175750732422
2011-07-27,65.73828125
2011-07-28,65.73828125
2011-07-29,65.01226043701172
2011-08-01,65.23009490966797
2011-08-02,62.471343994140625
2011-08-03,63.415096282958984
2011-08-04,59.7851676940918
2011-08-05,59.93037796020508
2011-08-08,56.01004409790039
2011-08-09,57.93391799926758
2011-08-10,54.77583312988281
2011-08-11,56.917510986328125
2011-08-12,57.643489837646484
2011-08-15,59.494789123535156
2011-08-16,58.623592376708984
2011-08-17,58.91397476196289
2011-08-18,55.68332290649414
2011-08-19,54.77583312988281
2011-08-22,54.84846496582031
2011-08-23,56.40932083129883
2011-08-24,57.06270980834961
2011-08-25,56.08261489868164
2011-08-26,56.40932083129883
2011-08-29,58.22429656982422
2011-08-30,58.514671325683594
2011-08-31,59.20439147949219
2011-09-01,58.805076599121094
2011-09-02,57.20791244506836
2011-09-06,55.35664749145508
2011-09-07,57.353111267089844
2011-09-08,56.590824127197266
2011-09-09,54.77583312988281
2011-09-12,54.4854736328125
2011-09-13,55.93743133544922
2011-09-14,57.31679916381836
2011-09-15,58.9293098449707
2011-09-16,59.845497131347656
2011-09-19,59.29576873779297
2011-09-20,58.78271484375
2011-09-21,56.36396789550781
2011-09-22,55.11793899536133
2011-09-23,55.740966796875
2011-09-26,57.06026077270508
2011-09-27,57.75657653808594
2011-09-28,56.6204833984375
2011-09-29,58.12305450439453
2011-09-30,55.77761459350586
2011-10-03,53.83527755737305
2011-10-04,54.458309173583984
2011-10-05,55.96084976196289
2011-10-06,56.9136848449707
2011-10-07,56.80373001098633
2011-10-10,59.14918518066406
2011-10-11,59.14918518066406
2011-10-12,60.102020263671875
2011-10-13,59.44236373901367
2011-10-14,60.8349723815918
2011-10-17,59.479000091552734
2011-10-18,61.23809051513672
2011-10-19,60.54179382324219
2011-10-20,60.94493103027344
2011-10-21,59.772216796875
2011-10-24,60.285247802734375
2011-10-25,59.44236373901367
2011-10-26,59.918785095214844
2011-10-27,63.656829833984375
2011-10-28,63.21706008911133
2011-10-31,61.23809051513672
2011-11-01,58.70941162109375
2011-11-02,59.55229187011719
2011-11-03,61.09151077270508
2011-11-04,60.065406799316406
2011-11-07,60.065406799316406
2011-11-08,60.39519119262695
2011-11-09,58.08640670776367
2011-11-10,58.85601043701172
2011-11-11,59.73556900024414
2011-11-14,59.00259780883789
2011-11-15,59.36906051635742
2011-11-16,58.45287322998047
2011-11-17,57.31680679321289
2011-11-18,57.35342788696289
2011-11-21,55.85088348388672
2011-11-22,54.93470764160156
2011-11-23,53.98188400268555
2011-11-25,53.8719367980957
2011-11-28,54.23839569091797
2011-11-29,54.678184509277344
2011-11-30,58.30630111694336
2011-12-01,58.30630111694336
2011-12-02,58.965938568115234
2011-12-05,59.845497131347656
2011-12-06,61.2747688293457
2011-12-07,61.3480339050293
2011-12-08,59.772216796875
2011-12-09,61.71451187133789
2011-12-12,60.32191467285156
2011-12-13,60.175315856933594
2011-12-14,60.871604919433594
2011-12-15,61.531288146972656
2011-12-16,62.337547302246094
2011-12-19,61.78779983520508
2011-12-20,63.32699966430664
2011-12-21,64.82953643798828
2011-12-22,66.79072570800781
2011-12-23,67.456787109375
2011-12-27,66.6427230834961
2011-12-28,65.9766616821289
2011-12-29,66.86474609375
2011-12-30,66.27265930175781
2012-01-03,67.93779754638672
2012-01-04,68.67789459228516
2012-01-05,68.64088439941406
2012-01-06,69.01093292236328
2012-01-09,69.78797912597656
2012-01-10,69.26994323730469
2012-01-11,69.86199188232422
2012-01-12,70.04701232910156
2012-01-13,69.7139892578125
2012-01-17,69.34394836425781
2012-01-18,70.3800277709961
2012-01-19,70.86107635498047
2012-01-20,70.86107635498047
2012-01-23,70.08403015136719
2012-01-24,69.7139892578125
2012-01-25,70.78706359863281
2012-01-26,70.56504821777344
2012-01-27,70.41703033447266
2012-01-30,69.93598175048828
2012-01-31,69.2329330444336
2012-02-01,69.45494842529297
2012-02-02,69.38096618652344
2012-02-03,70.3800277709961
2012-02-06,70.49104309082031
2012-02-07,70.97208404541016
2012-02-08,71.19410705566406
2012-02-09,70.78706359863281
2012-02-10,69.86199188232422
2012-02-13,70.56504821777344
2012-02-14,70.08403015136719
2012-02-15,69.41795349121094
2012-02-16,70.343017578125
2012-02-17,71.34210205078125
2012-02-21,71.82318115234375
2012-02-22,71.7491683959961
2012-02-23,72.08514404296875
2012-02-24,71.82378387451172
2012-02-27,71.189208984375
2012-02-28,71.52516174316406
2012-02-29,71.1145248413086
2012-03-01,71.37583923339844
2012-03-02,70.81588745117188
2012-03-05,70.36793518066406
2012-03-06,68.76274108886719
2012-03-07,70.06925964355469
2012-03-08,71.03988647460938
2012-03-09,71.07721710205078
2012-03-12,71.4131851196289
2012-03-13,73.1303939819336
2012-03-14,73.87696075439453
2012-03-15,75.25821685791016
2012-03-16,75.40752410888672
2012-03-19,75.44487762451172
2012-03-20,74.9222412109375
2012-03-21,74.9222412109375
2012-03-22,74.10096740722656
2012-03-23,73.83964538574219
2012-03-26,74.84760284423828
2012-03-27,74.81024169921875
2012-03-28,74.6982421875
2012-03-29,74.47427368164062
2012-03-30,74.9222412109375
2012-04-02,74.73558044433594
2012-04-03,74.51162719726562
2012-04-04,73.69032287597656
2012-04-05,72.75707244873047
2012-04-09,71.67449188232422
2012-04-10,69.95730590820312
2012-04-11,70.96519470214844
2012-04-12,72.04778289794922
2012-04-13,70.47991180419922
2012-04-16,70.55455017089844
2012-04-17,72.19709777832031
2012-04-18,71.30119323730469
2012-04-19,71.45052337646484
2012-04-20,72.2717514038086
2012-04-23,71.189208984375
2012-04-24,72.9437026977539
2012-04-25,72.60775756835938
2012-04-26,73.24237823486328
2012-04-27,73.83964538574219
2012-04-30,73.09305572509766
2012-05-01,73.91432189941406
2012-05-02,73.80231475830078
2012-05-03,73.20502471923828
2012-05-04,72.19709777832031
2012-05-07,72.12244415283203
2012-05-08,71.86114501953125
2012-05-09,70.59191131591797
2012-05-10,71.26387023925781
2012-05-11,70.96519470214844
2012-05-14,69.43466186523438
2012-05-15,68.68805694580078
2012-05-16,70.92788696289062
2012-05-17,70.47991180419922
2012-05-18,70.74121856689453
2012-05-21,71.37583923339844
2012-05-22,71.59981536865234
2012-05-23,71.59981536865234
2012-05-24,71.86114501953125
2012-05-25,71.67449188232422
2012-05-29,72.2344741821289
2012-05-30,71.07721710205078
2012-05-31,71.26387023925781
2012-06-01,69.2106704711914
2012-06-04,67.7547836303711
2012-06-05,68.09073638916016
2012-06-06,70.47991180419922
2012-06-07,70.92788696289062
2012-06-08,71.67449188232422
2012-06-11,71.33853149414062
2012-06-12,72.7197494506836
2012-06-13,72.30911254882812
2012-06-14,73.6156997680664
2012-06-15,74.8697738647461
2012-06-18,73.93386840820312
2012-06-19,74.8697738647461
2012-06-20,75.24410247802734
2012-06-21,73.73392486572266
2012-06-22,74.791015625
2012-06-25,73.69618225097656
2012-06-26,74.75328063964844
2012-06-27,75.99918365478516
2012-06-28,76.26346588134766
2012-06-29,78.6797103881836
2012-07-02,77.35832214355469
2012-07-03,77.13179779052734
2012-07-05,76.75425720214844
2012-07-06,75.50839233398438
2012-07-09,75.65935516357422
2012-07-10,74.07374572753906
2012-07-11,74.30024719238281
2012-07-12,73.3941421508789
2012-07-13,74.64004516601562
2012-07-16,73.96046447753906
2012-07-17,74.45127868652344
2012-07-18,74.90431213378906
2012-07-19,74.75328063964844
2012-07-20,75.017578125
2012-07-23,75.8481674194336
2012-07-24,75.3951187133789
2012-07-25,75.50839233398438
2012-07-26,77.6225814819336
2012-07-27,78.9817886352539
2012-07-30,78.52871704101562
2012-07-31,78.33992004394531
2012-08-01,78.26441955566406
2012-08-02,77.47158813476562
2012-08-03,79.13275146484375
2012-08-06,79.1705322265625
2012-08-07,79.73682403564453
2012-08-08,79.3215560913086
2012-08-09,79.51029968261719
2012-08-10,79.66133117675781
2012-08-13,79.24603271484375
2012-08-14,79.05726623535156
2012-08-15,79.13275146484375
2012-08-16,79.4725570678711
2012-08-17,79.28378295898438
2012-08-20,79.01951599121094
2012-08-21,78.71745300292969
2012-08-22,78.4532241821289
2012-08-23,77.92465209960938
2012-08-24,78.52871704101562
2012-08-27,78.71745300292969
2012-08-28,78.56646728515625
2012-08-29,78.60418701171875
2012-08-30,77.92465209960938
2012-08-31,78.18891906738281
2012-09-04,77.43384552001953
2012-09-05,77.9623794555664
2012-09-06,80.45416259765625
2012-09-07,81.51129150390625
2012-09-10,81.09599304199219
2012-09-11,81.51129150390625
2012-09-12,82.6439208984375
2012-09-13,83.13472747802734
2012-09-14,83.47450256347656
2012-09-17,83.24796295166016
2012-09-18,83.96529388427734
2012-09-19,84.6826400756836
2012-09-20,85.3293685913086
2012-09-21,85.70980072021484
2012-09-24,85.06306457519531
2012-09-25,84.87286376953125
2012-09-26,84.07392883300781
2012-09-27,86.47061157226562
2012-09-28,86.39456939697266
2012-10-01,86.77498626708984
2012-10-02,86.69890594482422
2012-10-03,87.15538787841797
2012-10-04,87.30755615234375
2012-10-05,87.95430755615234
2012-10-08,87.19342041015625
2012-10-09,86.05218505859375
2012-10-10,85.3293685913086
2012-10-11,85.6336898803711
2012-10-12,85.51959991455078
2012-10-15,86.12825012207031
2012-10-16,86.12825012207031
2012-10-17,87.15538787841797
2012-10-18,86.77498626708984
2012-10-19,83.80767059326172
2012-10-22,82.55225372314453
2012-10-23,80.95447540283203
2012-10-24,80.87840270996094
2012-10-25,80.87840270996094
2012-10-26,80.30774688720703
2012-10-31,80.11752319335938
2012-11-01,81.1827163696289
2012-11-02,81.06859588623047
2012-11-05,81.44902801513672
2012-11-06,82.13379669189453
2012-11-07,80.38382720947266
2012-11-08,79.47080993652344
2012-11-09,79.88926696777344
2012-11-12,79.47080993652344
2012-11-13,78.67193603515625
2012-11-14,76.12307739257812
2012-11-15,76.3132553100586
2012-11-16,76.65563201904297
2012-11-19,78.5958480834961
2012-11-20,78.44368743896484
2012-11-21,78.67193603515625
2012-11-23,80.04143524169922
2012-11-26,80.11752319335938
2012-11-27,79.39473724365234
2012-11-28,80.42188262939453
2012-11-29,80.38382720947266
2012-11-30,80.38382720947266
2012-12-03,79.20449829101562
2012-12-04,79.3567123413086
2012-12-05,80.76424407958984
2012-12-06,81.296875
2012-12-07,81.63922882080078
2012-12-10,81.37296295166016
2012-12-11,81.8294448852539
2012-12-12,82.85662841796875
2012-12-13,82.24794006347656
2012-12-14,82.24794006347656
2012-12-17,83.42724609375
2012-12-18,82.51422119140625
2012-12-19,79.92733001708984
2012-12-20,80.81026458740234
2012-12-21,80.15766143798828
2012-12-24,79.92731475830078
2012-12-26,79.7353744506836
2012-12-27,79.42823791503906
2012-12-28,78.46852111816406
2012-12-31,80.57994842529297
2013-01-02,81.92356872558594
2013-01-03,81.00225067138672
2013-01-04,81.38616180419922
2013-01-07,81.1174087524414
2013-01-08,80.23445129394531
2013-01-09,80.4263916015625
2013-01-10,81.2709732055664
2013-01-11,81.1174087524414
2013-01-14,81.07902526855469
2013-01-15,81.38616180419922
2013-01-16,81.07902526855469
2013-01-17,81.77002716064453
2013-01-18,84.61087799072266
2013-01-22,84.49568176269531
2013-01-23,84.22697448730469
2013-01-24,84.64922332763672
2013-01-25,85.57061767578125
2013-01-28,86.37678527832031
2013-01-29,86.37678527832031
2013-01-30,85.34029388427734
2013-01-31,85.5322265625
2013-02-01,86.83748626708984
2013-02-04,85.64740753173828
2013-02-05,86.53034973144531
2013-02-06,86.14644622802734
2013-02-07,86.30004119873047
2013-02-08,86.37678527832031
2013-02-11,86.18482971191406
2013-02-12,86.68389892578125
2013-02-13,89.79347229003906
2013-02-14,89.87024688720703
2013-02-15,89.40957641601562
2013-02-19,91.17547607421875
2013-02-20,89.87024688720703
2013-02-21,90.02506256103516
2013-02-22,90.52822875976562
2013-02-25,88.28341674804688
2013-02-26,89.21231079101562
2013-02-27,90.45079803466797
2013-02-28,89.87024688720703
2013-03-01,89.754150390625
2013-03-04,90.06375885009766
2013-03-05,91.30229949951172
2013-03-06,91.61192321777344
2013-03-07,91.65062713623047
2013-03-08,91.99897003173828
2013-03-11,91.41840362548828
2013-03-12,90.60562133789062
2013-03-13,90.91523742675781
2013-03-14,91.68931579589844
2013-03-15,90.72172546386719
2013-03-18,89.98639678955078
2013-03-19,90.25730895996094
2013-03-20,90.79912567138672
2013-03-21,90.14117431640625
2013-03-22,90.45079803466797
2013-03-25,89.94766998291016
2013-03-26,89.48322296142578
2013-03-27,89.40580749511719
2013-03-28,89.48322296142578
2013-04-01,89.32837677001953
2013-04-02,90.3346939086914
2013-04-03,89.01878356933594
2013-04-04,89.32837677001953
2013-04-05,88.74784088134766
2013-04-08,89.48322296142578
2013-04-09,89.25098419189453
2013-04-10,91.26358795166016
2013-04-11,91.30229949951172
2013-04-12,90.79912567138672
2013-04-15,88.28341674804688
2013-04-16,89.40580749511719
2013-04-17,88.08988189697266
2013-04-18,87.7415542602539
2013-04-19,84.18080139160156
2013-04-22,82.63264465332031
2013-04-23,83.21321868896484
2013-04-24,84.99356079101562
2013-04-25,84.95484924316406
2013-04-26,85.961181640625
2013-04-29,86.1933822631836
2013-04-30,86.27081298828125
2013-05-01,85.72892761230469
2013-05-02,86.38692474365234
2013-05-03,87.35449981689453
2013-05-06,87.39322662353516
2013-05-07,87.78023529052734
2013-05-08,89.0574722290039
2013-05-09,88.16728210449219
2013-05-10,88.63177490234375
2013-05-13,88.43822479248047
2013-05-14,89.0574722290039
2013-05-15,89.94766998291016
2013-05-16,90.06375885009766
2013-05-17,90.79912567138672
2013-05-20,91.22488403320312
2013-05-21,91.5732192993164
2013-05-22,92.34730529785156
2013-05-23,91.5732192993164
2013-05-24,91.070068359375
2013-05-28,91.34101104736328
2013-05-29,91.49581909179688
2013-05-30,91.34101104736328
2013-05-31,90.25730895996094
2013-06-03,91.49581909179688
2013-06-04,91.5732192993164
2013-06-05,90.25730895996094
2013-06-06,90.48953247070312
2013-06-07,92.34730529785156
2013-06-10,92.03765869140625
2013-06-11,91.26358795166016
2013-06-12,90.9539794921875
2013-06-13,91.65062713623047
2013-06-14,91.03138732910156
2013-06-17,91.99897003173828
2013-06-18,94.16636657714844
2013-06-19,92.8117446899414
2013-06-20,90.70503997802734
2013-06-21,91.13416290283203
2013-06-24,89.45662689208984
2013-06-25,90.15888214111328
2013-06-26,90.70503997802734
2013-06-27,90.9781265258789
2013-06-28,90.47099304199219
2013-07-01,91.05615997314453
2013-07-02,89.33961486816406
2013-07-03,89.37862396240234
2013-07-05,90.66603088378906
2013-07-08,90.9781265258789
2013-07-09,92.14851379394531
2013-07-10,91.8364028930664
2013-07-11,93.39695739746094
2013-07-12,92.6947021484375
2013-07-15,92.18753051757812
2013-07-16,91.40727996826172
2013-07-17,91.8364028930664
2013-07-18,92.18753051757812
2013-07-19,96.43994140625
2013-07-22,96.98611450195312
2013-07-23,96.40093231201172
2013-07-24,96.04985046386719
2013-07-25,96.32293701171875
2013-07-26,96.1668701171875
2013-07-29,95.54264831542969
2013-07-30,95.50364685058594
2013-07-31,95.07450866699219
2013-08-01,96.04985046386719
2013-08-02,96.36190795898438
2013-08-05,95.65968322753906
2013-08-06,94.84041595458984
2013-08-07,94.95744323730469
2013-08-08,94.9184341430664
2013-08-09,94.6063232421875
2013-08-12,94.68435668945312
2013-08-13,94.4112777709961
2013-08-14,93.90411376953125
2013-08-15,93.6310043334961
2013-08-16,93.43595123291016
2013-08-19,93.04582977294922
2013-08-20,92.53864288330078
2013-08-21,92.1094970703125
2013-08-22,92.77275848388672
2013-08-23,92.77275848388672
2013-08-26,92.1094970703125
2013-08-27,90.43196868896484
2013-08-28,90.50997161865234
2013-08-29,90.15888214111328
2013-08-30,90.27590942382812
2013-09-03,89.96381378173828
2013-09-04,90.39295959472656
2013-09-05,90.35395812988281
2013-09-06,90.35395812988281
2013-09-09,91.25122833251953
2013-09-10,93.12384796142578
2013-09-11,93.98213958740234
2013-09-12,93.04582977294922
2013-09-13,92.77275848388672
2013-09-16,94.17719268798828
2013-09-17,95.3865966796875
2013-09-18,96.98611450195312
2013-09-19,96.16056823730469
