Date,PCAR
2010-11-04,21.675058364868164
2010-11-05,21.70650291442871
2010-11-08,21.502195358276367
2010-11-09,21.04645538330078
2010-11-10,21.19575309753418
2010-11-11,21.199684143066406
2010-11-12,20.751798629760742
2010-11-15,20.747867584228516
2010-11-16,20.25678062438965
2010-11-17,20.3394775390625
2010-11-18,21.040428161621094
2010-11-19,21.320018768310547
2010-11-22,21.162504196166992
2010-11-23,20.78839683532715
2010-11-24,21.733501434326172
2010-11-26,21.532670974731445
2010-11-29,21.331830978393555
2010-11-30,21.20975685119629
2010-12-01,22.005218505859375
2010-12-02,22.135162353515625
2010-12-03,22.154855728149414
2010-12-06,21.946163177490234
2010-12-07,21.981592178344727
2010-12-08,21.973712921142578
2010-12-09,22.146987915039062
2010-12-10,22.33207130432129
2010-12-13,22.198183059692383
2010-12-14,22.53290557861328
2010-12-15,22.623958587646484
2010-12-16,22.71895980834961
2010-12-17,22.366641998291016
2010-12-20,22.457687377929688
2010-12-21,22.61604118347168
2010-12-22,22.635822296142578
2010-12-23,22.60811996459961
2010-12-27,22.576444625854492
2010-12-28,22.612077713012695
2010-12-29,22.7585506439209
2010-12-30,22.703134536743164
2010-12-31,22.69917106628418
2011-01-03,22.897106170654297
2011-01-04,22.61604118347168
2011-01-05,22.813980102539062
2011-01-06,22.754589080810547
2011-01-07,22.457687377929688
2011-01-10,22.671459197998047
2011-01-11,22.742712020874023
2011-01-12,22.72687339782715
2011-01-13,22.327058792114258
2011-01-14,22.31913185119629
2011-01-18,22.406234741210938
2011-01-19,22.10932159423828
2011-01-20,21.852006912231445
2011-01-21,21.81242561340332
2011-01-24,21.982641220092773
2011-01-25,22.101404190063477
2011-01-26,22.295381546020508
2011-01-27,22.390390396118164
2011-01-28,21.701580047607422
2011-01-31,22.362674713134766
2011-02-01,20.565425872802734
2011-02-02,20.054767608642578
2011-02-03,19.99141502380371
2011-02-04,20.031015396118164
2011-02-07,20.17747688293457
2011-02-08,20.38333511352539
2011-02-09,20.126018524169922
2011-02-10,20.375411987304688
2011-02-11,20.791072845458984
2011-02-14,20.886089324951172
2011-02-15,20.84640884399414
2011-02-16,21.02098846435547
2011-02-17,20.794830322265625
2011-02-18,20.89004898071289
2011-02-22,20.239351272583008
2011-02-23,19.775115966796875
2011-02-24,19.802900314331055
2011-02-25,19.886219024658203
2011-02-28,19.89019012451172
2011-03-01,19.437870025634766
2011-03-02,19.394222259521484
2011-03-03,19.93382453918457
2011-03-04,19.521188735961914
2011-03-07,19.21567726135254
2011-03-08,19.298995971679688
2011-03-09,19.27916145324707
2011-03-10,18.8942928314209
2011-03-11,19.35057830810547
2011-03-14,19.21567726135254
2011-03-15,19.060935974121094
2011-03-16,18.8942928314209
2011-03-17,19.128387451171875
2011-03-18,19.227584838867188
2011-03-21,20.060800552368164
2011-03-22,19.544994354248047
2011-03-23,19.477548599243164
2011-03-24,19.691804885864258
2011-03-25,19.783063888549805
2011-03-28,19.402156829833984
2011-03-29,19.961610794067383
2011-03-30,20.588502883911133
2011-03-31,20.774988174438477
2011-04-01,21.20349884033203
2011-04-04,21.064645767211914
2011-04-05,20.945602416992188
2011-04-06,20.96147918701172
2011-04-07,20.945602416992188
2011-04-08,20.346487045288086
2011-04-11,20.124277114868164
2011-04-12,19.961610794067383
2011-04-13,19.89019012451172
2011-04-14,19.838607788085938
2011-04-15,20.405986785888672
2011-04-18,19.961610794067383
2011-04-19,20.70753288269043
2011-04-20,21.282861709594727
2011-04-21,21.13605499267578
2011-04-25,20.850372314453125
2011-04-26,21.409818649291992
2011-04-27,21.5487003326416
2011-04-28,21.326501846313477
2011-04-29,21.072566986083984
2011-05-02,21.060659408569336
2011-05-03,21.03289222717285
2011-05-04,21.140018463134766
2011-05-05,20.909896850585938
2011-05-06,21.03289222717285
2011-05-09,21.02495574951172
2011-05-10,21.282861709594727
2011-05-11,21.1638240814209
2011-05-12,21.132083892822266
2011-05-13,20.501222610473633
2011-05-16,20.22744369506836
2011-05-17,19.9450740814209
2011-05-18,20.287105560302734
2011-05-19,20.426292419433594
2011-05-20,20.10415267944336
2011-05-23,19.690532684326172
2011-05-24,19.72235679626465
2011-05-25,19.960979461669922
2011-05-26,19.84166717529297
2011-05-27,19.666677474975586
2011-05-31,19.885419845581055
2011-06-01,18.942852020263672
2011-06-02,18.938861846923828
2011-06-03,18.839441299438477
2011-06-06,18.97466468811035
2011-06-07,19.09000015258789
2011-06-08,18.652524948120117
2011-06-09,18.66842269897461
2011-06-10,18.203109741210938
2011-06-13,18.09572982788086
2011-06-14,18.648540496826172
2011-06-15,18.195159912109375
2011-06-16,18.342308044433594
2011-06-17,18.958751678466797
2011-06-20,19.038293838500977
2011-06-21,19.467817306518555
2011-06-22,19.372364044189453
2011-06-23,19.523500442504883
2011-06-24,19.27294158935547
2011-06-27,19.455886840820312
2011-06-28,19.778030395507812
2011-06-29,19.865530014038086
2011-06-30,20.318918228149414
2011-07-01,20.700719833374023
2011-07-05,20.668899536132812
2011-07-06,20.54163932800293
2011-07-07,21.233642578125
2011-07-08,20.78026008605957
2011-07-11,20.06438446044922
2011-07-12,20.100177764892578
2011-07-13,19.988821029663086
2011-07-14,19.52747917175293
2011-07-15,19.599063873291016
2011-07-18,19.245100021362305
2011-07-19,19.750192642211914
2011-07-20,19.801898956298828
2011-07-21,19.9450740814209
2011-07-22,19.972904205322266
2011-07-25,20.044506072998047
2011-07-26,17.904827117919922
2011-07-27,17.43950653076172
2011-07-28,17.173044204711914
2011-07-29,17.02589225769043
2011-08-01,16.76340103149414
2011-08-02,16.047521591186523
2011-08-03,15.944130897521973
2011-08-04,15.506648063659668
2011-08-05,15.590168952941895
2011-08-08,14.206140518188477
2011-08-09,14.838495254516602
2011-08-10,14.277727127075195
2011-08-11,14.59192180633545
2011-08-12,14.651570320129395
2011-08-15,15.144731521606445
2011-08-16,15.056818962097168
2011-08-17,14.888989448547363
2011-08-18,13.937941551208496
2011-08-19,13.594293594360352
2011-08-22,13.662227630615234
2011-08-23,14.337541580200195
2011-08-24,14.557323455810547
2011-08-25,14.129756927490234
2011-08-26,14.305580139160156
2011-08-29,15.184693336486816
2011-08-30,15.232647895812988
2011-08-31,15.036844253540039
2011-09-01,14.769113540649414
2011-09-02,14.253625869750977
2011-09-06,14.173715591430664
2011-09-07,14.713166236877441
2011-09-08,14.59328556060791
2011-09-09,14.137741088867188
2011-09-12,14.213671684265137
2011-09-13,14.40947151184082
2011-09-14,14.837045669555664
2011-09-15,15.336531639099121
2011-09-16,15.224654197692871
2011-09-19,15.044836044311523
2011-09-20,14.849030494689941
2011-09-21,14.161720275878906
2011-09-22,13.354536056518555
2011-09-23,13.610282897949219
2011-09-26,13.977917671203613
2011-09-27,14.473414421081543
2011-09-28,14.009880065917969
2011-09-29,14.261621475219727
2011-09-30,13.514374732971191
2011-10-03,13.038857460021973
2011-10-04,13.750137329101562
2011-10-05,14.225658416748047
2011-10-06,14.59328556060791
2011-10-07,14.457425117492676
2011-10-10,14.936939239501953
2011-10-11,15.196682929992676
2011-10-12,15.540332794189453
2011-10-13,15.500371932983398
2011-10-14,15.919949531555176
2011-10-17,15.452423095703125
2011-10-18,16.11575698852539
2011-10-19,16.019855499267578
2011-10-20,15.987886428833008
2011-10-21,16.287572860717773
2011-10-24,16.93492317199707
2011-10-25,16.575294494628906
2011-10-26,16.5872745513916
2011-10-27,17.538312911987305
2011-10-28,17.6581974029541
2011-10-31,17.278581619262695
2011-11-01,16.863000869750977
2011-11-02,17.090770721435547
2011-11-03,17.518346786499023
2011-11-04,17.406450271606445
2011-11-07,17.374479293823242
2011-11-08,17.578277587890625
2011-11-09,16.703157424926758
2011-11-10,16.72313690185547
2011-11-11,17.046810150146484
2011-11-14,16.503360748291016
2011-11-15,16.471393585205078
2011-11-16,16.170381546020508
2011-11-17,15.817193984985352
2011-11-18,15.7168550491333
2011-11-21,15.407820701599121
2011-11-22,15.199121475219727
2011-11-23,14.870006561279297
2011-11-25,14.962320327758789
2011-11-28,15.459996223449707
2011-11-29,15.379729270935059
2011-11-30,16.282758712768555
2011-12-01,16.194459915161133
2011-12-02,16.190448760986328
2011-12-05,16.270723342895508
2011-12-06,16.198482513427734
2011-12-07,15.961673736572266
2011-12-08,15.548293113708496
2011-12-09,16.094131469726562
2011-12-12,15.524208068847656
2011-12-13,15.090753555297852
2011-12-14,14.962320327758789
2011-12-15,14.880510330200195
2011-12-16,14.815070152282715
2011-12-19,14.512388229370117
2011-12-20,15.252730369567871
2011-12-21,15.154565811157227
2011-12-22,15.359081268310547
2011-12-23,15.534961700439453
2011-12-27,15.530869483947754
2011-12-28,15.064576148986816
2011-12-29,15.322273254394531
2011-12-30,15.326349258422852
2012-01-03,15.870367050170898
2012-01-04,15.809015274047852
2012-01-05,16.508455276489258
2012-01-06,16.4184627532959
2012-01-09,16.61481285095215
2012-01-10,17.19971466064453
2012-01-11,17.256980895996094
2012-01-12,17.306060791015625
2012-01-13,17.35923957824707
2012-01-17,17.547386169433594
2012-01-18,17.592382431030273
2012-01-19,17.960512161254883
2012-01-20,17.956424713134766
2012-01-23,18.11594581604004
2012-01-24,18.40635108947754
2012-01-25,18.631322860717773
2012-01-26,18.222288131713867
2012-01-27,18.23865509033203
2012-01-30,18.070941925048828
2012-01-31,18.079126358032227
2012-02-01,18.038227081298828
2012-02-02,17.686466217041016
2012-02-03,18.09958267211914
2012-02-06,17.91960906982422
2012-02-07,17.944149017333984
2012-02-08,17.91142463684082
2012-02-09,17.899150848388672
2012-02-10,17.698728561401367
2012-02-13,18.013687133789062
2012-02-14,17.760087966918945
2012-02-15,18.21190071105957
2012-02-16,19.103181838989258
2012-02-17,18.967641830444336
2012-02-21,18.975854873657227
2012-02-22,18.79513168334961
2012-02-23,18.848527908325195
2012-02-24,18.827987670898438
2012-02-27,19.0004940032959
2012-02-28,19.103181838989258
2012-02-29,18.897809982299805
2012-03-01,18.90603256225586
2012-03-02,18.446008682250977
2012-03-05,18.487077713012695
2012-03-06,18.129743576049805
2012-03-07,18.33100128173828
2012-03-08,18.593875885009766
2012-03-09,18.83209800720215
2012-03-12,18.848527908325195
2012-03-13,19.353729248046875
2012-03-14,19.448200225830078
2012-03-15,19.61249542236328
2012-03-16,19.45641326904297
2012-03-19,19.444093704223633
2012-03-20,19.263370513916016
2012-03-21,19.2222957611084
2012-03-22,18.98406982421875
2012-03-23,19.07853889465332
2012-03-26,19.522125244140625
2012-03-27,19.448200225830078
2012-03-28,19.144250869750977
2012-03-29,19.242834091186523
2012-03-30,19.234622955322266
2012-04-02,19.3619441986084
2012-04-03,19.16069221496582
2012-04-04,18.856739044189453
2012-04-05,18.87727928161621
2012-04-09,18.31047248840332
2012-04-10,17.92026710510254
2012-04-11,17.43560791015625
2012-04-12,17.780628204345703
2012-04-13,17.55882453918457
2012-04-16,17.686155319213867
2012-04-17,17.883304595947266
2012-04-18,17.534181594848633
2012-04-19,17.460250854492188
2012-04-20,17.341135025024414
2012-04-23,17.230239868164062
2012-04-24,17.34524917602539
2012-04-25,17.489002227783203
2012-04-26,17.710798263549805
2012-04-27,17.961347579956055
2012-04-30,17.640968322753906
2012-05-01,17.43560791015625
2012-05-02,17.686155319213867
2012-05-03,17.246665954589844
2012-05-04,16.87290382385254
2012-05-07,16.860580444335938
2012-05-08,16.885229110717773
2012-05-09,16.626466751098633
2012-05-10,16.203405380249023
2012-05-11,16.16644287109375
2012-05-14,16.17876434326172
2012-05-15,15.998045921325684
2012-05-16,16.047592163085938
2012-05-17,15.647119522094727
2012-05-18,15.51914119720459
2012-05-21,15.898961067199707
2012-05-22,15.948498725891113
2012-05-23,16.059961318969727
2012-05-24,15.894827842712402
2012-05-25,15.832900047302246
2012-05-29,16.121891021728516
2012-05-30,15.62234878540039
2012-05-31,15.51087474822998
2012-06-01,15.064988136291504
2012-06-04,14.83380126953125
2012-06-05,15.118669509887695
2012-06-06,15.62234878540039
2012-06-07,15.597575187683105
2012-06-08,15.944372177124023
2012-06-11,15.680145263671875
2012-06-12,16.282913208007812
2012-06-13,15.965012550354004
2012-06-14,16.10538673400879
2012-06-15,16.266393661499023
2012-06-18,16.2746524810791
2012-06-19,16.63383674621582
2012-06-20,16.514108657836914
2012-06-21,15.849411964416504
2012-06-22,15.87419319152832
2012-06-25,15.473723411560059
2012-06-26,15.535648345947266
2012-06-27,15.552160263061523
2012-06-28,15.543903350830078
2012-06-29,16.179704666137695
2012-07-02,15.816391944885254
2012-07-03,16.02281379699707
2012-07-05,15.84115219116211
2012-07-06,15.589316368103027
2012-07-09,15.444826126098633
2012-07-10,14.978294372558594
2012-07-11,14.825539588928223
2012-07-12,14.912239074707031
2012-07-13,15.366382598876953
2012-07-16,15.151694297790527
2012-07-17,15.102148056030273
2012-07-18,15.527379989624023
2012-07-19,15.581058502197266
2012-07-20,15.366382598876953
2012-07-23,15.5934419631958
2012-07-24,15.680145263671875
2012-07-25,15.556283950805664
2012-07-26,15.948498725891113
2012-07-27,16.844388961791992
2012-07-30,16.699888229370117
2012-07-31,16.51822853088379
2012-08-01,16.46868896484375
2012-08-02,15.923730850219727
2012-08-03,16.398509979248047
2012-08-06,16.53062629699707
2012-08-07,16.73704719543457
2012-08-08,16.73704719543457
2012-08-09,16.848514556884766
2012-08-10,17.06733512878418
2012-08-13,17.02191925048828
2012-08-14,16.96824073791504
2012-08-15,17.047075271606445
2012-08-16,17.30843734741211
2012-08-17,17.374818801879883
2012-08-20,17.10930061340332
2012-08-21,17.080259323120117
2012-08-22,16.810596466064453
2012-08-23,16.60730743408203
2012-08-24,16.706880569458008
2012-08-27,16.528488159179688
2012-08-28,16.44136619567871
2012-08-29,16.46625518798828
2012-08-30,16.33763885498047
2012-08-31,16.557523727416992
2012-09-04,16.242218017578125
2012-09-05,16.271263122558594
2012-09-06,17.01388168334961
2012-09-07,17.30429458618164
2012-09-10,17.229616165161133
2012-09-11,17.30429458618164
2012-09-12,17.192276000976562
2012-09-13,17.34992218017578
2012-09-14,17.8602237701416
2012-09-17,17.66522789001465
2012-09-18,17.478538513183594
2012-09-19,17.5407657623291
2012-09-20,17.408008575439453
2012-09-21,17.208866119384766
2012-09-24,17.183979034423828
2012-09-25,16.823040008544922
2012-09-26,16.55337142944336
2012-09-27,16.65709114074707
2012-09-28,16.603153228759766
2012-10-01,16.84378433227539
2012-10-02,16.930904388427734
2012-10-03,17.009733200073242
2012-10-04,17.271100997924805
2012-10-05,17.17153549194336
2012-10-08,17.183979034423828
2012-10-09,16.964096069335938
2012-10-10,16.58656883239746
2012-10-11,16.55337142944336
2012-10-12,16.65709114074707
2012-10-15,16.711027145385742
2012-10-16,16.9433536529541
2012-10-17,16.972394943237305
2012-10-18,16.9433536529541
2012-10-19,16.76495361328125
2012-10-22,17.05121421813965
2012-10-23,16.806447982788086
2012-10-24,16.41646385192871
2012-10-25,17.748197555541992
2012-10-26,17.980531692504883
2012-10-31,17.992979049682617
2012-11-01,18.801979064941406
2012-11-02,18.67336654663086
2012-11-05,18.689956665039062
2012-11-06,18.7189998626709
2012-11-07,18.092546463012695
2012-11-08,17.926599502563477
2012-11-09,17.8436222076416
2012-11-12,17.85606575012207
2012-11-13,17.752357482910156
2012-11-14,17.327198028564453
2012-11-15,17.414722442626953
2012-11-16,17.43973731994629
2012-11-19,17.64398193359375
2012-11-20,17.65648078918457
2012-11-21,17.735675811767578
2012-11-23,17.944089889526367
2012-11-26,18.035789489746094
2012-11-27,17.994110107421875
2012-11-28,18.398422241210938
2012-11-29,18.415090560913086
2012-11-30,18.3150577545166
2012-12-03,18.12332534790039
2012-12-04,18.10248374938965
2012-12-05,18.356739044189453
2012-12-06,18.044132232666016
2012-12-07,18.273378372192383
2012-12-10,18.552640914916992
2012-12-11,18.861093521118164
2012-12-12,18.94171714782715
2012-12-13,18.627721786499023
2012-12-14,18.631959915161133
2012-12-17,18.80169105529785
2012-12-18,19.085979461669922
2012-12-19,19.069007873535156
2012-12-20,19.085979461669922
2012-12-21,19.02657699584961
2012-12-24,18.95444107055664
2012-12-26,18.996875762939453
2012-12-27,18.933229446411133
2012-12-28,18.852609634399414
2012-12-31,19.183582305908203
2013-01-02,19.7479248046875
2013-01-03,19.658817291259766
2013-01-04,19.85824966430664
2013-01-07,19.641845703125
2013-01-08,19.47211456298828
2013-01-09,19.36179542541504
2013-01-10,19.523033142089844
2013-01-11,19.531524658203125
2013-01-14,19.599409103393555
2013-01-15,19.56121826171875
2013-01-16,19.408472061157227
2013-01-17,19.70973777770996
2013-01-18,19.67579460144043
2013-01-22,19.718219757080078
2013-01-23,19.599409103393555
2013-01-24,20.269834518432617
2013-01-25,20.465028762817383
2013-01-28,20.439571380615234
2013-01-29,20.600811004638672
2013-01-30,20.431081771850586
2013-01-31,19.968568801879883
2013-02-01,20.176488876342773
2013-02-04,19.930389404296875
2013-02-05,20.197708129882812
2013-02-06,20.286815643310547
2013-02-07,20.011001586914062
2013-02-08,20.1552734375
2013-02-11,20.278324127197266
2013-02-12,20.337736129760742
2013-02-13,20.469823837280273
2013-02-14,20.525217056274414
2013-02-15,20.491125106811523
2013-02-19,20.648786544799805
2013-02-20,20.16303062438965
2013-02-21,19.894590377807617
2013-02-22,19.967025756835938
2013-02-25,19.68579864501953
2013-02-26,19.847721099853516
2013-02-27,20.21416664123535
2013-02-28,20.218425750732422
2013-03-01,20.013896942138672
2013-03-04,19.95850372314453
2013-03-05,20.606178283691406
2013-03-06,20.657312393188477
2013-03-07,21.04931640625
2013-03-08,21.500974655151367
2013-03-11,21.67568588256836
2013-03-12,21.390201568603516
2013-03-13,21.60750961303711
2013-03-14,21.765165328979492
2013-03-15,21.71402931213379
2013-03-18,21.441328048706055
2013-03-19,21.283674240112305
2013-03-20,21.30497932434082
2013-03-21,21.1387939453125
2013-03-22,21.3220157623291
2013-03-25,21.070629119873047
2013-03-26,21.368892669677734
2013-03-27,21.360374450683594
2013-03-28,21.543594360351562
2013-04-01,21.266633987426758
2013-04-02,21.402984619140625
2013-04-03,20.71695899963379
2013-04-04,20.61894989013672
2013-04-05,20.533737182617188
2013-04-08,20.54226303100586
2013-04-09,20.878877639770508
2013-04-10,21.368892669677734
2013-04-11,21.539339065551758
2013-04-12,21.402984619140625
2013-04-15,20.457042694091797
2013-04-16,20.7297420501709
2013-04-17,20.26955795288086
2013-04-18,20.188594818115234
2013-04-19,20.537996292114258
2013-04-22,20.895919799804688
2013-04-23,20.776613235473633
2013-04-24,20.874616622924805
2013-04-25,21.228281021118164
2013-04-26,21.100454330444336
2013-04-29,21.232532501220703
2013-04-30,21.211227416992188
2013-05-01,21.104707717895508
2013-05-02,21.684207916259766
2013-05-03,22.387279510498047
2013-05-06,22.144392013549805
2013-05-07,22.357444763183594
2013-05-08,22.66423988342285
2013-05-09,22.451181411743164
2013-05-10,22.417098999023438
2013-05-13,22.340396881103516
2013-05-14,22.5449275970459
2013-05-15,22.754512786865234
2013-05-16,22.570600509643555
2013-05-17,23.32765007019043
2013-05-20,23.336206436157227
2013-05-21,23.36614418029785
2013-05-22,23.14801025390625
2013-05-23,23.079570770263672
2013-05-24,22.818662643432617
2013-05-28,23.083847045898438
2013-05-29,23.083847045898438
2013-05-30,23.169395446777344
2013-05-31,22.925600051879883
2013-06-03,22.976924896240234
2013-06-04,23.023975372314453
2013-06-05,22.574865341186523
2013-06-06,22.81439208984375
2013-06-07,23.246381759643555
2013-06-10,23.135177612304688
2013-06-11,22.81439208984375
2013-06-12,22.519258499145508
2013-06-13,23.053916931152344
2013-06-14,22.7630672454834
2013-06-17,23.03679847717285
2013-06-18,23.314815521240234
2013-06-19,23.019691467285156
2013-06-20,22.331066131591797
2013-06-21,22.38239288330078
2013-06-24,21.8734130859375
2013-06-25,22.189918518066406
2013-06-26,22.510709762573242
2013-06-27,22.938426971435547
2013-06-28,22.951251983642578
2013-07-01,23.203617095947266
2013-07-02,23.066736221313477
2013-07-03,22.869997024536133
2013-07-05,23.254941940307617
2013-07-08,23.349037170410156
2013-07-09,23.507287979125977
2013-07-10,23.426013946533203
2013-07-11,24.30284881591797
2013-07-12,24.230134963989258
2013-07-15,24.448272705078125
2013-07-16,24.272897720336914
2013-07-17,24.362714767456055
2013-07-18,24.61079978942871
2013-07-19,24.6492919921875
2013-07-22,24.72628402709961
2013-07-23,24.486764907836914
2013-07-24,24.037654876708984
2013-07-25,24.007715225219727
2013-07-26,23.994888305664062
2013-07-29,23.973495483398438
2013-07-30,24.10609245300293
2013-07-31,24.067596435546875
2013-08-01,24.30284881591797
2013-08-02,24.354175567626953
2013-08-05,24.114641189575195
2013-08-06,24.007715225219727
2013-08-07,23.82379722595215
2013-08-08,23.956396102905273
2013-08-09,23.92217445373535
2013-08-12,24.10609245300293
2013-08-13,24.118938446044922
2013-08-14,23.942941665649414
2013-08-15,23.539451599121094
2013-08-16,23.49652099609375
2013-08-19,23.35487937927246
2013-08-20,23.535152435302734
2013-08-21,23.277610778808594
2013-08-22,23.71114730834961
2013-08-23,23.698274612426758
2013-08-26,23.52657127380371
2013-08-27,22.99002456665039
2013-08-28,23.16171646118164
2013-08-29,23.17888641357422
2013-08-30,23.011484146118164
2013-09-03,22.99002456665039
2013-09-04,23.217529296875
2013-09-05,23.436429977416992
2013-09-06,23.281909942626953
2013-09-09,23.663923263549805
2013-09-10,24.028785705566406
2013-09-11,24.06740951538086
2013-09-12,24.028785705566406
2013-09-13,24.15755271911621
2013-09-16,24.453725814819336
