Date,RF
2010-11-03,4.203175067901611
2010-11-04,4.3632941246032715
2010-11-05,4.303247928619385
2010-11-08,4.229860305786133
2010-11-09,4.136457920074463
2010-11-10,4.16981315612793
2010-11-11,4.276562213897705
2010-11-12,4.103098392486572
2010-11-15,4.136457920074463
2010-11-16,3.9496476650238037
2010-11-17,3.696122169494629
2010-11-18,3.5426740646362305
2010-11-19,3.6694376468658447
2010-11-22,3.5693602561950684
2010-11-23,3.4759581089019775
2010-11-24,3.495971918106079
2010-11-26,3.5026445388793945
2010-11-29,3.582705497741699
2010-11-30,3.5893754959106445
2010-12-01,3.782853841781616
2010-12-02,4.043051719665527
2010-12-03,4.056394577026367
2010-12-06,4.049726486206055
2010-12-07,4.009694576263428
2010-12-08,4.223188877105713
2010-12-09,4.336606979370117
2010-12-10,4.309921741485596
2010-12-13,4.36996603012085
2010-12-14,4.143128871917725
2010-12-15,4.216635227203369
2010-12-16,4.096351623535156
2010-12-17,4.169857501983643
2010-12-20,4.216635227203369
2010-12-21,4.310189723968506
2010-12-22,4.617584228515625
2010-12-23,4.51066255569458
2010-12-27,4.517345428466797
2010-12-28,4.5373945236206055
2010-12-29,4.590852737426758
2010-12-30,4.624264717102051
2010-12-31,4.677724838256836
2011-01-03,4.724502086639404
2011-01-04,4.697772979736328
2011-01-05,4.818058013916016
2011-01-06,4.7712788581848145
2011-01-07,4.691090106964111
2011-01-10,4.71113920211792
2011-01-11,4.824738025665283
2011-01-12,4.858149528503418
2011-01-13,4.838103771209717
2011-01-14,4.991799831390381
2011-01-18,5.045260429382324
2011-01-19,4.764596462249756
2011-01-20,4.831421852111816
2011-01-21,4.945024490356445
2011-01-24,4.878198146820068
2011-01-25,4.691090106964111
2011-01-26,4.65767765045166
2011-01-27,4.7779622077941895
2011-01-28,4.597536563873291
2011-01-31,4.744549751281738
2011-02-01,4.891562461853027
2011-02-02,4.844787120819092
2011-02-03,5.031895637512207
2011-02-04,5.2390522956848145
2011-02-07,5.205641269683838
2011-02-08,5.21232271194458
2011-02-09,5.085355281829834
2011-02-10,5.16554594039917
2011-02-11,5.359335422515869
2011-02-14,5.285830020904541
2011-02-15,5.2390522956848145
2011-02-16,5.185593128204346
2011-02-17,5.145497798919678
2011-02-18,5.205641269683838
2011-02-22,4.931660175323486
2011-02-23,4.931660175323486
2011-02-24,4.951706409454346
2011-02-25,5.051943302154541
2011-02-28,5.105402946472168
2011-03-01,4.965070724487305
2011-03-02,4.991799831390381
2011-03-03,5.118768692016602
2011-03-04,4.998483657836914
2011-03-07,4.951706409454346
2011-03-08,5.105402946472168
2011-03-09,5.16554594039917
2011-03-10,4.904927730560303
2011-03-11,4.998483657836914
2011-03-14,4.931660175323486
2011-03-15,4.898247241973877
2011-03-16,4.817946434020996
2011-03-17,4.918322563171387
2011-03-18,4.751031398773193
2011-03-21,4.851405143737793
2011-03-22,4.884860992431641
2011-03-23,4.797872066497803
2011-03-24,4.771104335784912
2011-03-25,4.804563522338867
2011-03-28,4.777797222137451
2011-03-29,4.784488201141357
2011-03-30,4.838021278381348
2011-03-31,4.85809850692749
2011-04-01,4.878171443939209
2011-04-04,4.884860992431641
2011-04-05,4.81125545501709
2011-04-06,4.965160846710205
2011-04-07,4.904938220977783
2011-04-08,4.864786148071289
2011-04-11,4.85809850692749
2011-04-12,4.864786148071289
2011-04-13,4.82464075088501
2011-04-14,4.844714164733887
2011-04-15,4.797872066497803
2011-04-18,4.6707329750061035
2011-04-19,4.797872066497803
2011-04-20,4.724264144897461
2011-04-21,4.797872066497803
2011-04-25,4.784488201141357
2011-04-26,4.911628246307373
2011-04-27,4.938396453857422
2011-04-28,4.978545188903809
2011-04-29,4.911628246307373
2011-05-02,4.918322563171387
2011-05-03,4.931704998016357
2011-05-04,4.931704998016357
2011-05-05,4.757723331451416
2011-05-06,4.744339466094971
2011-05-09,4.764414310455322
2011-05-10,4.771104335784912
2011-05-11,4.771104335784912
2011-05-12,4.797872066497803
2011-05-13,4.7175750732421875
2011-05-16,4.771104335784912
2011-05-17,4.851405143737793
2011-05-18,4.771104335784912
2011-05-19,4.751031398773193
2011-05-20,4.6506571769714355
2011-05-23,4.570358753204346
2011-05-24,4.530208587646484
2011-05-25,4.550284385681152
2011-05-26,4.643965244293213
2011-05-27,4.6707329750061035
2011-05-31,4.724264144897461
2011-06-01,4.3763017654418945
2011-06-02,4.3763017654418945
2011-06-03,4.255853652954102
2011-06-06,4.048413276672363
2011-06-07,4.061797142028809
2011-06-08,4.101945400238037
2011-06-09,4.095255374908447
2011-06-10,4.108638763427734
2011-06-13,4.048413276672363
2011-06-14,4.188938617706299
2011-06-15,4.121914863586426
2011-06-16,4.128615379333496
2011-06-17,4.2023420333862305
2011-06-20,4.14872407913208
2011-06-21,4.222447395324707
2011-06-22,4.162128925323486
2011-06-23,4.135318756103516
2011-06-24,3.981165647506714
2011-06-27,3.981165647506714
2011-06-28,3.981165647506714
2011-06-29,4.115212917327881
2011-06-30,4.155426025390625
2011-07-01,4.222447395324707
2011-07-05,4.135318756103516
2011-07-06,4.034785270690918
2011-07-07,4.135318756103516
2011-07-08,4.121914863586426
2011-07-11,3.9543569087982178
2011-07-12,4.0213799476623535
2011-07-13,3.987868070602417
2011-07-14,3.947654962539673
2011-07-15,4.014676570892334
2011-07-18,3.914142370223999
2011-07-19,3.9543569087982178
2011-07-20,4.028081893920898
2011-07-21,4.175532341003418
2011-07-22,4.155426025390625
2011-07-25,4.162128925323486
2011-07-26,4.302877426147461
2011-07-27,4.108508586883545
2011-07-28,4.135318756103516
2011-07-29,4.081700325012207
2011-08-01,3.9610602855682373
2011-08-02,3.8203108310699463
2011-08-03,3.86722731590271
2011-08-04,3.579028367996216
2011-08-05,3.4181723594665527
2011-08-08,2.955714225769043
2011-08-09,3.203699827194214
2011-08-10,2.8350722789764404
2011-08-11,3.016035318374634
2011-08-12,2.881989002227783
2011-08-15,3.049546480178833
2011-08-16,2.942309856414795
2011-08-17,3.042844772338867
2011-08-18,2.8082640171051025
2011-08-19,2.587088108062744
2011-08-22,2.600492238998413
2011-08-23,2.7010273933410645
2011-08-24,2.7881572246551514
2011-08-25,2.714431047439575
2011-08-26,2.761347770690918
2011-08-29,2.982523202896118
2011-08-30,3.0026297569274902
2011-08-31,3.042844772338867
2011-09-01,2.888690710067749
2011-09-02,2.768049716949463
2011-09-06,2.607194423675537
2011-09-07,2.928905725479126
2011-09-08,2.8015620708465576
2011-09-09,2.660813093185425
2011-09-12,2.674217700958252
2011-09-13,2.6138973236083984
2011-09-14,2.573579788208008
2011-09-15,2.640774726867676
2011-09-16,2.687812089920044
2011-09-19,2.56014084815979
2011-09-20,2.5399818420410156
2011-09-21,2.432469606399536
2011-09-22,2.298078775405884
2011-09-23,2.3047983646392822
2011-09-26,2.41903018951416
2011-09-27,2.4257493019104004
2011-09-28,2.3047983646392822
2011-09-29,2.385432481765747
2011-09-30,2.237602949142456
2011-10-03,2.0292980670928955
2011-10-04,2.1435298919677734
2011-10-05,2.237602949142456
2011-10-06,2.4593474864959717
2011-10-07,2.284639835357666
2011-10-10,2.41903018951416
2011-10-11,2.439190149307251
2011-10-12,2.566859483718872
2011-10-13,2.4727864265441895
2011-10-14,2.4862260818481445
2011-10-17,2.324957847595215
2011-10-18,2.573579788208008
2011-10-19,2.4996650218963623
2011-10-20,2.479506254196167
2011-10-21,2.5399818420410156
2011-10-24,2.6206164360046387
2011-10-25,2.4929444789886475
2011-10-26,2.5802998542785645
2011-10-27,2.8490805625915527
2011-10-28,2.86923885345459
2011-10-31,2.640774726867676
2011-11-01,2.4862260818481445
2011-11-02,2.607177257537842
2011-11-03,2.681091785430908
2011-11-04,2.7012503147125244
2011-11-07,2.7953245639801025
2011-11-08,2.9431543350219727
2011-11-09,2.741567373275757
2011-11-10,2.7818853855133057
2011-11-11,2.802043914794922
2011-11-14,2.7012503147125244
2011-11-15,2.7146894931793213
2011-11-16,2.7146894931793213
2011-11-17,2.647493839263916
2011-11-18,2.755007028579712
2011-11-21,2.6676533222198486
2011-11-22,2.6206164360046387
2011-11-23,2.4727864265441895
2011-11-25,2.479506254196167
2011-11-28,2.5399818420410156
2011-11-29,2.412311315536499
2011-11-30,2.7617273330688477
2011-12-01,2.768446207046509
2011-12-02,2.8356409072875977
2011-12-05,2.896116256713867
2011-12-06,2.7953245639801025
2011-12-07,2.788604259490967
2011-12-08,2.687812089920044
2011-12-09,2.768446207046509
2011-12-12,2.687812089920044
2011-12-13,2.7079708576202393
2011-12-14,2.681025505065918
2011-12-15,2.674288749694824
2011-12-16,2.6877613067626953
2011-12-19,2.573245048522949
2011-12-20,2.7618608474731445
2011-12-21,2.842695474624634
2011-12-22,2.9639482498168945
2011-12-23,2.9639482498168945
2011-12-27,2.937002658843994
2011-12-28,2.8561675548553467
2011-12-29,2.937002658843994
2011-12-30,2.896584987640381
2012-01-03,2.930266857147217
2012-01-04,2.9235291481018066
2012-01-05,3.0447821617126465
2012-01-06,2.9706833362579346
2012-01-09,3.0515201091766357
2012-01-10,3.1660361289978027
2012-01-11,3.233397960662842
2012-01-12,3.159299850463867
2012-01-13,3.22666072845459
2012-01-17,3.233397960662842
2012-01-18,3.307497501373291
2012-01-19,3.327704906463623
2012-01-20,3.307497501373291
2012-01-23,3.3142333030700684
2012-01-24,3.5230562686920166
2012-01-25,3.583681583404541
2012-01-26,3.4826393127441406
2012-01-27,3.576946258544922
2012-01-30,3.4826393127441406
2012-01-31,3.516319513320923
2012-02-01,3.583681583404541
2012-02-02,3.6645185947418213
2012-02-03,3.799241304397583
2012-02-06,3.765559434890747
2012-02-07,3.765559434890747
2012-02-08,3.71840763092041
2012-02-09,3.8261868953704834
2012-02-10,3.8194518089294434
2012-02-13,3.873339891433716
2012-02-14,3.805978298187256
2012-02-15,3.8935494422912598
2012-02-16,3.981121778488159
2012-02-17,4.041746616363525
2012-02-21,4.028274059295654
2012-02-22,3.9070212841033936
2012-02-23,3.981121778488159
2012-02-24,3.9070212841033936
2012-02-27,3.9272305965423584
2012-02-28,3.9272305965423584
2012-02-29,3.8800766468048096
2012-03-01,3.940704107284546
2012-03-02,4.014801025390625
2012-03-05,3.9945929050445557
2012-03-06,3.873339891433716
2012-03-07,3.9272305965423584
2012-03-08,3.9002878665924072
2012-03-09,3.9070212841033936
2012-03-12,3.7925050258636475
2012-03-13,3.8935494422912598
2012-03-14,4.163465976715088
2012-03-15,4.345658779144287
2012-03-16,4.32541561126709
2012-03-19,4.284928321838379
2012-03-20,4.359156131744385
2012-03-21,4.446878910064697
2012-03-22,4.345658779144287
2012-03-23,4.338910102844238
2012-03-26,4.46037483215332
2012-03-27,4.44012975692749
2012-03-28,4.419887542724609
2012-03-29,4.399642467498779
2012-03-30,4.446878910064697
2012-04-02,4.44012975692749
2012-04-03,4.487364768981934
2012-04-04,4.365903377532959
2012-04-05,4.338910102844238
2012-04-09,4.197204113006592
2012-04-10,4.102734565734863
2012-04-11,4.176961421966553
2012-04-12,4.251190185546875
2012-04-13,4.122979640960693
2012-04-16,4.19045877456665
2012-04-17,4.244441032409668
2012-04-18,4.19045877456665
2012-04-19,4.129726409912109
2012-04-20,4.0959882736206055
2012-04-23,4.109482288360596
2012-04-24,4.352407932281494
2012-04-25,4.487364768981934
2012-04-26,4.554845333099365
2012-04-27,4.642569065093994
2012-04-30,4.548097610473633
2012-05-01,4.615577697753906
2012-05-02,4.595332622528076
2012-05-03,4.710047721862793
2012-05-04,4.521106243133545
2012-05-07,4.527853488922119
2012-05-08,4.521106243133545
2012-05-09,4.426634311676025
2012-05-10,4.500863552093506
2012-05-11,4.494114398956299
2012-05-14,4.359156131744385
2012-05-15,4.271432399749756
2012-05-16,4.230945587158203
2012-05-17,4.176961421966553
2012-05-18,4.136474132537842
2012-05-21,4.183710098266602
2012-05-22,4.244441032409668
2012-05-23,4.257937431335449
2012-05-24,4.271432399749756
2012-05-25,4.264684677124023
2012-05-29,4.352407932281494
2012-05-30,4.183710098266602
2012-05-31,4.244441032409668
2012-06-01,3.9677765369415283
2012-06-04,3.7450945377349854
2012-06-05,3.8125734329223633
2012-06-06,4.015011310577393
2012-06-07,4.109482288360596
2012-06-08,4.149969577789307
2012-06-11,4.0487518310546875
2012-06-12,4.176961421966553
2012-06-13,4.183721542358398
2012-06-14,4.278344631195068
2012-06-15,4.359450340270996
2012-06-18,4.481110572814941
2012-06-19,4.5486979484558105
2012-06-20,4.555455684661865
2012-06-21,4.400004863739014
2012-06-22,4.508145332336426
2012-06-25,4.325655460357666
2012-06-26,4.298621654510498
2012-06-27,4.332415580749512
2012-06-28,4.420279026031494
2012-06-29,4.562216281890869
2012-07-02,4.629803657531738
2012-07-03,4.636563777923584
2012-07-05,4.555455684661865
2012-07-06,4.514904499053955
2012-07-09,4.481110572814941
2012-07-10,4.345931529998779
2012-07-11,4.433797359466553
2012-07-12,4.3729681968688965
2012-07-13,4.528420925140381
2012-07-16,4.501386642456055
2012-07-17,4.629803657531738
2012-07-18,4.5419392585754395
2012-07-19,4.494626522064209
2012-07-20,4.332415580749512
2012-07-23,4.318898677825928
2012-07-24,4.494626522064209
2012-07-25,4.670356273651123
2012-07-26,4.77849817276001
2012-07-27,4.7987751960754395
2012-07-30,4.7649827003479
2012-07-31,4.704151630401611
2012-08-01,4.636563777923584
2012-08-02,4.5419392585754395
2012-08-03,4.683873653411865
2012-08-06,4.731186389923096
2012-08-07,4.704151630401611
2012-08-08,4.677115440368652
2012-08-09,4.710910320281982
2012-08-10,4.731186389923096
2012-08-13,4.724428176879883
2012-08-14,4.7649827003479
2012-08-15,4.7649827003479
2012-08-16,4.825811386108398
2012-08-17,4.839327812194824
2012-08-20,4.8190507888793945
2012-08-21,4.751463413238525
2012-08-22,4.792016983032227
2012-08-23,4.737946510314941
2012-08-24,4.852846145629883
2012-08-27,4.7987751960754395
2012-08-28,4.805533409118652
2012-08-29,4.7649827003479
2012-08-30,4.751463413238525
2012-08-31,4.704151630401611
2012-09-04,4.737946510314941
2012-09-05,4.724428176879883
2012-09-06,4.879879951477051
2012-09-07,4.981264591217041
2012-09-10,5.015059471130371
2012-09-11,4.954226970672607
2012-09-12,4.93392276763916
2012-09-13,5.136966705322266
2012-09-14,5.157270908355713
2012-09-17,5.00160551071167
2012-09-18,4.9271559715271
2012-09-19,5.177576541900635
2012-09-20,5.130198001861572
2012-09-21,5.089589595794678
2012-09-24,5.03544282913208
2012-09-25,4.879780292510986
2012-09-26,4.839170932769775
2012-09-27,4.9271559715271
2012-09-28,4.873012065887451
2012-10-01,4.825634479522705
2012-10-02,4.852706432342529
2012-10-03,4.954227447509766
2012-10-04,5.082821846008301
2012-10-05,5.123431205749512
2012-10-08,5.076054096221924
2012-10-09,5.028675556182861
2012-10-10,5.109893798828125
2012-10-11,5.157270908355713
2012-10-12,4.9271559715271
2012-10-15,5.00160551071167
2012-10-16,4.812098979949951
2012-10-17,4.8594746589660645
2012-10-18,4.886546611785889
2012-10-19,4.825634479522705
2012-10-22,4.791794776916504
2012-10-23,4.426318168640137
2012-10-24,4.3721747398376465
2012-10-25,4.473695278167725
2012-10-26,4.453391075134277
2012-10-31,4.412783145904541
2012-11-01,4.521071910858154
2012-11-02,4.507535457611084
2012-11-05,4.453391075134277
2012-11-06,4.602288722991943
2012-11-07,4.419549942016602
2012-11-08,4.318030834197998
2012-11-09,4.365406036376953
2012-11-12,4.419549942016602
2012-11-13,4.365406036376953
2012-11-14,4.230043411254883
2012-11-15,4.263886451721191
2012-11-16,4.277421474456787
2012-11-19,4.378942966461182
2012-11-20,4.473695278167725
2012-11-21,4.453391075134277
2012-11-23,4.527840614318848
2012-11-26,4.500766277313232
2012-11-27,4.46015739440918
2012-11-28,4.48046350479126
2012-11-29,4.514304161071777
2012-11-30,4.514304161071777
2012-12-03,4.453391075134277
2012-12-04,4.365406036376953
2012-12-05,4.4466233253479
2012-12-06,4.426318168640137
2012-12-07,4.493999004364014
2012-12-10,4.541375637054443
2012-12-11,4.575214862823486
2012-12-12,4.595551013946533
2012-12-13,4.561660289764404
2012-12-14,4.541324138641357
2012-12-17,4.683666229248047
2012-12-18,4.77855920791626
2012-12-19,4.77855920791626
2012-12-20,4.866673946380615
2012-12-21,4.819228649139404
2012-12-24,4.737890243530273
2012-12-26,4.7582244873046875
2012-12-27,4.737890243530273
2012-12-28,4.697221279144287
2012-12-31,4.832783222198486
2013-01-02,4.9547882080078125
2013-01-03,4.968345642089844
2013-01-04,5.144577503204346
2013-01-07,5.056460380554199
2013-01-08,5.0157928466796875
2013-01-09,4.948012351989746
2013-01-10,4.981903076171875
2013-01-11,4.90734338760376
2013-01-14,4.8734517097473145
2013-01-15,4.9412336349487305
2013-01-16,5.002235412597656
2013-01-17,5.049684047698975
2013-01-18,5.036126136779785
2013-01-22,5.259805202484131
2013-01-23,5.192023277282715
2013-01-24,5.198800086975098
2013-01-25,5.212357521057129
2013-01-28,5.225914478302002
2013-01-29,5.225914478302002
2013-01-30,5.293694019317627
2013-01-31,5.273359775543213
2013-02-01,5.341142654418945
2013-02-04,5.293694019317627
2013-02-05,5.375031471252441
2013-02-06,5.381811618804932
2013-02-07,5.39536714553833
2013-02-08,5.375031471252441
2013-02-11,5.381811618804932
2013-02-12,5.375031471252441
2013-02-13,5.32080602645874
2013-02-14,5.36147403717041
2013-02-15,5.32080602645874
2013-02-19,5.39536714553833
2013-02-20,5.225914478302002
2013-02-21,5.144577503204346
2013-02-22,5.266583442687988
2013-02-25,5.070018768310547
2013-02-26,5.083573818206787
2013-02-27,5.164909839630127
2013-02-28,5.185245990753174
2013-03-01,5.225914478302002
2013-03-04,5.32080602645874
2013-03-05,5.368253231048584
2013-03-06,5.449589729309082
2013-03-07,5.571597099304199
2013-03-08,5.524150371551514
2013-03-11,5.6326003074646
2013-03-12,5.510594844818115
2013-03-13,5.598816394805908
2013-03-14,5.639535903930664
2013-03-15,5.673467636108398
2013-03-18,5.612390041351318
2013-03-19,5.625964164733887
2013-03-20,5.7006120681762695
2013-03-21,5.578458309173584
2013-03-22,5.571671485900879
2013-03-25,5.619177341461182
2013-03-26,5.632749080657959
2013-03-27,5.578458309173584
2013-03-28,5.5580973625183105
2013-04-01,5.4427289962768555
2013-04-02,5.456302642822266
2013-04-03,5.340932846069336
2013-04-04,5.408795356750488
2013-04-05,5.42236852645874
2013-04-08,5.456302642822266
2013-04-09,5.483447551727295
2013-04-10,5.585245132446289
2013-04-11,5.578458309173584
2013-04-12,5.503807067871094
2013-04-15,5.293427467346191
2013-04-16,5.408795356750488
2013-04-17,5.286641597747803
2013-04-18,5.205203056335449
2013-04-19,5.313785552978516
2013-04-22,5.245921611785889
2013-04-23,5.435941696166992
2013-04-24,5.578458309173584
2013-04-25,5.646322250366211
2013-04-26,5.680252552032471
2013-04-29,5.714186668395996
2013-04-30,5.761693954467773
2013-05-01,5.720974922180176
2013-05-02,5.741333484649658
2013-05-03,5.822768211364746
2013-05-06,5.910994529724121
2013-05-07,5.924566745758057
2013-05-08,5.978860855102539
2013-05-09,5.978860855102539
2013-05-10,5.978860855102539
2013-05-13,5.999218940734863
2013-05-14,6.10780143737793
2013-05-15,6.202809810638428
2013-05-16,6.073867321014404
2013-05-17,6.1417341232299805
2013-05-20,6.209595680236816
2013-05-21,6.216382026672363
2013-05-22,6.121374130249023
2013-05-23,6.101014614105225
2013-05-24,6.175663471221924
2013-05-28,6.263888835906982
2013-05-29,6.2842488288879395
2013-05-30,6.365686893463135
2013-05-31,6.1960248947143555
2013-06-03,6.189237594604492
2013-06-04,6.094226360321045
2013-06-05,6.02636194229126
2013-06-06,6.128159523010254
2013-06-07,6.250316143035889
2013-06-10,6.352113246917725
2013-06-11,6.2571024894714355
2013-06-12,6.175397872924805
2013-06-13,6.243485450744629
2013-06-14,6.114120960235596
2013-06-17,6.107311725616455
2013-06-18,6.202633857727051
2013-06-19,6.175397872924805
2013-06-20,6.168593406677246
2013-06-21,6.1958231925964355
2013-06-24,6.1958231925964355
2013-06-25,6.311570644378662
2013-06-26,6.488593578338623
2013-06-27,6.611148834228516
2013-06-28,6.488593578338623
2013-07-01,6.6315741539001465
2013-07-02,6.686046123504639
2013-07-03,6.7268967628479
2013-07-05,6.931153774261475
2013-07-08,6.91072940826416
2013-07-09,6.944770812988281
2013-07-10,6.8971099853515625
2013-07-11,6.7268967628479
2013-07-12,6.808598041534424
2013-07-15,6.760939598083496
2013-07-16,6.6315741539001465
2013-07-17,6.794979572296143
2013-07-18,6.965195178985596
2013-07-19,6.965195178985596
2013-07-22,7.09456205368042
2013-07-23,7.09456205368042
2013-07-24,6.958389759063721
2013-07-25,6.931153774261475
2013-07-26,6.965195178985596
2013-07-29,6.84945011138916
2013-07-30,6.835833549499512
2013-07-31,6.81540584564209
2013-08-01,6.985621452331543
2013-08-02,6.972006320953369
2013-08-05,6.978814125061035
2013-08-06,6.822218418121338
2013-08-07,6.747320652008057
2013-08-08,6.760939598083496
2013-08-09,6.754131317138672
2013-08-12,6.7064690589904785
2013-08-13,6.7268967628479
2013-08-14,6.774555683135986
2013-08-15,6.679238319396973
2013-08-16,6.699662208557129
2013-08-19,6.590725898742676
2013-08-20,6.713280200958252
2013-08-21,6.699662208557129
2013-08-22,6.84945011138916
2013-08-23,6.76774787902832
2013-08-26,6.679238319396973
2013-08-27,6.440936088562012
2013-08-28,6.427318096160889
2013-08-29,6.461362361907959
