Date,PPL
2010-01-04,14.704787254333496
2010-01-05,14.514583587646484
2010-01-06,14.546280860900879
2010-01-07,14.405891418457031
2010-01-08,14.360603332519531
2010-01-11,14.546280860900879
2010-01-12,14.559867858886719
2010-01-13,14.7681884765625
2010-01-14,14.614214897155762
2010-01-15,14.442123413085938
2010-01-19,14.58703899383545
2010-01-20,14.38325023651123
2010-01-21,14.116049766540527
2010-01-22,13.785459518432617
2010-01-25,13.871498107910156
2010-01-26,13.866972923278809
2010-01-27,13.608832359313965
2010-01-28,13.454855918884277
2010-01-29,13.35522747039795
2010-02-01,13.414098739624023
2010-02-02,13.423157691955566
2010-02-03,13.314468383789062
2010-02-04,12.961228370666504
2010-02-05,13.133318901062012
2010-02-08,13.011049270629883
2010-02-09,13.119732856750488
2010-02-10,13.056327819824219
2010-02-11,13.28276538848877
2010-02-12,13.228425025939941
2010-02-16,13.50014877319336
2010-02-17,13.405044555664062
2010-02-18,13.386927604675293
2010-02-19,13.522788047790527
2010-02-22,13.28276538848877
2010-02-23,13.146906852722168
2010-02-24,13.088030815124512
2010-02-25,13.056327819824219
2010-02-26,12.89782428741455
2010-03-01,13.110674858093262
2010-03-02,13.115202903747559
2010-03-03,13.001983642578125
2010-03-04,12.979344367980957
2010-03-05,13.124258995056152
2010-03-08,13.261780738830566
2010-03-09,13.234281539916992
2010-03-10,13.325959205627441
2010-03-11,13.261780738830566
2010-03-12,12.927138328552246
2010-03-15,13.12425708770752
2010-03-16,13.261780738830566
2010-03-17,13.376387596130371
2010-03-18,13.225110054016113
2010-03-19,13.069249153137207
2010-03-22,12.95465087890625
2010-03-23,13.110511779785156
2010-03-24,12.945484161376953
2010-03-25,12.725440979003906
2010-03-26,12.642927169799805
2010-03-29,12.785035133361816
2010-03-30,12.785035133361816
2010-03-31,12.702524185180664
2010-04-01,12.96381664276123
2010-04-05,12.96381664276123
2010-04-06,13.092169761657715
2010-04-07,12.913393020629883
2010-04-08,12.835461616516113
2010-04-09,12.826295852661133
2010-04-12,12.899641036987305
2010-04-13,12.93631362915039
2010-04-14,12.968402862548828
2010-04-15,12.876723289489746
2010-04-16,12.592509269714355
2010-04-19,12.560420036315918
2010-04-20,12.789626121520996
2010-04-21,12.757532119750977
2010-04-22,12.840045928955078
2010-04-23,13.1288480758667
2010-04-26,12.99131965637207
2010-04-27,12.711690902709961
2010-04-28,11.735278129577637
2010-04-29,11.460232734680176
2010-04-30,11.350215911865234
2010-05-03,11.41439437866211
2010-05-04,11.308955192565918
2010-05-05,11.31812858581543
2010-05-06,11.308955192565918
2010-05-07,11.341047286987305
2010-05-10,11.712363243103027
2010-05-11,11.735278129577637
2010-05-12,11.89113998413086
2010-05-13,11.790285110473633
2010-05-14,11.716939926147461
2010-05-17,11.996572494506836
2010-05-18,11.831543922424316
2010-05-19,11.849881172180176
2010-05-20,11.359384536743164
2010-05-21,11.451067924499512
2010-05-24,11.32729721069336
2010-05-25,11.44189453125
2010-05-26,11.483153343200684
2010-05-27,11.703190803527832
2010-05-28,11.831543922424316
2010-06-01,11.584009170532227
2010-06-02,11.817790985107422
2010-06-03,11.886553764343262
2010-06-04,11.501492500305176
2010-06-07,11.730695724487305
2010-06-08,11.758584022521973
2010-06-09,11.568026542663574
2010-06-10,11.893363952636719
2010-06-11,11.870124816894531
2010-06-14,11.921248435974121
2010-06-15,12.023500442504883
2010-06-16,12.074625015258789
2010-06-17,12.097862243652344
2010-06-18,12.111801147460938
2010-06-21,11.925896644592285
2010-06-22,11.265929222106934
2010-06-23,11.572674751281738
2010-06-24,11.49831485748291
2010-06-25,11.586617469787598
2010-06-28,11.819001197814941
2010-06-29,11.633094787597656
2010-06-30,11.59591293334961
2010-07-01,11.712105751037598
2010-07-02,11.832944869995117
2010-07-06,11.944488525390625
2010-07-07,12.176868438720703
2010-07-08,12.148984909057617
2010-07-09,12.186169624328613
2010-07-12,12.172221183776855
2010-07-13,12.144336700439453
2010-07-14,12.00490951538086
2010-07-15,12.172221183776855
2010-07-16,11.953777313232422
2010-07-19,12.18152141571045
2010-07-20,12.325601577758789
2010-07-21,12.241938591003418
2010-07-22,12.46037769317627
2010-07-23,12.390665054321289
2010-07-26,12.4650297164917
2010-07-27,12.650936126708984
2010-07-28,12.781064987182617
2010-07-29,12.711359977722168
2010-07-30,12.683466911315918
2010-08-02,12.915850639343262
2010-08-03,12.841490745544434
2010-08-04,12.883313179016113
2010-08-05,12.423195838928223
2010-08-06,12.446432113647461
2010-08-09,12.334890365600586
2010-08-10,12.283766746520996
2010-08-11,12.107156753540039
2010-08-12,12.283766746520996
2010-08-13,12.492912292480469
2010-08-16,12.516153335571289
2010-08-17,12.576567649841309
2010-08-18,12.502201080322266
2010-08-19,12.404607772827148
2010-08-20,12.344188690185547
2010-08-23,12.348832130432129
2010-08-24,12.367419242858887
2010-08-25,12.386017799377441
2010-08-26,12.376727104187012
2010-08-27,12.734596252441406
2010-08-30,12.604454040527344
2010-08-31,12.623053550720215
2010-09-01,12.943737030029297
2010-09-02,12.850784301757812
2010-09-03,12.874022483825684
2010-09-07,12.799659729003906
2010-09-08,12.752585411071777
2010-09-09,12.766706466674805
2010-09-10,12.823200225830078
2010-09-13,12.837316513061523
2010-09-14,12.681968688964844
2010-09-15,12.634897232055664
2010-09-16,12.611358642578125
2010-09-17,12.592525482177734
2010-09-20,12.545455932617188
2010-09-21,12.578404426574707
2010-09-22,12.743167877197266
2010-09-23,12.818492889404297
2010-09-24,12.90322494506836
2010-09-27,13.02091121673584
2010-09-28,12.98324966430664
2010-09-29,12.90322494506836
2010-09-30,12.818492889404297
2010-10-01,12.91734504699707
2010-10-04,13.002084732055664
2010-10-05,13.148016929626465
2010-10-06,13.02091121673584
2010-10-07,13.016205787658691
2010-10-08,13.044445991516113
2010-10-11,13.03032398223877
2010-10-12,12.964421272277832
2010-10-13,13.049153327941895
2010-10-14,12.978546142578125
2010-10-15,12.959711074829102
2010-10-18,13.148016929626465
2010-10-19,13.082112312316895
2010-10-20,13.124475479125977
2010-10-21,12.922053337097168
2010-10-22,12.667847633361816
2010-10-25,12.658431053161621
2010-10-26,12.58781909942627
2010-10-27,12.47484016418457
2010-10-28,12.4465913772583
2010-10-29,12.64431095123291
2010-11-01,12.385396957397461
2010-11-02,12.625484466552734
2010-11-03,12.526615142822266
2010-11-04,12.616066932678223
2010-11-05,12.710208892822266
2010-11-08,12.714925765991211
2010-11-09,12.66313648223877
2010-11-10,12.521915435791016
2010-11-11,12.498377799987793
2010-11-12,12.295961380004883
2010-11-15,12.267709732055664
2010-11-16,12.121781349182129
2010-11-17,12.145315170288086
2010-11-18,12.178269386291504
2010-11-19,12.102952003479004
2010-11-22,12.145315170288086
2010-11-23,12.032336235046387
2010-11-24,11.971139907836914
2010-11-26,11.909945487976074
2010-11-29,11.985262870788574
2010-11-30,11.961726188659668
2010-12-01,12.041754722595215
2010-12-02,12.126487731933594
2010-12-03,12.197101593017578
2010-12-06,12.220634460449219
2010-12-07,12.102952003479004
2010-12-08,12.074318885803223
2010-12-09,12.02181625366211
2010-12-10,12.050453186035156
2010-12-13,12.193631172180176
2010-12-14,12.169760704040527
2010-12-15,12.060002326965332
2010-12-16,12.255668640136719
2010-12-17,12.422707557678223
2010-12-20,12.484748840332031
2010-12-21,12.49906063079834
2010-12-22,12.565874099731445
2010-12-23,12.599285125732422
2010-12-27,12.551563262939453
2010-12-28,12.604057312011719
2010-12-29,12.570650100708008
2010-12-30,12.522928237915039
2010-12-31,12.561102867126465
2011-01-03,12.685192108154297
2011-01-04,12.842679977416992
2011-01-05,12.804500579833984
2011-01-06,12.713821411132812
2011-01-07,12.594511032104492
2011-01-10,12.575423240661621
2011-01-11,12.58496379852295
2011-01-12,12.694734573364258
2011-01-13,12.27953052520752
2011-01-14,12.241349220275879
2011-01-18,12.236576080322266
2011-01-19,12.317707061767578
2011-01-20,12.408388137817383
2011-01-21,12.327254295349121
2011-01-24,12.346345901489258
2011-01-25,12.327254295349121
2011-01-26,12.20317268371582
2011-01-27,12.284309387207031
2011-01-28,12.126812934875488
2011-01-31,12.308164596557617
2011-02-01,12.317707061767578
2011-02-02,12.293848037719727
2011-02-03,12.327254295349121
2011-02-04,11.969324111938477
2011-02-07,11.840468406677246
2011-02-08,11.878645896911621
2011-02-09,11.935914993286133
2011-02-10,11.850006103515625
2011-02-11,11.8118314743042
2011-02-14,11.74024486541748
2011-02-15,11.8118314743042
2011-02-16,11.8595552444458
2011-02-17,11.935914993286133
2011-02-18,11.945457458496094
2011-02-22,11.940690040588379
2011-02-23,11.931145668029785
2011-02-24,11.869100570678711
2011-02-25,11.840468406677246
2011-02-28,12.136358261108398
2011-03-01,11.883418083190918
2011-03-02,12.284309387207031
2011-03-03,12.27475357055664
2011-03-04,12.198399543762207
2011-03-07,12.408388137817383
2011-03-08,12.355173110961914
2011-03-09,12.471271514892578
2011-03-10,12.306797981262207
2011-03-11,12.219719886779785
2011-03-14,12.210041999816895
2011-03-15,11.890768051147461
2011-03-16,11.779500961303711
2011-03-17,11.813363075256348
2011-03-18,11.895605087280273
2011-03-21,11.93913745880127
2011-03-22,11.837553024291992
2011-03-23,11.803686141967773
2011-03-24,11.83271598815918
2011-03-25,11.885927200317383
2011-03-28,11.86174201965332
2011-03-29,11.997194290161133
2011-03-30,12.161669731140137
2011-03-31,12.239075660705566
2011-04-01,12.432574272155762
2011-04-04,12.490628242492676
2011-04-05,12.364850997924805
2011-04-06,12.3696870803833
2011-04-07,12.42289924621582
2011-04-08,12.514814376831055
2011-04-11,12.427738189697266
2011-04-12,13.003408432006836
2011-04-13,12.959874153137207
2011-04-14,12.940519332885742
2011-04-15,13.061454772949219
2011-04-18,12.979219436645508
2011-04-19,12.945359230041504
2011-04-20,13.066300392150879
2011-04-21,13.013079643249512
2011-04-25,13.037271499633789
2011-04-26,13.12435531616211
2011-04-27,13.240450859069824
2011-04-28,13.269477844238281
2011-04-29,13.269477844238281
2011-05-02,13.288830757141113
2011-05-03,13.283992767333984
2011-05-04,13.332362174987793
2011-05-05,13.250125885009766
2011-05-06,13.317850112915039
2011-05-09,13.235613822937012
2011-05-10,13.433952331542969
2011-05-11,13.443631172180176
2011-05-12,13.559732437133789
2011-05-13,13.511357307434082
2011-05-16,13.42428207397461
2011-05-17,13.637129783630371
2011-05-18,13.617781639099121
2011-05-19,13.637129783630371
2011-05-20,13.680672645568848
2011-05-23,13.569406509399414
2011-05-24,13.453304290771484
2011-05-25,13.42428207397461
2011-05-26,13.419440269470215
2011-05-27,13.477492332458496
2011-05-31,13.637129783630371
2011-06-01,13.525866508483887
2011-06-02,13.482329368591309
