Date,RL
2010-11-05,77.54916381835938
2010-11-08,78.67793273925781
2010-11-09,78.5611343383789
2010-11-10,84.2905502319336
2010-11-11,82.9048843383789
2010-11-12,80.73301696777344
2010-11-15,81.23125457763672
2010-11-16,79.75215911865234
2010-11-17,82.06419372558594
2010-11-18,82.71806335449219
2010-11-19,83.41868591308594
2010-11-22,83.9013442993164
2010-11-23,82.95159912109375
2010-11-24,85.4893798828125
2010-11-26,85.4893798828125
2010-11-29,84.61750793457031
2010-11-30,85.03782653808594
2010-12-01,86.08876037597656
2010-12-02,88.00373840332031
2010-12-03,87.27977752685547
2010-12-06,86.60252380371094
2010-12-07,87.06961059570312
2010-12-08,87.77799224853516
2010-12-09,87.98041534423828
2010-12-10,87.9570083618164
2010-12-13,86.98397064208984
2010-12-14,87.04624938964844
2010-12-15,87.12410736083984
2010-12-16,88.1672134399414
2010-12-17,88.86785125732422
2010-12-20,88.42412567138672
2010-12-21,89.7708511352539
2010-12-22,88.564208984375
2010-12-23,86.91390991210938
2010-12-27,87.82466888427734
2010-12-28,87.40433502197266
2010-12-29,86.89788818359375
2010-12-30,87.70821380615234
2010-12-31,86.4226303100586
2011-01-03,87.0225830078125
2011-01-04,84.42800903320312
2011-01-05,84.38126373291016
2011-01-06,84.10077667236328
2011-01-07,83.18138885498047
2011-01-10,83.82805633544922
2011-01-11,83.9527359008789
2011-01-12,84.64614868164062
2011-01-13,84.54488372802734
2011-01-14,85.71358489990234
2011-01-18,85.36298370361328
2011-01-19,82.34770202636719
2011-01-20,81.81008911132812
2011-01-21,80.99197387695312
2011-01-24,81.61528778076172
2011-01-25,81.38157653808594
2011-01-26,82.65155792236328
2011-01-27,82.15290832519531
2011-01-28,81.01535034179688
2011-01-31,83.50862121582031
2011-02-01,83.29827117919922
2011-02-02,83.22813415527344
2011-02-03,84.60723114013672
2011-02-04,87.70037078857422
2011-02-07,88.6977310180664
2011-02-08,90.20147705078125
2011-02-09,97.66565704345703
2011-02-10,98.93567657470703
2011-02-11,98.84996795654297
2011-02-14,98.53050231933594
2011-02-15,97.42411041259766
2011-02-16,97.82929229736328
2011-02-17,97.33064270019531
2011-02-18,99.71483612060547
2011-02-22,96.4424057006836
2011-02-23,95.13346862792969
2011-02-24,96.45021057128906
2011-02-25,97.61891174316406
2011-02-28,98.72530364990234
2011-03-01,96.69172668457031
2011-03-02,96.83976745605469
2011-03-03,98.53050231933594
2011-03-04,97.61891174316406
2011-03-07,97.09687805175781
2011-03-08,98.63958740234375
2011-03-09,98.77983856201172
2011-03-10,97.79032135009766
2011-03-11,99.13044738769531
2011-03-14,96.3956527709961
2011-03-15,95.9826889038086
2011-03-16,94.41665649414062
2011-03-17,94.81401824951172
2011-03-18,91.38574981689453
2011-03-21,93.3024673461914
2011-03-22,92.32070922851562
2011-03-23,93.09207916259766
2011-03-24,93.21676635742188
2011-03-25,93.89461517333984
2011-03-28,93.05313110351562
2011-03-29,96.23979949951172
2011-03-30,97.433837890625
2011-03-31,96.49734497070312
2011-04-01,98.8229751586914
2011-04-04,99.89213562011719
2011-04-05,100.35256958007812
2011-04-06,97.93330383300781
2011-04-07,98.39376068115234
2011-04-08,96.45834350585938
2011-04-11,97.14510345458984
2011-04-12,97.01241302490234
2011-04-13,100.19649505615234
2011-04-14,99.89213562011719
2011-04-15,100.67252349853516
2011-04-18,99.40830993652344
2011-04-19,100.27452850341797
2011-04-20,102.83425903320312
2011-04-21,103.79414367675781
2011-04-25,103.20108795166016
2011-04-26,102.2255630493164
2011-04-27,103.2557144165039
2011-04-28,102.67035675048828
2011-04-29,102.05389404296875
2011-05-02,100.89887237548828
2011-05-03,99.70482635498047
2011-05-04,100.10285949707031
2011-05-05,101.46855163574219
2011-05-06,101.14862060546875
2011-05-09,101.10956573486328
2011-05-10,103.55226135253906
2011-05-11,102.91228485107422
2011-05-12,105.02718353271484
2011-05-13,104.0361099243164
2011-05-16,103.2088623046875
2011-05-17,102.51429748535156
2011-05-18,104.58238220214844
2011-05-19,106.21343231201172
2011-05-20,101.61685943603516
2011-05-23,100.3759994506836
2011-05-24,100.97689056396484
2011-05-25,89.5127182006836
2011-05-26,92.33778381347656
2011-05-27,98.66688537597656
2011-05-31,98.93223571777344
2011-06-01,94.78046417236328
2011-06-02,94.30438995361328
2011-06-03,95.7872085571289
2011-06-06,94.7024154663086
2011-06-07,95.26431274414062
2011-06-08,93.25086975097656
2011-06-09,95.07703399658203
2011-06-10,93.36012268066406
2011-06-13,94.00787353515625
2011-06-14,95.58428955078125
2011-06-15,94.09371948242188
2011-06-16,95.41260528564453
2011-06-17,96.80171203613281
2011-06-20,98.45620727539062
2011-06-21,99.75946044921875
2011-06-22,99.25999450683594
2011-06-23,99.85310363769531
2011-06-24,98.00354766845703
2011-06-27,98.49519348144531
2011-06-28,101.37493896484375
2011-06-29,102.41442108154297
2011-06-30,103.64938354492188
2011-07-01,104.97032928466797
2011-07-05,105.93952178955078
2011-07-06,106.24432373046875
2011-07-07,108.79241943359375
2011-07-08,107.55745697021484
2011-07-11,104.97032928466797
2011-07-12,104.76708984375
2011-07-13,105.12665557861328
2011-07-14,105.53309631347656
2011-07-15,105.337646484375
2011-07-18,105.15789794921875
2011-07-19,107.79977416992188
2011-07-20,108.01861572265625
2011-07-21,109.495849609375
2011-07-22,108.94872283935547
2011-07-25,108.27652740478516
2011-07-26,107.39328002929688
2011-07-27,103.97767639160156
2011-07-28,105.97079467773438
2011-07-29,105.57217407226562
2011-08-01,105.86917877197266
2011-08-02,98.951904296875
2011-08-03,101.2342300415039
2011-08-04,94.00431823730469
2011-08-05,97.32616424560547
2011-08-08,89.22869873046875
2011-08-09,93.67601776123047
2011-08-10,97.92018127441406
2011-08-11,102.03927612304688
2011-08-12,107.61215209960938
2011-08-15,109.96480560302734
2011-08-16,107.54180145263672
2011-08-17,104.53263092041016
2011-08-18,99.21768951416016
2011-08-19,94.66870880126953
2011-08-22,94.6608657836914
2011-08-23,102.00799560546875
2011-08-24,103.82914733886719
2011-08-25,101.03099822998047
2011-08-26,102.89904022216797
2011-08-29,105.98638916015625
2011-08-30,106.15835571289062
2011-08-31,107.16665649414062
2011-09-01,106.1036148071289
2011-09-02,103.03973388671875
2011-09-06,102.4222640991211
2011-09-07,106.92436218261719
2011-09-08,107.3307876586914
2011-09-09,104.72021484375
2011-09-12,105.47836303710938
2011-09-13,108.24531555175781
2011-09-14,111.94226837158203
2011-09-15,115.56896209716797
2011-09-16,115.18598175048828
2011-09-19,117.64802551269531
2011-09-20,118.62507629394531
2011-09-21,114.7638931274414
2011-09-22,112.31747436523438
2011-09-23,114.52942657470703
2011-09-26,114.7560806274414
2011-09-27,116.2802505493164
2011-09-28,112.35906982421875
2011-09-29,109.41630554199219
2011-09-30,101.5113754272461
2011-10-03,98.35723876953125
2011-10-04,103.06104278564453
2011-10-05,104.0002670288086
2011-10-06,110.58244323730469
2011-10-07,110.39458465576172
2011-10-10,113.34527587890625
2011-10-11,112.13992309570312
2011-10-12,113.36869812011719
2011-10-13,114.07310485839844
2011-10-14,116.00631713867188
2011-10-17,112.9147720336914
2011-10-18,116.08453369140625
2011-10-19,112.49211883544922
2011-10-20,113.70526123046875
2011-10-21,117.97858428955078
2011-10-24,123.30856323242188
2011-10-25,120.224853515625
2011-10-26,119.93524932861328
2011-10-27,124.65472412109375
2011-10-28,126.84617614746094
2011-10-31,124.27906799316406
2011-11-01,123.12069702148438
2011-11-02,124.86604309082031
2011-11-03,123.18325805664062
2011-11-04,123.1441421508789
2011-11-07,123.12850189208984
2011-11-08,124.48253631591797
2011-11-09,117.35250091552734
2011-11-10,118.35425567626953
2011-11-11,121.70402526855469
2011-11-14,122.1815185546875
2011-11-15,121.63362884521484
2011-11-16,118.96475982666016
2011-11-17,116.00631713867188
2011-11-18,114.44095611572266
2011-11-21,111.95210266113281
2011-11-22,111.27901458740234
2011-11-23,110.97377014160156
2011-11-25,108.63363647460938
2011-11-28,113.75221252441406
2011-11-29,110.08930969238281
2011-11-30,111.0285873413086
2011-12-01,112.17130279541016
2011-12-02,113.25917053222656
2011-12-05,117.516845703125
2011-12-06,117.89249420166016
2011-12-07,116.89075469970703
2011-12-08,114.53490447998047
2011-12-09,115.1922836303711
2011-12-12,113.64263916015625
2011-12-13,110.36326599121094
2011-12-14,108.69619750976562
2011-12-15,109.65887451171875
2011-12-16,108.89189910888672
2011-12-19,106.42649841308594
2011-12-20,107.45963287353516
2011-12-21,106.9273681640625
2011-12-22,106.41870880126953
2011-12-23,109.02495574951172
2011-12-27,110.07374572753906
2011-12-28,108.72561645507812
2011-12-29,108.47482299804688
2011-12-30,108.22402954101562
2012-01-03,107.47158813476562
2012-01-04,111.9861068725586
2012-01-05,111.42180633544922
2012-01-06,110.2774887084961
2012-01-09,114.7136459350586
2012-01-10,115.46609497070312
2012-01-11,113.28718566894531
2012-01-12,113.20882415771484
2012-01-13,112.60528564453125
2012-01-17,111.44532775878906
2012-01-18,114.20423126220703
2012-01-19,114.95665740966797
2012-01-20,115.16822052001953
2012-01-23,114.40799713134766
2012-01-24,118.1387710571289
2012-01-25,118.92256927490234
2012-01-26,117.78604125976562
2012-01-27,118.75798034667969
2012-01-30,118.35041046142578
2012-01-31,119.13417053222656
2012-02-01,120.63118743896484
2012-02-02,119.91796112060547
2012-02-03,122.24579620361328
2012-02-06,123.37442779541016
2012-02-07,123.10794830322266
2012-02-08,134.4100341796875
2012-02-09,135.2329559326172
2012-02-10,135.280029296875
2012-02-13,135.09971618652344
2012-02-14,136.98866271972656
2012-02-15,135.29568481445312
2012-02-16,136.71432495117188
2012-02-17,136.74563598632812
2012-02-21,135.2642822265625
2012-02-22,134.42562866210938
2012-02-23,135.78160095214844
2012-02-24,135.8443145751953
2012-02-27,136.7378387451172
2012-02-28,136.92587280273438
2012-02-29,136.16566467285156
2012-03-01,139.44189453125
2012-03-02,138.4229736328125
2012-03-05,138.55616760253906
2012-03-06,133.64181518554688
2012-03-07,134.2924041748047
2012-03-08,136.20480346679688
2012-03-09,138.25051879882812
2012-03-12,139.23023986816406
2012-03-13,140.97805786132812
2012-03-14,139.92779541015625
2012-03-15,139.55152893066406
2012-03-16,139.31642150878906
2012-03-19,138.4151153564453
2012-03-20,138.7208251953125
2012-03-21,138.3994140625
2012-03-22,137.55299377441406
2012-03-23,136.50270080566406
2012-03-26,138.83834838867188
2012-03-27,138.0467071533203
2012-03-28,137.1600341796875
2012-03-29,137.12078857421875
2012-03-30,136.791259765625
2012-04-02,137.54452514648438
2012-04-03,137.77993774414062
2012-04-04,136.53233337402344
2012-04-05,139.71804809570312
2012-04-09,138.45472717285156
2012-04-10,133.23672485351562
2012-04-11,134.0606689453125
2012-04-12,134.80604553222656
2012-04-13,135.3631591796875
2012-04-16,133.9429473876953
2012-04-17,135.62203979492188
2012-04-18,135.98309326171875
2012-04-19,132.88356018066406
2012-04-20,134.39022827148438
2012-04-23,131.83216857910156
2012-04-24,128.8425750732422
2012-04-25,131.44769287109375
2012-04-26,134.2724609375
2012-04-27,135.90457153320312
2012-04-30,135.1748504638672
2012-05-01,135.1748504638672
2012-05-02,138.8863067626953
2012-05-03,136.88539123535156
2012-05-04,132.24803161621094
2012-05-07,132.3813934326172
2012-05-08,128.1991424560547
2012-05-09,126.28455352783203
2012-05-10,124.346435546875
2012-05-11,125.9942398071289
2012-05-14,123.64020538330078
2012-05-15,118.90084075927734
2012-05-16,117.66888427734375
2012-05-17,113.2276840209961
2012-05-18,111.03842163085938
2012-05-21,114.79700469970703
2012-05-22,117.91211700439453
2012-05-23,117.61398315429688
2012-05-24,116.66448974609375
2012-05-25,117.57469940185547
2012-05-29,119.29315185546875
2012-05-30,116.67237854003906
2012-05-31,116.75868225097656
2012-06-01,111.13258361816406
2012-06-04,112.0977554321289
2012-06-05,112.35668182373047
2012-06-06,113.94959259033203
2012-06-07,113.20411682128906
2012-06-08,113.816162109375
2012-06-11,110.61471557617188
2012-06-12,111.94078826904297
2012-06-13,109.72016906738281
2012-06-14,111.98788452148438
2012-06-15,114.54586029052734
2012-06-18,113.91031646728516
2012-06-19,115.65229797363281
2012-06-20,115.8563003540039
2012-06-21,112.44303894042969
2012-06-22,112.05850219726562
2012-06-25,110.55196380615234
2012-06-26,110.63825988769531
2012-06-27,108.59233856201172
2012-06-28,107.49066925048828
2012-06-29,110.21334075927734
2012-07-02,110.54383850097656
2012-07-03,113.76224517822266
2012-07-05,116.13867950439453
2012-07-06,113.64419555664062
2012-07-09,112.06256103515625
2012-07-10,113.0776596069336
2012-07-11,109.20609283447266
2012-07-12,107.70313262939453
2012-07-13,110.9530258178711
2012-07-16,111.73993682861328
2012-07-17,111.755615234375
2012-07-18,113.69139099121094
2012-07-19,119.81352996826172
2012-07-20,117.31121063232422
2012-07-23,115.87901306152344
2012-07-24,114.15572357177734
2012-07-25,112.58979034423828
2012-07-26,116.09933471679688
2012-07-27,116.5793685913086
2012-07-30,115.7610092163086
2012-07-31,113.58124542236328
2012-08-01,111.99959564208984
2012-08-02,110.2605209350586
2012-08-03,114.6278305053711
2012-08-06,118.0823745727539
2012-08-07,120.41949462890625
2012-08-08,119.09745025634766
2012-08-09,116.79972076416016
2012-08-10,118.16105651855469
2012-08-13,120.40369415283203
2012-08-14,119.78203582763672
2012-08-15,120.01028442382812
2012-08-16,119.92366790771484
2012-08-17,125.73885345458984
2012-08-20,123.66937255859375
2012-08-21,123.06343841552734
2012-08-22,124.35394287109375
2012-08-23,123.1342544555664
2012-08-24,125.5736312866211
2012-08-27,124.802490234375
2012-08-28,125.16439819335938
2012-08-29,125.38479614257812
2012-08-30,124.20439910888672
2012-08-31,124.8418197631836
2012-09-04,123.55913543701172
2012-09-05,121.812255859375
2012-09-06,124.99923706054688
2012-09-07,126.75397491455078
2012-09-10,126.14801788330078
2012-09-11,122.92967987060547
2012-09-12,124.79457092285156
2012-09-13,126.06935119628906
2012-09-14,128.19403076171875
2012-09-17,128.14678955078125
2012-09-18,125.10938262939453
2012-09-19,125.14873504638672
2012-09-20,122.33943939208984
2012-09-21,122.6385269165039
2012-09-24,120.91520690917969
2012-09-25,119.20760345458984
2012-09-26,119.06556701660156
2012-09-27,119.90191650390625
2012-09-28,119.31803131103516
2012-10-01,119.73625946044922
2012-10-02,121.36942291259766
2012-10-03,121.93751525878906
2012-10-04,124.67528533935547
2012-10-05,124.32022857666016
2012-10-08,123.31824493408203
2012-10-09,121.6771240234375
2012-10-10,123.06574249267578
2012-10-11,122.71856689453125
2012-10-12,122.17418670654297
2012-10-15,126.0875244140625
2012-10-16,129.26712036132812
2012-10-17,128.62017822265625
2012-10-18,129.5512237548828
2012-10-19,127.76021575927734
2012-10-22,125.44845581054688
2012-10-23,122.48193359375
2012-10-24,121.913818359375
2012-10-25,121.30633544921875
2012-10-26,120.33584594726562
2012-10-31,121.25896453857422
2012-11-01,125.48003387451172
2012-11-02,126.82925415039062
2012-11-05,127.20792388916016
2012-11-06,126.58464050292969
2012-11-07,123.01051330566406
2012-11-08,118.58428955078125
2012-11-09,119.34963989257812
2012-11-12,119.83876037597656
2012-11-13,120.32799530029297
2012-11-14,117.66117095947266
2012-11-15,118.22926330566406
2012-11-16,119.43647003173828
2012-11-19,123.5075454711914
2012-11-20,123.48390197753906
2012-11-21,123.47600555419922
2012-11-23,126.15856170654297
2012-11-26,125.4248275756836
2012-11-27,125.54312896728516
2012-11-28,128.24937438964844
2012-11-29,126.55301666259766
2012-11-30,123.94151306152344
2012-12-03,124.23344421386719
2012-12-04,121.90593719482422
2012-12-05,120.5093765258789
2012-12-06,121.31417083740234
2012-12-07,122.56867218017578
2012-12-10,119.90980529785156
2012-12-11,121.62983703613281
2012-12-12,118.74207305908203
2012-12-13,117.68997955322266
2012-12-14,118.73423767089844
2012-12-17,121.51091003417969
2012-12-18,120.70399475097656
2012-12-19,121.2735824584961
2012-12-20,119.7388916015625
2012-12-21,119.65972137451172
2012-12-24,119.51736450195312
2012-12-26,115.52236938476562
2012-12-27,117.34976959228516
2012-12-28,116.29766082763672
2012-12-31,118.5997314453125
2013-01-02,120.32428741455078
2013-01-03,124.36678314208984
2013-01-04,126.09131622314453
2013-01-07,127.7763671875
2013-01-08,128.3538360595703
2013-01-09,130.98812866210938
2013-01-10,132.49118041992188
2013-01-11,131.2649688720703
2013-01-14,131.58934020996094
2013-01-15,132.07192993164062
2013-01-16,131.9137420654297
2013-01-17,132.95001220703125
2013-01-18,132.6652374267578
2013-01-22,130.782470703125
2013-01-23,129.88858032226562
2013-01-24,130.82994079589844
2013-01-25,134.54803466796875
2013-01-28,133.55923461914062
2013-01-29,132.86297607421875
2013-01-30,132.4437713623047
2013-01-31,131.70010375976562
2013-02-01,127.79214477539062
2013-02-04,128.45663452148438
2013-02-05,130.4581298828125
2013-02-06,138.1474609375
2013-02-07,140.86087036132812
2013-02-08,140.4653778076172
2013-02-11,140.0302276611328
2013-02-12,139.856201171875
2013-02-13,138.9385223388672
2013-02-14,138.3293914794922
2013-02-15,139.28665161132812
2013-02-19,140.053955078125
2013-02-20,137.2613983154297
2013-02-21,134.9752197265625
2013-02-22,135.37071228027344
2013-02-25,133.5987091064453
2013-02-26,134.5796661376953
2013-02-27,137.1032257080078
2013-02-28,137.22979736328125
2013-03-01,137.78358459472656
2013-03-04,137.9654998779297
2013-03-05,140.0935516357422
2013-03-06,140.35452270507812
2013-03-07,140.16470336914062
2013-03-08,140.38623046875
2013-03-11,139.62681579589844
2013-03-12,137.97340393066406
2013-03-13,136.8817596435547
2013-03-14,136.9845428466797
2013-03-15,135.51307678222656
2013-03-18,133.86767578125
2013-03-19,132.26974487304688
2013-03-20,134.88816833496094
2013-03-21,133.36932373046875
2013-03-22,133.22691345214844
2013-03-25,132.45953369140625
2013-03-26,132.8798065185547
2013-03-27,134.57679748535156
2013-03-28,134.2595977783203
2013-04-01,132.2296600341797
2013-04-02,133.16534423828125
2013-04-03,133.7996826171875
2013-04-04,134.5054931640625
2013-04-05,133.7996826171875
2013-04-08,134.48959350585938
2013-04-09,134.87020874023438
2013-04-10,136.86849975585938
2013-04-11,138.7637481689453
2013-04-12,137.9945526123047
2013-04-15,135.4807891845703
2013-04-16,135.8217315673828
2013-04-17,133.67282104492188
2013-04-18,132.705322265625
2013-04-19,134.1248016357422
2013-04-22,131.5792999267578
2013-04-23,135.40147399902344
2013-04-24,135.94863891601562
2013-04-25,139.0730438232422
2013-04-26,139.24742126464844
2013-04-29,140.35768127441406
2013-04-30,143.9894561767578
2013-05-01,141.60260009765625
2013-05-02,140.78587341308594
2013-05-03,142.14976501464844
2013-05-06,143.4661407470703
2013-05-07,146.7094268798828
2013-05-08,146.994873046875
2013-05-09,145.60716247558594
2013-05-10,146.70150756835938
2013-05-13,145.7419891357422
2013-05-14,147.93057250976562
2013-05-15,148.05747985839844
2013-05-16,146.5429229736328
2013-05-17,148.29534912109375
2013-05-20,148.03372192382812
2013-05-21,150.3175048828125
2013-05-22,149.12802124023438
2013-05-23,145.6626739501953
2013-05-24,143.5057830810547
2013-05-28,141.52333068847656
2013-05-29,140.6193084716797
2013-05-30,139.22369384765625
2013-05-31,138.84303283691406
2013-06-03,139.287109375
2013-06-04,139.8184356689453
2013-06-05,137.77255249023438
2013-06-06,138.44650268554688
2013-06-07,139.51707458496094
2013-06-10,139.4060516357422
2013-06-11,137.8042755126953
2013-06-12,136.75753784179688
2013-06-13,138.3197021484375
2013-06-14,137.3046417236328
2013-06-17,139.6439971923828
2013-06-18,141.86428833007812
2013-06-19,141.0
2013-06-20,135.0684814453125
2013-06-21,134.08517456054688
2013-06-24,133.6807403564453
2013-06-25,135.01292419433594
2013-06-26,135.4182586669922
2013-06-27,138.35020446777344
2013-06-28,138.42201232910156
2013-07-01,138.58131408691406
2013-07-02,137.56947326660156
2013-07-03,137.66506958007812
2013-07-05,138.6529083251953
2013-07-08,140.19065856933594
2013-07-09,141.52120971679688
2013-07-10,143.4253387451172
2013-07-11,145.99075317382812
2013-07-12,145.32150268554688
2013-07-15,144.80369567871094
2013-07-16,143.53695678710938
2013-07-17,142.23825073242188
2013-07-18,143.3934326171875
2013-07-19,142.78793334960938
2013-07-22,143.79983520507812
2013-07-23,143.52093505859375
2013-07-24,142.71627807617188
2013-07-25,142.81982421875
2013-07-26,144.19024658203125
2013-07-29,143.64041137695312
2013-07-30,144.7160186767578
2013-07-31,145.05068969726562
2013-08-01,148.97848510742188
2013-08-02,149.8070831298828
2013-08-05,150.0221710205078
2013-08-06,150.9862518310547
2013-08-07,137.9359588623047
2013-08-08,141.57693481445312
2013-08-09,142.57289123535156
2013-08-12,141.8796844482422
2013-08-13,142.23825073242188
2013-08-14,140.8280029296875
2013-08-15,138.97962951660156
2013-08-16,137.09934997558594
2013-08-19,135.62547302246094
2013-08-20,137.01174926757812
2013-08-21,136.92416381835938
2013-08-22,137.32252502441406
2013-08-23,136.7567901611328
2013-08-26,135.6095733642578
2013-08-27,132.08010864257812
2013-08-28,131.8968505859375
2013-08-29,132.36692810058594
2013-08-30,131.7852783203125
2013-09-03,133.14768981933594
2013-09-04,132.78916931152344
2013-09-05,132.25537109375
2013-09-06,131.60205078125
2013-09-09,132.04820251464844
2013-09-10,129.8970489501953
2013-09-11,130.58221435546875
2013-09-12,129.9129638671875
2013-09-13,132.5342254638672
2013-09-16,133.21937561035156
2013-09-17,132.79708862304688
2013-09-18,133.94439697265625
