Date,HBAN
2010-10-26,3.3902649879455566
2010-10-27,3.438525438308716
2010-10-28,3.414393663406372
2010-10-29,3.414393663406372
2010-11-01,3.3782002925872803
2010-11-02,3.354069948196411
2010-11-03,3.402329444885254
2010-11-04,3.541077136993408
2010-11-05,3.5833046436309814
2010-11-08,3.595369338989258
2010-11-09,3.5290112495422363
2010-11-10,3.6858572959899902
2010-11-11,3.716019630432129
2010-11-12,3.5591750144958496
2010-11-15,3.5833046436309814
2010-11-16,3.4867846965789795
2010-11-17,3.4264588356018066
2010-11-18,3.474719285964966
2010-11-19,3.450589418411255
2010-11-22,3.462656259536743
2010-11-23,3.3601014614105225
2010-11-24,3.3902649879455566
2010-11-26,3.348036527633667
2010-11-29,3.4928181171417236
2010-11-30,3.5229804515838623
2010-12-01,3.6375982761383057
2010-12-02,3.770312547683716
2010-12-03,3.8668313026428223
2010-12-06,3.896994113922119
2010-12-07,3.8668313026428223
2010-12-08,3.915092706680298
2010-12-09,4.053839206695557
2010-12-10,4.1262288093566895
2010-12-13,4.017646312713623
2010-12-14,3.8004746437072754
2010-12-15,3.782377004623413
2010-12-16,3.776334762573242
2010-12-17,3.7642509937286377
2010-12-20,3.94551420211792
2010-12-21,4.048232078552246
2010-12-22,4.138864517211914
2010-12-23,4.156991481781006
2010-12-27,4.205326557159424
2010-12-28,4.205326557159424
2010-12-29,4.205326557159424
2010-12-30,4.163031101226807
2010-12-31,4.150945663452148
2011-01-03,4.295958995819092
2011-01-04,4.344296455383301
2011-01-05,4.338253021240234
2011-01-06,4.320127487182617
2011-01-07,4.283875465393066
2011-01-10,4.350339412689209
2011-01-11,4.302001953125
2011-01-12,4.362421989440918
2011-01-13,4.302001953125
2011-01-14,4.380548477172852
2011-01-18,4.344296455383301
2011-01-19,4.229496002197266
2011-01-20,4.138864517211914
2011-01-21,4.241578578948975
2011-01-24,4.175116062164307
2011-01-25,4.169074535369873
2011-01-26,4.271790504455566
2011-01-27,4.410760879516602
2011-01-28,4.271790504455566
2011-01-31,4.374506950378418
2011-02-01,4.362421989440918
2011-02-02,4.35637903213501
2011-02-03,4.447012901306152
2011-02-04,4.507433891296387
2011-02-07,4.5678558349609375
2011-02-08,4.471179008483887
2011-02-09,4.453053951263428
2011-02-10,4.459096908569336
2011-02-11,4.54973030090332
2011-02-14,4.579939365386963
2011-02-15,4.592022895812988
2011-02-16,4.555770397186279
2011-02-17,4.440969944000244
2011-02-18,4.362421989440918
2011-02-22,4.144905090332031
2011-02-23,4.126779556274414
2011-02-24,4.120737552642822
2011-02-25,4.193243026733398
2011-02-28,4.132822036743164
2011-03-01,3.96364164352417
2011-03-02,3.981768846511841
2011-03-03,4.048232078552246
2011-03-04,4.018021106719971
2011-03-07,3.94551420211792
2011-03-08,4.138864517211914
2011-03-09,4.0905256271362305
2011-03-10,3.9998950958251953
2011-03-11,4.0905256271362305
2011-03-14,4.036147117614746
2011-03-15,4.0119781494140625
2011-03-16,3.9393632411956787
2011-03-17,4.011979579925537
2011-03-18,4.048287391662598
2011-03-21,4.024082660675049
2011-03-22,3.9756712913513184
2011-03-23,3.9091081619262695
2011-03-24,3.9333107471466064
2011-03-25,3.9877748489379883
2011-03-28,3.9756712913513184
2011-03-29,4.018028259277344
2011-03-30,4.084593772888184
2011-03-31,4.018028259277344
2011-04-01,4.1209001541137695
2011-04-04,4.078542232513428
2011-04-05,4.07249116897583
2011-04-06,4.151157855987549
2011-04-07,4.114847660064697
2011-04-08,4.07249116897583
2011-04-11,4.011979579925537
2011-04-12,4.030131816864014
2011-04-13,3.957519054412842
2011-04-14,3.9333107471466064
2011-04-15,3.94541597366333
2011-04-18,3.884902000427246
2011-04-19,3.897005796432495
2011-04-20,3.8727993965148926
2011-04-21,4.042233943939209
2011-04-25,3.9756712913513184
2011-04-26,4.024082660675049
2011-04-27,4.096695899963379
2011-04-28,4.145106792449951
2011-04-29,4.108798503875732
2011-05-02,4.096695899963379
2011-05-03,4.145106792449951
2011-05-04,4.090644836425781
2011-05-05,4.024082660675049
2011-05-06,4.018028259277344
2011-05-09,4.060390472412109
2011-05-10,4.060390472412109
2011-05-11,4.054337978363037
2011-05-12,4.024082660675049
2011-05-13,3.981719970703125
2011-05-16,3.9272620677948
2011-05-17,3.9756712913513184
2011-05-18,3.957519054412842
2011-05-19,3.9756712913513184
2011-05-20,3.8546464443206787
2011-05-23,3.842545509338379
2011-05-24,3.848594903945923
2011-05-25,3.884902000427246
2011-05-26,3.884902000427246
2011-05-27,3.9514658451080322
2011-05-31,3.9938254356384277
2011-06-01,3.842545509338379
2011-06-02,3.7759804725646973
2011-06-03,3.7396724224090576
2011-06-06,3.6670565605163574
2011-06-07,3.7578251361846924
2011-06-08,3.812286138534546
2011-06-09,3.8183398246765137
2011-06-10,3.751774549484253
2011-06-13,3.7578251361846924
2011-06-14,3.8062360286712646
2011-06-15,3.8365399837493896
2011-06-16,3.830479860305786
2011-06-17,3.8850274085998535
2011-06-20,3.830479860305786
2011-06-21,3.8789663314819336
2011-06-22,3.81835675239563
2011-06-23,3.7638089656829834
2011-06-24,3.6971402168273926
2011-06-27,3.830479860305786
2011-06-28,3.872905969619751
2011-06-29,3.963820695877075
2011-06-30,3.9759418964385986
2011-07-01,4.018367767333984
2011-07-05,3.988060474395752
2011-07-06,3.963820695877075
2011-07-07,4.085036754608154
2011-07-08,3.9577579498291016
2011-07-11,3.8365399837493896
2011-07-12,3.7516884803771973
2011-07-13,3.7516884803771973
2011-07-14,3.7516884803771973
2011-07-15,3.7213821411132812
2011-07-18,3.6910784244537354
2011-07-19,3.7941150665283203
2011-07-20,3.824420213699341
2011-07-21,3.6910784244537354
2011-07-22,3.7213821411132812
2011-07-25,3.6486527919769287
2011-07-26,3.672895908355713
2011-07-27,3.636531352996826
2011-07-28,3.654714584350586
2011-07-29,3.6668357849121094
2011-08-01,3.636531352996826
2011-08-02,3.4728870391845703
2011-08-03,3.551677942276001
2011-08-04,3.303183078765869
2011-08-05,3.266817331314087
2011-08-08,2.988016366958618
2011-08-09,3.1698427200317383
2011-08-10,2.854677438735962
2011-08-11,3.1092348098754883
2011-08-12,3.0061986446380615
2011-08-15,3.1334784030914307
2011-08-16,3.0607478618621826
2011-08-17,3.0910518169403076
2011-08-18,2.872859001159668
2011-08-19,2.7637641429901123
2011-08-22,2.7455809116363525
2011-08-23,2.878920555114746
2011-08-24,2.9819564819335938
2011-08-25,2.92740797996521
2011-08-26,2.969834327697754
2011-08-29,3.1031739711761475
2011-08-30,2.988016366958618
2011-08-31,3.042565107345581
2011-09-01,2.93346905708313
2011-09-02,2.8183109760284424
2011-09-06,2.769824743270874
2011-09-07,3.0122597217559814
2011-09-08,2.915285348892212
2011-09-09,2.7880067825317383
2011-09-12,2.8364944458007812
2011-09-13,2.92134690284729
2011-09-14,3.048625946044922
2011-09-15,3.1341590881347656
2011-09-16,3.1158289909362793
2011-09-19,3.0302963256835938
2011-09-20,3.073064088821411
2011-09-21,2.847012758255005
2011-09-22,2.7981369495391846
2011-09-23,2.8103559017181396
2011-09-26,3.0425164699554443
2011-09-27,3.0241870880126953
2011-09-28,2.9569828510284424
2011-09-29,3.048625946044922
2011-09-30,2.9325459003448486
2011-10-03,2.8531224727630615
2011-10-04,2.999748945236206
2011-10-05,3.0364058017730713
2011-10-06,3.2135818004608154
2011-10-07,3.0302963256835938
2011-10-10,3.2074716091156006
2011-10-11,3.2013628482818604
2011-10-12,3.3113319873809814
2011-10-13,3.2013628482818604
2011-10-14,3.1952528953552246
2011-10-17,3.06695294380188
2011-10-18,3.2502379417419434
2011-10-19,3.2013628482818604
2011-10-20,2.9814207553863525
2011-10-21,2.993640661239624
2011-10-24,3.158595323562622
2011-10-25,3.0608434677124023
2011-10-26,3.164705753326416
2011-10-27,3.2991135120391846
2011-10-28,3.34187912940979
2011-10-31,3.164705753326416
2011-11-01,3.0364058017730713
2011-11-02,3.219691038131714
2011-11-03,3.2380194664001465
2011-11-04,3.2074716091156006
2011-11-07,3.2624576091766357
2011-11-08,3.354098081588745
2011-11-09,3.1280481815338135
2011-11-10,3.158595323562622
2011-11-11,3.2441279888153076
2011-11-14,3.183032512664795
2011-11-15,3.183032512664795
2011-11-16,3.158595323562622
2011-11-17,3.1036112308502197
2011-11-18,3.152486801147461
2011-11-21,3.0302963256835938
2011-11-22,2.950873374938965
2011-11-23,2.8653416633605957
2011-11-25,2.883669137954712
2011-11-28,2.9569828510284424
2011-11-29,2.9692018032073975
2011-11-30,3.2074716091156006
2011-12-01,3.164705753326416
2011-12-02,3.183032512664795
2011-12-05,3.2502379417419434
2011-12-06,3.2135818004608154
2011-12-07,3.2380194664001465
2011-12-08,3.1158289909362793
2011-12-09,3.2135818004608154
2011-12-12,3.1402676105499268
2011-12-13,3.085282564163208
2011-12-14,3.073064088821411
2011-12-15,3.1280481815338135
2011-12-16,3.1342053413391113
2011-12-19,3.0849452018737793
2011-12-20,3.2450437545776367
2011-12-21,3.331249475479126
2011-12-22,3.454399347305298
2011-12-23,3.4790306091308594
2011-12-27,3.417454719543457
2011-12-28,3.3681931495666504
2011-12-29,3.454399347305298
2011-12-30,3.3805079460144043
2012-01-03,3.4667155742645264
2012-01-04,3.4975032806396484
2012-01-05,3.5652356147766113
2012-01-06,3.5713937282562256
2012-01-09,3.6083390712738037
2012-01-10,3.632969856262207
2012-01-11,3.6576013565063477
2012-01-12,3.676072359085083
2012-01-13,3.676072359085083
2012-01-17,3.688387632369995
2012-01-18,3.713019371032715
2012-01-19,3.5652356147766113
2012-01-20,3.6452853679656982
2012-01-23,3.583709478378296
2012-01-24,3.583709478378296
2012-01-25,3.6576013565063477
2012-01-26,3.4728729724884033
2012-01-27,3.509819269180298
2012-01-30,3.48518705368042
2012-01-31,3.5221328735351562
2012-02-01,3.5529208183288574
2012-02-02,3.5590786933898926
2012-02-03,3.6268129348754883
2012-02-06,3.59602427482605
2012-02-07,3.6514430046081543
2012-02-08,3.725332498550415
2012-02-09,3.713019371032715
2012-02-10,3.639127254486084
2012-02-13,3.632969856262207
2012-02-14,3.5652356147766113
2012-02-15,3.5713937282562256
2012-02-16,3.6514430046081543
2012-02-17,3.7499630451202393
2012-02-21,3.7007033824920654
2012-02-22,3.663756847381592
2012-02-23,3.7007033824920654
2012-02-24,3.639127254486084
2012-02-27,3.620654344558716
2012-02-28,3.688387632369995
2012-02-29,3.6021814346313477
2012-03-01,3.632969856262207
2012-03-02,3.620654344558716
2012-03-05,3.5221328735351562
2012-03-06,3.423611879348755
2012-03-07,3.509819269180298
2012-03-08,3.5713937282562256
2012-03-09,3.6083390712738037
2012-03-12,3.5775530338287354
2012-03-13,3.7499630451202393
2012-03-14,3.84232759475708
2012-03-15,3.9972586631774902
2012-03-16,3.984865665435791
2012-03-19,4.022047996520996
2012-03-20,4.022047996520996
2012-03-21,3.9724693298339844
2012-03-22,3.935285806655884
2012-03-23,3.9043009281158447
2012-03-26,3.9724693298339844
2012-03-27,3.935285806655884
2012-03-28,4.003458499908447
2012-03-29,3.9662725925445557
2012-03-30,3.9972586631774902
2012-04-02,4.065430164337158
2012-04-03,4.0282464027404785
2012-04-04,4.0282464027404785
2012-04-05,3.978667974472046
2012-04-09,3.929089069366455
2012-04-10,3.817538261413574
2012-04-11,3.922891855239868
2012-04-12,3.984865665435791
2012-04-13,3.8547215461730957
2012-04-16,3.922891855239868
2012-04-17,3.935285806655884
2012-04-18,3.9662725925445557
2012-04-19,3.9972586631774902
2012-04-20,4.059232711791992
2012-04-23,3.984865665435791
2012-04-24,4.053035736083984
2012-04-25,4.127403736114502
2012-04-26,4.145995616912842
2012-04-27,4.170783996582031
2012-04-30,4.145995616912842
2012-05-01,4.195572853088379
2012-05-02,4.164586544036865
2012-05-03,4.1212053298950195
2012-05-04,4.022047996520996
2012-05-07,4.0902204513549805
2012-05-08,4.065430164337158
2012-05-09,3.978667974472046
2012-05-10,4.0282464027404785
2012-05-11,4.053035736083984
2012-05-14,3.95387864112854
2012-05-15,3.9662725925445557
2012-05-16,3.9476823806762695
2012-05-17,3.8547215461730957
2012-05-18,3.817538261413574
2012-05-21,3.8609180450439453
2012-05-22,3.8795108795166016
2012-05-23,3.935285806655884
2012-05-24,4.022047996520996
2012-05-25,4.003458499908447
2012-05-29,4.096416473388672
2012-05-30,3.984865665435791
2012-05-31,4.053035736083984
2012-06-01,3.786550521850586
2012-06-04,3.619225263595581
2012-06-05,3.6564083099365234
2012-06-06,3.7803547382354736
2012-06-07,3.7803547382354736
2012-06-08,3.8609180450439453
2012-06-11,3.7617619037628174
2012-06-12,3.8547215461730957
2012-06-13,3.798945426940918
2012-06-14,3.8738012313842773
2012-06-15,3.929943084716797
2012-06-18,3.917468309402466
2012-06-19,3.948657751083374
2012-06-20,3.9361817836761475
2012-06-21,3.880040168762207
2012-06-22,3.917468309402466
2012-06-25,3.836373805999756
2012-06-26,3.861325740814209
2012-06-27,3.8426105976104736
2012-06-28,3.861325740814209
2012-06-29,3.992323637008667
2012-07-02,4.042228698730469
2012-07-03,4.060943126678467
2012-07-05,4.004800319671631
2012-07-06,3.979846477508545
2012-07-09,3.992323637008667
2012-07-10,3.961134433746338
2012-07-11,4.0297532081604
2012-07-12,3.917468309402466
2012-07-13,4.042228698730469
2012-07-16,4.067180633544922
2012-07-17,4.129560470581055
2012-07-18,4.117084503173828
2012-07-19,4.085895538330078
2012-07-20,3.948657751083374
2012-07-23,3.8675637245178223
2012-07-24,3.929943084716797
2012-07-25,3.917468309402466
2012-07-26,3.998561143875122
2012-07-27,3.992323637008667
2012-07-30,3.9361817836761475
2012-07-31,3.880040168762207
2012-08-01,3.886277198791504
2012-08-02,3.8426105976104736
2012-08-03,3.942420482635498
2012-08-06,3.961134433746338
2012-08-07,3.967371940612793
2012-08-08,3.9736101627349854
2012-08-09,3.992323637008667
2012-08-10,4.0235137939453125
2012-08-13,4.0235137939453125
2012-08-14,4.017274856567383
2012-08-15,4.0359907150268555
2012-08-16,4.0359907150268555
2012-08-17,4.067180633544922
2012-08-20,4.042228698730469
2012-08-21,4.0297532081604
2012-08-22,4.060943126678467
2012-08-23,4.079657077789307
2012-08-24,4.085895538330078
2012-08-27,4.067180633544922
2012-08-28,4.085895538330078
2012-08-29,4.129560470581055
2012-08-30,4.079657077789307
2012-08-31,4.110846996307373
2012-09-04,4.098370552062988
2012-09-05,4.048465728759766
2012-09-06,4.123322486877441
2012-09-07,4.179462432861328
2012-09-10,4.173224925994873
2012-09-11,4.248083114624023
2012-09-12,4.335414409637451
2012-09-13,4.423251152038574
2012-09-14,4.517364025115967
2012-09-17,4.435801029205322
2012-09-18,4.423251152038574
2012-09-19,4.416977405548096
2012-09-20,4.379333019256592
2012-09-21,4.354237079620361
2012-09-24,4.37306022644043
2012-09-25,4.278947830200195
2012-09-26,4.272674083709717
2012-09-27,4.329141616821289
2012-09-28,4.329141616821289
2012-10-01,4.347963333129883
2012-10-02,4.335413932800293
2012-10-03,4.404431343078613
2012-10-04,4.517364025115967
2012-10-05,4.51108980178833
2012-10-08,4.485992431640625
2012-10-09,4.454623222351074
2012-10-10,4.442074298858643
2012-10-11,4.485992431640625
2012-10-12,4.347963333129883
2012-10-15,4.385607719421387
2012-10-16,4.329141616821289
2012-10-17,4.423251152038574
2012-10-18,4.147191047668457
2012-10-19,4.046804904937744
2012-10-22,4.053081035614014
2012-10-23,3.9840643405914307
2012-10-24,3.940145492553711
2012-10-25,3.965242385864258
2012-10-26,3.971515655517578
2012-10-31,4.0154337882995605
2012-11-01,3.996612310409546
2012-11-02,3.9840643405914307
2012-11-05,3.996612310409546
2012-11-06,4.122094631195068
2012-11-07,3.896225690841675
2012-11-08,3.85858154296875
2012-11-09,3.864854574203491
2012-11-12,3.8711297512054443
2012-11-13,3.820936679840088
2012-11-14,3.7205514907836914
2012-11-15,3.7017297744750977
2012-11-16,3.770744800567627
2012-11-19,3.833486795425415
2012-11-20,3.852308750152588
2012-11-21,3.833486795425415
2012-11-23,3.908773899078369
2012-11-26,3.958967447280884
2012-11-27,3.8711297512054443
2012-11-28,3.864854574203491
2012-11-29,3.864854574203491
2012-11-30,3.8711297512054443
2012-12-03,3.8397586345672607
2012-12-04,3.770744800567627
2012-12-05,3.827211380004883
2012-12-06,3.864854574203491
2012-12-07,3.8774049282073975
2012-12-10,3.915048122406006
2012-12-11,3.927597761154175
2012-12-12,3.9213216304779053
2012-12-13,3.8711297512054443
2012-12-14,3.890073776245117
2012-12-17,3.9848008155822754
2012-12-18,4.041635513305664
2012-12-19,4.041635513305664
2012-12-20,4.0353217124938965
2012-12-21,4.022691249847412
2012-12-24,3.9974308013916016
2012-12-26,4.0037455558776855
2012-12-27,4.0037455558776855
2012-12-28,3.9658560752868652
2012-12-31,4.0353217124938965
2013-01-02,4.148992538452148
2013-01-03,4.199511528015137
2013-01-04,4.224771976470947
2013-01-07,4.231086730957031
2013-01-08,4.199511528015137
2013-01-09,4.155306816101074
2013-01-10,4.2121429443359375
2013-01-11,4.161623001098633
2013-01-14,4.161623001098633
2013-01-15,4.193196773529053
2013-01-16,4.243718147277832
2013-01-17,4.420538902282715
2013-01-18,4.420538902282715
2013-01-22,4.471060276031494
2013-01-23,4.439485549926758
2013-01-24,4.414224624633789
2013-01-25,4.3763346672058105
2013-01-28,4.382649898529053
2013-01-29,4.351075172424316
2013-01-30,4.401595592498779
2013-01-31,4.395279407501221
2013-02-01,4.471060276031494
2013-02-04,4.433171272277832
2013-02-05,4.49631929397583
2013-02-06,4.490006446838379
2013-02-07,4.508950710296631
2013-02-08,4.546841144561768
2013-02-11,4.49631929397583
2013-02-12,4.559472560882568
2013-02-13,4.5026350021362305
2013-02-14,4.527895450592041
2013-02-15,4.4836907386779785
2013-02-19,4.508950710296631
2013-02-20,4.426855087280273
2013-02-21,4.332127571105957
2013-02-22,4.407909393310547
2013-02-25,4.2942399978637695
2013-02-26,4.2942399978637695
2013-02-27,4.439485549926758
2013-02-28,4.439485549926758
2013-03-01,4.464745998382568
2013-03-04,4.553157806396484
2013-03-05,4.534210205078125
2013-03-06,4.559472560882568
2013-03-07,4.635250568389893
2013-03-08,4.647882461547852
2013-03-11,4.6731414794921875
2013-03-12,4.660513877868652
2013-03-13,4.717349052429199
2013-03-14,4.761791706085205
2013-03-15,4.768139839172363
2013-03-18,4.717349052429199
2013-03-19,4.749093532562256
2013-03-20,4.761791706085205
2013-03-21,4.730045318603516
2013-03-22,4.685602188110352
2013-03-25,4.666555881500244
2013-03-26,4.742744445800781
2013-03-27,4.704649925231934
2013-03-28,4.679252624511719
2013-04-01,4.653857707977295
2013-04-02,4.615762233734131
2013-04-03,4.564970970153809
2013-04-04,4.603065490722656
2013-04-05,4.577668190002441
2013-04-08,4.666555881500244
2013-04-09,4.691952705383301
2013-04-10,4.730045318603516
2013-04-11,4.742744445800781
2013-04-12,4.691952705383301
2013-04-15,4.539572715759277
2013-04-16,4.584018707275391
2013-04-17,4.450687408447266
2013-04-18,4.355450630187988
2013-04-19,4.444337368011475
2013-04-22,4.431640625
2013-04-23,4.482433319091797
2013-04-24,4.507829189300537
2013-04-25,4.514178276062012
2013-04-26,4.514178276062012
2013-04-29,4.526876449584961
2013-04-30,4.552272319793701
2013-05-01,4.482433319091797
2013-05-02,4.520526885986328
2013-05-03,4.615762233734131
2013-05-06,4.653857707977295
2013-05-07,4.73639440536499
2013-05-08,4.73639440536499
2013-05-09,4.717349052429199
2013-05-10,4.755441188812256
2013-05-13,4.755441188812256
2013-05-14,4.882424354553223
2013-05-15,4.888772487640381
2013-05-16,4.818932056427002
2013-05-17,4.914167881011963
2013-05-20,4.907819747924805
2013-05-21,4.882424354553223
2013-05-22,4.799886703491211
2013-05-23,4.774489402770996
2013-05-24,4.7871880531311035
2013-05-28,4.837977409362793
2013-05-29,4.895121097564697
2013-05-30,5.009404182434082
2013-05-31,4.920516490936279
2013-06-03,4.901469707489014
2013-06-04,4.837977409362793
2013-06-05,4.768139839172363
2013-06-06,4.7935380935668945
2013-06-07,4.876074314117432
2013-06-10,4.958611965179443
2013-06-11,4.876074314117432
2013-06-12,4.818932056427002
2013-06-13,4.94036340713501
2013-06-14,4.812541961669922
2013-06-17,4.831716060638428
2013-06-18,4.870060920715332
2013-06-19,4.774195194244385
2013-06-20,4.799759864807129
2013-06-21,4.895625114440918
2013-06-24,4.863672256469727
2013-06-25,4.972320556640625
2013-06-26,5.023448944091797
2013-06-27,5.036231517791748
2013-06-28,5.029840469360352
2013-07-01,5.13209867477417
2013-07-02,5.253530979156494
2013-07-03,5.240748882293701
2013-07-05,5.432485103607178
2013-07-08,5.41970157623291
2013-07-09,5.406918048858643
2013-07-10,5.285487174987793
2013-07-11,5.227967262268066
2013-07-12,5.32383394241333
2013-07-15,5.349398612976074
2013-07-16,5.279097080230713
2013-07-17,5.266313552856445
2013-07-18,5.3685712814331055
2013-07-19,5.355789661407471
2013-07-22,5.451657295227051
2013-07-23,5.406918048858643
2013-07-24,5.49000358581543
2013-07-25,5.470831394195557
2013-07-26,5.496395587921143
2013-07-29,5.413311004638672
2013-07-30,5.394138336181641
2013-07-31,5.464439392089844
2013-08-01,5.5666985511779785
2013-08-02,5.5666985511779785
2013-08-05,5.579480171203613
2013-08-06,5.5219597816467285
2013-08-07,5.445267200469971
2013-08-08,5.496395587921143
2013-08-09,5.464439392089844
2013-08-12,5.49000358581543
2013-08-13,5.49000358581543
