Date,WMB
2010-01-04,8.101268768310547
2010-01-05,8.202486038208008
2010-01-06,8.468650817871094
2010-01-07,8.408669471740723
2010-01-08,8.476152420043945
2010-01-11,8.423666954040527
2010-01-12,8.176240921020508
2010-01-13,8.18373966217041
2010-01-14,8.13500690460205
2010-01-15,8.01129150390625
2010-01-19,8.659844398498535
2010-01-20,8.674839973449707
2010-01-21,8.479897499084473
2010-01-22,8.29245662689209
2010-01-25,8.506139755249023
2010-01-26,8.318700790405273
2010-01-27,8.239972114562988
2010-01-28,8.13500690460205
2010-01-29,7.812603950500488
2010-02-01,8.056279182434082
2010-02-02,8.232474327087402
2010-02-03,8.120009422302246
2010-02-04,7.673895835876465
2010-02-05,7.595172882080078
2010-02-08,7.685143947601318
2010-02-09,7.895079612731934
2010-02-10,7.928816318511963
2010-02-11,8.131256103515625
2010-02-12,8.112512588500977
2010-02-16,8.386178970336914
2010-02-17,8.393672943115234
2010-02-18,8.307455062866211
2010-02-19,8.337441444396973
2010-02-22,8.090020179748535
2010-02-23,7.955059051513672
2010-02-24,8.097517013549805
2010-02-25,8.146249771118164
2010-02-26,8.07502555847168
2010-03-01,8.269963264465332
2010-03-02,8.352436065673828
2010-03-03,8.468650817871094
2010-03-04,8.453652381896973
2010-03-05,8.671091079711914
2010-03-08,8.569870948791504
2010-03-09,8.54737663269043
2010-03-10,8.558679580688477
2010-03-11,8.592583656311035
2010-03-12,8.618949890136719
2010-03-15,8.551142692565918
2010-03-16,8.70559310913086
2010-03-17,8.701828002929688
2010-03-18,8.596352577209473
2010-03-19,8.487104415893555
2010-03-22,8.479574203491211
2010-03-23,8.600117683410645
2010-03-24,8.61518383026123
2010-03-25,8.551142692565918
2010-03-26,8.569976806640625
2010-03-29,8.656622886657715
2010-03-30,8.713127136230469
2010-03-31,8.701828002929688
2010-04-01,8.807305335998535
2010-04-05,8.97681999206543
2010-04-06,9.070996284484863
2010-04-07,8.939149856567383
2010-04-08,9.014487266540527
2010-04-09,9.08606243133545
2010-04-12,9.123732566833496
2010-04-13,9.033323287963867
2010-04-14,9.116201400756836
2010-04-15,9.1274995803833
2010-04-16,8.878880500793457
2010-04-19,8.91278076171875
2010-04-20,9.010723114013672
2010-04-21,8.92031478881836
2010-04-22,8.942914962768555
2010-04-23,9.229209899902344
2010-04-26,9.214141845703125
2010-04-27,8.863809585571289
2010-04-28,8.92031478881836
2010-04-29,8.954215049743652
2010-04-30,8.893941879272461
2010-05-03,9.08983325958252
2010-05-04,8.788467407226562
2010-05-05,8.37032699584961
2010-05-06,7.929586887359619
2010-05-07,7.65836238861084
2010-05-10,8.091568946838379
2010-05-11,8.215880393981934
2010-05-12,8.441903114318848
2010-05-13,8.381627082824707
2010-05-14,8.151841163635254
2010-05-17,7.9634881019592285
2010-05-18,7.850477695465088
2010-05-19,7.609387397766113
2010-05-20,7.198784828186035
2010-05-21,7.308030128479004
2010-05-24,7.161116123199463
2010-05-25,7.206316947937012
2010-05-26,7.262824058532715
2010-05-27,7.57925271987915
2010-05-28,7.439874649047852
2010-06-01,7.11591100692749
2010-06-02,7.341933250427246
2010-06-03,7.575486183166504
2010-06-04,7.247753620147705
2010-06-07,7.082005500793457
2010-06-08,7.243989944458008
2010-06-09,7.268634796142578
2010-06-10,7.568176746368408
2010-06-11,7.590925693511963
2010-06-14,7.560591220855713
2010-06-15,7.9928436279296875
2010-06-16,7.924593448638916
2010-06-17,7.9890522956848145
2010-06-18,8.1217622756958
2010-06-21,8.030757904052734
2010-06-22,7.6857147216796875
2010-06-23,7.640218734741211
2010-06-24,7.503719329833984
2010-06-25,7.5150909423828125
2010-06-28,7.367214679718018
2010-06-29,7.018382549285889
2010-06-30,6.9311747550964355
2010-07-01,6.787092685699463
2010-07-02,6.699881553649902
2010-07-06,6.760550498962402
2010-07-07,7.120760440826416
2010-07-08,7.242092132568359
2010-07-09,7.2534661293029785
2010-07-12,7.287590980529785
2010-07-13,7.382380485534668
2010-07-14,7.314133644104004
2010-07-15,7.310342788696289
2010-07-16,7.079050540924072
2010-07-19,7.109385013580322
2010-07-20,7.291386127471924
2010-07-21,7.207970142364502
2010-07-22,7.401341438293457
2010-07-23,7.4544291496276855
2010-07-26,7.518883228302002
2010-07-27,7.4847588539123535
2010-07-28,7.374798774719238
2010-07-29,7.257256984710693
2010-07-30,7.35963249206543
2010-08-02,7.655384063720703
2010-08-03,7.681926727294922
2010-08-04,7.769134998321533
2010-08-05,7.886675834655762
2010-08-06,7.901843070983887
2010-08-09,7.875298976898193
2010-08-10,7.765344142913818
2010-08-11,7.4392571449279785
2010-08-12,7.374798774719238
2010-08-13,7.371010780334473
2010-08-16,7.371010780334473
2010-08-17,7.465799331665039
2010-08-18,7.348260402679443
2010-08-19,7.166261196136475
2010-08-20,7.071467399597168
2010-08-23,7.010799884796143
2010-08-24,6.859134197235107
2010-08-25,6.933587551116943
2010-08-26,6.933587551116943
2010-08-27,7.067216396331787
2010-08-30,6.937404155731201
2010-08-31,6.922131061553955
2010-09-01,7.2008490562438965
2010-09-02,7.303935527801514
2010-09-03,7.376478672027588
2010-09-07,7.254302978515625
2010-09-08,7.3344807624816895
2010-09-09,7.361209869384766
2010-09-10,7.353570938110352
2010-09-13,7.5139288902282715
2010-09-14,7.3841142654418945
2010-09-15,7.292481899261475
2010-09-16,7.040489196777344
2010-09-17,7.025218486785889
2010-09-20,7.2008490562438965
2010-09-21,7.181761264801025
2010-09-22,7.120670795440674
2010-09-23,7.063399791717529
2010-09-24,7.197032451629639
2010-09-27,7.151212692260742
2010-09-28,7.212306976318359
2010-09-29,7.277207374572754
2010-09-30,7.29630184173584
2010-10-01,7.395568370819092
2010-10-04,7.261936664581299
2010-10-05,7.357386112213135
2010-10-06,7.376478672027588
2010-10-07,7.376478672027588
2010-10-08,7.529201030731201
2010-10-11,7.5253825187683105
2010-10-12,7.487201690673828
2010-10-13,8.220271110534668
2010-10-14,8.128634452819824
2010-10-15,8.109542846679688
2010-10-18,8.212635040283203
2010-10-19,8.021733283996582
2010-10-20,8.163000106811523
2010-10-21,8.090458869934082
2010-10-22,8.014092445373535
2010-10-25,7.953004837036133
2010-10-26,7.804100036621094
2010-10-27,7.9071879386901855
2010-10-28,8.075180053710938
2010-10-29,8.212635040283203
2010-11-01,8.086638450622559
2010-11-02,8.235541343688965
2010-11-03,8.182087898254395
2010-11-04,8.487534523010254
2010-11-05,8.529529571533203
2010-11-08,8.628800392150879
2010-11-09,8.762434005737305
2010-11-10,8.670797348022461
2010-11-11,9.014426231384277
2010-11-12,8.800614356994629
2010-11-15,8.716615676879883
2010-11-16,8.666977882385254
2010-11-17,8.842611312866211
2010-11-18,8.968607902526855
2010-11-19,8.976243019104004
2010-11-22,8.938061714172363
2010-11-23,8.762434005737305
2010-11-24,8.884610176086426
2010-11-26,8.743342399597168
2010-11-29,8.728069305419922
2010-11-30,8.708980560302734
2010-12-01,8.907517433166504
2010-12-02,9.075512886047363
2010-12-03,9.056422233581543
2010-12-06,9.136603355407715
2010-12-07,9.02206039428711
2010-12-08,9.016303062438965
2010-12-09,9.185190200805664
2010-12-10,9.204380989074707
2010-12-13,9.265796661376953
2010-12-14,9.192870140075684
2010-12-15,9.085393905639648
2010-12-16,9.077716827392578
2010-12-17,9.173673629760742
2010-12-20,9.377110481262207
2010-12-21,9.423168182373047
2010-12-22,9.45771598815918
2010-12-23,9.45003604888916
2010-12-27,9.453879356384277
2010-12-28,9.45003604888916
2010-12-29,9.499935150146484
2010-12-30,9.465392112731934
2010-12-31,9.488425254821777
2011-01-03,9.488425254821777
2011-01-04,9.419333457946777
2011-01-05,9.434685707092285
2011-01-06,9.415491104125977
2011-01-07,9.565190315246582
2011-01-10,9.499935150146484
2011-01-11,9.7379150390625
2011-01-12,9.93751049041748
2011-01-13,10.179325103759766
2011-01-14,10.156295776367188
2011-01-18,10.075692176818848
2011-01-19,9.991249084472656
2011-01-20,10.02579402923584
2011-01-21,10.133268356323242
2011-01-24,10.187005043029785
2011-01-25,10.114075660705566
2011-01-26,10.313667297363281
2011-01-27,10.352052688598633
2011-01-28,10.210031509399414
2011-01-31,10.359729766845703
2011-02-01,10.505587577819824
