Date,KMB
2010-11-05,36.522422790527344
2010-11-08,36.400726318359375
2010-11-09,36.0183219909668
2010-11-10,35.8444709777832
2010-11-11,36.01252746582031
2010-11-12,35.93720245361328
2010-11-15,36.02989959716797
2010-11-16,35.65327072143555
2010-11-17,35.73438262939453
2010-11-18,35.98353958129883
2010-11-19,35.832881927490234
2010-11-22,35.99513244628906
2010-11-23,35.61269760131836
2010-11-24,35.51419448852539
2010-11-26,35.71699523925781
2010-11-29,35.65327072143555
2010-11-30,35.86185836791992
2010-12-01,36.192142486572266
2010-12-02,35.740177154541016
2010-12-03,35.93138885498047
2010-12-06,35.740177154541016
2010-12-07,35.890830993652344
2010-12-08,36.27153396606445
2010-12-09,36.300819396972656
2010-12-10,36.13682556152344
2010-12-13,36.10166931152344
2010-12-14,36.31837844848633
2010-12-15,36.306678771972656
2010-12-16,36.44723129272461
2010-12-17,36.74594497680664
2010-12-20,36.92749786376953
2010-12-21,36.9157829284668
2010-12-22,37.009490966796875
2010-12-23,37.02706527709961
2010-12-27,36.98606491088867
2010-12-28,37.120765686035156
2010-12-29,36.991920471191406
2010-12-30,36.92163848876953
2010-12-31,36.92163848876953
2011-01-03,36.68151092529297
2011-01-04,36.83964920043945
2011-01-05,36.962642669677734
2011-01-06,36.909934997558594
2011-01-07,36.892372131347656
2011-01-10,36.84550476074219
2011-01-11,36.769351959228516
2011-01-12,37.40776443481445
2011-01-13,37.24961853027344
2011-01-14,37.27305221557617
2011-01-18,37.413604736328125
2011-01-19,37.513179779052734
2011-01-20,37.800174713134766
2011-01-21,37.64788055419922
2011-01-24,37.466331481933594
2011-01-25,38.42686462402344
2011-01-26,38.145729064941406
2011-01-27,38.145729064941406
2011-01-28,37.91144561767578
2011-01-31,37.91144561767578
2011-02-01,37.7884635925293
2011-02-02,37.47218322753906
2011-02-03,37.96415328979492
2011-02-04,38.075439453125
2011-02-07,38.03444290161133
2011-02-08,38.1105842590332
2011-02-09,38.11643981933594
2011-02-10,38.063724517822266
2011-02-11,38.56741714477539
2011-02-14,38.104732513427734
2011-02-15,38.04616165161133
2011-02-16,38.104732513427734
2011-02-17,38.286293029785156
2011-02-18,38.456138610839844
2011-02-22,38.104732513427734
2011-02-23,38.19257736206055
2011-02-24,37.96415328979492
2011-02-25,38.11643981933594
2011-02-28,38.596702575683594
2011-03-01,38.3448486328125
2011-03-02,38.1554069519043
2011-03-03,38.617183685302734
2011-03-04,38.3448486328125
2011-03-07,38.06069564819336
2011-03-08,38.244205474853516
2011-03-09,38.33301544189453
2011-03-10,38.40999221801758
2011-03-11,38.27381896972656
2011-03-14,38.1080436706543
2011-03-15,37.752838134765625
2011-03-16,37.4509162902832
2011-03-17,37.76468276977539
2011-03-18,38.06069564819336
2011-03-21,38.587581634521484
2011-03-22,38.486934661865234
2011-03-23,38.392215728759766
2011-03-24,38.62310791015625
2011-03-25,38.54023742675781
2011-03-28,38.61124801635742
2011-03-29,38.717830657958984
2011-03-30,38.93686294555664
2011-03-31,38.640872955322266
2011-04-01,38.70597839355469
2011-04-04,38.99014663696289
2011-04-05,38.70597839355469
2011-04-06,38.91318893432617
2011-04-07,38.7947883605957
2011-04-08,38.73558807373047
2011-04-11,38.73558807373047
2011-04-12,38.89543914794922
2011-04-13,38.617183685302734
2011-04-14,38.70006561279297
2011-04-15,38.83030700683594
2011-04-18,38.92502975463867
2011-04-19,38.96647262573242
2011-04-20,39.23288345336914
2011-04-21,39.102638244628906
2011-04-25,38.03108215332031
2011-04-26,38.3685417175293
2011-04-27,38.48101043701172
2011-04-28,38.824378967285156
2011-04-29,39.108558654785156
2011-05-02,39.22696304321289
2011-05-03,39.64136505126953
2011-05-04,39.80713653564453
2011-05-05,39.564414978027344
2011-05-06,39.594017028808594
2011-05-09,39.7834587097168
2011-05-10,40.06169891357422
2011-05-11,39.94921875
2011-05-12,40.49387741088867
2011-05-13,40.42875671386719
2011-05-16,40.31035232543945
2011-05-17,40.464271545410156
2011-05-18,40.42875671386719
2011-05-19,40.51163864135742
2011-05-20,40.36363220214844
2011-05-23,40.2215461730957
2011-05-24,40.464271545410156
2011-05-25,40.03209686279297
2011-05-26,40.08537673950195
2011-05-27,40.0557861328125
2011-05-31,40.43467330932617
2011-06-01,39.961055755615234
2011-06-02,39.60585403442383
2011-06-03,39.084877014160156
2011-06-06,39.16184616088867
2011-06-07,39.01383972167969
2011-06-08,39.1694221496582
2011-06-09,39.151458740234375
2011-06-10,38.666778564453125
2011-06-13,38.83433532714844
2011-06-14,39.25318145751953
2011-06-15,38.989898681640625
2011-06-16,39.32499694824219
2011-06-17,39.624176025390625
2011-06-20,39.95927047729492
2011-06-21,40.001155853271484
2011-06-22,39.737857818603516
2011-06-23,39.54042053222656
2011-06-24,39.10957717895508
2011-06-27,39.14548110961914
2011-06-28,39.32499694824219
2011-06-29,39.5942497253418
2011-06-30,39.82761764526367
2011-07-01,40.03107452392578
2011-07-05,39.803680419921875
2011-07-06,39.737857818603516
2011-07-07,39.9173698425293
2011-07-08,39.8635139465332
2011-07-11,39.8515510559082
2011-07-12,39.9173698425293
2011-07-13,39.93531799316406
2011-07-14,39.719913482666016
2011-07-15,40.1507453918457
2011-07-18,39.719913482666016
2011-07-19,39.989192962646484
2011-07-20,40.07295608520508
2011-07-21,40.575592041015625
2011-07-22,40.629432678222656
2011-07-25,39.77975845336914
2011-07-26,40.04902267456055
2011-07-27,39.612205505371094
2011-07-28,39.37285614013672
2011-07-29,39.10957717895508
2011-08-01,38.99589157104492
2011-08-02,38.6129264831543
2011-08-03,38.62488555908203
2011-08-04,37.72134780883789
2011-08-05,38.33768081665039
2011-08-08,37.61363983154297
2011-08-09,38.43940734863281
2011-08-10,37.44011306762695
2011-08-11,38.65480041503906
2011-08-12,38.97793197631836
2011-08-15,39.552364349365234
2011-08-16,39.546382904052734
2011-08-17,39.474578857421875
2011-08-18,39.2472038269043
2011-08-19,39.10359573364258
2011-08-22,39.35490417480469
2011-08-23,40.24648666381836
2011-08-24,40.64739227294922
2011-08-25,40.270416259765625
2011-08-26,40.587547302246094
2011-08-29,40.94657897949219
2011-08-30,41.00043869018555
2011-08-31,41.383384704589844
2011-09-01,41.15601348876953
2011-09-02,40.76705551147461
2011-09-06,40.844852447509766
2011-09-07,41.40105438232422
2011-09-08,41.1773796081543
2011-09-09,40.64534378051758
2011-09-12,40.65743637084961
2011-09-13,40.80857849121094
2011-09-14,41.237823486328125
2011-09-15,41.57033920288086
2011-09-16,42.18699264526367
2011-09-19,42.25349426269531
2011-09-20,42.592063903808594
2011-09-21,41.89076232910156
2011-09-22,41.83635330200195
2011-09-23,42.3018798828125
2011-09-26,42.803653717041016
2011-09-27,43.033409118652344
2011-09-28,42.21118927001953
2011-09-29,43.063636779785156
2011-09-30,42.930633544921875
2011-10-03,42.71903610229492
2011-10-04,42.54975509643555
2011-10-05,42.52555465698242
2011-10-06,42.912479400634766
2011-10-07,42.900390625
2011-10-10,43.32358932495117
2011-10-11,43.19664001464844
2011-10-12,43.52309799194336
2011-10-13,43.166412353515625
2011-10-14,43.4747428894043
2011-10-17,43.057586669921875
2011-10-18,43.39616394042969
2011-10-19,43.26917266845703
2011-10-20,43.347782135009766
2011-10-21,44.13372802734375
2011-10-24,42.10841751098633
2011-10-25,42.04795837402344
2011-10-26,42.48930358886719
2011-10-27,42.936676025390625
2011-10-28,42.543704986572266
2011-10-31,42.14469909667969
2011-11-01,41.534061431884766
2011-11-02,41.77589416503906
2011-11-03,42.132591247558594
2011-11-04,42.14469909667969
2011-11-07,42.43488311767578
2011-11-08,42.852027893066406
2011-11-09,42.18096160888672
2011-11-10,42.592063903808594
2011-11-11,42.985023498535156
2011-11-14,43.027366638183594
2011-11-15,43.15431594848633
2011-11-16,42.50137710571289
2011-11-17,42.338157653808594
2011-11-18,42.38047409057617
2011-11-21,41.987491607666016
2011-11-22,41.95726776123047
2011-11-23,41.42524337768555
2011-11-25,41.52803039550781
2011-11-28,42.12050247192383
2011-11-29,42.168861389160156
2011-11-30,43.208740234375
2011-12-01,43.10594177246094
2011-12-02,42.761348724365234
2011-12-05,42.573936462402344
2011-12-06,42.797611236572266
2011-12-07,43.12124252319336
2011-12-08,42.63275146484375
2011-12-09,42.828155517578125
2011-12-12,42.68770980834961
2011-12-13,42.81594467163086
2011-12-14,42.87089538574219
2011-12-15,43.50593185424805
2011-12-16,43.52425003051758
2011-12-19,43.469295501708984
2011-12-20,44.33024978637695
2011-12-21,44.60502624511719
2011-12-22,44.52565383911133
2011-12-23,45.02022171020508
2011-12-27,45.075199127197266
2011-12-28,44.80653381347656
2011-12-29,45.18510055541992
2011-12-30,44.91643524169922
2012-01-03,44.708831787109375
2012-01-04,44.56840133666992
2012-01-05,44.44627380371094
2012-01-06,44.34857177734375
2012-01-09,44.39740753173828
2012-01-10,44.5012321472168
2012-01-11,44.28751754760742
2012-01-12,44.47678756713867
2012-01-13,44.39130783081055
2012-01-17,44.97140884399414
2012-01-18,45.16679382324219
2012-01-19,45.28279495239258
2012-01-20,45.08132553100586
2012-01-23,44.89202880859375
2012-01-24,44.128746032714844
2012-01-25,43.8845100402832
2012-01-26,43.95168685913086
2012-01-27,43.43265914916992
2012-01-30,43.560882568359375
2012-01-31,43.695213317871094
2012-02-01,43.994422912597656
2012-02-02,44.15317153930664
2012-02-03,44.10432815551758
2012-02-06,44.086002349853516
2012-02-07,43.80512619018555
2012-02-08,43.78071212768555
2012-02-09,43.890621185302734
2012-02-10,43.695213317871094
2012-02-13,43.80512619018555
2012-02-14,43.73796081542969
2012-02-15,43.47538375854492
2012-02-16,43.6158332824707
2012-02-17,43.701316833496094
2012-02-21,43.59751510620117
2012-02-22,43.493717193603516
2012-02-23,43.90283203125
2012-02-24,43.847862243652344
2012-02-27,43.87229537963867
2012-02-28,44.10432815551758
2012-02-29,44.5012321472168
2012-03-01,44.06769561767578
2012-03-02,44.1776123046875
2012-03-05,44.36688232421875
2012-03-06,44.33024978637695
2012-03-07,44.0711555480957
2012-03-08,44.28706359863281
2012-03-09,44.27473831176758
2012-03-12,44.546165466308594
2012-03-13,45.06435775756836
2012-03-14,44.91630935668945
2012-03-15,44.984169006347656
2012-03-16,44.984169006347656
2012-03-19,45.03969192504883
2012-03-20,45.274112701416016
2012-03-21,45.2926139831543
2012-03-22,45.25559997558594
2012-03-23,45.113712310791016
2012-03-26,45.46533966064453
2012-03-27,45.4530143737793
2012-03-28,45.58871841430664
2012-03-29,45.55170440673828
2012-03-30,45.58254623413086
2012-04-02,46.00204849243164
2012-04-03,45.921844482421875
2012-04-04,45.78614044189453
2012-04-05,45.87866973876953
2012-04-09,45.66891860961914
2012-04-10,45.36046600341797
2012-04-11,45.6134033203125
2012-04-12,45.75527572631836
2012-04-13,45.8663215637207
2012-04-16,46.10074996948242
2012-04-17,46.575767517089844
2012-04-18,46.674461364746094
2012-04-19,46.433860778808594
2012-04-20,47.174156188964844
2012-04-23,47.285179138183594
2012-04-24,48.54984664916992
2012-04-25,48.56833267211914
2012-04-26,48.75957489013672
2012-04-27,48.53749465942383
2012-04-30,48.407958984375
2012-05-01,48.29072189331055
2012-05-02,48.45111846923828
2012-05-03,48.574501037597656
2012-05-04,48.29689025878906
2012-05-07,48.73488998413086
2012-05-08,48.66086959838867
2012-05-09,49.068023681640625
2012-05-10,49.19140625
2012-05-11,48.97547912597656
2012-05-14,49.06186294555664
2012-05-15,49.160552978515625
2012-05-16,49.203731536865234
2012-05-17,48.7410774230957
2012-05-18,48.630027770996094
2012-05-21,48.5128059387207
2012-05-22,48.53749465942383
2012-05-23,48.420284271240234
2012-05-24,48.864437103271484
2012-05-25,49.01866149902344
2012-05-29,49.203731536865234
2012-05-30,48.89529037475586
2012-05-31,48.950809478759766
2012-06-01,48.29072189331055
2012-06-04,48.64852523803711
2012-06-05,48.889122009277344
2012-06-06,49.960201263427734
2012-06-07,50.190616607666016
2012-06-08,50.56418991088867
2012-06-11,50.52685546875
2012-06-12,50.75724792480469
2012-06-13,50.84444046020508
2012-06-14,51.417335510253906
2012-06-15,51.36126708984375
2012-06-18,51.5543327331543
2012-06-19,51.81586837768555
2012-06-20,50.81951141357422
2012-06-21,50.25908279418945
2012-06-22,50.676300048828125
2012-06-25,50.43967819213867
2012-06-26,50.856895446777344
2012-06-27,50.975196838378906
2012-06-28,51.411109924316406
2012-06-29,52.16460037231445
2012-07-02,52.24552917480469
2012-07-03,52.30783462524414
2012-07-05,52.37007522583008
2012-07-06,52.25176239013672
2012-07-09,52.49462127685547
2012-07-10,52.78731155395508
2012-07-11,52.5257682800293
2012-07-12,52.513309478759766
2012-07-13,53.06129455566406
2012-07-16,53.055057525634766
2012-07-17,53.44114685058594
2012-07-18,53.59680938720703
2012-07-19,53.478511810302734
2012-07-20,52.82468032836914
2012-07-23,52.74370193481445
2012-07-24,51.99021911621094
2012-07-25,51.93418502807617
2012-07-26,53.37885665893555
2012-07-27,54.375221252441406
2012-07-30,54.755062103271484
2012-07-31,54.11989974975586
2012-08-01,54.28181457519531
2012-08-02,54.10124588012695
2012-08-03,53.148460388183594
2012-08-06,52.12723159790039
2012-08-07,51.51076126098633
2012-08-08,51.840797424316406
2012-08-09,51.591712951660156
2012-08-10,51.57301712036133
2012-08-13,51.367523193359375
2012-08-14,51.647735595703125
2012-08-15,51.703792572021484
2012-08-16,51.96533966064453
2012-08-17,52.27667999267578
2012-08-20,52.357627868652344
2012-08-21,52.41366195678711
2012-08-22,52.21441650390625
2012-08-23,51.9466552734375
2012-08-24,52.0960807800293
2012-08-27,52.07118225097656
2012-08-28,52.102325439453125
2012-08-29,51.99021911621094
2012-08-30,51.98400115966797
2012-08-31,52.05873107910156
2012-09-04,52.13969039916992
2012-09-05,51.89466094970703
2012-09-06,52.535484313964844
2012-09-07,52.10198211669922
2012-09-10,51.75014877319336
2012-09-11,51.73759460449219
2012-09-12,51.7313117980957
2012-09-13,52.31559753417969
2012-09-14,51.94491195678711
2012-09-17,52.15852355957031
2012-09-18,52.541770935058594
2012-09-19,53.00669479370117
2012-09-20,53.402488708496094
2012-09-21,53.60355758666992
2012-09-24,53.779457092285156
2012-09-25,53.71662902832031
2012-09-26,53.62866973876953
2012-09-27,53.835994720458984
2012-09-28,53.89255905151367
2012-10-01,54.3009147644043
2012-10-02,54.263206481933594
2012-10-03,54.31345748901367
2012-10-04,54.527099609375
2012-10-05,54.58989715576172
2012-10-08,54.43912887573242
2012-10-09,54.074745178222656
2012-10-10,54.02448654174805
2012-10-11,54.02448654174805
2012-10-12,53.810855865478516
2012-10-15,54.20038986206055
2012-10-16,54.44541549682617
2012-10-17,54.93544006347656
2012-10-18,55.08625030517578
2012-10-19,54.583641052246094
2012-10-22,54.37001419067383
2012-10-23,53.993064880371094
2012-10-24,52.91244125366211
2012-10-25,52.04544448852539
2012-10-26,51.988895416259766
2012-10-31,52.42867660522461
2012-11-01,52.62344741821289
2012-11-02,52.359580993652344
2012-11-05,52.227638244628906
2012-11-06,52.416099548339844
2012-11-07,52.20249938964844
2012-11-08,51.89466094970703
2012-11-09,52.227638244628906
2012-11-12,52.54805374145508
2012-11-13,53.019256591796875
2012-11-14,52.68628692626953
2012-11-15,52.667415618896484
2012-11-16,53.42134094238281
2012-11-19,54.03073501586914
2012-11-20,54.16897964477539
2012-11-21,54.2066650390625
2012-11-23,54.87262725830078
2012-11-26,54.26950454711914
2012-11-27,53.76687240600586
2012-11-28,54.04958724975586
2012-11-29,53.82343292236328
2012-11-30,53.85483932495117
2012-12-03,53.835994720458984
2012-12-04,53.911376953125
2012-12-05,53.765625
2012-12-06,53.86069869995117
2012-12-07,54.44374465942383
2012-12-10,54.316959381103516
2012-12-11,54.3613395690918
2012-12-12,54.18389129638672
2012-12-13,54.3613395690918
2012-12-14,53.89872360229492
2012-12-17,54.196571350097656
2012-12-18,54.60215759277344
2012-12-19,53.86701965332031
2012-12-20,53.83531951904297
2012-12-21,53.26496887207031
2012-12-24,53.100223541259766
2012-12-26,52.91010665893555
2012-12-27,53.18894958496094
2012-12-28,52.68195724487305
2012-12-31,53.50581359863281
2013-01-02,54.741573333740234
2013-01-03,54.50708770751953
2013-01-04,54.72889709472656
2013-01-07,53.52481460571289
2013-01-08,53.252288818359375
2013-01-09,53.61985778808594
2013-01-10,53.82267379760742
2013-01-11,53.930389404296875
2013-01-14,54.2789421081543
2013-01-15,54.31061935424805
2013-01-16,54.177547454833984
2013-01-17,54.709903717041016
2013-01-18,55.02043533325195
2013-01-22,55.2612419128418
2013-01-23,55.13448715209961
2013-01-24,54.868316650390625
2013-01-25,54.665523529052734
2013-01-28,55.00774383544922
2013-01-29,55.856929779052734
2013-01-30,55.863285064697266
2013-01-31,56.72513961791992
2013-02-01,57.04198455810547
2013-02-04,56.59206771850586
2013-02-05,57.18779754638672
2013-02-06,57.60601806640625
2013-02-07,57.656734466552734
2013-02-08,57.60601806640625
2013-02-11,57.28915786743164
2013-02-12,56.97229766845703
2013-02-13,56.9659423828125
2013-02-14,57.15610122680664
2013-02-15,57.79615783691406
2013-02-19,58.43622589111328
2013-02-20,58.13837432861328
2013-02-21,58.21441650390625
2013-02-22,59.88745880126953
2013-02-25,59.72269058227539
2013-02-26,59.710025787353516
2013-02-27,60.32472229003906
2013-02-28,59.748023986816406
2013-03-01,59.760704040527344
2013-03-04,60.229671478271484
2013-03-05,60.75568771362305
2013-03-06,60.487247467041016
2013-03-07,60.05903244018555
2013-03-08,60.19963073730469
2013-03-11,60.00151062011719
2013-03-12,60.12931442260742
2013-03-13,59.694698333740234
2013-03-14,59.93756866455078
2013-03-15,59.60525131225586
2013-03-18,59.375179290771484
2013-03-19,60.014278411865234
2013-03-20,61.06245803833008
2013-03-21,60.672584533691406
2013-03-22,61.13915252685547
2013-03-25,60.423316955566406
2013-03-26,62.200111389160156
2013-03-27,61.93805694580078
2013-03-28,62.621917724609375
2013-04-01,62.589962005615234
2013-04-02,63.77875900268555
2013-04-03,62.56442642211914
2013-04-04,62.93509292602539
2013-04-05,63.47197723388672
2013-04-08,63.56145477294922
2013-04-09,63.47197723388672
2013-04-10,64.10472869873047
2013-04-11,64.62879180908203
2013-04-12,64.6991195678711
2013-04-15,64.04720306396484
2013-04-16,64.92280578613281
2013-04-17,64.3348159790039
2013-04-18,64.78217315673828
2013-04-19,67.81169128417969
2013-04-22,67.48571014404297
2013-04-23,67.42182159423828
2013-04-24,66.08601379394531
2013-04-25,66.12438201904297
2013-04-26,65.90704345703125
2013-04-29,66.02849578857422
2013-04-30,65.95179748535156
2013-05-01,66.01570129394531
2013-05-02,66.82099151611328
2013-05-03,67.35150909423828
2013-05-06,66.76986694335938
2013-05-07,66.79544067382812
2013-05-08,66.64205169677734
2013-05-09,65.81117248535156
2013-05-10,66.10519409179688
2013-05-13,66.28413391113281
2013-05-14,67.14697265625
2013-05-15,66.8657455444336
2013-05-16,66.3097152709961
2013-05-17,66.69319915771484
2013-05-20,65.74728393554688
2013-05-21,65.1336898803711
2013-05-22,65.28712463378906
2013-05-23,65.53636169433594
2013-05-24,66.15631866455078
2013-05-28,66.80821990966797
2013-05-29,63.58701705932617
2013-05-30,64.11112976074219
2013-05-31,61.886940002441406
2013-06-03,61.8038330078125
2013-06-04,62.36626434326172
2013-06-05,61.683135986328125
2013-06-06,62.09558868408203
2013-06-07,62.591819763183594
2013-06-10,62.88185501098633
2013-06-11,63.12676239013672
2013-06-12,62.392059326171875
2013-06-13,62.88185501098633
2013-06-14,63.068763732910156
2013-06-17,64.15149688720703
2013-06-18,64.08702850341797
2013-06-19,62.19227981567383
2013-06-20,61.006431579589844
2013-06-21,61.728233337402344
2013-06-24,61.28354263305664
2013-06-25,61.61224365234375
2013-06-26,62.50806427001953
2013-06-27,62.720767974853516
2013-06-28,62.60475540161133
2013-07-01,62.62407302856445
2013-07-02,62.54029846191406
2013-07-03,62.533836364746094
2013-07-05,62.76585388183594
2013-07-08,63.20412826538086
2013-07-09,63.50055694580078
2013-07-10,63.53923416137695
2013-07-11,64.22236633300781
2013-07-12,64.37059783935547
2013-07-15,64.52527618408203
2013-07-16,64.57039642333984
2013-07-17,64.21593475341797
2013-07-18,63.74545669555664
2013-07-19,64.11924743652344
2013-07-22,62.95274353027344
2013-07-23,63.28788375854492
2013-07-24,63.062313079833984
2013-07-25,63.46188735961914
2013-07-26,63.41034698486328
2013-07-29,63.24919128417969
2013-07-30,63.13322067260742
2013-07-31,63.674564361572266
2013-08-01,63.66814041137695
2013-08-02,64.19659423828125
2013-08-05,64.00968170166016
2013-08-06,64.28040313720703
2013-08-07,63.77769088745117
2013-08-08,63.52635955810547
2013-08-09,63.50055694580078
2013-08-12,63.35232925415039
2013-08-13,63.24919128417969
2013-08-14,62.37272644042969
2013-08-15,61.74113845825195
2013-08-16,61.18688201904297
2013-08-19,60.96775817871094
2013-08-20,61.2191047668457
2013-08-21,60.632606506347656
2013-08-22,61.61867904663086
2013-08-23,61.799129486083984
2013-08-26,60.92264175415039
2013-08-27,60.27818298339844
2013-08-28,59.6336784362793
2013-08-29,59.904354095458984
2013-08-30,60.245948791503906
2013-09-03,59.70457458496094
2013-09-04,60.1336784362793
2013-09-05,59.99063491821289
2013-09-06,60.504276275634766
2013-09-09,60.86186218261719
2013-09-10,61.050411224365234
2013-09-11,61.47953414916992
2013-09-12,61.66808319091797
2013-09-13,62.21421432495117
2013-09-16,62.69532775878906
2013-09-17,62.64982604980469
