Date,PKG
2010-01-04,14.826555252075195
2010-01-05,15.016719818115234
2010-01-06,14.940648078918457
2010-01-07,14.832895278930664
2010-01-08,15.815411567687988
2010-01-11,15.244912147521973
2010-01-12,15.042070388793945
2010-01-13,15.162510871887207
2010-01-14,14.966009140014648
2010-01-15,14.725130081176758
2010-01-19,15.11180305480957
2010-01-20,14.553977012634277
2010-01-21,13.74895191192627
2010-01-22,13.463705062866211
2010-01-25,13.653867721557617
2010-01-26,14.458900451660156
2010-01-27,14.211678504943848
2010-01-28,13.875731468200684
2010-01-29,13.970810890197754
2010-02-01,14.110262870788574
2010-02-02,14.11660099029541
2010-02-03,13.755297660827637
2010-02-04,13.27353572845459
2010-02-05,13.55878734588623
2010-02-08,13.54610538482666
2010-02-09,13.672883033752441
2010-02-10,13.4763822555542
2010-02-11,13.628517150878906
2010-02-12,13.691893577575684
2010-02-16,14.097586631774902
2010-02-17,14.237041473388672
2010-02-18,14.509610176086426
2010-02-19,14.401850700378418
2010-02-22,14.237041473388672
2010-02-23,14.788521766662598
2010-02-24,15.016719818115234
2010-02-25,15.308306694030762
2010-02-26,15.086446762084961
2010-03-01,15.460442543029785
2010-03-02,15.447768211364746
2010-03-03,15.542840003967285
2010-03-04,15.466775894165039
2010-03-05,15.599892616271973
2010-03-08,15.530163764953613
2010-03-09,15.447768211364746
2010-03-10,15.397048950195312
2010-03-11,15.486345291137695
2010-03-12,15.492722511291504
2010-03-15,15.537379264831543
2010-03-16,15.971088409423828
2010-03-17,16.238971710205078
2010-03-18,16.130556106567383
2010-03-19,15.805252075195312
2010-03-22,15.99022388458252
2010-03-23,16.111413955688477
2010-03-24,15.945577621459961
2010-03-25,15.52462100982666
2010-03-26,15.505484580993652
2010-03-29,15.684063911437988
2010-03-30,15.70320987701416
2010-03-31,15.696826934814453
2010-04-01,15.798871994018555
2010-04-05,16.073144912719727
2010-04-06,16.002981185913086
2010-04-07,15.626665115356445
2010-04-08,15.735095977783203
2010-04-09,15.87541675567627
2010-04-12,15.52462100982666
2010-04-13,15.505484580993652
2010-04-14,15.849908828735352
2010-04-15,15.869036674499512
2010-04-16,16.149681091308594
2010-04-19,15.741475105285645
2010-04-20,15.779740333557129
2010-04-21,16.13692283630371
2010-04-22,16.385679244995117
2010-04-23,16.74285888671875
2010-04-26,16.45583724975586
2010-04-27,15.945577621459961
2010-04-28,15.805252075195312
2010-04-29,16.105031967163086
2010-04-30,15.773367881774902
2010-05-03,16.07951545715332
2010-05-04,15.441696166992188
2010-05-05,15.224838256835938
2010-05-06,14.421181678771973
2010-05-07,14.121399879455566
2010-05-10,14.497720718383789
2010-05-11,14.484966278076172
2010-05-12,15.001605033874512
2010-05-13,14.886787414550781
2010-05-14,14.650794982910156
2010-05-17,14.555122375488281
2010-05-18,14.599769592285156
2010-05-19,14.312753677368164
2010-05-20,13.572875022888184
2010-05-21,13.65578842163086
2010-05-24,13.407042503356934
2010-05-25,13.139156341552734
2010-05-26,13.349637985229492
2010-05-27,14.172430992126465
2010-05-28,14.121399879455566
2010-06-01,13.566495895385742
2010-06-02,13.974702835083008
2010-06-03,14.121399879455566
2010-06-04,13.547365188598633
2010-06-07,13.1264009475708
2010-06-08,13.26672649383545
2010-06-09,13.26672649383545
2010-06-10,13.713201522827148
2010-06-11,14.374767303466797
2010-06-14,14.490381240844727
2010-06-15,15.094151496887207
2010-06-16,14.965692520141602
2010-06-17,14.933577537536621
2010-06-18,14.946426391601562
2010-06-21,15.100573539733887
2010-06-22,14.644536972045898
2010-06-23,14.52892017364502
2010-06-24,14.233458518981934
2010-06-25,14.336231231689453
2010-06-28,14.207773208618164
2010-06-29,13.957269668579102
2010-06-30,14.143536567687988
2010-07-01,14.182072639465332
2010-07-02,13.783848762512207
2010-07-06,13.700350761413574
2010-07-07,14.143536567687988
2010-07-08,14.214190483093262
2010-07-09,14.419732093811035
2010-07-12,14.02149772644043
2010-07-13,14.644536972045898
2010-07-14,14.676652908325195
2010-07-15,14.837225914001465
2010-07-16,14.605997085571289
2010-07-19,14.721609115600586
2010-07-20,15.86491870880127
2010-07-21,15.620837211608887
2010-07-22,15.730029106140137
2010-07-23,16.102569580078125
2010-07-26,16.333803176879883
2010-07-27,15.909873962402344
2010-07-28,15.550185203552246
2010-07-29,15.376768112182617
2010-07-30,15.415302276611328
2010-08-02,16.083297729492188
2010-08-03,15.646541595458984
2010-08-04,15.736454963684082
2010-08-05,15.646541595458984
2010-08-06,15.440999984741211
2010-08-09,15.633692741394043
2010-08-10,15.42172622680664
2010-08-11,14.869342803955078
2010-08-12,14.946426391601562
2010-08-13,14.785850524902344
2010-08-16,14.702341079711914
2010-08-17,15.344645500183105
2010-08-18,15.023499488830566
2010-08-19,14.676652908325195
2010-08-20,14.811539649963379
2010-08-23,14.387614250183105
2010-08-24,14.233458518981934
2010-08-25,14.483959197998047
2010-08-26,14.336231231689453
2010-08-27,14.734455108642578
2010-08-30,14.323383331298828
2010-08-31,14.316959381103516
2010-09-01,14.888611793518066
2010-09-02,15.22260570526123
2010-09-03,15.428150177001953
2010-09-07,15.235453605651855
2010-09-08,14.946426391601562
2010-09-09,15.087727546691895
2010-09-10,15.203351974487305
2010-09-13,15.42958927154541
2010-09-14,15.28091049194336
2010-09-15,15.539474487304688
2010-09-16,15.623503684997559
2010-09-17,15.739851951599121
2010-09-20,14.990031242370605
2010-09-21,14.757326126098633
2010-09-22,14.479373931884766
2010-09-23,14.485832214355469
2010-09-24,14.89306640625
2010-09-27,15.002963066101074
2010-09-28,15.093454360961914
2010-09-29,15.009421348571777
2010-09-30,14.977100372314453
2010-10-01,15.080530166625977
2010-10-04,14.80903434753418
2010-10-05,15.209803581237793
2010-10-06,15.145162582397461
2010-10-07,14.964173316955566
2010-10-08,14.82197093963623
2010-10-11,15.028820037841797
2010-10-12,14.964173316955566
2010-10-13,15.384328842163086
2010-10-14,15.448972702026367
2010-10-15,15.61704158782959
2010-10-18,15.739851951599121
2010-10-19,15.022350311279297
2010-10-20,15.46190071105957
2010-10-21,15.28091049194336
2010-10-22,15.578258514404297
2010-10-25,15.759246826171875
2010-10-26,15.733396530151367
2010-10-27,15.810956001281738
2010-10-28,15.862671852111816
2010-10-29,15.791563987731934
2010-11-01,15.991949081420898
2010-11-02,16.147090911865234
2010-11-03,16.088911056518555
2010-11-04,16.554319381713867
2010-11-05,16.761167526245117
2010-11-08,16.638357162475586
2010-11-09,16.34748077392578
2010-11-10,16.40564727783203
2010-11-11,16.528461456298828
2010-11-12,16.237581253051758
2010-11-15,16.20526123046875
2010-11-16,16.147090911865234
2010-11-17,16.069517135620117
2010-11-18,16.379789352416992
2010-11-19,16.50907325744629
2010-11-22,16.9615535736084
2010-11-23,16.683603286743164
2010-11-24,16.968015670776367
2010-11-26,16.86458969116211
2010-11-29,16.89691162109375
2010-11-30,16.580175399780273
2010-12-01,16.922771453857422
2010-12-02,17.388179779052734
2010-12-03,17.297687530517578
2010-12-06,17.11669158935547
2010-12-07,16.968015670776367
2010-12-08,17.03265380859375
2010-12-09,17.194255828857422
2010-12-10,17.194255828857422
2010-12-13,17.291765213012695
2010-12-14,17.4152774810791
2010-12-15,16.81072235107422
2010-12-16,16.830215454101562
2010-12-17,16.77171516418457
2010-12-20,16.752208709716797
2010-12-21,16.888721466064453
2010-12-22,16.83672332763672
2010-12-23,16.72620964050293
2010-12-27,16.752208709716797
2010-12-28,16.79121208190918
2010-12-29,16.804218292236328
2010-12-30,16.849721908569336
2010-12-31,16.797714233398438
2011-01-03,17.148757934570312
2011-01-04,17.04473876953125
2011-01-05,17.61029624938965
2011-01-06,17.714313507080078
2011-01-07,17.883329391479492
2011-01-10,18.039339065551758
2011-01-11,18.24736213684082
2011-01-12,18.533388137817383
2011-01-13,18.500885009765625
2011-01-14,18.617904663085938
2011-01-18,18.4683895111084
2011-01-19,18.500885009765625
2011-01-20,18.078351974487305
2011-01-21,18.455381393432617
2011-01-24,18.78042221069336
2011-01-25,18.14985466003418
2011-01-26,18.55939483642578
2011-01-27,18.74141502380371
2011-01-28,18.21485710144043
2011-01-31,18.364381790161133
2011-02-01,18.48139190673828
2011-02-02,18.682903289794922
2011-02-03,18.695905685424805
2011-02-04,18.55939483642578
2011-02-07,18.682903289794922
2011-02-08,18.773914337158203
2011-02-09,18.83892822265625
2011-02-10,18.656906127929688
2011-02-11,18.91043472290039
2011-02-14,18.949440002441406
2011-02-15,19.150962829589844
2011-02-16,19.677509307861328
2011-02-17,19.625505447387695
2011-02-18,19.4694881439209
2011-02-22,18.83892822265625
2011-02-23,18.72191619873047
2011-02-24,18.754417419433594
2011-02-25,18.903928756713867
2011-02-28,18.715408325195312
2011-03-01,18.234359741210938
2011-03-02,18.305875778198242
2011-03-03,18.702407836914062
2011-03-04,18.63740348815918
2011-03-07,18.442384719848633
2011-03-08,18.370880126953125
2011-03-09,18.364381790161133
2011-03-10,17.9028263092041
2011-03-11,17.94211769104004
2011-03-14,17.876636505126953
2011-03-15,17.902830123901367
2011-03-16,17.667089462280273
2011-03-17,17.686735153198242
2011-03-18,17.870088577270508
2011-03-21,18.223691940307617
2011-03-22,18.03379249572754
2011-03-23,18.09272575378418
2011-03-24,18.118919372558594
2011-03-25,18.177846908569336
2011-03-28,18.164756774902344
2011-03-29,18.400489807128906
2011-03-30,18.858869552612305
2011-03-31,18.91780662536621
2011-04-01,19.0749568939209
2011-04-04,19.20592498779297
2011-04-05,18.924352645874023
2011-04-06,18.89161491394043
2011-04-07,18.76064682006836
2011-04-08,18.6362247467041
2011-04-11,18.276077270507812
2011-04-12,18.164756774902344
2011-04-13,18.302270889282227
2011-04-14,18.23678970336914
2011-04-15,18.446325302124023
2011-04-18,18.053434371948242
2011-04-19,18.89816665649414
2011-04-20,18.262983322143555
2011-04-21,18.262983322143555
2011-04-25,17.9945068359375
2011-04-26,18.23678970336914
2011-04-27,18.465974807739258
2011-04-28,18.662416458129883
2011-04-29,18.68206787109375
2011-05-02,18.662416458129883
2011-05-03,18.465974807739258
2011-05-04,18.37429428100586
2011-05-05,18.39394760131836
2011-05-06,18.59038734436035
2011-05-09,18.839223861694336
2011-05-10,19.08150291442871
2011-05-11,19.140438079833984
2011-05-12,19.382720947265625
2011-05-13,19.035669326782227
2011-05-16,19.009475708007812
