Date,CB
2010-11-05,45.57177734375
2010-11-08,45.00469207763672
2010-11-09,44.363983154296875
2010-11-10,44.98261260986328
2010-11-11,44.3050651550293
2010-11-12,44.039939880371094
2010-11-15,44.23879623413086
2010-11-16,43.36977767944336
2010-11-17,43.44342803955078
2010-11-18,44.38608169555664
2010-11-19,44.518638610839844
2010-11-22,44.29033279418945
2010-11-23,43.28139877319336
2010-11-24,43.95157241821289
2010-11-26,43.3845100402832
2010-11-29,43.64962387084961
2010-11-30,43.09729766845703
2010-12-01,43.804283142089844
2010-12-02,44.069400787353516
2010-12-03,43.7674560546875
2010-12-06,43.49496078491211
2010-12-07,43.627525329589844
2010-12-08,43.745361328125
2010-12-09,43.81901931762695
2010-12-10,44.39345169067383
2010-12-13,44.886878967285156
2010-12-14,44.931297302246094
2010-12-15,45.005340576171875
2010-12-16,45.53105926513672
2010-12-17,45.20526123046875
2010-12-20,45.13862228393555
2010-12-21,45.760616302490234
2010-12-22,46.01237487792969
2010-12-23,46.00495910644531
2010-12-27,45.95314025878906
2010-12-28,46.12343978881836
2010-12-29,46.11603927612305
2010-12-30,46.182682037353516
2010-12-31,46.09383010864258
2011-01-03,46.08641052246094
2011-01-04,46.056800842285156
2011-01-05,45.901302337646484
2011-01-06,45.70136260986328
2011-01-07,45.36077117919922
2011-01-10,44.768394470214844
2011-01-11,44.97572708129883
2011-01-12,45.05717468261719
2011-01-13,45.071983337402344
2011-01-14,45.01273727416992
2011-01-18,44.91648864746094
2011-01-19,44.8498420715332
2011-01-20,44.95350646972656
2011-01-21,44.80541229248047
2011-01-24,44.94610595703125
2011-01-25,46.00495910644531
2011-01-26,46.24191665649414
2011-01-27,46.78985595703125
2011-01-28,45.29412078857422
2011-01-31,45.6051025390625
2011-02-01,46.02717590332031
2011-02-02,46.27893829345703
2011-02-03,46.8639030456543
2011-02-04,46.69359588623047
2011-02-07,46.523284912109375
2011-02-08,47.589561462402344
2011-02-09,47.44886016845703
2011-02-10,47.20452117919922
2011-02-11,46.9749755859375
2011-02-14,46.27893829345703
2011-02-15,46.190093994140625
2011-02-16,46.56031799316406
2011-02-17,46.90093231201172
2011-02-18,48.67803955078125
2011-02-22,48.01161575317383
2011-02-23,47.604366302490234
2011-02-24,46.382591247558594
2011-02-25,46.856510162353516
2011-02-28,46.83427429199219
2011-03-01,46.33817672729492
2011-03-02,45.560672760009766
2011-03-03,46.45664978027344
2011-03-04,46.41963195800781
2011-03-07,45.990150451660156
2011-03-08,46.3455810546875
2011-03-09,46.11603927612305
2011-03-10,45.20526123046875
2011-03-11,45.45702362060547
2011-03-14,45.23488235473633
2011-03-15,44.538856506347656
2011-03-16,44.64250183105469
2011-03-17,45.027565002441406
2011-03-18,45.04236602783203
2011-03-21,45.97535705566406
2011-03-22,45.72359085083008
2011-03-23,45.72359085083008
2011-03-24,46.01237487792969
2011-03-25,46.182682037353516
2011-03-28,46.78985595703125
2011-03-29,47.39703369140625
2011-03-30,47.761741638183594
2011-03-31,48.15622329711914
2011-04-01,49.00471878051758
2011-04-04,49.83835983276367
2011-04-05,49.4438591003418
2011-04-06,49.4810791015625
2011-04-07,48.9824104309082
2011-04-08,48.96751403808594
2011-04-11,49.58528518676758
2011-04-12,49.577816009521484
2011-04-13,49.42155075073242
2011-04-14,49.27266311645508
2011-04-15,49.03448486328125
2011-04-18,48.26786422729492
2011-04-19,47.99247360229492
2011-04-20,47.873390197753906
2011-04-21,48.6176872253418
2011-04-25,48.71443557739258
2011-04-26,48.65489196777344
2011-04-27,49.26523971557617
2011-04-28,50.076515197753906
2011-04-29,50.05420684814453
2011-05-02,49.71925354003906
2011-05-03,50.24772644042969
2011-05-04,49.47364044189453
2011-05-05,49.71925354003906
2011-05-06,50.0467414855957
2011-05-09,50.13607406616211
2011-05-10,50.94735336303711
2011-05-11,50.54543685913086
2011-05-12,50.97711944580078
2011-05-13,50.46356201171875
2011-05-16,50.33701705932617
2011-05-17,51.05155563354492
2011-05-18,51.61722183227539
2011-05-19,51.50557327270508
2011-05-20,51.06644058227539
2011-05-23,50.53055953979492
2011-05-24,50.44866180419922
2011-05-25,50.32958984375
2011-05-26,50.351905822753906
2011-05-27,51.044097900390625
2011-05-31,51.22273635864258
2011-06-01,50.5826416015625
2011-06-02,50.8729133605957
2011-06-03,50.68684768676758
2011-06-06,50.0467414855957
2011-06-07,50.098854064941406
2011-06-08,49.332218170166016
2011-06-09,49.741580963134766
2011-06-10,49.11637496948242
2011-06-13,48.930294036865234
2011-06-14,48.930294036865234
2011-06-15,47.821292877197266
2011-06-16,48.20087814331055
2011-06-17,47.86594772338867
2011-06-20,47.999916076660156
2011-06-21,48.26786422729492
2011-06-22,48.22321701049805
2011-06-23,47.99247360229492
2011-06-24,47.59801483154297
2011-06-27,48.178565979003906
2011-06-28,48.42551040649414
2011-06-29,49.450748443603516
2011-06-30,49.256168365478516
2011-07-01,49.58544921875
2011-07-05,48.867034912109375
2011-07-06,48.85954666137695
2011-07-07,49.5106201171875
2011-07-08,49.121463775634766
2011-07-11,48.260868072509766
2011-07-12,48.507816314697266
2011-07-13,48.65749740600586
2011-07-14,48.470401763916016
2011-07-15,48.320735931396484
2011-07-18,47.662193298339844
2011-07-19,47.79689407348633
2011-07-20,47.69212341308594
2011-07-21,48.83710479736328
2011-07-22,49.22623062133789
2011-07-25,49.009220123291016
2011-07-26,49.301063537597656
2011-07-27,51.17194366455078
2011-07-28,50.23649978637695
2011-07-29,50.12425231933594
2011-08-01,49.548030853271484
2011-08-02,49.765045166015625
2011-08-03,50.05690383911133
2011-08-04,48.006446838378906
2011-08-05,47.280540466308594
2011-08-08,44.13748550415039
2011-08-09,47.332908630371094
2011-08-10,44.414371490478516
2011-08-11,47.460147857666016
2011-08-12,46.943790435791016
2011-08-15,48.03636169433594
2011-08-16,47.37034225463867
2011-08-17,47.84928512573242
2011-08-18,45.7015380859375
2011-08-19,44.88582229614258
2011-08-22,44.82596969604492
2011-08-23,46.375038146972656
2011-08-24,46.83901596069336
2011-08-25,45.94099426269531
2011-08-26,46.696834564208984
2011-08-29,48.42551040649414
2011-08-30,48.013919830322266
2011-08-31,48.32822799682617
2011-09-01,47.684635162353516
2011-09-02,46.56211853027344
2011-09-06,46.01581954956055
2011-09-07,48.03636169433594
2011-09-08,47.781925201416016
2011-09-09,46.098148345947266
2011-09-12,46.28523254394531
2011-09-13,46.04575729370117
2011-09-14,45.88862991333008
2011-09-15,46.2702751159668
2011-09-16,47.04106521606445
2011-09-19,46.696834564208984
2011-09-20,47.325443267822266
2011-09-21,45.080387115478516
2011-09-22,44.54158401489258
2011-09-23,44.676300048828125
2011-09-26,45.82874298095703
2011-09-27,45.477027893066406
2011-09-28,45.28132247924805
2011-09-29,46.45550537109375
2011-09-30,45.612518310546875
2011-10-03,44.491024017333984
2011-10-04,44.85231018066406
2011-10-05,45.943687438964844
2011-10-06,46.34259796142578
2011-10-07,45.416812896728516
2011-10-10,47.17809295654297
2011-10-11,47.2157096862793
2011-10-12,47.26088333129883
2011-10-13,46.9748649597168
2011-10-14,47.53184127807617
2011-10-17,46.41787338256836
2011-10-18,48.1942024230957
2011-10-19,49.631813049316406
2011-10-20,51.15974807739258
2011-10-21,52.83071517944336
2011-10-24,53.11675262451172
2011-10-25,51.93503952026367
2011-10-26,53.440391540527344
2011-10-27,55.19412612915039
2011-10-28,54.84038162231445
2011-10-31,54.306007385253906
2011-11-01,52.25114440917969
2011-11-02,54.04252243041992
2011-11-03,54.7124137878418
2011-11-04,54.22317886352539
2011-11-07,54.3662109375
2011-11-08,54.74253845214844
2011-11-09,52.88341522216797
2011-11-10,53.00384521484375
2011-11-11,53.621055603027344
2011-11-14,52.913516998291016
2011-11-15,52.93609619140625
2011-11-16,51.74687194824219
2011-11-17,50.497398376464844
2011-11-18,51.092041015625
2011-11-21,49.9404296875
2011-11-22,49.52644348144531
2011-11-23,48.600650787353516
2011-11-25,48.871620178222656
2011-11-28,49.85009765625
2011-11-29,49.692039489746094
2011-11-30,52.33394241333008
2011-12-01,51.63396453857422
2011-12-02,51.46839141845703
2011-12-05,52.07805252075195
2011-12-06,52.86834716796875
2011-12-07,52.90599822998047
2011-12-08,51.694175720214844
2011-12-09,52.2135124206543
2011-12-12,51.49094009399414
2011-12-13,50.55009841918945
2011-12-14,50.625362396240234
2011-12-15,50.36945343017578
2011-12-16,50.23395538330078
2011-12-19,49.895263671875
2011-12-20,51.22750473022461
2011-12-21,52.130733489990234
2011-12-22,52.65761947631836
2011-12-23,53.041473388671875
2011-12-27,53.13179397583008
2011-12-28,52.665138244628906
2011-12-29,53.11675262451172
2011-12-30,52.778045654296875
2012-01-03,52.93609619140625
2012-01-04,52.431819915771484
2012-01-05,52.58232879638672
2012-01-06,52.710289001464844
2012-01-09,52.9511604309082
2012-01-10,53.648277282714844
2012-01-11,52.84507369995117
2012-01-12,53.110286712646484
2012-01-13,52.86021041870117
2012-01-17,53.01177215576172
2012-01-18,53.110286712646484
2012-01-19,53.74678421020508
2012-01-20,55.06526184082031
2012-01-23,54.40602493286133
2012-01-24,53.8680305480957
2012-01-25,54.30750274658203
2012-01-26,53.9892578125
2012-01-27,52.632904052734375
2012-01-30,52.26920700073242
2012-01-31,52.73897171020508
2012-02-01,54.93643569946289
2012-02-02,54.92130661010742
2012-02-03,56.23219680786133
2012-02-06,55.300167083740234
2012-02-07,56.22461700439453
2012-02-08,55.76997375488281
2012-02-09,55.74724578857422
2012-02-10,55.37593460083008
2012-02-13,56.027584075927734
2012-02-14,55.76997375488281
2012-02-15,55.269859313964844
2012-02-16,55.466861724853516
2012-02-17,55.754817962646484
2012-02-21,56.065486907958984
2012-02-22,55.15617370605469
2012-02-23,55.580528259277344
2012-02-24,55.41381072998047
2012-02-27,55.186500549316406
2012-02-28,54.63333511352539
2012-02-29,54.33781051635742
2012-03-01,54.86823654174805
2012-03-02,54.8985710144043
2012-03-05,55.14101791381836
2012-03-06,54.2696418762207
2012-03-07,54.20900344848633
2012-03-08,54.17112731933594
2012-03-09,54.31507873535156
2012-03-12,54.42117691040039
2012-03-13,55.04253005981445
2012-03-14,55.580528259277344
2012-03-15,55.595672607421875
2012-03-16,54.76213836669922
2012-03-19,55.497169494628906
2012-03-20,56.027584075927734
2012-03-21,55.815433502197266
2012-03-22,55.194068908691406
2012-03-23,55.1258659362793
2012-03-26,56.194297790527344
2012-03-27,55.648738861083984
2012-03-28,55.930877685546875
2012-03-29,55.74787902832031
2012-03-30,55.824134826660156
2012-04-02,56.58675765991211
2012-04-03,56.06818389892578
2012-04-04,55.999534606933594
2012-04-05,55.8088493347168
2012-04-09,55.099639892578125
2012-04-10,54.573429107666016
2012-04-11,54.992855072021484
2012-04-12,55.686866760253906
2012-04-13,54.573429107666016
2012-04-16,55.244544982910156
2012-04-17,55.64109802246094
2012-04-18,55.175899505615234
2012-04-19,57.074832916259766
2012-04-20,57.42562484741211
2012-04-23,56.815521240234375
2012-04-24,57.37986755371094
2012-04-25,57.92133331298828
2012-04-26,58.691612243652344
2012-04-27,58.23405075073242
2012-04-30,57.93659591674805
2012-05-01,58.5390625
2012-05-02,58.592445373535156
2012-05-03,58.72209167480469
2012-05-04,58.2950439453125
2012-05-07,58.30266571044922
2012-05-08,57.822200775146484
2012-05-09,57.40275192260742
2012-05-10,57.928985595703125
2012-05-11,58.16537857055664
2012-05-14,57.56293487548828
2012-05-15,57.70018005371094
2012-05-16,57.395145416259766
2012-05-17,55.991905212402344
2012-05-18,54.92421340942383
2012-05-21,55.45806884765625
2012-05-22,55.31316375732422
2012-05-23,55.57246017456055
2012-05-24,55.854610443115234
2012-05-25,55.8088493347168
2012-05-29,55.999534606933594
2012-05-30,54.863224029541016
2012-05-31,55.16065216064453
2012-06-01,53.55149459838867
2012-06-04,53.38373565673828
2012-06-05,53.64300537109375
2012-06-06,55.16065216064453
2012-06-07,55.32842254638672
2012-06-08,55.557186126708984
2012-06-11,54.4208984375
2012-06-12,54.977596282958984
2012-06-13,54.32176208496094
2012-06-14,55.37419509887695
2012-06-15,55.48094177246094
2012-06-18,55.11486053466797
2012-06-19,55.74024200439453
2012-06-20,55.66397476196289
2012-06-21,54.45903015136719
2012-06-22,55.12252426147461
2012-06-25,53.940452575683594
2012-06-26,54.344635009765625
2012-06-27,54.76407241821289
2012-06-28,55.13777542114258
2012-06-29,56.53337097167969
2012-07-02,56.76978302001953
2012-07-03,57.14345169067383
2012-07-05,56.06818389892578
2012-07-06,55.31316375732422
2012-07-09,55.16065216064453
2012-07-10,54.344635009765625
2012-07-11,53.59726333618164
2012-07-12,54.54292678833008
2012-07-13,55.52671432495117
2012-07-16,55.06912612915039
2012-07-17,54.90898513793945
2012-07-18,55.06150436401367
2012-07-19,54.63444137573242
2012-07-20,53.978572845458984
2012-07-23,53.299842834472656
2012-07-24,52.750736236572266
2012-07-25,55.14537811279297
2012-07-26,55.09199905395508
2012-07-27,56.48178482055664
2012-07-30,56.47410202026367
2012-07-31,56.43571090698242
2012-08-01,56.13626480102539
2012-08-02,55.71394348144531
2012-08-03,56.558570861816406
2012-08-06,56.581607818603516
2012-08-07,56.21304702758789
2012-08-08,56.28215789794922
2012-08-09,56.143943786621094
2012-08-10,55.852149963378906
2012-08-13,55.629486083984375
2012-08-14,55.521976470947266
2012-08-15,55.9826774597168
2012-08-16,56.21304702758789
2012-08-17,56.40500259399414
2012-08-20,56.88871383666992
2012-08-21,56.919437408447266
2012-08-22,57.04998779296875
2012-08-23,56.91177749633789
2012-08-24,57.01158142089844
2012-08-27,56.75052261352539
2012-08-28,56.71981430053711
2012-08-29,56.543212890625
2012-08-30,56.45107650756836
2012-08-31,56.61232376098633
2012-09-04,57.272640228271484
2012-09-05,57.07301330566406
2012-09-06,57.687278747558594
2012-09-07,57.64122009277344
2012-09-10,57.44156265258789
2012-09-11,57.65657424926758
2012-09-12,58.009769439697266
2012-09-13,59.15385055541992
2012-09-14,59.14615249633789
2012-09-17,58.65473175048828
2012-09-18,59.00797653198242
2012-09-19,58.508880615234375
2012-09-20,58.60101318359375
2012-09-21,58.30155944824219
2012-09-24,58.41670227050781
2012-09-25,58.009769439697266
2012-09-26,58.12569046020508
2012-09-27,58.373023986816406
2012-09-28,58.42710494995117
2012-10-01,59.46273422241211
2012-10-02,59.555477142333984
2012-10-03,59.78731918334961
2012-10-04,60.17374801635742
2012-10-05,60.38237380981445
2012-10-08,60.336055755615234
2012-10-09,59.84916305541992
2012-10-10,59.926422119140625
2012-10-11,60.24332046508789
2012-10-12,59.51683044433594
2012-10-15,60.02688980102539
2012-10-16,60.822940826416016
2012-10-17,61.27888870239258
2012-10-18,63.141483306884766
2012-10-19,62.22949981689453
2012-10-22,62.51546096801758
2012-10-23,62.02085494995117
2012-10-24,61.62667465209961
2012-10-25,61.83534622192383
2012-10-26,61.32529067993164
2012-10-31,60.78429412841797
2012-11-01,60.53697204589844
2012-11-02,59.8955192565918
2012-11-05,60.22782897949219
2012-11-06,61.08572006225586
2012-11-07,60.18918228149414
2012-11-08,60.29740524291992
2012-11-09,60.39788818359375
2012-11-12,59.934165954589844
2012-11-13,59.40861511230469
2012-11-14,58.813541412353516
2012-11-15,59.300411224365234
2012-11-16,59.7409553527832
2012-11-19,60.43649673461914
2012-11-20,60.77654266357422
2012-11-21,60.8383674621582
2012-11-23,61.673065185546875
2012-11-26,61.03931427001953
2012-11-27,60.60653305053711
2012-11-28,61.04705047607422
2012-11-29,61.5339469909668
2012-11-30,61.2325439453125
2012-12-03,61.2325439453125
2012-12-04,61.34074401855469
2012-12-05,62.06721878051758
2012-12-06,62.252708435058594
2012-12-07,62.57728958129883
2012-12-10,62.46135711669922
2012-12-11,61.758060455322266
2012-12-12,62.50773239135742
2012-12-13,62.01786804199219
2012-12-14,61.67574691772461
2012-12-17,62.904300689697266
2012-12-18,63.24639129638672
2012-12-19,62.97425842285156
2012-12-20,63.479671478271484
2012-12-21,62.2588996887207
2012-12-24,62.24337387084961
2012-12-26,62.204498291015625
2012-12-27,61.90901565551758
2012-12-28,61.403602600097656
2012-12-31,62.048988342285156
2013-01-02,63.59630584716797
2013-01-03,63.93064880371094
2013-01-04,64.00841522216797
2013-01-07,63.23081970214844
2013-01-08,62.19670486450195
2013-01-09,62.70211410522461
2013-01-10,63.79069519042969
2013-01-11,64.35055541992188
2013-01-14,64.56045532226562
2013-01-15,64.86371612548828
2013-01-16,64.4905014038086
2013-01-17,64.71598815917969
2013-01-18,64.7237777709961
2013-01-22,65.97561645507812
2013-01-23,65.82010650634766
2013-01-24,66.33328247070312
2013-01-25,66.35662078857422
2013-01-28,65.82788848876953
2013-01-29,66.04561614990234
2013-01-30,65.23695373535156
2013-01-31,66.3488540649414
2013-02-01,66.551025390625
2013-02-04,65.70347595214844
2013-02-05,66.60548400878906
2013-02-06,66.56655883789062
2013-02-07,66.27886962890625
2013-02-08,67.02535247802734
2013-02-11,67.18863677978516
2013-02-12,67.50743865966797
2013-02-13,67.38299560546875
2013-02-14,67.21195983886719
2013-02-15,67.25858306884766
2013-02-19,67.60847473144531
2013-02-20,66.84647369384766
2013-02-21,66.98643493652344
2013-02-22,67.4063491821289
2013-02-25,65.64127349853516
2013-02-26,66.1156005859375
2013-02-27,66.69098663330078
2013-02-28,66.39551544189453
2013-03-01,66.61322784423828
2013-03-04,66.69878387451172
2013-03-05,67.45298767089844
2013-03-06,67.38299560546875
2013-03-07,67.3519058227539
2013-03-08,67.6318130493164
2013-03-11,67.91177368164062
2013-03-12,68.45601654052734
2013-03-13,68.8914566040039
2013-03-14,69.24915313720703
2013-03-15,68.62711334228516
2013-03-18,68.19944763183594
2013-03-19,68.2227783203125
2013-03-20,68.77484130859375
2013-03-21,68.18389892578125
2013-03-22,68.6737289428711
2013-03-25,68.7903823852539
2013-03-26,69.03276062011719
2013-03-27,69.07184600830078
2013-03-28,69.56443786621094
2013-04-01,69.35333251953125
2013-04-02,69.54878997802734
2013-04-03,68.81382751464844
2013-04-04,69.63481903076172
2013-04-05,69.57228088378906
2013-04-08,70.40107727050781
2013-04-09,70.7841796875
2013-04-10,71.10480499267578
2013-04-11,71.86319732666016
2013-04-12,71.92572784423828
2013-04-15,69.43936920166016
2013-04-16,70.26813507080078
2013-04-17,69.51753234863281
2013-04-18,69.07184600830078
2013-04-19,69.61134338378906
2013-04-22,69.79899597167969
2013-04-23,70.36978912353516
2013-04-24,70.0101318359375
2013-04-25,69.97884368896484
2013-04-26,69.541015625
2013-04-29,69.52534484863281
2013-04-30,69.6973876953125
2013-05-01,69.04059600830078
2013-05-02,69.31425476074219
2013-05-03,70.29159545898438
2013-05-06,70.9015121459961
2013-05-07,71.45662689208984
2013-05-08,72.13684844970703
2013-05-09,71.76153564453125
2013-05-10,71.62078857421875
2013-05-13,71.4800796508789
2013-05-14,72.4183349609375
2013-05-15,72.45741271972656
2013-05-16,72.01957702636719
2013-05-17,71.65989685058594
2013-05-20,71.18297576904297
2013-05-21,70.37759399414062
2013-05-22,70.01792907714844
2013-05-23,69.67390441894531
2013-05-24,70.1977767944336
2013-05-28,69.98667907714844
2013-05-29,69.68171691894531
2013-05-30,70.44798278808594
2013-05-31,70.11959075927734
2013-06-03,69.2594985961914
2013-06-04,69.4236831665039
2013-06-05,68.6887435913086
2013-06-06,69.5957260131836
2013-06-07,70.27598571777344
2013-06-10,70.54962921142578
2013-06-11,69.92412567138672
2013-06-12,69.05620574951172
2013-06-13,70.1977767944336
2013-06-14,69.23606872558594
2013-06-17,69.98667907714844
2013-06-18,70.49490356445312
2013-06-19,69.20478057861328
2013-06-20,67.61754608154297
2013-06-21,67.35951232910156
2013-06-24,67.07804870605469
2013-06-25,67.53936767578125
2013-06-26,69.27513122558594
2013-06-27,69.99449920654297
2013-06-28,69.96322631835938
2013-07-01,70.18994903564453
2013-07-02,69.57228088378906
2013-07-03,69.58790588378906
2013-07-05,70.4636001586914
2013-07-08,71.51917266845703
2013-07-09,72.23067474365234
2013-07-10,71.73811340332031
2013-07-11,72.1446762084961
2013-07-12,73.10639953613281
2013-07-15,73.28623962402344
2013-07-16,72.88745880126953
2013-07-17,73.67718505859375
2013-07-18,74.4825210571289
2013-07-19,74.47465515136719
2013-07-22,75.13497924804688
2013-07-23,73.28764343261719
2013-07-24,72.22644805908203
2013-07-25,72.65876770019531
2013-07-26,72.58016204833984
2013-07-29,72.15568542480469
2013-07-30,71.79405975341797
2013-07-31,71.83338165283203
2013-08-01,72.58016204833984
2013-08-02,72.28143310546875
2013-08-05,71.50318908691406
2013-08-06,70.82717895507812
2013-08-07,70.56776428222656
2013-08-08,70.64636993408203
2013-08-09,70.54418182373047
2013-08-12,70.6070556640625
2013-08-13,71.02369689941406
2013-08-14,71.17304992675781
2013-08-15,70.465576171875
2013-08-16,70.39482879638672
2013-08-19,69.86028289794922
2013-08-20,70.30835723876953
2013-08-21,70.24545288085938
2013-08-22,71.22022247314453
2013-08-23,71.09444427490234
2013-08-26,70.55990600585938
2013-08-27,69.53011322021484
2013-08-28,69.12921905517578
2013-08-29,69.38077545166016
2013-08-30,68.95626068115234
2013-09-03,69.39646911621094
2013-09-04,69.357177734375
2013-09-05,69.32572937011719
2013-09-06,69.32572937011719
2013-09-09,70.3554916381836
2013-09-10,70.7564468383789
2013-09-11,72.49365997314453
2013-09-12,71.57395935058594
2013-09-13,72.06133270263672
2013-09-16,72.63518524169922
2013-09-17,72.94963073730469
