Date,JCI
2010-01-04,11.86729621887207
2010-01-05,11.808403015136719
2010-01-06,11.769139289855957
2010-01-07,11.854208946228027
2010-01-08,11.893474578857422
2010-01-11,12.20103931427002
2010-01-12,12.18467903137207
2010-01-13,12.07342529296875
2010-01-14,12.197765350341797
2010-01-15,12.2828369140625
2010-01-19,12.495509147644043
2010-01-20,12.47915267944336
2010-01-21,12.345004081726074
2010-01-22,12.122506141662598
2010-01-25,12.063614845275879
2010-01-26,11.965463638305664
2010-01-27,12.008225440979004
2010-01-28,11.876628875732422
2010-01-29,11.656203269958496
2010-02-01,11.69239616394043
2010-02-02,12.004936218261719
2010-02-03,12.01480770111084
2010-02-04,11.531181335449219
2010-02-05,11.350242614746094
2010-02-08,11.169294357299805
2010-02-09,11.448935508728027
2010-02-10,11.376559257507324
2010-02-11,11.406170845031738
2010-02-12,11.353530883789062
2010-02-16,11.485127449035645
2010-02-17,11.616724014282227
2010-02-18,11.652915000915527
2010-02-19,11.715418815612793
2010-02-22,11.67265510559082
2010-02-23,11.570667266845703
2010-02-24,11.603568077087402
2010-02-25,11.745031356811523
2010-02-26,11.863469123840332
2010-03-01,12.087183952331543
2010-03-02,12.166141510009766
2010-03-03,12.090476036071777
2010-03-04,12.041129112243652
2010-03-05,12.340508460998535
2010-03-08,12.271419525146484
2010-03-09,12.396441459655762
2010-03-10,12.399724960327148
2010-03-11,12.485264778137207
2010-03-12,12.389856338500977
2010-03-15,12.291162490844727
2010-03-16,12.25497055053711
2010-03-17,12.106925010681152
2010-03-18,12.2023286819458
2010-03-19,12.103636741638184
2010-03-22,12.24510383605957
2010-03-23,12.28457260131836
2010-03-24,12.218777656555176
2010-03-25,12.097055435180664
2010-03-26,12.126668930053711
2010-03-29,12.304319381713867
2010-03-30,12.574090003967285
2010-03-31,12.583965301513672
2010-04-01,12.751748085021973
2010-04-05,12.906373023986816
2010-04-06,12.962301254272461
2010-04-07,12.903084754943848
2010-04-08,12.972175598144531
2010-04-09,13.074163436889648
2010-04-12,12.97546100616455
2010-04-13,13.011651992797852
2010-04-14,13.136672019958496
2010-04-15,13.166275978088379
2010-04-16,13.133382797241211
2010-04-19,13.097187995910645
2010-04-20,13.10705852508545
2010-04-21,13.189313888549805
2010-04-22,13.27813720703125
2010-04-23,13.33735466003418
2010-04-26,13.291299819946289
2010-04-27,13.011651992797852
2010-04-28,13.014932632446289
2010-04-29,12.880057334899902
2010-04-30,12.761611938476562
2010-05-03,12.853737831115723
2010-05-04,12.761611938476562
2010-05-05,12.659631729125977
2010-05-06,12.28786563873291
2010-05-07,12.060869216918945
2010-05-10,12.426045417785645
2010-05-11,12.6069917678833
2010-05-12,13.156411170959473
2010-05-13,12.903084754943848
2010-05-14,12.659631729125977
2010-05-17,12.605073928833008
2010-05-18,12.608379364013672
2010-05-19,12.456274032592773
2010-05-20,11.904052734375
2010-05-21,12.13882827758789
2010-05-24,12.02309513092041
2010-05-25,11.821388244628906
2010-05-26,11.768484115600586
2010-05-27,12.135522842407227
2010-05-28,11.966879844665527
2010-06-01,11.851144790649414
2010-06-02,12.046241760253906
2010-06-03,12.188431739807129
2010-06-04,11.811464309692383
2010-06-07,11.639517784118652
2010-06-08,11.573383331298828
2010-06-09,11.636214256286621
2010-06-10,12.076004028320312
2010-06-11,12.181816101074219
2010-06-14,12.181816101074219
2010-06-15,12.512478828430176
2010-06-16,12.5587797164917
2010-06-17,12.684428215026855
2010-06-18,12.833227157592773
2010-06-21,12.859688758850098
2010-06-22,12.63813591003418
2010-06-23,12.519095420837402
2010-06-24,12.145441055297852
2010-06-25,12.271097183227539
2010-06-28,12.155363082885742
2010-06-29,11.738723754882812
2010-06-30,11.64944076538086
2010-07-01,11.494025230407715
2010-07-02,11.384902954101562
2010-07-06,11.791626930236816
2010-07-07,12.201651573181152
2010-07-08,12.191736221313477
2010-07-09,12.09254264831543
2010-07-12,12.089232444763184
2010-07-13,12.33722972869873
2010-07-14,12.069385528564453
2010-07-15,12.181816101074219
2010-07-16,11.887520790100098
2010-07-19,11.814775466918945
2010-07-20,11.834613800048828
2010-07-21,11.87429428100586
2010-07-22,12.072693824768066
2010-07-23,12.274406433105469
2010-07-26,12.2975492477417
2010-07-27,12.158669471740723
2010-07-28,12.164983749389648
2010-07-29,12.294683456420898
2010-07-30,12.730337142944336
2010-08-02,12.793523788452148
2010-08-03,12.803503036499023
2010-08-04,12.763591766357422
2010-08-05,12.720359802246094
2010-08-06,12.530802726745605
2010-08-09,12.717041015625
2010-08-10,12.494222640991211
2010-08-11,12.281379699707031
2010-08-12,12.161666870117188
2010-08-13,12.131732940673828
2010-08-16,12.254776954650879
2010-08-17,12.404428482055664
2010-08-18,12.46096420288086
2010-08-19,12.218194961547852
2010-08-20,12.870015144348145
2010-08-23,12.933201789855957
2010-08-24,12.803503036499023
2010-08-25,12.770244598388672
2010-08-26,12.736990928649902
2010-08-27,12.803503036499023
2010-08-30,12.547431945800781
2010-08-31,12.397780418395996
2010-09-01,12.753615379333496
2010-09-02,12.836758613586426
2010-09-03,12.899934768676758
2010-09-07,12.91656494140625
2010-09-08,13.162657737731934
2010-09-09,13.232494354248047
2010-09-10,13.212549209594727
2010-09-13,13.119430541992188
2010-09-14,13.159337997436523
2010-09-15,12.969776153564453
2010-09-16,12.966452598571777
2010-09-17,13.109451293945312
2010-09-20,13.112778663635254
2010-09-21,13.01966381072998
2010-09-22,13.006360054016113
2010-09-23,12.733665466308594
2010-09-24,12.82012939453125
2010-09-27,12.537449836730957
2010-09-28,12.46761703491211
2010-09-29,12.351215362548828
2010-09-30,12.214868545532227
2010-10-01,12.414406776428223
2010-10-04,12.105127334594727
2010-10-05,12.520821571350098
2010-10-06,12.470942497253418
2010-10-07,12.357871055603027
2010-10-08,12.427709579467773
2010-10-11,12.401106834411621
2010-10-12,12.401106834411621
2010-10-13,12.520821571350098
2010-10-14,12.617266654968262
2010-10-15,12.630568504333496
2010-10-18,12.593990325927734
2010-10-19,12.427709579467773
2010-10-20,12.630568504333496
2010-10-21,12.780221939086914
2010-10-22,12.816801071166992
2010-10-25,12.91656494140625
2010-10-26,12.800174713134766
2010-10-27,12.696520805358887
2010-10-28,12.806859970092773
2010-10-29,12.80017375946045
2010-11-01,12.723265647888184
2010-11-02,12.974055290222168
2010-11-03,13.01083755493164
2010-11-04,13.164651870727539
2010-11-05,13.004151344299316
2010-11-08,13.077713012695312
