Date,MU
2010-11-04,8.36057186126709
2010-11-05,8.45824146270752
2010-11-08,8.048026084899902
2010-11-09,7.715948104858398
2010-11-10,7.686647415161133
2010-11-11,7.667111873626709
2010-11-12,7.540141582489014
2010-11-15,7.24713134765625
2010-11-16,7.051790237426758
2010-11-17,6.934586048126221
2010-11-18,7.120160102844238
2010-11-19,7.21782922744751
2010-11-22,7.149460792541504
2010-11-23,7.24713134765625
2010-11-24,7.569442272186279
2010-11-26,7.452239036560059
2010-11-29,7.393637180328369
2010-11-30,7.100626468658447
2010-12-01,7.21782922744751
2010-12-02,7.725715160369873
2010-12-03,7.735482692718506
2010-12-06,7.774549961090088
2010-12-07,7.735482692718506
2010-12-08,7.755016803741455
2010-12-09,7.999190807342529
2010-12-10,8.057794570922852
2010-12-13,7.950357437133789
2010-12-14,7.88198709487915
2010-12-15,7.735482692718506
2010-12-16,7.862454414367676
2010-12-17,8.018726348876953
2010-12-20,7.930821895599365
2010-12-21,7.950357437133789
2010-12-22,8.087093353271484
2010-12-23,7.755016803741455
2010-12-27,7.628044605255127
2010-12-28,7.579211235046387
2010-12-29,7.569442272186279
2010-12-30,7.715948104858398
2010-12-31,7.833152770996094
2011-01-03,8.087093353271484
2011-01-04,8.243366241455078
2011-01-05,8.341038703918457
2011-01-06,8.380104064941406
2011-01-07,8.44847583770752
2011-01-10,8.35080623626709
2011-01-11,8.51684284210205
2011-01-12,9.12239933013916
2011-01-13,9.405643463134766
2011-01-14,9.483780860900879
2011-01-18,9.434945106506348
2011-01-19,9.151701927185059
2011-01-20,9.376341819763184
2011-01-21,9.610751152038574
2011-01-24,9.815858840942383
2011-01-25,9.747488021850586
2011-01-26,9.718189239501953
2011-01-27,10.343277931213379
2011-01-28,10.12840461730957
2011-01-31,10.294441223144531
2011-02-01,10.558154106140137
2011-02-02,10.636289596557617
2011-02-03,10.6460542678833
2011-02-04,10.792561531066895
2011-02-07,11.026968955993652
2011-02-08,11.173473358154297
2011-02-09,10.997669219970703
2011-02-10,11.046504020690918
2011-02-11,11.056268692016602
2011-02-14,11.378582954406738
2011-02-15,11.398117065429688
2011-02-16,11.359046936035156
2011-02-17,11.525089263916016
2011-02-18,11.427414894104004
2011-02-22,10.665589332580566
2011-02-23,10.304208755493164
2011-02-24,10.65582275390625
2011-02-25,11.173473358154297
2011-02-28,10.870694160461426
2011-03-01,10.704656600952148
2011-03-02,10.83163070678711
2011-03-03,11.300444602966309
2011-03-04,11.368815422058105
2011-03-07,10.773025512695312
2011-03-08,10.636289596557617
2011-03-09,10.079567909240723
2011-03-10,9.698655128479004
2011-03-11,10.001431465148926
2011-03-14,10.118635177612305
2011-03-15,10.187005996704102
2011-03-16,9.825626373291016
2011-03-17,9.972128868103027
2011-03-18,9.8353910446167
2011-03-21,10.118635177612305
2011-03-22,10.108869552612305
2011-03-23,10.362811088562012
2011-03-24,11.232075691223145
2011-03-25,11.280913352966309
2011-03-28,11.280913352966309
2011-03-29,11.4860200881958
2011-03-30,11.310212135314941
2011-03-31,11.202777862548828
2011-04-01,11.036737442016602
2011-04-04,10.929299354553223
2011-04-05,10.763259887695312
2011-04-06,10.978132247924805
2011-04-07,10.880463600158691
2011-04-08,10.812095642089844
2011-04-11,10.48978328704834
2011-04-12,10.284674644470215
2011-04-13,10.372576713562012
2011-04-14,10.40187931060791
2011-04-15,10.499550819396973
2011-04-18,10.177237510681152
2011-04-19,10.274908065795898
2011-04-20,11.124639511108398
2011-04-21,11.251609802246094
2011-04-25,11.06603717803955
2011-04-26,11.33951473236084
2011-04-27,11.525089263916016
2011-04-28,11.212541580200195
2011-04-29,11.056268692016602
2011-05-02,10.978132247924805
2011-05-03,10.6460542678833
2011-05-04,10.48978328704834
2011-05-05,10.65582275390625
2011-05-06,10.616755485534668
2011-05-09,10.21630859375
2011-05-10,10.382346153259277
2011-05-11,10.167470932006836
2011-05-12,10.411645889282227
2011-05-13,10.157703399658203
2011-05-16,10.304208755493164
2011-05-17,9.708418846130371
2011-05-18,9.825626373291016
2011-05-19,9.933061599731445
2011-05-20,9.767024040222168
2011-05-23,9.483780860900879
2011-05-24,9.39587688446045
2011-05-25,9.386107444763184
2011-05-26,9.561915397644043
2011-05-27,9.786559104919434
2011-05-31,9.96236515045166
2011-06-01,9.337271690368652
2011-06-02,9.19076919555664
2011-06-03,8.946590423583984
2011-06-06,8.829391479492188
2011-06-07,8.741485595703125
2011-06-08,8.301968574523926
2011-06-09,8.292203903198242
2011-06-10,8.243366241455078
2011-06-13,8.09686279296875
2011-06-14,8.204299926757812
2011-06-15,7.88198709487915
2011-06-16,7.686647415161133
2011-06-17,7.647579669952393
2011-06-20,7.725715160369873
2011-06-21,7.950357437133789
2011-06-22,7.979657173156738
2011-06-23,8.233600616455078
2011-06-24,7.0420241355896
2011-06-27,7.1689958572387695
2011-06-28,7.178761005401611
2011-06-29,7.295966148376465
2011-06-30,7.305733680725098
2011-07-01,7.647579669952393
2011-07-05,7.5987443923950195
2011-07-06,7.383869647979736
2011-07-07,7.637811660766602
2011-07-08,7.501073360443115
2011-07-11,7.315499782562256
2011-07-12,7.1396942138671875
2011-07-13,7.315499782562256
2011-07-14,7.120160102844238
2011-07-15,7.237363815307617
2011-07-18,7.061557769775391
2011-07-19,7.344801425933838
2011-07-20,7.42293643951416
2011-07-21,7.471771717071533
2011-07-22,7.901522159576416
2011-07-25,7.706180572509766
2011-07-26,7.676880836486816
2011-07-27,7.256898403167725
2011-07-28,7.24713134765625
2011-07-29,7.198296070098877
2011-08-01,7.237363815307617
2011-08-02,6.875984191894531
2011-08-03,6.827147960662842
2011-08-04,6.2508955001831055
2011-08-05,6.162992000579834
2011-08-08,5.57697057723999
2011-08-09,6.045787334442139
2011-08-10,5.586736679077148
2011-08-11,6.221593379974365
2011-08-12,6.036020278930664
2011-08-15,6.329030513763428
2011-08-16,6.143457412719727
2011-08-17,5.9676513671875
2011-08-18,5.508601188659668
2011-08-19,5.127686500549316
2011-08-22,5.137454032897949
2011-08-23,5.528134346008301
2011-08-24,5.176522731781006
2011-08-25,5.254657745361328
2011-08-26,5.528134346008301
2011-08-29,6.00671911239624
2011-08-30,5.81137752532959
2011-08-31,5.772311210632324
2011-09-01,5.606270790100098
2011-09-02,5.37186336517334
2011-09-06,5.537902355194092
2011-09-07,5.9188151359558105
2011-09-08,6.10438871383667
2011-09-09,6.202059268951416
2011-09-12,6.534137725830078
2011-09-13,6.700178146362305
2011-09-14,7.032256603240967
2011-09-15,6.875984191894531
2011-09-16,6.866218090057373
2011-09-19,6.719711780548096
2011-09-20,6.690410137176514
2011-09-21,6.456002712249756
2011-09-22,6.2801947593688965
2011-09-23,6.495070457458496
2011-09-26,6.426700592041016
2011-09-27,6.309496879577637
2011-09-28,5.977418422698975
2011-09-29,5.733242034912109
2011-09-30,4.922579288482666
2011-10-03,4.22912073135376
2011-10-04,4.414695739746094
2011-10-05,4.834676265716553
2011-10-06,4.8444437980651855
2011-10-07,4.834676265716553
2011-10-10,5.039783954620361
2011-10-11,5.078851699829102
2011-10-12,5.078851699829102
2011-10-13,5.391395568847656
2011-10-14,5.567203521728516
2011-10-17,5.31326150894165
2011-10-18,5.6355719566345215
2011-10-19,5.401163578033447
2011-10-20,5.459765911102295
2011-10-21,5.332794666290283
2011-10-24,5.528134346008301
2011-10-25,5.362095832824707
2011-10-26,5.342560768127441
2011-10-27,5.567203521728516
2011-10-28,5.7430100440979
2011-10-31,5.459765911102295
2011-11-01,5.166754245758057
2011-11-02,5.303493499755859
2011-11-03,5.703941345214844
2011-11-04,5.752776145935059
2011-11-07,5.713707447052002
2011-11-08,5.772311210632324
2011-11-09,5.225357532501221
2011-11-10,5.059317588806152
2011-11-11,5.303493499755859
2011-11-14,5.225357532501221
2011-11-15,5.332794666290283
2011-11-16,6.582972526550293
2011-11-17,6.182525157928467
2011-11-18,6.143457412719727
2011-11-21,5.948117256164551
2011-11-22,5.957883834838867
2011-11-23,5.57697057723999
2011-11-25,5.37186336517334
2011-11-28,5.489066123962402
2011-11-29,5.508601188659668
2011-11-30,5.8504462242126465
2011-12-01,5.752776145935059
2011-12-02,5.664873123168945
2011-12-05,5.596503734588623
2011-12-06,5.518368721008301
2011-12-07,5.9188151359558105
2011-12-08,5.684407711029053
2011-12-09,5.752776145935059
2011-12-12,5.684407711029053
2011-12-13,5.479300022125244
2011-12-14,5.32302713394165
2011-12-15,5.4206976890563965
2011-12-16,5.547668933868408
2011-12-19,5.32302713394165
2011-12-20,5.655106067657471
2011-12-21,5.410930633544922
2011-12-22,6.2606611251831055
2011-12-23,6.2508955001831055
2011-12-27,6.10438871383667
2011-12-28,6.026253700256348
2011-12-29,6.123922824859619
2011-12-30,6.143457412719727
2012-01-03,6.602507591247559
2012-01-04,6.827147960662842
2012-01-05,6.993188381195068
2012-01-06,7.032256603240967
2012-01-09,7.120160102844238
2012-01-10,7.081090927124023
2012-01-11,7.051790237426758
2012-01-12,7.100626468658447
2012-01-13,7.061557769775391
2012-01-17,6.993188381195068
2012-01-18,7.471771717071533
2012-01-19,7.696413993835449
2012-01-20,7.579211235046387
2012-01-23,7.686647415161133
2012-01-24,7.764782905578613
2012-01-25,7.676880836486816
2012-01-26,7.374102592468262
2012-01-27,7.256898403167725
2012-01-30,7.383869647979736
2012-01-31,7.42293643951416
2012-02-01,7.5206074714660645
2012-02-02,7.540141582489014
2012-02-03,7.764782905578613
2012-02-06,7.5499091148376465
2012-02-07,7.696413993835449
2012-02-08,7.979657173156738
2012-02-09,7.969890594482422
2012-02-10,7.725715160369873
2012-02-13,7.667111873626709
2012-02-14,8.145696640014648
2012-02-15,8.087093353271484
2012-02-16,8.262900352478027
2012-02-17,8.233600616455078
2012-02-21,8.018726348876953
2012-02-22,7.852686882019043
2012-02-23,7.637811660766602
2012-02-24,7.764782905578613
2012-02-27,8.36057186126709
2012-02-28,8.673117637634277
2012-02-29,8.35080623626709
2012-03-01,8.50707721710205
2012-03-02,8.44847583770752
2012-03-05,8.008957862854004
2012-03-06,7.813618183135986
2012-03-07,7.901522159576416
2012-03-08,7.969890594482422
2012-03-09,8.135929107666016
2012-03-12,7.891755104064941
2012-03-13,8.292203903198242
2012-03-14,8.380104064941406
2012-03-15,8.624279975891113
2012-03-16,8.614514350891113
2012-03-19,8.428940773010254
2012-03-20,8.370339393615723
2012-03-21,8.536375045776367
2012-03-22,8.50707721710205
2012-03-23,8.204299926757812
2012-03-26,8.057794570922852
2012-03-27,8.380104064941406
2012-03-28,8.438708305358887
2012-03-29,8.223833084106445
2012-03-30,7.911289691925049
2012-04-02,7.911289691925049
2012-04-03,7.8038506507873535
2012-04-04,7.481539726257324
2012-04-05,7.413169860839844
2012-04-09,7.178761005401611
2012-04-10,6.983421325683594
2012-04-11,7.002955436706543
2012-04-12,6.983421325683594
2012-04-13,6.797848224639893
2012-04-16,6.954121112823486
2012-04-17,7.071324348449707
2012-04-18,6.905284881591797
2012-04-19,6.846683979034424
2012-04-20,6.485302448272705
2012-04-23,6.475535869598389
2012-04-24,6.358332633972168
2012-04-25,6.368099212646484
2012-04-26,6.446235179901123
2012-04-27,6.416934967041016
2012-04-30,6.436468124389648
2012-05-01,6.52437162399292
2012-05-02,6.661109924316406
2012-05-03,6.319263935089111
2012-05-04,6.397398948669434
2012-05-07,6.348564147949219
2012-05-08,6.0946221351623535
2012-05-09,6.211826324462891
2012-05-10,6.143457412719727
2012-05-11,6.211826324462891
2012-05-14,6.06532096862793
2012-05-15,5.8797478675842285
2012-05-16,6.00671911239624
2012-05-17,5.81137752532959
2012-05-18,5.498834609985352
2012-05-21,5.645339488983154
2012-05-22,5.57697057723999
2012-05-23,5.616037845611572
2012-05-24,5.606270790100098
2012-05-25,5.821145057678223
2012-05-29,5.977418422698975
2012-05-30,5.8504462242126465
2012-05-31,5.703941345214844
2012-06-01,5.32302713394165
2012-06-04,5.264425277709961
2012-06-05,5.4695329666137695
2012-06-06,5.616037845611572
2012-06-07,5.537902355194092
2012-06-08,5.7430100440979
2012-06-11,5.57697057723999
2012-06-12,5.782077789306641
2012-06-13,5.723475456237793
2012-06-14,5.625804901123047
2012-06-15,5.752776145935059
2012-06-18,5.801610469818115
2012-06-19,5.957883834838867
2012-06-20,5.977418422698975
2012-06-21,5.518368721008301
2012-06-22,5.606270790100098
2012-06-25,5.459765911102295
2012-06-26,5.498834609985352
2012-06-27,5.586736679077148
2012-06-28,5.830913066864014
2012-06-29,6.162992000579834
2012-07-02,6.397398948669434
2012-07-03,6.729478359222412
2012-07-05,6.651342868804932
2012-07-06,6.563439846038818
2012-07-09,6.3387980461120605
2012-07-10,6.016485214233398
2012-07-11,6.06532096862793
2012-07-12,5.987185478210449
2012-07-13,5.987185478210449
2012-07-16,5.860213756561279
2012-07-17,5.6355719566345215
2012-07-18,5.703941345214844
2012-07-19,5.645339488983154
2012-07-20,5.694174766540527
2012-07-23,5.489066123962402
2012-07-24,5.596503734588623
2012-07-25,5.703941345214844
2012-07-26,5.821145057678223
2012-07-27,6.13369083404541
2012-07-30,5.9676513671875
2012-07-31,6.06532096862793
2012-08-01,6.123922824859619
2012-08-02,6.016485214233398
2012-08-03,6.182525157928467
2012-08-06,6.416934967041016
2012-08-07,6.661109924316406
2012-08-08,6.729478359222412
2012-08-09,6.651342868804932
2012-08-10,6.602507591247559
2012-08-13,6.563439846038818
2012-08-14,6.397398948669434
2012-08-15,6.3387980461120605
2012-08-16,6.456002712249756
2012-08-17,6.416934967041016
2012-08-20,6.3387980461120605
2012-08-21,6.309496879577637
2012-08-22,6.172759532928467
2012-08-23,6.1141557693481445
2012-08-24,6.153224945068359
2012-08-27,6.084855556488037
2012-08-28,6.0555548667907715
2012-08-29,6.0555548667907715
2012-08-30,6.036020278930664
2012-08-31,6.06532096862793
2012-09-04,5.948117256164551
2012-09-05,6.045787334442139
2012-09-06,6.52437162399292
2012-09-07,6.2704291343688965
2012-09-10,6.2606611251831055
2012-09-11,6.211826324462891
2012-09-12,6.319263935089111
2012-09-13,6.446235179901123
2012-09-14,6.5439043045043945
2012-09-17,6.416934967041016
2012-09-18,6.329030513763428
2012-09-19,6.495070457458496
2012-09-20,6.299729347229004
2012-09-21,6.211826324462891
2012-09-24,6.1141557693481445
2012-09-25,5.9676513671875
2012-09-26,5.801610469818115
2012-09-27,5.8797478675842285
2012-09-28,5.8406805992126465
2012-10-01,5.6355719566345215
2012-10-02,5.703941345214844
2012-10-03,5.703941345214844
2012-10-04,5.7430100440979
2012-10-05,5.752776145935059
2012-10-08,5.713707447052002
2012-10-09,5.625804901123047
2012-10-10,5.625804901123047
2012-10-11,5.616037845611572
2012-10-12,5.537902355194092
2012-10-15,5.586736679077148
2012-10-16,5.645339488983154
2012-10-17,5.645339488983154
2012-10-18,5.518368721008301
2012-10-19,5.32302713394165
2012-10-22,5.31326150894165
2012-10-23,5.283958911895752
2012-10-24,5.049550533294678
2012-10-25,5.557435512542725
2012-10-26,5.342560768127441
2012-10-31,5.303493499755859
2012-11-01,5.655106067657471
2012-11-02,5.57697057723999
2012-11-05,5.703941345214844
2012-11-06,5.948117256164551
2012-11-07,5.772311210632324
2012-11-08,5.557435512542725
2012-11-09,5.489066123962402
2012-11-12,5.440231800079346
2012-11-13,5.606270790100098
2012-11-14,5.430465221405029
2012-11-15,5.342560768127441
2012-11-16,5.342560768127441
2012-11-19,5.410930633544922
2012-11-20,5.430465221405029
2012-11-21,5.391395568847656
2012-11-23,5.547668933868408
2012-11-26,5.567203521728516
2012-11-27,5.547668933868408
2012-11-28,5.6355719566345215
2012-11-29,5.772311210632324
2012-11-30,5.830913066864014
2012-12-03,5.791845321655273
2012-12-04,5.899282455444336
2012-12-05,6.036020278930664
2012-12-06,6.2606611251831055
2012-12-07,6.289962291717529
2012-12-10,6.514604568481445
2012-12-11,6.612274169921875
2012-12-12,6.5536723136901855
2012-12-13,6.5048370361328125
2012-12-14,6.690410137176514
2012-12-17,6.456002712249756
2012-12-18,6.5439043045043945
2012-12-19,6.661109924316406
2012-12-20,6.631808280944824
2012-12-21,6.172759532928467
2012-12-24,6.084855556488037
2012-12-26,6.036020278930664
2012-12-27,6.075088024139404
2012-12-28,5.987185478210449
2012-12-31,6.192292213439941
2013-01-02,6.475535869598389
2013-01-03,6.73924446105957
2013-01-04,6.797848224639893
2013-01-07,7.012721538543701
2013-01-08,7.061557769775391
2013-01-09,7.1396942138671875
2013-01-10,7.24713134765625
2013-01-11,7.364335536956787
2013-01-14,7.42293643951416
2013-01-15,7.42293643951416
2013-01-16,7.491306781768799
2013-01-17,7.628044605255127
2013-01-18,7.706180572509766
2013-01-22,7.657346725463867
2013-01-23,7.5987443923950195
2013-01-24,7.647579669952393
2013-01-25,7.686647415161133
2013-01-28,7.637811660766602
2013-01-29,7.403402805328369
2013-01-30,7.471771717071533
2013-01-31,7.383869647979736
2013-02-01,7.647579669952393
2013-02-04,7.579211235046387
2013-02-05,7.686647415161133
2013-02-06,7.764782905578613
2013-02-07,7.5499091148376465
2013-02-08,7.569442272186279
2013-02-11,7.725715160369873
2013-02-12,7.735482692718506
2013-02-13,7.764782905578613
2013-02-14,7.891755104064941
2013-02-15,7.725715160369873
2013-02-19,7.930821895599365
2013-02-20,7.696413993835449
2013-02-21,7.501073360443115
2013-02-22,7.833152770996094
2013-02-25,7.745248794555664
2013-02-26,7.774549961090088
2013-02-27,7.989424228668213
2013-02-28,8.184764862060547
2013-03-01,8.057794570922852
2013-03-04,8.204299926757812
2013-03-05,8.526609420776367
2013-03-06,8.44847583770752
2013-03-07,8.73171615600586
2013-03-08,8.985662460327148
2013-03-11,9.132165908813477
2013-03-12,9.102864265441895
2013-03-13,9.28843879699707
2013-03-14,9.464245796203613
2013-03-15,9.151701927185059
2013-03-18,8.966127395629883
2013-03-19,9.024728775024414
2013-03-20,9.093099594116211
2013-03-21,8.85869026184082
2013-03-22,9.806092262268066
2013-03-25,9.649818420410156
2013-03-26,9.688887596130371
2013-03-27,9.727953910827637
2013-03-28,9.747488021850586
2013-04-01,9.161467552185059
2013-04-02,9.083331108093262
2013-04-03,8.887991905212402
2013-04-04,9.093099594116211
2013-04-05,9.093099594116211
2013-04-08,9.171236038208008
2013-04-09,9.347041130065918
2013-04-10,9.854926109313965
2013-04-11,9.747488021850586
2013-04-12,9.776789665222168
2013-04-15,9.337271690368652
2013-04-16,9.64005184173584
2013-04-17,9.171236038208008
2013-04-18,9.014960289001465
2013-04-19,9.132165908813477
2013-04-22,9.093099594116211
2013-04-23,9.200536727905273
2013-04-24,9.200536727905273
2013-04-25,9.307973861694336
2013-04-26,9.210302352905273
2013-04-29,9.132165908813477
2013-04-30,9.200536727905273
2013-05-01,8.985662460327148
2013-05-02,9.102864265441895
2013-05-03,9.405643463134766
2013-05-06,9.532613754272461
2013-05-07,9.737723350524902
2013-05-08,10.001431465148926
2013-05-09,10.460480690002441
2013-05-10,10.567917823791504
2013-05-13,10.411645889282227
2013-05-14,10.40187931060791
2013-05-15,10.616755485534668
2013-05-16,10.802327156066895
2013-05-17,11.046504020690918
2013-05-20,10.948833465576172
2013-05-21,10.968367576599121
2013-05-22,10.665589332580566
2013-05-23,11.124639511108398
2013-05-24,11.319979667663574
2013-05-28,11.505552291870117
2013-05-29,11.554388999938965
2013-05-30,11.612992286682129
2013-05-31,11.407882690429688
2013-06-03,11.456717491149902
2013-06-04,11.437183380126953
2013-06-05,11.739961624145508
2013-06-06,12.062273979187012
2013-06-07,12.355283737182617
2013-06-10,12.648293495178223
2013-06-11,12.511554718017578
2013-06-12,12.19901180267334
2013-06-13,12.609225273132324
2013-06-14,12.462722778320312
2013-06-17,12.931539535522461
2013-06-18,13.429656028747559
2013-06-19,13.644532203674316
2013-06-20,13.22454833984375
2013-06-21,13.576160430908203
2013-06-24,13.146413803100586
2013-06-25,13.429656028747559
2013-06-26,13.849639892578125
2013-06-27,14.005910873413086
2013-06-28,13.996142387390137
2013-07-01,13.937541961669922
2013-07-02,13.976609230041504
2013-07-03,13.810569763183594
2013-07-05,13.976609230041504
2013-07-08,13.703132629394531
2013-07-09,12.833869934082031
2013-07-10,12.257614135742188
2013-07-11,12.404118537902832
2013-07-12,12.394352912902832
2013-07-15,12.765497207641602
2013-07-16,13.068275451660156
2013-07-17,13.273383140563965
2013-07-18,13.371053695678711
2013-07-19,13.410120964050293
2013-07-22,13.507792472839355
2013-07-23,13.322219848632812
2013-07-24,12.804566383361816
2013-07-25,12.980372428894043
2013-07-26,12.29668140411377
2013-07-29,12.179478645324707
2013-07-30,12.306449890136719
2013-07-31,12.931539535522461
2013-08-01,13.253849983215332
2013-08-02,13.185480117797852
2013-08-05,13.839872360229492
2013-08-06,13.810569763183594
2013-08-07,13.488258361816406
2013-08-08,13.624996185302734
2013-08-09,13.664066314697266
2013-08-12,13.507792472839355
2013-08-13,14.621232986450195
2013-08-14,14.474727630615234
2013-08-15,13.800804138183594
2013-08-16,13.683597564697266
2013-08-19,13.47848892211914
2013-08-20,13.47848892211914
2013-08-21,13.312453269958496
2013-08-22,13.537095069885254
2013-08-23,13.537095069885254
2013-08-26,13.458956718444824
2013-08-27,12.872936248779297
2013-08-28,12.931539535522461
2013-08-29,13.253849983215332
2013-08-30,13.253849983215332
2013-09-03,13.683597564697266
2013-09-04,14.406355857849121
2013-09-05,14.816575050354004
2013-09-06,14.904478073120117
2013-09-09,15.256089210510254
2013-09-10,15.881178855895996
2013-09-11,16.105817794799805
