Date,CL
2010-11-05,27.45722770690918
2010-11-08,27.439533233642578
2010-11-09,27.251916885375977
2010-11-10,27.23422622680664
2010-11-11,27.16698455810547
2010-11-12,27.106801986694336
2010-11-15,27.740398406982422
2010-11-16,27.18820571899414
2010-11-17,27.38642692565918
2010-11-18,27.68376922607422
2010-11-19,27.79703140258789
2010-11-22,27.747465133666992
2010-11-23,27.524477005004883
2010-11-24,27.598819732666016
2010-11-26,27.39350700378418
2010-11-29,27.32271957397461
2010-11-30,27.09619140625
2010-12-01,27.336872100830078
2010-12-02,27.524477005004883
2010-12-03,27.591733932495117
2010-12-06,27.51740074157715
2010-12-07,27.669607162475586
2010-12-08,27.839513778686523
2010-12-09,27.676685333251953
2010-12-10,27.68376922607422
2010-12-13,28.08729362487793
2010-12-14,28.593469619750977
2010-12-15,28.66779899597168
2010-12-16,28.735044479370117
2010-12-17,28.67132568359375
2010-12-20,28.473115921020508
2010-12-21,28.28196907043457
2010-12-22,28.643007278442383
2010-12-23,28.504968643188477
2010-12-27,28.46249771118164
2010-12-28,28.593469619750977
2010-12-29,28.48019027709961
2010-12-30,28.42356300354004
2010-12-31,28.44833755493164
2011-01-03,28.24302864074707
2011-01-04,28.20408821105957
2011-01-05,28.027114868164062
2011-01-06,27.860754013061523
2011-01-07,27.726238250732422
2011-01-10,27.57048797607422
2011-01-11,27.68376922607422
2011-01-12,27.75455665588379
2011-01-13,27.719167709350586
2011-01-14,27.719167709350586
2011-01-18,27.751028060913086
2011-01-19,27.963407516479492
2011-01-20,27.959857940673828
2011-01-21,28.152286529541016
2011-01-24,28.451623916625977
2011-01-25,28.55141258239746
2011-01-26,28.508647918701172
2011-01-27,27.578556060791016
2011-01-28,27.436004638671875
2011-01-31,27.35761070251465
2011-02-01,27.33622932434082
2011-02-02,27.101041793823242
2011-02-03,27.05826759338379
2011-02-04,27.168746948242188
2011-02-07,27.182992935180664
2011-02-08,27.99549102783203
2011-02-09,27.90996742248535
2011-02-10,27.69971466064453
2011-02-11,28.1237850189209
2011-02-14,28.155855178833008
2011-02-15,27.881454467773438
2011-02-16,27.988367080688477
2011-02-17,27.938478469848633
2011-02-18,27.94560432434082
2011-02-22,28.009748458862305
2011-02-23,27.92778968811035
2011-02-24,27.67478370666504
2011-02-25,27.838701248168945
2011-02-28,27.981243133544922
2011-03-01,27.667640686035156
2011-03-02,27.546478271484375
2011-03-03,27.82088279724121
2011-03-04,27.617761611938477
2011-03-07,27.632017135620117
2011-03-08,27.863645553588867
2011-03-09,28.152286529541016
2011-03-10,28.145166397094727
2011-03-11,28.216440200805664
2011-03-14,27.892152786254883
2011-03-15,27.535778045654297
2011-03-16,27.31841278076172
2011-03-17,27.332670211791992
2011-03-18,27.42176055908203
2011-03-21,27.94204330444336
2011-03-22,27.94916534423828
2011-03-23,27.899274826049805
2011-03-24,28.61556053161621
2011-03-25,28.562103271484375
2011-03-28,28.683263778686523
2011-03-29,28.6583194732666
2011-03-30,28.93984603881836
2011-03-31,28.779476165771484
2011-04-01,28.69394874572754
2011-04-04,28.87213706970215
2011-04-05,28.807992935180664
2011-04-06,29.05388641357422
2011-04-07,29.064565658569336
2011-04-08,28.964784622192383
2011-04-11,29.082393646240234
2011-04-12,29.413793563842773
2011-04-13,29.082393646240234
2011-04-14,29.164350509643555
2011-04-15,29.153657913208008
2011-04-18,28.989734649658203
2011-04-19,29.01468276977539
2011-04-20,28.96122932434082
2011-04-21,28.946861267089844
2011-04-25,28.677677154541016
2011-04-26,28.91097640991211
2011-04-27,29.094030380249023
2011-04-28,29.779571533203125
2011-04-29,30.274877548217773
2011-05-02,30.34666633605957
2011-05-03,30.400489807128906
2011-05-04,30.7414608001709
2011-05-05,30.472270965576172
2011-05-06,30.46510124206543
2011-05-09,30.500995635986328
2011-05-10,30.673261642456055
2011-05-11,30.533300399780273
2011-05-12,31.301376342773438
2011-05-13,31.064496994018555
2011-05-16,30.849132537841797
2011-05-17,30.963987350463867
2011-05-18,30.942462921142578
2011-05-19,31.19012451171875
2011-05-20,31.064496994018555
2011-05-23,30.89221954345703
2011-05-24,30.7235164642334
2011-05-25,30.53688621520996
2011-05-26,30.62302017211914
2011-05-27,30.766584396362305
2011-05-31,31.416240692138672
2011-06-01,31.19370460510254
2011-06-02,30.68044662475586
2011-06-03,30.188722610473633
2011-06-06,30.303585052490234
2011-06-07,30.10976219177246
2011-06-08,30.22462272644043
2011-06-09,30.544057846069336
2011-06-10,30.400489807128906
2011-06-13,30.630191802978516
2011-06-14,31.082439422607422
2011-06-15,30.780942916870117
2011-06-16,31.071664810180664
2011-06-17,31.541858673095703
2011-06-20,31.983327865600586
2011-06-21,31.915130615234375
2011-06-22,31.416240692138672
2011-06-23,30.942462921142578
2011-06-24,30.673261642456055
2011-06-27,30.655323028564453
2011-06-28,30.802490234375
2011-06-29,31.1326904296875
2011-06-30,31.373172760009766
2011-07-01,31.753625869750977
2011-07-05,31.577743530273438
2011-07-06,31.735675811767578
2011-07-07,31.86488914489746
2011-07-08,31.735675811767578
2011-07-11,31.69260597229004
2011-07-12,31.566978454589844
2011-07-13,31.549030303955078
2011-07-14,31.254718780517578
2011-07-15,31.94744110107422
2011-07-18,31.581361770629883
2011-07-19,31.771562576293945
2011-07-20,31.785938262939453
2011-07-21,31.943832397460938
2011-07-22,31.65483856201172
2011-07-25,31.351362228393555
2011-07-26,31.391098022460938
2011-07-27,30.885324478149414
2011-07-28,30.664939880371094
2011-07-29,30.484296798706055
2011-08-01,30.354236602783203
2011-08-02,30.62881851196289
2011-08-03,30.462631225585938
2011-08-04,29.83401107788086
2011-08-05,30.401208877563477
2011-08-08,29.913482666015625
2011-08-09,30.094127655029297
2011-08-10,28.966951370239258
2011-08-11,30.408432006835938
2011-08-12,30.831117630004883
2011-08-15,31.16348648071289
2011-08-16,31.1490478515625
2011-08-17,31.181556701660156
2011-08-18,30.722732543945312
2011-08-19,30.704679489135742
2011-08-22,30.780546188354492
2011-08-23,31.4344425201416
2011-08-24,31.539215087890625
2011-08-25,31.376649856567383
2011-08-26,31.734302520751953
2011-08-29,32.43156433105469
2011-08-30,32.74588394165039
2011-08-31,32.50382995605469
2011-09-01,32.4785270690918
2011-09-02,31.97997283935547
2011-09-06,32.149776458740234
2011-09-07,33.16857147216797
2011-09-08,32.68083953857422
2011-09-09,32.13893127441406
2011-09-12,31.690954208374023
2011-09-13,32.31956481933594
2011-09-14,33.0168342590332
2011-09-15,33.341983795166016
2011-09-16,33.829689025878906
2011-09-19,33.7140998840332
2011-09-20,33.94529342651367
2011-09-21,32.511051177978516
2011-09-22,31.57896614074707
2011-09-23,32.124481201171875
2011-09-26,32.83619689941406
2011-09-27,32.901214599609375
2011-09-28,32.05584716796875
2011-09-29,32.34847640991211
2011-09-30,32.03776550292969
2011-10-03,31.900493621826172
2011-10-04,31.943851470947266
2011-10-05,32.334022521972656
2011-10-06,32.583309173583984
2011-10-07,32.66276931762695
2011-10-10,33.143272399902344
2011-10-11,32.64111328125
2011-10-12,32.955413818359375
2011-10-13,32.91567611694336
2011-10-14,33.36004638671875
2011-10-17,32.854248046875
2011-10-18,33.36004638671875
2011-10-19,33.3022346496582
2011-10-20,33.09994125366211
2011-10-21,34.14701843261719
2011-10-24,33.17264175415039
2011-10-25,32.714534759521484
2011-10-26,32.91813278198242
2011-10-27,33.20536804199219
2011-10-28,33.16536331176758
2011-10-31,32.85633087158203
2011-11-01,32.02737808227539
2011-11-02,31.97284698486328
2011-11-03,32.1837158203125
2011-11-04,32.01645278930664
2011-11-07,32.158267974853516
2011-11-08,32.51821517944336
2011-11-09,31.794692993164062
2011-11-10,32.045570373535156
2011-11-11,32.420040130615234
2011-11-14,32.23097229003906
2011-11-15,32.281883239746094
2011-11-16,32.22734069824219
2011-11-17,32.00920486450195
2011-11-18,32.2164421081543
2011-11-21,31.79104232788086
2011-11-22,32.06736755371094
2011-11-23,31.442014694213867
2011-11-25,31.532915115356445
2011-11-28,32.09644317626953
2011-11-29,32.612735748291016
2011-11-30,33.26716995239258
2011-12-01,32.76179122924805
2011-12-02,32.79088592529297
2011-12-05,32.8745002746582
2011-12-06,32.91813278198242
2011-12-07,33.1580810546875
2011-12-08,32.92176818847656
2011-12-09,32.88905715942383
2011-12-12,32.79814529418945
2011-12-13,32.60909652709961
2011-12-14,32.46731185913086
2011-12-15,32.93269348144531
2011-12-16,32.68180465698242
2011-12-19,32.68907928466797
2011-12-20,33.28535079956055
2011-12-21,33.801612854003906
2011-12-22,33.59803009033203
2011-12-23,33.845237731933594
2011-12-27,33.936153411865234
2011-12-28,33.71436309814453
2011-12-29,33.89254379272461
2011-12-30,33.59074783325195
2012-01-03,33.114463806152344
2012-01-04,32.9399528503418
2012-01-05,32.772701263427734
2012-01-06,32.64910125732422
2012-01-09,32.641815185546875
2012-01-10,32.521827697753906
2012-01-11,32.180084228515625
2012-01-12,32.194618225097656
2012-01-13,32.1837158203125
2012-01-17,32.6236457824707
2012-01-18,32.834495544433594
2012-01-19,32.710899353027344
2012-01-20,32.56817626953125
2012-01-23,32.33763885498047
2012-01-24,32.29372787475586
2012-01-25,32.72920608520508
2012-01-26,33.42812728881836
2012-01-27,33.08049011230469
2012-01-30,32.75481033325195
2012-01-31,33.19758605957031
2012-02-01,33.347625732421875
2012-02-02,33.25979995727539
2012-02-03,33.49764633178711
2012-02-06,33.387882232666016
2012-02-07,33.49764633178711
2012-02-08,33.47203063964844
2012-02-09,33.57815933227539
2012-02-10,33.36225891113281
2012-02-13,33.53425979614258
2012-02-14,33.629390716552734
2012-02-15,33.72454071044922
2012-02-16,34.14901351928711
2012-02-17,34.12339782714844
2012-02-21,34.16731262207031
2012-02-22,34.083160400390625
2012-02-23,34.152679443359375
2012-02-24,34.14170455932617
2012-02-27,33.80870056152344
2012-02-28,34.020931243896484
2012-02-29,34.09779357910156
2012-03-01,33.97703170776367
2012-03-02,34.10511779785156
2012-03-05,34.15999221801758
2012-03-06,34.156349182128906
2012-03-07,33.96971893310547
2012-03-08,34.375892639160156
2012-03-09,34.39054870605469
2012-03-12,34.573509216308594
2012-03-13,34.847957611083984
2012-03-14,34.81868362426758
2012-03-15,34.917484283447266
2012-03-16,34.686954498291016
2012-03-19,34.89918518066406
2012-03-20,35.00164031982422
2012-03-21,35.19194412231445
2012-03-22,35.232181549072266
2012-03-23,35.107765197753906
2012-03-26,35.42613220214844
2012-03-27,35.389549255371094
2012-03-28,35.14801788330078
2012-03-29,35.38222885131836
2012-03-30,35.781089782714844
2012-04-02,36.02260971069336
2012-04-03,35.94575500488281
2012-04-04,35.80671310424805
2012-04-05,35.9201545715332
2012-04-09,35.51029586791992
2012-04-10,35.19194412231445
2012-04-11,35.327335357666016
2012-04-12,35.656673431396484
2012-04-13,35.5724983215332
2012-04-16,35.7408332824707
2012-04-17,36.07749938964844
2012-04-18,36.04456329345703
2012-04-19,35.92747497558594
2012-04-20,36.413570404052734
2012-04-23,35.98638916015625
2012-04-24,36.24784851074219
2012-04-25,36.67135238647461
2012-04-26,36.63083267211914
2012-04-27,36.229434967041016
2012-04-30,36.435672760009766
2012-05-01,36.49458694458008
2012-05-02,36.95491027832031
2012-05-03,36.82234191894531
2012-05-04,36.5056266784668
2012-05-07,36.67872619628906
2012-05-08,36.5240478515625
2012-05-09,36.48723220825195
2012-05-10,36.69711685180664
2012-05-11,36.57191848754883
2012-05-14,36.46144104003906
2012-05-15,37.20901870727539
2012-05-16,37.312110900878906
2012-05-17,36.756046295166016
2012-05-18,36.38043212890625
2012-05-21,36.44302749633789
2012-05-22,36.52771759033203
2012-05-23,36.233116149902344
2012-05-24,36.5056266784668
2012-05-25,36.38412094116211
2012-05-29,36.59033203125
2012-05-30,36.39515686035156
2012-05-31,36.19996643066406
2012-06-01,35.52975845336914
2012-06-04,35.78384780883789
2012-06-05,35.813316345214844
2012-06-06,36.21101760864258
2012-06-07,36.365692138671875
2012-06-08,36.88862228393555
2012-06-11,36.82234191894531
2012-06-12,36.84443664550781
2012-06-13,36.903358459472656
2012-06-14,37.312110900878906
2012-06-15,37.38945007324219
2012-06-18,37.44101333618164
2012-06-19,37.30475616455078
2012-06-20,37.09485626220703
2012-06-21,36.62347412109375
2012-06-22,36.78920364379883
2012-06-25,36.57560729980469
2012-06-26,36.86282730102539
2012-06-27,37.37839889526367
2012-06-28,37.55885314941406
2012-06-29,38.33588790893555
2012-07-02,38.19594955444336
2012-07-03,38.52370071411133
2012-07-05,38.538429260253906
2012-07-06,38.40584945678711
2012-07-09,38.394813537597656
2012-07-10,38.26222229003906
2012-07-11,38.236454010009766
2012-07-12,38.15543746948242
2012-07-13,38.83671951293945
2012-07-16,38.43532943725586
2012-07-17,38.72624969482422
2012-07-18,38.77043533325195
2012-07-19,38.8956298828125
2012-07-20,38.488155364990234
2012-07-23,38.07698440551758
2012-07-24,37.821372985839844
2012-07-25,37.8769416809082
2012-07-26,39.406837463378906
2012-07-27,39.6994743347168
2012-07-30,39.81061553955078
2012-07-31,39.76985549926758
2012-08-01,39.48833084106445
2012-08-02,39.03269577026367
2012-08-03,39.43647384643555
2012-08-06,39.395729064941406
2012-08-07,38.851200103759766
2012-08-08,38.99564743041992
2012-08-09,38.87712478637695
2012-08-10,39.03269577026367
2012-08-13,39.0993766784668
2012-08-14,39.05122375488281
2012-08-15,39.08085632324219
2012-08-16,39.2031135559082
2012-08-17,39.3327522277832
2012-08-20,39.2475471496582
2012-08-21,39.15494918823242
2012-08-22,39.03269577026367
2012-08-23,38.788204193115234
2012-08-24,39.18087387084961
2012-08-27,39.19198226928711
2012-08-28,39.395729064941406
2012-08-29,39.42536163330078
2012-08-30,39.195701599121094
2012-08-31,39.38090515136719
2012-09-04,39.71799850463867
2012-09-05,39.45128631591797
2012-09-06,39.81802749633789
2012-09-07,39.377197265625
2012-09-10,38.41407012939453
2012-09-11,38.08808898925781
2012-09-12,38.013999938964844
2012-09-13,38.72522735595703
2012-09-14,38.43259811401367
2012-09-17,38.951210021972656
2012-09-18,39.26979064941406
2012-09-19,39.2253303527832
2012-09-20,39.558719635009766
2012-09-21,39.46240997314453
2012-09-24,39.614288330078125
2012-09-25,39.50685501098633
2012-09-26,39.54390335083008
2012-09-27,39.766151428222656
2012-09-28,39.71799850463867
2012-10-01,40.00323486328125
2012-10-02,39.977294921875
2012-10-03,40.01805877685547
2012-10-04,40.17735290527344
2012-10-05,40.173641204833984
2012-10-08,40.18845748901367
2012-10-09,39.795799255371094
2012-10-10,39.89211654663086
2012-10-11,40.01805877685547
2012-10-12,39.9661979675293
2012-10-15,40.17735290527344
2012-10-16,40.22549819946289
2012-10-17,40.958961486816406
2012-10-18,40.97748565673828
2012-10-19,40.13558578491211
2012-10-22,40.11695098876953
2012-10-23,39.684837341308594
2012-10-24,39.69599533081055
2012-10-25,38.965858459472656
2012-10-26,38.693912506103516
2012-10-31,39.09996795654297
2012-11-01,39.438961029052734
2012-11-02,39.09996795654297
2012-11-05,39.200557708740234
2012-11-06,39.353275299072266
2012-11-07,39.10369873046875
2012-11-08,38.76842498779297
2012-11-09,38.693912506103516
2012-11-12,38.857826232910156
2012-11-13,38.84666061401367
2012-11-14,38.567264556884766
2012-11-15,38.65665054321289
2012-11-16,39.170753479003906
2012-11-19,39.8264045715332
2012-11-20,39.8264045715332
2012-11-21,39.7854118347168
2012-11-23,40.23242950439453
2012-11-26,40.18029022216797
2012-11-27,40.098323822021484
2012-11-28,40.143043518066406
2012-11-29,40.23615264892578
2012-11-30,40.4187126159668
2012-12-03,40.265960693359375
2012-12-04,40.07597732543945
2012-12-05,39.938140869140625
2012-12-06,39.72953796386719
2012-12-07,40.37026596069336
2012-12-10,39.78168487548828
2012-12-11,40.18772888183594
2012-12-12,39.85619354248047
2012-12-13,39.546993255615234
2012-12-14,39.42778778076172
2012-12-17,39.565616607666016
2012-12-18,39.95677185058594
2012-12-19,39.498573303222656
2012-12-20,39.409156799316406
2012-12-21,39.1521110534668
2012-12-24,39.13349533081055
2012-12-26,39.00681686401367
2012-12-27,39.21544647216797
2012-12-28,38.757240295410156
2012-12-31,38.943511962890625
2013-01-02,39.60287094116211
2013-01-03,39.733272552490234
2013-01-04,40.19517135620117
2013-01-07,39.51719665527344
2013-01-08,39.60659408569336
2013-01-09,39.53582000732422
2013-01-10,40.00520324707031
2013-01-11,39.893455505371094
2013-01-14,40.20636749267578
2013-01-15,40.13558578491211
2013-01-16,40.16911315917969
2013-01-17,40.58260726928711
2013-01-18,40.60867691040039
2013-01-22,40.63491439819336
2013-01-23,40.76603698730469
2013-01-24,41.12570571899414
2013-01-25,41.26806640625
2013-01-28,41.26806640625
2013-01-29,41.55281448364258
2013-01-30,41.53032684326172
2013-01-31,40.22653579711914
2013-02-01,41.15192413330078
2013-02-04,40.73606491088867
2013-02-05,41.00957107543945
2013-02-06,41.14068603515625
2013-02-07,41.283058166503906
2013-02-08,40.646148681640625
2013-02-11,40.57121658325195
2013-02-12,40.48130416870117
2013-02-13,40.42509841918945
2013-02-14,40.586212158203125
2013-02-15,41.219364166259766
2013-02-19,41.92745590209961
2013-02-20,42.002403259277344
2013-02-21,42.369564056396484
2013-02-22,42.69925308227539
2013-02-25,42.714237213134766
2013-02-26,42.67677688598633
2013-02-27,42.88283157348633
2013-02-28,42.87158966064453
2013-03-01,42.75169372558594
2013-03-04,43.025211334228516
2013-03-05,43.351139068603516
2013-03-06,43.21625518798828
2013-03-07,43.2387580871582
2013-03-08,43.36239242553711
2013-03-11,43.324928283691406
2013-03-12,43.10761642456055
2013-03-13,43.04768371582031
2013-03-14,42.65055847167969
2013-03-15,41.99116516113281
2013-03-18,42.05858612060547
2013-03-19,42.163490295410156
2013-03-20,42.93528747558594
2013-03-21,42.601837158203125
2013-03-22,42.864105224609375
2013-03-25,42.860347747802734
2013-03-26,43.9543342590332
2013-03-27,43.72953796386719
2013-03-28,44.22034454345703
2013-04-01,44.100460052490234
2013-04-02,44.54628372192383
2013-04-03,43.95059585571289
2013-04-04,43.864418029785156
2013-04-05,43.72953796386719
2013-04-08,44.104209899902344
2013-04-09,43.92811965942383
2013-04-10,44.31025314331055
2013-04-11,44.5238037109375
2013-04-12,44.347721099853516
2013-04-15,43.785743713378906
2013-04-16,44.707401275634766
2013-04-17,44.15290832519531
2013-04-18,44.42265701293945
2013-04-19,45.11222457885742
2013-04-22,45.37223434448242
2013-04-23,45.75657653808594
2013-04-24,44.426429748535156
2013-04-25,44.999183654785156
2013-04-26,44.837154388427734
2013-04-29,44.98035430908203
2013-04-30,44.99541091918945
2013-05-01,44.89366912841797
2013-05-02,45.49280548095703
2013-05-03,45.65108108520508
2013-05-06,45.29310607910156
2013-05-07,45.34207534790039
2013-05-08,45.41368103027344
2013-05-09,45.28933334350586
2013-05-10,45.48904037475586
2013-05-13,45.56064224243164
2013-05-14,46.48006057739258
2013-05-15,46.932247161865234
2013-05-16,47.01136779785156
2013-05-17,46.75513458251953
2013-05-20,46.385860443115234
2013-05-21,46.408470153808594
2013-05-22,46.28034973144531
2013-05-23,45.948753356933594
2013-05-24,46.09947204589844
2013-05-28,46.44614791870117
2013-05-29,44.90119934082031
2013-05-30,44.93888854980469
2013-05-31,43.58989334106445
2013-06-03,44.16265106201172
2013-06-04,44.36613082885742
2013-06-05,43.63511657714844
2013-06-06,43.74063491821289
2013-06-07,44.539466857910156
2013-06-10,44.32844543457031
2013-06-11,44.1777229309082
2013-06-12,43.8310546875
2013-06-13,44.05714797973633
2013-06-14,44.32844543457031
2013-06-17,44.94643020629883
2013-06-18,44.99164581298828
2013-06-19,43.710472106933594
2013-06-20,42.1052360534668
2013-06-21,42.813663482666016
2013-06-24,42.31626510620117
2013-06-25,42.3690185546875
2013-06-26,42.95685958862305
2013-06-27,43.250762939453125
2013-06-28,43.17538833618164
2013-07-01,43.672786712646484
2013-07-02,43.49946594238281
2013-07-03,43.57482147216797
2013-07-05,43.60496520996094
2013-07-08,44.147579193115234
2013-07-09,44.44902801513672
2013-07-10,44.1777229309082
2013-07-11,44.426429748535156
2013-07-12,44.569602966308594
2013-07-15,44.32844543457031
2013-07-16,44.072227478027344
2013-07-17,43.981773376464844
2013-07-18,44.31338119506836
2013-07-19,44.63174819946289
2013-07-22,44.457401275634766
2013-07-23,44.275474548339844
2013-07-24,44.32096481323242
2013-07-25,45.19268035888672
2013-07-26,45.67021560668945
2013-07-29,45.54137420654297
2013-07-30,45.662635803222656
2013-07-31,45.382179260253906
2013-08-01,45.90520477294922
2013-08-02,45.8824462890625
2013-08-05,46.223567962646484
2013-08-06,46.23115539550781
2013-08-07,46.19324493408203
2013-08-08,46.170509338378906
2013-08-09,45.99617385864258
2013-08-12,46.20840835571289
2013-08-13,46.29935836791992
2013-08-14,45.98858642578125
2013-08-15,45.336700439453125
2013-08-16,45.078975677490234
2013-08-19,44.8364143371582
2013-08-20,44.79091262817383
2013-08-21,44.35127639770508
2013-08-22,44.30579376220703
2013-08-23,44.74544906616211
2013-08-26,44.1314582824707
2013-08-27,43.691795349121094
2013-08-28,43.41134262084961
2013-08-29,43.39618682861328
2013-08-30,43.79034423828125
2013-09-03,43.54779815673828
2013-09-04,43.81309127807617
2013-09-05,43.60842514038086
2013-09-06,43.96468734741211
2013-09-09,44.396759033203125
2013-09-10,44.41193389892578
2013-09-11,44.91219711303711
2013-09-12,44.9349479675293
2013-09-13,45.048648834228516
2013-09-16,45.495872497558594
