Date,WY
2010-11-04,10.024300575256348
2010-11-05,10.319134712219238
2010-11-08,10.496031761169434
2010-11-09,10.218893051147461
2010-11-10,10.395787239074707
2010-11-11,10.466552734375
2010-11-12,10.28964900970459
2010-11-15,10.366308212280273
2010-11-16,9.971232414245605
2010-11-17,10.083269119262695
2010-11-18,10.183512687683105
2010-11-19,10.130439758300781
2010-11-22,10.118646621704102
2010-11-23,10.000714302062988
2010-11-24,10.195303916931152
2010-11-26,10.041988372802734
2010-11-29,9.92405891418457
2010-11-30,9.841504096984863
2010-12-01,10.053786277770996
2010-12-02,10.342719078063965
2010-12-03,10.437068939208984
2010-12-06,10.437068939208984
2010-12-07,10.519619941711426
2010-12-08,10.189407348632812
2010-12-09,10.425271987915039
2010-12-10,10.47244930267334
2010-12-13,10.555001258850098
2010-12-14,10.566794395446777
2010-12-15,10.48423957824707
2010-12-16,10.608068466186523
2010-12-17,10.70831298828125
2010-12-20,10.897004127502441
2010-12-21,10.855728149414062
2010-12-22,10.873420715332031
2010-12-23,10.944181442260742
2010-12-27,11.032626152038574
2010-12-28,11.109282493591309
2010-12-29,11.203634262084961
2010-12-30,11.174151420593262
2010-12-31,11.162351608276367
2011-01-03,11.651777267456055
2011-01-04,11.527946472167969
2011-01-05,11.887640953063965
2011-01-06,11.805092811584473
2011-01-07,12.129401206970215
2011-01-10,12.26502799987793
2011-01-11,12.459613800048828
2011-01-12,12.70727252960205
2011-01-13,12.583451271057129
2011-01-14,12.754451751708984
2011-01-18,12.807520866394043
2011-01-19,12.565760612487793
2011-01-20,12.736760139465332
2011-01-21,13.261558532714844
2011-01-24,13.432564735412598
2011-01-25,13.562291145324707
2011-01-26,13.462045669555664
2011-01-27,13.568190574645996
2011-01-28,13.367698669433594
2011-01-31,13.668426513671875
2011-02-01,14.087091445922852
2011-02-02,13.89840316772461
2011-02-03,13.904293060302734
2011-02-04,14.328858375549316
2011-02-07,13.921987533569336
2011-02-08,14.33475399017334
2011-02-09,14.340641021728516
2011-02-10,14.582414627075195
2011-02-11,14.859560012817383
2011-02-14,14.641373634338379
2011-02-15,14.747519493103027
2011-02-16,14.794687271118164
2011-02-17,14.83597183227539
2011-02-18,14.83597183227539
2011-02-22,14.175539016723633
2011-02-23,13.89840316772461
2011-02-24,14.122468948364258
2011-02-25,14.359824180603027
2011-02-28,14.484435081481934
2011-03-01,13.861382484436035
2011-03-02,13.968186378479004
2011-03-03,14.306415557861328
2011-03-04,13.98599624633789
2011-03-07,13.84952163696289
2011-03-08,13.873250961303711
2011-03-09,14.003795623779297
2011-03-10,13.618097305297852
2011-03-11,14.466629028320312
2011-03-14,14.709915161132812
2011-03-15,14.656513214111328
2011-03-16,14.22928524017334
2011-03-17,14.4310302734375
2011-03-18,14.472562789916992
2011-03-21,14.870131492614746
2011-03-22,14.531896591186523
2011-03-23,14.537835121154785
2011-03-24,14.436967849731445
2011-03-25,14.37169075012207
2011-03-28,14.49036979675293
2011-03-29,14.614977836608887
2011-03-30,14.609046936035156
2011-03-31,14.597172737121582
2011-04-01,14.917600631713867
2011-04-04,14.810794830322266
2011-04-05,14.620917320251465
2011-04-06,14.312353134155273
2011-04-07,14.300484657287598
2011-04-08,14.009727478027344
2011-04-11,13.707106590270996
2011-04-12,13.386678695678711
2011-04-13,13.309539794921875
2011-04-14,13.345145225524902
2011-04-15,13.463817596435547
2011-04-18,13.042518615722656
2011-04-19,13.19680118560791
2011-04-20,13.422279357910156
2011-04-21,13.428218841552734
2011-04-25,13.404479026794434
2011-04-26,13.754581451416016
2011-04-27,14.057199478149414
2011-04-28,14.235213279724121
2011-04-29,13.653698921203613
2011-05-02,13.410414695739746
2011-05-03,13.351078033447266
2011-05-04,13.12559986114502
2011-05-05,13.113724708557129
2011-05-06,13.107783317565918
2011-05-09,13.250202178955078
2011-05-10,13.39854907989502
2011-05-11,13.159610748291016
2011-05-12,13.153630256652832
2011-05-13,13.087929725646973
2011-05-16,13.219343185424805
2011-05-17,12.843009948730469
2011-05-18,13.267131805419922
2011-05-19,13.040141105651855
2011-05-20,12.998321533203125
2011-05-23,12.75340747833252
2011-05-24,12.860931396484375
2011-05-25,13.022218704223633
2011-05-26,13.183499336242676
2011-05-27,12.466679573059082
2011-05-31,12.866912841796875
2011-06-01,12.377081871032715
2011-06-02,12.436816215515137
2011-06-03,12.406946182250977
2011-06-06,12.245662689208984
2011-06-07,12.860931396484375
2011-06-08,12.616019248962402
2011-06-09,12.568229675292969
2011-06-10,12.185925483703613
2011-06-13,12.000749588012695
2011-06-14,12.30539608001709
2011-06-15,11.952959060668945
2011-06-16,12.090350151062012
2011-06-17,12.144113540649414
2011-06-20,12.1500883102417
2011-06-21,12.627968788146973
2011-06-22,12.556286811828613
2011-06-23,12.442789077758789
2011-06-24,12.144113540649414
2011-06-27,12.323320388793945
2011-06-28,12.484604835510254
2011-06-29,12.67575454711914
2011-06-30,13.05805492401123
2011-07-01,13.314919471740723
2011-07-05,13.231291770935059
2011-07-06,13.255183219909668
2011-07-07,13.482181549072266
2011-07-08,13.201421737670898
2011-07-11,12.974431037902832
2011-07-12,13.075977325439453
2011-07-13,13.141688346862793
2011-07-14,12.878852844238281
2011-07-15,12.932618141174316
2011-07-18,12.771334648132324
2011-07-19,13.291023254394531
2011-07-20,13.01624584197998
2011-07-21,13.165582656860352
2011-07-22,13.249204635620117
2011-07-25,12.711591720581055
2011-07-26,12.329293251037598
2011-07-27,12.006720542907715
2011-07-28,11.97685432434082
2011-07-29,11.941011428833008
2011-08-01,11.654287338256836
2011-08-02,11.260038375854492
2011-08-03,11.325746536254883
2011-08-04,10.80605411529541
2011-08-05,10.674633026123047
2011-08-08,9.898082733154297
2011-08-09,10.220648765563965
2011-08-10,9.677063941955566
2011-08-11,10.02352237701416
2011-08-12,10.053388595581055
2011-08-15,10.286354064941406
2011-08-16,10.196756362915039
2011-08-17,10.21467399597168
2011-08-18,9.647192001342773
2011-08-19,9.378387451171875
2011-08-22,9.366443634033203
2011-08-23,9.659139633178711
2011-08-24,9.88613224029541
2011-08-25,9.70095443725586
2011-08-26,10.154940605163574
2011-08-29,10.447643280029297
2011-08-30,10.634418487548828
2011-08-31,10.863380432128906
2011-09-01,10.664548873901367
2011-09-02,10.309062957763672
2011-09-06,10.20060920715332
2011-09-07,10.60429573059082
2011-09-08,10.423539161682129
2011-09-09,10.158432960510254
2011-09-12,10.080102920532227
2011-09-13,10.158432960510254
2011-09-14,10.435587882995605
2011-09-15,10.556093215942383
2011-09-16,10.724799156188965
2011-09-19,10.550066947937012
2011-09-20,10.550066947937012
2011-09-21,10.182534217834473
2011-09-22,9.604119300842285
2011-09-23,9.610142707824707
2011-09-26,9.718596458435059
2011-09-27,9.953579902648926
2011-09-28,9.610142707824707
2011-09-29,9.694493293762207
2011-09-30,9.369133949279785
2011-10-03,9.18838119506836
2011-10-04,9.628218650817871
2011-10-05,9.519763946533203
2011-10-06,9.923450469970703
2011-10-07,9.658344268798828
2011-10-10,10.2186861038208
2011-10-11,10.11625862121582
2011-10-12,10.21265983581543
2011-10-13,10.062029838562012
2011-10-14,10.357264518737793
2011-10-17,9.905375480651855
2011-10-18,10.152406692504883
2011-10-19,9.98370361328125
2011-10-20,9.893325805664062
2011-10-21,10.297012329101562
2011-10-24,10.568147659301758
2011-10-25,10.194583892822266
2011-10-26,10.297012329101562
2011-10-27,10.809152603149414
2011-10-28,11.026056289672852
2011-10-31,10.833250045776367
2011-11-01,10.321111679077148
2011-11-02,10.393414497375488
2011-11-03,10.568147659301758
2011-11-04,10.42956829071045
2011-11-07,10.381363868713379
2011-11-08,10.63664436340332
2011-11-09,10.004521369934082
2011-11-10,10.004521369934082
2011-11-11,10.26588249206543
2011-11-14,10.004521369934082
2011-11-15,10.095697402954102
2011-11-16,9.99844741821289
2011-11-17,9.846494674682617
2011-11-18,9.974130630493164
2011-11-21,9.664151191711426
2011-11-22,9.572979927062988
2011-11-23,9.414948463439941
2011-11-25,9.408869743347168
2011-11-28,9.59121322631836
2011-11-29,9.676307678222656
2011-11-30,10.205099105834961
2011-12-01,10.1807861328125
2011-12-02,10.192944526672363
2011-12-05,10.369208335876465
2011-12-06,10.381363868713379
2011-12-07,10.490772247314453
2011-12-08,10.217259407043457
2011-12-09,10.472536087036133
2011-12-12,10.162552833557129
2011-12-13,10.004521369934082
2011-12-14,9.98021125793457
2011-12-15,10.10177230834961
2011-12-16,10.150395393371582
2011-12-19,9.901196479797363
2011-12-20,10.527236938476562
2011-12-21,10.891921997070312
2011-12-22,11.12288761138916
2011-12-23,11.04387378692627
2011-12-27,11.1593599319458
2011-12-28,11.232293128967285
2011-12-29,11.475419998168945
2011-12-30,11.347779273986816
2012-01-03,11.609136581420898
2012-01-04,11.481498718261719
2012-01-05,11.414641380310059
2012-01-06,11.560515403747559
2012-01-09,11.420720100402832
2012-01-10,11.675997734069824
2012-01-11,11.985980987548828
2012-01-12,12.071074485778809
2012-01-13,12.28988265991211
2012-01-17,12.320271492004395
2012-01-18,12.496537208557129
2012-01-19,12.770049095153809
2012-01-20,12.55124282836914
2012-01-23,12.295958518981934
2012-01-24,12.119698524475098
2012-01-25,12.3263521194458
2012-01-26,12.53300666809082
2012-01-27,12.441832542419434
2012-01-30,12.338506698608398
2012-01-31,12.16832160949707
2012-02-01,12.204787254333496
2012-02-02,12.24125862121582
2012-02-03,12.946310997009277
2012-02-06,12.581626892089844
2012-02-07,12.387129783630371
2012-02-08,12.496537208557129
2012-02-09,12.37497329711914
2012-02-10,12.16832160949707
2012-02-13,12.490461349487305
2012-02-14,12.14400863647461
2012-02-15,12.071074485778809
2012-02-16,12.502617835998535
2012-02-17,12.55124282836914
2012-02-21,12.605942726135254
2012-02-22,12.587703704833984
2012-02-23,12.697115898132324
2012-02-24,12.80044174194336
2012-02-27,12.96454906463623
2012-02-28,12.854371070861816
2012-02-29,12.787035942077637
2012-03-01,13.031880378723145
2012-03-02,12.95230484008789
2012-03-05,12.989030838012695
2012-03-06,12.591160774230957
2012-03-07,12.695222854614258
2012-03-08,12.86048698425293
2012-03-09,13.148180961608887
2012-03-12,13.099210739135742
2012-03-13,13.509330749511719
2012-03-14,13.380782127380371
2012-03-15,13.570544242858887
2012-03-16,13.472604751586914
2012-03-19,13.637876510620117
2012-03-20,13.637876510620117
2012-03-21,13.56441879272461
2012-03-22,13.350176811218262
2012-03-23,13.3869047164917
2012-03-26,13.411392211914062
2012-03-27,13.497085571289062
2012-03-28,13.47872543334961
2012-03-29,13.399147033691406
2012-03-30,13.417515754699707
2012-04-02,13.56441879272461
2012-04-03,13.374665260314941
2012-04-04,13.221633911132812
2012-04-05,13.166546821594238
2012-04-09,12.878852844238281
2012-04-10,12.468738555908203
2012-04-11,12.560555458068848
2012-04-12,12.897217750549316
2012-04-13,12.695222854614258
2012-04-16,12.670734405517578
2012-04-17,12.927817344665527
2012-04-18,12.713584899902344
2012-04-19,12.701342582702637
2012-04-20,12.842130661010742
2012-04-23,12.254493713378906
2012-04-24,12.560555458068848
2012-04-25,12.695222854614258
2012-04-26,12.78091049194336
2012-04-27,12.762553215026855
2012-04-30,12.462617874145508
2012-05-01,12.487103462219238
2012-05-02,12.627886772155762
2012-05-03,12.47485637664795
2012-05-04,12.230010986328125
2012-05-07,12.376919746398926
2012-05-08,12.16268253326416
2012-05-09,12.378546714782715
2012-05-10,12.341541290283203
2012-05-11,12.378546714782715
2012-05-14,11.983818054199219
2012-05-15,11.940646171569824
2012-05-16,11.804952621459961
2012-05-17,11.527412414550781
2012-05-18,11.570579528808594
2012-05-21,11.878965377807617
2012-05-22,12.008491516113281
2012-05-23,12.16884708404541
2012-05-24,12.279868125915527
2012-05-25,12.193523406982422
2012-05-29,12.526572227478027
2012-05-30,12.18735408782959
2012-05-31,12.279868125915527
2012-06-01,11.786452293395996
2012-06-04,11.798785209655762
2012-06-05,11.946810722351074
2012-06-06,12.403220176696777
2012-06-07,12.45872974395752
2012-06-08,12.612924575805664
2012-06-11,12.446394920349121
2012-06-12,12.779449462890625
2012-06-13,12.557409286499023
2012-06-14,12.693102836608887
2012-06-15,12.822622299194336
2012-06-18,12.921307563781738
2012-06-19,13.143342018127441
2012-06-20,13.100168228149414
2012-06-21,12.797954559326172
2012-06-22,12.760946273803711
2012-06-25,12.471067428588867
2012-06-26,12.6005859375
2012-06-27,13.081665992736816
2012-06-28,13.359204292297363
2012-06-29,13.790946006774902
2012-07-02,13.778611183166504
2012-07-03,13.98214340209961
2012-07-05,13.772448539733887
2012-07-06,13.747783660888672
2012-07-09,13.852633476257324
2012-07-10,13.667593955993652
2012-07-11,14.006817817687988
2012-07-12,14.049992561340332
2012-07-13,14.413884162902832
2012-07-16,14.58658504486084
2012-07-17,14.481733322143555
2012-07-18,14.383052825927734
2012-07-19,14.22885799407959
2012-07-20,14.222689628601074
2012-07-23,14.216519355773926
2012-07-24,14.068498611450195
2012-07-25,14.049992561340332
2012-07-26,14.130168914794922
2012-07-27,14.549575805664062
2012-07-30,14.494071960449219
2012-07-31,14.401551246643066
2012-08-01,14.284361839294434
2012-08-02,14.265863418579102
2012-08-03,14.58658504486084
2012-08-06,14.475564956665039
2012-08-07,14.672930717468262
2012-08-08,14.506402969360352
2012-08-09,14.463232040405273
2012-08-10,14.518735885620117
2012-08-13,14.6359224319458
2012-08-14,14.61742115020752
2012-08-15,14.716114044189453
2012-08-16,15.079994201660156
2012-08-17,14.95047378540039
2012-08-20,14.820956230163574
2012-08-21,14.95047378540039
2012-08-22,15.123167037963867
2012-08-23,15.18484878540039
2012-08-24,15.030657768249512
2012-08-27,15.172514915466309
2012-08-28,15.27800178527832
2012-08-29,15.439353942871094
2012-08-30,15.433148384094238
2012-08-31,15.457969665527344
2012-09-04,15.544839859008789
2012-09-05,15.551048278808594
2012-09-06,15.824097633361816
2012-09-07,15.79306411743164
2012-09-10,15.805476188659668
2012-09-11,16.035079956054688
2012-09-12,16.326740264892578
2012-09-13,16.705272674560547
2012-09-14,16.847997665405273
2012-09-17,16.6556339263916
2012-09-18,16.376388549804688
2012-09-19,16.289512634277344
2012-09-20,16.29571533203125
2012-09-21,16.46326446533203
2012-09-24,16.599782943725586
2012-09-25,16.432233810424805
2012-09-26,16.21504020690918
2012-09-27,16.562543869018555
2012-09-28,16.22124671936035
2012-10-01,16.196426391601562
2012-10-02,16.25847816467285
2012-10-03,16.512910842895508
2012-10-04,16.419818878173828
2012-10-05,16.53152084350586
2012-10-08,16.432233810424805
2012-10-09,16.326740264892578
2012-10-10,16.264684677124023
2012-10-11,16.308124542236328
2012-10-12,16.29571533203125
2012-10-15,16.941091537475586
2012-10-16,16.90384864807129
2012-10-17,17.375469207763672
2012-10-18,17.660932540893555
2012-10-19,17.381681442260742
2012-10-22,17.518203735351562
2012-10-23,17.2948055267334
2012-10-24,17.102434158325195
2012-10-25,16.941091537475586
2012-10-26,16.984527587890625
2012-10-31,17.1830997467041
2012-11-01,17.282386779785156
2012-11-02,17.207927703857422
2012-11-05,17.15207862854004
2012-11-06,17.003141403198242
2012-11-07,17.040611267089844
2012-11-08,16.528579711914062
2012-11-09,16.428667068481445
2012-11-12,16.503602981567383
2012-11-13,16.422426223754883
2012-11-14,15.816731452941895
2012-11-15,15.604426383972168
2012-11-16,15.847957611083984
2012-11-19,16.222610473632812
2012-11-20,16.397451400756836
2012-11-21,16.416187286376953
2012-11-23,16.684688568115234
2012-11-26,16.58477783203125
2012-11-27,16.58477783203125
2012-11-28,16.690929412841797
2012-11-29,16.722148895263672
2012-11-30,17.209205627441406
2012-12-03,17.171735763549805
2012-12-04,16.959434509277344
2012-12-05,16.597272872924805
2012-12-06,16.87826156616211
2012-12-07,16.990659713745117
2012-12-10,17.140512466430664
2012-12-11,17.227935791015625
2012-12-12,17.315357208251953
2012-12-13,17.01563262939453
2012-12-14,17.065589904785156
2012-12-17,17.365314483642578
2012-12-18,17.66503143310547
2012-12-19,17.390287399291992
2012-12-20,17.80865478515625
2012-12-21,17.571369171142578
2012-12-24,17.727479934692383
2012-12-26,17.508930206298828
2012-12-27,17.483951568603516
2012-12-28,17.22168731689453
2012-12-31,17.371553421020508
2013-01-02,18.202043533325195
2013-01-03,18.202043533325195
2013-01-04,18.35190200805664
2013-01-07,18.40810775756836
2013-01-08,18.532989501953125
2013-01-09,18.957603454589844
2013-01-10,19.069995880126953
2013-01-11,19.232345581054688
2013-01-14,19.232345581054688
2013-01-15,19.09497833251953
2013-01-16,19.001306533813477
2013-01-17,19.226102828979492
2013-01-18,19.12619400024414
2013-01-22,19.432167053222656
2013-01-23,19.557048797607422
2013-01-24,19.669452667236328
2013-01-25,19.326004028320312
2013-01-28,18.770267486572266
2013-01-29,19.09497833251953
2013-01-30,18.664121627807617
2013-01-31,18.8077392578125
2013-02-01,18.976327896118164
2013-02-04,19.02628517150879
2013-02-05,19.338502883911133
2013-02-06,19.338502883911133
2013-02-07,18.78276252746582
2013-02-08,18.86393165588379
2013-02-11,18.820226669311523
2013-02-12,18.926372528076172
2013-02-13,19.03253173828125
2013-02-14,19.00755500793457
2013-02-15,19.138681411743164
2013-02-19,19.25107765197754
2013-02-20,18.595430374145508
2013-02-21,18.17706871032715
2013-02-22,18.55797004699707
2013-02-25,17.97100830078125
2013-02-26,18.326934814453125
2013-02-27,18.596996307373047
2013-02-28,18.471376419067383
2013-03-01,18.571870803833008
2013-03-04,18.81053924560547
2013-03-05,19.080604553222656
2013-03-06,19.00523567199707
2013-03-07,18.95499038696289
2013-03-08,18.992677688598633
2013-03-11,19.162254333496094
2013-03-12,18.967552185058594
2013-03-13,19.055482864379883
2013-03-14,19.356952667236328
2013-03-15,19.18737030029297
2013-03-18,18.967552185058594
2013-03-19,19.294147491455078
2013-03-20,19.721235275268555
2013-03-21,19.3129940032959
2013-03-22,19.47628402709961
2013-03-25,19.375791549682617
2013-03-26,19.463726043701172
2013-03-27,19.47628402709961
2013-03-28,19.708669662475586
2013-04-01,19.677268981933594
2013-04-02,19.846851348876953
2013-04-03,19.04291343688965
2013-04-04,19.60818099975586
2013-04-05,19.57049560546875
2013-04-08,19.771469116210938
2013-04-09,19.639583587646484
2013-04-10,19.86568260192871
2013-04-11,19.91592788696289
2013-04-12,19.959897994995117
2013-04-15,19.105728149414062
2013-04-16,19.218782424926758
2013-04-17,18.678640365600586
2013-04-18,18.396015167236328
2013-04-19,18.741445541381836
2013-04-22,18.87334632873535
2013-04-23,19.3129940032959
2013-04-24,19.727508544921875
2013-04-25,19.708669662475586
2013-04-26,19.174816131591797
2013-04-29,19.11200714111328
2013-04-30,19.162254333496094
2013-05-01,18.929868698120117
2013-05-02,18.99895668029785
2013-05-03,19.250181198120117
2013-05-06,19.495128631591797
2013-05-07,19.708669662475586
2013-05-08,19.803482055664062
2013-05-09,20.10688018798828
2013-05-10,19.841405868530273
2013-05-13,19.531679153442383
2013-05-14,20.391324996948242
2013-05-15,20.448217391967773
2013-05-16,20.20802879333496
2013-05-17,20.530391693115234
2013-05-20,20.460859298706055
2013-05-21,20.606237411499023
2013-05-22,20.435569763183594
2013-05-23,20.258594512939453
2013-05-24,20.062637329101562
2013-05-28,20.100568771362305
2013-05-29,19.297809600830078
2013-05-30,18.747886657714844
2013-05-31,18.849018096923828
2013-06-03,19.00072479248047
2013-06-04,18.47608184814453
2013-06-05,17.900888442993164
2013-06-06,18.343345642089844
2013-06-07,18.34967041015625
2013-06-10,18.393918991088867
2013-06-11,18.134756088256836
2013-06-12,17.565876007080078
2013-06-13,18.084186553955078
2013-06-14,17.881921768188477
2013-06-17,18.115798950195312
2013-06-18,17.850309371948242
2013-06-19,17.262462615966797
2013-06-20,17.08548355102539
2013-06-21,17.331998825073242
2013-06-24,17.072837829589844
2013-06-25,17.395204544067383
2013-06-26,17.527952194213867
2013-06-27,17.82503318786621
2013-06-28,18.00833511352539
2013-07-01,17.76181983947754
2013-07-02,18.039945602416992
2013-07-03,17.9893741607666
2013-07-05,17.89456558227539
2013-07-08,17.938806533813477
2013-07-09,18.160037994384766
2013-07-10,18.166362762451172
2013-07-11,18.551939010620117
2013-07-12,18.678354263305664
2013-07-15,18.558259963989258
2013-07-16,18.558259963989258
2013-07-17,18.50136947631836
2013-07-18,18.709959030151367
2013-07-19,18.874300003051758
2013-07-22,18.646751403808594
2013-07-23,18.539297103881836
2013-07-24,18.242218017578125
2013-07-25,18.419200897216797
2013-07-26,18.204288482666016
2013-07-29,17.692293167114258
2013-07-30,17.837671279907227
2013-07-31,17.95145034790039
2013-08-01,17.89456558227539
2013-08-02,17.685970306396484
2013-08-05,17.799745559692383
2013-08-06,17.81239128112793
2013-08-07,17.445777893066406
2013-08-08,17.268787384033203
2013-08-09,17.578521728515625
2013-08-12,17.268787384033203
2013-08-13,17.060197830200195
2013-08-14,17.565876007080078
2013-08-15,17.17397117614746
2013-08-16,17.104442596435547
2013-08-19,16.84528350830078
2013-08-20,17.28774642944336
2013-08-21,17.268787384033203
2013-08-22,17.36992645263672
2013-08-23,17.578521728515625
2013-08-26,17.673320770263672
2013-08-27,17.275114059448242
2013-08-28,17.625579833984375
2013-08-29,17.663816452026367
2013-08-30,17.447162628173828
2013-09-03,17.268741607666016
2013-09-04,17.268741607666016
2013-09-05,17.68930435180664
2013-09-06,18.167221069335938
2013-09-09,18.447601318359375
2013-09-10,18.33927345275879
2013-09-11,18.11624526977539
2013-09-12,18.046154022216797
2013-09-13,18.09075164794922
2013-09-16,18.332901000976562
