Date,ES
2010-09-29,18.12413215637207
2010-09-30,17.942102432250977
2010-10-01,18.099863052368164
2010-10-04,18.08772850036621
2010-10-05,18.33043670654297
2010-10-06,18.324371337890625
2010-10-07,18.342565536499023
2010-10-08,18.39111328125
2010-10-11,18.48819351196289
2010-10-12,18.39718246459961
2010-10-13,18.476055145263672
2010-10-14,18.469993591308594
2010-10-15,18.62775421142578
2010-10-18,18.457857131958008
2010-10-19,18.682355880737305
2010-10-20,18.749101638793945
2010-10-21,18.62775421142578
2010-10-22,18.718765258789062
2010-10-25,18.918996810913086
2010-10-26,18.77337646484375
2010-10-27,18.834054946899414
2010-10-28,18.93113899230957
2010-10-29,18.979679107666016
2010-11-01,19.070688247680664
2010-11-02,19.34373664855957
2010-11-03,19.167770385742188
2010-11-04,19.31946563720703
2010-11-05,19.264856338500977
2010-11-08,19.119234085083008
2010-11-09,18.967544555664062
2010-11-10,19.010021209716797
2010-11-11,19.070688247680664
2010-11-12,18.985748291015625
2010-11-15,19.246652603149414
2010-11-16,18.93113899230957
2010-11-17,18.94327163696289
2010-11-18,19.17991065979004
2010-11-19,19.070688247680664
2010-11-22,19.204177856445312
2010-11-23,19.076757431030273
2010-11-24,19.325532913208008
2010-11-26,19.228456497192383
2010-11-29,19.085311889648438
2010-11-30,19.02414321899414
2010-12-01,19.323883056640625
2010-12-02,19.452335357666016
2010-12-03,19.354461669921875
2010-12-06,19.281057357788086
2010-12-07,19.164833068847656
2010-12-08,19.085311889648438
2010-12-09,19.232126235961914
2010-12-10,19.372821807861328
2010-12-13,19.32999038696289
2010-12-14,19.458446502685547
2010-12-15,19.18317985534668
2010-12-16,19.470687866210938
2010-12-17,19.50126838684082
2010-12-20,19.537975311279297
2010-12-21,19.507383346557617
2010-12-22,19.531856536865234
2010-12-23,19.489042282104492
2010-12-27,19.427867889404297
2010-12-28,19.525739669799805
2010-12-29,19.599149703979492
2010-12-30,19.605260848999023
2010-12-31,19.50126838684082
2011-01-03,19.54409408569336
2011-01-04,19.513511657714844
2011-01-05,19.26270866394043
2011-01-06,19.238237380981445
2011-01-07,19.348346710205078
2011-01-10,19.305530548095703
2011-01-11,19.3116455078125
2011-01-12,19.34222412109375
2011-01-13,19.421751022338867
2011-01-14,19.580791473388672
2011-01-18,19.929466247558594
2011-01-19,19.801002502441406
2011-01-20,19.966171264648438
2011-01-21,19.929466247558594
2011-01-24,20.076278686523438
2011-01-25,20.210857391357422
2011-01-26,19.966171264648438
2011-01-27,20.076278686523438
2011-01-28,20.04569435119629
2011-01-31,20.137454986572266
2011-02-01,20.60845947265625
2011-02-02,20.62681770324707
2011-02-03,20.645170211791992
2011-02-04,20.639053344726562
2011-02-07,20.681880950927734
2011-02-08,20.60845947265625
2011-02-09,20.675752639770508
2011-02-10,20.669639587402344
2011-02-11,20.535066604614258
2011-02-14,20.431072235107422
2011-02-15,20.486120223999023
2011-02-16,20.473899841308594
2011-02-17,20.565643310546875
2011-02-18,20.45553970336914
2011-02-22,20.45553970336914
2011-02-23,20.36989974975586
2011-02-24,20.290380477905273
2011-02-25,20.72523307800293
2011-02-28,20.99664306640625
2011-03-01,20.87327003479004
2011-03-02,20.971965789794922
2011-03-03,21.08916664123535
2011-03-04,20.86711311340332
2011-03-07,21.045988082885742
2011-03-08,21.46542739868164
2011-03-09,21.631959915161133
2011-03-10,21.268037796020508
2011-03-11,21.311220169067383
2011-03-14,21.163185119628906
2011-03-15,20.799251556396484
2011-03-16,20.478500366210938
2011-03-17,20.663551330566406
2011-03-18,20.76840591430664
2011-03-21,21.10150146484375
2011-03-22,21.070663452148438
2011-03-23,21.095325469970703
2011-03-24,21.064495086669922
2011-03-25,21.064495086669922
2011-03-28,20.8856143951416
2011-03-29,21.126161575317383
2011-03-30,21.446918487548828
2011-03-31,21.342058181762695
2011-04-01,21.514780044555664
2011-04-04,21.527109146118164
2011-04-05,21.44075584411621
2011-04-06,21.520931243896484
2011-04-07,21.329727172851562
2011-04-08,21.298877716064453
2011-04-11,21.08916664123535
2011-04-12,21.015146255493164
2011-04-13,20.897947311401367
2011-04-14,20.830097198486328
2011-04-15,20.94729232788086
2011-04-18,20.651214599609375
2011-04-19,20.75607681274414
2011-04-20,21.064495086669922
2011-04-21,21.200193405151367
2011-04-25,21.342058181762695
2011-04-26,21.459253311157227
2011-04-27,21.67514419555664
2011-04-28,21.823183059692383
2011-04-29,21.958879470825195
2011-05-02,22.002058029174805
2011-05-03,22.03290557861328
2011-05-04,22.0390625
2011-05-05,21.749162673950195
2011-05-06,21.773834228515625
2011-05-09,21.860185623168945
2011-05-10,22.05140495300293
2011-05-11,21.99588966369629
2011-05-12,22.21177864074707
2011-05-13,22.16243553161621
2011-05-16,22.14392852783203
2011-05-17,22.365982055664062
2011-05-18,22.396821975708008
2011-05-19,22.365982055664062
2011-05-20,22.267288208007812
2011-05-23,21.884859085083008
2011-05-24,21.915706634521484
2011-05-25,21.80467414855957
2011-05-26,21.810848236083984
2011-05-27,21.77044105529785
2011-05-31,21.907201766967773
2011-06-01,21.695838928222656
2011-06-02,21.68961524963379
2011-06-03,21.29798126220703
2011-06-06,21.061748504638672
2011-06-07,21.148784637451172
2011-06-08,21.235816955566406
2011-06-09,21.186079025268555
2011-06-10,21.061748504638672
2011-06-13,21.086618423461914
2011-06-14,21.17986488342285
2011-06-15,21.074182510375977
2011-06-16,21.30419158935547
2011-06-17,21.59015464782715
2011-06-20,21.795299530029297
2011-06-21,21.8885498046875
2011-06-22,21.639894485473633
2011-06-23,21.490684509277344
2011-06-24,21.534208297729492
2011-06-27,21.77044105529785
2011-06-28,21.900985717773438
2011-06-29,21.876113891601562
2011-06-30,21.86368179321289
2011-07-01,22.205596923828125
2011-07-05,22.174516677856445
2011-07-06,22.068836212158203
2011-07-07,21.981800079345703
2011-07-08,21.950721740722656
2011-07-11,21.68961524963379
2011-07-12,21.99423599243164
2011-07-13,21.86368179321289
2011-07-14,21.646099090576172
2011-07-15,21.733142852783203
2011-07-18,21.31662940979004
2011-07-19,21.478261947631836
2011-07-20,21.627458572387695
2011-07-21,21.93828773498535
2011-07-22,21.96936798095703
2011-07-25,21.807735443115234
2011-07-26,21.72692108154297
2011-07-27,21.664756774902344
2011-07-28,21.453393936157227
2011-07-29,21.136348724365234
2011-08-01,21.29798126220703
2011-08-02,20.844165802001953
2011-08-03,20.545774459838867
2011-08-04,19.899248123168945
2011-08-05,20.042234420776367
2011-08-08,18.93567657470703
2011-08-09,19.84951400756836
2011-08-10,19.414356231689453
2011-08-11,20.377927780151367
2011-08-12,20.166561126708984
2011-08-15,20.707401275634766
2011-08-16,20.545774459838867
2011-08-17,20.626590728759766
2011-08-18,20.266029357910156
2011-08-19,20.02979850769043
2011-08-22,20.02358055114746
2011-08-23,20.58928680419922
2011-08-24,21.29798126220703
2011-08-25,21.074182510375977
2011-08-26,21.204727172851562
2011-08-29,21.5590763092041
2011-08-30,21.612333297729492
2011-08-31,21.74393081665039
2011-09-01,21.52461051940918
2011-09-02,21.129831314086914
2011-09-06,20.9669132232666
2011-09-07,21.17996597290039
2011-09-08,21.1924991607666
2011-09-09,20.741329193115234
2011-09-12,20.885452270507812
2011-09-13,21.11103630065918
2011-09-14,21.317829132080078
2011-09-15,21.59354019165039
2011-09-16,21.5872802734375
2011-09-19,21.631134033203125
2011-09-20,21.812854766845703
2011-09-21,21.461938858032227
2011-09-22,20.979446411132812
2011-09-23,21.311552047729492
2011-09-26,21.355424880981445
2011-09-27,21.61860466003418
2011-09-28,21.13610076904297
2011-09-29,21.374216079711914
2011-09-30,21.085968017578125
2011-10-03,20.089637756347656
2011-10-04,19.5945987701416
2011-10-05,19.4818115234375
2011-10-06,20.01443862915039
2011-10-07,20.08336639404297
2011-10-10,20.65359878540039
2011-10-11,20.246294021606445
2011-10-12,20.39668083190918
2011-10-13,20.641061782836914
2011-10-14,20.872926712036133
2011-10-17,20.603469848632812
2011-10-18,20.885452270507812
2011-10-19,20.904247283935547
2011-10-20,20.910511016845703
2011-10-21,21.154895782470703
2011-10-24,21.292762756347656
2011-10-25,20.941844940185547
2011-10-26,21.25516128540039
2011-10-27,21.888046264648438
2011-10-28,21.66873550415039
2011-10-31,21.662464141845703
2011-11-01,21.048368453979492
2011-11-02,21.44314193725586
2011-11-03,21.787796020507812
2011-11-04,21.7188663482666
2011-11-07,21.56220245361328
2011-11-08,21.568477630615234
2011-11-09,21.123571395874023
2011-11-10,21.474477767944336
2011-11-11,21.982046127319336
2011-11-14,21.5872802734375
2011-11-15,21.862985610961914
2011-11-16,21.505807876586914
2011-11-17,21.261432647705078
2011-11-18,21.61860466003418
2011-11-21,21.17369842529297
2011-11-22,21.06089973449707
2011-11-23,20.647323608398438
2011-11-25,20.791458129882812
2011-11-28,20.929323196411133
2011-11-29,21.1173038482666
2011-11-30,21.687530517578125
2011-12-01,21.837928771972656
2011-12-02,21.518346786499023
2011-12-05,21.59354019165039
2011-12-06,21.54340362548828
2011-12-07,21.436878204345703
2011-12-08,21.004507064819336
2011-12-09,21.49327278137207
2011-12-12,21.4556884765625
2011-12-13,21.712600708007812
2011-12-14,21.487009048461914
2011-12-15,21.73139762878418
2011-12-16,21.76899528503418
2011-12-19,21.624866485595703
2011-12-20,21.812854766845703
2011-12-21,22.03844451904297
2011-12-22,22.11989974975586
2011-12-23,22.3768253326416
2011-12-27,22.638887405395508
2011-12-28,22.632570266723633
2011-12-29,22.885164260864258
2011-12-30,22.77781867980957
2012-01-03,22.544160842895508
2012-01-04,22.146331787109375
2012-01-05,22.133695602416992
2012-01-06,22.10212516784668
2012-01-09,21.792694091796875
2012-01-10,21.767436981201172
2012-01-11,21.622190475463867
2012-01-12,21.634824752807617
2012-01-13,21.615875244140625
2012-01-17,21.60324478149414
2012-01-18,21.54640769958496
2012-01-19,21.17383575439453
2012-01-20,21.697973251342773
2012-01-23,21.742177963256836
2012-01-24,21.817955017089844
2012-01-25,22.045291900634766
2012-01-26,22.272624969482422
2012-01-27,21.931621551513672
2012-01-30,21.8116397857666
2012-01-31,21.944250106811523
2012-02-01,22.203163146972656
2012-02-02,22.171581268310547
2012-02-03,22.291566848754883
2012-02-06,22.272624969482422
2012-02-07,22.411556243896484
2012-02-08,22.49364471435547
2012-02-09,22.392606735229492
2012-02-10,22.228418350219727
2012-02-13,22.095808029174805
2012-02-14,22.038978576660156
2012-02-15,22.43050193786621
2012-02-16,22.83465003967285
2012-02-17,22.79676055908203
2012-02-21,22.727304458618164
2012-02-22,22.695722579956055
2012-02-23,22.569419860839844
2012-02-24,22.64521026611328
2012-02-27,22.52522087097168
2012-02-28,22.521404266357422
2012-02-29,22.858867645263672
2012-03-01,22.948017120361328
2012-03-02,22.97348403930664
2012-03-05,23.247283935546875
2012-03-06,22.865238189697266
2012-03-07,23.07535743713379
2012-03-08,23.355525970458984
2012-03-09,23.457401275634766
2012-03-12,23.62932586669922
2012-03-13,23.909486770629883
2012-03-14,23.39373016357422
2012-03-15,23.374629974365234
2012-03-16,23.19634246826172
2012-03-19,23.145402908325195
2012-03-20,23.260013580322266
2012-03-21,23.15813446044922
2012-03-22,23.164499282836914
2012-03-23,23.39373016357422
2012-03-26,23.64842987060547
2012-03-27,23.673892974853516
2012-03-28,23.48923683166504
2012-03-29,23.692991256713867
2012-03-30,23.635690689086914
2012-04-02,23.591114044189453
2012-04-03,23.77577018737793
2012-04-04,23.57837677001953
2012-04-05,23.48923683166504
2012-04-09,23.42557716369629
2012-04-10,22.865238189697266
2012-04-11,22.744264602661133
2012-04-12,22.744264602661133
2012-04-13,22.795198440551758
2012-04-16,23.049890518188477
2012-04-17,23.119935989379883
2012-04-18,23.04352569580078
2012-04-19,22.871610641479492
2012-04-20,23.215450286865234
2012-04-23,22.97348403930664
2012-04-24,23.183618545532227
2012-04-25,23.28548812866211
2012-04-26,23.368270874023438
2012-04-27,23.444673538208008
2012-04-30,23.412832260131836
2012-05-01,23.616594314575195
2012-05-02,23.57837677001953
2012-05-03,22.80793571472168
2012-05-04,22.960750579833984
2012-05-07,22.852502822875977
2012-05-08,23.068988800048828
2012-05-09,23.037158966064453
2012-05-10,23.215450286865234
2012-05-11,23.28548812866211
2012-05-14,23.049890518188477
2012-05-15,22.782461166381836
2012-05-16,22.636009216308594
2012-05-17,22.349477767944336
2012-05-18,22.24759864807129
2012-05-21,22.750621795654297
2012-05-22,23.08173179626465
2012-05-23,23.09446144104004
2012-05-24,23.126298904418945
2012-05-25,23.15176773071289
2012-05-29,23.400102615356445
2012-05-30,23.106365203857422
2012-05-31,23.144927978515625
2012-06-01,23.408456802368164
2012-06-04,23.279903411865234
2012-06-05,23.273479461669922
2012-06-06,23.781238555908203
2012-06-07,23.84551429748535
2012-06-08,24.031904220581055
2012-06-11,23.986921310424805
2012-06-12,24.038341522216797
2012-06-13,24.15403175354004
2012-06-14,24.48824691772461
2012-06-15,24.732486724853516
2012-06-18,24.88031768798828
2012-06-19,24.79034423828125
2012-06-20,24.44325828552246
2012-06-21,24.147598266601562
2012-06-22,24.26972007751465
2012-06-25,24.16045570373535
2012-06-26,24.430408477783203
2012-06-27,24.636083602905273
2012-06-28,24.642507553100586
2012-06-29,24.944599151611328
2012-07-02,25.1309871673584
2012-07-03,25.23381805419922
2012-07-05,24.91246223449707
2012-07-06,24.867467880249023
2012-07-09,24.78391456604004
2012-07-10,24.886747360229492
2012-07-11,24.957456588745117
2012-07-12,25.118133544921875
2012-07-13,25.632322311401367
2012-07-16,25.439498901367188
2012-07-17,25.728727340698242
2012-07-18,25.876562118530273
2012-07-19,26.01795768737793
2012-07-20,25.876562118530273
2012-07-23,25.568056106567383
2012-07-24,25.278823852539062
2012-07-25,25.375221252441406
2012-07-26,25.741588592529297
2012-07-27,25.683734893798828
2012-07-30,26.0758113861084
2012-07-31,25.632322311401367
2012-08-01,25.1309871673584
2012-08-02,25.227397918701172
2012-08-03,25.433074951171875
2012-08-06,25.433074951171875
2012-08-07,25.375221252441406
2012-08-08,25.35594367980957
2012-08-09,25.195266723632812
2012-08-10,25.445926666259766
2012-08-13,25.253108978271484
2012-08-14,25.16312599182129
2012-08-15,25.079570770263672
2012-08-16,24.918882369995117
2012-08-17,24.771055221557617
2012-08-20,24.861038208007812
2012-08-21,24.558944702148438
2012-08-22,24.53324317932129
2012-08-23,24.256866455078125
2012-08-24,24.40468978881836
2012-08-27,24.398269653320312
2012-08-28,24.436830520629883
2012-08-29,24.516611099243164
2012-08-30,24.45823097229004
2012-08-31,24.432287216186523
2012-09-04,24.652814865112305
2012-09-05,24.438772201538086
2012-09-06,24.750093460083008
2012-09-07,24.801984786987305
2012-09-10,24.724159240722656
2012-09-11,24.607412338256836
2012-09-12,24.380401611328125
2012-09-13,24.853870391845703
2012-09-14,24.484180450439453
2012-09-17,24.17934799194336
2012-09-18,23.95882225036621
2012-09-19,24.004228591918945
2012-09-20,24.107994079589844
2012-09-21,24.27663230895996
2012-09-24,24.698223114013672
2012-09-25,24.672266006469727
2012-09-26,24.7111759185791
2012-09-27,24.594440460205078
2012-09-28,24.795499801635742
2012-10-01,25.067909240722656
2012-10-02,25.145736694335938
2012-10-03,25.191139221191406
2012-10-04,25.16520118713379
2012-10-05,25.38571548461914
2012-10-08,25.35976791381836
2012-10-09,25.573814392089844
2012-10-10,25.32085609436035
2012-10-11,25.210594177246094
2012-10-12,25.087360382080078
2012-10-15,25.35976791381836
2012-10-16,25.35976791381836
2012-10-17,25.61920928955078
2012-10-18,25.81377601623535
2012-10-19,25.755413055419922
2012-10-22,25.658123016357422
2012-10-23,25.327342987060547
2012-10-24,25.184659957885742
2012-10-25,25.301401138305664
2012-10-26,25.268964767456055
2012-10-31,25.48949432373047
2012-11-01,25.450572967529297
2012-11-02,25.56084442138672
2012-11-05,25.314361572265625
2012-11-06,25.41166114807129
2012-11-07,24.886295318603516
2012-11-08,24.789012908935547
2012-11-09,24.737125396728516
2012-11-12,24.620384216308594
2012-11-13,24.795499801635742
2012-11-14,24.63984489440918
2012-11-15,24.55552864074707
2012-11-16,24.853870391845703
2012-11-19,24.756580352783203
2012-11-20,24.704689025878906
2012-11-21,24.574979782104492
2012-11-23,24.471200942993164
2012-11-26,24.71767234802246
2012-11-27,24.899280548095703
2012-11-28,24.927413940429688
2012-11-29,24.973222732543945
2012-11-30,25.352792739868164
2012-12-03,25.235002517700195
2012-12-04,25.169551849365234
2012-12-05,25.712743759155273
2012-12-06,25.68656349182129
2012-12-07,25.69964599609375
2012-12-10,25.61456871032715
2012-12-11,25.869796752929688
2012-12-12,25.98760414123535
2012-12-13,25.74545669555664
2012-12-14,25.320077896118164
2012-12-17,25.69964599609375
2012-12-18,25.96796226501465
2012-12-19,25.817441940307617
2012-12-20,25.817441940307617
2012-12-21,25.673479080200195
2012-12-24,25.62111473083496
2012-12-26,25.3724365234375
2012-12-27,25.37897300720215
2012-12-28,25.156471252441406
2012-12-31,25.575307846069336
2013-01-02,26.059593200683594
2013-01-03,25.915613174438477
2013-01-04,25.941787719726562
2013-01-07,25.66039276123047
2013-01-08,25.522953033447266
2013-01-09,25.601482391357422
2013-01-10,25.72582244873047
2013-01-11,25.64729118347168
2013-01-14,25.54912567138672
2013-01-15,25.50986099243164
2013-01-16,25.306987762451172
2013-01-17,25.326623916625977
2013-01-18,25.66039276123047
2013-01-22,26.079214096069336
2013-01-23,26.02685546875
2013-01-24,26.118486404418945
2013-01-25,26.386798858642578
2013-01-28,26.340991973876953
2013-01-29,26.589679718017578
2013-01-30,26.825288772583008
2013-01-31,26.65511703491211
2013-02-01,26.94961929321289
2013-02-04,26.825288772583008
2013-02-05,26.7860107421875
2013-02-06,26.884174346923828
2013-02-07,26.89071273803711
2013-02-08,26.903810501098633
2013-02-11,26.91035270690918
2013-02-12,26.929983139038086
2013-02-13,26.89071273803711
2013-02-14,26.67477035522461
2013-02-15,26.792556762695312
2013-02-19,27.100143432617188
2013-02-20,26.929983139038086
2013-02-21,26.759830474853516
2013-02-22,27.113224029541016
2013-02-25,26.84490966796875
2013-02-26,26.94961929321289
2013-02-27,27.251379013061523
2013-02-28,27.409868240356445
2013-03-01,27.601356506347656
2013-03-04,27.9315128326416
2013-03-05,28.11640739440918
2013-03-06,28.083391189575195
2013-03-07,27.944717407226562
2013-03-08,27.87208366394043
2013-03-11,28.004146575927734
2013-03-12,27.819259643554688
2013-03-13,27.9315128326416
2013-03-14,28.076780319213867
2013-03-15,28.16922950744629
2013-03-18,27.990938186645508
2013-03-19,27.990938186645508
2013-03-20,28.208858489990234
2013-03-21,28.12299346923828
2013-03-22,28.16263198852539
2013-03-25,28.08997344970703
2013-03-26,28.274871826171875
2013-03-27,28.32109832763672
2013-03-28,28.697479248046875
2013-04-01,28.58523941040039
2013-04-02,28.7172908782959
2013-04-03,28.538997650146484
2013-04-04,28.69088363647461
2013-04-05,28.869165420532227
2013-04-08,28.941810607910156
2013-04-09,28.84276008605957
2013-04-10,29.172916412353516
2013-04-11,29.337989807128906
2013-04-12,29.489866256713867
2013-04-15,28.941810607910156
2013-04-16,29.371021270751953
2013-04-17,28.988033294677734
2013-04-18,29.18612289428711
2013-04-19,29.67475700378418
2013-04-22,29.377613067626953
2013-04-23,29.582321166992188
2013-04-24,29.66815757751465
2013-04-25,29.608741760253906
2013-04-26,29.62193489074707
2013-04-29,29.753995895385742
2013-04-30,29.932279586791992
2013-05-01,29.694562911987305
2013-05-02,29.89266014099121
2013-05-03,29.820026397705078
2013-05-06,29.45025634765625
2013-05-07,29.7011661529541
2013-05-08,29.397432327270508
2013-05-09,28.763513565063477
2013-05-10,28.908777236938477
2013-05-13,28.730501174926758
2013-05-14,29.014423370361328
2013-05-15,29.39081382751465
2013-05-16,29.126691818237305
2013-05-17,29.364408493041992
2013-05-20,29.337989807128906
2013-05-21,29.443647384643555
2013-05-22,29.014423370361328
2013-05-23,28.743709564208984
2013-05-24,28.288082122802734
2013-05-28,28.076780319213867
2013-05-29,27.79503631591797
2013-05-30,28.00152587890625
2013-05-31,27.755069732666016
2013-06-03,27.874969482421875
2013-06-04,27.668495178222656
2013-06-05,27.435354232788086
2013-06-06,27.761730194091797
2013-06-07,28.227981567382812
2013-06-10,28.02149772644043
2013-06-11,27.655162811279297
2013-06-12,27.395401000976562
2013-06-13,27.928247451782227
2013-06-14,28.06146812438965
2013-06-17,28.068132400512695
2013-06-18,28.34787940979004
2013-06-19,27.501962661743164
2013-06-20,26.382966995239258
2013-06-21,26.889183044433594
2013-06-24,26.735977172851562
2013-06-25,27.002416610717773
2013-06-26,27.48198127746582
2013-06-27,27.801694869995117
2013-06-28,27.98818588256836
2013-07-01,27.475322723388672
2013-07-02,27.395401000976562
2013-07-03,27.561914443969727
2013-07-05,27.395401000976562
2013-07-08,27.815021514892578
2013-07-09,28.101425170898438
2013-07-10,28.194683074951172
2013-07-11,28.734188079833984
2013-07-12,28.827438354492188
2013-07-15,29.37361717224121
2013-07-16,29.233734130859375
2013-07-17,29.260395050048828
2013-07-18,29.719985961914062
2013-07-19,29.859844207763672
2013-07-22,29.75994300842285
2013-07-23,29.919795989990234
2013-07-24,29.42024803161621
2013-07-25,29.55345344543457
2013-07-26,29.4601993560791
2013-07-29,29.333650588989258
2013-07-30,29.68667984008789
2013-07-31,29.580097198486328
2013-08-01,30.00638771057129
2013-08-02,29.766597747802734
2013-08-05,29.480195999145508
2013-08-06,29.08053970336914
2013-08-07,29.413585662841797
2013-08-08,29.446895599365234
2013-08-09,29.15381622314453
2013-08-12,28.967315673828125
2013-08-13,28.680908203125
2013-08-14,28.381175994873047
2013-08-15,27.888290405273438
2013-08-16,27.508621215820312
2013-08-19,27.455352783203125
2013-08-20,27.68846321105957
2013-08-21,27.315467834472656
2013-08-22,27.468671798706055
2013-08-23,27.781715393066406
2013-08-26,27.528614044189453
2013-08-27,27.501962661743164
2013-08-28,27.415382385253906
2013-08-29,27.288820266723633
2013-08-30,27.288820266723633
2013-09-03,26.869203567504883
2013-09-04,26.982423782348633
2013-09-05,26.815914154052734
2013-09-06,26.809255599975586
2013-09-09,27.08234214782715
2013-09-10,27.282161712646484
2013-09-11,27.108989715576172
2013-09-12,26.946325302124023
2013-09-13,27.080759048461914
2013-09-16,27.154687881469727
